,Year,Mode,CLUSTER_APTA4,UPT_ADJ,Service,Land_Use,FARE_per_UPT_cleaned_2018_log_FAC,Income_and_Household_Characteristics,GAS_PRICE_2018_log_FAC,New_Competing_Modes,Service_cumsum,Land_Use_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,Income_and_Household_Characteristics_cumsum,GAS_PRICE_2018_log_FAC_cumsum,New_Competing_Modes_cumsum,UPT_ADJ_Service_cumsum,UPT_ADJ_Land_Use_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_Income_and_Household_Characteristics_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_New_Competing_Modes_cumsum
86,2003,1,2.0,47.597707999999976,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,1.0739671246142564,33.16721364535067,50.88827449867112,62.446009722574296,83.86632553221887,179.56677757070702
87,2004,1,2.0,52.27665900000001,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,5.75291812461429,37.8461646453507,55.56722549867116,67.12496072257433,88.5452765322189,184.24572857070706
88,2005,1,2.0,58.69011300000001,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,12.166372124614291,44.2596186453507,61.98067949867116,73.53841472257433,94.95873053221891,190.65918257070706
89,2006,1,2.0,64.42494499999997,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,17.901204124614246,49.99445064535065,67.7155114986711,79.27324672257429,100.69356253221886,196.394014570707
90,2007,1,2.0,70.01492400000002,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,23.491183124614302,55.58442964535071,73.30549049867116,84.86322572257434,106.28354153221892,201.98399357070707
91,2008,1,2.0,83.55406099999996,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,37.03032012461424,69.12356664535065,86.8446274986711,98.40236272257428,119.82267853221886,215.523130570707
92,2009,1,2.0,73.67287900000001,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,27.14913812461429,59.2423846453507,76.96344549867115,88.52118072257433,109.9414965322189,205.64194857070703
93,2010,1,2.0,70.89416699999998,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,24.370426124614262,56.46367264535067,74.18473349867112,85.7424687225743,107.16278453221888,202.86323657070702
94,2011,1,2.0,75.27340499999997,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,28.74966412461425,60.842910645350656,78.56397149867111,90.12170672257429,111.54202253221887,207.242474570707
95,2012,1,2.0,81.67368700000003,0.0,0.0,0.0,0.0,0.0,0.0,46.52374087538572,14.430494354649309,-3.290566498671145,-14.84830172257432,-36.2686175322189,-131.96906957070703,35.14994612461431,67.24319264535072,84.96425349867117,96.52198872257435,117.94230453221893,213.64275657070706
96,2013,1,2.0,85.76816599999997,7317815.733065844,187724.13761446584,-928315.9342274308,-128523.25425946563,-355006.6870922112,-209192.4238880344,53.84155660845156,14.618218492263775,-4.2188824328985755,-14.976824976833784,-36.62362421931111,-132.17826199459506,31.926609391548403,71.14994750773619,89.98704843289855,100.74499097683375,122.39179021931108,217.946427994595
97,2014,1,2.0,84.11798599999999,1612479.800577918,125776.03848850197,54041.14878527308,-72349.86789811785,-527911.1253081422,-407214.30178296054,55.45403640902948,14.743994530752277,-4.164841284113303,-15.049174844731903,-37.151535344619255,-132.585476296378,28.66394959097051,69.37399146924771,88.2828272841133,99.1671608447319,121.26952134461925,216.703462296378
98,2015,1,2.0,82.76097700000003,782706.6984019931,210391.5251403571,-421530.20225797326,-418220.9011608062,-2808912.4454119275,-1846235.1362528396,56.23674310743147,14.954386055892634,-4.586371486371276,-15.46739574589271,-39.96044779003118,-134.43171143263086,26.524233892568553,67.8065909441074,87.3473484863713,98.22837274589273,122.72142479003121,217.1926884326309
99,2016,1,2.0,81.65215700000003,1944925.4558483444,61108.346249563896,744474.7161317499,-534912.1367432228,-1010103.1912213634,-1929749.924044317,58.181668563279814,15.015494402142197,-3.841896770239526,-16.002307882635932,-40.97055098125254,-136.36146135667516,23.470488436720217,66.63666259785784,85.49405377023956,97.65446488263596,122.62270798125257,218.01361835667518
100,2017,1,2.0,78.50408999999999,183029.61229588644,95488.0191415307,-271231.0913309975,-180131.19474609525,739990.4385787869,-1935427.0556708402,58.364698175575704,15.110982421283728,-4.113127861570524,-16.18243907738203,-40.23056054267376,-138.296888412346,20.139391824424287,63.39310757871626,82.61721786157051,94.68652907738202,118.73465054267375,216.80097841234598
101,2018,1,2.0,76.85119700000004,2235770.3991232715,258395.13015029058,150411.50714174443,-281205.4320346186,888909.8395810002,-3548680.886174144,60.60046857469898,15.369377551434019,-3.962716354428779,-16.463644509416646,-39.34165070309276,-141.84556929852016,16.250728425301062,61.48181944856602,80.81391335442882,93.31484150941668,116.19284770309281,218.6967662985202
