,Year,Mode,CLUSTER_APTA4,UPT_ADJ,Service,Land_Use,FARE_per_UPT_cleaned_2018_log_FAC,Income_and_Household_Characteristics,GAS_PRICE_2018_log_FAC,New_Competing_Modes,Service_cumsum,Land_Use_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,Income_and_Household_Characteristics_cumsum,GAS_PRICE_2018_log_FAC_cumsum,New_Competing_Modes_cumsum,UPT_ADJ_Service_cumsum,UPT_ADJ_Land_Use_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_Income_and_Household_Characteristics_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_New_Competing_Modes_cumsum
61,2012,0,10.0,1032.661299000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.661299000001,1032.661299000001,1032.661299000001,1032.661299000001,1032.661299000001,1032.661299000001
62,2013,0,10.0,1031.511812000001,8244938.498447102,7714510.8530202005,-60981754.96096926,-219284.51299627265,-4916635.667247653,-30979181.10816583,8.244938498447102,7.714510853020201,-60.98175496096926,-0.21928451299627266,-4.916635667247653,-30.97918110816583,1023.266873501554,1023.7973011469809,1092.4935669609704,1031.7310965129973,1036.4284476672487,1062.490993108167
63,2014,0,10.0,1020.9497259999985,-42554.895286797226,3155595.506702713,876336.061947256,260289.45901652463,-5768488.541753655,-19824153.95734669,8.202383603160303,10.870106359722914,-60.105418899022006,0.04100494602025198,-10.685124209001309,-50.80333506551252,1012.7473423968381,1010.0796196402755,1081.0551448990204,1020.9087210539782,1031.6348502089998,1071.753061065511
64,2015,0,10.0,997.3311659999996,1497949.2020632012,3327474.9172057062,-11860897.96736949,-486232.1264419985,-35871107.97676714,-19621166.054989263,9.700332805223505,14.19758127692862,-71.9663168663915,-0.4452271804217466,-46.55623218576845,-70.42450112050179,987.6308331947761,983.133584723071,1069.2974828663912,997.7763931804213,1043.887398185768,1067.7556671205014
65,2016,0,10.0,999.2555700000012,-1260097.3164545686,742620.0762388194,-1379866.005224499,-5345321.151183024,-11074738.074421776,-19167251.747616496,8.440235488768938,14.94020135316744,-73.346182871616,-5.790548331604771,-57.630970260190225,-89.59175286811829,990.8153345112322,984.3153686468337,1072.6017528716172,1005.046118331606,1056.8865402601914,1088.8473228681194
66,2017,0,10.0,942.661585999999,-2273424.5677918154,2213243.2454409245,-9827234.53405224,-1281589.887870758,10821232.96798432,-19204235.988347776,6.166810920977121,17.153444598608367,-83.17341740566823,-7.072138219475528,-46.80973729220591,-108.79598885646605,936.4947750790219,925.5081414013906,1025.8350034056673,949.7337242194745,989.4713232922049,1051.457574856465
67,2018,0,10.0,935.8080629999992,-501590.6352797426,531793.3721681486,2115371.192332549,-2294276.015415645,8102906.694905798,-18116582.081893373,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,930.1428427143018,918.1228250292227,1016.8661092133348,945.1744772348903,974.5148935972993,1062.7206339383586
102,2002,1,10.0,2028.4584490000007,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2022.7932287143033,2010.773211029224,2109.5164952133364,2037.8248632348918,2067.165279597301,2155.37101993836
103,2003,1,10.0,1999.8507299999994,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,1994.185509714302,1982.1654920292228,2080.908776213335,2009.2171442348906,2038.5575605972995,2126.763300938359
104,2004,1,10.0,2115.1534519999996,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2109.4882317143024,2097.468214029223,2196.2114982133353,2124.5198662348907,2153.8602825973,2242.066022938359
105,2005,1,10.0,2507.212522999996,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2501.547302714299,2489.5272850292195,2588.270569213332,2516.5789372348872,2545.9193535972963,2634.1250939383553
106,2006,1,10.0,2603.6477749999985,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2597.9825547143014,2585.962537029222,2684.7058212133343,2613.0141892348897,2642.354605597299,2730.560345938358
107,2007,1,10.0,2751.026060000004,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2745.3608397143066,2733.340822029227,2832.0841062133395,2760.392474234895,2789.732890597304,2877.938630938363
108,2008,1,10.0,2818.6592389999983,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2812.994018714301,2800.9740010292217,2899.717285213334,2828.0256532348894,2857.3660695972985,2945.5718099383575
109,2009,1,10.0,2717.2693999999988,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2711.6041797143016,2699.584162029222,2798.3274462133345,2726.63581423489,2755.976230597299,2844.181970938358
110,2010,1,10.0,2812.7820580000016,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2807.1168377143044,2795.096820029225,2893.8401042133373,2822.148472234893,2851.488888597302,2939.694628938361
111,2011,1,10.0,2875.4784469999963,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2869.813226714299,2857.7932090292197,2956.536493213332,2884.8448612348875,2914.1852775972966,3002.3910179383556
112,2012,1,10.0,2929.500930999995,0.0,0.0,0.0,0.0,0.0,0.0,5.665220285697378,17.685237970776516,-81.05804621333567,-9.366414234891172,-38.70683059730011,-126.91257093835942,2923.835710714298,2911.8156930292184,3010.5589772133308,2938.867345234886,2968.2077615972953,3056.4135019383543
113,2013,1,10.0,3028.731445999999,43139104.70911378,21884878.176433165,-22683948.951900247,-622076.3628873639,-13947737.538472204,-25194635.95122254,48.804324994811154,39.57011614720968,-103.74199516523592,-9.988490597778537,-52.654568135772315,-152.107206889582,2979.927121005188,2989.161329852789,3132.473441165235,3038.7199365977776,3081.3860141357713,3180.8386528895808
114,2014,1,10.0,3137.384053999998,25011905.241103694,9265479.30020873,3482401.4137882823,764263.5405765721,-16937472.202499565,6604159.0291191405,73.81623023591486,48.83559544741841,-100.25959375144764,-9.224227057201965,-69.59204033827189,-145.50304786046286,3063.567823764083,3088.5484585525796,3237.6436477514453,3146.6082810571997,3206.97609433827,3282.8871018604605
115,2015,1,10.0,3049.980992999996,4418332.019426117,10225348.496078797,-51810118.90469424,-1494193.9658658952,-110232109.67159954,6841076.403588971,78.23456225534098,59.06094394349721,-152.0697126561419,-10.71842102306786,-179.82415000987143,-138.66197145687386,2971.746430744655,2990.920049056499,3202.050705656138,3060.699414023064,3229.8051430098676,3188.64296445687
116,2016,1,10.0,3072.351667999999,-1875047.189432236,2271038.141355555,-3588091.5970698507,-16346754.68728818,-33868129.04374815,6650493.737292116,76.35951506590874,61.33198208485276,-155.65780425321174,-27.06517571035604,-213.69227905361956,-132.01147771958176,2995.99215293409,3011.019685915146,3228.009472253211,3099.416843710355,3286.0439470536185,3204.3631457195806
117,2017,1,10.0,3093.3365620000004,11691154.974654336,6804927.3689013785,-1446053.9322704885,-3940428.202658556,33271401.38833868,6699273.068811877,88.05067004056308,68.13690945375414,-157.10385818548224,-31.0056039130146,-180.42087766528087,-125.31220465076987,3005.2858919594373,3025.1996525462464,3250.4404201854827,3124.342165913015,3273.7574396652813,3218.64876665077
118,2018,1,10.0,3028.6817610000016,-16713601.034459436,1745075.757820272,-21040440.616302285,-7528648.655260786,26589624.43158972,6745030.700234843,71.33706900610363,69.88198521157442,-178.14429880178452,-38.534252568275384,-153.83125323369114,-118.56717395053504,2957.344691993898,2958.7997757884273,3206.826059801786,3067.216013568277,3182.513014233693,3147.2489349505367
