,Id2,Geography,Tot_Pop,MSA_NAME_CLUSTERS,CBSA_NAME,CBSA_ID,cbsa_name,State,Month,Link,TNC_ARRIVAL
91,19740,"Denver-Aurora-Broomfield, CO Metro Area",2560529,Denver-Aurora-Lakewood,"Denver-Aurora-Lakewood, CO",19740.0,"Denver-Aurora-Broomfield, CO",CO,Sep,https://newsroom.uber.com/denver/denver-launch-sky-high-in-the-mile-high-city/,2012.0
92,19780,"Des Moines-West Des Moines, IA Metro Area",570358,Des Moines-West Des Moines,"Des Moines-West Des Moines, IA",19780.0,"Des Moines-West Des Moines, IA",IA,Sep,https://newsroom.uber.com/uber-launching-des-moines-with-free-rides-for-a-week/,2014.0
93,19820,"Detroit-Warren-Livonia, MI Metro Area",4291843,Detroit-Warren-Dearborn,"Detroit-Warren-Dearborn, MI",19820.0,"Detroit-Warren-Livonia, MI",MI,Oct,https://newsroom.uber.com/detroit/partner_earnings/,2013.0
94,20020,"Dothan, AL Metro Area",146010,,,,,,,,2016.0
95,20100,"Dover, DE Metro Area",162912,,,,,,,,2016.0
96,20220,"Dubuque, IA Metro Area",93880,,,,,,,,2016.0
97,20260,"Duluth, MN-WI Metro Area",280035,Duluth,"Duluth, MN-WI",20260.0,"Duluth, MN-WI",MN-WI,May,https://www.duluthnewstribune.com/business/4259489-uber-launches-duluth,2017.0
98,20500,"Durham-Chapel Hill, NC Metro Area",505933,Durham-Chapel Hill,"Durham-Chapel Hill, NC",20500.0,"Durham-Chapel Hill, NC",NC,Jun,https://www.charlotteobserver.com/news/business/article9135194.html,2014.0
99,20740,"Eau Claire, WI Metro Area",161443,Eau Claire,"Eau Claire, WI",20740.0,"Eau Claire, WI",WI,May,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwjo27_H28zkAhUFDKwKHY81BxcQFjAAegQIARAB&url=https%3A%2F%2Fchippewa.com%2Fuber-riding-into-area%2Farticle_4341cd9f-42ef-5590-b5c2-3bdb7f5062e5.html&usg=AOvVaw1OHUiu051TTGUhn2T2Dswa,2017.0
100,20940,"El Centro, CA Metro Area",175234,El Centro,"El Centro, CA",20940.0,"El Centro, CA",CA,January,https://www.uber.com/blog/san-diego/imperial-county-your-uber-has-arrived/,2015.0
101,21340,"El Paso, TX Metro Area",804338,El Paso,"El Paso, TX",21340.0,"El Paso, TX",TX,Jun,http://elpaso411.com/2014/06/uber-launches-in-el-paso/,2014.0
102,21060,"Elizabethtown, KY Metro Area",122347,Elizabethtown-Fort Knox,"Elizabethtown-Fort Knox, KY",21060.0,"Elizabethtown, KY",KY,,,2016.0
103,21140,"Elkhart-Goshen, IN Metro Area",197646,Elkhart-Goshen,"Elkhart-Goshen, IN",21140.0,"Elkhart-Goshen, IN",IN,,,2016.0
104,21300,"Elmira, NY Metro Area",88824,,,,,,,,2016.0
105,21500,"Erie, PA Metro Area",280686,Erie,"Erie, PA",21500.0,"Erie, PA",PA,Apr,http://www.erienewsnow.com/story/28767725/uber-ride-share-app-launching-in-erie,2015.0
106,21660,"Eugene-Springfield, OR Metro Area",351983,Eugene,"Eugene, OR",21660.0,"Eugene-Springfield, OR",OR,Sep,https://www.registerguard.com/news/20180830/uber-set-to-launch-in-eugene-next-thursday,2018.0
107,21780,"Evansville, IN-KY Metro Area",357948,Evansville,"Evansville, IN-KY",21780.0,"Evansville, IN-KY",IN-KY,Jan,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,2017.0
108,21820,"Fairbanks, AK Metro Area",98314,,,,,,,,2016.0
109,22020,"Fargo, ND-MN Metro Area",209144,Fargo,"Fargo, ND-MN",22020.0,"Fargo, ND-MN",ND-MN,May,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,2015.0
110,22140,"Farmington, NM Metro Area",130145,,,,,,,,2016.0
111,22180,"Fayetteville, NC Metro Area",367733,Fayetteville,"Fayetteville, NC",22180.0,"Fayetteville, NC",NC,Jun,https://newsroom.uber.com/us-north-carolina/uber-rolls-into-six-more-north-carolina-cities/,2014.0
112,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",465780,Fayetteville-Springdale-Rogers,"Fayetteville-Springdale-Rogers, MO",22220.0,"Fayetteville-Springdale-Rogers, AR-MO",MO,Sep,http://www.uatrav.com/news/article_1dc69eea-3874-11e4-a7ce-0017a43b2370.html,2014.0
113,22380,"Flagstaff, AZ Metro Area",134651,Flagstaff,"Flagstaff, AZ",22380.0,"Flagstaff, AZ",AZ,Sep,https://newsroom.uber.com/flagstaff/uber-launches-flagstaff-with-free-rides/,2014.0
114,22420,"Flint, MI Metro Area",424926,Flint,"Flint, MI",22420.0,"Flint, MI",MI,Jul,http://nbc25news.com/news/local/ride-sharing-service-uber-launches-in-flint?id=1074670,2014.0
115,22500,"Florence, SC Metro Area",205705,,,,,,,,2016.0
116,22520,"Florence-Muscle Shoals, AL Metro Area",147112,,,,,,,,2016.0
117,22540,"Fond du Lac, WI Metro Area",101665,,,,,,,,2016.0
118,22660,"Fort Collins-Loveland, CO Metro Area",300637,Fort Collins,"Fort Collins, CO",22660.0,"Fort Collins-Loveland, CO",CO,August ,https://www.denverpost.com/2014/08/27/boulder-fort-collins-see-launch-of-uber/,2014.0
119,22900,"Fort Smith, AR-OK Metro Area",299749,,,,,,,,2016.0
120,23060,"Fort Wayne, IN Metro Area",415013,Fort Wayne,"Fort Wayne, IN",23060.0,"Fort Wayne, IN",IN,May,http://wane.com/2015/05/07/uber-taxi-service-now-available-in-fort-wayne/,2015.0
121,23420,"Fresno, CA Metro Area",933248,Fresno,"Fresno, CA",23420.0,"Fresno, CA",CA,Feb,https://newsroom.uber.com/sf/49685/,2014.0
122,23460,"Gadsden, AL Metro Area",104462,,,,,,,,2016.0
123,23540,"Gainesville, FL Metro Area",266321,Gainesville,"Gainesville, FL",23540.0,"Gainesville, FL",FL,Aug,http://www.wcjb.com/local-news/2014/08/uber-officially-gainesville,2014.0
124,23580,"Gainesville, GA Metro Area",180253,,,,,,,,2016.0
125,24020,"Glens Falls, NY Metro Area",128985,,,,,,,,2016.0
126,24140,"Goldsboro, NC Metro Area",122907,,,,,,,,2016.0
127,24220,"Grand Forks, ND-MN Metro Area",99586,,,,,,,,2016.0
128,24300,"Grand Junction, CO Metro Area",146313,,,,,,,,2016.0
129,24340,"Grand Rapids-Wyoming, MI Metro Area",774540,Grand Rapids-Wyoming,"Grand Rapids-Wyoming, MI",24340.0,"Grand Rapids-Wyoming, MI",MI,Jul,http://www.mlive.com/news/grand-rapids/index.ssf/2014/07/uber_in_grand_rapids_rideshari.html,2014.0
130,24500,"Great Falls, MT Metro Area",81519,Great Falls,"Great Falls, MT",24500.0,"Great Falls, MT",MT,Aug ,http://www.greatfallstribune.com/story/news/local/2016/08/06/uber-launches-ride-sharing-billings/88347926/,2016.0
131,24540,"Greeley, CO Metro Area",254270,,,,,,,,2016.0
132,24580,"Green Bay, WI Metro Area",306730,Green Bay,"Green Bay, WI",24580.0,"Green Bay, WI",WI,Oct,https://newsroom.uber.com/green-bay/uber-launching-in-green-bay-with-free-rides/,2014.0
133,24660,"Greensboro-High Point, NC Metro Area",725282,Greensboro-High Point,"Greensboro-High Point, NC",24660.0,"Greensboro-High Point, NC",NC,Jun,https://myfox8.com/2014/06/26/uber-launches-ride-networking-service-in-greensboro-winston-salem/,2014.0
134,24780,"Greenville, NC Metro Area",190201,,,,,,,,2016.0
135,24860,"Greenville-Mauldin-Easley, SC Metro Area",638576,Greenville-Anderson-Mauldin,"Greenville-Anderson-Mauldin, MS-SC",24740.0,"Greenville, MS",MS-SC,Jul,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,2014.0
136,25060,"Gulfport-Biloxi, MS Metro Area",250196,Gulfport-Biloxi-Pascagoula,"Gulfport-Biloxi-Pascagoula, LA-MS",25060.0,"Gulfport-Biloxi, MS",LA-MS,Jul,https://www.sunherald.com/news/local/article87168487.html,2016.0
137,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",267239,,,,,,,,2016.0
138,25260,"Hanford-Corcoran, CA Metro Area",153174,Hanford-Corcoran,"Hanford-Corcoran, CA",25260.0,"Hanford-Corcoran, CA",CA,,,2016.0
139,25420,"Harrisburg-Carlisle, PA Metro Area",550076,Harrisburg-Carlisle,"Harrisburg-Carlisle, PA",25420.0,"Harrisburg-Carlisle, PA",PA,Jan,https://theburgnews.com/news/harrisburg-lift-uber-launches-city,2015.0
140,25500,"Harrisonburg, VA Metro Area",125454,Harrisonburg,"Harrisonburg, VA",25500.0,"Harrisonburg, VA",VA,Oct,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwju8eHp2MzkAhUROK0KHRaLB4cQFjAAegQIABAB&url=https%3A%2F%2Fwww.uber.com%2Fblog%2Fvirginia%2Fuber-is-now-rolling-in-harrisonburg%2F&usg=AOvVaw0yiCs_UgDxdUFOS63ZrXbZ,2015.0
