,CBSA,MNAME_x,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,_merge,MNAME_y,Proposed TNC Groups,TNC_TRIPS_PER_PERSON,TRIP_SHARE_2017
507,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2016,1978816,5/1/12,2012,2013,1,both,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6.0,8.0,0.098
508,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2017,1998463,5/1/12,2012,2013,1,both,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6.0,8.0,0.098
509,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2015,281401,7/1/14,2014,2015,1,both,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",22.0,2.3,0.198
510,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2016,282887,7/1/14,2014,2015,1,both,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",22.0,2.3,0.198
511,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2017,283405,7/1/14,2014,2015,1,both,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",22.0,2.3,0.198
512,42060,"Santa Maria-Santa Barbara, CA Metro Area",2014,440668,10/1/13,2013,2014,1,both,"Santa Maria-Santa Barbara, CA Metro Area",21.0,4.4,0.198
513,42060,"Santa Maria-Santa Barbara, CA Metro Area",2015,444769,10/1/13,2013,2014,1,both,"Santa Maria-Santa Barbara, CA Metro Area",21.0,4.4,0.198
514,42060,"Santa Maria-Santa Barbara, CA Metro Area",2016,446170,10/1/13,2013,2014,1,both,"Santa Maria-Santa Barbara, CA Metro Area",21.0,4.4,0.198
515,42060,"Santa Maria-Santa Barbara, CA Metro Area",2017,448150,10/1/13,2013,2014,1,both,"Santa Maria-Santa Barbara, CA Metro Area",21.0,4.4,0.198
516,42100,"Santa Cruz-Watsonville, CA Metro Area",2015,274146,6/1/14,2014,2015,1,both,"Santa Cruz-Watsonville, CA Metro Area",21.0,4.4,0.198
517,42100,"Santa Cruz-Watsonville, CA Metro Area",2016,274673,6/1/14,2014,2015,1,both,"Santa Cruz-Watsonville, CA Metro Area",21.0,4.4,0.198
518,42100,"Santa Cruz-Watsonville, CA Metro Area",2017,275897,6/1/14,2014,2015,1,both,"Santa Cruz-Watsonville, CA Metro Area",21.0,4.4,0.198
519,42140,"Santa Fe, NM Metro Area",2016,148651,3/1/15,2015,2016,1,both,"Santa Fe, NM Metro Area",22.0,2.3,0.198
520,42140,"Santa Fe, NM Metro Area",2017,148750,3/1/15,2015,2016,1,both,"Santa Fe, NM Metro Area",22.0,2.3,0.198
521,42220,"Santa Rosa, CA Metro Area",2015,502146,5/1/14,2014,2015,1,both,"Santa Rosa, CA Metro Area",22.0,2.3,0.198
522,42220,"Santa Rosa, CA Metro Area",2016,503070,5/1/14,2014,2015,1,both,"Santa Rosa, CA Metro Area",22.0,2.3,0.198
523,42220,"Santa Rosa, CA Metro Area",2017,504217,5/1/14,2014,2015,1,both,"Santa Rosa, CA Metro Area",22.0,2.3,0.198
524,42340,"Savannah, GA Metro Area",2016,384024,5/1/15,2015,2016,1,both,"Savannah, GA Metro Area",22.0,2.3,0.198
525,42340,"Savannah, GA Metro Area",2017,387543,5/1/15,2015,2016,1,both,"Savannah, GA Metro Area",22.0,2.3,0.198
526,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2016,555225,2/1/15,2015,2016,1,left_only,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",22.0,2.3,0.198
527,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2017,555426,2/1/15,2015,2016,1,left_only,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",22.0,2.3,0.198
528,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2012,3552157,8/1/11,2011,2012,1,both,"Seattle-Tacoma-Bellevue, WA Metro Area",11.0,7.5,0.58
529,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2013,3610105,8/1/11,2011,2012,1,both,"Seattle-Tacoma-Bellevue, WA Metro Area",11.0,7.5,0.58
530,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2014,3671478,8/1/11,2011,2012,1,both,"Seattle-Tacoma-Bellevue, WA Metro Area",11.0,7.5,0.58
531,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2015,3733580,8/1/11,2011,2012,1,both,"Seattle-Tacoma-Bellevue, WA Metro Area",11.0,7.5,0.58
532,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2016,3798902,8/1/11,2011,2012,1,both,"Seattle-Tacoma-Bellevue, WA Metro Area",11.0,7.5,0.58
533,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2017,3867046,8/1/11,2011,2012,1,both,"Seattle-Tacoma-Bellevue, WA Metro Area",11.0,7.5,0.58
534,42680,"Sebastian-Vero Beach, FL Metro Area",2016,151563,8/1/15,2015,2016,1,both,"Sebastian-Vero Beach, FL Metro Area",22.0,2.3,0.198
535,42680,"Sebastian-Vero Beach, FL Metro Area",2017,154383,8/1/15,2015,2016,1,both,"Sebastian-Vero Beach, FL Metro Area",22.0,2.3,0.198
536,43780,"South Bend-Mishawaka, IN-MI Metro Area",2015,320098,10/1/14,2014,2015,1,both,"South Bend-Mishawaka, IN-MI Metro Area",22.0,2.3,0.198
537,43780,"South Bend-Mishawaka, IN-MI Metro Area",2016,320740,10/1/14,2014,2015,1,both,"South Bend-Mishawaka, IN-MI Metro Area",22.0,2.3,0.198
538,43780,"South Bend-Mishawaka, IN-MI Metro Area",2017,321815,10/1/14,2014,2015,1,both,"South Bend-Mishawaka, IN-MI Metro Area",22.0,2.3,0.198
539,43900,"Spartanburg, SC Metro Area",2016,329136,7/1/15,2015,2016,1,both,"Spartanburg, SC Metro Area",22.0,2.3,0.198
540,43900,"Spartanburg, SC Metro Area",2017,334391,7/1/15,2015,2016,1,both,"Spartanburg, SC Metro Area",22.0,2.3,0.198
541,44060,"Spokane-Spokane Valley, WA Metro Area",2015,546807,6/1/14,2014,2015,1,both,"Spokane-Spokane Valley, WA Metro Area",21.0,4.4,0.198
542,44060,"Spokane-Spokane Valley, WA Metro Area",2016,556264,6/1/14,2014,2015,1,both,"Spokane-Spokane Valley, WA Metro Area",21.0,4.4,0.198
543,44060,"Spokane-Spokane Valley, WA Metro Area",2017,564291,6/1/14,2014,2015,1,both,"Spokane-Spokane Valley, WA Metro Area",21.0,4.4,0.198
544,44100,"Springfield, IL Metro Area",2016,208892,2/1/15,2015,2016,1,left_only,"Springfield, IL Metro Area",22.0,2.3,0.198
545,44100,"Springfield, IL Metro Area",2017,207596,2/1/15,2015,2016,1,left_only,"Springfield, IL Metro Area",22.0,2.3,0.198
546,44140,"Springfield, MA Metro Area",2016,630283,1/1/15,2015,2016,1,left_only,"Springfield, MA Metro Area",21.0,4.4,0.198
547,44140,"Springfield, MA Metro Area",2017,631652,1/1/15,2015,2016,1,left_only,"Springfield, MA Metro Area",21.0,4.4,0.198
548,44180,"Springfield, MO Metro Area",2017,461469,11/1/16,2016,2017,1,left_only,"Springfield, MO Metro Area",22.0,2.3,0.198
549,44300,"State College, PA Metro Area",2016,161464,2/1/15,2015,2016,1,both,"State College, PA Metro Area",22.0,2.3,0.198
550,44300,"State College, PA Metro Area",2017,162660,2/1/15,2015,2016,1,both,"State College, PA Metro Area",22.0,2.3,0.198
551,44700,"Stockton-Lodi, CA Metro Area",2015,726106,9/1/14,2014,2015,1,both,"Stockton-Lodi, CA Metro Area",21.0,4.4,0.198
552,44700,"Stockton-Lodi, CA Metro Area",2016,733709,9/1/14,2014,2015,1,both,"Stockton-Lodi, CA Metro Area",21.0,4.4,0.198
553,44700,"Stockton-Lodi, CA Metro Area",2017,745424,9/1/14,2014,2015,1,both,"Stockton-Lodi, CA Metro Area",21.0,4.4,0.198
554,45220,"Tallahassee, FL Metro Area",2015,378593,9/1/14,2014,2015,1,both,"Tallahassee, FL Metro Area",22.0,2.3,0.198
555,45220,"Tallahassee, FL Metro Area",2016,380110,9/1/14,2014,2015,1,both,"Tallahassee, FL Metro Area",22.0,2.3,0.198
556,45220,"Tallahassee, FL Metro Area",2017,385473,9/1/14,2014,2015,1,both,"Tallahassee, FL Metro Area",22.0,2.3,0.198
557,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2015,2975225,4/1/14,2014,2015,1,both,"Tampa-St. Petersburg-Clearwater, FL Metro Area",21.0,4.4,0.198
558,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2016,3032171,4/1/14,2014,2015,1,both,"Tampa-St. Petersburg-Clearwater, FL Metro Area",21.0,4.4,0.198
559,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2017,3091399,4/1/14,2014,2015,1,both,"Tampa-St. Petersburg-Clearwater, FL Metro Area",21.0,4.4,0.198
560,45780,"Toledo, OH Metro Area",2015,605956,11/1/14,2014,2015,1,both,"Toledo, OH Metro Area",22.0,2.3,0.198
561,45780,"Toledo, OH Metro Area",2016,605221,11/1/14,2014,2015,1,both,"Toledo, OH Metro Area",22.0,2.3,0.198
562,45780,"Toledo, OH Metro Area",2017,603668,11/1/14,2014,2015,1,both,"Toledo, OH Metro Area",22.0,2.3,0.198
563,45820,"Topeka, KS Metro Area",2016,233068,11/1/15,2015,2016,1,both,"Topeka, KS Metro Area",22.0,2.3,0.198
564,45820,"Topeka, KS Metro Area",2017,233149,11/1/15,2015,2016,1,both,"Topeka, KS Metro Area",22.0,2.3,0.198
565,45940,"Trenton, NJ Metro Area",2015,371398,5/1/14,2014,2015,1,both,"Trenton, NJ Metro Area",21.0,4.4,0.198
566,45940,"Trenton, NJ Metro Area",2016,371023,5/1/14,2014,2015,1,both,"Trenton, NJ Metro Area",21.0,4.4,0.198
567,45940,"Trenton, NJ Metro Area",2017,374733,5/1/14,2014,2015,1,both,"Trenton, NJ Metro Area",21.0,4.4,0.198
568,46060,"Tucson, AZ Metro Area",2014,1004516,10/1/13,2013,2014,1,both,"Tucson, AZ Metro Area",21.0,4.4,0.198
569,46060,"Tucson, AZ Metro Area",2015,1010025,10/1/13,2013,2014,1,both,"Tucson, AZ Metro Area",21.0,4.4,0.198
570,46060,"Tucson, AZ Metro Area",2016,1016206,10/1/13,2013,2014,1,both,"Tucson, AZ Metro Area",21.0,4.4,0.198
571,46060,"Tucson, AZ Metro Area",2017,1022769,10/1/13,2013,2014,1,both,"Tucson, AZ Metro Area",21.0,4.4,0.198
572,46140,"Tulsa, OK Metro Area",2015,980794,4/1/14,2014,2015,1,both,"Tulsa, OK Metro Area",22.0,2.3,0.198
573,46140,"Tulsa, OK Metro Area",2016,987958,4/1/14,2014,2015,1,both,"Tulsa, OK Metro Area",22.0,2.3,0.198
574,46140,"Tulsa, OK Metro Area",2017,990773,4/1/14,2014,2015,1,both,"Tulsa, OK Metro Area",22.0,2.3,0.198
575,46220,"Tuscaloosa, AL Metro Area",2017,242279,8/1/16,2016,2017,1,both,"Tuscaloosa, AL Metro Area",22.0,2.3,0.198
576,46340,"Tyler, TX Metro Area",2017,227727,9/1/16,2016,2017,1,both,"Tyler, TX Metro Area",22.0,2.3,0.198
577,46520,"Urban Honolulu, HI Metro Area",2014,991788,8/1/13,2013,2014,1,both,"Urban Honolulu, HI Metro Area",21.0,4.4,0.198
578,46520,"Urban Honolulu, HI Metro Area",2015,998714,8/1/13,2013,2014,1,both,"Urban Honolulu, HI Metro Area",21.0,4.4,0.198
579,46520,"Urban Honolulu, HI Metro Area",2016,992605,8/1/13,2013,2014,1,both,"Urban Honolulu, HI Metro Area",21.0,4.4,0.198
580,46520,"Urban Honolulu, HI Metro Area",2017,988650,8/1/13,2013,2014,1,both,"Urban Honolulu, HI Metro Area",21.0,4.4,0.198
581,46700,"Vallejo-Fairfield, CA Metro Area",2015,436092,11/1/14,2014,2015,1,left_only,"Vallejo-Fairfield, CA Metro Area",22.0,2.3,0.198
582,46700,"Vallejo-Fairfield, CA Metro Area",2016,440207,11/1/14,2014,2015,1,left_only,"Vallejo-Fairfield, CA Metro Area",22.0,2.3,0.198
583,46700,"Vallejo-Fairfield, CA Metro Area",2017,445458,11/1/14,2014,2015,1,left_only,"Vallejo-Fairfield, CA Metro Area",22.0,2.3,0.198
584,47220,"Vineland-Bridgeton, NJ Metro Area",2017,152538,10/1/16,2016,2017,1,both,"Vineland-Bridgeton, NJ Metro Area",22.0,2.3,0.198
585,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2015,1723351,5/1/14,2014,2015,1,both,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21.0,4.4,0.198
586,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2016,1725937,5/1/14,2014,2015,1,both,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21.0,4.4,0.198
587,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2017,1724388,5/1/14,2014,2015,1,both,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21.0,4.4,0.198
588,47300,"Visalia-Porterville, CA Metro Area",2016,460437,6/1/15,2015,2016,1,both,"Visalia-Porterville, CA Metro Area",22.0,2.3,0.198
589,47300,"Visalia-Porterville, CA Metro Area",2017,464493,6/1/15,2015,2016,1,both,"Visalia-Porterville, CA Metro Area",22.0,2.3,0.198
590,47380,"Waco, TX Metro Area",2016,264869,1/1/15,2015,2016,1,both,"Waco, TX Metro Area",22.0,2.3,0.198
591,47380,"Waco, TX Metro Area",2017,267554,1/1/15,2015,2016,1,both,"Waco, TX Metro Area",22.0,2.3,0.198
592,47580,"Warner Robins, GA Metro Area",2017,192766,6/1/16,2016,2017,1,both,"Warner Robins, GA Metro Area",22.0,2.3,0.198
593,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2012,5804333,12/1/11,2011,2012,1,both,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3.0,18.3,0.58
594,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2013,5950214,12/1/11,2011,2012,1,both,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3.0,18.3,0.58
595,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2014,6032744,12/1/11,2011,2012,1,both,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3.0,18.3,0.58
596,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2015,6098283,12/1/11,2011,2012,1,both,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3.0,18.3,0.58
597,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2016,6133552,12/1/11,2011,2012,1,both,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3.0,18.3,0.58
598,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2017,6216710,12/1/11,2011,2012,1,both,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3.0,18.3,0.58
599,48620,"Wichita, KS Metro Area",2015,644502,9/1/14,2014,2015,1,both,"Wichita, KS Metro Area",22.0,2.3,0.198
600,48620,"Wichita, KS Metro Area",2016,645447,9/1/14,2014,2015,1,both,"Wichita, KS Metro Area",22.0,2.3,0.198
601,48620,"Wichita, KS Metro Area",2017,646542,9/1/14,2014,2015,1,both,"Wichita, KS Metro Area",22.0,2.3,0.198
602,48700,"Williamsport, PA Metro Area",2017,113841,11/1/16,2016,2017,1,both,"Williamsport, PA Metro Area",22.0,2.3,0.198
603,48900,"Wilmington, NC Metro Area",2015,277969,7/1/14,2014,2015,1,both,"Wilmington, NC Metro Area",22.0,2.3,0.198
604,48900,"Wilmington, NC Metro Area",2016,282573,7/1/14,2014,2015,1,both,"Wilmington, NC Metro Area",22.0,2.3,0.198
605,48900,"Wilmington, NC Metro Area",2017,288156,7/1/14,2014,2015,1,both,"Wilmington, NC Metro Area",22.0,2.3,0.198
606,49020,"Winchester, VA-WV Metro Area",2017,139223,9/1/16,2016,2017,1,both,"Winchester, VA-WV Metro Area",22.0,2.3,0.198
607,49180,"Winston-Salem, NC Metro Area",2015,659330,8/1/14,2014,2015,1,both,"Winston-Salem, NC Metro Area",22.0,2.3,0.198
608,49180,"Winston-Salem, NC Metro Area",2016,662079,8/1/14,2014,2015,1,both,"Winston-Salem, NC Metro Area",22.0,2.3,0.198
609,49180,"Winston-Salem, NC Metro Area",2017,667733,8/1/14,2014,2015,1,both,"Winston-Salem, NC Metro Area",22.0,2.3,0.198
610,49340,"Worcester, MA-CT Metro Area",2015,935536,8/1/14,2014,2015,1,both,"Worcester, MA-CT Metro Area",21.0,4.4,0.198
611,49340,"Worcester, MA-CT Metro Area",2016,935781,8/1/14,2014,2015,1,both,"Worcester, MA-CT Metro Area",21.0,4.4,0.198
612,49340,"Worcester, MA-CT Metro Area",2017,942475,8/1/14,2014,2015,1,both,"Worcester, MA-CT Metro Area",21.0,4.4,0.198
613,49420,"Yakima, WA Metro Area",2017,250193,12/1/16,2016,2017,1,both,"Yakima, WA Metro Area",22.0,2.3,0.198
614,49620,"York-Hanover, PA Metro Area",2016,443744,7/1/15,2015,2016,1,both,"York-Hanover, PA Metro Area",22.0,2.3,0.198
615,49620,"York-Hanover, PA Metro Area",2017,446078,7/1/15,2015,2016,1,both,"York-Hanover, PA Metro Area",22.0,2.3,0.198
616,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",2017,541926,6/1/16,2016,2017,1,both,"Youngstown-Warren-Boardman, OH-PA Metro Area",22.0,2.3,0.198
617,49700,"Yuba City, CA Metro Area",2017,173679,4/1/16,2016,2017,1,both,"Yuba City, CA Metro Area",22.0,2.3,0.198
618,49740,"Yuma, AZ Metro Area",2017,207534,3/1/16,2016,2017,1,both,"Yuma, AZ Metro Area",22.0,2.3,0.198
