CBSA,MNAME,Year,Tot_Pop,TNC_CLUSTER
31180,"Lubbock, TX Metro Area",2006,260548,22
31180,"Lubbock, TX Metro Area",2007,268438,22
31180,"Lubbock, TX Metro Area",2008,270120,22
31180,"Lubbock, TX Metro Area",2009,277791,22
31180,"Lubbock, TX Metro Area",2010,288462,22
31180,"Lubbock, TX Metro Area",2011,290842,22
31180,"Lubbock, TX Metro Area",2012,291548,22
31180,"Lubbock, TX Metro Area",2013,304830,22
31180,"Lubbock, TX Metro Area",2014,305262,22
31180,"Lubbock, TX Metro Area",2015,312433,22
31180,"Lubbock, TX Metro Area",2016,313910,22
31180,"Lubbock, TX Metro Area",2017,318011,22
31180,"Lubbock, TX Metro Area",2018,321456,22
31340,"Lynchburg, VA Metro Area",2006,243630,22
31340,"Lynchburg, VA Metro Area",2007,238526,22
31340,"Lynchburg, VA Metro Area",2008,246071,22
31340,"Lynchburg, VA Metro Area",2009,243898,22
31340,"Lynchburg, VA Metro Area",2010,251016,22
31340,"Lynchburg, VA Metro Area",2011,253713,22
31340,"Lynchburg, VA Metro Area",2012,256934,22
31340,"Lynchburg, VA Metro Area",2013,260792,22
31340,"Lynchburg, VA Metro Area",2014,257570,22
31340,"Lynchburg, VA Metro Area",2015,260504,22
31340,"Lynchburg, VA Metro Area",2016,261167,22
31340,"Lynchburg, VA Metro Area",2017,260116,22
31340,"Lynchburg, VA Metro Area",2018,259493.5,22
31540,"Madison, WI Metro Area",2002,455357.25,21
31540,"Madison, WI Metro Area",2003,476797,21
31540,"Madison, WI Metro Area",2004,498410,21
31540,"Madison, WI Metro Area",2005,519330,21
31540,"Madison, WI Metro Area",2006,543022,21
31540,"Madison, WI Metro Area",2007,555626,21
31540,"Madison, WI Metro Area",2008,561505,21
31540,"Madison, WI Metro Area",2009,570025,21
31540,"Madison, WI Metro Area",2010,569923,21
31540,"Madison, WI Metro Area",2011,576467,21
31540,"Madison, WI Metro Area",2012,583869,21
31540,"Madison, WI Metro Area",2013,627431,21
31540,"Madison, WI Metro Area",2014,633787,21
31540,"Madison, WI Metro Area",2015,641385,21
31540,"Madison, WI Metro Area",2016,648929,21
31540,"Madison, WI Metro Area",2017,654230,21
31540,"Madison, WI Metro Area",2018,660091.75,21
31700,"Manchester-Nashua, NH Metro Area",2003,378448.1875,22
31700,"Manchester-Nashua, NH Metro Area",2004,386142.25,22
31700,"Manchester-Nashua, NH Metro Area",2005,393207,22
31700,"Manchester-Nashua, NH Metro Area",2006,402789,22
31700,"Manchester-Nashua, NH Metro Area",2007,402302,22
31700,"Manchester-Nashua, NH Metro Area",2008,402042,22
31700,"Manchester-Nashua, NH Metro Area",2009,405906,22
31700,"Manchester-Nashua, NH Metro Area",2010,401057,22
31700,"Manchester-Nashua, NH Metro Area",2011,401696,22
31700,"Manchester-Nashua, NH Metro Area",2012,402922,22
31700,"Manchester-Nashua, NH Metro Area",2013,403985,22
31700,"Manchester-Nashua, NH Metro Area",2014,405184,22
31700,"Manchester-Nashua, NH Metro Area",2015,406678,22
31700,"Manchester-Nashua, NH Metro Area",2016,407761,22
31700,"Manchester-Nashua, NH Metro Area",2017,409697,22
31700,"Manchester-Nashua, NH Metro Area",2018,411419.75,22
32580,"McAllen-Edinburg-Mission, TX Metro Area",2015,842304,22
32580,"McAllen-Edinburg-Mission, TX Metro Area",2016,849843,22
32580,"McAllen-Edinburg-Mission, TX Metro Area",2017,860661,22
32580,"McAllen-Edinburg-Mission, TX Metro Area",2018,870659.25,22
32780,"Medford, OR Metro Area",2006,197071,22
32780,"Medford, OR Metro Area",2007,199295,22
32780,"Medford, OR Metro Area",2008,201138,22
32780,"Medford, OR Metro Area",2009,201286,22
32780,"Medford, OR Metro Area",2010,203462,22
32780,"Medford, OR Metro Area",2011,204822,22
32780,"Medford, OR Metro Area",2012,206412,22
32780,"Medford, OR Metro Area",2013,208545,22
32780,"Medford, OR Metro Area",2014,210287,22
32780,"Medford, OR Metro Area",2015,212567,22
32780,"Medford, OR Metro Area",2016,216527,22
32780,"Medford, OR Metro Area",2017,217479,22
32780,"Medford, OR Metro Area",2018,219183,22
32820,"Memphis, TN-MS-AR Metro Area",2002,1150564,21
32820,"Memphis, TN-MS-AR Metro Area",2003,1179279,21
32820,"Memphis, TN-MS-AR Metro Area",2004,1208258,21
32820,"Memphis, TN-MS-AR Metro Area",2005,1236181,21
32820,"Memphis, TN-MS-AR Metro Area",2006,1268328,21
32820,"Memphis, TN-MS-AR Metro Area",2007,1283579,21
32820,"Memphis, TN-MS-AR Metro Area",2008,1288506,21
32820,"Memphis, TN-MS-AR Metro Area",2009,1304905,21
32820,"Memphis, TN-MS-AR Metro Area",2010,1316579,21
32820,"Memphis, TN-MS-AR Metro Area",2011,1324108,21
32820,"Memphis, TN-MS-AR Metro Area",2012,1333315,21
32820,"Memphis, TN-MS-AR Metro Area",2013,1343850,21
32820,"Memphis, TN-MS-AR Metro Area",2014,1344121,21
32820,"Memphis, TN-MS-AR Metro Area",2015,1343572,21
32820,"Memphis, TN-MS-AR Metro Area",2016,1346437,21
32820,"Memphis, TN-MS-AR Metro Area",2017,1346626,21
32820,"Memphis, TN-MS-AR Metro Area",2018,1347484,21
32900,"Merced, CA Metro Area",2002,217598.6875,22
32900,"Merced, CA Metro Area",2003,224247.25,22
32900,"Merced, CA Metro Area",2004,231029,22
32900,"Merced, CA Metro Area",2005,237278,22
32900,"Merced, CA Metro Area",2006,245658,22
32900,"Merced, CA Metro Area",2007,245514,22
32900,"Merced, CA Metro Area",2008,246117,22
32900,"Merced, CA Metro Area",2009,245321,22
32900,"Merced, CA Metro Area",2010,256778,22
32900,"Merced, CA Metro Area",2011,259898,22
32900,"Merced, CA Metro Area",2012,262305,22
32900,"Merced, CA Metro Area",2013,263228,22
32900,"Merced, CA Metro Area",2014,266353,22
32900,"Merced, CA Metro Area",2015,268455,22
32900,"Merced, CA Metro Area",2016,268672,22
32900,"Merced, CA Metro Area",2017,272673,22
32900,"Merced, CA Metro Area",2018,275728,22
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2002,5062364.266,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2003,5155010.938,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2004,5250467.25,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2005,5334685,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2006,5463857,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2007,5413212,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2008,5414772,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2009,5547051,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2010,5582351,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2011,5670125,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2012,5762717,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2013,5828191,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2014,5929819,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2015,6012331,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2016,6066387,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2017,6158824,9
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2018,6241665.75,9
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2002,1388951.984,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2003,1419422.063,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2004,1449814.75,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2005,1480517,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2006,1509981,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2007,1544398,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2008,1549308,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2009,1559667,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2010,1557244,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2011,1562216,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2012,1566981,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2013,1569659,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2014,1572245,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2015,1575747,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2016,1572482,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2017,1576236,21
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2018,1578235.25,21
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2002,2821877.859,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2003,2907348.563,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2004,2993844.75,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2005,3076239,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2006,3175041,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2007,3208212,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2008,3229878,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2009,3269814,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2010,3286195,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2011,3318486,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2012,3353724,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2013,3459146,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2014,3495176,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015,3524583,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,3551036,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,3600618,18
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018,3644417.75,18
33540,"Missoula, MT Metro Area",2002,82076.32813,22
33540,"Missoula, MT Metro Area",2003,86880.6875,22
33540,"Missoula, MT Metro Area",2004,91696.25,22
33540,"Missoula, MT Metro Area",2005,96467,22
33540,"Missoula, MT Metro Area",2006,101417,22
33540,"Missoula, MT Metro Area",2007,105650,22
33540,"Missoula, MT Metro Area",2008,107320,22
33540,"Missoula, MT Metro Area",2009,108623,22
33540,"Missoula, MT Metro Area",2010,109494,22
33540,"Missoula, MT Metro Area",2011,110138,22
33540,"Missoula, MT Metro Area",2012,110977,22
33540,"Missoula, MT Metro Area",2013,111807,22
33540,"Missoula, MT Metro Area",2014,112684,22
33540,"Missoula, MT Metro Area",2015,114181,22
33540,"Missoula, MT Metro Area",2016,116130,22
33540,"Missoula, MT Metro Area",2017,117441,22
33540,"Missoula, MT Metro Area",2018,118911.5,22
33660,"Mobile, AL Metro Area",2005,393585,22
33660,"Mobile, AL Metro Area",2006,404157,22
33660,"Mobile, AL Metro Area",2007,404406,22
33660,"Mobile, AL Metro Area",2008,406309,22
33660,"Mobile, AL Metro Area",2009,411721,22
33660,"Mobile, AL Metro Area",2010,413277,22
33660,"Mobile, AL Metro Area",2011,412577,22
33660,"Mobile, AL Metro Area",2012,413936,22
33660,"Mobile, AL Metro Area",2013,414079,22
33660,"Mobile, AL Metro Area",2014,415123,22
33660,"Mobile, AL Metro Area",2015,415395,22
33660,"Mobile, AL Metro Area",2016,414836,22
33660,"Mobile, AL Metro Area",2017,413955,22
33660,"Mobile, AL Metro Area",2018,413154.5,22
33700,"Modesto, CA Metro Area",2002,464545.2656,22
33700,"Modesto, CA Metro Area",2003,475789.9375,22
33700,"Modesto, CA Metro Area",2004,487272.25,22
33700,"Modesto, CA Metro Area",2005,497804,22
33700,"Modesto, CA Metro Area",2006,512138,22
33700,"Modesto, CA Metro Area",2007,511263,22
33700,"Modesto, CA Metro Area",2008,510694,22
33700,"Modesto, CA Metro Area",2009,510385,22
33700,"Modesto, CA Metro Area",2010,515358,22
33700,"Modesto, CA Metro Area",2011,518522,22
33700,"Modesto, CA Metro Area",2012,521726,22
33700,"Modesto, CA Metro Area",2013,525491,22
33700,"Modesto, CA Metro Area",2014,531997,22
33700,"Modesto, CA Metro Area",2015,538388,22
33700,"Modesto, CA Metro Area",2016,541560,22
33700,"Modesto, CA Metro Area",2017,547899,22
33700,"Modesto, CA Metro Area",2018,553446.25,22
33860,"Montgomery, AL Metro Area",2005,339638,22
33860,"Montgomery, AL Metro Area",2006,362319,22
33860,"Montgomery, AL Metro Area",2007,366267,22
33860,"Montgomery, AL Metro Area",2008,369407,22
33860,"Montgomery, AL Metro Area",2009,367475,22
33860,"Montgomery, AL Metro Area",2010,376208,22
33860,"Montgomery, AL Metro Area",2011,378582,22
33860,"Montgomery, AL Metro Area",2012,377844,22
33860,"Montgomery, AL Metro Area",2013,376066,22
33860,"Montgomery, AL Metro Area",2014,374430,22
33860,"Montgomery, AL Metro Area",2015,375435,22
33860,"Montgomery, AL Metro Area",2016,376163,22
33860,"Montgomery, AL Metro Area",2017,373889,22
33860,"Montgomery, AL Metro Area",2018,372365.5,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2005,111330,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2006,115700,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2007,116397,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2008,118000,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2009,119534,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2010,117102,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2011,118109,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2012,118222,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2013,118837,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2014,120365,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2015,121846,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2016,123681,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2017,125619,22
34580,"Mount Vernon-Anacortes, WA Metro Area",2018,127531.25,22
34620,"Muncie, IN Metro Area",2004,103328.75,22
34620,"Muncie, IN Metro Area",2005,108356,22
34620,"Muncie, IN Metro Area",2006,114879,22
34620,"Muncie, IN Metro Area",2007,115419,22
34620,"Muncie, IN Metro Area",2008,114685,22
34620,"Muncie, IN Metro Area",2009,115192,22
34620,"Muncie, IN Metro Area",2010,117669,22
34620,"Muncie, IN Metro Area",2011,117660,22
34620,"Muncie, IN Metro Area",2012,117364,22
34620,"Muncie, IN Metro Area",2013,117484,22
34620,"Muncie, IN Metro Area",2014,117074,22
34620,"Muncie, IN Metro Area",2015,116852,22
34620,"Muncie, IN Metro Area",2016,115603,22
34620,"Muncie, IN Metro Area",2017,115184,22
34620,"Muncie, IN Metro Area",2018,114557.5,22
34900,"Napa, CA Metro Area",2002,113720.1563,22
34900,"Napa, CA Metro Area",2003,118368.375,22
34900,"Napa, CA Metro Area",2004,123126.5,22
34900,"Napa, CA Metro Area",2005,127445,22
34900,"Napa, CA Metro Area",2006,133522,22
34900,"Napa, CA Metro Area",2007,132565,22
34900,"Napa, CA Metro Area",2008,133433,22
34900,"Napa, CA Metro Area",2009,134650,22
34900,"Napa, CA Metro Area",2010,136858,22
34900,"Napa, CA Metro Area",2011,138088,22
34900,"Napa, CA Metro Area",2012,139045,22
34900,"Napa, CA Metro Area",2013,140326,22
34900,"Napa, CA Metro Area",2014,141667,22
34900,"Napa, CA Metro Area",2015,142456,22
34900,"Napa, CA Metro Area",2016,142166,22
34900,"Napa, CA Metro Area",2017,140973,22
34900,"Napa, CA Metro Area",2018,140005.75,22
34940,"Naples-Marco Island, FL Metro Area",2005,302514,22
34940,"Naples-Marco Island, FL Metro Area",2006,314649,22
34940,"Naples-Marco Island, FL Metro Area",2007,315839,22
34940,"Naples-Marco Island, FL Metro Area",2008,315258,22
34940,"Naples-Marco Island, FL Metro Area",2009,318537,22
34940,"Naples-Marco Island, FL Metro Area",2010,322472,22
34940,"Naples-Marco Island, FL Metro Area",2011,328134,22
34940,"Naples-Marco Island, FL Metro Area",2012,332427,22
34940,"Naples-Marco Island, FL Metro Area",2013,339642,22
34940,"Naples-Marco Island, FL Metro Area",2014,348777,22
34940,"Naples-Marco Island, FL Metro Area",2015,357305,22
34940,"Naples-Marco Island, FL Metro Area",2016,365136,22
34940,"Naples-Marco Island, FL Metro Area",2017,372880,22
34940,"Naples-Marco Island, FL Metro Area",2018,380645.75,22
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2002,1174378.969,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2003,1244415.125,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2004,1314521.5,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2005,1384347,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2006,1455296,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2007,1521751,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2008,1552922,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2009,1581908,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2010,1593050,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2011,1620403,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2012,1645638,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2013,1757424,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2014,1792468,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2015,1830298,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2016,1865535,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2017,1904226,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2018,1942053.5,21
35300,"New Haven-Milford, CT Metro Area",2002,752983.2188,21
35300,"New Haven-Milford, CT Metro Area",2003,774881.125,21
35300,"New Haven-Milford, CT Metro Area",2004,797203.5,21
35300,"New Haven-Milford, CT Metro Area",2005,817828,21
35300,"New Haven-Milford, CT Metro Area",2006,845244,21
35300,"New Haven-Milford, CT Metro Area",2007,845494,21
35300,"New Haven-Milford, CT Metro Area",2008,846101,21
35300,"New Haven-Milford, CT Metro Area",2009,848006,21
35300,"New Haven-Milford, CT Metro Area",2010,862989,21
35300,"New Haven-Milford, CT Metro Area",2011,861113,21
35300,"New Haven-Milford, CT Metro Area",2012,862813,21
35300,"New Haven-Milford, CT Metro Area",2013,862287,21
35300,"New Haven-Milford, CT Metro Area",2014,861277,21
35300,"New Haven-Milford, CT Metro Area",2015,859470,21
35300,"New Haven-Milford, CT Metro Area",2016,856875,21
35300,"New Haven-Milford, CT Metro Area",2017,860435,21
35300,"New Haven-Milford, CT Metro Area",2018,862456.25,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2002,1921671.047,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2003,1709186.813,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2004,1492424.75,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2005,1292774,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2006,1024678,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2007,1030363,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2008,1134029,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2009,1189981,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2010,1173327,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2011,1191089,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2012,1205374,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2013,1240977,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2014,1251849,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2015,1262888,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2016,1268883,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2017,1275762,21
35380,"New Orleans-Metairie-Kenner, LA Metro Area",2018,1282420,21
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2002,17249872.14,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2003,17621843.44,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2004,18001158.25,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2005,18351099,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2006,18818536,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2007,18815988,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2008,19006798,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2009,19069796,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2010,18919983,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2011,19015900,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2012,19160024,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2013,19949502,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2014,20092883,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2015,20182305,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2016,20153634,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2017,20320876,1
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2018,20439139.75,1
35660,"Niles-Benton Harbor, MI Metro Area",2002,151366.5781,22
35660,"Niles-Benton Harbor, MI Metro Area",2003,153710.6875,22
35660,"Niles-Benton Harbor, MI Metro Area",2004,156142.25,22
35660,"Niles-Benton Harbor, MI Metro Area",2005,158224,22
35660,"Niles-Benton Harbor, MI Metro Area",2006,161705,22
35660,"Niles-Benton Harbor, MI Metro Area",2007,159589,22
35660,"Niles-Benton Harbor, MI Metro Area",2008,159481,22
35660,"Niles-Benton Harbor, MI Metro Area",2009,160472,22
35660,"Niles-Benton Harbor, MI Metro Area",2010,156805,22
35660,"Niles-Benton Harbor, MI Metro Area",2011,156941,22
35660,"Niles-Benton Harbor, MI Metro Area",2012,156067,22
35660,"Niles-Benton Harbor, MI Metro Area",2013,155252,22
35660,"Niles-Benton Harbor, MI Metro Area",2014,155233,22
35660,"Niles-Benton Harbor, MI Metro Area",2015,154636,22
35660,"Niles-Benton Harbor, MI Metro Area",2016,154010,22
35660,"Niles-Benton Harbor, MI Metro Area",2017,154259,22
35660,"Niles-Benton Harbor, MI Metro Area",2018,154289.25,22
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2002,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2003,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2004,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2005,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2006,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2007,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2008,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2009,,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2010,703309,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2011,709355,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2012,720042,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2013,732535,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2014,748708,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2015,768918,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2016,788457,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2017,804690,21
35840,"North Port-Bradenton-Sarasota, FL Metro Area",2018,821749.5,21
35980,"Norwich-New London, CT Metro Area",2003,236330.125,22
35980,"Norwich-New London, CT Metro Area",2004,245078.5,22
35980,"Norwich-New London, CT Metro Area",2005,253468,22
35980,"Norwich-New London, CT Metro Area",2006,263293,22
35980,"Norwich-New London, CT Metro Area",2007,267376,22
35980,"Norwich-New London, CT Metro Area",2008,264519,22
35980,"Norwich-New London, CT Metro Area",2009,266830,22
35980,"Norwich-New London, CT Metro Area",2010,274055,22
35980,"Norwich-New London, CT Metro Area",2011,273502,22
35980,"Norwich-New London, CT Metro Area",2012,274170,22
35980,"Norwich-New London, CT Metro Area",2013,274150,22
35980,"Norwich-New London, CT Metro Area",2014,273676,22
35980,"Norwich-New London, CT Metro Area",2015,271863,22
35980,"Norwich-New London, CT Metro Area",2016,269801,22
35980,"Norwich-New London, CT Metro Area",2017,269033,22
35980,"Norwich-New London, CT Metro Area",2018,267941.5,22
36100,"Ocala, FL Metro Area",2011,332529,22
36100,"Ocala, FL Metro Area",2012,335125,22
36100,"Ocala, FL Metro Area",2013,337362,22
36100,"Ocala, FL Metro Area",2014,339167,22
36100,"Ocala, FL Metro Area",2015,343254,22
36100,"Ocala, FL Metro Area",2016,349020,22
36100,"Ocala, FL Metro Area",2017,354353,22
36100,"Ocala, FL Metro Area",2018,359794.25,22
36420,"Oklahoma City, OK Metro Area",2002,995835.2656,21
36420,"Oklahoma City, OK Metro Area",2003,1039036.938,21
36420,"Oklahoma City, OK Metro Area",2004,1082692.25,21
36420,"Oklahoma City, OK Metro Area",2005,1124533,21
36420,"Oklahoma City, OK Metro Area",2006,1173632,21
36420,"Oklahoma City, OK Metro Area",2007,1193698,21
36420,"Oklahoma City, OK Metro Area",2008,1202714,21
36420,"Oklahoma City, OK Metro Area",2009,1227278,21
36420,"Oklahoma City, OK Metro Area",2010,1257845,21
36420,"Oklahoma City, OK Metro Area",2011,1278053,21
36420,"Oklahoma City, OK Metro Area",2012,1296565,21
36420,"Oklahoma City, OK Metro Area",2013,1319677,21
36420,"Oklahoma City, OK Metro Area",2014,1336767,21
36420,"Oklahoma City, OK Metro Area",2015,1358452,21
36420,"Oklahoma City, OK Metro Area",2016,1373211,21
36420,"Oklahoma City, OK Metro Area",2017,1383737,21
36420,"Oklahoma City, OK Metro Area",2018,1395321.25,21
36500,"Olympia, WA Metro Area",2002,201271.5625,21
36500,"Olympia, WA Metro Area",2003,209392.75,21
36500,"Olympia, WA Metro Area",2004,217597,21
36500,"Olympia, WA Metro Area",2005,225469,21
36500,"Olympia, WA Metro Area",2006,234670,21
36500,"Olympia, WA Metro Area",2007,238555,21
36500,"Olympia, WA Metro Area",2008,245181,21
36500,"Olympia, WA Metro Area",2009,250979,21
36500,"Olympia, WA Metro Area",2010,253087,21
36500,"Olympia, WA Metro Area",2011,256591,21
36500,"Olympia, WA Metro Area",2012,258332,21
36500,"Olympia, WA Metro Area",2013,262388,21
36500,"Olympia, WA Metro Area",2014,265851,21
36500,"Olympia, WA Metro Area",2015,269536,21
36500,"Olympia, WA Metro Area",2016,275222,21
36500,"Olympia, WA Metro Area",2017,280588,21
36500,"Olympia, WA Metro Area",2018,286034,21
36540,"Omaha-Council Bluffs, NE-IA Metro Area",2002,728557.0781,22
36540,"Omaha-Council Bluffs, NE-IA Metro Area",2003,751099.6875,22
36540,"Omaha-Council Bluffs, NE-IA Metro Area",2004,773881.25,22
