,CLUSTER_APTA_GROUPED,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,VRM_ADJ_LOG_FAC_CUM,UPT_IF_NO_CHANGE_IN VRM,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,POP_EMP_ADJ_LOG_FAC_CUM,UPT_IF_NO_CHANGE_IN POP_EMP,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
90,3,1,2007,9,7,100,606866.41,600250.922,-6615.488,655539.3929,29208.08648,17990.30982,3.2780234569999998,726387.3068,2.7877192980000003,7.391790583,0.043076773,26072.336580000003,,,-13988.33642,10980.22251,,,14439.78611,4788.727548,-958.9882230000001,41333.7481,9315.748692000001,-14135.45552,13605.3459,16337.48859,5320.543708,-1235.584888,27622.21085,1336793.34552,-99132.41503,72552.68166999999,119125.44530000002,1264.7385405999994,-7001.862703000001,1423601.9327760001,-736542.42352,699383.33703,527698.2403300001,481125.4767,598986.1834594,607252.784703,-823351.0107760001
91,3,1,2008,9,7,100,600250.922,588532.077,-11718.845,653763.3685,-1776.0243899999998,20970.44205,3.841016775,734737.5033,3.283252814,7.311219076,0.041585678,23552.81385,,,-50871.75866,-652.7499719,,,33574.42976,-153.6864889,-608.2994207,4840.749077,-16752.839,3693.2321100000004,728.2585119,9052.852185,1400.586799,101.8850064,-1733.626005,1360346.15937,-150004.17369,71899.93169809999,152699.87506000002,1111.0520516999993,-7610.162123700001,1428442.681853,-771814.08237,738536.25069,516632.14530190005,435832.20194000006,587421.0249483001,596142.2391237001,-839910.604853
92,3,1,2009,9,7,100,588532.077,573519.966,-15012.111,521661.8415,-132101.527,16474.80945,4.203157425,720780.0688,2.353513957,7.443219526,0.038998026,-45569.47214,,,-15875.73971,-4814.465309,,,-60308.0774,1270.895558,-698.5732891,-125995.4323,-48158.49855,-16601.54794,-5044.653391,-62906.81811,1350.056206,-740.0652066,-132885.4706,1314776.68723,-165879.9134,67085.46638909998,92391.79766000001,2381.9476096999992,-8308.7354128,1302447.249553,-741256.72123,739399.8794,506434.49961090006,481128.16834,571138.0183903,581828.7014128,-728927.2835530001
93,3,1,2010,9,7,100,573519.966,541144.785,-32375.181,561075.4412,39413.59975,20661.81438,4.246885754,737189.3959,2.7814722539999996,7.407253216,0.036899858,21498.81463,,,-12099.93145,3843.927937,,,31316.10027,-45.40527837,-685.0578795,43828.44823,18893.90305,-11246.33628,3318.9743280000002,29207.68873,-133.938618,-626.6914673,38840.594939999995,1336275.50186,-177979.84485,70929.39432609998,123707.89793,2336.5423313299993,-8993.7932923,1346275.697783,-795130.7168599999,719124.62985,470215.3906739,417436.88707000006,538808.24266867,550138.5782923,-805130.912783
94,3,1,2011,9,7,100,541144.785,535075.86,-6068.925,613030.0137,51954.572439999996,18537.57306,4.293494216,742740.6926,3.5221689880000002,7.707765617000001,0.03440924,-4794.557975,,,6600.869237,2084.619164,,,44312.06307,2770.565501,-567.6785076,50405.880489999996,-1773.5686420000002,7346.713913,1879.5172870000001,42510.48414,2563.0262079999998,-571.6004682,51372.57013,1331480.943885,-171378.975613,73014.01349009998,168019.961,5107.107832329999,-9561.4717999,1396681.578273,-796405.083885,706454.835613,462061.8465099,367055.899,529968.7521676699,544637.3317999,-861605.718273
95,3,1,2012,9,7,100,535075.86,562428.344,27352.484,665029.0464,51999.03273,21475.08941,3.996397805,744151.6001,3.6177020439999996,7.478888732000001,0.035766157,21016.07407,,,16522.37591,4018.5116020000005,,,4833.816799,-2268.605039,342.8119982,44464.98533,24672.59999,19194.93126,4677.252628,5681.992547,-2629.998576,402.25487810000004,52471.07723,1352497.017955,-154856.59970299999,77032.52509209998,172853.777799,2838.502793329999,-9218.6598017,1441146.563603,-790068.673955,717284.943703,485395.8189079001,389574.566201,559589.84120667,571647.0038017001,-878718.219603
96,3,1,2013,9,7,100,562428.344,544517.005,-17911.339,631039.7206,-33989.32584,21705.6114,4.311046759,740465.3566,3.518352225,7.1673161379999994,0.036409595,5079.791088,,,-24773.88519,-1320.55366,,,-5405.473733,-2988.967393,140.9108803,-29268.178010000003,6902.428231999999,-29280.895230000002,-1471.08511,-6405.646755,-3894.455008,160.32803280000002,-33805.5326,1357576.809043,-179630.484893,75711.97143209998,167448.304066,-150.464599670001,-9077.7489214,1411878.385593,-813059.804043,724147.489893,468805.0335679,377068.70093399996,544667.46959967,553594.7539214,-867361.3805930001
97,3,1,2014,9,7,100,544517.005,555022.667,10505.662,600246.9323,-30792.78832,21318.90651,4.668812266000001,753275.6008,3.393461711,6.932070228,0.035579816,-9194.423152,,,-10082.30075,-873.8893734,,,-6640.583837,-1160.805295,360.7950184,-27591.207389999996,-8731.658002,-12398.83528,-706.1986542000001,-8641.633452,-748.209753,433.7468258,-30235.314089999996,1348382.385891,-189712.78564299998,74838.08205869998,160807.720229,-1311.269894670001,-8716.953903,1384287.1782030002,-793359.718891,744735.452643,480184.58494130004,394214.94677100005,556333.93689467,563739.620903,-829264.5112030002
98,3,1,2015,9,7,100,555022.667,585323.971,30301.304,571581.3028,-28665.62948,22623.44872,4.336999499,775688.0717,2.395416476,6.979523577,0.035784788,4324.030769,,,28227.71136,3990.0767960000003,,,-59332.295710000006,1091.321125,342.8560218,-21356.29963,-54502.635389999996,158309.4338,572.7100468,-148155.2769,14391.88021,718.2587627,-24202.357809999998,1352706.41666,-161485.07428299997,78828.15885469997,101475.424519,-219.94876967000096,-8374.0978812,1362930.8785730002,-767382.4456600001,746809.045283,506495.81214530003,483848.546481,585543.91976967,593698.0688812,-777606.9075730002
99,3,1,2016,9,7,100,585323.971,597725.0210000001,12401.05,521529.2315,-50052.07133,22312.04524,4.9123292030000005,792547.2755,2.189071927,6.38937636,0.034906844,3560.713024,,,-37146.21373,6004.01649,,,-15965.785919999998,-5093.174351,101.0303439,-48539.41414,3789.171311,-38562.87822,5218.079159000001,-15562.20885,-5033.020536999999,98.78580472,-49947.88745,1356267.129684,-198631.28801299998,84832.17534469996,85509.638599,-5313.12312067,-8273.0675373,1314391.4644330002,-758542.108684,796356.309013,512892.8456553001,512215.38240100007,603038.14412067,605998.0885373001,-716666.4434330001
100,3,1,2017,9,7,100,597725.0210000001,644457.183,46732.162000000004,592054.6529,70525.42143999999,21131.5749,5.127560192,786430.194,2.45839385,6.060220599,0.033829496,11243.65056,,,26792.87991,5981.131998,,,20851.0028,-3079.034979,-124.86015459999999,61664.77014,8747.289451999999,41571.97725,4716.708668,18716.92085,-3084.3521309999996,-143.12264840000003,70349.40198,1367510.780244,-171838.408103,90813.30734269996,106360.641399,-8392.15809967,-8397.9276919,1376056.234573,-723053.5972440001,816295.591103,553643.8756573,538096.541601,652849.3410996699,652855.1106919,-731599.0515730001
101,3,1,2018,9,7,100,644457.183,581062.384,-63394.799000000006,645613.7319,53559.07905,23102.48515,5.186935774,805892.734,2.709282013,5.687720475,0.034233513,2416.6287030000003,,,9353.06795,5457.097634000001,,,20722.02025,-3993.686235,-84.63487328,33870.49343,1288.713701,37894.61984,2712.619267,14874.9269,-3089.6030969999997,-122.1975593,53378.126339999995,1369927.408947,-162485.340153,96270.40497669997,127082.661649,-12385.84433467,-8482.56256518,1409926.7280030001,-788865.0249470001,743547.7241529999,484791.9790233,453979.72235099995,593448.22833467,589544.94656518,-828864.3440030002
