,CLUSTER_APTA_GROUPED,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,VRM_ADJ_LOG_FAC_CUM,UPT_IF_NO_CHANGE_IN VRM,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,POP_EMP_ADJ_LOG_FAC_CUM,UPT_IF_NO_CHANGE_IN POP_EMP,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
11,1,0,2013,248,184,290,3279373864.0,3279485687.0,111822.89,3557603481.0,-136227964.3,134164917.2,1.112309634,15626200.88,3.6402891569999998,17.309879000000002,0.49961819,15941483.26,-10539153.79,3268946533.0,-86813161.75,51564685.78,370531756.5,2908953930.0,-36015574.98,-39668320.21,-15075905.11,-110066793.0,18032055.48,-110435540.5,58810073.18,-40489206.08,-44975480.26,-17169866.21,-155815217.5,-10539153.792260004,96996138.38,370531756.51900005,1000021725.42,-42970797.8079,-223755928.28719997,1190283740.29,3290024840.79226,3182489548.62,2908953930.481,2279463961.58,3322456484.8079,3503241615.2872,2089201946.71
12,1,0,2014,248,184,290,3279485687.0,3254366311.0,-25119376.02,3535165059.0,-22438421.91,135456708.8,1.1398313009999999,15802657.0,3.519451135,17.40455796,0.500448679,5657942.38,-4881211.412,3249485100.0,-27698352.83,33761883.61,404293640.1,2850072671.0,-38104871.75,3889762.3880000003,1293670.272,-21199965.93,5814391.186000001,-29139155.55,36976470.51,-41771282.79,4205992.723999999,1475162.01,-20743481.75,-4881211.412260004,69297785.55,404293640.12900007,961916853.67,-39081035.4199,-222462258.01519996,1169083774.36,3259247522.41226,3185068525.45,2850072670.871,2292449457.33,3293447346.4199,3476828569.0152,2085282536.64
13,1,0,2015,248,184,290,3254366311.0,3189224189.0,-65142121.48,3183204773.0,-351960286.4,134632532.6,1.195092434,15887108.16,2.59357718,17.32521542,0.499508157,8988825.062,4107613.65,3193331803.0,-44931199.24,30400350.0,434693990.1,2754530199.0,-314618969.4,-3133398.8460000004,1887630.7719999999,-321406761.7,10923166.97,-49260156.28,33252036.17,-346452812.1,-2526531.2169999997,2104010.15,-349586399.8,4107613.6497399965,24366586.309999995,434693990.12900007,647297884.27,-42214434.2659,-220574627.24319994,847677012.6599998,3185116575.35026,3164857602.69,2754530198.871,2541926304.73,3231438623.2659,3409798816.2432,2341547176.34
14,1,0,2016,248,184,290,3189224189.0,3106789335.0,-82434854.81,3077033697.0,-106171076.2,134073313.9,1.212243267,15901050.13,2.331122515,17.10800646,0.500181207,7053563.455,11161177.1,3117950512.0,-20998075.86,19125191.6,453819181.7,2652970153.0,-104277539.8,-9639183.537999999,3255867.9889999996,-105480176.2,6667673.012999999,-22379512.69,18663777.69,-103013557.2,-9414290.871,3304833.832,-102793015.4,11161177.104739998,3368510.4499999955,453819181.7290001,543020344.47,-51853617.8039,-217318759.25419995,742196836.4599998,3095628157.89526,3103420824.55,2652970153.271,2563768990.5299997,3158642952.8039,3324108094.2542,2364592498.54
15,1,0,2017,248,184,290,3106789335.0,2975740800.0,-131048535.0,3205742196.0,128708499.7,135206948.3,1.246590187,16244229.92,2.634253434,17.26576821,0.50386133,1499937.612,12661114.72,2988401915.0,-18106687.69,26911046.46,480730228.2,2495010572.0,120860998.1,-2799311.461,1309105.923,129675089.0,2148339.598,-15695537.73,26878676.77,117960783.3,-3764290.662,1180528.442,129760691.9,12661114.716739997,-14738177.240000006,480730228.18900007,663881342.57,-54652929.26490001,-216009653.33119994,871871925.4599998,2963079685.28326,2990478977.24,2495010571.811,2311859457.43,3030393729.2649,3191750453.3312,2103868874.5400002
16,1,0,2018,248,184,290,2975740800.0,2939752453.0,-35988346.11,3365720782.0,159978585.8,134201519.6,1.228020099,16257304.23,2.9543841,17.08754758,0.502783446,3768272.008,16429386.72,2956181840.0,15753259.19,20435690.29,501165918.5,2438586535.0,111408385.3,-4363502.036,1677755.761,148679860.5,3892435.333,16593449.85,22494589.95,120570872.0,-5315021.847,1742260.495,161785910.8,16429386.724739997,1015081.9499999937,501165918.4790001,775289727.87,-59016431.300900005,-214331897.57019994,1020551785.9599998,2923323066.27526,2938737371.05,2438586534.521,2164462725.13,2998768884.3009,3154084350.5702,1919200667.0400002
17,1,1,2002,225,172,260,0.0,3274782041.0,0.0,3549721485.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274782041.0,3274782041.0,3274782041.0,3274782041.0,3274782041.0,3274782041.0,3274782041.0
18,1,1,2003,225,172,260,3274782041.0,3241804045.0,-32977996.47,3636556389.0,86834903.86,332668388.1,1.286314427,19147591.43,1.632504621,23.65984264,0.652077929,67525257.27,,,-101107452.5,40296917.7,,,133928630.7,-13440267.08,-36079818.53,91123267.63,56891341.38,-84763531.22,35828090.22,120972391.1,-10965099.52,-31128288.07,55661088.99,67525257.27,-101107452.5,40296917.7,133928630.7,-13440267.08,-36079818.53,91123267.63,3174278787.73,3342911497.5,3201507127.3,3107875414.3,3255244312.08,3277883863.53,3150680777.37
19,1,1,2004,239,180,280,3241804045.0,3427174987.0,174736248.4,3841287910.0,189534849.6,342880013.1,1.299077316,19486399.28,1.923633982,23.36616524,0.633591503,18870837.72,,,-4199674.463,54165989.69,,,153303234.0,-13594379.43,-34588340.93,173957666.5,20951716.06,-9299229.757000001,60505810.21,172609443.4,-15836291.69,-39396598.6,144313142.4,86396094.99,-105307126.963,94462907.39,287231864.7,-27034646.509999998,-70668159.46000001,265080934.13,3340778892.01,3532482113.963,3332712079.61,3139943122.3,3454209633.51,3497843146.46,3162094052.87
20,1,1,2005,239,180,280,3427174987.0,3858155207.0,430980219.9,4230883570.0,389595660.5,346554412.2,1.213216201,19847684.61,2.3428471319999997,23.13144763,0.61307039,37522245.7,,,90028995.42,56933955.03,,,208409486.4,-13105270.04,-32889008.69,346900403.8,28811574.6,115947659.9,63419653.18,234471544.9,-15541181.04,-37513590.97,346278293.9,123918340.69,-15278131.542999998,151396862.42000002,495641351.1,-40139916.55,-103557168.15,611981337.9300001,3734236866.31,3873433338.543,3706758344.58,3362513855.9,3898295123.55,3961712375.15,3246173869.0699997
21,1,1,2006,239,180,280,3858155207.0,4008219716.0,150064508.8,4395212682.0,164329111.4,370350450.8,1.255254083,20925660.56,2.665691139,23.41024433,0.604842209,37316897.53,,,-50911982.13,74126869.53,,,159570917.0,-22048706.39,-44201576.49,153852419.0,40079413.23,-56517670.25,80067488.45,172232648.4,-23837230.31,-47695538.11,112495052.5,161235238.22,-66190113.673,225523731.95000002,655212268.1,-62188622.94,-147758744.64000002,765833756.9300001,3846984477.78,4074409829.673,3782695984.05,3353007447.9,4070408338.94,4155978460.64,3242385959.0699997
22,1,1,2007,239,180,280,4008219716.0,4184136684.0,175916968.3,4534330115.0,139117433.8,373532210.0,1.2591796640000001,20981016.31,2.85981754,23.48664996,0.599689227,31723910.44,,,-4156089.267,13959972.76,,,92243350.74,5980350.891,-10725368.17,129026127.4,34919761.87,-8385748.477000001,15490104.27,102228373.2,6755453.198,-11890510.29,125646557.7,192959148.66,-70346202.94,239483704.71,747455618.84,-56208272.048999995,-158484112.81,894859884.33,3991177535.34,4254482886.94,3944652979.29,3436681065.16,4240344956.049,4342620796.81,3289276799.67
23,1,1,2008,239,180,280,4184136684.0,4320724933.0,136588248.7,4722929417.0,188599301.6,387660862.7,1.3310049940000002,21289960.7,3.3432097119999997,23.67805267,0.59374664,40079283.06,,,-92815207.51,27339261.04,,,223005360.5,4350030.358,-23791218.65,178167508.8,42049125.05,-97392323.69,29009338.85,235514111.5,4641720.506,-25222670.53,161759538.8,233038431.72,-163161410.45,266822965.75,970460979.34,-51858241.69099999,-182275331.46,1073027393.1300001,4087686501.28,4483886343.45,4053901967.25,3350263953.66,4372583174.691,4503000264.46,3247697539.87
24,1,1,2009,248,184,290,4320724933.0,4199697655.0,-132375619.0,4135297043.0,-603753089.2,387491537.9,1.4228177180000001,21030296.87,2.426933951,23.74953852,0.584481055,9790914.07,,,-122832932.9,-19219625.81,,,-428255112.1,12519819.64,-18277097.86,-566274034.9,10926819.7,-130991461.4,-20935751.63,-456749962.8,13333922.35,-19336655.41,-624243743.7,242829345.79,-285994343.35,247603339.94,542205867.24,-39338422.05099999,-200552429.32,506753358.23000014,3956868309.21,4485691998.35,3952094315.06,3657491787.76,4239036077.051,4400250084.32,3692944296.77
25,1,1,2010,248,184,290,4199697655.0,4296648676.0,96951021.69,4324969646.0,189672603.3,378518045.9,1.450233865,20817411.3,2.861004803,23.94464147,0.58253172,-1110206.496,,,-32670917.28,-10014149.14,,,226177269.5,21368561.53,-2951441.6689999998,200799116.4,-3744080.8860000004,-30991926.54,-11528933.97,217670769.8,20321990.93,-2055216.023,188294681.9,241719139.294,-318665260.63,237589190.8,768383136.74,-17969860.52099999,-203503870.989,707552474.6300001,4054929536.706,4615313936.63,4059059485.2,3528265539.26,4314618536.521,4500152546.989,3589096201.37
26,1,1,2011,248,184,290,4296648676.0,4421606270.0,124957593.9,4530042595.0,205072948.9,375874246.6,1.570744138,21078484.61,3.6237857360000003,24.43445539,0.57775724,-16667545.14,,,-153086979.8,22954123.83,,,354988405.7,24648485.97,-18551687.9,214284802.7,-4264696.79,-122925275.0,18534836.61,308791697.4,21293256.93,-16356870.21,189128963.6,225051594.15399998,-471752240.43,260543314.63,1123371542.44,6678625.449000008,-222055558.889,921837277.3300002,4196554675.846,4893358510.43,4161062955.37,3298234727.56,4414927644.551,4643661828.889,3499768992.67
27,1,1,2012,248,184,290,4421606270.0,4491012247.0,69405976.48,4599796458.0,69753863.14,373168864.8,1.5982498680000001,21173968.29,3.7581824810000004,24.45101055,0.576031987,6916452.429,,,-36254737.39,34450184.5,,,55839647.1,7215714.392000001,283886.3692,68451147.4,5892863.868,-35817391.98,34899588.94,56863141.3,7567386.007,348275.0099,69980892.1,231968046.58299997,-508006977.82,294993499.13,1179211189.54,13894339.84100001,-221771672.5198,990288424.7300001,4259044200.417,4999019224.82,4196018747.87,3311801057.46,4477117907.159,4712783919.5198,3500723822.27
28,1,1,2013,248,184,290,4491012247.0,4594546678.0,103534431.0,4468741935.0,-131054522.8,382220759.5,1.6669254219999998,21830925.63,3.641894063,23.34485753,0.562370106,34107853.38,,,-76002828.57,89639801.64,,,-48743498.1,-84536319.87,-36175599.45,-121710591.0,34899967.02,-83501358.68,92896097.96,-50304643.93,-87494649.61,-37549935.58,-170031223.0,266075899.96299997,-584009806.39,384633300.77,1130467691.44,-70641980.029,-257947271.9698,868577833.7300001,4328470778.037,5178556484.39,4209913377.23,3464078986.56,4665188658.029,4852493949.9698,3725968844.27
29,1,1,2014,248,184,290,4594546678.0,4752122794.0,157576116.5,4479938156.0,11196220.68,390641745.2,1.68445462,22187597.13,3.5254355760000005,23.63745076,0.565845333,33365817.83,,,-25415158.83,40793901.29,,,-51382002.03,12847071.01,2977834.3219999997,13187463.6,32015871.66,-24224889.1,36773463.31,-46420206.19,10523510.25,2528470.745,13350441.21,299441717.793,-609424965.22,425427202.06,1079085689.41,-57794909.019,-254969437.6478,881765297.3300002,4452681076.207,5361547759.22,4326695591.94,3673037104.59,4809917703.019,5007092231.6478,3870357496.67
30,1,1,2015,248,184,290,4752122794.0,4652112452.0,-100010342.4,3944805433.0,-535132722.6,392113785.4,1.810579999,22405861.04,2.557113696,23.63276763,0.5687883779999999,13504959.19,,,-152983086.4,38368498.37,,,-479193072.1,-1224618.058,4440103.646000001,-577087215.3,13700173.65,-141171299.4,35877305.58,-446730349.3,-912394.5748,4103841.423,-531332259.9,312946676.983,-762408051.62,463795700.43,599892617.3100001,-59019527.077,-250529334.0018,304678082.0300002,4339165775.017,5414520503.62,4188316751.57,4052219834.69,4711131979.077,4902641786.0018,4347434369.969999
31,1,1,2016,248,184,290,4652112452.0,4645686535.0,-6425917.045,3798812244.0,-145993189.5,389594950.0,1.846159979,22380441.6,2.309407469,23.30561412,0.570750997,10604382.85,,,-43970137.53,16726762.14,,,-145097138.3,-17104374.55,6723962.6,-172116542.8,8721239.385,-37907402.81,14595322.5,-122658242.0,-14332100.13,5587993.579,-141347587.7,323551059.833,-806378189.15,480522462.57,454795479.01000005,-76123901.627,-243805371.4018,132561539.2300002,4322135475.167,5452064724.15,4165164072.43,4190891055.99,4721810436.627,4889491906.4018,4513124995.7699995
32,1,1,2017,248,184,290,4645686535.0,4633761465.0,-11925069.61,3954130677.0,155318432.8,395008375.9,1.8903468780000001,22667725.64,2.623171563,23.43187263,0.5728560460000001,20467003.39,,,-57376649.81,33462640.12,,,188206785.8,1647436.146,2742357.633,189149573.2,16845289.43,-49402092.91,28750005.11,157106360.5,-126120.079,2144990.704,156992784.3,344018063.223,-863754838.96,513985102.69,643002264.8100001,-74476465.481,-241063013.76880002,321711112.4300002,4289743401.777,5497516303.96,4119776362.31,3990759200.19,4708237930.481,4874824478.7688,4312050352.57
33,1,1,2018,248,184,290,4633761465.0,4543540950.0,-90220514.89,4037716856.0,83586178.9,395153858.7,1.970612917,22910980.75,2.9192374130000003,23.49619347,0.576005715,-3403867.4930000002,,,-91111029.07,24412573.86,,,162462774.6,-3278917.7169999997,3695945.065,92777479.21,-1582179.249,-59131791.69,18525127.68,125562118.1,-2608489.69,2821393.729,85753700.15,340614195.73,-954865868.03,538397676.55,805465039.4100001,-77755383.198,-237367068.70380002,414488591.64000016,4202926754.27,5498406818.03,4005143273.45,3738075910.59,4621296333.198,4780908018.7038,4129052358.3599997
34,2,0,2002,266,145,1484,0.0,855132370.1,0.0,748110691.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855132370.1,855132370.1,855132370.1,855132370.1,855132370.1,855132370.1,855132370.1
35,2,0,2003,266,145,1484,855132370.1,846775364.9,-8357005.2,755032580.3,6921889.296,13130464.49,0.5664808720000001,2354014.162,1.599414467,7.985299092999999,0.326919448,18990283.8,,,-34066183.9,14618159.05,,,33494338.39,-1143651.352,-6711778.52,25181167.46,11151243.2,-40681796.94,14037733.81,29604305.73,-985164.9848,-6204431.527000001,758569.9387,18990283.8,-34066183.9,14618159.05,33494338.39,-1143651.352,-6711778.52,25181167.46,827785081.1,880841548.8,832157205.85,813281026.51,847919016.252,853487143.42,821594197.4399999
36,2,0,2004,269,148,1529,846775364.9,875008267.6,15055198.68,800939374.1,34985957.26,12750130.72,0.606633082,2415622.1380000003,1.891184609,7.8786976189999995,0.31695587399999997,-9263918.922,,,1511182.437,15416410.17,,,39890034.17,-1266121.689,-5836195.623,40451390.55,-9450260.861,-377157.8785,15741543.48,35883038.09,-904326.0367,-5906879.525,28851669.94,9726364.878,-32555001.463,30034569.22,73384372.56,-2409773.041,-12547974.143,65632558.01,865281902.722,907563269.063,844973698.38,801623895.04,877418040.641,887556241.743,809375709.59
37,2,0,2005,269,148,1529,875008267.6,891030337.0,16022069.45,892097707.2,91158333.11,12365053.03,0.537750489,2418914.318,2.306732286,7.696410322999999,0.30577975,14837609.66,,,43600849.91,16230088.79,,,52841888.35,-1433000.2240000002,-5271762.927,120805673.6,9912112.693,20970873.22,17813190.49,49042631.53,-732149.5132,-5848325.306,84862118.42,24563974.538000003,11045848.446999997,46264658.01,126226260.91,-3842773.2650000006,-17819737.07,186438231.60999998,866466362.462,879984488.553,844765678.99,764804076.09,894873110.265,908850074.07,704592105.39
38,2,0,2006,273,151,1552,891030337.0,920359509.0,29329172.02,900709239.8,8611532.563,12221708.31,0.637240174,2450598.772,2.61467738,7.5484304820000006,0.292424338,-6318452.683999999,,,-30956994.48,19304232.62,,,35117815.05,-1290280.924,-5550395.857000001,10305923.72,-1705960.5690000001,-37177495.8,20467893.31,34293893.36,-1229207.885,-6037589.852000001,-277319.7723,18245521.854000002,-19911146.033000004,65568890.629999995,161344075.95999998,-5133054.189000001,-23370132.927,196744155.32999998,902113987.146,940270655.033,854790618.37,759015433.04,925492563.189,943729641.927,723615353.6700001
39,2,0,2007,273,151,1552,920359509.0,929986340.9,9626831.853,898020785.4,-2688454.434,12505259.55,0.747006175,2500587.94,2.859011746,7.42134758,0.282514439,5096412.511,,,-30972584.15,9522286.304,,,26437578.68,-1229131.866,-3440166.296,5414395.182,-1574228.875,-16885590.24,6733552.945,13896200.55,-2317300.538,-2541088.2819999997,-22381541.91,23341934.365000002,-50883730.183,75091176.934,187781654.64,-6362186.055000002,-26810299.223,202158550.512,906644406.535,980870071.083,854895163.966,742204686.26,936348526.9549999,956796640.123,727827790.388
40,2,0,2008,273,151,1552,929986340.9,995401833.7,65415492.87,946587877.0,48567091.59,12471698.66,0.78542573,2484768.981,3.3111548639999997,7.558151255,0.278225936,5318582.893999999,,,-7890727.991,4327984.306,,,46495612.16,2594069.964,-2684950.727,48160570.61,5872787.63,-7463287.592,4665466.712,45564049.76,2686339.171,-2758264.0919999997,45704966.48,28660517.259000003,-58774458.173999995,79419161.24,234277266.79999998,-3768116.0910000014,-29495249.950000003,250319121.12199998,966741316.441,1054176291.8740001,915982672.46,761124566.9000001,999169949.791,1024897083.6500001,745082712.5780001
41,2,0,2009,273,151,1552,995401833.7,916953085.5,-78448748.2,825378445.8,-121209431.2,12126010.86,0.8313289340000001,2464064.461,2.410422365,7.619125295,0.272346101,-4380403.478999999,,,-23297550.41,-3771651.6810000003,,,-97870707.85,1430122.494,-3022986.458,-130913177.4,-3700731.034,-20933300.19,-3295678.113,-91740395.5,1399937.655,-2939263.973,-124145110.0,24280113.780000005,-82072008.58399999,75647509.559,136406558.95,-2337993.5970000015,-32518236.408000004,119405943.72199997,892672971.72,999025094.084,841305575.941,780546526.55,919291079.097,949471321.908,797547141.778
42,2,0,2010,273,151,1552,916953085.5,908464209.5,-11477615.22,879948449.8,50905339.36,11715925.6,0.782287205,2463788.126,2.851482077,7.857501172999999,0.266420472,-5364297.96,,,12747865.45,7141860.164,,,50436759.31,4031083.832,-2791948.273,66201322.52,-5534910.7,1454468.898,7102735.1,46962309.69,3749102.979,-2828366.602,47880804.02,18915815.820000004,-69324143.13399999,82789369.723,186843318.26,1693090.2349999985,-35310184.681,185607266.24199998,889548393.68,977788352.634,825674839.777,721620891.24,906771119.265,943774394.181,722856943.258
