,CLUSTER_GT,RAIL_FLAG,Year,UPT_ADJ_original,UPT_ADJ_difference,VRM_ADJ_original,VRM_ADJ_difference,FARE_per_UPT_original,FARE_per_UPT_difference,PCT_HH_NO_VEH_original,PCT_HH_NO_VEH_difference,POP_EMP_original,POP_EMP_difference,POP_CENSUSTRACT_original,POP_CENSUSTRACT_difference,GasPrice_original,GasPrice_difference
18,1,1,2003,49297622.32960001,634785.3951999994,16743902.1151,-248677.39419999975,10.901956525,0.5719556249999993,71.35,0.029999999999997584,20057601.377,185535.89199999953,3775901.0,12829.0,11.3,1.5299999999999998
19,1,1,2004,51353950.532900006,-63497821.7967,17769692.107600003,-32279051.0075,9.81557777,-2.2585178909999994,77.76,-0.469999999999998,24994249.83,-634835.2070000005,4580516.0,-24438.25,15.129999999999999,1.11
20,1,1,2005,58365702.219,7011751.6861000005,13824764.2329,-3944927.8746999996,9.657636641,-0.15794112900000012,78.13999999999999,0.3799999999999981,25331802.67,337552.8399999999,4589472.0,8956.0,18.47,3.34
21,1,1,2006,61065589.735999994,2699887.516999999,14859868.043600002,1035103.8107000006,10.08233023,0.42469358899999987,78.44,0.3000000000000007,25763696.010000005,431893.3399999999,4598428.0,8956.0,20.990000000000002,2.5200000000000005
22,1,1,2007,65670126.1734,-7263092.562599998,12032415.4198,-9819669.9008,10.995165267,-0.2595975949999995,87.53999999999999,-0.5899999999999972,27281235.92,-331791.0,5060595.0,12817.0,25.459999999999997,1.8899999999999983
23,1,1,2008,73409972.5632,7739846.389800001,12577917.9623,545502.5425000001,11.230079000000002,0.23491373300000018,89.39000000000001,1.849999999999997,27295733.75,14497.830000000016,5061339.0,744.0,29.590000000000003,4.130000000000001
24,1,1,2009,69195882.50999999,-4214090.0532,12775006.6601,197088.6978000001,12.829659765,1.599580765,93.01,3.6200000000000028,27070581.92,-225151.83000000002,5062083.0,744.0,21.38,-8.209999999999999
25,1,1,2010,70843375.4254,1647492.9153999994,22737507.7478,9962501.087699998,12.570453887,-0.2592058780000003,91.59,-1.4200000000000017,26940900.08,-129681.83999999997,5062827.0,744.0,25.34,3.959999999999998
26,1,1,2011,74448940.66759999,3605565.242200003,24607573.264600005,1870065.5168000008,12.678972941000001,0.10851905399999923,94.17,2.5800000000000027,27055546.840000004,114646.75999999983,5063571.0,744.0,32.19,6.85
27,1,1,2012,77564693.12740001,3115752.4598000003,24891525.605299998,283952.3406999991,12.734261002,0.055288061000000666,92.97999999999999,-1.1900000000000013,27224545.159999996,168998.32000000024,5067411.0,3840.0,33.190000000000005,1.0000000000000009
28,1,1,2013,77340454.8314,-224238.29600000032,25620230.593700003,728704.9884000012,12.488313778999999,-0.24594722300000027,95.22,2.2399999999999984,27474362.409999996,249817.25000000006,5072491.0,5080.0,32.22,-0.9700000000000002
29,1,1,2014,80703668.1459,-11248860.995500002,27907998.6864,-5995655.708300001,13.247437570999999,0.007184863000000097,101.3,-1.9200000000000017,29071033.080000006,104829.26000000001,5346897.0,9231.25,34.71999999999999,-0.8999999999999999
30,1,1,2015,85957306.8376,5253638.6916999975,29377514.8726,1469516.1862,13.774253203999999,0.5268156330000004,103.18000000000002,1.8800000000000043,29239637.490000002,168604.4100000001,5363873.0,16976.0,25.18,-9.540000000000001
31,1,1,2016,84504721.84099999,-1452584.9965999993,29481153.6647,103638.7921000011,15.028859155,1.2546059510000003,98.08,-5.100000000000002,29370724.940000005,131087.44999999937,5370860.0,6987.0,22.63,-2.5499999999999994
32,1,1,2017,83912241.6682,-592480.1727999976,29827674.417399995,346520.75269999966,14.698559967000001,-0.33029918799999997,94.63000000000001,-3.4499999999999966,29579709.33,208984.39000000048,5377281.0,6421.0,25.57,2.9400000000000013
33,1,1,2018,81434164.0704,-2478077.5978000015,28883193.716900002,-944480.7005000014,16.376593944999996,1.6780339779999989,90.80000000000001,-3.8300000000000036,29730673.14,150963.81000000006,5383843.5,6562.5,28.67,3.0999999999999996
34,2,0,2002,387688669.44509995,,227648470.74650002,,39.78689949900001,,296.7500000000001,,53376009.48921001,,9429209.0,,74.69999999999999,
35,2,0,2003,383466375.8189,-11637564.853800002,237579031.4115,6694891.1214,42.30756959,0.5529674329999957,318.59999999999985,2.109999999999994,56731622.72900001,1631905.194789999,9523996.0,-131358.0,93.17999999999991,11.859999999999998
36,2,0,2004,396382304.71860003,-4016825.100299999,237803049.84370002,-8087977.567799998,47.65576118699998,2.0488250450000005,347.87,2.480000000000004,60958186.60000001,1867382.1209999993,9911577.0,-131864.0,117.5799999999999,16.47999999999999
37,2,0,2005,408105216.9389,9050869.380100003,252251158.6114,12551014.6546,49.21255535700001,0.032748876000000204,367.6099999999999,2.519999999999998,63826173.77000001,2021623.75,9831204.0,-132796.0,150.18,25.799999999999986
38,2,0,2006,442594330.82519996,31578167.886300005,262723967.78149998,8298236.1701,55.110606615,4.744909013000001,384.36999999999995,7.7100000000000035,66942817.06999999,2409274.050000001,9734239.0,-131611.0,174.68000000000012,19.419999999999995
39,2,0,2007,457920093.0401,13077100.004600003,271750548.2659,6999740.057799999,52.580547616,-4.245694382999997,382.25000000000006,-14.19,69120183.62,1084340.5499999998,9677836.0,-131689.0,197.1,16.739999999999984
40,2,0,2008,498561780.34290004,40641687.3028,280579196.7455001,8828648.479599997,54.126608808,1.5460611919999985,404.9099999999999,22.660000000000004,69654392.75000001,534209.1300000002,9544947.0,-132889.0,227.5599999999999,30.460000000000008
41,2,0,2009,459936232.6445001,-38625547.69839999,279028669.945,-1550526.800499997,59.061648092,4.935039284,395.49,-9.419999999999996,69608777.82,-45614.92999999976,9412058.0,-132889.0,165.18000000000012,-62.37999999999997
42,2,0,2010,463708189.19579995,3000975.5512999925,280787712.3294,1391763.3843999973,59.36119289599999,-0.30078646200000014,430.61999999999995,18.570000000000004,71731392.78999998,1013283.1400000005,9344091.0,-132889.0,198.98000000000013,30.719999999999978
43,2,0,2011,491646909.7946,27296287.598800004,282912510.4431,1474932.1137,60.211079739999995,-0.004385896999999139,453.55000000000007,12.86,72788247.58,823274.2899999995,9248301.0,-133862.0,253.74999999999991,50.98000000000001
44,2,0,2012,496757117.3681,5110207.573499999,279769034.5222,-3143475.9208999993,68.08887135799998,7.877791618000002,432.75,-20.800000000000004,73768241.32,979993.7399999995,9317134.0,68833.0,261.65000000000026,7.900000000000009
45,2,0,2013,493836020.29899997,-2921097.069100002,281008822.375,1239787.8528000014,68.37679032999999,0.28791897199999916,430.04,-2.709999999999999,75727746.42000002,1959505.0999999994,9410779.0,93645.0,253.90000000000023,-7.749999999999999
46,2,0,2014,493568321.5543,-267698.74469999946,286671414.13609993,5662591.761099998,69.658908059,1.282117728999999,428.04999999999995,-1.9900000000000055,76912906.78000002,1185160.3599999999,9499610.0,88831.0,244.2200000000002,-9.680000000000003
47,2,0,2015,476809009.37829995,-16759312.175999999,293216891.9419,6545477.805799998,69.08329018199998,-0.575617877,416.27000000000004,-11.779999999999992,78115363.53000002,1202456.7499999998,9587833.0,88223.0,180.24000000000007,-63.98000000000001
48,2,0,2016,451764635.3261,-25044374.052200004,300117364.9629001,6900473.021000002,68.54587670900003,-0.5374134729999983,403.79,-12.480000000000006,79269743.49999999,1154379.97,9659027.0,71194.0,160.96000000000012,-19.27999999999999
49,2,0,2017,435842153.73019993,-15922481.595900003,301403975.7313,1286610.7683999976,70.26868877399998,1.7228120649999985,392.58,-11.209999999999997,80489067.12999998,1219323.6300000008,9724314.0,65287.0,180.42999999999984,19.470000000000013
50,2,0,2018,427351459.2412999,-8490694.488900002,304684215.75049996,3280240.0191999986,70.097237984,-0.1714507899999999,381.25000000000006,-11.330000000000002,81661963.86999999,1172896.7399999998,9791077.75,66763.75,204.53000000000006,24.1
51,2,1,2002,24668363.152999997,-44217915.407,7490264.561,-51366587.179,1.253780346,-1.881528143,19.86,1.3599999999999994,8809398.7089,-1954596.4810999995,1553910.0,64785.75,4.08,-4.24
52,2,1,2003,25149939.630000003,481576.4770000018,7771882.29,281617.7290000003,2.0900467910000002,0.8362664450000001,19.67,-0.1899999999999995,9004726.7955,195328.08659999957,1537946.0,-15964.0,4.69,0.6100000000000001
53,2,1,2004,26852144.5,1702204.8699999992,7122175.091,-649707.199,2.173080759,0.08303396799999985,19.52,-0.15000000000000036,9239900.25,235173.4545,1521982.0,-15964.0,5.5600000000000005,0.8699999999999999
54,2,1,2005,29604627.71,2752483.210000001,7293489.541,171314.4500000002,2.0713845109999998,-0.10169624799999999,19.32,-0.1999999999999993,9457332.08,217431.83000000007,1506018.0,-15964.0,6.85,1.2899999999999996
55,2,1,2006,34752825.408,-11243248.972000001,8072979.296,-11940184.185,16.427768004,11.453219994000001,31.61,4.069999999999999,13055749.33,-1099762.0299999998,1927924.0,-14882.5,13.12,0.16000000000000014
56,2,1,2007,38056500.5005,-6254027.907500001,9921338.118999999,-4892951.176999999,10.577784874999999,-6.912713212000001,35.03,-0.660000000000001,15513667.24,-443624.31999999983,2044380.0,-12812.0,17.119999999999997,1.2799999999999998
57,2,1,2008,43978235.513,5921735.012499999,12312317.0515,2390978.9325,11.527848735,0.9500638599999994,37.63,2.6000000000000005,15582393.41,68726.16999999993,2015158.0,-29222.0,19.84,2.7199999999999998
58,2,1,2009,39580423.073,-14036553.440000001,13193035.451000001,-4816626.6005,16.618543722000002,4.792527415,41.760000000000005,-0.7199999999999998,16712390.16,-198132.66000000003,2236673.0,-23795.0,16.62,-5.799999999999999
59,2,1,2010,37500188.878,-2080234.1949999994,13995435.241,802399.7899999991,14.483202721,-2.1353410009999996,43.61,1.8500000000000014,17041270.740000002,328880.5800000002,2204300.0,-32373.0,19.729999999999997,3.1100000000000003
60,2,1,2011,41050749.891,-9806790.987000002,15649495.57,-9929255.671,14.386434491,-1.0693549559999997,54.78999999999999,4.509999999999999,19712668.67,124489.17999999982,2580423.0,-43337.0,28.32,5.879999999999999
61,2,1,2012,45203526.618,4152776.727000002,17748006.7435,2098511.173500001,15.428638363,1.0422038719999993,53.94,-0.8499999999999996,19945675.909999996,233007.2400000001,2597046.0,16623.0,29.120000000000005,0.8000000000000016
62,2,1,2013,48955132.654,3751606.0359999975,21679652.8155,3931646.0719999988,16.736441111,1.3078027479999996,50.8,-3.1399999999999997,20648453.740000002,702777.8300000001,2623461.0,26415.0,28.310000000000002,-0.8100000000000009
63,2,1,2014,51089604.635,-22146887.269,22324894.842,-15954702.613499999,17.6517279,0.020557120999999734,58.66,3.049999999999998,24389596.35,-135317.4600000009,2887066.0,-338.25,30.69,-0.3299999999999992
64,2,1,2015,50214163.54,-875441.0949999997,22898143.96,573249.1180000007,20.675319147000003,3.023591247000002,57.03,-1.6299999999999981,24798969.5,409373.1500000004,2912156.0,25090.0,22.19,-8.5
65,2,1,2016,50608672.239,-29892535.301,23144166.264,-22668441.696,21.336290407999996,-1.6753095279999999,66.80000000000001,-3.129999999999999,31639313.5,303037.33999999985,3486844.0,15971.5,24.330000000000002,-3.3000000000000016
66,2,1,2017,50131935.45,-476736.7890000008,23222202.700999998,78036.43699999934,21.368944922000004,0.03265451399999997,63.540000000000006,-3.26,32170884.409999996,531570.9100000001,3515320.0,28476.0,27.23,2.9000000000000012
67,2,1,2018,50980094.317,848158.8670000015,24267283.285,1045080.5840000014,19.923834638000002,-1.4451102840000014,60.03000000000001,-3.510000000000002,32652521.590000004,481637.17999999993,3542610.5,27290.5,30.59,3.3600000000000003
68,3,0,2002,122960064.6307,,78687645.3671,,46.591218479999995,,318.9,,26034357.83426001,,1842365.0,,72.86999999999998,
69,3,0,2003,131391181.0497,-2649856.715800003,96163735.63510002,8493436.130199999,3321.329420079,-8.888179028999998,391.19,4.690000000000004,30962674.695499994,777755.30874,2027035.0,-18364.0,96.96999999999997,11.569999999999995
70,3,0,2004,153372740.73019996,1467286.5955000033,103440821.08880001,-4124736.308,3027.253292723,-299.2085767210001,444.24999999999994,-0.4800000000000004,35526499.98,1020648.3744999999,2289792.0,-20226.0,127.68999999999993,17.95
71,3,0,2005,174295774.59260002,14291250.601399997,115096961.0025,5826528.884699999,2576.057655008,-526.2013877649998,495.83000000000004,-0.9000000000000004,40179729.99999999,1226691.5100000002,2406116.0,-24332.0,174.90000000000003,28.93999999999998
72,3,0,2006,200816474.5957,11175013.449899998,130433731.32569996,5781516.251500001,63.566609041,-2521.045640765,575.7900000000001,-5.019999999999993,45727203.069999985,1522129.8199999996,2603524.0,-28426.0,231.3500000000002,22.57999999999997
73,3,0,2007,213081294.71400002,7378274.728300001,142044352.7296,5959877.7554,65.90831923900001,0.4744847049999982,613.4,11.219999999999992,48205821.040000014,546529.4700000002,2676636.0,-28360.0,263.2499999999999,20.58999999999999
74,3,0,2008,227512358.379,14431063.665000001,141764675.4473,-279677.2823000011,68.71150371,2.803184470999999,622.5599999999998,9.160000000000002,48419670.81999999,213849.78000000012,2646375.0,-30261.0,306.33000000000004,43.07999999999997
75,3,0,2009,231668316.0215,4010727.642500004,147321988.4503,5314395.003,72.35999908699999,3.159650096999999,628.7599999999998,-0.1900000000000075,48641080.8,-292218.51999999955,2616114.0,-30261.0,223.9300000000004,-84.75999999999999
76,3,0,2010,237044128.7551,5338514.861399999,147169017.61149997,-177039.18339999963,74.50197902300002,2.1419799360000003,647.0,11.520000000000014,49266174.77000002,486087.7199999998,2601518.0,-30261.0,267.84000000000003,41.129999999999995
77,3,0,2011,251062855.90199998,13892937.864600003,146122793.90199998,-1192182.2790999995,82.44785089499999,4.586631809999998,674.2099999999999,13.469999999999994,50275186.32999999,392686.97999999986,2574295.0,-29652.0,344.9199999999997,70.01999999999997
78,3,0,2012,254907415.6076,3844559.7056000032,142890857.31849998,-3231936.5835,90.05271260400002,7.604861708999996,671.28,-2.930000000000005,50688525.52000001,413339.1899999997,2583815.0,9520.0,354.82000000000056,9.900000000000013
79,3,0,2013,251578607.37210003,-3328808.2355000004,143217216.9528,326359.63429999875,97.75144869000002,7.698736086000002,657.6094488189997,-13.670551180999997,51642755.239999995,1355569.2999999998,2587261.0,3446.0,344.5799999999998,-10.240000000000006
80,3,0,2014,253313905.3715,1735297.9993999978,148131865.54630002,4914648.5935,98.07720297799999,0.32575428800000195,670.4640493879997,12.854600568999999,52127612.339999996,484857.1000000003,2592716.0,5455.0,331.29000000000053,-13.289999999999992
81,3,0,2015,245185654.6271,-8128250.7444,151972159.67959997,3840294.1332999994,98.62451505399999,0.5473120759999992,660.535182129,-9.928867259,52664855.49,537243.1499999994,2596854.0,4138.0,240.36000000000007,-90.92999999999996
82,3,0,2016,229756931.70829996,-15428722.918799998,153890475.4412,1918315.7616000003,101.23651312699998,2.611998073,634.3942303869999,-26.140951742000013,53250417.93000001,585562.4400000004,2604836.0,7982.0,216.38000000000022,-23.97999999999999
83,3,0,2017,223075617.08129996,-6681314.6269999975,155235033.89890003,1344558.4576999987,106.69301182,5.456498693,632.4912293609997,-1.9030010259999988,53805049.17,554631.2400000002,2599394.0,-5442.0,242.19,25.810000000000013
84,3,0,2018,219047817.00039992,-4027800.0809000037,157033551.80920002,1798517.9103000008,117.170871343,10.477859523000003,624.942018431,-7.54921093,54490646.199999996,530753.8499999992,2597308.0,-2086.0,271.9000000000001,29.709999999999994
85,3,1,2002,527677.0,-11906343.0,272459.0,-11321372.0,6.639705966999999,4.767811778,13.969999999999999,2.5699999999999994,2303452.5272999997,-804142.8327,126726.0,29240.25,2.66,-2.76
86,3,1,2003,475713.0,-51964.0,296740.0,24281.0,7.4510953109999996,0.8113893439999997,13.739999999999998,-0.23000000000000043,2374780.25,71327.72270000016,122454.0,-4272.0,3.06,0.3999999999999999
87,3,1,2004,560441.0,-2130316.0,284932.0,-2442823.0,7.729591223,-0.4979064979999994,20.439999999999998,1.3500000000000005,3358516.5,-102180.97999999986,150429.0,-2632.75,5.49,-0.1499999999999999
88,3,1,2005,698452.0,138011.0,316150.0,31218.0,7.246265932,-0.4833252910000002,19.65,-0.7899999999999991,3494282.66,135766.15999999992,145960.0,-4469.0,6.83,1.3399999999999994
89,3,1,2006,652821.0,-45631.0,325182.0,9032.0,56.941207477999995,49.694941546,18.71,-0.9400000000000004,3638353.92,144071.26,141491.0,-4469.0,7.699999999999999,0.8700000000000001
90,3,1,2007,789754.0,-1810105.0,882119.0,-592553.0,32.405714805,-33.200623373999996,24.43,1.4899999999999993,4505283.67,38290.10999999987,174392.0,-7847.0,11.14,0.5900000000000003
91,3,1,2008,1367885.0,578131.0,1651898.0,769779.0,23.867988041000004,-8.537726763999999,26.26,1.83,4524603.09,19319.420000000042,170843.0,-3549.0,13.1,1.9599999999999995
92,3,1,2009,1258963.0,-108922.0,1579474.0,-72424.0,26.540488795999998,2.672500754999997,25.77,-0.4900000000000002,4487036.66,-37566.42999999982,167294.0,-3549.0,9.39,-3.71
93,3,1,2010,1454076.0,195113.0,2080572.0,501098.0,20.786550988000002,-5.753937807999999,26.72,0.9500000000000011,4540482.83,53446.169999999925,163745.0,-3549.0,11.14,1.7500000000000004
94,3,1,2011,1466498.0,12422.0,2134729.0,54157.0,20.757928125,-0.028622862999999388,28.39,1.669999999999999,4577644.33,37161.5,160196.0,-3549.0,14.14,2.9999999999999996
95,3,1,2012,1978270.0,511772.0,2213448.0,78719.0,19.643363563,-1.1145645620000002,27.04,-1.3499999999999996,4634801.08,57156.75,161313.0,1117.0,14.52,0.3800000000000008
96,3,1,2013,2146841.0,168571.0,2387644.0,174196.0,21.299981521,1.6566179580000002,26.57,-0.47000000000000064,4674538.33,39737.24999999988,161921.0,608.0,14.12,-0.4000000000000008
97,3,1,2014,2216859.0,70018.0,2241055.0,-146589.0,24.296283244,2.9963017229999984,26.82,0.25,4717834.16,43295.83000000031,165614.0,3693.0,13.59,-0.5299999999999994
98,3,1,2015,2242261.0,25402.0,2088378.0,-152677.0,24.925382733,0.6290994890000002,26.479999999999997,-0.33999999999999897,4779983.58,62149.41999999981,167609.0,1995.0,9.57,-4.02
99,3,1,2016,2233336.0,-8925.0,2266211.0,177833.0,24.102918477,-0.8224642559999992,26.29,-0.1900000000000004,4865495.09,85511.5099999999,168252.0,643.0,8.709999999999999,-0.8600000000000008
100,3,1,2017,2101660.0,-131676.0,2582933.0,316722.0,22.739195666,-1.3637228110000013,23.27,-3.0200000000000005,4952699.92,87204.82999999996,168497.0,245.0,9.75,1.04
101,3,1,2018,1978653.9848,-12257115.2152,2374712.8594,-6949629.2666,24.067764685,0.7460060030000011,27.580000000000002,-2.289999999999999,6209336.409999999,69452.30999999994,548035.75,344.5,13.43,1.1000000000000005
102,4,0,2002,606988108.6200001,,284966613.91,,6.765777495,,68.69,,47738463.39099999,,15554446.0,,15.86,
103,4,0,2003,590395067.6400001,-16593040.980000004,282324741.82,-2641872.089999996,7.144978508000001,0.37920101300000014,68.33,-0.36000000000000165,49518100.95599999,1779637.5649999995,15414709.0,-139737.0,18.880000000000003,3.0200000000000014
104,4,0,2004,599704866.9600002,9309799.320000015,288970985.91,6646244.089999998,7.655624614,0.5106461059999998,68.02,-0.30999999999999783,51513228.760000005,1995127.8039999995,15274972.0,-139737.0,22.01,3.130000000000001
105,4,0,2005,608584615.27,8879748.30999998,283060625.14000005,-5910360.770000003,7.601864359,-0.05376025500000026,67.66999999999999,-0.3500000000000023,53529201.5,2015972.7400000002,15135235.0,-139737.0,26.42,4.409999999999999
106,4,0,2006,623063480.99,14478865.719999995,284407249.66,1346624.5199999996,7.728034779,0.12617042000000028,67.62,-0.049999999999998934,55892473.56999999,2363272.0700000003,14995498.0,-139737.0,29.830000000000002,3.4099999999999993
107,4,0,2007,630760140.81,7696659.820000004,290362546.46,5955296.799999997,8.360951725,0.6329169459999999,66.67,-0.950000000000002,57019017.0,1126543.4299999997,14855761.0,-139737.0,32.43,2.6000000000000005
108,4,0,2008,657725482.74,26965341.93,299006952.13,8644405.670000002,8.235955815,-0.12499590999999988,67.11999999999999,0.45000000000000195,57718747.67,699730.6699999999,14716024.0,-139737.0,37.51999999999999,5.089999999999999
109,4,0,2009,610996351.5799999,-46729131.16,296130447.29,-2876504.84,9.524377497,1.2884216819999996,68.83999999999999,1.7200000000000006,57791638.260000005,72890.58999999985,14576287.0,-139737.0,27.769999999999992,-9.749999999999996
110,4,0,2010,579208483.64,-31787867.939999998,286735718.34000003,-9394728.949999996,10.042680955,0.5183034580000003,70.14,1.299999999999999,57998633.47999999,206995.22000000067,14436550.0,-139737.0,32.559999999999995,4.790000000000001
111,4,0,2011,584656925.09,5448441.450000014,274984839.53,-11750878.809999999,10.197227885,0.15454693000000008,72.81,2.67,58890010.09,891376.6099999994,14296813.0,-139737.0,40.36,7.799999999999999
112,4,0,2012,594431396.6999999,9774471.609999985,271988579.86,-2996259.6700000055,10.491811221999999,0.29458333699999983,71.58,-1.2299999999999986,59933850.91,1043840.8200000003,14468738.0,171925.0,42.09000000000001,1.7300000000000022
113,4,0,2013,589621129.38,-4810267.319999997,277493753.90000004,5505174.039999999,10.943541043999998,0.4517298220000001,70.51000000000002,-1.0699999999999985,60930097.34,996246.4299999997,14640155.0,171417.0,40.55999999999999,-1.5300000000000016
114,4,0,2014,598020534.33,8399404.950000003,279663656.41,2169902.5100000054,10.910152893000001,-0.033388151000000144,70.77,0.259999999999998,62266282.989999995,1336185.6500000004,14854453.0,214298.0,39.220000000000006,-1.3400000000000003
115,4,0,2015,590513961.68,-7506572.65000001,291151137.07000005,11487480.659999998,11.182087069000001,0.2719341759999999,67.91,-2.8599999999999994,63535697.58,1269414.5899999999,15044291.0,189838.0,30.590000000000003,-8.629999999999999
116,4,0,2016,560618579.63,-29895382.049999986,299854490.28000003,8703353.209999999,11.412158146000001,0.2300710770000005,64.82000000000001,-3.0900000000000025,64672933.39999999,1137235.8200000003,15207418.0,163127.0,27.029999999999994,-3.56
117,4,0,2017,542420354.55,-18198225.08000001,306214570.12999994,6360079.85,11.340613375,-0.07154477100000001,62.959999999999994,-1.8599999999999985,65929839.83,1256906.4299999997,15389810.0,182392.0,30.209999999999994,3.180000000000002
118,4,0,2018,536252012.97999996,-6168341.57,314084307.29999995,7869737.169999998,10.994245086,-0.3463682890000003,60.88999999999999,-2.0700000000000003,67130273.47,1200433.640000001,15567385.75,177575.75,34.559999999999995,4.349999999999999
119,4,1,2002,174655518.527,-152510348.453,45904427.51499999,-140724779.785,5.978974512,-1.5937041709999997,38.68,-0.19999999999999973,29264901.532,-10603994.868,9074887.0,45228.0,10.04,-11.74
120,4,1,2003,169051406.07599998,-5604112.450999997,46678050.297,773622.7820000022,5.577284395,-0.40169011700000024,39.83,1.15,30160334.284999996,895432.7529999996,8982737.0,-92150.0,11.920000000000002,1.8800000000000003
121,4,1,2004,188403253.055,-48991252.021,43189293.616,-50181732.681,5.072672528,-1.287130823,47.769999999999996,2.9000000000000012,38510789.760000005,-1928280.0050000008,10910608.0,-62689.5,15.709999999999999,1.21
122,4,1,2005,199525620.57299998,11122367.517999986,50873752.632999994,7684459.016999999,5.161083068,0.0884105399999999,48.5,0.7299999999999978,39893465.59,1382675.83,10786394.0,-124214.0,18.98,3.269999999999999
123,4,1,2006,213075261.774,13549641.201000001,56475123.648,5601371.015000001,6.303392475000001,1.1423094070000004,50.2,1.700000000000001,41563519.989999995,1670054.4000000004,10662180.0,-124214.0,21.43,2.4499999999999997
124,4,1,2007,233647548.5,20572286.72600001,60964385.367000006,4489261.718999999,5.772307202,-0.5310852730000001,48.16,-2.040000000000002,42363652.42,800132.4299999997,10537966.0,-124214.0,23.28,1.8500000000000005
