ID,Year,estimated_effects
"Ames, IA Metro Area-Bus",2015,1.999899061874495
"Ames, IA Metro Area-Bus",2016,1.9998990618744947
"Ames, IA Metro Area-Bus",2017,1.9998990618744923
"Ames, IA Metro Area-Bus",2018,1.9998990618744954
"Anchorage, AK Metro Area-Bus",2002,0.9060572734135335
"Anchorage, AK Metro Area-Bus",2003,0.9060572734135321
"Anchorage, AK Metro Area-Bus",2004,0.9060572734135295
"Anchorage, AK Metro Area-Bus",2005,0.9060572734135318
"Anchorage, AK Metro Area-Bus",2006,0.9060572734135267
"Anchorage, AK Metro Area-Bus",2007,0.9060572734135275
"Anchorage, AK Metro Area-Bus",2008,0.9060572734135313
"Anchorage, AK Metro Area-Bus",2009,0.9060572734135335
"Anchorage, AK Metro Area-Bus",2010,0.9060572734135265
"Anchorage, AK Metro Area-Bus",2011,0.9060572734135279
"Anchorage, AK Metro Area-Bus",2012,0.9060572734135308
"Anchorage, AK Metro Area-Bus",2013,0.9060572734135313
"Anchorage, AK Metro Area-Bus",2014,0.9060572734135295
"Anchorage, AK Metro Area-Bus",2015,0.9060572734135307
"Anchorage, AK Metro Area-Bus",2016,0.9060572734135276
"Anchorage, AK Metro Area-Bus",2017,0.9060572734135308
"Anchorage, AK Metro Area-Bus",2018,0.9060572734135293
"Ann Arbor, MI Metro Area-Bus",2002,1.4043829518650486
"Ann Arbor, MI Metro Area-Bus",2003,1.4043829518650555
"Ann Arbor, MI Metro Area-Bus",2004,1.4043829518650481
"Ann Arbor, MI Metro Area-Bus",2005,1.4043829518650512
"Ann Arbor, MI Metro Area-Bus",2006,1.4043829518650526
"Ann Arbor, MI Metro Area-Bus",2007,1.4043829518650495
"Ann Arbor, MI Metro Area-Bus",2008,1.4043829518650472
"Ann Arbor, MI Metro Area-Bus",2009,1.4043829518650484
"Ann Arbor, MI Metro Area-Bus",2010,1.404382951865052
"Ann Arbor, MI Metro Area-Bus",2011,1.4043829518650515
"Ann Arbor, MI Metro Area-Bus",2012,1.4043829518650484
"Ann Arbor, MI Metro Area-Bus",2013,1.4043829518650497
"Ann Arbor, MI Metro Area-Bus",2014,1.4043829518650472
"Ann Arbor, MI Metro Area-Bus",2015,1.4043829518650521
"Ann Arbor, MI Metro Area-Bus",2016,1.4043829518650521
"Ann Arbor, MI Metro Area-Bus",2017,1.4043829518650481
"Ann Arbor, MI Metro Area-Bus",2018,1.4043829518650468
"Appleton, WI Metro Area-Bus",2002,0.3859428964593608
"Appleton, WI Metro Area-Bus",2003,0.38594289645936497
"Appleton, WI Metro Area-Bus",2004,0.38594289645936425
"Appleton, WI Metro Area-Bus",2005,0.38594289645936675
"Appleton, WI Metro Area-Bus",2006,0.385942896459362
"Appleton, WI Metro Area-Bus",2007,0.38594289645936375
"Appleton, WI Metro Area-Bus",2008,0.38594289645936447
"Appleton, WI Metro Area-Bus",2009,0.385942896459364
"Appleton, WI Metro Area-Bus",2010,0.3859428964593625
"Appleton, WI Metro Area-Bus",2011,0.38594289645936547
"Appleton, WI Metro Area-Bus",2012,0.3859428964593665
"Appleton, WI Metro Area-Bus",2013,0.3859428964593665
"Appleton, WI Metro Area-Bus",2014,0.38594289645936464
"Appleton, WI Metro Area-Bus",2015,0.3859428964593644
"Appleton, WI Metro Area-Bus",2016,0.38594289645936364
"Appleton, WI Metro Area-Bus",2017,0.38594289645936536
"Appleton, WI Metro Area-Bus",2018,0.3859428964593659
"Asheville, NC Metro Area-Bus",2002,0.5307083778153072
"Asheville, NC Metro Area-Bus",2003,0.5307083778153081
"Asheville, NC Metro Area-Bus",2004,0.5307083778153072
"Asheville, NC Metro Area-Bus",2005,0.5307083778153082
"Asheville, NC Metro Area-Bus",2006,0.5307083778153081
"Asheville, NC Metro Area-Bus",2007,0.5307083778153061
"Asheville, NC Metro Area-Bus",2008,0.5307083778153125
"Asheville, NC Metro Area-Bus",2009,0.5307083778153048
"Asheville, NC Metro Area-Bus",2010,0.5307083778153043
"Asheville, NC Metro Area-Bus",2011,0.5307083778153041
"Asheville, NC Metro Area-Bus",2012,0.5307083778153046
"Asheville, NC Metro Area-Bus",2013,0.5307083778153067
"Asheville, NC Metro Area-Bus",2014,0.5307083778153076
"Asheville, NC Metro Area-Bus",2015,0.5307083778153046
"Asheville, NC Metro Area-Bus",2016,0.5307083778153062
"Asheville, NC Metro Area-Bus",2017,0.5307083778153079
"Asheville, NC Metro Area-Bus",2018,0.5307083778153061
"Athens-Clarke County, GA Metro Area-Bus",2006,2.044565446514409
"Athens-Clarke County, GA Metro Area-Bus",2007,2.044565446514406
"Athens-Clarke County, GA Metro Area-Bus",2008,2.044565446514405
"Athens-Clarke County, GA Metro Area-Bus",2009,2.044565446514409
"Athens-Clarke County, GA Metro Area-Bus",2010,2.0445654465144023
"Athens-Clarke County, GA Metro Area-Bus",2011,2.0445654465144028
"Athens-Clarke County, GA Metro Area-Bus",2012,2.0445654465144028
"Athens-Clarke County, GA Metro Area-Bus",2013,2.0445654465144063
"Athens-Clarke County, GA Metro Area-Bus",2014,2.044565446514407
"Athens-Clarke County, GA Metro Area-Bus",2015,2.0445654465144054
"Athens-Clarke County, GA Metro Area-Bus",2016,2.0445654465144094
"Athens-Clarke County, GA Metro Area-Bus",2017,2.0445654465144054
"Athens-Clarke County, GA Metro Area-Bus",2018,2.0445654465144063
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2002,0.7151612246025002
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2003,0.7151612246024979
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2004,0.7151612246025045
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2005,0.7151612246024985
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2006,0.7151612246024993
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2007,0.7151612246025005
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2008,0.7151612246025003
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2009,0.7151612246025021
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2010,0.7151612246024932
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2011,0.7151612246025021
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2012,0.7151612246024984
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2013,0.7151612246025003
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2014,0.7151612246025003
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2015,0.7151612246025006
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2016,0.7151612246024996
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2017,0.7151612246024956
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2018,0.715161224602495
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2002,0.9935724781898152
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2003,0.9935724781898124
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2004,0.9935724781898208
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2005,0.9935724781898123
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2006,0.9935724781898104
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2007,0.9935724781898162
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2008,0.9935724781898159
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2009,0.9935724781898199
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2010,0.99357247818981
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2011,0.9935724781898154
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2012,0.993572478189815
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2013,0.9935724781898125
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2014,0.9935724781898142
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2015,0.9935724781898179
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2016,0.9935724781898189
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2017,0.9935724781898153
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2018,0.99357247818981
"Augusta-Richmond County, GA-SC Metro Area-Bus",2006,0.2787305604823623
"Augusta-Richmond County, GA-SC Metro Area-Bus",2007,0.2787305604823579
"Augusta-Richmond County, GA-SC Metro Area-Bus",2008,0.278730560482361
"Augusta-Richmond County, GA-SC Metro Area-Bus",2009,0.2787305604823592
"Augusta-Richmond County, GA-SC Metro Area-Bus",2010,0.27873056048235934
"Augusta-Richmond County, GA-SC Metro Area-Bus",2011,0.27873056048235806
"Augusta-Richmond County, GA-SC Metro Area-Bus",2012,0.2787305604823606
"Augusta-Richmond County, GA-SC Metro Area-Bus",2013,0.2787305604823543
"Augusta-Richmond County, GA-SC Metro Area-Bus",2014,0.2787305604823589
"Augusta-Richmond County, GA-SC Metro Area-Bus",2015,0.27873056048236067
"Augusta-Richmond County, GA-SC Metro Area-Bus",2016,0.27873056048236017
"Augusta-Richmond County, GA-SC Metro Area-Bus",2017,0.27873056048236067
"Augusta-Richmond County, GA-SC Metro Area-Bus",2018,0.2787305604823581
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2002,0.7945638759790127
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2003,0.7945638759790066
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2004,0.7945638759790126
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2005,0.794563875979012
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2006,0.7945638759790143
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2007,0.794563875979012
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2008,0.7945638759790117
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2009,0.7945638759790113
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2010,0.7945638759790116
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2011,0.7945638759790132
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2012,0.7945638759790083
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2013,0.7945638759790046
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2014,0.7945638759790088
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2015,0.7945638759790122
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2016,0.7945638759790123
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2017,0.794563875979014
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2018,0.7945638759790133
"Bakersfield-Delano, CA Metro Area-Bus",2004,0.48509313148573857
"Bakersfield-Delano, CA Metro Area-Bus",2005,0.48509313148574257
"Bakersfield-Delano, CA Metro Area-Bus",2006,0.485093131485739
"Bakersfield-Delano, CA Metro Area-Bus",2007,0.48509313148574024
"Bakersfield-Delano, CA Metro Area-Bus",2008,0.4850931314857425
"Bakersfield-Delano, CA Metro Area-Bus",2009,0.4850931314857415
"Bakersfield-Delano, CA Metro Area-Bus",2010,0.4850931314857403
"Bakersfield-Delano, CA Metro Area-Bus",2011,0.48509313148574124
"Bakersfield-Delano, CA Metro Area-Bus",2012,0.4850931314857419
"Bakersfield-Delano, CA Metro Area-Bus",2013,0.48509313148573907
"Bakersfield-Delano, CA Metro Area-Bus",2014,0.4850931314857422
"Bakersfield-Delano, CA Metro Area-Bus",2015,0.4850931314857403
"Bakersfield-Delano, CA Metro Area-Bus",2016,0.48509313148574035
"Bakersfield-Delano, CA Metro Area-Bus",2017,0.48509313148574496
"Bakersfield-Delano, CA Metro Area-Bus",2018,0.48509313148574196
"Baltimore-Towson, MD Metro Area-Bus",2002,1.052813268342469
"Baltimore-Towson, MD Metro Area-Bus",2003,1.0528132683424727
"Baltimore-Towson, MD Metro Area-Bus",2004,1.0528132683424698
"Baltimore-Towson, MD Metro Area-Bus",2005,1.0528132683424678
"Baltimore-Towson, MD Metro Area-Bus",2006,1.0528132683424751
"Baltimore-Towson, MD Metro Area-Bus",2007,1.0528132683424714
"Baltimore-Towson, MD Metro Area-Bus",2008,1.0528132683424722
"Baltimore-Towson, MD Metro Area-Bus",2009,1.0528132683424758
"Baltimore-Towson, MD Metro Area-Bus",2010,1.0528132683424745
"Baltimore-Towson, MD Metro Area-Bus",2011,1.0528132683424682
"Baltimore-Towson, MD Metro Area-Bus",2012,1.0528132683424694
"Baltimore-Towson, MD Metro Area-Bus",2013,1.0528132683424694
"Baltimore-Towson, MD Metro Area-Bus",2014,1.0528132683424676
"Baltimore-Towson, MD Metro Area-Bus",2015,1.05281326834247
"Baltimore-Towson, MD Metro Area-Bus",2016,1.052813268342469
"Baltimore-Towson, MD Metro Area-Bus",2017,1.05281326834247
"Baltimore-Towson, MD Metro Area-Bus",2018,1.0528132683424725
"Baltimore-Towson, MD Metro Area-Rail",2002,1.0834415443936833
"Baltimore-Towson, MD Metro Area-Rail",2003,1.0834415443936884
"Baltimore-Towson, MD Metro Area-Rail",2004,1.0834415443936845
"Baltimore-Towson, MD Metro Area-Rail",2005,1.0834415443936838
"Baltimore-Towson, MD Metro Area-Rail",2006,1.083441544393683
"Baltimore-Towson, MD Metro Area-Rail",2007,1.0834415443936787
"Baltimore-Towson, MD Metro Area-Rail",2008,1.0834415443936818
"Baltimore-Towson, MD Metro Area-Rail",2009,1.0834415443936813
"Baltimore-Towson, MD Metro Area-Rail",2010,1.0834415443936845
"Baltimore-Towson, MD Metro Area-Rail",2011,1.0834415443936753
"Baltimore-Towson, MD Metro Area-Rail",2012,1.0834415443936838
"Baltimore-Towson, MD Metro Area-Rail",2013,1.083441544393678
"Baltimore-Towson, MD Metro Area-Rail",2014,1.0834415443936822
"Baltimore-Towson, MD Metro Area-Rail",2015,1.0834415443936851
"Baltimore-Towson, MD Metro Area-Rail",2016,1.0834415443936838
"Baltimore-Towson, MD Metro Area-Rail",2017,1.0834415443936853
"Baltimore-Towson, MD Metro Area-Rail",2018,1.0834415443936796
"Baton Rouge, LA Metro Area-Bus",2004,0.4592383294926992
"Baton Rouge, LA Metro Area-Bus",2005,0.4592383294926974
"Baton Rouge, LA Metro Area-Bus",2006,0.45923832949270127
"Baton Rouge, LA Metro Area-Bus",2007,0.459238329492695
"Baton Rouge, LA Metro Area-Bus",2008,0.4592383294926943
"Baton Rouge, LA Metro Area-Bus",2009,0.4592383294926953
"Baton Rouge, LA Metro Area-Bus",2010,0.45923832949269955
"Baton Rouge, LA Metro Area-Bus",2011,0.45923832949270105
"Baton Rouge, LA Metro Area-Bus",2012,0.45923832949269994
"Baton Rouge, LA Metro Area-Bus",2013,0.4592383294926989
"Baton Rouge, LA Metro Area-Bus",2014,0.45923832949269555
"Baton Rouge, LA Metro Area-Bus",2015,0.45923832949269566
"Baton Rouge, LA Metro Area-Bus",2016,0.45923832949269716
"Baton Rouge, LA Metro Area-Bus",2017,0.45923832949270205
"Baton Rouge, LA Metro Area-Bus",2018,0.45923832949269705
"Bay City, MI Metro Area-Bus",2006,0.11981178680497698
"Bay City, MI Metro Area-Bus",2007,0.11981178680497945
"Bay City, MI Metro Area-Bus",2008,0.11981178680497753
"Bay City, MI Metro Area-Bus",2009,0.11981178680497626
"Bay City, MI Metro Area-Bus",2010,0.11981178680498074
"Bay City, MI Metro Area-Bus",2011,0.1198117868049779
"Bay City, MI Metro Area-Bus",2012,0.1198117868049792
"Bay City, MI Metro Area-Bus",2013,0.11981178680497825
"Bay City, MI Metro Area-Bus",2014,0.11981178680497855
"Bay City, MI Metro Area-Bus",2015,0.11981178680497848
"Bay City, MI Metro Area-Bus",2016,0.1198117868049775
"Bay City, MI Metro Area-Bus",2017,0.11981178680498394
"Bay City, MI Metro Area-Bus",2018,0.11981178680497978
"Beaumont-Port Arthur, TX Metro Area-Bus",2005,-0.14292360571487528
"Beaumont-Port Arthur, TX Metro Area-Bus",2006,-0.142923605714872
"Beaumont-Port Arthur, TX Metro Area-Bus",2007,-0.14292360571487622
"Beaumont-Port Arthur, TX Metro Area-Bus",2008,-0.14292360571487922
"Beaumont-Port Arthur, TX Metro Area-Bus",2009,-0.14292360571487706
"Beaumont-Port Arthur, TX Metro Area-Bus",2010,-0.14292360571487506
"Beaumont-Port Arthur, TX Metro Area-Bus",2011,-0.1429236057148735
"Beaumont-Port Arthur, TX Metro Area-Bus",2012,-0.14292360571487678
"Beaumont-Port Arthur, TX Metro Area-Bus",2013,-0.1429236057148787
"Beaumont-Port Arthur, TX Metro Area-Bus",2014,-0.14292360571487867
"Beaumont-Port Arthur, TX Metro Area-Bus",2015,-0.14292360571487706
"Beaumont-Port Arthur, TX Metro Area-Bus",2016,-0.1429236057148759
"Beaumont-Port Arthur, TX Metro Area-Bus",2017,-0.14292360571487692
"Beaumont-Port Arthur, TX Metro Area-Bus",2018,-0.14292360571487653
"Bellingham, WA Metro Area-Bus",2002,1.2429466753907459
"Bellingham, WA Metro Area-Bus",2003,1.2429466753907472
"Bellingham, WA Metro Area-Bus",2004,1.2429466753907468
"Bellingham, WA Metro Area-Bus",2005,1.2429466753907474
"Bellingham, WA Metro Area-Bus",2006,1.2429466753907448
"Bellingham, WA Metro Area-Bus",2007,1.2429466753907463
"Bellingham, WA Metro Area-Bus",2008,1.2429466753907488
"Bellingham, WA Metro Area-Bus",2009,1.242946675390749
"Bellingham, WA Metro Area-Bus",2010,1.2429466753907488
"Bellingham, WA Metro Area-Bus",2011,1.242946675390747
"Bellingham, WA Metro Area-Bus",2012,1.242946675390749
"Bellingham, WA Metro Area-Bus",2013,1.2429466753907485
"Bellingham, WA Metro Area-Bus",2014,1.2429466753907459
"Bellingham, WA Metro Area-Bus",2015,1.242946675390747
"Bellingham, WA Metro Area-Bus",2016,1.2429466753907465
"Bellingham, WA Metro Area-Bus",2017,1.242946675390748
"Bellingham, WA Metro Area-Bus",2018,1.2429466753907437
"Bend, OR Metro Area-Bus",2006,0.2709812936046523
"Bend, OR Metro Area-Bus",2007,0.27098129360465045
"Bend, OR Metro Area-Bus",2008,0.270981293604654
"Bend, OR Metro Area-Bus",2009,0.2709812936046526
"Bend, OR Metro Area-Bus",2010,0.27098129360465345
"Bend, OR Metro Area-Bus",2011,0.27098129360465273
"Bend, OR Metro Area-Bus",2012,0.27098129360465295
"Bend, OR Metro Area-Bus",2013,0.2709812936046533
"Bend, OR Metro Area-Bus",2014,0.27098129360465534
"Bend, OR Metro Area-Bus",2015,0.27098129360465345
"Bend, OR Metro Area-Bus",2016,0.27098129360465417
"Bend, OR Metro Area-Bus",2017,0.2709812936046563
"Bend, OR Metro Area-Bus",2018,0.27098129360465306
"Billings, MT Metro Area-Bus",2002,0.2912819819328949
"Billings, MT Metro Area-Bus",2003,0.291281981932892
"Billings, MT Metro Area-Bus",2004,0.2912819819328919
"Billings, MT Metro Area-Bus",2005,0.2912819819328917
"Billings, MT Metro Area-Bus",2006,0.2912819819328916
"Billings, MT Metro Area-Bus",2007,0.29128198193288957
"Billings, MT Metro Area-Bus",2008,0.29128198193289057
"Billings, MT Metro Area-Bus",2009,0.2912819819328925
"Billings, MT Metro Area-Bus",2010,0.2912819819328897
"Billings, MT Metro Area-Bus",2011,0.2912819819328893
"Billings, MT Metro Area-Bus",2012,0.291281981932891
"Billings, MT Metro Area-Bus",2013,0.2912819819328937
"Billings, MT Metro Area-Bus",2014,0.2912819819328909
"Billings, MT Metro Area-Bus",2015,0.291281981932891
"Billings, MT Metro Area-Bus",2016,0.29128198193289057
"Billings, MT Metro Area-Bus",2017,0.29128198193289223
