,CBSA,Mode,Year,Mechanical_Failures,Other_Failures,Total_Failures
3217,31900.0,Bus,2006,0.0,0.0,0.0
3218,31900.0,Bus,2007,0.0,0.0,0.0
3219,31900.0,Bus,2008,0.0,0.0,0.0
3220,31900.0,Bus,2009,16.0,12.0,28.0
3221,31900.0,Bus,2010,7.0,5.0,12.0
3222,31900.0,Bus,2011,0.0,0.0,0.0
3223,31900.0,Bus,2012,0.0,0.0,0.0
3224,31900.0,Bus,2013,0.0,0.0,0.0
3225,31900.0,Bus,2014,0.0,0.0,0.0
3226,31900.0,Bus,2015,0.0,0.0,0.0
3227,31900.0,Bus,2016,0.0,0.0,0.0
3228,31900.0,Bus,2017,0.0,0.0,0.0
3229,31900.0,Bus,2018,0.0,0.0,0.0
3230,32580.0,Bus,2002,0.0,0.0,0.0
3231,32580.0,Bus,2003,0.0,30.0,30.0
3232,32580.0,Bus,2004,0.0,28.0,28.0
3233,32580.0,Bus,2005,0.0,28.0,28.0
3234,32580.0,Bus,2006,20.0,7.0,27.0
3235,32580.0,Bus,2007,19.0,3.0,22.0
3236,32580.0,Bus,2008,23.0,0.0,23.0
3237,32580.0,Bus,2009,34.0,0.0,34.0
3238,32580.0,Bus,2010,45.0,0.0,45.0
3239,32580.0,Bus,2011,0.0,0.0,0.0
3240,32580.0,Bus,2012,0.0,0.0,0.0
3241,32580.0,Bus,2013,0.0,0.0,0.0
3242,32580.0,Bus,2014,0.0,0.0,0.0
3243,32580.0,Bus,2015,17.0,127.0,144.0
3244,32580.0,Bus,2016,22.0,94.0,116.0
3245,32580.0,Bus,2017,58.0,136.0,194.0
3246,32580.0,Bus,2018,23.0,86.0,109.0
3247,32780.0,Bus,2002,0.0,2.0,2.0
3248,32780.0,Bus,2003,0.0,7.0,7.0
3249,32780.0,Bus,2004,0.0,0.0,0.0
3250,32780.0,Bus,2005,1.0,3.0,4.0
3251,32780.0,Bus,2006,3.0,3.0,6.0
3252,32780.0,Bus,2007,6.0,3.0,9.0
3253,32780.0,Bus,2008,4.0,10.0,14.0
3254,32780.0,Bus,2009,38.0,29.0,67.0
3255,32780.0,Bus,2010,67.0,25.0,92.0
3256,32780.0,Bus,2011,74.0,59.0,133.0
3257,32780.0,Bus,2012,62.0,64.0,126.0
3258,32780.0,Bus,2013,45.0,113.0,158.0
3259,32780.0,Bus,2014,70.0,84.0,154.0
3260,32780.0,Bus,2015,60.0,171.0,231.0
3261,32780.0,Bus,2016,41.0,60.0,101.0
3262,32780.0,Bus,2017,84.0,79.0,163.0
3263,32780.0,Bus,2018,84.0,54.0,138.0
3264,32820.0,Bus,2002,2614.0,1385.0,3999.0
3265,32820.0,Bus,2003,1679.0,2112.0,3791.0
3266,32820.0,Bus,2004,1442.0,2501.0,3943.0
3267,32820.0,Bus,2005,1337.0,2487.0,3824.0
3268,32820.0,Bus,2006,1434.0,2476.0,3910.0
3269,32820.0,Bus,2007,1505.0,3103.0,4608.0
3270,32820.0,Bus,2008,1468.0,2660.0,4128.0
3271,32820.0,Bus,2009,1335.0,3156.0,4491.0
3272,32820.0,Bus,2010,474.0,4061.0,4535.0
3273,32820.0,Bus,2011,445.0,3748.0,4193.0
3274,32820.0,Bus,2012,432.0,2777.0,3209.0
3275,32820.0,Bus,2013,436.0,2395.0,2831.0
3276,32820.0,Bus,2014,382.0,1903.0,2285.0
3277,32820.0,Bus,2015,181.0,1479.0,1660.0
3278,32820.0,Bus,2016,196.0,1523.0,1719.0
3279,32820.0,Bus,2017,219.0,1707.0,1926.0
3280,32820.0,Bus,2018,215.0,1604.0,1819.0
3281,32820.0,Rail,2002,23.0,103.0,126.0
3282,32820.0,Rail,2003,48.0,300.0,348.0
3283,32820.0,Rail,2004,48.0,300.0,348.0
3284,32820.0,Rail,2005,27.0,483.0,510.0
3285,32820.0,Rail,2006,55.0,237.0,292.0
3286,32820.0,Rail,2007,64.0,283.0,347.0
3287,32820.0,Rail,2008,69.0,378.0,447.0
3288,32820.0,Rail,2009,44.0,511.0,555.0
3289,32820.0,Rail,2010,39.0,444.0,483.0
3290,32820.0,Rail,2011,75.0,823.0,898.0
3291,32820.0,Rail,2012,84.0,793.0,877.0
3292,32820.0,Rail,2013,92.0,797.0,889.0
3293,32820.0,Rail,2014,89.0,540.0,629.0
3294,32820.0,Rail,2015,0.0,0.0,0.0
3295,32820.0,Rail,2016,0.0,0.0,0.0
3296,32820.0,Rail,2017,0.0,0.0,0.0
3297,32820.0,Rail,2018,0.0,70.0,70.0
3298,32900.0,Bus,2002,98.0,81.0,179.0
3299,32900.0,Bus,2003,85.0,37.0,122.0
3300,32900.0,Bus,2004,51.0,32.0,83.0
3301,32900.0,Bus,2005,131.0,143.0,274.0
3302,32900.0,Bus,2006,108.0,144.0,252.0
3303,32900.0,Bus,2007,0.0,0.0,0.0
3304,32900.0,Bus,2008,13.0,264.0,277.0
3305,32900.0,Bus,2009,7.0,225.0,232.0
3306,32900.0,Bus,2010,6.0,211.0,217.0
3307,32900.0,Bus,2011,8.0,200.0,208.0
3308,32900.0,Bus,2012,6.0,38.0,44.0
3309,32900.0,Bus,2013,37.0,113.0,150.0
3310,32900.0,Bus,2014,26.0,91.0,117.0
3311,32900.0,Bus,2015,26.0,64.0,90.0
3312,32900.0,Bus,2016,39.0,39.0,78.0
3313,32900.0,Bus,2017,53.0,34.0,87.0
3314,32900.0,Bus,2018,31.0,72.0,103.0
3315,33100.0,Bus,2002,13399.0,4369.0,17768.0
3316,33100.0,Bus,2003,8069.0,4876.0,12945.0
3317,33100.0,Bus,2004,8291.0,5969.0,14260.0
3318,33100.0,Bus,2005,9974.0,7503.0,17477.0
3319,33100.0,Bus,2006,11724.0,9096.0,20820.0
3320,33100.0,Bus,2007,9847.0,6479.0,16326.0
3321,33100.0,Bus,2008,9841.0,6981.0,16822.0
3322,33100.0,Bus,2009,10698.0,4897.0,15595.0
3323,33100.0,Bus,2010,8207.0,4393.0,12600.0
3324,33100.0,Bus,2011,7342.0,9405.0,16747.0
3325,33100.0,Bus,2012,7911.0,7344.0,15255.0
3326,33100.0,Bus,2013,8620.0,10358.0,18978.0
3327,33100.0,Bus,2014,11858.0,10801.0,22659.0
3328,33100.0,Bus,2015,13251.0,10702.0,23953.0
3329,33100.0,Bus,2016,13374.0,9762.0,23136.0
3330,33100.0,Bus,2017,7090.0,12501.0,19591.0
3331,33100.0,Bus,2018,8321.0,12405.0,20726.0
3332,33100.0,Rail,2002,2219.0,378.0,2597.0
3333,33100.0,Rail,2003,1908.0,388.0,2296.0
3334,33100.0,Rail,2004,1933.0,250.0,2183.0
3335,33100.0,Rail,2005,1677.0,625.0,2302.0
3336,33100.0,Rail,2006,1836.0,905.0,2741.0
3337,33100.0,Rail,2007,1705.0,774.0,2479.0
3338,33100.0,Rail,2008,1698.0,686.0,2384.0
3339,33100.0,Rail,2009,2763.0,748.0,3511.0
3340,33100.0,Rail,2010,2224.0,466.0,2690.0
3341,33100.0,Rail,2011,414.0,2472.0,2886.0
3342,33100.0,Rail,2012,467.0,2974.0,3441.0
3343,33100.0,Rail,2013,432.0,2655.0,3087.0
3344,33100.0,Rail,2014,476.0,2697.0,3173.0
3345,33100.0,Rail,2015,480.0,2678.0,3158.0
3346,33100.0,Rail,2016,297.0,2480.0,2777.0
3347,33100.0,Rail,2017,488.0,2297.0,2785.0
3348,33100.0,Rail,2018,561.0,1941.0,2502.0
3349,33340.0,Bus,2002,3089.0,4368.0,7457.0
3350,33340.0,Bus,2003,2821.0,3948.0,6769.0
3351,33340.0,Bus,2004,2706.0,3620.0,6326.0
3352,33340.0,Bus,2005,2815.0,3386.0,6201.0
3353,33340.0,Bus,2006,2798.0,3276.0,6074.0
3354,33340.0,Bus,2007,3282.0,3555.0,6837.0
3355,33340.0,Bus,2008,3805.0,3865.0,7670.0
3356,33340.0,Bus,2009,3231.0,3860.0,7091.0
3357,33340.0,Bus,2010,3096.0,3799.0,6895.0
3358,33340.0,Bus,2011,3063.0,3820.0,6883.0
3359,33340.0,Bus,2012,2712.0,3499.0,6211.0
3360,33340.0,Bus,2013,3900.0,3865.0,7765.0
3361,33340.0,Bus,2014,666.0,401.0,1067.0
3362,33340.0,Bus,2015,722.0,659.0,1381.0
3363,33340.0,Bus,2016,460.0,486.0,946.0
3364,33340.0,Bus,2017,988.0,705.0,1693.0
3365,33340.0,Bus,2018,3204.0,2843.0,6047.0
3366,33460.0,Bus,2002,2149.0,16557.0,18706.0
3367,33460.0,Bus,2003,5778.0,4838.0,10616.0
3368,33460.0,Bus,2004,1459.0,7699.0,9158.0
3369,33460.0,Bus,2005,533.0,8758.0,9291.0
3370,33460.0,Bus,2006,800.0,8862.0,9662.0
3371,33460.0,Bus,2007,1079.0,9547.0,10626.0
3372,33460.0,Bus,2008,990.0,8836.0,9826.0
3373,33460.0,Bus,2009,1285.0,8496.0,9781.0
3374,33460.0,Bus,2010,1337.0,7682.0,9019.0
3375,33460.0,Bus,2011,1059.0,8456.0,9515.0
3376,33460.0,Bus,2012,648.0,7749.0,8397.0
3377,33460.0,Bus,2013,760.0,8315.0,9075.0
3378,33460.0,Bus,2014,896.0,8124.0,9020.0
3379,33460.0,Bus,2015,946.0,7978.0,8924.0
3380,33460.0,Bus,2016,1063.0,6603.0,7666.0
3381,33460.0,Bus,2017,1178.0,6283.0,7461.0
3382,33460.0,Bus,2018,1140.0,6517.0,7657.0
3383,33460.0,Rail,2002,0.0,0.0,0.0
3384,33460.0,Rail,2003,0.0,0.0,0.0
3385,33460.0,Rail,2004,36.0,1.0,37.0
3386,33460.0,Rail,2005,0.0,57.0,57.0
3387,33460.0,Rail,2006,4.0,26.0,30.0
3388,33460.0,Rail,2007,3.0,42.0,45.0
3389,33460.0,Rail,2008,29.0,5.0,34.0
3390,33460.0,Rail,2009,98.0,94.0,192.0
3391,33460.0,Rail,2010,103.0,82.0,185.0
3392,33460.0,Rail,2011,108.0,87.0,195.0
3393,33460.0,Rail,2012,67.0,119.0,186.0
3394,33460.0,Rail,2013,81.0,58.0,139.0
3395,33460.0,Rail,2014,140.0,211.0,351.0
3396,33460.0,Rail,2015,179.0,169.0,348.0
3397,33460.0,Rail,2016,184.0,110.0,294.0
3398,33460.0,Rail,2017,103.0,132.0,235.0
3399,33460.0,Rail,2018,113.0,312.0,425.0
3400,33540.0,Bus,2002,16.0,25.0,41.0
3401,33540.0,Bus,2003,28.0,28.0,56.0
3402,33540.0,Bus,2004,28.0,18.0,46.0
3403,33540.0,Bus,2005,20.0,7.0,27.0
3404,33540.0,Bus,2006,31.0,10.0,41.0
3405,33540.0,Bus,2007,31.0,17.0,48.0
3406,33540.0,Bus,2008,53.0,24.0,77.0
3407,33540.0,Bus,2009,63.0,9.0,72.0
3408,33540.0,Bus,2010,52.0,28.0,80.0
3409,33540.0,Bus,2011,26.0,30.0,56.0
3410,33540.0,Bus,2012,51.0,70.0,121.0
3411,33540.0,Bus,2013,41.0,49.0,90.0
3412,33540.0,Bus,2014,20.0,19.0,39.0
3413,33540.0,Bus,2015,30.0,20.0,50.0
3414,33540.0,Bus,2016,25.0,16.0,41.0
3415,33540.0,Bus,2017,34.0,60.0,94.0
3416,33540.0,Bus,2018,68.0,89.0,157.0
3417,33660.0,Bus,2002,0.0,0.0,0.0
3418,33660.0,Bus,2003,359.0,145.0,504.0
3419,33660.0,Bus,2004,360.0,108.0,468.0
3420,33660.0,Bus,2005,199.0,89.0,288.0
3421,33660.0,Bus,2006,163.0,98.0,261.0
3422,33660.0,Bus,2007,183.0,107.0,290.0
3423,33660.0,Bus,2008,71.0,217.0,288.0
3424,33660.0,Bus,2009,54.0,223.0,277.0
3425,33660.0,Bus,2010,14.0,188.0,202.0
3426,33660.0,Bus,2011,49.0,42.0,91.0
3427,33660.0,Bus,2012,39.0,40.0,79.0
3428,33660.0,Bus,2013,52.0,92.0,144.0
3429,33660.0,Bus,2014,74.0,149.0,223.0
3430,33660.0,Bus,2015,119.0,166.0,285.0
3431,33660.0,Bus,2016,101.0,163.0,264.0
3432,33660.0,Bus,2017,45.0,124.0,169.0
3433,33660.0,Bus,2018,45.0,153.0,198.0
3434,33700.0,Bus,2002,98.0,81.0,179.0
3435,33700.0,Bus,2003,85.0,37.0,122.0
3436,33700.0,Bus,2004,51.0,32.0,83.0
3437,33700.0,Bus,2005,131.0,143.0,274.0
3438,33700.0,Bus,2006,108.0,144.0,252.0
3439,33700.0,Bus,2007,0.0,0.0,0.0
3440,33700.0,Bus,2008,4.0,6.0,10.0
3441,33700.0,Bus,2009,73.0,38.0,111.0
3442,33700.0,Bus,2010,102.0,43.0,145.0
3443,33700.0,Bus,2011,97.0,55.0,152.0
3444,33700.0,Bus,2012,107.0,49.0,156.0
3445,33700.0,Bus,2013,93.0,28.0,121.0
3446,33700.0,Bus,2014,50.0,23.0,73.0
3447,33700.0,Bus,2015,63.0,12.0,75.0
3448,33700.0,Bus,2016,37.0,20.0,57.0
3449,33700.0,Bus,2017,61.0,13.0,74.0
3450,33700.0,Bus,2018,35.0,35.0,70.0
3451,33740.0,Bus,2002,42.0,62.0,104.0
3452,33740.0,Bus,2003,5.0,3.0,8.0
3453,33740.0,Bus,2004,30.0,50.0,80.0
3454,33740.0,Bus,2005,35.0,45.0,80.0
3455,33740.0,Bus,2006,30.0,51.0,81.0
3456,33740.0,Bus,2007,37.0,68.0,105.0
3457,33740.0,Bus,2008,52.0,88.0,140.0
3458,33740.0,Bus,2009,43.0,110.0,153.0
3459,33740.0,Bus,2010,64.0,156.0,220.0
3460,33740.0,Bus,2011,0.0,0.0,0.0
3461,33740.0,Bus,2012,0.0,0.0,0.0
3462,33740.0,Bus,2013,0.0,0.0,0.0
3463,33740.0,Bus,2014,0.0,0.0,0.0
3464,33740.0,Bus,2015,0.0,0.0,0.0
3465,33740.0,Bus,2016,0.0,0.0,0.0
3466,33740.0,Bus,2017,0.0,0.0,0.0
3467,33740.0,Bus,2018,0.0,0.0,0.0
3468,33860.0,Bus,2002,97.0,6.0,103.0
3469,33860.0,Bus,2003,0.0,67.0,67.0
3470,33860.0,Bus,2004,77.0,0.0,77.0
3471,33860.0,Bus,2005,104.0,0.0,104.0
3472,33860.0,Bus,2006,80.0,0.0,80.0
3473,33860.0,Bus,2007,107.0,0.0,107.0
3474,33860.0,Bus,2008,131.0,0.0,131.0
3475,33860.0,Bus,2009,165.0,12.0,177.0
3476,33860.0,Bus,2010,119.0,20.0,139.0
3477,33860.0,Bus,2011,127.0,25.0,152.0
3478,33860.0,Bus,2012,95.0,23.0,118.0
3479,33860.0,Bus,2013,90.0,13.0,103.0
3480,33860.0,Bus,2014,124.0,24.0,148.0
3481,33860.0,Bus,2015,60.0,14.0,74.0
3482,33860.0,Bus,2016,55.0,22.0,77.0
3483,33860.0,Bus,2017,65.0,34.0,99.0
3484,33860.0,Bus,2018,55.0,27.0,82.0
3485,34060.0,Bus,2002,0.0,0.0,0.0
3486,34060.0,Bus,2003,0.0,0.0,0.0
3487,34060.0,Bus,2004,0.0,0.0,0.0
3488,34060.0,Bus,2005,46.0,3.0,49.0
3489,34060.0,Bus,2006,64.0,8.0,72.0
3490,34060.0,Bus,2007,89.0,27.0,116.0
3491,34060.0,Bus,2008,72.0,34.0,106.0
3492,34060.0,Bus,2009,133.0,58.0,191.0
3493,34060.0,Bus,2010,127.0,27.0,154.0
3494,34060.0,Bus,2011,0.0,0.0,0.0
3495,34060.0,Bus,2012,0.0,0.0,0.0
3496,34060.0,Bus,2013,0.0,0.0,0.0
3497,34060.0,Bus,2014,0.0,0.0,0.0
3498,34060.0,Bus,2015,0.0,0.0,0.0
3499,34060.0,Bus,2016,0.0,0.0,0.0
3500,34060.0,Bus,2017,0.0,0.0,0.0
3501,34060.0,Bus,2018,0.0,0.0,0.0
3502,34060.0,Rail,2002,0.0,0.0,0.0
3503,34060.0,Rail,2003,0.0,0.0,0.0
3504,34060.0,Rail,2004,0.0,0.0,0.0
3505,34060.0,Rail,2005,0.0,0.0,0.0
3506,34060.0,Rail,2006,0.0,0.0,0.0
3507,34060.0,Rail,2007,0.0,0.0,0.0
3508,34060.0,Rail,2008,0.0,0.0,0.0
3509,34060.0,Rail,2009,0.0,0.0,0.0
3510,34060.0,Rail,2010,0.0,0.0,0.0
3511,34060.0,Rail,2011,0.0,0.0,0.0
3512,34060.0,Rail,2012,234.0,225.0,459.0
3513,34060.0,Rail,2013,251.0,181.0,432.0
3514,34060.0,Rail,2014,246.0,189.0,435.0
3515,34060.0,Rail,2015,245.0,184.0,429.0
3516,34060.0,Rail,2016,288.0,224.0,512.0
3517,34060.0,Rail,2017,301.0,237.0,538.0
3518,34060.0,Rail,2018,189.0,261.0,450.0
3519,34580.0,Bus,2002,0.0,0.0,0.0
3520,34580.0,Bus,2003,0.0,0.0,0.0
3521,34580.0,Bus,2004,21.0,6.0,27.0
3522,34580.0,Bus,2005,25.0,9.0,34.0
3523,34580.0,Bus,2006,41.0,167.0,208.0
3524,34580.0,Bus,2007,30.0,9.0,39.0
3525,34580.0,Bus,2008,33.0,4.0,37.0
3526,34580.0,Bus,2009,28.0,7.0,35.0
3527,34580.0,Bus,2010,17.0,1.0,18.0
3528,34580.0,Bus,2011,19.0,1.0,20.0
3529,34580.0,Bus,2012,23.0,11.0,34.0
3530,34580.0,Bus,2013,17.0,1.0,18.0
3531,34580.0,Bus,2014,21.0,4.0,25.0
3532,34580.0,Bus,2015,16.0,10.0,26.0
3533,34580.0,Bus,2016,17.0,4.0,21.0
3534,34580.0,Bus,2017,35.0,7.0,42.0
3535,34580.0,Bus,2018,22.0,17.0,39.0
3536,34620.0,Bus,2002,39.0,100.0,139.0
3537,34620.0,Bus,2003,28.0,90.0,118.0
3538,34620.0,Bus,2004,30.0,104.0,134.0
3539,34620.0,Bus,2005,30.0,117.0,147.0
3540,34620.0,Bus,2006,16.0,81.0,97.0
3541,34620.0,Bus,2007,10.0,46.0,56.0
3542,34620.0,Bus,2008,7.0,52.0,59.0
3543,34620.0,Bus,2009,10.0,44.0,54.0
3544,34620.0,Bus,2010,21.0,40.0,61.0
3545,34620.0,Bus,2011,8.0,45.0,53.0
3546,34620.0,Bus,2012,6.0,28.0,34.0
3547,34620.0,Bus,2013,8.0,19.0,27.0
3548,34620.0,Bus,2014,1.0,0.0,1.0
3549,34620.0,Bus,2015,0.0,26.0,26.0
3550,34620.0,Bus,2016,0.0,32.0,32.0
3551,34620.0,Bus,2017,0.0,24.0,24.0
3552,34620.0,Bus,2018,0.0,37.0,37.0
3553,34740.0,Bus,2002,41.0,11.0,52.0
3554,34740.0,Bus,2003,71.0,20.0,91.0
3555,34740.0,Bus,2004,78.0,19.0,97.0
3556,34740.0,Bus,2005,62.0,27.0,89.0
3557,34740.0,Bus,2006,85.0,24.0,109.0
3558,34740.0,Bus,2007,48.0,37.0,85.0
3559,34740.0,Bus,2008,68.0,69.0,137.0
3560,34740.0,Bus,2009,6.0,29.0,35.0
3561,34740.0,Bus,2010,7.0,38.0,45.0
3562,34740.0,Bus,2011,0.0,0.0,0.0
3563,34740.0,Bus,2012,0.0,0.0,0.0
3564,34740.0,Bus,2013,0.0,0.0,0.0
3565,34740.0,Bus,2014,0.0,0.0,0.0
3566,34740.0,Bus,2015,0.0,0.0,0.0
3567,34740.0,Bus,2016,0.0,0.0,0.0
3568,34740.0,Bus,2017,0.0,0.0,0.0
3569,34740.0,Bus,2018,0.0,0.0,0.0
3570,34820.0,Bus,2002,4.0,77.0,81.0
3571,34820.0,Bus,2003,14.0,6.0,20.0
3572,34820.0,Bus,2004,41.0,0.0,41.0
3573,34820.0,Bus,2005,45.0,0.0,45.0
3574,34820.0,Bus,2006,50.0,0.0,50.0
3575,34820.0,Bus,2007,43.0,0.0,43.0
3576,34820.0,Bus,2008,38.0,10.0,48.0
3577,34820.0,Bus,2009,41.0,14.0,55.0
3578,34820.0,Bus,2010,37.0,12.0,49.0
3579,34820.0,Bus,2011,40.0,65.0,105.0
3580,34820.0,Bus,2012,40.0,151.0,191.0
3581,34820.0,Bus,2013,27.0,144.0,171.0
3582,34820.0,Bus,2014,29.0,213.0,242.0
3583,34820.0,Bus,2015,141.0,95.0,236.0
3584,34820.0,Bus,2016,0.0,0.0,0.0
3585,34820.0,Bus,2017,0.0,0.0,0.0
3586,34820.0,Bus,2018,0.0,0.0,0.0
3587,34900.0,Bus,2002,0.0,0.0,0.0
3588,34900.0,Bus,2003,0.0,0.0,0.0
3589,34900.0,Bus,2004,0.0,0.0,0.0
3590,34900.0,Bus,2005,0.0,0.0,0.0
3591,34900.0,Bus,2006,0.0,0.0,0.0
3592,34900.0,Bus,2007,0.0,0.0,0.0
3593,34900.0,Bus,2008,0.0,0.0,0.0
3594,34900.0,Bus,2009,180.0,64.0,244.0
3595,34900.0,Bus,2010,217.0,41.0,258.0
3596,34900.0,Bus,2011,11.0,19.0,30.0
3597,34900.0,Bus,2012,41.0,31.0,72.0
3598,34900.0,Bus,2013,153.0,155.0,308.0
3599,34900.0,Bus,2014,234.0,196.0,430.0
3600,34900.0,Bus,2015,210.0,90.0,300.0
3601,34900.0,Bus,2016,222.0,79.0,301.0
3602,34900.0,Bus,2017,264.0,105.0,369.0
3603,34900.0,Bus,2018,205.0,77.0,282.0
3604,34940.0,Bus,2002,0.0,0.0,0.0
3605,34940.0,Bus,2003,0.0,0.0,0.0
3606,34940.0,Bus,2004,0.0,0.0,0.0
3607,34940.0,Bus,2005,0.0,0.0,0.0
3608,34940.0,Bus,2006,0.0,0.0,0.0
3609,34940.0,Bus,2007,0.0,0.0,0.0
3610,34940.0,Bus,2008,0.0,0.0,0.0
3611,34940.0,Bus,2009,109.0,33.0,142.0
3612,34940.0,Bus,2010,105.0,21.0,126.0
3613,34940.0,Bus,2011,77.0,11.0,88.0
3614,34940.0,Bus,2012,68.0,9.0,77.0
3615,34940.0,Bus,2013,52.0,2.0,54.0
3616,34940.0,Bus,2014,28.0,1.0,29.0
3617,34940.0,Bus,2015,31.0,0.0,31.0
3618,34940.0,Bus,2016,23.0,0.0,23.0
3619,34940.0,Bus,2017,94.0,27.0,121.0
3620,34940.0,Bus,2018,98.0,54.0,152.0
3621,34980.0,Bus,2002,240.0,860.0,1100.0
3622,34980.0,Bus,2003,292.0,1034.0,1326.0
3623,34980.0,Bus,2004,297.0,1234.0,1531.0
3624,34980.0,Bus,2005,110.0,875.0,985.0
3625,34980.0,Bus,2006,640.0,497.0,1137.0
3626,34980.0,Bus,2007,773.0,499.0,1272.0
3627,34980.0,Bus,2008,784.0,715.0,1499.0
3628,34980.0,Bus,2009,704.0,567.0,1271.0
3629,34980.0,Bus,2010,817.0,576.0,1393.0
3630,34980.0,Bus,2011,891.0,522.0,1413.0
3631,34980.0,Bus,2012,668.0,434.0,1102.0
3632,34980.0,Bus,2013,742.0,298.0,1040.0
3633,34980.0,Bus,2014,882.0,279.0,1161.0
3634,34980.0,Bus,2015,616.0,277.0,893.0
3635,34980.0,Bus,2016,920.0,377.0,1297.0
3636,34980.0,Bus,2017,1040.0,151.0,1191.0
3637,34980.0,Bus,2018,2365.0,916.0,3281.0
3638,34980.0,Rail,2002,0.0,0.0,0.0
3639,34980.0,Rail,2003,0.0,0.0,0.0
3640,34980.0,Rail,2004,0.0,0.0,0.0
3641,34980.0,Rail,2005,0.0,0.0,0.0
3642,34980.0,Rail,2006,0.0,0.0,0.0
3643,34980.0,Rail,2007,0.0,0.0,0.0
3644,34980.0,Rail,2008,1.0,0.0,1.0
3645,34980.0,Rail,2009,1.0,0.0,1.0
3646,34980.0,Rail,2010,0.0,0.0,0.0
3647,34980.0,Rail,2011,5.0,3.0,8.0
3648,34980.0,Rail,2012,5.0,4.0,9.0
3649,34980.0,Rail,2013,5.0,2.0,7.0
3650,34980.0,Rail,2014,3.0,0.0,3.0
3651,34980.0,Rail,2015,0.0,0.0,0.0
3652,34980.0,Rail,2016,3.0,0.0,3.0
3653,34980.0,Rail,2017,3.0,5.0,8.0
3654,34980.0,Rail,2018,4.0,0.0,4.0
3655,35300.0,Bus,2002,1863.0,1495.0,3358.0
3656,35300.0,Bus,2003,2127.0,1635.0,3762.0
3657,35300.0,Bus,2004,2135.0,1557.0,3692.0
3658,35300.0,Bus,2005,1902.0,2146.0,4048.0
3659,35300.0,Bus,2006,1872.0,2211.0,4083.0
3660,35300.0,Bus,2007,1944.0,2229.0,4173.0
3661,35300.0,Bus,2008,2203.0,2265.0,4468.0
3662,35300.0,Bus,2009,2497.0,2122.0,4619.0
3663,35300.0,Bus,2010,2634.0,2269.0,4903.0
3664,35300.0,Bus,2011,2389.0,2094.0,4483.0
3665,35300.0,Bus,2012,2246.0,3229.0,5475.0
3666,35300.0,Bus,2013,1521.0,3167.0,4688.0
3667,35300.0,Bus,2014,1150.0,3545.0,4695.0
3668,35300.0,Bus,2015,1121.0,3246.0,4367.0
3669,35300.0,Bus,2016,1170.0,2785.0,3955.0
3670,35300.0,Bus,2017,987.0,2511.0,3498.0
3671,35300.0,Bus,2018,602.0,2538.0,3140.0
3672,35380.0,Bus,2002,2498.0,4413.0,6911.0
3673,35380.0,Bus,2003,1971.0,3627.0,5598.0
3674,35380.0,Bus,2004,2127.0,3079.0,5206.0
3675,35380.0,Bus,2005,0.0,0.0,0.0
3676,35380.0,Bus,2006,2330.0,1679.0,4009.0
3677,35380.0,Bus,2007,1231.0,496.0,1727.0
3678,35380.0,Bus,2008,967.0,420.0,1387.0
3679,35380.0,Bus,2009,1261.0,986.0,2247.0
3680,35380.0,Bus,2010,532.0,842.0,1374.0
3681,35380.0,Bus,2011,330.0,736.0,1066.0
3682,35380.0,Bus,2012,272.0,564.0,836.0
3683,35380.0,Bus,2013,445.0,697.0,1142.0
3684,35380.0,Bus,2014,491.0,917.0,1408.0
3685,35380.0,Bus,2015,705.0,840.0,1545.0
3686,35380.0,Bus,2016,694.0,918.0,1612.0
3687,35380.0,Bus,2017,616.0,943.0,1559.0
3688,35380.0,Bus,2018,733.0,1018.0,1751.0
3689,35380.0,Rail,2002,96.0,44.0,140.0
3690,35380.0,Rail,2003,71.0,62.0,133.0
3691,35380.0,Rail,2004,137.0,62.0,199.0
3692,35380.0,Rail,2005,0.0,0.0,0.0
3693,35380.0,Rail,2006,105.0,26.0,131.0
3694,35380.0,Rail,2007,56.0,15.0,71.0
3695,35380.0,Rail,2008,111.0,36.0,147.0
3696,35380.0,Rail,2009,293.0,143.0,436.0
3697,35380.0,Rail,2010,233.0,382.0,615.0
3698,35380.0,Rail,2011,120.0,77.0,197.0
3699,35380.0,Rail,2012,74.0,54.0,128.0
3700,35380.0,Rail,2013,91.0,61.0,152.0
3701,35380.0,Rail,2014,97.0,70.0,167.0
3702,35380.0,Rail,2015,46.0,58.0,104.0
3703,35380.0,Rail,2016,75.0,87.0,162.0
3704,35380.0,Rail,2017,33.0,114.0,147.0
3705,35380.0,Rail,2018,37.0,129.0,166.0
3706,35620.0,Bus,2002,29724.0,19167.0,48891.0
3707,35620.0,Bus,2003,32830.0,13121.0,45951.0
3708,35620.0,Bus,2004,33971.0,12868.0,46839.0
3709,35620.0,Bus,2005,37859.0,11796.0,49655.0
3710,35620.0,Bus,2006,46706.0,13344.0,60050.0
3711,35620.0,Bus,2007,39343.0,16213.0,55556.0
3712,35620.0,Bus,2008,43062.0,16221.0,59283.0
3713,35620.0,Bus,2009,45038.0,15519.0,60557.0
3714,35620.0,Bus,2010,43351.0,16358.0,59709.0
3715,35620.0,Bus,2011,42578.0,16713.0,59291.0
3716,35620.0,Bus,2012,35069.0,16552.0,51621.0
3717,35620.0,Bus,2013,32783.0,16106.0,48889.0
3718,35620.0,Bus,2014,37931.0,17012.0,54943.0
3719,35620.0,Bus,2015,33124.0,17430.0,50554.0
3720,35620.0,Bus,2016,27862.0,17097.0,44959.0
