,CBSA,Mode,Year,Mechanical_Failures,Other_Failures,Total_Failures
100,10740.0,Rail,2017,13.0,4.0,17.0
101,10740.0,Rail,2018,13.0,8.0,21.0
102,10780.0,Bus,2002,9.0,64.0,73.0
103,10780.0,Bus,2003,9.0,73.0,82.0
104,10780.0,Bus,2004,11.0,105.0,116.0
105,10780.0,Bus,2005,28.0,102.0,130.0
106,10780.0,Bus,2006,41.0,107.0,148.0
107,10780.0,Bus,2007,53.0,56.0,109.0
108,10780.0,Bus,2008,54.0,41.0,95.0
109,10780.0,Bus,2009,58.0,58.0,116.0
110,10780.0,Bus,2010,54.0,55.0,109.0
111,10780.0,Bus,2011,0.0,0.0,0.0
112,10780.0,Bus,2012,0.0,0.0,0.0
113,10780.0,Bus,2013,0.0,0.0,0.0
114,10780.0,Bus,2014,0.0,0.0,0.0
115,10780.0,Bus,2015,0.0,0.0,0.0
116,10780.0,Bus,2016,0.0,0.0,0.0
117,10780.0,Bus,2017,0.0,0.0,0.0
118,10780.0,Bus,2018,0.0,0.0,0.0
119,10900.0,Bus,2002,174.0,136.0,310.0
120,10900.0,Bus,2003,173.0,136.0,309.0
121,10900.0,Bus,2004,221.0,153.0,374.0
122,10900.0,Bus,2005,202.0,141.0,343.0
123,10900.0,Bus,2006,50.0,417.0,467.0
124,10900.0,Bus,2007,37.0,410.0,447.0
125,10900.0,Bus,2008,36.0,468.0,504.0
126,10900.0,Bus,2009,245.0,480.0,725.0
127,10900.0,Bus,2010,77.0,388.0,465.0
128,10900.0,Bus,2011,24.0,468.0,492.0
129,10900.0,Bus,2012,22.0,418.0,440.0
130,10900.0,Bus,2013,20.0,364.0,384.0
131,10900.0,Bus,2014,24.0,416.0,440.0
132,10900.0,Bus,2015,28.0,432.0,460.0
133,10900.0,Bus,2016,32.0,456.0,488.0
134,10900.0,Bus,2017,46.0,458.0,504.0
135,10900.0,Bus,2018,71.0,424.0,495.0
136,11020.0,Bus,2002,147.0,62.0,209.0
137,11020.0,Bus,2003,172.0,62.0,234.0
138,11020.0,Bus,2004,176.0,77.0,253.0
139,11020.0,Bus,2005,168.0,98.0,266.0
140,11020.0,Bus,2006,127.0,103.0,230.0
141,11020.0,Bus,2007,110.0,71.0,181.0
142,11020.0,Bus,2008,71.0,77.0,148.0
143,11020.0,Bus,2009,80.0,94.0,174.0
144,11020.0,Bus,2010,66.0,67.0,133.0
145,11020.0,Bus,2011,45.0,80.0,125.0
146,11020.0,Bus,2012,40.0,78.0,118.0
147,11020.0,Bus,2013,54.0,36.0,90.0
148,11020.0,Bus,2014,43.0,41.0,84.0
149,11020.0,Bus,2015,47.0,32.0,79.0
150,11020.0,Bus,2016,23.0,30.0,53.0
151,11020.0,Bus,2017,40.0,36.0,76.0
152,11020.0,Bus,2018,63.0,47.0,110.0
153,11100.0,Bus,2002,102.0,126.0,228.0
154,11100.0,Bus,2003,23.0,254.0,277.0
155,11100.0,Bus,2004,52.0,195.0,247.0
156,11100.0,Bus,2005,40.0,202.0,242.0
157,11100.0,Bus,2006,12.0,309.0,321.0
158,11100.0,Bus,2007,5.0,197.0,202.0
159,11100.0,Bus,2008,7.0,181.0,188.0
160,11100.0,Bus,2009,65.0,50.0,115.0
161,11100.0,Bus,2010,19.0,144.0,163.0
162,11100.0,Bus,2011,20.0,78.0,98.0
163,11100.0,Bus,2012,16.0,114.0,130.0
164,11100.0,Bus,2013,14.0,62.0,76.0
165,11100.0,Bus,2014,14.0,81.0,95.0
166,11100.0,Bus,2015,0.0,0.0,0.0
167,11100.0,Bus,2016,0.0,0.0,0.0
168,11100.0,Bus,2017,0.0,0.0,0.0
169,11100.0,Bus,2018,0.0,0.0,0.0
170,11180.0,Bus,2002,26.0,145.0,171.0
171,11180.0,Bus,2003,38.0,170.0,208.0
172,11180.0,Bus,2004,35.0,145.0,180.0
173,11180.0,Bus,2005,49.0,157.0,206.0
174,11180.0,Bus,2006,41.0,163.0,204.0
175,11180.0,Bus,2007,38.0,185.0,223.0
176,11180.0,Bus,2008,70.0,189.0,259.0
177,11180.0,Bus,2009,84.0,177.0,261.0
178,11180.0,Bus,2010,75.0,278.0,353.0
179,11180.0,Bus,2011,84.0,266.0,350.0
180,11180.0,Bus,2012,41.0,159.0,200.0
181,11180.0,Bus,2013,44.0,126.0,170.0
182,11180.0,Bus,2014,34.0,152.0,186.0
183,11180.0,Bus,2015,50.0,156.0,206.0
184,11180.0,Bus,2016,43.0,174.0,217.0
185,11180.0,Bus,2017,44.0,234.0,278.0
186,11180.0,Bus,2018,35.0,237.0,272.0
187,11260.0,Bus,2002,48.0,29.0,77.0
188,11260.0,Bus,2003,84.0,39.0,123.0
189,11260.0,Bus,2004,103.0,64.0,167.0
190,11260.0,Bus,2005,165.0,59.0,224.0
191,11260.0,Bus,2006,94.0,68.0,162.0
192,11260.0,Bus,2007,283.0,341.0,624.0
193,11260.0,Bus,2008,94.0,86.0,180.0
194,11260.0,Bus,2009,98.0,90.0,188.0
195,11260.0,Bus,2010,99.0,104.0,203.0
196,11260.0,Bus,2011,65.0,128.0,193.0
197,11260.0,Bus,2012,150.0,467.0,617.0
198,11260.0,Bus,2013,67.0,557.0,624.0
199,11260.0,Bus,2014,277.0,318.0,595.0
200,11260.0,Bus,2015,465.0,271.0,736.0
201,11260.0,Bus,2016,518.0,312.0,830.0
202,11260.0,Bus,2017,371.0,363.0,734.0
203,11260.0,Bus,2018,170.0,523.0,693.0
204,11300.0,Bus,2002,1.0,2.0,3.0
205,11300.0,Bus,2003,0.0,0.0,0.0
206,11300.0,Bus,2004,24.0,31.0,55.0
207,11300.0,Bus,2005,18.0,71.0,89.0
208,11300.0,Bus,2006,49.0,27.0,76.0
209,11300.0,Bus,2007,28.0,51.0,79.0
210,11300.0,Bus,2008,23.0,34.0,57.0
211,11300.0,Bus,2009,25.0,26.0,51.0
212,11300.0,Bus,2010,23.0,28.0,51.0
213,11300.0,Bus,2011,0.0,0.0,0.0
214,11300.0,Bus,2012,0.0,0.0,0.0
215,11300.0,Bus,2013,0.0,0.0,0.0
216,11300.0,Bus,2014,0.0,0.0,0.0
217,11300.0,Bus,2015,0.0,0.0,0.0
218,11300.0,Bus,2016,0.0,0.0,0.0
219,11300.0,Bus,2017,0.0,0.0,0.0
220,11300.0,Bus,2018,0.0,0.0,0.0
221,11460.0,Bus,2002,663.0,241.0,904.0
222,11460.0,Bus,2003,587.0,407.0,994.0
223,11460.0,Bus,2004,465.0,356.0,821.0
224,11460.0,Bus,2005,457.0,360.0,817.0
225,11460.0,Bus,2006,405.0,452.0,857.0
226,11460.0,Bus,2007,450.0,326.0,776.0
227,11460.0,Bus,2008,314.0,356.0,670.0
228,11460.0,Bus,2009,285.0,371.0,656.0
229,11460.0,Bus,2010,324.0,402.0,726.0
230,11460.0,Bus,2011,297.0,369.0,666.0
231,11460.0,Bus,2012,275.0,370.0,645.0
232,11460.0,Bus,2013,323.0,462.0,785.0
233,11460.0,Bus,2014,269.0,389.0,658.0
234,11460.0,Bus,2015,248.0,389.0,637.0
235,11460.0,Bus,2016,171.0,297.0,468.0
236,11460.0,Bus,2017,205.0,341.0,546.0
237,11460.0,Bus,2018,174.0,311.0,485.0
238,11540.0,Bus,2002,4.0,24.0,28.0
239,11540.0,Bus,2003,29.0,101.0,130.0
240,11540.0,Bus,2004,35.0,129.0,164.0
241,11540.0,Bus,2005,33.0,101.0,134.0
242,11540.0,Bus,2006,21.0,48.0,69.0
243,11540.0,Bus,2007,29.0,78.0,107.0
244,11540.0,Bus,2008,39.0,106.0,145.0
245,11540.0,Bus,2009,33.0,81.0,114.0
246,11540.0,Bus,2010,36.0,158.0,194.0
247,11540.0,Bus,2011,33.0,162.0,195.0
248,11540.0,Bus,2012,29.0,149.0,178.0
249,11540.0,Bus,2013,26.0,148.0,174.0
250,11540.0,Bus,2014,44.0,155.0,199.0
251,11540.0,Bus,2015,29.0,93.0,122.0
252,11540.0,Bus,2016,38.0,127.0,165.0
253,11540.0,Bus,2017,44.0,138.0,182.0
254,11540.0,Bus,2018,35.0,157.0,192.0
255,11700.0,Bus,2002,11.0,38.0,49.0
256,11700.0,Bus,2003,2.0,57.0,59.0
257,11700.0,Bus,2004,3.0,70.0,73.0
258,11700.0,Bus,2005,8.0,100.0,108.0
259,11700.0,Bus,2006,6.0,96.0,102.0
260,11700.0,Bus,2007,18.0,105.0,123.0
261,11700.0,Bus,2008,38.0,71.0,109.0
262,11700.0,Bus,2009,44.0,284.0,328.0
263,11700.0,Bus,2010,82.0,527.0,609.0
264,11700.0,Bus,2011,76.0,490.0,566.0
265,11700.0,Bus,2012,63.0,460.0,523.0
266,11700.0,Bus,2013,57.0,440.0,497.0
267,11700.0,Bus,2014,88.0,428.0,516.0
268,11700.0,Bus,2015,48.0,349.0,397.0
269,11700.0,Bus,2016,33.0,354.0,387.0
270,11700.0,Bus,2017,15.0,256.0,271.0
271,11700.0,Bus,2018,24.0,367.0,391.0
272,12020.0,Bus,2002,51.0,21.0,72.0
273,12020.0,Bus,2003,67.0,87.0,154.0
274,12020.0,Bus,2004,102.0,3.0,105.0
275,12020.0,Bus,2005,110.0,84.0,194.0
276,12020.0,Bus,2006,25.0,108.0,133.0
277,12020.0,Bus,2007,20.0,103.0,123.0
278,12020.0,Bus,2008,23.0,136.0,159.0
279,12020.0,Bus,2009,42.0,625.0,667.0
280,12020.0,Bus,2010,55.0,629.0,684.0
281,12020.0,Bus,2011,36.0,639.0,675.0
282,12020.0,Bus,2012,53.0,619.0,672.0
283,12020.0,Bus,2013,28.0,598.0,626.0
284,12020.0,Bus,2014,26.0,564.0,590.0
285,12020.0,Bus,2015,36.0,588.0,624.0
286,12020.0,Bus,2016,35.0,282.0,317.0
287,12020.0,Bus,2017,106.0,221.0,327.0
288,12020.0,Bus,2018,105.0,259.0,364.0
289,12060.0,Bus,2002,10544.0,504.0,11048.0
290,12060.0,Bus,2003,10030.0,519.0,10549.0
291,12060.0,Bus,2004,8215.0,570.0,8785.0
292,12060.0,Bus,2005,5755.0,1181.0,6936.0
293,12060.0,Bus,2006,5846.0,1299.0,7145.0
294,12060.0,Bus,2007,8304.0,2200.0,10504.0
295,12060.0,Bus,2008,9576.0,1913.0,11489.0
296,12060.0,Bus,2009,11366.0,2915.0,14281.0
297,12060.0,Bus,2010,9886.0,2483.0,12369.0
298,12060.0,Bus,2011,6490.0,2824.0,9314.0
299,12060.0,Bus,2012,6277.0,3149.0,9426.0
300,12060.0,Bus,2013,7317.0,3272.0,10589.0
301,12060.0,Bus,2014,7862.0,2671.0,10533.0
302,12060.0,Bus,2015,5526.0,2118.0,7644.0
303,12060.0,Bus,2016,5070.0,1694.0,6764.0
304,12060.0,Bus,2017,7394.0,2100.0,9494.0
305,12060.0,Bus,2018,8418.0,3511.0,11929.0
306,12060.0,Rail,2002,1130.0,392.0,1522.0
307,12060.0,Rail,2003,1107.0,364.0,1471.0
308,12060.0,Rail,2004,10072.0,892.0,10964.0
309,12060.0,Rail,2005,13476.0,1278.0,14754.0
310,12060.0,Rail,2006,13425.0,1150.0,14575.0
311,12060.0,Rail,2007,1964.0,98.0,2062.0
312,12060.0,Rail,2008,1966.0,97.0,2063.0
313,12060.0,Rail,2009,1222.0,60.0,1282.0
314,12060.0,Rail,2010,919.0,74.0,993.0
315,12060.0,Rail,2011,422.0,160.0,582.0
316,12060.0,Rail,2012,736.0,182.0,918.0
317,12060.0,Rail,2013,768.0,146.0,914.0
318,12060.0,Rail,2014,822.0,160.0,982.0
319,12060.0,Rail,2015,743.0,232.0,975.0
320,12060.0,Rail,2016,797.0,250.0,1047.0
321,12060.0,Rail,2017,788.0,168.0,956.0
322,12060.0,Rail,2018,798.0,179.0,977.0
323,12220.0,Bus,2002,181.0,75.0,256.0
324,12220.0,Bus,2003,210.0,108.0,318.0
325,12220.0,Bus,2004,219.0,237.0,456.0
326,12220.0,Bus,2005,165.0,206.0,371.0
327,12220.0,Bus,2006,132.0,232.0,364.0
328,12220.0,Bus,2007,143.0,211.0,354.0
329,12220.0,Bus,2008,151.0,249.0,400.0
330,12220.0,Bus,2009,110.0,219.0,329.0
331,12220.0,Bus,2010,121.0,206.0,327.0
332,12220.0,Bus,2011,0.0,0.0,0.0
333,12220.0,Bus,2012,0.0,0.0,0.0
334,12220.0,Bus,2013,0.0,0.0,0.0
335,12220.0,Bus,2014,0.0,0.0,0.0
336,12220.0,Bus,2015,0.0,0.0,0.0
337,12220.0,Bus,2016,0.0,0.0,0.0
338,12220.0,Bus,2017,0.0,0.0,0.0
339,12220.0,Bus,2018,0.0,0.0,0.0
340,12260.0,Bus,2002,89.0,110.0,199.0
341,12260.0,Bus,2003,94.0,138.0,232.0
342,12260.0,Bus,2004,119.0,112.0,231.0
343,12260.0,Bus,2005,130.0,78.0,208.0
344,12260.0,Bus,2006,123.0,76.0,199.0
345,12260.0,Bus,2007,95.0,132.0,227.0
346,12260.0,Bus,2008,84.0,169.0,253.0
347,12260.0,Bus,2009,81.0,162.0,243.0
348,12260.0,Bus,2010,152.0,108.0,260.0
349,12260.0,Bus,2011,88.0,132.0,220.0
350,12260.0,Bus,2012,92.0,127.0,219.0
351,12260.0,Bus,2013,117.0,124.0,241.0
352,12260.0,Bus,2014,288.0,118.0,406.0
353,12260.0,Bus,2015,103.0,183.0,286.0
354,12260.0,Bus,2016,268.0,124.0,392.0
355,12260.0,Bus,2017,305.0,143.0,448.0
356,12260.0,Bus,2018,202.0,143.0,345.0
357,12420.0,Bus,2002,1377.0,243.0,1620.0
358,12420.0,Bus,2003,2085.0,424.0,2509.0
359,12420.0,Bus,2004,4704.0,305.0,5009.0
360,12420.0,Bus,2005,3210.0,173.0,3383.0
361,12420.0,Bus,2006,2475.0,203.0,2678.0
362,12420.0,Bus,2007,1699.0,110.0,1809.0
363,12420.0,Bus,2008,1884.0,128.0,2012.0
364,12420.0,Bus,2009,2355.0,625.0,2980.0
365,12420.0,Bus,2010,2875.0,905.0,3780.0
366,12420.0,Bus,2011,2899.0,962.0,3861.0
367,12420.0,Bus,2012,3011.0,1201.0,4212.0
368,12420.0,Bus,2013,2229.0,1549.0,3778.0
369,12420.0,Bus,2014,512.0,234.0,746.0
370,12420.0,Bus,2015,5001.0,440.0,5441.0
371,12420.0,Bus,2016,4177.0,932.0,5109.0
372,12420.0,Bus,2017,3081.0,514.0,3595.0
373,12420.0,Bus,2018,3469.0,501.0,3970.0
374,12420.0,Rail,2002,0.0,0.0,0.0
375,12420.0,Rail,2003,0.0,0.0,0.0
376,12420.0,Rail,2004,0.0,0.0,0.0
377,12420.0,Rail,2005,0.0,0.0,0.0
378,12420.0,Rail,2006,0.0,0.0,0.0
379,12420.0,Rail,2007,0.0,0.0,0.0
380,12420.0,Rail,2008,0.0,0.0,0.0
381,12420.0,Rail,2009,0.0,0.0,0.0
382,12420.0,Rail,2010,0.0,0.0,0.0
383,12420.0,Rail,2011,0.0,0.0,0.0
384,12420.0,Rail,2012,0.0,0.0,0.0
385,12420.0,Rail,2013,0.0,0.0,0.0
386,12420.0,Rail,2014,0.0,0.0,0.0
387,12420.0,Rail,2015,0.0,0.0,0.0
388,12420.0,Rail,2016,0.0,0.0,0.0
389,12420.0,Rail,2017,0.0,0.0,0.0
390,12420.0,Rail,2018,0.0,0.0,0.0
391,12540.0,Bus,2002,468.0,325.0,793.0
392,12540.0,Bus,2003,571.0,335.0,906.0
393,12540.0,Bus,2004,448.0,457.0,905.0
394,12540.0,Bus,2005,417.0,440.0,857.0
395,12540.0,Bus,2006,427.0,344.0,771.0
396,12540.0,Bus,2007,330.0,299.0,629.0
397,12540.0,Bus,2008,295.0,329.0,624.0
398,12540.0,Bus,2009,378.0,288.0,666.0
399,12540.0,Bus,2010,428.0,311.0,739.0
400,12540.0,Bus,2011,370.0,277.0,647.0
401,12540.0,Bus,2012,276.0,188.0,464.0
402,12540.0,Bus,2013,250.0,179.0,429.0
403,12540.0,Bus,2014,320.0,212.0,532.0
404,12540.0,Bus,2015,253.0,168.0,421.0
405,12540.0,Bus,2016,331.0,85.0,416.0
406,12540.0,Bus,2017,331.0,193.0,524.0
407,12540.0,Bus,2018,461.0,184.0,645.0
408,12580.0,Bus,2002,3816.0,40.0,3856.0
409,12580.0,Bus,2003,4463.0,68.0,4531.0
410,12580.0,Bus,2004,3318.0,119.0,3437.0
411,12580.0,Bus,2005,4272.0,101.0,4373.0
412,12580.0,Bus,2006,3585.0,102.0,3687.0
413,12580.0,Bus,2007,3305.0,31.0,3336.0
414,12580.0,Bus,2008,3909.0,353.0,4262.0
415,12580.0,Bus,2009,4971.0,243.0,5214.0
416,12580.0,Bus,2010,3903.0,257.0,4160.0
417,12580.0,Bus,2011,4568.0,130.0,4698.0
418,12580.0,Bus,2012,3172.0,63.0,3235.0
419,12580.0,Bus,2013,3313.0,156.0,3469.0
420,12580.0,Bus,2014,3541.0,3932.0,7473.0
421,12580.0,Bus,2015,4646.0,4375.0,9021.0
422,12580.0,Bus,2016,4374.0,4269.0,8643.0
423,12580.0,Bus,2017,4472.0,4866.0,9338.0
424,12580.0,Bus,2018,4402.0,4936.0,9338.0
425,12580.0,Rail,2002,451.0,0.0,451.0
426,12580.0,Rail,2003,446.0,0.0,446.0
427,12580.0,Rail,2004,400.0,0.0,400.0
428,12580.0,Rail,2005,322.0,0.0,322.0
429,12580.0,Rail,2006,352.0,0.0,352.0
430,12580.0,Rail,2007,567.0,0.0,567.0
431,12580.0,Rail,2008,605.0,0.0,605.0
432,12580.0,Rail,2009,890.0,0.0,890.0
433,12580.0,Rail,2010,932.0,0.0,932.0
434,12580.0,Rail,2011,1176.0,97.0,1273.0
435,12580.0,Rail,2012,864.0,0.0,864.0
436,12580.0,Rail,2013,445.0,0.0,445.0
437,12580.0,Rail,2014,483.0,0.0,483.0
438,12580.0,Rail,2015,790.0,3293.0,4083.0
439,12580.0,Rail,2016,1248.0,3125.0,4373.0
440,12580.0,Rail,2017,1459.0,1382.0,2841.0
441,12580.0,Rail,2018,1344.0,1554.0,2898.0
442,12620.0,Bus,2002,11.0,2.0,13.0
443,12620.0,Bus,2003,6.0,8.0,14.0
444,12620.0,Bus,2004,12.0,0.0,12.0
445,12620.0,Bus,2005,16.0,0.0,16.0
446,12620.0,Bus,2006,36.0,2.0,38.0
447,12620.0,Bus,2007,24.0,0.0,24.0
448,12620.0,Bus,2008,27.0,0.0,27.0
449,12620.0,Bus,2009,57.0,0.0,57.0
450,12620.0,Bus,2010,51.0,10.0,61.0
451,12620.0,Bus,2011,0.0,0.0,0.0
452,12620.0,Bus,2012,0.0,0.0,0.0
453,12620.0,Bus,2013,0.0,0.0,0.0
454,12620.0,Bus,2014,0.0,0.0,0.0
455,12620.0,Bus,2015,0.0,0.0,0.0
456,12620.0,Bus,2016,0.0,0.0,0.0
457,12620.0,Bus,2017,0.0,0.0,0.0
458,12620.0,Bus,2018,0.0,0.0,0.0
459,12700.0,Bus,2002,0.0,0.0,0.0
460,12700.0,Bus,2003,0.0,0.0,0.0
461,12700.0,Bus,2004,0.0,0.0,0.0
462,12700.0,Bus,2005,0.0,0.0,0.0
463,12700.0,Bus,2006,0.0,0.0,0.0
464,12700.0,Bus,2007,0.0,0.0,0.0
465,12700.0,Bus,2008,0.0,16.0,16.0
466,12700.0,Bus,2009,3.0,142.0,145.0
467,12700.0,Bus,2010,2.0,125.0,127.0
468,12700.0,Bus,2011,20.0,125.0,145.0
469,12700.0,Bus,2012,29.0,148.0,177.0
470,12700.0,Bus,2013,35.0,212.0,247.0
471,12700.0,Bus,2014,31.0,198.0,229.0
472,12700.0,Bus,2015,101.0,157.0,258.0
473,12700.0,Bus,2016,86.0,113.0,199.0
474,12700.0,Bus,2017,91.0,121.0,212.0
475,12700.0,Bus,2018,92.0,79.0,171.0
476,12940.0,Bus,2002,261.0,60.0,321.0
477,12940.0,Bus,2003,236.0,86.0,322.0
478,12940.0,Bus,2004,546.0,583.0,1129.0
479,12940.0,Bus,2005,163.0,430.0,593.0
480,12940.0,Bus,2006,144.0,508.0,652.0
481,12940.0,Bus,2007,287.0,320.0,607.0
482,12940.0,Bus,2008,308.0,185.0,493.0
483,12940.0,Bus,2009,178.0,150.0,328.0
484,12940.0,Bus,2010,291.0,183.0,474.0
485,12940.0,Bus,2011,250.0,191.0,441.0
486,12940.0,Bus,2012,300.0,176.0,476.0
487,12940.0,Bus,2013,356.0,147.0,503.0
488,12940.0,Bus,2014,547.0,212.0,759.0
489,12940.0,Bus,2015,786.0,275.0,1061.0
490,12940.0,Bus,2016,622.0,255.0,877.0
491,12940.0,Bus,2017,348.0,206.0,554.0
492,12940.0,Bus,2018,369.0,190.0,559.0
493,12980.0,Bus,2002,22.0,14.0,36.0
494,12980.0,Bus,2003,25.0,17.0,42.0
495,12980.0,Bus,2004,30.0,20.0,50.0
496,12980.0,Bus,2005,32.0,24.0,56.0
497,12980.0,Bus,2006,34.0,27.0,61.0
498,12980.0,Bus,2007,37.0,31.0,68.0
499,12980.0,Bus,2008,83.0,14.0,97.0
500,12980.0,Bus,2009,84.0,12.0,96.0
501,12980.0,Bus,2010,48.0,31.0,79.0
502,12980.0,Bus,2011,0.0,0.0,0.0
503,12980.0,Bus,2012,0.0,0.0,0.0
504,12980.0,Bus,2013,0.0,0.0,0.0
505,12980.0,Bus,2014,0.0,0.0,0.0
506,12980.0,Bus,2015,0.0,0.0,0.0
507,12980.0,Bus,2016,0.0,0.0,0.0
508,12980.0,Bus,2017,0.0,0.0,0.0
509,12980.0,Bus,2018,0.0,0.0,0.0
510,13020.0,Bus,2002,3.0,72.0,75.0
511,13020.0,Bus,2003,2.0,50.0,52.0
512,13020.0,Bus,2004,2.0,82.0,84.0
513,13020.0,Bus,2005,7.0,87.0,94.0
514,13020.0,Bus,2006,5.0,75.0,80.0
515,13020.0,Bus,2007,1.0,52.0,53.0
516,13020.0,Bus,2008,5.0,55.0,60.0
517,13020.0,Bus,2009,31.0,40.0,71.0
518,13020.0,Bus,2010,41.0,19.0,60.0
519,13020.0,Bus,2011,50.0,19.0,69.0
520,13020.0,Bus,2012,35.0,23.0,58.0
521,13020.0,Bus,2013,23.0,26.0,49.0
522,13020.0,Bus,2014,25.0,24.0,49.0
523,13020.0,Bus,2015,23.0,20.0,43.0
524,13020.0,Bus,2016,24.0,13.0,37.0
525,13020.0,Bus,2017,15.0,17.0,32.0
526,13020.0,Bus,2018,20.0,35.0,55.0
