CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SCOOTER_SCOOTER_RAIL,MAINTENANCE,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SCOOTER_SCOOTER_RAIL_FAC,MAINTENANCE_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_2018_log_FAC_scaled,POP_EMP_log_FAC_scaled,GAS_PRICE_2018_log_FAC_scaled,TOTAL_MED_INC_INDIV_2018_log_FAC_scaled,Tot_NonUSA_POP_pct_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,YEARS_SINCE_TNC_BUS_FAC_scaled,YEARS_SINCE_TNC_RAIL_FAC_scaled,BIKE_SHARE_BUS_FAC_scaled,scooter_flag_BUS_FAC_scaled,BIKE_SCOOTER_SCOOTER_RAIL_FAC_scaled,MAINTENANCE_FAC_scaled,Total_FAC_scaled
1.0,0,2013,190,2080704081.9599996,2076740891.8499997,-3963190.1099996045,2070719440.6335578,-37539953.42414935,50324420.29329508,1.1381488953500238,8026528.278986341,3.925470440205989,34453.716796843946,1.6299070573336454,10.039571886962724,0.404750500679686,1.3755336853782463,0.0,0.2602147134204588,0.0,0.0,0.0,16013123.083341248,-21088321.051567484,19502305.068242628,-10617789.984517055,-6072275.6014214335,1729767.4642751138,-3878513.0088692615,-373127.4489622112,-31923378.314092178,0.0,0.0,0.0,0.0,0.0,-36708209.79357122,16148432.05848238,-22868117.32970657,19845081.356002152,-10556108.499534268,-6059466.583951648,1806707.9912214887,-3859926.3558575693,-414075.5205303271,-31582480.540274434,0.0,0.0,0.0,0.0,0.0,-37539953.4241488
1.0,0,2014,190,2076740891.8499997,2061718570.8300004,-15022321.019999355,2024968166.1252294,-45751274.508328214,50223570.183348216,1.1384770686759942,8095352.848462552,3.718003272456098,34787.06534870744,1.6700000960977246,9.994075815747607,0.40462460412216017,2.2157307670341573,0.0,0.6129438723894217,0.0,0.0,0.0,2472277.3213072876,539709.0869776832,22792700.58456982,-14035172.856675025,-6262001.688511841,2237413.6585059064,-688214.1662384598,237954.32448275818,-34810415.943854354,0.0,-19211613.77532726,0.0,0.0,0.0,-46727363.45476191,2109571.2169461832,-483940.0687733402,22030750.232548315,-13536806.784062132,-6034712.69081367,2366642.8780727456,-664547.7064188642,212447.90043240978,-33632345.84597824,0.0,-18118333.640282918,0.0,0.0,0.0,-45751274.508329526
1.0,0,2015,190,2061718570.8300004,2028750453.35,-32968117.48000024,1908660712.3258152,-116307453.79941402,50424224.67582978,1.1579471691111205,8082812.785164409,2.7759125093228216,35991.688226362494,1.7173191540562145,9.894859252774383,0.40201277315291506,3.2043274856521315,0.0,0.9117790126288787,0.0,0.0,0.0,21112433.367703337,-12356375.782190233,20543483.008743107,-71653802.24483517,-22841718.35221987,2927186.067957266,-1145840.2496454094,527385.4602437333,-40890387.465401635,0.0,-16480013.738627888,0.0,0.0,0.0,-120257649.92827438,33540188.664674666,-8255740.424867118,22084082.255904954,-80993500.16719936,-24970397.02214804,3930703.301397108,169318.94222671306,555445.5278083074,-45486448.12433033,0.0,-16881106.75287923,0.0,0.0,0.0,-116307453.79941233
1.0,0,2016,190,2028750453.35,1944704725.5400004,-84045727.81000009,1844543901.0881243,-64116811.237690896,51123819.19688877,1.1833095974815298,8157897.828269672,2.460365134718857,36829.108442807395,1.7686627855863124,9.802246874403838,0.40223915309673225,4.213177422243261,0.0,0.9834004714407375,0.0,0.0,0.0,14597769.238243464,-16076508.973019727,16357892.76333396,-27379781.575124715,-15069117.041239832,3368904.4803702766,-1827745.3055296526,1247588.76007688,-40236525.6256553,0.0,-3929401.4698553067,0.0,0.0,0.0,-68946924.74839956,13836097.663072623,-14901734.99801764,15239310.49786322,-25525914.51898983,-13866200.917977093,3124504.2924376316,-1796040.961159596,1180980.2106909067,-37589209.43802875,0.0,-3818603.067582702,0.0,0.0,0.0,-64116811.23769124
1.0,0,2017,190,1944704725.5400004,1875434228.5500002,-69270496.99000001,1867912891.4934034,23368990.40527916,51778554.772771336,1.146964783448479,8222438.729786193,2.683435885459036,37568.39923908472,1.766874855198217,9.656255781504733,0.40290066685273096,5.227692676736334,0.0,0.9841508986247558,0.0,0.0,0.0,12768783.292153517,24643752.82554457,18638354.63073617,18870255.509949394,-11437307.9615308,259852.78019178743,-2303659.1087575383,453734.972687881,-38569633.536897,0.0,0.0,0.0,0.0,0.0,23324133.404079463,12185096.885731341,23182064.444242466,17089240.832990658,16972904.591927923,-9739560.272709027,379301.4009439496,-2302396.1059319815,375361.58292352513,-34773022.95484135,0.0,0.0,0.0,0.0,0.0,23368990.405277498
1.0,0,2018,190,1875434228.5500002,1832287979.439999,-43146249.11000061,1824341852.3536787,-43571039.13972487,52161249.58708207,1.1131915146175337,8307363.782743464,2.974557054956232,38392.409918227684,1.780137210309408,9.506018411376298,0.401928204835323,6.23959203920332,0.0,1.0,0.6912521023210264,0.0,0.0,8196076.573943852,22464837.529352464,15472248.57752063,22036862.491262335,-13211998.707486086,980760.2095746839,-2040664.9664718788,608362.6244176531,-37195780.916118726,0.0,-760613.347396082,-59888171.66312603,0.0,0.0,-43338081.59452621,7193724.62485068,22361967.924153615,15058844.42009088,21662454.205026202,-12910737.30296692,910920.9600274343,-1903007.108896588,596273.3683806078,-37112720.95945039,0.0,-856898.948481837,-58571860.32245933,0.0,0.0,-43571039.139725655
1.0,1,2002,160,0.0,1246323592.0349991,0.0,1164530021.303573,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2003,160,1246323592.0349991,1241953314.5610003,-4370277.473999193,1246320608.1514528,81790586.84787998,54544853.75279337,1.6610379096538743,7926172.744644122,2.219818520672634,43121.43952191162,1.4493399755171246,11.127423806311892,0.4458244713928071,0.0,0.0,0.0,0.0,0.0,0.0,45683765.23725505,8676877.377656387,17679541.79574135,17203481.46621696,10270683.753544424,562136.6705058606,-759131.9887163071,-13456365.375015501,0.0,0.0,0.0,0.0,0.0,0.0,85860988.93718727,42894829.972264946,9146051.283975182,16317284.957509272,16476886.242177896,9737210.021904593,778838.1332683897,-751928.7744015368,-12808584.988817945,0.0,0.0,0.0,0.0,0.0,0.0,81790586.84788081
1.0,1,2004,180,1241953314.5610003,1312021534.9300003,59433526.36900026,1298451270.5098486,39531833.11792751,54677372.03442954,1.6583338969368455,8090083.222493546,2.5447995560790484,41758.39829777033,1.4652180723220107,11.07381106600758,0.43375221411034526,0.0,0.0,0.0,0.0,0.0,0.0,-5371582.835233903,8981613.551899495,21165782.358102344,18876027.100318875,14063013.189965641,712657.9225624367,-754592.099892795,-12880982.149265122,0.0,0.0,0.0,0.0,0.0,0.0,44791937.03845715,-8087875.611809102,5647926.271661335,21378008.51482087,19123928.461152036,14502533.690908425,850146.4833003597,-768357.870368265,-13114476.821738284,0.0,0.0,0.0,0.0,0.0,0.0,39531833.11792737
1.0,1,2005,180,1312021534.9300003,1350942683.7989988,38921148.86899829,1362883480.6449997,64432210.135151036,54041673.539516754,1.6624533309158274,8186362.938461795,3.007397323812259,40464.789256239506,1.4914981436175014,10.962175868610954,0.41063508186806524,0.0,0.0,0.0,0.0,0.0,0.0,65471782.5444988,-9884837.46193463,22922751.007974226,25510853.91586076,13660615.08008153,728168.1720833407,-853229.7893174768,-12123433.872214088,0.0,0.0,0.0,0.0,0.0,0.0,105432669.59703305,25409840.028965436,-9347099.085410368,22082365.581737958,24857947.819361404,13269763.818409152,860708.412548221,-926012.4239817716,-11775304.016479556,0.0,0.0,0.0,0.0,0.0,0.0,64432210.13515048
1.0,1,2006,180,1350942683.7989988,1404571940.6460004,53629256.84700167,1428227201.2843585,65343720.63935876,55567495.83636726,1.7142429044370915,8436662.103158845,3.2989191816422254,38707.4386717034,1.503733669026263,10.846264833399779,0.39891571750923815,0.0,0.0,0.0,0.0,0.0,0.0,31777675.39003745,-18029905.546947207,30231718.94457694,14971819.467028376,21753793.437968746,756538.9871224357,-597914.331204123,-14296658.668787055,0.0,0.0,0.0,0.0,0.0,0.0,66567067.67979558,31639503.484590378,-20241612.654847357,30752950.851479046,15228307.102097094,22312649.82599924,710515.9556134038,-585689.4574827605,-14472904.4680903,0.0,0.0,0.0,0.0,0.0,0.0,65343720.63935875
1.0,1,2007,180,1404571940.6460004,1433110623.8990002,28538683.252999656,1483235515.2012827,55008313.91692425,59191603.719577946,1.6989714722739646,8499896.666932603,3.4599699715456356,39213.057475700756,1.5203059512144432,10.671408586308276,0.3926052243765083,0.0,0.0,0.0,0.0,0.0,0.0,46875904.5519492,6231408.860904277,9032971.636853652,8147180.424491534,-6465332.312148099,851231.899080349,-1593334.1369153971,-5040837.239938239,0.0,0.0,0.0,0.0,0.0,0.0,58039193.68427712,47558804.68589437,2260483.1048950055,8565673.86592504,7607335.495327698,-5504079.654104162,661770.4513472762,-1706743.0411151345,-4434930.991245796,0.0,0.0,0.0,0.0,0.0,0.0,55008313.916924305
1.0,1,2008,180,1433110623.8990002,1502065693.6010003,68955069.70200028,1510863388.307016,27627873.105733246,59890786.22064042,1.7422188965787275,8492175.287182238,3.8963046890722284,39182.47865738781,1.5722515305119886,10.736083992476184,0.39013939351638216,0.0,0.0,0.0,0.0,0.19834132589615938,0.0,24239603.330334686,-17195770.005701423,7745746.618123848,21068708.348666057,191594.97530823504,2526177.765066396,1531972.0607415803,-6934050.090576358,0.0,0.0,0.0,0.0,-5155552.509734368,0.0,28018430.49222734,23224863.61980533,-17065748.475425627,7749170.585174058,21299613.722657762,-43876.73404875607,2399965.003593373,1868800.4980280348,-7003225.892666897,0.0,0.0,0.0,0.0,-4801689.221382958,0.0,27627873.105734315
1.0,1,2009,190,1502065693.6010003,1482428254.5730002,-30985780.028000064,1444477440.3668666,-82657947.43688056,59691276.4270945,1.865093969850833,8449641.265920488,2.832781116845132,37599.1199478059,1.5759732331493819,10.875731984714411,0.3807161933158137,0.0,0.0,0.0,0.0,0.19622219511145592,0.0,6064983.819429698,-46990535.065426365,-1289412.2773558577,-56645127.6983475,22598487.154846817,170479.2369313417,1612122.0876716985,-8922396.046609657,0.0,0.0,0.0,0.0,0.0,0.0,-83401398.78885852,6514074.910669318,-46839827.453343,-1444876.6560587545,-56731232.272664696,22884526.8981157,218104.15396392054,1582782.7991739837,-8841499.816738354,0.0,0.0,0.0,0.0,0.0,0.0,-82657947.43688186
1.0,1,2010,190,1482428254.5730002,1483866618.262,1438363.6889997534,1498376332.6527395,53898892.285872996,59696829.33954171,1.8775665171696385,8470074.145323701,3.2922735805196566,36774.1780690537,1.6384187958868854,11.140581011807797,0.3780534123197348,0.0,0.0,0.0,0.0,0.2201973954307991,0.0,30339328.568501502,-4954465.917382708,3896187.5566368527,26435848.810519084,12768951.52790127,3143216.7446999666,3073515.066535989,-5298019.450645181,0.0,0.0,0.0,0.0,-538560.2472405758,0.0,68866002.65952705,15974210.571973894,-6215365.694723889,3717373.187902484,26778629.355515048,13128780.434379624,3111051.8946336415,3199439.291117114,-5284977.222614173,0.0,0.0,0.0,0.0,-510249.5323116117,0.0,53898892.285872124
1.0,1,2011,190,1483866618.262,1546127823.130001,62261204.868000746,1549695615.9879913,51319283.33525173,59483674.46069347,1.8896294264558293,8559815.757709185,4.045446860332406,36110.65545375807,1.654478727946237,11.420293289890266,0.37231103176307273,0.0,0.12455813545322679,0.0,0.0,0.37673334555821625,0.0,288685.36879606405,-4437234.512682054,11818947.692366516,38066808.618620425,7914699.65085094,994397.3155746551,3265464.8712340132,-7045995.1025737105,0.0,1981525.1367368666,0.0,0.0,-4304694.561446898,0.0,48542604.47747733,-65465.97647547908,-7043703.91826521,12978600.569141932,42725098.21794641,8439424.752114162,1101457.960273331,3664213.9306713617,-7739759.547596631,0.0,2020786.7236817866,0.0,0.0,-4761369.376240701,0.0,51319283.335250966
1.0,1,2012,190,1546127823.130001,1564330045.61,18202222.479999494,1584216377.985754,34520761.99776257,60791536.68509632,1.9120573964735772,8648004.157416407,4.072462726755875,35695.801249833225,1.679431950137435,11.322747972991905,0.3709516421627636,0.0,0.642921885486579,0.0,0.0,0.38328919679506507,0.0,16817105.96577742,-9769311.69625058,14910579.314748185,1174760.6309066352,4939113.8392423745,1190190.249018433,-1267844.2574664534,23040.93824448774,0.0,8562761.841695184,0.0,0.0,-195667.65397149028,0.0,36384729.1719407,15437923.402843095,-10375187.698229354,14926102.001744334,1189593.9086700603,4726873.610812061,1228151.3063796444,-1253669.388694881,2735.80086050136,0.0,8816955.523530629,0.0,0.0,-178716.47014989614,0.0,34520761.99776619
1.0,1,2013,190,1564330045.61,1568704155.6000006,4374109.9900004715,1565939675.3902822,-18276702.595471647,62392515.71768918,2.0556219430527074,8758818.579349991,3.916867085706423,35961.10790270264,1.6988612480849872,11.02481080084591,0.37168269732748976,0.0,1.5558733752127845,0.0,0.0,0.3782011232350251,0.0,20993455.02712103,-49764586.145262435,13247348.886561228,-7642822.314663012,-5212811.272530708,1096385.7144607161,-3939626.6909456393,-166101.85268565707,0.0,15159661.839509869,0.0,0.0,0.0,0.0,-16229096.808434539,19526754.991018105,-43125547.64050908,9182477.277620798,-6781234.717047226,-6026552.646824379,-533401.8793456836,-3486786.767025831,136793.56121180858,0.0,12830795.22542985,0.0,0.0,0.0,0.0,-18276702.595471613
1.0,1,2014,190,1568704155.6000006,1617627298.110001,48923142.51000028,1626789608.8524919,60849933.46220944,63872601.44512013,2.0161245217889276,8833930.068283236,3.7071830977180547,36077.952163943584,1.7566959589960862,10.979078904333019,0.3728421428464192,0.0,2.4894781582358427,0.0,0.0,0.6332606266986291,0.0,35569834.07146838,12214987.556956876,15501517.655099228,-10743725.832484778,-2727261.2021835195,2762524.3062716876,-337782.286620575,272995.19816760405,0.0,15766380.258778607,0.0,0.0,-7326488.49273407,0.0,60952981.23271982,36796158.94803193,10515618.654223684,15428466.102125477,-10773121.68814139,-2437394.5810460653,2709945.9670012123,-437318.46392211487,296468.10914908187,0.0,15822911.658063818,0.0,0.0,-7071801.243276482,0.0,60849933.46220915
1.0,1,2015,190,1617627298.110001,1604913377.72,-12713920.390001088,1528030081.9104044,-98759526.94208702,64382555.73508743,2.16273590044477,8895249.274573745,2.725151866876363,37105.840220889615,1.7737807027842973,10.965495368465954,0.3764528454884187,0.0,3.5011409710426844,0.0,0.0,0.9473004245603409,0.08484821439423233,19339551.907831177,-49381791.75845429,14628517.57395564,-58764786.44306677,-16012173.5325929,1318956.1280145973,145426.14720772672,773343.0622480486,0.0,17342475.50607811,0.0,0.0,-9330872.926923532,-18741985.033021186,-98683339.36872345,22415923.26594638,-49279857.663708895,15637675.57266455,-61727787.01070377,-16493987.94110852,1466508.3657035045,43951.91037320031,756789.5502490931,0.0,18055320.47492219,0.0,0.0,-9418827.42237658,-20215236.04404805,-120563821.82315609
1.0,1,2016,190,1604913377.72,1576037837.6749995,-28875540.045000233,1508215855.8723757,-19814226.038028765,64652688.49121753,2.2071491223727993,8981049.487437394,2.423696572074025,37842.96703066501,1.8396057587484274,10.823032289577405,0.379643564269319,0.0,4.496677299121541,0.0,0.0,0.9931310588078832,0.16441778307990215,19838511.37293996,-17955337.93501205,11206779.716121707,-20909491.16387292,-11874379.573459882,3835802.976570611,-1111235.8345472664,1129457.2165684428,0.0,17206170.40464502,0.0,0.0,-1286556.016311637,-18016266.689164508,-17936545.525523063,42737056.32220358,-33336669.045102052,17145023.747343577,-33006652.13284816,-23989356.038445406,3566556.678548764,-1507584.8591050995,2963307.3767871154,0.0,24826269.86855337,0.0,0.0,-1275891.204567202,-17936286.751395628,-37670887.90803465
1.0,1,2017,190,1576037837.6749995,1543073135.062,-32964702.612999562,1573769842.1455405,65553986.27316467,65875240.25834583,2.1714272117746223,9032523.45893354,2.6422027135863497,38541.26824093042,1.8306312928251365,10.639131780386176,0.37816563839848066,0.0,5.48473046854446,0.0,0.0,0.9937038527960481,0.15059013180173528,24611539.64278156,10919737.671660958,13572642.862823611,15078378.941124564,-10933305.6523672,-156530.96014750405,-2013615.4510454005,357023.7242881291,0.0,16896597.645493213,0.0,0.0,0.0,0.0,68332468.42461103,22465349.01710501,11322202.921450522,13304665.935195746,14715455.906187717,-10838780.65728426,-181156.59928358835,-2024797.4583800714,301979.3761746508,0.0,16489067.831999805,0.0,0.0,0.0,0.0,65553986.27316553
1.0,1,2018,190,1543073135.062,1517641821.1679997,-25431313.89400034,1606280657.9402237,32510815.794683196,66190080.49657303,2.1633440493647638,9097239.959982738,2.917709995251394,39462.36964407439,1.8442265705106833,10.449406927793566,0.37835129230280307,0.0,6.483507586724994,0.0,0.0,2.358150142533455,0.07623488701024754,8656692.363344427,5588977.748972183,12190155.205798475,17561483.061110746,-11947654.325773384,774079.4819276866,-1702286.77390449,513290.7502244025,0.0,16543185.244318329,0.0,0.0,-37818277.93156255,17240391.88520238,27600036.70965965,8666485.744268721,8191742.656097647,12280857.744588498,17293834.50886795,-12161455.86280217,778012.6600470368,-1741581.8295691744,443518.71210685285,0.0,16602913.820542052,0.0,0.0,-37701346.352463156,19857833.992997646,55383472.83862727
2.0,0,2002,1299,0.0,783556388.3735001,0.0,705734430.9217999,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
