CLUSTER_APTA,RAIL_FLAG,Year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SCOOTER_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SCOOTER_RAIL_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_2018_log_FAC_scaled,POP_EMP_log_FAC_scaled,GAS_PRICE_2018_log_FAC_scaled,TOTAL_MED_INC_INDIV_2018_log_FAC_scaled,Tot_NonUSA_POP_pct_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,YEARS_SINCE_TNC_BUS_FAC_scaled,YEARS_SINCE_TNC_RAIL_FAC_scaled,BIKE_SHARE_BUS_FAC_scaled,scooter_flag_BUS_FAC_scaled,BIKE_SCOOTER_RAIL_FAC_scaled,Total_FAC_scaled
10.0,0,2012,1016825052.6699995,2080704081.9599996,697061.2900004163,2104379957.1835194,-20258832.847727425,48966526.54438786,1.056764818639442,9251352.602828108,3.9559992913365716,31982.68365371334,1.473734037525951,10.071151174244308,0.3506174451603115,0.3381787261211382,0.0,0.3395357498848398,0.0,0.0,-14492007.840073071,-7679609.008520873,11491190.469738884,-132981.91362576323,3473542.9412336256,54310.792151177084,-506065.6216002589,-544996.442154256,-8285839.302516546,0.0,-1641964.8634132175,0.0,0.0,-18264420.788780674,-15286587.46860679,-8960093.575886654,11954073.62621003,-125774.73914281293,3601728.926814627,46382.49840164828,-539819.4750026499,-550575.4701471013,-8627446.392824598,0.0,-1770720.7775427755,0.0,0.0,-20258832.847727068
10.0,0,2013,1017522113.9599999,2076740891.8499997,-11944408.490000024,2057848828.7971973,-20491721.834583767,49990636.06015907,1.0820997860067483,9414686.699903188,3.8142655235666854,32345.46792787432,1.5290945307495254,9.838702757040375,0.35127581801591956,1.0019827144907432,0.0,0.34196021179907093,0.0,0.0,7807159.954858424,-11527495.289396092,10414663.736650592,-3928889.096812716,-5502166.846875863,1032497.1438102488,-1808911.84019879,-140237.80244332156,-16150027.951193182,0.0,0.0,0.0,0.0,-19803407.991601974,7528669.127923298,-11744400.71137759,10451940.775535695,-3958103.5460908557,-5715320.292651451,1039236.2385164273,-1824755.8311375945,-147484.9438874444,-16121502.651412986,0.0,0.0,0.0,0.0,-20491721.834582493
10.0,0,2014,1005577705.47,2061718570.8300004,-14693980.239999883,2010265720.6333458,-28944907.233673766,49424982.26417712,1.0823943143734718,9454704.173223736,3.597010797689426,32679.69392155006,1.5781663622255206,9.691746639591395,0.35025676594659616,1.7817193735740107,0.0,0.8585138529861286,0.0,0.0,-1334390.596107304,918554.1852254032,12802273.56932676,-6263939.819346708,-3750616.664078233,926979.6020288471,-954213.063199987,60555.18688925906,-19381646.647199348,0.0,-12579682.136739615,0.0,0.0,-29556126.383200206,-1548041.3912118287,555476.5681514197,12678602.699499166,-6104308.703823706,-3674952.9836013354,883874.6110342471,-925738.5019033712,58796.5411783207,-18927863.477434583,0.0,-11940752.59556279,0.0,0.0,-28944907.23367446
10.0,0,2015,990883725.23,2028750453.35,-20461215.599999815,1892894052.7692673,-57450977.64698729,49253232.17417602,1.1045309907501992,9392654.278782783,2.560185142484567,33758.5571719677,1.6193181134485408,9.629208159628094,0.34349822955889703,2.754390707422801,0.0,0.9184038257554056,0.0,0.0,12117295.85663905,-10680051.069286402,10111269.156276846,-33691705.514273316,-12148186.687517408,664018.83085067,-393251.0236464087,160874.14465417067,-23876280.913286258,0.0,-1613102.140951552,0.0,0.0,-59349119.36054064,11871301.829042418,-11021927.163580023,9975607.986833554,-31471818.75418666,-11700239.563169451,480116.3572776992,-1028401.4407900542,114840.44634429985,-22241372.279156636,0.0,-2429085.065602728,0.0,0.0,-57450977.64698759
10.0,0,2016,970422509.6300001,1944704725.5400004,-54344475.25999971,1820715161.0589147,-39970125.77641605,49532188.66836611,1.137784230817182,9481054.233357774,2.289843312544612,34307.68858095125,1.6634229074267983,9.581201841387157,0.34166644617582065,3.767095378500471,0.0,1.0,0.0,0.0,2619490.5868288307,-13249805.89230101,8183567.346688189,-10325022.865332186,-5689764.186098813,968806.0841339367,-647322.5618916776,311449.0775685432,-23383248.56342148,0.0,-1995944.8474330432,0.0,0.0,-43207795.821258105,2788635.582719625,-12137091.178253358,7772314.9065489005,-9715631.163427455,-5175997.751767974,907676.179505108,-681874.9526158656,280275.56223121856,-21987633.245078534,0.0,-2020799.7162782573,0.0,0.0,-39970125.776416585
10.0,0,2017,916078034.3700007,1875434228.5500002,-44861224.970000386,1840608463.2857392,5574049.897761516,49981373.681756765,1.105815778240208,9562208.415541297,2.498252205694693,34855.340420482935,1.6537888939585774,9.382948726050785,0.34007889216253506,4.770890762549132,0.0,1.0,0.0,0.0,3602468.64980906,11711666.90879003,9818102.05870244,7648386.6031779945,-4850771.707967454,78839.31578756863,-1293328.563452277,-67130.09509933891,-22073767.012403265,0.0,0.0,0.0,0.0,4574466.157343121,3471663.9817340393,11635809.428850375,9494748.678630652,7159741.459563293,-4349271.893578804,72593.45617370369,-1192678.4371828611,-79657.18980173887,-20638899.58662581,0.0,0.0,0.0,0.0,5574049.89776285
10.0,0,2018,871216809.4,1832287979.439999,-23333794.63000066,1803617475.8342562,-15551898.247264855,50032286.73744983,1.066797659700705,9713746.872942442,2.7481777262340787,35468.043172631355,1.6625631085642214,9.25915085743363,0.33736523693119846,5.790735133387108,0.0,1.0,0.6006629816525212,0.0,-129541.64078452741,14599387.877220882,8703571.416424012,8201686.906966922,-5663007.572772523,282575.9644393382,-1033558.100512463,23237.71432055244,-20992793.349979617,0.0,0.0,-19771184.950617876,0.0,-15779625.735295758,110704.37731470208,15970991.638892904,9285207.426989939,8561495.819984669,-5688473.46804564,267744.37908965704,-1081334.7688749728,-8074.670036356436,-22141122.749359984,0.0,0.0,-20829036.23321916,0.0,-15551898.247264246
10.0,1,2002,0.0,1246323592.0349991,0.0,1173026671.2096944,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2003,630793106.0999994,1241953314.5610003,-8838108.55999962,1258557341.2882519,44832105.865413114,59073879.1072945,1.5142830611011664,9054049.101568,2.166937498871008,40889.91537345752,1.4139133512664046,10.647364783380597,0.2925123537466719,0.0,0.0,0.0,0.0,0.0,13648839.785366666,11278807.466829013,11632998.17929265,6825392.272478327,7876142.874671923,-299136.06626052613,344592.1035638631,-4408123.488579573,0.0,0.0,0.0,0.0,0.0,46899513.12736161,13481788.9885585,11035064.12835687,10636903.704423781,6418053.896143089,7219107.460717445,-168248.47670869686,310887.0553588469,-4101450.891436025,0.0,0.0,0.0,0.0,0.0,44832105.865413815
10.0,1,2004,621954997.5399998,1312021534.9300003,35268911.6400004,1313360084.753503,39482087.10040429,58938505.94935902,1.4978616618123721,9253046.969283681,2.4851738398995926,39232.375660351296,1.3925858908616928,10.758019104354055,0.2882037953763108,0.0,0.0,0.0,0.0,0.0,3999069.0756395822,7335445.464757413,13107323.883040886,8086538.997096855,10005802.75170033,-180291.45772482513,361776.0762714013,-4158481.9536968553,0.0,0.0,0.0,0.0,0.0,38557182.83708699,4441978.741671,7127488.246865716,13450384.649117233,8303631.058833619,10165833.142622812,-147277.08200116755,379519.92602526,-4239471.582732408,0.0,0.0,0.0,0.0,0.0,39482087.100402065
10.0,1,2005,667858603.1800003,1350942683.7989988,12839990.709998896,1376393538.8508143,21642547.366660688,56815471.1338437,1.4726335797291303,9271871.49403045,2.9508308892133193,37855.79259487439,1.3999864601841385,10.791586711469845,0.2683498149851508,0.0,0.0,0.0,0.0,0.0,-8095207.952752022,-2882384.649419339,14191570.302887255,11367374.073744394,9917936.424780108,-133415.63106543533,299713.2159767676,-3927374.129347943,0.0,0.0,0.0,0.0,0.0,20738211.654802546,-7332944.007245036,-1707355.9240563593,13896171.605418906,11232861.032647107,9590356.40385916,-111067.53045570482,225011.79256390745,-4150486.006070172,0.0,0.0,0.0,0.0,0.0,21642547.366661817
10.0,1,2006,680698593.8899993,1404571940.6460004,32570148.61000133,1442602150.1214802,33712016.75361619,59424259.005656324,1.5529062818323416,9624617.99885227,3.239993600355738,35841.871268263305,1.3766202579295632,10.855232436452741,0.2652882996433559,0.0,0.0,0.0,0.0,0.0,15224297.765305389,-18278684.706956167,19545895.4736305,6562451.986110594,14850024.532045633,-110520.6459889759,637564.8282500696,-4729986.271124922,0.0,0.0,0.0,0.0,0.0,33701042.96127227,15950170.607071094,-20444815.225066695,20440274.337551754,6828293.579370458,15378496.986337602,-129733.78279280191,658036.7711387576,-4968706.519994174,0.0,0.0,0.0,0.0,0.0,33712016.753616
10.0,1,2007,713268742.5000005,1433110623.8990002,3615514.8299992643,1496130312.3035166,10185842.791489424,60944927.18954627,1.556000352404395,9702037.32569292,3.4119712724514297,36153.08589224072,1.375057723629395,10.718445107942328,0.26177787200037594,0.0,0.0,0.0,0.0,0.0,5854936.000342408,2035552.6713886247,6261148.285976548,3853021.293411043,-2603113.034495456,-2184.850150564098,-648177.7868755306,-1298336.949773958,0.0,0.0,0.0,0.0,0.0,13452845.629821777,8455662.474229485,-4267447.63417587,6540615.4379003355,4009869.099128523,-2529596.4109142744,-68869.95863667743,-615662.7558791208,-1338727.460161522,0.0,0.0,0.0,0.0,0.0,10185842.791490879
10.0,1,2008,716884257.3299999,1502065693.6010003,36401661.330000654,1521393241.0531402,10119174.163448235,59625421.727805324,1.5629483872740868,9669229.113995085,3.8281403075726237,36188.818212071325,1.4651963876014567,10.720771412320671,0.26402716123339975,0.0,0.0,0.0,0.0,0.0,3477717.9225825598,-4349490.704564515,2899439.994594021,8778030.837931696,-446200.9317624493,1505675.0824763912,777193.9417735205,-1713130.6587132006,0.0,0.0,0.0,0.0,0.0,10929235.48431902,14102114.420489464,-31326261.91829362,7042488.031818687,17870287.096763454,363170.5330321231,3173637.380497097,734202.9062459018,-1840464.287106015,0.0,0.0,0.0,0.0,0.0,10119174.163447093
10.0,1,2009,753285918.6600006,1482428254.5730002,-25186716.010000072,1454174652.9865284,-37256647.95592928,59813328.40010965,1.6651093033714313,9557563.807932477,2.760413244425334,34532.141208026536,1.4469386140502762,10.89030352534587,0.25985445313146854,0.0,0.0,0.0,0.0,0.0,4999825.056479423,-27620978.12753387,-3251053.4297185624,-24993549.67303033,15051665.14591671,-319768.8606532999,1122701.1370252413,-1895407.5714938445,0.0,0.0,0.0,0.0,0.0,-36906566.32300929,5562865.794507054,-28178635.88760541,-2919105.3918462014,-27588611.110185,17069740.454820123,-285664.61840738816,1263338.0570680639,-2180575.2542796233,0.0,0.0,0.0,0.0,0.0,-37256647.95592839
10.0,1,2010,728099202.6500003,1483866618.262,-4465064.849999789,1504938851.3386405,44502950.64068882,63596992.75889035,1.6788946505916271,9555117.67702083,3.2299890759740144,33668.19311968302,1.5051312761956883,11.153985273002277,0.2644744344791655,0.0,0.0,0.0,0.0,0.040781336199695636,44250555.921496436,-3338222.945941147,-3521237.901748294,11666407.381434785,7885830.284100631,959880.6261420893,1289240.9331993903,317499.1596744209,0.0,0.0,0.0,0.0,-8215.998389869925,59501737.45997047,29261805.567595653,-3326607.67583517,-3832471.4263581126,11694371.759224603,8024316.61632627,933698.3437275139,1309350.8556028875,446539.3130158038,0.0,0.0,0.0,0.0,-8052.712612719724,44495055.472524375
10.0,1,2011,723634137.8000007,1546127823.130001,40732223.25999984,1556230446.459228,44154536.4329001,63689756.17185292,1.6140547072201983,9700987.699389786,3.9978422075831697,33061.35737998072,1.5658215978316052,11.426783635521707,0.2671541142945421,0.0,0.0,0.0,0.0,0.3707511204151486,-3907225.635977169,16692972.096557194,5413721.751780138,16491019.333909322,4874127.009503511,1030058.0174839826,1588941.1659315126,-1739661.3525524754,0.0,0.0,0.0,0.0,-65670.20823935946,40378282.1783958,-4050521.5956554017,18454279.00730435,5706168.464621684,17774368.539793488,5326369.593634825,1126258.528951636,1692242.4420111338,-1800750.6484519008,0.0,0.0,0.0,0.0,-73877.89930870479,44071425.016741544
10.0,1,2012,764366361.0600005,1564330045.61,19096171.14999969,1583813801.0892177,2397244.6542866696,63788953.485124454,1.6570931037477556,9770628.348342001,4.001385660278235,32842.18909118157,1.5597083973438168,11.365169519441594,0.26494166709076816,0.0,0.389397857052786,0.0,0.0,0.3935734546884192,2256616.665846632,-9485420.699064182,7352605.045753355,46723.81337548798,2549984.131952559,-185205.88811215397,-594132.7330668188,-166330.75493974178,0.0,559519.4935159177,0.0,0.0,-2985.005184129882,2331374.070076803,2055585.0715560357,-9667157.215900574,7635280.18570861,61897.79758038322,2705515.3237622897,-192401.7757962668,-641722.5936785617,-167028.2143541167,0.0,609985.3277656396,0.0,0.0,-2709.252356637815,2394785.6808917276
10.0,1,2013,783462532.21,1568704155.6000006,3328596.8200001046,1541959170.8342648,-33554441.20787893,65804745.528371915,1.8263644210127472,9874330.89231953,3.8610164259864597,33395.17654592799,1.5570401907420262,11.114408426559288,0.267390703849311,0.0,1.2711071866332309,0.0,0.0,0.3936610674795246,12040476.557522334,-39804564.83030266,5922976.387371907,-3004123.670770431,-5166293.506484234,-39915.308415545034,-1785518.6860025197,102077.21832185675,0.0,1290988.5030636038,0.0,0.0,0.0,-30443897.335695922,12420695.843567437,-43044873.291452706,6178134.866180746,-3143387.05673388,-5434644.780555537,-64161.63357419909,-1907315.296559783,100768.64353103035,0.0,1340341.4977182162,0.0,0.0,0.0,-33554441.20787867
10.0,1,2014,786791129.0300001,1617627298.110001,26581645.800000183,1601333566.3029659,31098767.422497198,66398385.22730215,1.7866624817368628,9945087.117842272,3.6377117990408627,33714.854882355605,1.6460145397053005,11.104170523045866,0.26812143346833417,0.0,2.200284012968316,0.0,0.0,0.8709696728721898,18661351.229276843,9738495.829092756,8826720.913476475,-4975100.477883103,-3053670.926855224,1345682.349343863,93437.79767593587,56909.13216772729,0.0,1391530.8681143988,0.0,0.0,-103266.5248076443,31982090.189603604,18715494.394013636,9203942.689812204,8117976.799569727,-4760958.519184335,-3008112.4207507237,1210543.566313149,318717.3709765492,25241.83654585238,0.0,1371480.4603076535,0.0,0.0,-95558.75510798133,31004490.373455994
10.0,1,2015,813372774.8300005,1604913377.72,-5300385.260000374,1514868393.9674664,-40733427.734957024,66382749.67042119,1.8900212265763607,10019520.843603168,2.5800628861038293,34602.54208297043,1.6562245871990335,11.053987470490489,0.2700798610398204,0.0,3.1967035780284623,0.0,0.0,0.961712848876078,10048392.468046226,-26135617.41072765,7435387.968992201,-27871222.96665817,-8665671.26908704,327172.1955843257,6705.136225441878,320746.81956985354,0.0,1529007.9035908706,0.0,0.0,-19700.430736464274,-43024799.58520153,-14471556.85303042,-19940676.685786147,-1338798.3731512732,-10156161.747274349,1449644.020929213,442253.4407714054,2472430.084557137,124217.79216852435,0.0,566842.0253005913,0.0,0.0,118378.56055886895,-41444756.52707529
10.0,1,2016,808072389.57,1576037837.6749995,-2846638.810000239,1498154523.2875416,-1002559.9722369611,67418485.09437469,1.9139719672468034,10131839.938803276,2.302499360821014,35189.472501334145,1.7208182558679368,10.94772714967037,0.2749790844682303,0.0,4.196713812551605,0.0,0.0,1.0,13741514.492845802,-8422343.84830315,5899477.0869287085,-8662678.651705088,-6022380.954997998,1349614.7866233427,-25239.351945873088,244604.46521413283,0.0,1519044.0454370114,0.0,0.0,-7818.737588443187,-386206.6674921155,13237990.413144436,-11479310.645800201,15506934.493808923,-12523915.131832918,-9663941.281873023,1013492.7206332145,264931.98549853073,310336.450105569,0.0,2340195.844708608,0.0,0.0,-9274.82062868257,-1013562.0421632256
10.0,1,2017,805225750.7599999,1543073135.062,-20486793.719999973,1552671856.0736446,3502661.463639099,68172159.13439049,1.96861659686148,10184950.61298924,2.507934869877325,35894.61246577868,1.721462540183281,10.69816752740507,0.27460324196099056,0.0,5.1874385109859515,0.0,0.0,1.0,7542490.95013457,-11753802.261334317,7210239.116162559,6586872.871679742,-5851775.392423277,-17570.580915340353,-1545290.8473292107,-13136.776978233822,0.0,1513692.8296429145,0.0,0.0,0.0,3671719.908639372,6760284.888791695,-10954681.728920689,6972032.958936925,6226230.905885091,-5385252.156477943,-31144.67468338855,-1482869.0072758424,-31087.658166148198,0.0,1429147.935549413,0.0,0.0,0.0,3502661.46363911
10.0,1,2018,784738957.0399998,1517641821.1679997,-21679068.420000453,1591634017.9951887,-5852176.820418913,67595979.72710417,2.0400512385406833,10250970.285153415,2.7637877776455904,36664.14752624683,1.732754587273617,10.462587023132961,0.27506693717650715,0.0,6.1821379697257886,0.0,0.0,1.588263931462332,-900534.2459461717,-15226751.441734837,7833190.1906870715,7510282.362131154,-6412459.203014693,309859.3681559353,-1093086.0363580366,49688.14233801126,0.0,1475181.0051923569,0.0,0.0,-127733.78246583609,-6582363.641015795,-666189.2117699079,-14784947.553663095,7784887.761600357,7465206.38978583,-6244463.8070223145,303031.0882835497,-1106259.1202821257,46302.3269153121,0.0,1476126.2267476055,0.0,0.0,-125870.92101337538,-5977361.873270508
21.0,0,2002,0.0,273596832.564,0.0,254451247.58552414,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0,2003,247199017.304,273479127.3279997,-1040195.0360002052,255643718.70206597,703549.223024278,14723815.060945377,1.0491615249258588,2126949.6070457473,2.197848648672229,34029.617655002614,1.0442543811931198,11.022449696096386,0.42899329454199686,0.0,0.0,0.0,0.0,0.0,-5325015.469525019,3134116.82171953,475782.2414317061,2792825.6872686287,874919.0616999072,294252.56706238654,-594746.5639042163,-2102327.00307181,0.0,0.0,0.0,0.0,0.0,-450192.6573191676,-6006589.177155124,4446725.5145120965,2519664.099405734,2876055.883446835,389024.8554947759,243429.6514636533,-526265.2130011312,-3238496.3911421755,0.0,0.0,0.0,0.0,0.0,703549.2230246654
21.0,0,2004,246158822.26799977,282088180.7569999,722570.0690000961,267050318.60982856,4339582.247946414,14753053.134944307,1.042390614125654,2134347.8587013143,2.5136016497431424,33416.6439893583,1.1118783707099074,10.529607600886415,0.4256825184549662,0.0,0.0,0.0,0.0,0.0,-28033.48885370104,-570273.0960183818,847764.5710763354,3110261.184471207,1820916.7309800298,295207.70596273884,-702280.2479597218,-1760550.0064019056,0.0,0.0,0.0,0.0,0.0,3013013.3532573166,286796.6043184756,-264089.2326132723,2168131.7550087385,2869229.76050456,1731799.2820000297,285134.8113573394,-521193.2582960996,-2216227.474334087,0.0,0.0,0.0,0.0,0.0,4339582.247945684
