CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,1,2003,150,1292016171.9999993,1615530131.0,1292016171.9999993,1278422089.9999995,-13594081.99999951,1275971574.1271188,82886230.36966158,53476957.51965334,1.6347740643854307,8588747.439730044,2.234740756442172,42662.37787938272,10.99289217665458,3.903983803230599,52482454.4654606,1436818.6187725947,6732554.540838499,25076279.067466103,4515455.424188852,-155132.31638184265,0.0,90088429.8003448,91763573.1301901,-105357655.13018963,0.0,-13594081.99999951
1.0,1,2004,160,1299712058.9999993,1626917221.0,1278422089.9999995,1357509238.0000007,71391261.00000082,1354169949.7904859,69028848.48517781,53624570.06095655,1.603999765257398,8759934.671476807,2.5567289224811294,41255.15616440346,10.884847513136755,3.898038989649783,19663702.56202542,8800300.643414598,8073358.462854883,26579448.082409702,6133903.466098849,-153343.35179012665,0.0,69097369.86501332,71092699.05595356,298561.9440472517,7695887.0000000065,79087148.00000083
1.0,1,2005,170,1307613726.9999993,1638115735.0,1357509238.0000007,1408403510.999999,42992604.99999858,1417662974.9839816,55591601.60156229,53761949.449261285,1.6174486989549746,8923104.812141366,3.015798909870116,40064.46204069296,10.763717372852264,3.8998636842086314,8127136.086639497,-4081306.7216787096,8761811.6948309,36036162.70412821,5978537.876691967,-170839.71303144394,0.0,54651501.92758043,55123736.95543709,-12131131.9554385,7901667.999999994,50894272.99999857
1.0,1,2006,170,1307613726.9999993,1638115735.0,1408403510.999999,1469130430.0000007,60726919.00000182,1485423414.0053084,67760439.0213265,55473498.63377548,1.6598973475673562,9174149.74755593,3.307445202756731,38281.87925044625,10.693748670955944,4.16677204054772,37462736.20015892,-9215278.482079398,11565852.435647914,21434955.894856766,9559463.416458014,-138348.01572694723,-2344186.8699773,68325194.57933797,68857705.8870333,-8130786.887031497,0.0,60726919.00000182
1.0,1,2007,170,1307613726.9999993,1638115735.0,1469130430.0000007,1495052844.0000002,25922413.999999456,1558109925.3204432,72686511.31513529,59233535.89410471,1.6705105768762236,9238295.083126336,3.472144844724852,38811.65439343511,10.55285663823564,4.381753284393289,65673655.36521461,-3416312.5268318434,3317844.0183499292,11870841.87732995,-2883396.3533954974,-273675.3351275725,-1957778.754164307,72331178.29137528,72596024.61989892,-46673610.61989947,0.0,25922413.999999456
1.0,1,2008,170,1307613726.9999993,1638115735.0,1495052844.0000002,1569203376.000001,74150532.00000069,1606856222.918298,48746297.59785462,60581042.589064464,1.7239372857732649,9282061.638698101,3.905201949835374,38751.55287967155,10.69754050976707,4.477509349517557,29254123.20447374,-14742847.24410266,2809349.9008466266,30084471.400015518,154557.15183133306,294124.6115403304,-831635.9186429398,47022143.10596195,47046815.97979766,27103716.020203024,0.0,74150532.00000069
1.0,1,2009,180,1318962067.9999993,1652157743.0,1569203376.000001,1550224962.9999995,-30326754.000001535,1523215401.461013,-98044516.41223304,60094979.920444734,1.8300204332162906,9213955.771536332,2.8468452607200376,37106.28768529181,10.794676571024784,4.640511703252408,7195121.782175244,-31280109.685067005,-908617.1526487349,-80183860.29015581,10207950.013363851,260302.9580405342,-1611051.3360147455,-96320263.71030666,-95673966.57841665,65347212.57841511,11348341.000000006,-18978413.000001524
1.0,1,2010,190,1348461645.9999993,1684310471.0,1550224962.9999995,1584263533.0000002,4538992.000000615,1591768766.645185,40055118.08197661,58921440.61759477,1.840247588289843,9102911.018159462,3.30328017509554,36265.80852433547,11.084825245322547,4.860558554143704,-887250.5898186564,-506821.4191441173,1219661.557563107,37892827.34257796,5560201.946930705,603422.3842481034,-2218901.681592594,41663139.5407645,41809669.65842616,-37270677.65842554,29499578.0,34038570.00000062
1.0,1,2011,190,1348461645.9999993,1684310471.0,1584263533.0000002,1649966415.0000002,65702881.99999989,1658435444.1096015,66666677.46441707,59029313.6300401,1.8564863393677276,9187108.464835577,4.054846028529312,35665.44924372962,11.381459884458591,4.824749344112973,5009180.527873944,-4220502.629425472,4670565.481340777,55696521.740229025,3906999.398450385,644999.2523990083,381758.09241227945,66089521.863279946,66614374.51774422,-911492.5177443349,0.0,65702881.99999989
1.0,1,2012,190,1348461645.9999993,1684310471.0,1649966415.0000002,1684310471.0000002,34344055.99999991,1697397011.3879614,38961567.27835923,60620023.9843658,1.869854584851908,9293102.742620526,4.083216373152744,35327.404692929784,11.26917532499845,4.881582318508153,32527775.66364075,-2626308.8369305376,5925046.011036048,2057002.038644453,2215035.8705668286,-254554.6198946889,-612454.4543277265,39231541.672735125,39660914.6191072,-5316858.619107287,0.0,34344055.99999991
1.0,1,2013,190,1348461645.9999993,1684310471.0,1684310471.0000002,1692923428.0000007,8612957.000000417,1683772239.1165257,-13624772.271435615,61912327.96519177,2.002397801512324,9387755.496650938,3.9249606180582464,35621.55127638874,10.930591668700675,4.8838862169610415,30368106.80259362,-33884191.72347536,5368399.642398682,-11532422.247254483,-2133344.0791731225,-766697.7345891446,-30538.20599632908,-12610687.545496136,-13095443.828845428,21708400.828845844,0.0,8612957.000000417
1.0,1,2014,190,1348461645.9999993,1684310471.0,1692923428.0000007,1741056553.0,48133124.999999456,1719442553.8099964,35670314.69347073,63808073.87868043,1.9743789871324182,9499424.734585779,3.714473176719332,35751.00140994326,10.899748533767344,5.136309629528758,41680985.419951476,6436076.284853175,6334844.030895409,-15817713.12201876,-1292285.015091265,-87136.36830387576,-2542480.5090906187,34712290.721195534,34850629.33419625,13282495.665803215,0.0,48133124.999999456
1.0,1,2015,190,1348461645.9999993,1684310471.0,1741056553.0,1722971063.9999995,-18085489.000000395,1624284381.4055002,-95158172.40449618,64475637.40105674,2.1168833723129103,9597316.039325247,2.732754028623962,36768.10200486439,10.90634035688398,5.159796659207317,20888292.729479484,-33074173.821806494,5866548.462113088,-84285253.61759853,-7482764.083228931,-29038.864959590064,-335195.25178382103,-98451584.4477848,-97888459.32670906,79802970.32670867,0.0,-18085489.000000395
1.0,1,2016,190,1348461645.9999993,1684310471.0,1722971063.9999995,1698078949.999999,-24892114.000000734,1600530673.8900578,-23753707.515442494,64972951.7216145,2.167094732189437,9670646.831501197,2.4309537042598244,37585.313674696874,10.82197380818201,5.667432337560159,26575657.627084214,-10547387.798059968,4419197.4078420345,-31352790.409899082,-5462241.957451269,-233741.501880204,-5309204.7070338875,-21910511.33939816,-22471469.332011443,-2420644.6679892913,0.0,-24892114.000000734
1.0,1,2017,190,1348461645.9999993,1684310471.0,1698078949.999999,1666633098.0000002,-31445851.999998268,1660361593.4332836,59830919.543226086,66908995.53310968,2.1253750250760346,9766946.324071702,2.6448248546655364,38434.438182861915,10.630065689936574,5.819167414272901,33887916.28397903,7844903.55222819,5407329.863606626,22287953.894665163,-5526773.800979755,-387626.6447137888,-1571989.0649316057,61941714.083853856,62580094.34417716,-94025946.34417541,0.0,-31445851.999998268
1.0,1,2018,190,1348461645.9999993,1684310471.0,1666633098.0000002,1636184632.9999995,-30448465.000000685,1700131754.779232,39770161.345948495,67730287.3401063,2.1135110726799597,9850048.84434978,2.9166976773397972,39371.94747135081,10.47046408296584,6.059877641395667,12675716.904314123,372663.341875514,4718337.463870212,26678411.689037256,-5837492.040816693,-331987.9746197518,-2442404.0154627436,35833245.36819792,36044870.251686975,-66493335.25168765,0.0,-30448465.000000685
2.0,0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,677131391.5130239,0.0,13378352.20863712,0.9242591681285973,2412902.9857398923,1.9468195567767472,35715.45159949252,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
2.0,0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,761786632.3049288,20174137.808829375,13026932.796544729,0.8726761567930796,2374560.06403818,2.2027861871074212,35129.657977308365,7.603248713845739,3.3806762574596942,797490.0374854136,469448.8558235558,5008520.133050597,12912474.868242087,2046879.2477698424,-35825.16857991174,0.0,21198987.973791588,21157551.49476769,-7646397.494767717,64490437.00000002,78001591.00000001
2.0,0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,815700343.9390618,27944559.747205757,12498024.033456318,0.8578654345548248,2380930.337738726,2.525741959821213,34149.20774718695,7.517428873038875,3.409599719765243,-1329166.1883243718,3445493.6487953854,6355834.821619326,15838431.724503502,3456452.5163061223,-38685.14080651914,0.0,27728361.382093437,28119082.615854543,-14786686.615854712,27575194.000000004,40907589.999999814
2.0,0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,873594665.153391,32865789.259639505,12247363.809401672,0.8701483600801563,2431976.7748505455,2.985415509479262,33180.000316565,7.492289932938576,3.4123453178573233,1815599.1281806761,-1412457.6886025397,6588194.760444148,21799144.164072983,3358878.3235612917,-30581.95273580675,0.0,32118776.73492074,32456354.665164296,-11726555.665163888,22919974.000000007,43649773.00000043
2.0,0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,917311858.5161575,27653919.784718502,12189060.458303766,0.8745361144032591,2489143.4711173256,3.267890040711128,31707.039385882163,7.526042945032465,3.573585135223625,3805856.5518557257,-2994432.184510585,7983383.206659545,12779382.50711343,5554856.214446465,4681.325939967449,-985048.3357465784,26148679.285757966,26491805.621407922,16251571.378591945,15747264.000000026,58490640.9999999
2.0,0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,935849300.2761601,9713392.698750436,12139213.002662905,0.895757297618231,2506046.0194194596,3.4551355017601795,31993.077300879882,7.428921805166348,3.7473472551869267,4820315.630692304,-3865710.228784615,3325536.2841278617,8482071.741966298,-1498247.0668378053,-109287.9934562721,-1020203.3900973815,10134474.977610389,10018071.625786701,-7711349.625786873,8688267.999999998,10994989.999999829
2.0,0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,968305414.1267494,32456113.850589015,12290406.974323366,0.8949319157018631,2511974.2483535623,3.86519583198288,31801.15427399655,7.60595589291727,3.801241314722138,10502662.422002325,1178830.3061606633,1497344.239512762,17839601.842134617,931863.6084121371,215564.03970004086,-225675.95626649412,31940190.50165605,32525110.05966368,31077737.94033655,0.0,63602848.00000024
2.0,0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,889700939.0899365,-78604475.03681257,11963645.855133768,1.0103714186644657,2493193.3027503705,2.8103374921298956,30173.234862315603,7.709680988226808,4.009220187255651,-9809189.195316242,-27063799.00062119,-1397232.0915459262,-50666578.6870639,7540824.869269008,120734.94673164158,-1319271.3756696016,-82594510.53421621,-80478991.3990471,829381.3990467072,0.0,-79649610.00000037
2.0,0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,910788833.4161502,18732231.980797593,11662173.301157078,1.0147581535574084,2506860.1969974237,3.269849533510993,29669.122375049657,7.925990832461792,4.027879329848159,-8704828.724685526,515804.6039358313,2491793.386910137,22485667.427363534,2163045.076726342,312641.26020741236,-7347.511489433595,19256775.518968288,19435985.937217746,-31920153.93721763,2308521.999999999,-10175645.999999883
2.0,0,2011,1460,834611629.0000001,961216518.0,898704146.9999999,936058350.9999999,37354203.999999985,942174156.6376141,31385323.2214644,11462779.635000493,0.9974284523821851,2526455.2832451183,4.0111020093807,29100.830016762302,8.21325535454527,4.1277261650759955,-8399904.138120433,3205388.8687762427,2028785.9189162024,31478250.01703082,2646990.6608033436,322167.5439601466,-669581.9089941061,30612096.96237223,30548195.670853537,6806008.329146452,0.0,37354203.999999985
2.0,0,2012,1460,834611629.0000001,961216518.0,936058350.9999999,961216517.9999998,25158166.999999605,942228929.6818202,54773.044205765706,11264859.97852807,0.992574394229256,2552570.2182420236,4.025635842023475,28874.30950212684,8.25691541066462,4.125146976115281,-4813604.833424372,-18981.20402269723,2740290.6029977407,600942.8340467456,1329384.0052746092,34653.935402047886,13487.573012892584,-113827.086713029,-110390.6594264824,25268557.659426104,0.0,25158166.999999613
2.0,0,2013,1460,834611629.0000001,961216518.0,961216517.9999998,943429917.9999999,-17786599.999999646,936673166.868435,-5555762.813385332,11263611.05969423,1.02084820166258,2586254.4538100096,3.8688140678341774,29012.009098915678,8.061410663150488,4.209983574408115,4206961.001330856,-6268068.548636414,4697217.043798217,-6547249.26811967,-629133.2545798344,-237017.95197514497,-396348.9329274715,-5173639.911109462,-5159971.854066283,-12626628.14593337,0.0,-17786599.999999646
2.0,0,2014,1460,834611629.0000001,961216518.0,943429917.9999999,939315734.0,-4114183.9999997607,942311178.3101387,5638011.441703944,11419119.683224887,1.0016930398073778,2619700.4193235864,3.648912589689066,29100.59214070388,8.10393323624538,4.286909931253786,9463626.175235504,2759972.2035131184,3548766.4501477126,-9263797.354779303,-481431.6554709333,46391.250340402556,-496838.1829416211,5576688.88604488,5491179.319384409,-9605363.319384173,0.0,-4114183.9999997616
2.0,0,2015,1460,834611629.0000001,961216518.0,939315734.0,913699509.0000002,-25616225.000000145,909227033.4188747,-33084144.89126386,11782498.880544942,1.0041721746130894,2653957.930823444,2.6811130935646244,30303.426469331953,7.89858692563221,4.435976714625912,18638883.98789136,-1584095.6399166402,3477347.689994078,-46249057.92505251,-5352631.533027931,-267349.6584477899,-863104.3414375003,-32200007.419996943,-33067976.07042338,7451751.070423222,0.0,-25616225.000000145
2.0,0,2016,1460,834611629.0000001,961216518.0,913699509.0000002,871357915.0,-42341593.999999925,904777159.8819046,-4449873.536970238,12159503.951854233,1.0184609172565577,2686779.490681187,2.375580169433513,31096.219490803018,7.7279764475579835,4.946688749888003,17918028.150172595,-2899065.7309776596,3239161.747377782,-16670034.414178053,-3278870.7122436184,-168117.89087356027,-2861834.1860826313,-4720733.036805149,-4967358.467464823,-37374235.53253513,0.0,-42341593.999999925
2.0,0,2017,1460,834611629.0000001,961216518.0,871357915.0,831552342.0000001,-39805573.00000009,925486100.587237,20708940.705332547,12281198.976827214,1.0133404202490515,2723302.8340536105,2.5871111280765544,31229.15029256711,7.447846200594936,5.1713650493599825,5493239.831929131,2212294.496409835,3284247.4825269445,11471904.732873531,-643482.8676054927,-346642.79076803656,-1215172.6698334508,20256388.21553246,20422478.582434963,-60228051.58243508,0.0,-39805573.00000009
2.0,0,2018,1460,834611629.0000001,961216518.0,831552342.0000001,809531783.0000001,-22020558.999999903,955530873.1779108,30044772.590673544,12605880.249967996,1.0085579264681765,2755043.820597202,2.8661268903790953,31624.666409858393,7.199429888269627,5.46755028277949,10164003.996896403,2972120.1569138244,2851420.2524183607,13331123.034468304,-1524641.4703885713,-280755.17009738775,-1509519.9327574475,26003750.867453482,26372557.00065836,-48393116.000658266,0.0,-22020558.999999903
2.0,1,2002,155,47178562.99999999,66035486.0,0.0,47178562.99999999,0.0,44440497.04223709,0.0,2983338.4139987878,1.2225135469246353,2749422.817284878,1.9584834944633647,35507.41498639973,7.676508567461031,3.5515186929283957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47178562.99999999,47178562.99999999
2.0,1,2003,155,47178562.99999999,66035486.0,47178562.99999999,47597707.99999998,419144.99999998865,48695097.568490535,4254600.526253458,3091491.7078865673,0.9521352387146016,2793986.2170423507,2.225879603062518,34819.634861483035,7.719965056587246,3.5515186929283957,829109.4338084005,2644902.892284533,246891.5526719312,881455.0926797489,132825.42712025176,2800.048407480356,0.0,4737984.446972346,4962523.612577299,-4543378.61257731,0.0,419144.99999998853
2.0,1,2004,199,48771606.99999999,69179572.0,47597707.99999998,53869703.00000001,4678951.000000035,53517339.81439782,3086227.4117082492,2896229.968728075,0.9321001113017419,2884138.061377279,2.53379725876369,33830.369026072585,7.75879532942189,3.5237052410432157,924265.7051525527,787746.009066499,267646.99849324476,939717.1624753658,192309.15021320703,2979.541394118572,0.0,3114664.566794988,3197742.048824645,1481208.9511753896,1593043.999999999,6271995.0000000335
2.0,1,2005,199,48771606.99999999,69179572.0,53869703.00000001,61106762.00000001,7237058.999999995,58937481.84692832,5420142.0325305145,3046508.4153566826,0.8958498341929008,2936588.978183436,2.989170905209254,32976.15141722538,7.774775176056839,3.5237052410432157,2604038.0518162902,471052.4681159357,343579.460179705,1415662.5432769947,187326.85463463515,1148.022885621585,0.0,5022807.400909182,5162944.779317888,2074114.2206821074,0.0,7237058.999999995
2.0,1,2006,199,48771606.99999999,69179572.0,61106762.00000001,67460493.99999997,6353731.999999959,63626476.954470314,4688995.107541989,3302780.4993083584,0.8790002003685922,3002673.6501332447,3.2749902197194363,31657.32308746256,7.8666543232828054,3.5814538282488826,2779874.3776808316,353416.6666807578,445863.4195482698,914385.3570773678,357013.4392636279,8866.40958358176,-28501.502755695365,4830918.167078743,4928573.716177812,1425158.2838221479,0.0,6353731.999999959
2.0,1,2007,267,50589582.999999985,77227194.0,67460493.99999997,73228318.00000001,3949848.000000056,68912616.55588827,2756928.38946188,3656908.907658913,1.0531231772917928,2960410.5104645877,3.473777256883102,31985.6632686577,7.655246081984901,3.931233263970569,3715763.9268435873,-1139785.6929468473,136303.36994083432,689191.3024067959,-151251.51691658027,-23979.618317260418,-143721.5446315364,3082520.2263789945,3111086.5625573443,838761.4374427111,1817976.000000001,5767824.000000056
2.0,1,2008,291,55076221.999999985,81700280.0,73228318.00000001,86665208.99999996,8950251.999999935,82179585.21534227,8938373.158846287,3812614.818571088,0.9840738725257998,2923237.336847401,3.865072043930319,31971.510669302454,7.6396311624279525,3.9681934792114104,7162559.174219364,-441386.532895665,28853.459617091765,1324857.8847817974,105718.79680260982,15939.236837428683,6539.232385766563,8203081.251748393,8231136.974489582,719115.0255103512,4486638.999999996,13436890.999999931
2.0,1,2009,313,56427308.999999985,82829583.0,86665208.99999996,78047143.00000001,-9969152.999999948,76743225.36532654,-6352998.702897277,3707858.8640000364,1.2262722444865433,2859400.3000248764,2.799377103054835,30635.96373662954,7.904607193832333,4.049968055361279,405405.93014429574,-3534090.7205531322,-154154.66078072542,-4467975.699900208,495203.1741824533,39508.375391629335,-38729.49088642105,-7254833.092402108,-7033070.831436807,-2936082.168563139,1351087.0,-8618065.999999948
2.0,1,2010,313,56427308.999999985,82829583.0,78047143.00000001,73994753.99999999,-4052389.0000000237,78597548.59695607,1854323.2316295537,3570552.0467144186,1.2194090351872062,2870003.0320191216,3.2677661049634668,29910.28759021451,7.921072462803428,4.0016641587498,411191.30061837786,-362112.7795603478,59822.556794114906,1973305.963073687,285753.6672573817,4753.82233140052,39137.84094719136,2411852.3714618045,2547041.4093218734,-6599430.409321897,0.0,-4052389.0000000237
