CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_HINY,YEARS_SINCE_TNC_BUS_MIDLOW,YEARS_SINCE_TNC_RAIL_HINY,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_HINY_FAC,FARE_per_UPT_cleaned_2018_log_MIDLOW_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,1,2002,150,1292016171.9999993,1615530131.0,0.0,1292016171.9999993,0.0,1036350883.1450893,0.0,49814785.82760192,1.6449755572275602,0.0,8445944.209983494,0.44361978439460165,1.9566243795576885,43672.133831359766,11.080959921196712,3.903983803230599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292016171.9999993,1292016171.9999993
1.0,1,2003,150,1292016171.9999993,1615530131.0,1292016171.9999993,1278422089.9999995,-13594081.99999951,1326246387.8240473,54844723.081039265,53476957.51965334,1.6347740643854307,0.0,8588747.439730044,0.4476318255022279,2.234740756442172,42662.37787938272,10.99289217665458,3.903983803230599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41833100.34744975,501908.1685977236,0.0,5269064.199486793,-2807753.547815933,17099458.22043517,2230418.9028475033,-238819.39012968168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58486840.40759986,59080867.894966096,-68913005.89496598,0.0,-9832137.999999871
1.0,1,2004,160,1299712058.9999993,1626917221.0,1278422089.9999995,1357509238.0000007,71391261.00000082,1382310696.0808103,48008591.680784054,53624570.06095655,1.603999765257398,0.0,8759934.671476807,0.4461696202749582,2.5567289224811294,41255.15616440346,10.884847513136755,3.898038989649783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15661119.294200024,3638529.366941791,0.0,6318043.477106025,-769456.893505109,18121894.12289601,3029074.3274191697,-236064.66880044533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45763139.02625746,46530556.01768418,24860704.98231665,7695887.0000000065,79087148.00000083
1.0,1,2005,170,1307613726.9999993,1638115735.0,1357509238.0000007,1408403510.999999,42992604.99999858,1431893106.1383758,39266810.43539284,53761949.449261285,1.6174486989549746,0.0,8923104.812141366,0.44459389519170467,3.015798909870116,40064.46204069296,10.763717372852264,3.8998636842086314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6478697.204074122,-1821699.9051556042,0.0,6856728.790526098,-552953.3813519,24547382.842052728,2952678.2283209334,-263005.7008409963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38197828.07762538,38430457.17150095,4562147.828497624,7901667.999999994,50894272.99999857
1.0,1,2006,170,1307613726.9999993,1638115735.0,1408403510.999999,1469130430.0000007,60726919.00000182,1483005160.5179105,51112054.37953456,55473498.63377548,1.6598973475673562,0.0,9174149.74755593,0.4445286803743289,3.307445202756731,38281.87925044625,10.693748670955944,4.16677204054772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29687015.712664556,-4091266.81010953,0.0,9049515.826242866,-6623.947326584894,14627532.148175687,4718326.188709372,-212948.89963672176,-3157752.3519315226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50613797.866788134,50924177.41904296,9802741.580958849,0.0,60726919.00000182
1.0,1,2007,170,1307613726.9999993,1638115735.0,1469130430.0000007,1495052844.0000002,25922413.999999456,1533479821.2877645,50474660.76985428,59233535.89410471,1.6705105768762236,0.0,9238295.083126336,0.4366069840514481,3.472144844724852,38811.65439343511,10.55285663823564,4.381753284393289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52137675.90483019,-1589295.454527177,0.0,2597406.6126365224,-4566121.79837637,8109203.584097495,-1426930.3727341972,-421267.9664090489,-2638394.3569350457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52202276.15258238,52030930.410893306,-26108516.410893846,0.0,25922413.999999456
1.0,1,2008,170,1307613726.9999993,1638115735.0,1495052844.0000002,1569203376.000001,74150532.00000069,1571873590.8194127,38393769.53164795,60581042.589064464,1.7239372857732649,0.0,9282061.638698101,0.44021721953809034,3.905201949835374,38751.55287967155,10.69754050976707,4.477509349517557,0.0,0.0,0.0,0.0,0.0,0.0,0.18901792394536435,0.0,23408467.750339672,-6516147.344461883,0.0,2199407.220760881,2014511.632192114,20513887.67616854,75256.55028291763,453037.73667218024,-1120109.4485278283,0.0,0.0,0.0,0.0,0.0,0.0,-3711403.615434734,0.0,37316908.15799186,37327008.875217326,36823523.12478335,0.0,74150532.00000069
1.0,1,2009,180,1318962067.9999993,1652157743.0,1569203376.000001,1550224962.9999995,-30326754.000001535,1529267749.3779397,-58092150.139496595,60094979.920444734,1.8300204332162906,0.0,9213955.771536332,0.44168584296614405,2.8468452607200376,37106.28768529181,10.794676571024784,4.640511703252408,0.0,0.0,0.0,0.0,0.0,0.0,0.1873916149649274,0.0,5614100.713107753,-13777384.8365954,0.0,-712443.8987986345,757539.5997397298,-55304651.72211428,5038006.364266002,400959.1800141978,-2170862.1815313427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60154736.78191197,-60018632.70257269,29691878.702571165,11348341.000000006,-18978413.000001524
1.0,1,2010,190,1348461645.9999993,1684310471.0,1550224962.9999995,1584263533.0000002,4538992.000000615,1593706852.5723338,36704205.6396807,58921440.61759477,1.840247588289843,0.0,9102911.018159462,0.45513338431330663,3.30328017509554,36265.80852433547,11.084825245322547,4.860558554143704,0.0,0.0,0.0,0.0,0.0,0.0,0.19688169388245277,0.0,-1042353.0403257888,-335823.41818360856,0.0,953260.9846970276,9024721.294317072,25821378.03222255,2746187.620744761,929477.0496338306,-2990380.9680372425,0.0,0.0,0.0,0.0,0.0,0.0,-387701.3030449459,0.0,34718766.25202365,34499340.70415542,-29960348.704154808,29499578.0,34038570.00000062
1.0,1,2011,190,1348461645.9999993,1684310471.0,1584263533.0000002,1649966415.0000002,65702881.99999989,1637195247.9359934,43488395.363659516,59029313.6300401,1.8564863393677276,0.0,9187108.464835577,0.45042543885263525,4.054846028529312,35665.44924372962,11.381459884458591,4.824749344112973,0.0,0.0,0.0,0.0,0.12169437631895379,0.0,0.36148987436606717,0.0,3846902.799193797,-1952678.0069861757,0.0,3656375.2097768276,-2943735.411005721,37890201.92591527,1929911.802173665,993448.4149857954,515717.71064191835,0.0,0.0,0.0,0.0,1829862.2515119107,0.0,-3098883.9544289364,0.0,42667122.741778344,42786387.13613803,22916494.86386186,0.0,65702881.99999989
1.0,1,2012,190,1348461645.9999993,1684310471.0,1649966415.0000002,1684310471.0000002,34344055.99999991,1671606551.6151319,34411303.679138675,60620023.9843658,1.869854584851908,0.0,9293102.742620526,0.4463144994622848,4.083216373152744,35327.404692929784,11.26917532499845,4.881582318508153,0.0,0.0,0.0,0.0,0.6173261430677723,0.0,0.3671970348350569,0.0,26002433.83018595,-1198598.312818547,0.0,4638189.614660743,-2663164.488270553,1406141.7627176035,1093032.4360224325,-391878.25797459093,-824702.0434727385,0.0,0.0,0.0,0.0,7907381.234381119,0.0,-140858.1597740899,0.0,35827977.61565733,36106388.0403804,-1762332.0403804965,0.0,34344055.99999991
1.0,1,2013,190,1348461645.9999993,1684310471.0,1684310471.0000002,1692923428.0000007,8612957.000000417,1690238436.7315607,18631885.116428465,61912327.96519177,2.002397801512324,0.0,9387755.496650938,0.44664992778051077,3.9249606180582464,35621.55127638874,10.930591668700675,4.8838862169610415,0.0,0.0,0.0,0.0,1.540398340702973,0.0,0.3671970348350569,0.0,24319300.51066932,-14989794.20839582,0.0,4202423.92521012,181921.30742416703,-7897622.098087698,-1055799.9946220678,-1180380.7663771296,-40757.10093061187,0.0,0.0,0.0,0.0,15182920.247121459,0.0,0.0,0.0,18722211.822011743,18517120.261457205,-9904163.261456791,0.0,8612957.000000417
1.0,1,2014,190,1348461645.9999993,1684310471.0,1692923428.0000007,1741056553.0,48133124.999999456,1727004078.501524,36765641.76996366,63808073.87868043,1.9743789871324182,0.0,9499424.734585779,0.446255929598957,3.714473176719332,35751.00140994326,10.899748533767344,5.136309629528758,0.0,0.0,0.0,0.0,2.4930767871465287,0.0,0.5959422245221203,0.0,33229156.339904223,2692022.4286394,0.0,4958915.9769311845,-247033.7355460864,-10836386.58803543,-639982.9794127296,-134054.79773652714,-3426343.5624217615,0.0,0.0,0.0,0.0,15784742.942386767,0.0,-5275413.193093446,0.0,36105622.831615604,36251061.70148728,11882063.298512181,0.0,48133124.999999456
1.0,1,2015,190,1348461645.9999993,1684310471.0,1741056553.0,1722971063.9999995,-18085489.000000395,1661426830.0050561,-65577248.49646844,64475637.40105674,2.1168833723129103,0.0,9597316.039325247,0.44720697187630387,2.732754028623962,36768.10200486439,10.90634035688398,5.159796659207317,0.0916460741516709,0.0,0.0,0.0,3.4930767871465287,0.0,0.900199451427334,0.0,16613346.87157085,-14590392.17003566,0.0,4592492.467100944,565763.7793221382,-58123157.18264628,-3705708.046426361,-44594.599275669345,-451210.4952703704,-21158763.109177466,0.0,0.0,0.0,17237104.45351769,0.0,-6752259.689840674,0.0,-65817377.721160874,-65733128.664876595,47647639.66487621,0.0,-18085489.000000395
1.0,1,2016,190,1348461645.9999993,1684310471.0,1722971063.9999995,1698078949.999999,-24892114.000000734,1645509581.1357596,-15917248.869295958,64972951.7216145,2.1667661301475274,0.0,9670646.831501197,0.4469585951880513,2.4309537042598244,37585.313674696874,10.82197380818201,5.667432337560159,0.1832921483033418,0.0,0.0,0.0,4.493076787146529,0.0,0.9948920482681641,0.0,21174748.467677634,-4512564.880102039,0.0,3459583.7867585705,-153053.7160889777,-21510976.499516252,-2704425.3880899013,-359810.5312035322,-7154483.650187875,-20339463.42068566,0.0,0.0,0.0,17058051.416757457,0.0,-2432880.4777229754,0.0,-17475274.892403558,-17278788.515130084,-7613325.484870646,0.0,-24892114.000000734
1.0,1,2017,190,1348461645.9999993,1684310471.0,1698078949.999999,1666633098.0000002,-31445851.999998268,1704499565.8515205,58989984.7157608,66908995.53310968,2.124763901431831,0.0,9766946.324071702,0.44589046285177103,2.6448248546655364,38434.438182861915,10.630065689936574,5.819167414272901,0.1832921483033418,0.0,0.0,0.0,5.493076787146529,0.0,0.9948920482681641,0.0,27142434.568101726,3547356.477571463,0.0,4232957.29974157,-760260.425058797,15214450.971655034,-2736600.0609315815,-596602.7123647069,-2118947.699545268,0.0,0.0,0.0,0.0,16811610.272529513,0.0,0.0,0.0,60736398.69169895,61455790.30757068,-92901642.30756895,0.0,-31445851.999998268
1.0,1,2018,190,1348461645.9999993,1684310471.0,1666633098.0000002,1636184632.9999995,-30448465.000000685,1724732993.5435147,20233427.691993836,67730287.3401063,2.1117986924347303,0.0,9850048.84434978,0.44665465359601886,2.9166976773397972,39371.94747135081,10.47046408296584,6.059877641395667,0.0916460741516709,0.0,0.0,0.0,6.49307678714653,0.0,1.0,0.6413485415513257,10169049.878125837,812291.9788198038,0.0,3693651.6436125003,529078.656834836,18201952.014832802,-2889850.917726683,-511081.8579646356,-3292205.7895411593,19649210.153169833,0.0,0.0,0.0,16500284.695758412,0.0,-113026.20973668693,-41896896.23194811,20852458.014236756,20193336.415399,-50641801.415399686,0.0,-30448465.000000685
2.0,0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,713658111.5279521,0.0,13378352.20863712,0.0,0.9242591681285973,2412902.9857398923,0.35736541727276155,1.9468195567767472,35715.45159949252,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.04739470995326952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
2.0,0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,800366370.4026028,13647465.351663237,13026932.796544729,0.0,0.8726761567930796,2374560.06403818,0.3548065050909656,2.2027861871074212,35129.657977308365,7.603248713845739,3.3806762574596942,0.0,0.0,0.0,0.0,0.0,0.0,0.04335903935301408,0.0,479851.0234286063,0.0,679237.0378190537,3918521.86752995,-710668.4713175005,8805795.489602642,1010454.2286939811,-55070.40397414213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13809266.463324191,13657341.12032807,-828482.1203280981,64490437.00000002,77319296.00000003
2.0,0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,865892749.393253,21951595.866685644,12498024.033456318,0.0,0.8578654345548248,2380930.337738726,0.3576984250748726,2.525741959821213,34149.20774718695,7.517428873038875,3.409599719765243,0.0,0.0,0.0,0.0,0.0,0.0,0.04183583714143996,0.0,-1147030.1590676557,0.0,4327870.4541975055,4971922.472610447,-1452427.5207853874,10799207.286609216,1706214.074457984,-59441.032590348244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18603218.98999999,18819985.871351793,-5863289.871351946,27575194.000000004,40531889.999999836
2.0,0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,915688910.4275509,23615307.448903866,12247363.809401672,0.0,0.8701483600801563,2431976.7748505455,0.3513818746693334,2.985415509479262,33180.000316565,7.492289932938576,3.4123453178573233,0.0,0.0,0.0,0.0,0.0,0.0,0.04064891452042743,0.0,1368331.24186438,0.0,-1619433.5374653977,5153857.861418297,-952424.8676497517,14848596.268650737,1658263.7871487013,-46973.21780550747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20410217.536161453,20543400.507219568,186398.49278083502,22919974.000000007,43649773.00000043
