,CBSA,MNAME,Mode,Year,Tot_Pop,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE
618,47380,"Waco, TX Metro Area",Bus,2016,264869.0,1,2,4964
904,47380,"Waco, TX Metro Area",Bus,2017,267554.0,1,3,7932
1194,47380,"Waco, TX Metro Area",Bus,2018,270178.75,1,4,11270
1235,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2012,5804333.0,1,1,15
1280,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2013,5950214.0,1,2,103
162,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2014,6032744.0,1,3,445
370,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2015,6098283.0,1,4,1690
619,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2016,6133552.0,1,5,4964
905,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2017,6216710.0,1,6,7932
1195,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2018,6287895.75,1,7,11270
1236,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2012,5804333.0,1,1,15
1281,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2013,5950214.0,1,2,103
163,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2014,6032744.0,1,3,445
371,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2015,6098283.0,1,4,1690
620,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2016,6133552.0,1,5,4964
906,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2017,6216710.0,1,6,7932
1196,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2018,6287895.75,1,7,11270
621,48300,"Wenatchee-East Wenatchee, WA Metro Area",Bus,2016,117665.0,1,0,4964
907,48300,"Wenatchee-East Wenatchee, WA Metro Area",Bus,2017,118478.0,1,1,7932
1197,48300,"Wenatchee-East Wenatchee, WA Metro Area",Bus,2018,119459.5,1,2,11270
908,48540,"Wheeling, WV-OH Metro Area",Bus,2017,141254.0,1,0,7932
1198,48540,"Wheeling, WV-OH Metro Area",Bus,2018,139654.0,1,1,11270
164,48620,"Wichita, KS Metro Area",Bus,2014,641225.0,1,0,445
372,48620,"Wichita, KS Metro Area",Bus,2015,644502.0,1,1,1690
622,48620,"Wichita, KS Metro Area",Bus,2016,645447.0,1,2,4964
909,48620,"Wichita, KS Metro Area",Bus,2017,646542.0,1,3,7932
1199,48620,"Wichita, KS Metro Area",Bus,2018,647599.5,1,4,11270
623,48700,"Williamsport, PA Metro Area",Bus,2016,115248.0,1,0,4964
910,48700,"Williamsport, PA Metro Area",Bus,2017,113841.0,1,1,7932
1200,48700,"Williamsport, PA Metro Area",Bus,2018,112585.75,1,2,11270
624,48900,"Wilmington, NC Metro Area",Bus,2016,282573.0,1,0,4964
911,48900,"Wilmington, NC Metro Area",Bus,2017,288156.0,1,1,7932
1201,48900,"Wilmington, NC Metro Area",Bus,2018,293494.25,1,2,11270
165,49180,"Winston-Salem, NC Metro Area",Bus,2014,655015.0,1,0,445
373,49180,"Winston-Salem, NC Metro Area",Bus,2015,659330.0,1,1,1690
625,49180,"Winston-Salem, NC Metro Area",Bus,2016,662079.0,1,2,4964
912,49180,"Winston-Salem, NC Metro Area",Bus,2017,667733.0,1,3,7932
1202,49180,"Winston-Salem, NC Metro Area",Bus,2018,672660.75,1,4,11270
166,49340,"Worcester, MA Metro Area",Bus,2014,930473.0,1,0,445
374,49340,"Worcester, MA Metro Area",Bus,2015,935536.0,1,1,1690
626,49340,"Worcester, MA Metro Area",Bus,2016,935781.0,1,2,4964
913,49340,"Worcester, MA Metro Area",Bus,2017,942475.0,1,3,7932
1203,49340,"Worcester, MA Metro Area",Bus,2018,947556.75,1,4,11270
627,49420,"Yakima, WA Metro Area",Bus,2016,249636.0,1,0,4964
914,49420,"Yakima, WA Metro Area",Bus,2017,250193.0,1,1,7932
1204,49420,"Yakima, WA Metro Area",Bus,2018,250812.25,1,2,11270
628,49620,"York-Hanover, PA Metro Area",Bus,2016,443744.0,1,0,4964
915,49620,"York-Hanover, PA Metro Area",Bus,2017,446078.0,1,1,7932
1205,49620,"York-Hanover, PA Metro Area",Bus,2018,448047.75,1,2,11270
629,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Bus,2016,544746.0,1,0,4964
916,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Bus,2017,541926.0,1,1,7932
1206,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Bus,2018,538526.25,1,2,11270
630,49700,"Yuba City, CA Metro Area",Bus,2016,171926.0,1,0,4964
917,49700,"Yuba City, CA Metro Area",Bus,2017,173679.0,1,1,7932
1207,49700,"Yuba City, CA Metro Area",Bus,2018,175236.5,1,2,11270
631,49740,"Yuma, AZ Metro Area",Bus,2016,205631.0,1,0,4964
918,49740,"Yuma, AZ Metro Area",Bus,2017,207534.0,1,1,7932
1208,49740,"Yuma, AZ Metro Area",Bus,2018,209300.25,1,2,11270
