CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_WA_EMP_PCT_LEHD,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_WA_EMP_PCT_LEHD_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
10.0,1,2003,100,2028458449.0000012,2929500931.0,2028458449.0000012,1999850729.9999993,-28607719.000001907,2307582333.4040155,72714645.42304993,503552796.99999994,1.92921531457,26042245.26999999,49.96290228067158,2.2467999999999995,41148.63500000003,31.36,3.5,0.0,0.0,83883046.42245658,-63509626.13011315,10510168.662990918,175076.73610539315,31129147.88792448,12761597.132889867,-6982425.9961596,0.0,0.0,0.0,67966984.7160945,65998822.95836445,-94606541.95836636,0.0,-28607719.000001915
10.0,1,2004,100,2028458449.0000012,2929500931.0,1999850729.9999993,2115153451.9999995,115302722.00000024,2444108721.540779,136526388.13676357,521860484.00000006,1.9019918870399999,26563773.749999993,49.49332722895923,2.5669,39531.590000000004,31.0,3.5,0.0,0.0,49420187.4802468,10068894.47200242,15438019.925891487,-1111951.1066957212,32898879.927185405,16350316.10904297,-7080287.323756128,0.0,0.0,0.0,115984059.48391722,118319677.27747674,-3016955.2774765044,0.0,115302722.00000024
10.0,1,2005,100,2028458449.0000012,2929500931.0,2115153451.9999995,2507212522.9999957,392059070.9999962,2695107004.901825,250998283.36104584,527998936.9999998,1.60869959421,27081157.49999996,49.053171170098544,3.0314999999999994,38116.91999999998,30.68,3.5,0.0,0.0,16975634.327299383,124754519.67790186,15882951.90224877,-1102400.0544903765,45423038.2289861,15713242.21599624,-6657760.742967756,0.0,0.0,0.0,210989225.5549742,217216149.51830313,174842921.48169306,0.0,392059070.9999962
10.0,1,2006,100,2028458449.0000012,2929500931.0,2507212522.9999957,2603647774.9999986,96435252.00000286,2819970050.079096,124863045.17727089,539962610.0000004,1.58764677875,27655014.75000005,48.54784679008509,3.3499999999999996,36028.75000000002,30.18,3.7,0.0,0.0,38695700.26617673,10951108.229005195,20472452.99279403,-1500152.1270956036,33301938.44656748,28854820.608660884,-12320055.385972584,-4087571.4797251695,0.0,0.0,114368241.55041094,116157981.8385623,-19722729.838559434,0.0,96435252.00000286
10.0,1,2007,100,2028458449.0000012,2929500931.0,2603647774.9999986,2751026060.0000033,147378285.00000477,2882766075.230879,62796025.15178299,543107373.0000006,1.5239354946199999,27714120.0,48.55486460721378,3.4605999999999995,36660.58,30.4,3.6,0.0,0.0,10355988.527701963,35146847.00509731,2156685.4235027693,21641.628867616924,11368789.568840997,-9177008.69423869,5649322.582281076,2124994.8228406464,0.0,0.0,57647260.86489369,57978889.229940034,89399395.77006474,0.0,147378285.00000477
10.0,1,2008,100,2028458449.0000012,2929500931.0,2751026060.0000033,2818659238.999998,67633178.99999475,2978704677.422053,95938602.19117403,558408347.0,1.54893287952,27956797.669999957,48.22029980148967,3.9195,36716.94000000002,30.42,3.7,0.0,0.0,52746790.460012145,-14544350.97172249,9317504.100505527,-1089915.363755679,47147692.40690388,-858183.1939330713,542110.9927297153,-2243448.1635160726,0.0,0.0,91018200.26722394,91554287.75703016,-23921108.757035404,0.0,67633178.99999475
10.0,1,2009,100,2028458449.0000012,2929500931.0,2818659238.999998,2717269399.9999986,-101389838.99999952,2829120946.465275,-149583730.95677805,562176551.0000006,1.63249305102,27734538.00000004,48.268547576046856,2.8430999999999997,35494.290000000015,30.61,3.9,0.0,0.0,12988140.158477163,-48481267.397549145,-8711885.6445799,161077.9639494023,-118228906.74213596,19454531.420543887,5281088.38991968,-4595330.874709211,0.0,0.0,-142132552.7260841,-141546615.366486,40156776.36648649,0.0,-101389838.99999952
10.0,1,2010,100,2028458449.0000012,2929500931.0,2717269399.9999986,2812782058.0000014,95512658.00000286,2862935745.5070953,33814799.041820526,552453533.999999,1.6339541182000001,27553600.74999996,50.65481174049247,3.2889999999999997,35213.00000000003,30.93,3.9,0.0,0.0,-32213751.314701773,-810823.0204603189,-6888829.652953584,7690754.567820151,52258805.21112125,4394612.684468791,8580017.31490462,0.0,0.0,0.0,33010785.79019914,32477904.070622355,63034753.92938051,0.0,95512658.00000286
10.0,1,2011,100,2028458449.0000012,2929500931.0,2812782058.0000014,2875478446.9999957,62696388.99999428,2882863798.607052,19928053.099956512,542784231.0,1.7392984156800004,27682634.670000013,50.252698255616174,4.0656,34147.68000000002,31.299999999999997,3.9,0.0,0.0,-33746613.47149178,-58708235.0394601,5101248.601419677,-1339322.5011188448,82415365.61137487,17605034.34767706,10271889.0904461,0.0,0.0,0.0,21599366.638846986,19578948.042545263,43117440.95744902,0.0,62696388.99999428
10.0,1,2012,100,2028458449.0000012,2929500931.0,2875478446.9999957,2929500930.999995,54022483.99999952,2905943224.3558354,23079425.74878359,542311539.0000002,1.6964752675200003,27909105.42000003,47.29998592926283,4.109300000000001,33963.31,31.51,4.1,0.0,1.0,-1712006.6281126852,24472798.11826907,9100536.28644075,-10038664.058662012,4289442.884513286,3163494.774278308,5955242.791636138,-4687964.655049237,0.0,-7453641.282177265,23089238.23113635,23020300.626699623,31002183.3732999,0.0,54022483.99999952
10.0,1,2013,100,2028458449.0000012,2929500931.0,2929500930.999995,3028731445.999999,99230515.00000381,2882449990.9742227,-23493233.381612778,554417452.0000008,1.75772764368,28818049.080000035,46.97832648766375,3.942,33700.32,29.93,4.2,0.0,2.0,44545631.56608906,-35179403.346226074,36639104.81409266,-1115863.5189368878,-16875887.47407653,4628781.25687921,-45247617.71361652,-2388993.5392580596,0.0,-7593675.097185775,-22587923.052238923,-23683686.758501876,122914201.75850569,0.0,99230515.00000381
10.0,1,2014,100,2028458449.0000012,2929500931.0,3028731445.999999,3137384053.9999976,108652607.99999857,2905513250.7676473,23063259.793424606,561346638.9999994,1.74858594174,29110612.08000001,46.79109036790771,3.7523999999999997,33580.79999999999,30.2,4.2,0.0,3.0,25824722.52360588,5414032.6223743,11887966.483768098,-671592.9140108215,-20491479.993778165,2186297.371744272,8067203.288919706,0.0,0.0,-7850894.435354489,24366254.947268777,24233697.1681522,84418910.83184637,0.0,108652607.99999857
10.0,1,2015,100,2028458449.0000012,2929500931.0,3137384053.9999976,3049980992.999996,-87403061.00000143,2709036563.6002116,-196476687.16743565,562540969.0000007,1.8840690435600003,29378317.829999972,46.60978923752646,2.7030000000000003,34173.339999999975,30.17,4.1,0.0,4.0,4561411.545889181,-80153324.1074637,11158149.184680747,-673636.2186912645,-132942703.38518274,-11125855.789292801,-927140.3628893808,2560609.36353528,0.0,-8132537.153021158,-215675026.92243585,-212156260.2197726,124753199.21977118,0.0,-87403061.00000143
10.0,1,2016,100,2028458449.0000012,2929500931.0,3049980992.999996,3072351667.999999,22370675.00000286,2626837746.045169,-82198817.55504274,562018755.9999993,1.8938954433000004,29437697.49999995,46.35834642234609,2.4255000000000004,35302.049999999996,29.88,4.5,0.0,5.0,-1935703.7861388025,-5574752.8519671885,2389328.1215981287,-908187.5767971261,-40950818.874971054,-20063131.35800872,-8701529.631832963,-9936814.340615883,0.0,-7905976.225625596,-93587586.5243592,-92543908.25082757,114914583.25083043,0.0,22370675.00000286
10.0,1,2017,100,2028458449.0000012,2929500931.0,3072351667.999999,3093336562.0000005,20984894.00000143,2663937493.8593173,37099747.814148426,565251751.0000007,1.8978347704800003,29668394.669999976,46.23391307239533,2.6928000000000005,35945.81999999998,30.0,4.5,0.0,6.0,12070218.751396505,-2247147.3977067536,9315517.759904122,-452772.0147686798,40322307.16857611,-11256139.5854787,3634374.1977296504,0.0,0.0,-7963964.136077214,43422394.74357504,43391896.68291691,-22407002.68291548,0.0,20984894.00000143
10.0,1,2018,100,2028458449.0000012,2929500931.0,3093336562.0000005,3028681761.0000014,-64654800.99999905,2632376763.4320235,-31560730.427293777,560645668.0000006,1.9555512670000001,29807700.83999996,46.398990716148795,2.9199999999999995,36801.50000000002,30.01,4.6,0.0,7.0,-17252936.13405274,-32639117.291644763,5624924.664110245,604869.5953385942,32216992.087384485,-14745155.071997205,304767.95074676204,-2522600.6870890977,0.0,-8018359.908851555,-36426614.79605527,-36647992.52205319,-28006808.477945857,0.0,-64654800.99999905
