CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_WA_EMP_PCT_LEHD,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_WA_EMP_PCT_LEHD_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,1,2005,170,1307613726.9999993,1638115735.0,1357509238.0000007,1408403510.999999,42992604.99999858,1416873368.820678,52066150.71180049,53761949.449261285,1.6174486989549746,8923104.812141366,47.86159295448837,3.015798909870116,40064.46204069296,10.763717372852264,3.8998636842086314,0.0,0.0,8562011.797363278,-4707960.674651629,11905172.673485318,-363390.7594630687,28973913.314842604,8273235.5791392485,-1230778.7321692165,0.0,0.0,0.0,51412203.19854652,51835799.39296929,-8843194.392970707,7901667.999999994,50894272.99999857
1.0,1,2006,170,1307613726.9999993,1638115735.0,1408403510.999999,1469130430.0000007,60726919.00000182,1486529212.2651944,69655843.44451673,55473498.63377548,1.6598973475673562,9174149.74755593,47.50969193821701,3.307445202756731,38281.87925044625,10.693748670955944,4.16677204054772,0.0,0.0,39530950.26846869,-10647140.264975414,15719676.750478387,-584091.0382364958,17253262.678434625,13234756.196554072,-994741.4202147378,-3090787.0546928137,0.0,0.0,70421886.11581631,70946942.1055745,-10220023.105572691,0.0,60726919.0000018
1.0,1,2007,170,1307613726.9999993,1638115735.0,1469130430.0000007,1495052844.0000002,25922413.999999456,1554236202.7471313,67706990.4819367,59233535.89410471,1.6705105768762236,9238295.083126336,47.56434265960084,3.472144844724852,38811.65439343511,10.55285663823564,4.381753284393289,0.0,0.0,69264662.61465198,-3892558.787041027,4505392.387017624,86451.40559958809,9561043.56056072,-3984013.8521723007,-1968834.1500114314,-2582349.7667469652,0.0,0.0,70989793.4118582,70919095.97411096,-44996681.9741115,0.0,25922413.999999456
1.0,1,2008,170,1307613726.9999993,1638115735.0,1495052844.0000002,1569203376.000001,74150532.00000069,1598418755.1414633,44182552.39433243,60581042.589064464,1.7239372857732649,9282061.638698101,47.6413328191196,3.905201949835374,38751.55287967155,10.69754050976707,4.477509349517557,0.0,0.0,30789275.660062984,-17055180.40918652,3814664.3052445045,139236.05612882212,24203630.485260177,216154.94966535503,2131750.476967496,-1096367.9508954452,0.0,0.0,43143163.57324737,43038185.53583339,31112346.464167282,0.0,74150532.00000069
1.0,1,2009,180,1318962067.9999993,1652157743.0,1569203376.000001,1550224962.9999995,-30326754.000001535,1533986813.8819175,-80620506.74260798,60094979.920444734,1.8300204332162906,9213955.771536332,48.16628414800381,2.8468452607200376,37106.28768529181,10.794676571024784,4.640511703252408,0.0,0.0,7623330.3012108095,-36222361.663259864,-1230629.6379487175,823615.1440998146,-64964140.45713481,14133412.764591867,1887514.756626777,-2124770.323151518,0.0,0.0,-80074029.11496565,-79784397.31922278,49457643.31922124,11348341.000000006,-18978413.000001524
1.0,1,2010,190,1348461645.9999993,1684310471.0,1550224962.9999995,1584263533.0000002,4538992.000000615,1616154295.087068,53702453.82102923,58921440.61759477,1.840247588289843,9102911.018159462,55.722994049926506,3.30328017509554,36265.80852433547,11.084825245322547,4.860558554143704,0.0,0.0,-820004.2516138181,-503155.4166084677,1660672.8116795225,14853303.350034047,30473425.193280887,7694085.977581643,4375128.82040197,-2926852.6377784493,0.0,0.0,54806603.84697733,54627675.28223891,-50088683.28223829,29499578.0,34038570.00000062
1.0,1,2011,190,1348461645.9999993,1684310471.0,1584263533.0000002,1649966415.0000002,65702881.99999989,1679160371.668111,63006076.5810435,59029313.6300401,1.8564863393677276,9187108.464835577,55.372683195499064,4.054846028529312,35665.44924372962,11.381459884458591,4.824749344112973,0.0,0.12169437631895379,5327276.681260204,-4816756.82993194,6342354.28104555,-655712.4596325848,44745359.909769505,5405906.370632171,4672721.601026012,504662.62056590396,0.0,-479099.07676334004,61046713.09797149,61682318.28621731,4020563.7137825927,0.0,65702881.99999989
1.0,1,2012,190,1348461645.9999993,1684310471.0,1649966415.0000002,1684310471.0000002,34344055.99999991,1715631228.6960945,36470857.027983494,60620023.9843658,1.869854584851908,9293102.742620526,54.447871865919794,4.083216373152744,35327.404692929784,11.26917532499845,4.881582318508153,0.0,0.6173261430677723,34243538.39480372,-3009579.9734153287,8046613.659428349,-1770889.90482838,1657453.0720541605,3067177.5385474316,-1833587.9304275615,-807237.8539182381,0.0,-2070330.1824372846,37523156.81980687,37934905.51286743,-3590849.5128675215,0.0,34344055.99999991
1.0,1,2013,190,1348461645.9999993,1684310471.0,1684310471.0000002,1692923428.0000007,8612957.000000417,1692327232.0781226,-23303996.617971905,61912327.96519177,2.002397801512324,9387755.496650938,54.53456313751985,3.9249606180582464,35621.55127638874,10.930591668700675,4.8838862169610415,0.0,1.540398340702973,31955142.325779468,-39189549.35900225,7290698.691924075,127735.70557008628,-9302648.451521559,-2947545.2376614455,-5526697.717118637,-39923.41626735015,0.0,-3975229.866049819,-21608017.32434743,-22091750.38427241,30704707.38427283,0.0,8612957.000000417
1.0,1,2014,190,1348461645.9999993,1684310471.0,1692923428.0000007,1741056553.0,48133124.999999456,1729716592.7106898,37389360.632567465,63808073.87868043,1.9743789871324182,9499424.734585779,54.361282851068715,3.714473176719332,35751.00140994326,10.899748533767344,5.136309629528758,0.0,2.4930767871465287,43911958.2050141,7561605.711341089,8603341.299226632,-322001.0517608461,-12762360.398797303,-1784590.4180640792,-622861.3805472119,-3353563.1827760525,0.0,-4132800.5779646644,37098728.20567165,37383622.9726198,10749502.027379662,0.0,48133124.999999456
1.0,1,2015,190,1348461645.9999993,1684310471.0,1741056553.0,1722971063.9999995,-18085489.000000395,1640258830.850493,-89457761.86019698,64475637.40105674,2.1168833723129103,9597316.039325247,54.28808952273855,2.732754028623962,36768.10200486439,10.90634035688398,5.159796659207317,0.0,3.4930767871465287,22019919.7988879,-38282848.065274976,7966897.573763212,-242495.1509370697,-68279598.62043677,-10333411.71506531,-203237.77000546805,-441667.4060654403,0.0,-4513061.473851508,-92309502.82898544,-91536092.73343056,73450603.73343019,0.0,-18085489.000000395
1.0,1,2016,190,1348461645.9999993,1684310471.0,1722971063.9999995,1698078949.999999,-24892114.000000734,1615453270.8157883,-24805560.034704767,64972951.7216145,2.1667661301475274,9670646.831501197,54.25334093518584,2.4309537042598244,37585.313674696874,10.82197380818201,5.667432337560159,0.0,4.493076787146529,28001478.835585125,-11833458.484283214,6001030.552021227,-74186.0282645763,-25319672.201725055,-7544526.748048456,-1682231.925716627,-7002544.777213026,0.0,-4466181.3633226305,-23920292.140967228,-24330458.392055504,-561655.6079452261,0.0,-24892114.000000734
1.0,1,2017,190,1348461645.9999993,1684310471.0,1698078949.999999,1666633098.0000002,-31445851.999998268,1666793332.9951947,51340062.17940618,66908995.53310968,2.124763901431831,9766946.324071702,53.992064988764305,2.6448248546655364,38434.438182861915,10.630065689936574,5.819167414272901,0.0,5.493076787146529,35657360.92952295,9624604.661448224,7343401.735111386,-557266.6545942659,17943341.447250295,-7633185.254535472,-2784786.4219287992,-2073899.9259958407,0.0,-4401657.531226222,53117912.98505226,53456232.66924,-84902084.66923827,0.0,-31445851.999998268
1.0,1,2018,190,1348461645.9999993,1684310471.0,1666633098.0000002,1636184632.9999995,-30448465.000000685,1695675205.2034388,28881872.20824438,67730287.3401063,2.1117986924347303,9850048.84434978,54.17577744670181,2.9166976773397972,39371.94747135081,10.47046408296584,6.059877641395667,0.0,6.49307678714653,13331899.75108461,2415094.0383454533,6407574.813288676,381783.144663882,21471038.644209836,-8063597.705079712,-2391213.2381079267,-3222215.894595647,0.0,-4320145.495945638,26010218.057863533,26196233.768807523,-56644698.76880821,0.0,-30448465.000000685
2.0,0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,655649222.5619851,0.0,13378352.20863712,0.9242591681285973,2412902.9857398923,39.69153857229913,1.9468195567767472,35715.45159949252,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
2.0,0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,738572573.563479,19059627.42529073,13026932.796544729,0.8726761567930796,2374560.06403818,40.21931694648804,2.2027861871074212,35129.657977308365,7.603248713845739,3.3806762574596942,0.0,0.0,893954.8021729677,609821.2111989176,6808209.40436801,-37926.0833651374,10389160.345949117,2833487.1838981495,-253664.7589101124,0.0,0.0,0.0,20738100.44437689,20635480.623278845,-7806621.623278868,64490437.00000002,77319296.00000003
2.0,0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,806770999.041349,27428496.759485453,12498024.033456318,0.8578654345548248,2380930.337738726,40.58686811633101,2.525741959821213,34149.20774718695,7.517428873038875,3.409599719765243,0.0,0.0,-1370707.4430505475,4049226.1808867143,8641653.434880886,-523406.5051357051,12741906.461711422,4784937.210587905,-272518.6573696999,0.0,0.0,0.0,27301520.35739018,27715935.655552197,-14759239.65555236,27575194.000000004,40531889.999999836
2.0,0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,862983744.134475,31541586.295380216,12247363.809401672,0.8701483600801563,2431976.7748505455,40.14229447777593,2.985415509479262,33180.000316565,7.492289932938576,3.4123453178573233,0.0,0.0,1939598.2825930393,-1559447.2718811894,8957094.763582844,-338493.06980645534,17526506.149988174,4649403.247094469,-214515.55163989708,0.0,0.0,0.0,30960146.549930975,31312559.04665063,-10582760.046650209,22919974.000000007,43649773.00000043
2.0,0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,908868176.7611513,29315074.387926057,12189060.458303766,0.8745361144032591,2489143.4711173256,39.527745106509634,3.267890040711128,31707.039385882163,7.526042945032465,3.573585135223625,0.0,0.0,4016690.3155097966,-3423399.5489359917,10855476.10380954,-106586.99379368928,10286589.433450967,7693032.251420632,45679.63574962614,-1297412.3707318858,0.0,0.0,28070068.82647899,28453172.761727195,14290204.238272661,15747264.000000026,58490640.9999999
2.0,0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,925187286.7958379,7508732.333377311,12139213.002662905,0.895757297618231,2506046.0194194596,39.79711212191861,3.4551355017601795,31993.077300879882,7.428921805166348,3.7473472551869267,0.0,0.0,5098678.688696237,-4445654.132964521,4519382.659048715,119181.97745480594,6830878.140415793,-2068192.492357558,-778883.2705940648,-1344474.3706334399,0.0,0.0,7930917.199065967,7771880.351873235,-5465158.3518734025,8688267.999999998,10994989.999999829
2.0,0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,957204703.5434319,32017416.74759406,12290406.974323366,0.8949319157018631,2511974.2483535623,39.90553507890324,3.86519583198288,31801.15427399655,7.60595589291727,3.801241314722138,0.0,0.0,11073502.222443236,1428942.9478981856,2035785.4324478146,112712.61011639977,14353509.284606883,1291991.421153783,1576579.2981412704,-295766.7705004533,0.0,0.0,31577256.446307115,32306078.594081603,31296769.40591861,0.0,63602848.00000024
2.0,0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,887016464.0139804,-70188239.52945155,11963645.855133768,1.0103714186644657,2493193.3027503705,40.36347322935657,2.8103374921298956,30173.234862315603,7.709680988226808,4.009220187255651,0.0,0.0,-10275096.249613883,-31257942.682482958,-1893121.3284584659,533050.0328793286,-41050198.81273173,10445825.994069044,893018.5594596245,-1738910.7158376563,0.0,0.0,-74343375.2027167,-72526773.91751017,-7122836.082490227,0.0,-79649610.00000037
2.0,0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,908755118.3657528,19389612.572119143,11662173.301157078,1.0147581535574084,2506860.1969974237,41.66216088123032,3.269849533510993,29669.122375049657,7.925990832461792,4.027879329848159,0.0,0.0,-9101946.264551112,671191.8648054966,3389604.2590496214,1492265.2484758752,18082455.162281543,2998685.445812036,2276213.9969241074,-7776.253315603969,0.0,0.0,19800693.459481966,20240212.464709405,-32724380.464709286,2308521.999999999,-10175645.999999883
2.0,0,2011,1460,834611629.0000001,961216518.0,898704146.9999999,936058350.9999999,37354203.999999985,936844046.7152559,28088928.34950283,11462779.635000493,0.9974284523821851,2526455.2832451183,40.869059442528894,4.0111020093807,29100.830016762302,8.21325535454527,4.1277261650759955,0.0,0.0,-8807724.604398848,3743826.7016782197,2755617.41453626,-808564.1418147063,25289288.02609116,3665452.2281931136,2343409.035003526,-879217.5727924798,0.0,0.0,27302087.086496238,27284465.631829813,10069738.368170165,0.0,37354203.999999985
2.0,0,2012,1460,834611629.0000001,961216518.0,936058350.9999999,961216517.9999998,25158166.999999605,935594758.3960193,-1249288.319236347,11264859.97852807,0.992574394229256,2552570.2182420236,38.31273754914378,4.025635842023475,28874.30950212684,8.25691541066462,4.125146976115281,0.0,0.0,-5032070.797201463,10981.648096340563,3721991.409389461,-2646073.851785159,484074.09529396164,1841140.5209424994,264096.98828925827,20450.96758869497,0.0,0.0,-1335409.0193864042,-1386037.1617068758,26544204.1617065,0.0,25158166.999999605
2.0,0,2013,1460,834611629.0000001,961216518.0,961216517.9999998,943429917.9999999,-17786599.999999646,930358150.5555148,-5236607.840504251,11263611.05969423,1.02084820166258,2586254.4538100096,38.1413645671885,3.8688140678341774,29012.009098915678,8.061410663150488,4.209983574408115,0.0,0.0,4433874.11953186,-7250341.613354746,6404308.70390561,-205728.48385386547,-5281328.418180174,-864953.4344642103,-1694595.6938540083,-521189.720285175,0.0,0.0,-4979954.540554711,-4937449.735770542,-12849150.264229104,0.0,-17786599.999999646
2.0,0,2014,1460,834611629.0000001,961216518.0,943429917.9999999,939315734.0,-4114183.9999997607,936195703.9942229,5837553.438707899,11419119.683224887,1.0016930398073778,2619700.4193235864,37.84270507793493,3.648912589689066,29100.59214070388,8.10393323624538,4.286909931253786,0.16161767259535742,0.0,9953276.879272215,3221382.0458342624,4820438.7748538945,-342170.7600198792,-7474768.160962198,-662785.1900592048,348540.05565761274,-654236.0973221572,-3306361.7998145386,0.0,5903315.747440003,5839923.131244155,-9954107.13124391,0.0,-4114183.9999997607
2.0,0,2015,1460,834611629.0000001,961216518.0,939315734.0,913699509.0000002,-25616225.000000145,892528535.7619503,-43667168.23227255,11782498.880544942,1.0041721746130894,2653957.930823444,37.644156968011536,2.6811130935646244,30303.426469331953,7.89858692563221,4.435976714625912,1.0007329349109753,0.0,19635998.49834852,-1818253.8001710016,4723362.672919317,-200419.47793360427,-37468619.81934434,-7387770.96706284,-1911461.2847129595,-1136290.316608728,-17881797.690488122,0.0,-43445252.18505375,-43655982.06202228,18039757.062022127,0.0,-25616225.000000145
2.0,0,2016,1460,834611629.0000001,961216518.0,913699509.0000002,871357915.0,-42341593.999999925,869960453.2859547,-22568082.47599533,12159503.951854233,1.0184609172565577,2686779.490681187,37.09258851364707,2.375580169433513,31096.219490803018,7.7279764475579835,4.946688749888003,1.9321347378446365,0.0,18851993.308804013,-3338471.045822052,4400120.054020422,-655097.5526135929,-13462196.62018332,-4526094.97288137,-1193738.1327912253,-3773505.9075607676,-19747581.535784684,0.0,-23444572.40481259,-23564018.260905072,-18777575.739094883,0.0,-42341593.999999925
2.0,0,2017,1460,834611629.0000001,961216518.0,871357915.0,831552342.0000001,-39805573.00000009,863656248.8949733,-2789066.979851842,12281198.976827214,1.0133404202490515,2723302.8340536105,36.66245229633789,2.5871111280765544,31229.15029256711,7.447846200594936,5.1713650493599825,2.8696980053701124,0.0,5782204.476050487,2584181.2228220613,4461333.5013210345,-216032.39628289588,9235673.112096287,-885942.3685361624,-2490003.1118535926,-1601903.3612732792,-18944953.021643557,0.0,-2353691.7089990904,-2641765.3624306535,-36955153.63756943,0.0,-39596919.00000009
