,CBSA,MNAME,Mode,Year,Mecha_Failures,Other_Failures,Total_Failures,MDBF_Exclude,MDBF_Notes
2844,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2007,160,128,288,0,
2845,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2008,192,105,297,0,
2846,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2009,120,110,230,0,
2847,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2010,89,108,197,0,
2848,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2011,138,170,308,0,
2849,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2012,139,149,288,0,
2850,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2013,134,144,278,0,
2851,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2014,167,187,354,0,
2852,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2015,126,209,335,0,
2853,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2016,95,179,274,0,
2854,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2017,99,161,260,0,
2855,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2018,125,409,534,0,
2856,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2002,0,0,0,1,
2857,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2003,0,0,0,1,
2858,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2004,0,3,3,0,
2859,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2005,6,3,9,0,
2860,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2006,8,12,20,0,
2861,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2007,9,13,22,0,
2862,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2008,4,3,7,0,
2863,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2009,3,6,9,0,
2864,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2010,6,4,10,0,
2865,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2011,4,6,10,0,
2866,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2012,2,7,9,0,
2867,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2013,2,10,12,0,
2868,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2014,3,12,15,0,
2869,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2015,5,16,21,0,
2870,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2016,5,12,17,0,
2871,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2017,8,19,27,0,
2872,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2018,6,14,20,0,
2873,30860,"Logan, UT-ID Metro Area",Bus,2002,0,0,0,1,
2874,30860,"Logan, UT-ID Metro Area",Bus,2003,0,0,0,1,
2875,30860,"Logan, UT-ID Metro Area",Bus,2004,0,0,0,1,
2876,30860,"Logan, UT-ID Metro Area",Bus,2005,0,0,0,1,
2877,30860,"Logan, UT-ID Metro Area",Bus,2006,0,0,0,1,
2878,30860,"Logan, UT-ID Metro Area",Bus,2007,0,0,0,1,
2879,30860,"Logan, UT-ID Metro Area",Bus,2008,0,0,0,1,
2880,30860,"Logan, UT-ID Metro Area",Bus,2009,33,9,42,0,
2881,30860,"Logan, UT-ID Metro Area",Bus,2010,46,35,81,0,
2882,30860,"Logan, UT-ID Metro Area",Bus,2011,68,59,127,0,
2883,30860,"Logan, UT-ID Metro Area",Bus,2012,54,70,124,0,
2884,30860,"Logan, UT-ID Metro Area",Bus,2013,40,61,101,0,
2885,30860,"Logan, UT-ID Metro Area",Bus,2014,38,82,120,0,
2886,30860,"Logan, UT-ID Metro Area",Bus,2015,64,58,122,0,
2887,30860,"Logan, UT-ID Metro Area",Bus,2016,62,106,168,0,
2888,30860,"Logan, UT-ID Metro Area",Bus,2017,46,115,161,0,
2889,30860,"Logan, UT-ID Metro Area",Bus,2018,57,108,165,0,
2890,31020,"Longview, WA Metro Area",Bus,2002,9,20,29,0,
2891,31020,"Longview, WA Metro Area",Bus,2003,12,30,42,0,
2892,31020,"Longview, WA Metro Area",Bus,2004,17,6,23,0,
2893,31020,"Longview, WA Metro Area",Bus,2005,8,12,20,0,
2894,31020,"Longview, WA Metro Area",Bus,2006,15,4,19,0,
2895,31020,"Longview, WA Metro Area",Bus,2007,13,3,16,0,
2896,31020,"Longview, WA Metro Area",Bus,2008,7,9,16,0,
2897,31020,"Longview, WA Metro Area",Bus,2009,17,23,40,0,
2898,31020,"Longview, WA Metro Area",Bus,2010,27,19,46,0,
2899,31020,"Longview, WA Metro Area",Bus,2011,5,29,34,0,
2900,31020,"Longview, WA Metro Area",Bus,2012,23,21,44,0,
2901,31020,"Longview, WA Metro Area",Bus,2013,18,16,34,0,
2902,31020,"Longview, WA Metro Area",Bus,2014,22,17,39,0,
2903,31020,"Longview, WA Metro Area",Bus,2015,28,4,32,0,
2904,31020,"Longview, WA Metro Area",Bus,2016,56,6,62,0,
2905,31020,"Longview, WA Metro Area",Bus,2017,42,10,52,0,
2906,31020,"Longview, WA Metro Area",Bus,2018,27,12,39,0,
2686,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2002,0,0,0,0,
2907,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2002,25795,4019,29814,0,
3128,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2002,14,8,22,0,
4505,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2002,0,0,0,0,
2687,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2003,0,0,0,0,
2908,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2003,20925,4256,25181,0,
3129,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2003,5,6,11,0,
4506,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2003,0,0,0,0,
2688,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2004,0,0,0,0,
2909,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2004,18627,5880,24507,0,
3130,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2004,6,7,13,0,
4507,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2004,0,0,0,0,
2689,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2005,0,0,0,0,
2910,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2005,27776,5887,33663,0,
3131,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2005,7,8,15,0,
4508,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2005,0,0,0,0,
2690,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2006,0,0,0,0,
2911,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2006,18127,22069,40196,0,
3132,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2006,13,18,31,0,
4509,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2006,0,0,0,0,
2691,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2007,0,0,0,0,
2912,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2007,18113,22158,40271,0,
3133,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2007,13,18,31,0,
4510,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2007,0,0,0,0,
2692,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2008,421,618,1039,0,
2913,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2008,20495,21426,41921,0,
3134,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2008,15,19,34,0,
4511,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2008,0,0,0,0,
2693,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2009,376,552,928,0,
2914,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2009,20565,27666,48231,0,
3135,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2009,15,19,34,0,
4512,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2009,87,88,175,0,
2694,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2010,493,589,1082,0,
2915,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2010,18613,24433,43046,0,
3136,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2010,16,11,27,0,
4513,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2010,218,10,228,0,
2695,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2011,163,215,378,0,
2916,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2011,16346,22387,38733,0,
3137,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2011,26,16,42,0,
4514,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2011,179,60,239,0,
2696,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2012,307,458,765,0,
2917,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2012,14620,20968,35588,0,
3138,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2012,31,13,44,0,
4515,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2012,168,43,211,0,
2697,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2013,105,284,389,0,
2918,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2013,14428,20489,34917,0,
3139,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2013,25,28,53,0,
4516,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2013,94,113,207,0,
2698,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2014,108,273,381,0,
2919,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2014,14464,18721,33185,0,
3140,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2014,25,28,53,0,
4517,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2014,36,85,121,0,
2699,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2015,73,46,119,0,
2920,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2015,13921,16393,30314,0,
3141,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2015,37,57,94,0,
4518,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2015,86,53,139,0,
2700,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2016,159,90,249,0,
2921,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2016,12630,16373,29003,0,
3142,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2016,71,91,162,0,
4519,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2016,157,246,403,0,
2701,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2017,140,100,240,0,
2922,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2017,11550,15047,26597,0,
3143,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2017,90,87,177,0,
4520,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2017,127,288,415,0,
2702,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2018,167,167,334,0,
2923,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2018,12777,15800,28577,0,
3144,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2018,93,106,199,0,
4521,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2018,132,332,464,0,
2924,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2002,1941,1925,3866,0,
2925,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2003,1893,1759,3652,0,
2926,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2004,867,948,1815,0,
2927,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2005,1084,3318,4402,0,
2928,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2006,667,3586,4253,0,
2929,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2007,678,4135,4813,0,
2930,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2008,403,95,498,0,
2931,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2009,643,134,777,0,
2932,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2010,724,168,892,0,
2933,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2011,683,180,863,0,
2934,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2012,742,201,943,0,
2935,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2013,797,133,930,0,
2936,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2014,736,165,901,0,
2937,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2015,623,128,751,0,
2938,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2016,658,133,791,0,
2939,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2017,786,79,865,0,
2940,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2018,802,89,891,0,
2941,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2002,1355,1324,2679,0,
2942,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2003,1565,1455,3020,0,
2943,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2004,1349,1442,2791,0,
2944,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2005,1463,1584,3047,0,
2945,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2006,1993,459,2452,0,
2946,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2007,1505,1030,2535,0,
2947,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2008,1562,1118,2680,0,
2948,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2009,1451,957,2408,0,
2949,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2010,1298,981,2279,0,
2950,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2011,1192,1610,2802,0,
2951,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2012,1235,1944,3179,0,
2952,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2013,1280,2185,3465,0,
2953,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2014,1130,2395,3525,0,
2954,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2015,1002,2270,3272,0,
2955,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2016,1267,2415,3682,0,
2956,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2017,1182,2333,3515,0,
2957,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2018,1329,2415,3744,0,
2958,31180,"Lubbock, TX Metro Area",Bus,2002,96,0,96,0,
2959,31180,"Lubbock, TX Metro Area",Bus,2003,19,11,30,0,
2960,31180,"Lubbock, TX Metro Area",Bus,2004,69,62,131,0,
2961,31180,"Lubbock, TX Metro Area",Bus,2005,52,62,114,0,
2962,31180,"Lubbock, TX Metro Area",Bus,2006,71,73,144,0,
2963,31180,"Lubbock, TX Metro Area",Bus,2007,45,50,95,0,
2964,31180,"Lubbock, TX Metro Area",Bus,2008,67,181,248,0,
2965,31180,"Lubbock, TX Metro Area",Bus,2009,93,29,122,0,
2966,31180,"Lubbock, TX Metro Area",Bus,2010,167,63,230,0,
2967,31180,"Lubbock, TX Metro Area",Bus,2011,234,84,318,0,
2968,31180,"Lubbock, TX Metro Area",Bus,2012,220,128,348,0,
2969,31180,"Lubbock, TX Metro Area",Bus,2013,236,132,368,0,
2970,31180,"Lubbock, TX Metro Area",Bus,2014,283,159,442,0,
2971,31180,"Lubbock, TX Metro Area",Bus,2015,198,114,312,0,
2972,31180,"Lubbock, TX Metro Area",Bus,2016,238,136,374,0,
2973,31180,"Lubbock, TX Metro Area",Bus,2017,190,71,261,0,
2974,31180,"Lubbock, TX Metro Area",Bus,2018,51,150,201,0,
2975,31340,"Lynchburg, VA Metro Area",Bus,2002,201,159,360,0,
2976,31340,"Lynchburg, VA Metro Area",Bus,2003,297,235,532,0,
2977,31340,"Lynchburg, VA Metro Area",Bus,2004,292,231,523,0,
2978,31340,"Lynchburg, VA Metro Area",Bus,2005,319,205,524,0,
2979,31340,"Lynchburg, VA Metro Area",Bus,2006,424,238,662,0,
2980,31340,"Lynchburg, VA Metro Area",Bus,2007,983,810,1793,0,
2981,31340,"Lynchburg, VA Metro Area",Bus,2008,171,710,881,0,
2982,31340,"Lynchburg, VA Metro Area",Bus,2009,162,196,358,0,
2983,31340,"Lynchburg, VA Metro Area",Bus,2010,130,202,332,0,
2984,31340,"Lynchburg, VA Metro Area",Bus,2011,98,154,252,0,
2985,31340,"Lynchburg, VA Metro Area",Bus,2012,1,11,12,1,
2986,31340,"Lynchburg, VA Metro Area",Bus,2013,2,10,12,1,
2987,31340,"Lynchburg, VA Metro Area",Bus,2014,5,45,50,1,
2988,31340,"Lynchburg, VA Metro Area",Bus,2015,6,42,48,1,
2989,31340,"Lynchburg, VA Metro Area",Bus,2016,12,31,43,1,
2990,31340,"Lynchburg, VA Metro Area",Bus,2017,23,7,30,1,
2991,31340,"Lynchburg, VA Metro Area",Bus,2018,33,4,37,1,
2992,31540,"Madison, WI Metro Area",Bus,2002,405,235,640,0,
2993,31540,"Madison, WI Metro Area",Bus,2003,354,234,588,0,
2994,31540,"Madison, WI Metro Area",Bus,2004,489,202,691,0,
2995,31540,"Madison, WI Metro Area",Bus,2005,388,371,759,0,
2996,31540,"Madison, WI Metro Area",Bus,2006,324,439,763,0,
2997,31540,"Madison, WI Metro Area",Bus,2007,404,508,912,0,
2998,31540,"Madison, WI Metro Area",Bus,2008,437,445,882,0,
2999,31540,"Madison, WI Metro Area",Bus,2009,371,466,837,0,
3000,31540,"Madison, WI Metro Area",Bus,2010,549,664,1213,0,
3001,31540,"Madison, WI Metro Area",Bus,2011,582,589,1171,0,
3002,31540,"Madison, WI Metro Area",Bus,2012,545,639,1184,0,
3003,31540,"Madison, WI Metro Area",Bus,2013,449,873,1322,0,
3004,31540,"Madison, WI Metro Area",Bus,2014,449,873,1322,0,
3005,31540,"Madison, WI Metro Area",Bus,2015,619,447,1066,0,
3006,31540,"Madison, WI Metro Area",Bus,2016,414,266,680,0,
3007,31540,"Madison, WI Metro Area",Bus,2017,303,230,533,0,
3008,31540,"Madison, WI Metro Area",Bus,2018,341,235,576,0,
3299,31700,"Manchester-Nashua, NH Metro Area",Bus,2002,0,0,0,1,
3301,31700,"Manchester-Nashua, NH Metro Area",Bus,2003,0,0,0,1,
3303,31700,"Manchester-Nashua, NH Metro Area",Bus,2004,0,0,0,1,
3305,31700,"Manchester-Nashua, NH Metro Area",Bus,2005,0,0,0,1,
3307,31700,"Manchester-Nashua, NH Metro Area",Bus,2006,0,0,0,1,
3309,31700,"Manchester-Nashua, NH Metro Area",Bus,2007,21,14,35,0,
3311,31700,"Manchester-Nashua, NH Metro Area",Bus,2008,17,16,33,0,
3313,31700,"Manchester-Nashua, NH Metro Area",Bus,2009,26,0,26,0,
3315,31700,"Manchester-Nashua, NH Metro Area",Bus,2010,21,5,26,0,
3317,31700,"Manchester-Nashua, NH Metro Area",Bus,2011,20,0,20,0,
3319,31700,"Manchester-Nashua, NH Metro Area",Bus,2012,20,0,20,0,
3321,31700,"Manchester-Nashua, NH Metro Area",Bus,2013,32,24,56,0,
3323,31700,"Manchester-Nashua, NH Metro Area",Bus,2014,51,28,79,0,
3325,31700,"Manchester-Nashua, NH Metro Area",Bus,2015,52,27,79,0,
3327,31700,"Manchester-Nashua, NH Metro Area",Bus,2016,50,26,76,0,
3329,31700,"Manchester-Nashua, NH Metro Area",Bus,2017,54,31,85,0,
3331,31700,"Manchester-Nashua, NH Metro Area",Bus,2018,42,22,64,0,
3009,32780,"Medford, OR Metro Area",Bus,2002,0,2,2,0,
3010,32780,"Medford, OR Metro Area",Bus,2003,0,7,7,0,
3011,32780,"Medford, OR Metro Area",Bus,2004,0,0,0,0,
3012,32780,"Medford, OR Metro Area",Bus,2005,1,3,4,0,
3013,32780,"Medford, OR Metro Area",Bus,2006,3,3,6,0,
3014,32780,"Medford, OR Metro Area",Bus,2007,6,3,9,0,
3015,32780,"Medford, OR Metro Area",Bus,2008,4,10,14,0,
3016,32780,"Medford, OR Metro Area",Bus,2009,38,29,67,0,
3017,32780,"Medford, OR Metro Area",Bus,2010,67,25,92,0,
3018,32780,"Medford, OR Metro Area",Bus,2011,74,59,133,0,
3019,32780,"Medford, OR Metro Area",Bus,2012,62,64,126,0,
3020,32780,"Medford, OR Metro Area",Bus,2013,45,113,158,0,
3021,32780,"Medford, OR Metro Area",Bus,2014,70,84,154,0,
3022,32780,"Medford, OR Metro Area",Bus,2015,60,171,231,0,
3023,32780,"Medford, OR Metro Area",Bus,2016,41,60,101,0,
3024,32780,"Medford, OR Metro Area",Bus,2017,84,79,163,0,
3025,32780,"Medford, OR Metro Area",Bus,2018,84,54,138,0,
3026,32820,"Memphis, TN-MS-AR Metro Area",Bus,2002,2614,1385,3999,0,
3027,32820,"Memphis, TN-MS-AR Metro Area",Bus,2003,1679,2112,3791,0,
3028,32820,"Memphis, TN-MS-AR Metro Area",Bus,2004,1442,2501,3943,0,
3029,32820,"Memphis, TN-MS-AR Metro Area",Bus,2005,1337,2487,3824,0,
3030,32820,"Memphis, TN-MS-AR Metro Area",Bus,2006,1434,2476,3910,0,
3031,32820,"Memphis, TN-MS-AR Metro Area",Bus,2007,1505,3103,4608,0,
3032,32820,"Memphis, TN-MS-AR Metro Area",Bus,2008,1468,2660,4128,0,
3033,32820,"Memphis, TN-MS-AR Metro Area",Bus,2009,1335,3156,4491,0,
3034,32820,"Memphis, TN-MS-AR Metro Area",Bus,2010,474,4061,4535,0,
3035,32820,"Memphis, TN-MS-AR Metro Area",Bus,2011,445,3748,4193,0,
3036,32820,"Memphis, TN-MS-AR Metro Area",Bus,2012,432,2777,3209,0,
3037,32820,"Memphis, TN-MS-AR Metro Area",Bus,2013,436,2395,2831,0,
3038,32820,"Memphis, TN-MS-AR Metro Area",Bus,2014,382,1903,2285,0,
3039,32820,"Memphis, TN-MS-AR Metro Area",Bus,2015,181,1479,1660,0,
3040,32820,"Memphis, TN-MS-AR Metro Area",Bus,2016,196,1523,1719,0,
3041,32820,"Memphis, TN-MS-AR Metro Area",Bus,2017,219,1707,1926,0,
3042,32820,"Memphis, TN-MS-AR Metro Area",Bus,2018,215,1604,1819,0,
3043,32900,"Merced, CA Metro Area",Bus,2002,0,0,0,1,
5168,32900,"Merced, CA Metro Area",Bus,2002,0,0,0,1,
3044,32900,"Merced, CA Metro Area",Bus,2003,0,0,0,1,
5170,32900,"Merced, CA Metro Area",Bus,2003,0,0,0,1,
3045,32900,"Merced, CA Metro Area",Bus,2004,0,0,0,1,
5172,32900,"Merced, CA Metro Area",Bus,2004,0,0,0,1,
3046,32900,"Merced, CA Metro Area",Bus,2005,0,0,0,1,
5174,32900,"Merced, CA Metro Area",Bus,2005,0,0,0,1,
3047,32900,"Merced, CA Metro Area",Bus,2006,0,0,0,1,
5176,32900,"Merced, CA Metro Area",Bus,2006,0,0,0,1,
3048,32900,"Merced, CA Metro Area",Bus,2007,0,0,0,1,
5178,32900,"Merced, CA Metro Area",Bus,2007,0,0,0,1,
3049,32900,"Merced, CA Metro Area",Bus,2008,9,258,267,1,
5180,32900,"Merced, CA Metro Area",Bus,2008,4,6,10,1,
3050,32900,"Merced, CA Metro Area",Bus,2009,7,225,232,1,
5182,32900,"Merced, CA Metro Area",Bus,2009,0,0,0,1,
3051,32900,"Merced, CA Metro Area",Bus,2010,6,210,216,1,
5184,32900,"Merced, CA Metro Area",Bus,2010,0,1,1,1,
3052,32900,"Merced, CA Metro Area",Bus,2011,7,197,204,1,
5186,32900,"Merced, CA Metro Area",Bus,2011,1,3,4,1,
3053,32900,"Merced, CA Metro Area",Bus,2012,4,24,28,1,
5188,32900,"Merced, CA Metro Area",Bus,2012,2,14,16,1,
3054,32900,"Merced, CA Metro Area",Bus,2013,34,108,142,1,
5190,32900,"Merced, CA Metro Area",Bus,2013,3,5,8,1,
3055,32900,"Merced, CA Metro Area",Bus,2014,19,79,98,1,
5192,32900,"Merced, CA Metro Area",Bus,2014,7,12,19,1,
3056,32900,"Merced, CA Metro Area",Bus,2015,16,60,76,1,
5194,32900,"Merced, CA Metro Area",Bus,2015,10,4,14,1,
3057,32900,"Merced, CA Metro Area",Bus,2016,25,21,46,1,
5196,32900,"Merced, CA Metro Area",Bus,2016,14,18,32,1,
3058,32900,"Merced, CA Metro Area",Bus,2017,22,26,48,1,
5198,32900,"Merced, CA Metro Area",Bus,2017,31,8,39,1,
3059,32900,"Merced, CA Metro Area",Bus,2018,23,42,65,1,
5200,32900,"Merced, CA Metro Area",Bus,2018,8,30,38,1,
3060,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2002,13399,4369,17768,0,
3061,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2003,8069,4876,12945,0,
3062,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2004,8291,5969,14260,0,
3063,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2005,9974,7503,17477,0,
3064,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2006,11724,9096,20820,0,
3065,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2007,9847,6479,16326,0,
3066,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2008,9731,6941,16672,0,
3067,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2009,10517,4834,15351,0,
3068,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2010,8075,4340,12415,0,
3069,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2011,7163,9336,16499,0,
3070,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2012,7684,7258,14942,0,
3071,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2013,8346,10265,18611,0,
3072,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2014,11536,10716,22252,0,
3073,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2015,13016,10638,23654,0,
3074,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2016,13342,9738,23080,0,
3075,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2017,7062,12445,19507,0,
3076,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2018,8315,12389,20704,0,
