CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
10.0,0,2011,100,1201007994.0000014,1055804062.9999982,1024067732.9999994,-31736329.999998808,1084050924.768346,8655235.861844063,228510747.49999994,1.4103132355200003,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17307546.63696345,-16560982.357618613,1539356.3015138847,31547416.144219473,6566355.823278532,3442821.7058760216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9227420.980305847,8497554.233688856,-40233884.23368766,0.0,-31736329.999998808
10.0,0,2012,100,1201007994.0000014,1024067732.9999994,1032661299.000001,8593566.00000155,1094640564.7218995,10589639.953553438,227959423.99999982,1.36910030643,27909105.42000003,4.109300000000001,33963.31,31.51,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1594839.9528093822,8585171.334270772,2605215.0513853854,1557439.8118956329,1119523.0350553931,1893963.58913477,-1009609.8991235344,-3152476.7058045147,0.0,0.0,0.0,0.0,0.0,0.0,10004386.264004521,10003689.2481218,-1410123.2481202502,0.0,8593566.00000155
10.0,0,2013,100,1201007994.0000014,1032661299.000001,1031511812.0000011,-1149486.9999998808,1039958365.0653064,-54682199.656593084,232024741.20000002,1.6314814638000001,28818049.080000035,3.9420000000000006,33700.32,29.93,4.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11844921.623443108,-51193111.55142325,10372222.782347081,-6064457.437015433,1621353.107109189,-14256799.565607982,-509166.5958737586,-3178931.026902432,0.0,0.0,0.0,0.0,0.0,0.0,-51363968.663923465,-51586057.69730532,50436570.69730544,0.0,-1149486.9999998808
10.0,0,2014,100,1201007994.0000014,1031511812.0000011,1020949725.9999985,-10562086.000002623,1036727629.5728294,-3230735.4924770594,232003465.0999997,1.6276280739800004,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,4.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-61029.738386138546,731973.9068976796,3254218.98987907,-7114486.558410649,739895.7571682965,2453444.8288631695,0.0,-3175392.4611666393,0.0,0.0,0.0,0.0,0.0,0.0,-3171375.275155212,-3204495.42393795,-7357590.576064672,0.0,-10562086.000002623
10.0,0,2015,100,1201007994.0000014,1020949725.9999985,997331165.7000012,-23618560.29999721,980923754.2464223,-55803875.326407075,232760764.6000004,1.6811518782800001,29378317.829999972,2.7030000000000003,34173.339999999975,30.169999999999998,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2148962.7585015064,-9917220.514631197,2918570.8426684784,-44086408.252994604,-3597690.686158568,-269457.73094864364,503640.3842279591,-3142878.2738656006,0.0,0.0,0.0,0.0,0.0,0.0,-55442481.47320067,-54954599.066399254,31336038.766402043,0.0,-23618560.29999721
10.0,0,2016,100,1201007994.0000014,997331165.7000012,999255569.6999992,1924403.9999979734,951660127.1987013,-29263627.04772103,232107589.3,1.68756526155,29437697.49999995,2.4255,35302.049999999996,29.879999999999995,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1806667.7621192816,-1152767.4366184403,628170.1034713553,-13650019.03598504,-6519268.516338662,-2541591.6665722406,-1965532.230522365,-3070171.2069685124,0.0,0.0,0.0,0.0,0.0,0.0,-30077847.751653183,-29753104.81550628,31677508.815504253,0.0,1924403.9999979734
10.0,0,2017,100,1201007994.0000014,999255569.6999992,942661585.6000004,-56593984.09999883,950262745.1789843,-1397382.019716978,230935447.4000001,1.7337943710600001,29668394.669999976,2.6928000000000005,35945.81999999998,30.000000000000004,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-3258815.0408058763,-8215603.7756759245,2435433.7367838826,13371860.982209714,-3637885.3514744705,1055624.530741719,0.0,-3076095.267054634,0.0,0.0,0.0,0.0,0.0,0.0,-1325480.1852755896,-1467269.3814661796,-55126714.71853265,0.0,-56593984.09999883
10.0,0,2018,100,1201007994.0000014,942661585.6000004,935808062.5999997,-6853523.000000715,954927283.5608863,4664538.381901979,230662401.5,1.7232403280000002,29807700.83999996,2.9199999999999995,36801.50000000002,30.010000000000005,4.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-719274.2449794697,1766695.4492406694,1378035.9899210243,10010207.275593858,-4465122.5257675415,82946.34816293811,-464791.10921044735,-2901877.087128915,0.0,0.0,0.0,0.0,0.0,0.0,4686820.095832117,4627226.700703262,-11480749.700703979,0.0,-6853523.000000716
10.0,1,2002,100,2028458449.0000012,0.0,2028458449.0000012,0.0,2117722666.509345,0.0,474570591.5000003,1.7610024586000002,25697520.38999998,1.9740000000000002,42439.07499999996,31.71,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028458449.0000012,2028458449.0000012
10.0,1,2003,100,2028458449.0000012,2028458449.0000012,1999850729.9999993,-28607719.000001907,2187576937.8354836,69854271.3261385,503552796.7000007,1.92921531457,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79085207.20538476,-57247670.31461459,8446604.681648683,31740764.11070995,12680759.814076295,-6237175.520890465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68468489.97631463,66909840.98678211,-95517559.98678401,0.0,-28607719.0000019
10.0,1,2004,100,2028458449.0000012,1999850729.9999993,2115153451.9999995,115302722.00000024,2311964757.33816,124387819.50267649,521860484.00000006,1.9019918870399999,26563773.749999993,2.5669,39531.590000000004,31.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46614799.82359888,9059483.768464886,12403851.927853726,33545624.711307578,16246650.1324714,-6324625.149362774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111545785.2143337,113713518.97760934,1589203.022390902,0.0,115302722.00000024
10.0,1,2005,100,2028458449.0000012,2115153451.9999995,2507212522.9999957,392059070.9999962,2533076144.445132,221111387.10697174,527998936.70000035,1.60869959421,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16019410.523974106,111951807.47460502,12761599.286729591,46318230.3617727,15613652.110474175,-5947068.691809803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196717631.0657458,202288772.8852235,189770298.11477268,0.0,392059070.9999962
10.0,1,2006,100,2028458449.0000012,2507212522.9999957,2603647774.9999986,96435252.00000286,2647959520.6849875,114883376.23985577,539962610.0999992,1.58764677875,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36508475.902374335,9853582.872559281,16448109.730047325,33955568.32395534,28671572.51629396,-11005975.50999792,-2471815.5849045673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111959518.25032775,113710375.51505637,-17275123.51505351,0.0,96435252.00000286
10.0,1,2007,100,2028458449.0000012,2603647774.9999986,2751026060.0000033,147378285.00000477,2701026162.9822974,53066642.297309875,543107372.7999997,1.5239354946199999,27714120.0,3.4605999999999995,36660.58,30.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9773749.213650774,31610061.79347588,1733980.0757641413,11590927.562302966,-9119160.026535066,5044843.21417824,1284394.4539099392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51918796.28674689,52178609.251688726,95199675.74831605,0.0,147378285.00000477
10.0,1,2008,100,2028458449.0000012,2751026060.0000033,2818659238.999998,67633178.99999475,2790450588.063317,89424425.0810194,558408346.8999993,1.54893287952,27956797.669999957,3.9195,36716.94000000002,30.42,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49760183.65089875,-13093031.586802363,7489420.143239994,48074867.06689164,-852764.8445072203,484155.94347772864,-1356427.8776464525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90506402.4955521,91079800.39955424,-23446621.399559483,0.0,67633178.99999475
10.0,1,2009,100,2028458449.0000012,2818659238.999998,2717269399.9999986,-101389838.99999952,2654546234.0303726,-135904354.0329442,562176551.3,1.63249305102,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12257701.037126074,-43669739.01626431,-7007068.156965025,-120483917.74242157,19331261.12785089,4716084.74836062,-2778865.2822932056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137634543.28460652,-137278210.46318883,35888371.463189304,0.0,-101389838.99999952
10.0,1,2010,100,2028458449.0000012,2717269399.9999986,2812782058.0000014,95512658.00000286,2681964603.6716566,27418369.64128399,552453534.0999991,1.6339541182000001,27553600.74999996,3.2889999999999997,35213.00000000003,30.93,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30416163.3576785,-729731.9860044883,-5540461.4402216105,53287566.26325542,4366839.6345073,7661548.866833566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28629597.980691686,28066226.863576915,67446431.13642594,0.0,95512658.00000286
10.0,1,2011,100,2028458449.0000012,2812782058.0000014,2875478446.9999957,62696388.99999428,2708861758.8737793,26897155.20212269,542784230.6000009,1.7392984156800004,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31863618.276003286,-52891570.30328952,4101020.1963652633,84045903.22808814,17493518.440989096,9172068.43821461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30057321.72436431,28209110.388779428,34487278.61121485,0.0,62696388.99999428
10.0,1,2012,100,2028458449.0000012,2875478446.9999957,2929500930.999995,54022483.99999952,2839514022.8534713,130652263.97969198,542311539.3999997,1.6964752675200003,27909105.42000003,4.109300000000001,33963.31,31.51,4.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1615957.888628653,22015580.319093887,7315179.932594036,4373133.209154265,3143507.2646916467,5318057.882759001,-2834882.314183377,0.0,0.0,0.0,0.0,99521480.93709362,0.0,0.0,137236099.34257442,138688424.3519137,-84665940.35191417,0.0,54022483.99999952
10.0,1,2013,100,2028458449.0000012,2929500930.999995,3028731445.999999,99230515.00000381,2922113498.332898,82599475.47942686,554417452.2000009,1.75772764368,28818049.080000035,3.942,33700.32,29.93,4.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42028011.23335799,-31679710.547506973,29424397.26060181,-17203930.97422211,4599528.849735755,-40444342.82661044,-1444427.1496285372,0.0,0.0,0.0,0.0,101391221.12491858,0.0,0.0,86670746.97064608,85217131.65336925,14013383.346634567,0.0,99230515.00000381
10.0,1,2014,100,2028458449.0000012,3028731445.999999,3137384053.9999976,108652607.99999857,3050406607.3004093,128293108.96751118,561346639.0999998,1.74858594174,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,4.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24369696.96649832,4872063.015939245,9555058.189500483,-20889600.013230503,2172486.558493812,7203820.080156251,0.0,0.0,0.0,0.0,0.0,104825629.68995376,0.0,0.0,132109154.48731136,132974086.6180204,-24321478.61802183,0.0,108652607.99999857
10.0,1,2015,100,2028458449.0000012,3137384053.9999976,3049980992.999996,-87403061.00000143,2952912037.6973677,-97494569.60304165,562540968.5000002,1.8840690435600003,29378317.829999972,2.7030000000000003,34173.339999999975,30.17,4.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4305260.225018643,-72229095.24724731,8968784.053777624,-135477772.04759187,-11055723.021936752,-828045.070953178,1547689.6366072712,0.0,0.0,0.0,0.0,108586140.73364422,0.0,0.0,-96182760.73868135,-100274470.71879894,12871409.718797505,0.0,-87403061.00000143
10.0,1,2016,100,2028458449.0000012,3049980992.999996,3072351667.999999,22370675.00000286,2975276769.3353443,22364731.637976646,562018756.3000002,1.8938954433000004,29437697.49999995,2.4255000000000004,35302.049999999996,29.88,4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-1827107.2689249963,-5017601.581711058,1921033.7968469565,-41743705.647283025,-19936853.22080593,-7772549.922845059,-6010877.981552375,0.0,0.0,0.0,0.0,105561085.17176704,0.0,0.0,25173423.345491543,23099911.388679568,-729236.3886767067,0.0,22370675.00000286
10.0,1,2017,100,2028458449.0000012,3072351667.999999,3093336562.0000005,20984894.00000143,3128458574.003194,153181804.66784954,565251751.3000003,1.8978347704800003,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,4.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11391617.819176344,-2022452.2695623355,7488083.259578791,41113665.65141114,-11185189.72173547,3245665.9598902604,0.0,0.0,0.0,0.0,0.0,106335343.35057047,0.0,0.0,156366734.0493292,158179695.39138123,-137194801.3913798,0.0,20984894.00000143
10.0,1,2018,100,2028458449.0000012,3093336562.0000005,3028681761.0000014,-64654800.99999905,3211089845.0092564,82631271.00606251,560645667.8000007,1.9555512670000001,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,4.6,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-16287305.059765495,-29389976.78870851,4522014.237655986,32848416.262856238,-14652264.369057918,272187.78761784936,-1525208.3608542152,0.0,0.0,0.0,0.0,107061639.08419593,0.0,0.0,82849502.79393986,81703601.2212581,-146358402.22125715,0.0,-64654800.99999905
