,CBSA,MNAME,Mode,Year,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE,UBER_REV_SCALED
595,30460,"Lexington-Fayette, KY Metro Area",Bus,2017,1,3,7932,17.824719101123595
596,30460,"Lexington-Fayette, KY Metro Area",Bus,2018,1,4,11270,25.325842696629213
597,30700,"Lincoln, NE Metro Area",Bus,2014,1,0,445,1.0
598,30700,"Lincoln, NE Metro Area",Bus,2015,1,1,1690,3.797752808988764
599,30700,"Lincoln, NE Metro Area",Bus,2016,1,2,4964,11.155056179775281
600,30700,"Lincoln, NE Metro Area",Bus,2017,1,3,7932,17.824719101123595
601,30700,"Lincoln, NE Metro Area",Bus,2018,1,4,11270,25.325842696629213
602,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2014,1,0,445,1.0
603,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2015,1,1,1690,3.797752808988764
604,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2016,1,2,4964,11.155056179775281
605,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2017,1,3,7932,17.824719101123595
606,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2018,1,4,11270,25.325842696629213
607,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2014,1,0,445,1.0
608,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2015,1,1,1690,3.797752808988764
609,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2016,1,2,4964,11.155056179775281
610,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2017,1,3,7932,17.824719101123595
611,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2018,1,4,11270,25.325842696629213
612,30860,"Logan, UT-ID Metro Area",Bus,2017,1,0,7932,1.0
613,30860,"Logan, UT-ID Metro Area",Bus,2018,1,1,11270,1.4208270297528995
614,31020,"Longview, WA Metro Area",Bus,2017,1,0,7932,1.0
615,31020,"Longview, WA Metro Area",Bus,2018,1,1,11270,1.4208270297528995
616,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2012,1,0,15,1.0
617,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2013,1,1,103,6.866666666666666
618,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2014,1,2,445,29.666666666666668
619,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2015,1,3,1690,112.66666666666667
620,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2016,1,4,4964,330.93333333333334
621,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2017,1,5,7932,528.8
622,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2018,1,6,11270,751.3333333333334
623,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2012,1,0,15,1.0
624,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2013,1,1,103,6.866666666666666
625,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2014,1,2,445,29.666666666666668
626,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2015,1,3,1690,112.66666666666667
627,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2016,1,4,4964,330.93333333333334
628,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2017,1,5,7932,528.8
629,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2018,1,6,11270,751.3333333333334
630,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2014,1,0,445,1.0
631,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2015,1,1,1690,3.797752808988764
632,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2016,1,2,4964,11.155056179775281
633,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2017,1,3,7932,17.824719101123595
634,31140,"Louisville/Jefferson County, KY-IN Metro Area",Bus,2018,1,4,11270,25.325842696629213
635,31180,"Lubbock, TX Metro Area",Bus,2014,1,0,445,1.0
636,31180,"Lubbock, TX Metro Area",Bus,2015,1,1,1690,3.797752808988764
637,31180,"Lubbock, TX Metro Area",Bus,2016,1,2,4964,11.155056179775281
638,31180,"Lubbock, TX Metro Area",Bus,2017,1,3,7932,17.824719101123595
639,31180,"Lubbock, TX Metro Area",Bus,2018,1,4,11270,25.325842696629213
640,31340,"Lynchburg, VA Metro Area",Bus,2015,1,0,1690,1.0
641,31340,"Lynchburg, VA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
642,31340,"Lynchburg, VA Metro Area",Bus,2017,1,2,7932,4.693491124260355
643,31340,"Lynchburg, VA Metro Area",Bus,2018,1,3,11270,6.668639053254438
644,31540,"Madison, WI Metro Area",Bus,2014,1,0,445,1.0
645,31540,"Madison, WI Metro Area",Bus,2015,1,1,1690,3.797752808988764
646,31540,"Madison, WI Metro Area",Bus,2016,1,2,4964,11.155056179775281
647,31540,"Madison, WI Metro Area",Bus,2017,1,3,7932,17.824719101123595
648,31540,"Madison, WI Metro Area",Bus,2018,1,4,11270,25.325842696629213
649,32780,"Medford, OR Metro Area",Bus,2017,1,0,7932,1.0
650,32780,"Medford, OR Metro Area",Bus,2018,1,1,11270,1.4208270297528995
651,32820,"Memphis, TN-MS-AR Metro Area",Bus,2014,1,0,445,1.0
652,32820,"Memphis, TN-MS-AR Metro Area",Bus,2015,1,1,1690,3.797752808988764
653,32820,"Memphis, TN-MS-AR Metro Area",Bus,2016,1,2,4964,11.155056179775281
654,32820,"Memphis, TN-MS-AR Metro Area",Bus,2017,1,3,7932,17.824719101123595
655,32820,"Memphis, TN-MS-AR Metro Area",Bus,2018,1,4,11270,25.325842696629213
656,32900,"Merced, CA Metro Area",Bus,2016,1,0,4964,1.0
657,32900,"Merced, CA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
658,32900,"Merced, CA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
659,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2014,1,0,445,1.0
660,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
661,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
662,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
663,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
664,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2014,1,0,445,1.0
665,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2015,1,1,1690,3.797752808988764
666,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2016,1,2,4964,11.155056179775281
667,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2017,1,3,7932,17.824719101123595
668,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2018,1,4,11270,25.325842696629213
669,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2012,1,0,15,1.0
670,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2013,1,1,103,6.866666666666666
671,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2014,1,2,445,29.666666666666668
672,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2015,1,3,1690,112.66666666666667
673,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2016,1,4,4964,330.93333333333334
674,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2017,1,5,7932,528.8
675,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2018,1,6,11270,751.3333333333334
676,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2012,1,0,15,1.0
677,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2013,1,1,103,6.866666666666666
678,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2014,1,2,445,29.666666666666668
679,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2015,1,3,1690,112.66666666666667
680,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2016,1,4,4964,330.93333333333334
681,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2017,1,5,7932,528.8
682,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2018,1,6,11270,751.3333333333334
683,33540,"Missoula, MT Metro Area",Bus,2016,1,0,4964,1.0
684,33540,"Missoula, MT Metro Area",Bus,2017,1,1,7932,1.5979049153908138
685,33540,"Missoula, MT Metro Area",Bus,2018,1,2,11270,2.2703464947622884
686,33660,"Mobile, AL Metro Area",Bus,2015,1,0,1690,1.0
687,33660,"Mobile, AL Metro Area",Bus,2016,1,1,4964,2.9372781065088756
688,33660,"Mobile, AL Metro Area",Bus,2017,1,2,7932,4.693491124260355
689,33660,"Mobile, AL Metro Area",Bus,2018,1,3,11270,6.668639053254438
690,33700,"Modesto, CA Metro Area",Bus,2014,1,0,445,1.0
691,33700,"Modesto, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
692,33700,"Modesto, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
693,33700,"Modesto, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
694,33700,"Modesto, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
695,33860,"Montgomery, AL Metro Area",Bus,2016,1,0,4964,1.0
696,33860,"Montgomery, AL Metro Area",Bus,2017,1,1,7932,1.5979049153908138
697,33860,"Montgomery, AL Metro Area",Bus,2018,1,2,11270,2.2703464947622884
698,34580,"Mount Vernon-Anacortes, WA Metro Area",Bus,2016,1,0,4964,1.0
699,34580,"Mount Vernon-Anacortes, WA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
700,34580,"Mount Vernon-Anacortes, WA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
701,34620,"Muncie, IN Metro Area",Bus,2015,1,0,1690,1.0
702,34620,"Muncie, IN Metro Area",Bus,2016,1,1,4964,2.9372781065088756
703,34620,"Muncie, IN Metro Area",Bus,2017,1,2,7932,4.693491124260355
704,34620,"Muncie, IN Metro Area",Bus,2018,1,3,11270,6.668639053254438
705,34900,"Napa, CA Metro Area",Bus,2014,1,0,445,1.0
706,34900,"Napa, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
707,34900,"Napa, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
708,34900,"Napa, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
709,34900,"Napa, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
710,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2013,1,0,103,1.0
711,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2014,1,1,445,4.320388349514563
712,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2015,1,2,1690,16.40776699029126
713,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2016,1,3,4964,48.19417475728155
714,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2017,1,4,7932,77.00970873786407
715,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2018,1,5,11270,109.41747572815534
716,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2013,1,0,103,1.0
717,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2014,1,1,445,4.320388349514563
718,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2015,1,2,1690,16.40776699029126
719,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2016,1,3,4964,48.19417475728155
720,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2017,1,4,7932,77.00970873786407
721,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2018,1,5,11270,109.41747572815534
722,35300,"New Haven-Milford, CT Metro Area",Bus,2014,1,0,445,1.0
723,35300,"New Haven-Milford, CT Metro Area",Bus,2015,1,1,1690,3.797752808988764
724,35300,"New Haven-Milford, CT Metro Area",Bus,2016,1,2,4964,11.155056179775281
725,35300,"New Haven-Milford, CT Metro Area",Bus,2017,1,3,7932,17.824719101123595
726,35300,"New Haven-Milford, CT Metro Area",Bus,2018,1,4,11270,25.325842696629213
727,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2015,1,0,1690,1.0
728,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
729,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2017,1,2,7932,4.693491124260355
730,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2018,1,3,11270,6.668639053254438
731,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2015,1,0,1690,1.0
732,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2016,1,1,4964,2.9372781065088756
733,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2017,1,2,7932,4.693491124260355
734,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2018,1,3,11270,6.668639053254438
735,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2012,1,1,15,1.0
736,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2013,1,2,103,6.866666666666666
737,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2014,1,3,445,29.666666666666668
738,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2015,1,4,1690,112.66666666666667
739,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2016,1,5,4964,330.93333333333334
740,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2017,1,6,7932,528.8
741,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2018,1,7,11270,751.3333333333334
742,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2012,1,1,15,1.0
743,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2013,1,2,103,6.866666666666666
744,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2014,1,3,445,29.666666666666668
745,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2015,1,4,1690,112.66666666666667
746,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2016,1,5,4964,330.93333333333334
747,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2017,1,6,7932,528.8
748,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2018,1,7,11270,751.3333333333334
749,35660,"Niles-Benton Harbor, MI Metro Area",Bus,2017,1,0,7932,1.0
750,35660,"Niles-Benton Harbor, MI Metro Area",Bus,2018,1,1,11270,1.4208270297528995
751,35980,"Norwich-New London, CT Metro Area",Bus,2016,1,0,4964,1.0
752,35980,"Norwich-New London, CT Metro Area",Bus,2017,1,1,7932,1.5979049153908138
753,35980,"Norwich-New London, CT Metro Area",Bus,2018,1,2,11270,2.2703464947622884
754,36100,"Ocala, FL Metro Area",Bus,2014,1,0,445,1.0
755,36100,"Ocala, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
756,36100,"Ocala, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
757,36100,"Ocala, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
758,36100,"Ocala, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
759,36420,"Oklahoma City, OK Metro Area",Bus,2013,1,0,103,1.0
760,36420,"Oklahoma City, OK Metro Area",Bus,2014,1,1,445,4.320388349514563
761,36420,"Oklahoma City, OK Metro Area",Bus,2015,1,2,1690,16.40776699029126
762,36420,"Oklahoma City, OK Metro Area",Bus,2016,1,3,4964,48.19417475728155
763,36420,"Oklahoma City, OK Metro Area",Bus,2017,1,4,7932,77.00970873786407
764,36420,"Oklahoma City, OK Metro Area",Bus,2018,1,5,11270,109.41747572815534
765,36500,"Olympia, WA Metro Area",Bus,2016,1,0,4964,1.0
766,36500,"Olympia, WA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
767,36500,"Olympia, WA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
768,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2014,1,0,445,1.0
769,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2015,1,1,1690,3.797752808988764
770,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2016,1,2,4964,11.155056179775281
771,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2017,1,3,7932,17.824719101123595
772,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2018,1,4,11270,25.325842696629213
773,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2014,1,0,445,1.0
774,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
775,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
776,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
777,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
778,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2015,1,1,1690,1.0
779,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2016,1,2,4964,2.9372781065088756
780,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2017,1,3,7932,4.693491124260355
781,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2018,1,4,11270,6.668639053254438
782,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2015,1,0,1690,1.0
783,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2016,1,1,4964,2.9372781065088756
784,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2017,1,2,7932,4.693491124260355
785,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2018,1,3,11270,6.668639053254438
786,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2014,1,0,445,1.0
787,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
788,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
789,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
790,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
791,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2014,1,0,445,1.0
792,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
793,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
794,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
795,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
796,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2014,1,0,445,1.0
797,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
798,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
799,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
800,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
801,37900,"Peoria, IL Metro Area",Bus,2015,1,0,1690,1.0
802,37900,"Peoria, IL Metro Area",Bus,2016,1,1,4964,2.9372781065088756
803,37900,"Peoria, IL Metro Area",Bus,2017,1,2,7932,4.693491124260355
804,37900,"Peoria, IL Metro Area",Bus,2018,1,3,11270,6.668639053254438
805,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2012,1,0,15,1.0
806,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2013,1,1,103,6.866666666666666
807,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2014,1,2,445,29.666666666666668
808,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2015,1,3,1690,112.66666666666667
809,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2016,1,4,4964,330.93333333333334
810,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2017,1,5,7932,528.8
811,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2018,1,6,11270,751.3333333333334
812,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2012,1,0,15,1.0
813,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2013,1,1,103,6.866666666666666
814,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2014,1,2,445,29.666666666666668
815,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2015,1,3,1690,112.66666666666667
816,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2016,1,4,4964,330.93333333333334
817,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2017,1,5,7932,528.8
818,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2018,1,6,11270,751.3333333333334
819,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2012,1,0,15,1.0
820,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2013,1,1,103,6.866666666666666
821,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2014,1,2,445,29.666666666666668
822,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2015,1,3,1690,112.66666666666667
823,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2016,1,4,4964,330.93333333333334
824,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2017,1,5,7932,528.8
825,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2018,1,6,11270,751.3333333333334
826,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2012,1,0,15,1.0
827,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2013,1,1,103,6.866666666666666
828,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2014,1,2,445,29.666666666666668
829,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2015,1,3,1690,112.66666666666667
830,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2016,1,4,4964,330.93333333333334
831,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2017,1,5,7932,528.8
832,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2018,1,6,11270,751.3333333333334
833,38300,"Pittsburgh, PA Metro Area",Bus,2014,1,0,445,1.0
834,38300,"Pittsburgh, PA Metro Area",Bus,2015,1,1,1690,3.797752808988764
835,38300,"Pittsburgh, PA Metro Area",Bus,2016,1,2,4964,11.155056179775281
836,38300,"Pittsburgh, PA Metro Area",Bus,2017,1,3,7932,17.824719101123595
837,38300,"Pittsburgh, PA Metro Area",Bus,2018,1,4,11270,25.325842696629213
838,38300,"Pittsburgh, PA Metro Area",Rail,2014,1,0,445,1.0
839,38300,"Pittsburgh, PA Metro Area",Rail,2015,1,1,1690,3.797752808988764
840,38300,"Pittsburgh, PA Metro Area",Rail,2016,1,2,4964,11.155056179775281
841,38300,"Pittsburgh, PA Metro Area",Rail,2017,1,3,7932,17.824719101123595
842,38300,"Pittsburgh, PA Metro Area",Rail,2018,1,4,11270,25.325842696629213
843,38340,"Pittsfield, MA Metro Area",Bus,2017,1,0,7932,1.0
844,38340,"Pittsfield, MA Metro Area",Bus,2018,1,1,11270,1.4208270297528995
845,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2014,1,0,445,1.0
846,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2015,1,1,1690,3.797752808988764
847,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2016,1,2,4964,11.155056179775281
848,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2017,1,3,7932,17.824719101123595
849,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2018,1,4,11270,25.325842696629213
850,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2014,1,0,445,1.0
851,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2015,1,1,1690,3.797752808988764
852,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2016,1,2,4964,11.155056179775281
853,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2017,1,3,7932,17.824719101123595
854,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2018,1,4,11270,25.325842696629213
855,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2014,1,0,445,1.0
856,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2015,1,1,1690,3.797752808988764
857,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2016,1,2,4964,11.155056179775281
858,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2017,1,3,7932,17.824719101123595
859,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2018,1,4,11270,25.325842696629213
860,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2014,1,0,445,1.0
861,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2015,1,1,1690,3.797752808988764
862,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2016,1,2,4964,11.155056179775281
863,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2017,1,3,7932,17.824719101123595
864,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2018,1,4,11270,25.325842696629213
865,38940,"Port St. Lucie, FL Metro Area",Bus,2016,1,0,4964,1.0
866,38940,"Port St. Lucie, FL Metro Area",Bus,2017,1,1,7932,1.5979049153908138
867,38940,"Port St. Lucie, FL Metro Area",Bus,2018,1,2,11270,2.2703464947622884
868,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",Bus,2017,1,0,7932,1.0
869,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",Bus,2018,1,1,11270,1.4208270297528995
870,39380,"Pueblo, CO Metro Area",Bus,2016,1,0,4964,1.0
871,39380,"Pueblo, CO Metro Area",Bus,2017,1,1,7932,1.5979049153908138
872,39380,"Pueblo, CO Metro Area",Bus,2018,1,2,11270,2.2703464947622884
873,39540,"Racine, WI Metro Area",Bus,2015,1,0,1690,1.0
874,39540,"Racine, WI Metro Area",Bus,2016,1,1,4964,2.9372781065088756
875,39540,"Racine, WI Metro Area",Bus,2017,1,2,7932,4.693491124260355
