,CBSA,MNAME,Mode,Year,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE,UBER_REV_SCALED
1170,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2017,1,6,7932,528.8
1171,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2018,1,7,11270,751.3333333333334
1172,48300,"Wenatchee-East Wenatchee, WA Metro Area",Bus,2016,1,0,4964,1.0
1173,48300,"Wenatchee-East Wenatchee, WA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1174,48300,"Wenatchee-East Wenatchee, WA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1175,48540,"Wheeling, WV-OH Metro Area",Bus,2017,1,0,7932,1.0
1176,48540,"Wheeling, WV-OH Metro Area",Bus,2018,1,1,11270,1.4208270297528995
1177,48620,"Wichita, KS Metro Area",Bus,2014,1,0,445,1.0
1178,48620,"Wichita, KS Metro Area",Bus,2015,1,1,1690,3.797752808988764
1179,48620,"Wichita, KS Metro Area",Bus,2016,1,2,4964,11.155056179775281
1180,48620,"Wichita, KS Metro Area",Bus,2017,1,3,7932,17.824719101123595
1181,48620,"Wichita, KS Metro Area",Bus,2018,1,4,11270,25.325842696629213
1182,48700,"Williamsport, PA Metro Area",Bus,2016,1,0,4964,1.0
1183,48700,"Williamsport, PA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1184,48700,"Williamsport, PA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1185,48900,"Wilmington, NC Metro Area",Bus,2016,1,0,4964,1.0
1186,48900,"Wilmington, NC Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1187,48900,"Wilmington, NC Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1188,49180,"Winston-Salem, NC Metro Area",Bus,2014,1,0,445,1.0
1189,49180,"Winston-Salem, NC Metro Area",Bus,2015,1,1,1690,3.797752808988764
1190,49180,"Winston-Salem, NC Metro Area",Bus,2016,1,2,4964,11.155056179775281
1191,49180,"Winston-Salem, NC Metro Area",Bus,2017,1,3,7932,17.824719101123595
1192,49180,"Winston-Salem, NC Metro Area",Bus,2018,1,4,11270,25.325842696629213
1193,49340,"Worcester, MA Metro Area",Bus,2014,1,0,445,1.0
1194,49340,"Worcester, MA Metro Area",Bus,2015,1,1,1690,3.797752808988764
1195,49340,"Worcester, MA Metro Area",Bus,2016,1,2,4964,11.155056179775281
1196,49340,"Worcester, MA Metro Area",Bus,2017,1,3,7932,17.824719101123595
1197,49340,"Worcester, MA Metro Area",Bus,2018,1,4,11270,25.325842696629213
1198,49420,"Yakima, WA Metro Area",Bus,2016,1,0,4964,1.0
1199,49420,"Yakima, WA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1200,49420,"Yakima, WA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1201,49620,"York-Hanover, PA Metro Area",Bus,2016,1,0,4964,1.0
1202,49620,"York-Hanover, PA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1203,49620,"York-Hanover, PA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1204,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Bus,2016,1,0,4964,1.0
1205,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1206,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1207,49700,"Yuba City, CA Metro Area",Bus,2016,1,0,4964,1.0
1208,49700,"Yuba City, CA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1209,49700,"Yuba City, CA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1210,49740,"Yuma, AZ Metro Area",Bus,2016,1,0,4964,1.0
1211,49740,"Yuma, AZ Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1212,49740,"Yuma, AZ Metro Area",Bus,2018,1,2,11270,2.2703464947622884
