CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1,0,2012,10,71964305.67,61716472.41,59778703.28,-1937769.13,64585684.53,-1437266.331,22698563.93,1.065016366,7979817.58,3.9458,30285.65,6.19,0.200206974,5.9,0,0,0,0,0,0,0,0,0,0,1175715.064,-2526717.071,306726.5613,-16388.45594,-126010.9597,12710.78588,-20325.35988,-98855.16737,0,0,0,0,0,0,0,0,0,0,-1293144.602,-1343517.773,-594251.3575,0,-1937769.13
1,0,2013,10,71964305.67,59778703.28,60026942.2,248238.92,63554389.39,-1031295.143,22678510.56,1.099286683,8089608.08,3.8124,30705.48,6.3,0.201596944,6,0.8,0,0,0,0,0,0,0,0,0,-37121.78215,-402893.0369,237874.0983,-274832.5713,-198530.4473,67745.70093,2250.351303,-23952.22205,-329017.6088,0,0,0,0,0,0,0,0,0,-958477.5179,-954537.9414,1202776.861,0,248238.92
1,0,2014,10,71964305.67,60026942.2,61690569.88,1663627.68,63455011.44,-99377.94929,22435698.65,1.049593669,8223547.5,3.6146,30418.82,6.61,0.201995048,6.2,1.7,0,0,0,0,0,0,0,0,0,-452409.3834,593739.2821,287164.0126,-423093.6285,136202.1701,191910.0946,647.1950503,-48093.73654,-371553.8222,0,0,0,0,0,0,0,0,0,-85487.81615,-93862.19387,1757489.874,0,1663627.68
1,0,2015,10,71964305.67,61690569.88,61748805.52,58235.64,61908285.26,-1546726.182,23919438.34,1.088113875,8386513,2.5546,31959,5.98,0.20939341,6.4,2.2,0,0,0,0,0,0,1,0,0,2839899.614,-470137.9581,352827.9731,-2654564.69,-731894.9543,-398885.3396,12361.97579,-49426.6392,-212432.2941,0,0,0,0,0,0,-78945.94752,0,0,-1391198.26,-1503717.634,1561953.274,0,58235.64
1,0,2016,10,71964305.67,61748805.52,58157763.93,-3591041.59,63700755.71,1792470.456,25685027.42,1.085486731,8576265.75,2.3205,32624.55,6.05,0.208105688,7,3.7,0,0,0,0,0,0,1,0,0,3169283.892,31947.67433,402825.8746,-704915.2126,-306769.1042,44522.51786,-2153.441916,-148301.0106,-635704.3972,0,0,0,0,0,0,0,0,0,1850736.792,1787852.937,-5378894.527,0,-3591041.59
1,0,2017,10,71964305.67,58157763.93,56068759.17,-2089004.76,65668567.72,1967812.002,26592106.63,1.036371568,8770580.25,2.5092,32509.44,5.52,0.208735278,7.3,5.7,0,0,0,0,0,0,1,0,0,1436013.138,572274.1509,379919.9396,544279.078,49692.29449,-316516.0081,991.6526972,-69880.21761,-796939.8777,0,0,0,0,0,0,0,0,0,1799834.15,1796580.662,-3885585.422,0,-2089004.76
1,0,2018,10,71964305.67,56068759.17,49099633.84,-6969125.33,62178578.49,-3489989.225,27713923.82,1.094911854,8942488.93,2.71,32703,5.16,0.208736631,7.675,9.3,0,0,0,0,0,0,1,1,0,1652130.576,-649111.1101,317198.4109,528268.0402,-80368.52733,-207450.9209,2.05452464,-84200.0313,-1375378.079,0,0,0,0,0,0,0,-3029401.873,0,-2928311.46,-2979802.547,-3989322.783,0,-6969125.33
1,1,2002,10,77539119.08,0,77539119.08,0,66330637.77,0,23232532.09,0.862631653,6335904.656,1.862,42909.71563,5.44,0.220555603,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77539119.08,77539119.08
1,1,2003,10,77539119.08,77539119.08,68311271.06,-9227848.02,66990030.83,659393.0671,22323663.78,0.86429254,6629834.125,2.0961,41181.94313,5.63,0.220106384,4.5,0,0,0,0,0,0,0,0,0,0,-2144481.671,-28389.40021,1028662.55,1034254.363,773868.0737,151843.4093,-943.3363153,0,0,0,0,0,0,0,0,0,0,0,814813.9889,770816.6131,-9998664.633,0,-9227848.02
1,1,2004,10,77539119.08,68311271.06,69856830.54,1545559.48,70655672.46,3665641.626,22288964.14,0.826718911,6939086.58,2.4605,39133.5875,5.82,0.209622747,4.5,0,0,0,0,0,0,0,0,0,0,-74642.90617,573836.5249,911134.7403,1293084.738,847353.6265,133772.6868,-19392.4519,0,0,0,0,0,0,0,0,0,0,0,3665146.958,3737938.848,-2192379.368,0,1545559.48
1,1,2005,10,77539119.08,69856830.54,69356252.82,-500577.72,71907343.47,1251671.013,21073165.29,0.791540906,7265994.58,2.967,37373.88,5.94,0.218451551,4.5,0,0,0,0,0,0,0,0,0,0,-2700275.288,560344.806,940898.3291,1626812.488,780963.129,86368.43539,16705.23987,0,0,0,0,0,0,0,0,0,0,0,1311817.139,1237519.463,-1738097.183,0,-500577.72
1,1,2006,10,77539119.08,69356252.82,73691648.77,4335395.95,78818512.06,6911168.584,22386734.05,0.778081128,7664023.25,3.2375,34728.75,6.28,0.215577589,4.9,0,0,0,0,0,0,0,0,0,0,3010989.239,215229.4268,1083376.677,775323.9945,1241152.261,243232.474,-5398.086093,-111092.2856,0,0,0,0,0,0,0,0,0,0,6452813.701,6665977.805,-2330581.855,0,4335395.95
1,1,2007,10,77539119.08,73691648.77,81144795,7453146.23,78774485.95,-44026.10434,22136656.25,0.749172668,7881288.58,3.3759,35747.03,5.76,0.208158123,5,0,0,0,0,0,0,0,0,0,0,-579512.4725,497971.8801,601131.8708,400223.5116,-512803.9996,-393510.265,-14805.98625,-29526.88228,0,0,0,0,0,0,0,0,0,0,-30832.34319,-41162.36317,7494308.593,0,7453146.23
1,1,2008,10,77539119.08,81144795,85651429.17,4506634.17,86786548.48,8012062.525,24024638.42,0.669693031,7965841.25,3.861,35571.51,5.86,0.208227324,5.7,0,0,0,0,0,0,0,0,0,0,4804405.727,1565285.512,252047.25,1450532.059,96568.43971,83595.10927,152.0770004,-227319.1482,0,0,0,0,0,0,0,0,0,0,8025267.026,8253143.937,-3746509.767,0,4506634.17
1,1,2009,10,77539119.08,85651429.17,78784916.35,-6866512.82,82070398.3,-4716150.181,23501271.41,0.743677347,7920306.75,2.7612,32861.79,6.11,0.215364047,5.6,0,0,0,0,0,0,0,0,0,0,-1315640.895,-1512243.714,-142581.4042,-3623747.051,1655668.791,220765.0447,16556.38456,34332.70182,0,0,0,0,0,0,0,0,0,0,-4666890.143,-4654465.585,-2212047.235,0,-6866512.82
1,1,2010,10,77539119.08,78784916.35,76592260.67,-2192655.68,74499479.63,-7570918.663,20606947.72,0.878601068,7720609.58,3.2085,30866,6.14,0.21688099,5.8,0,0,0,0,0,0,0,0,0,0,-6951179.784,-2375983.091,-582549.2505,1506205.204,1201856.321,24340.4165,3236.766554,-63122.67244,0,0,0,0,0,0,0,0,0,0,-7237196.089,-7267835.979,5075180.299,0,-2192655.68
1,1,2011,10,77539119.08,76592260.67,73909571.67,-2682689,67975010.43,-6524469.204,17507175.99,0.958976635,7844849.67,3.9536,30030.56,6.17,0.212369356,5.5,0,0,0,0,0,0,0,0,0,0,-8291139.453,-1307098.15,356179.2618,2133302.743,509523.6317,23663.00063,-9357.985144,92141.14029,0,0,0,0,0,0,0,0,0,0,-6492785.811,-6707749.483,4025060.483,0,-2682689
1,1,2012,10,77539119.08,73909571.67,70196147.95,-3713423.72,66816221.92,-1158788.511,17714785.47,1.088989174,7979817.58,3.9458,30285.65,6.19,0.200206974,5.9,0,0,0,0,0,0,0,0,0,0,614902.158,-1925765.838,367325.4138,-19626.26365,-150906.4872,15222.00967,-24340.96739,-118385.6237,0,0,0,0,0,0,0,0,0,0,-1241575.599,-1259956.593,-2453467.127,0,-3713423.72
1,1,2013,10,77539119.08,70196147.95,69597802.3,-598345.65,65754054.15,-1062167.767,17805723.57,1.16808407,8089608.08,3.8124,30705.48,6.3,0.201596944,6,0,0,0,0,0.8,0,0,0,0,0,253063.1364,-1063688.578,279327.6616,-322726.7702,-233127.7175,79551.52897,2642.512873,-28126.29968,0,0,0,0,-81397.31475,0,0,0,0,0,-1114481.84,-1115897.96,517552.3101,0,-598345.65
1,1,2014,10,77539119.08,69597802.3,71197932.61,1600130.31,72941514.28,7187460.124,20284437.03,1.110420883,8223547.5,3.6146,30418.82,6.61,0.201995048,6.2,0,0,0,0,1.7,0,0,0,0,0,6676240.289,775105.729,332950.2294,-490552.8356,157918.6173,222508.7658,750.385602,-55761.93364,0,0,0,0,-90784.84562,0,0,0,0,0,7528374.401,7607613.481,-6007483.171,0,1600130.31
1,1,2015,10,77539119.08,71197932.61,72589847.12,1391914.51,72757093.22,-184421.0597,22150464.23,1.136638083,8386513,2.5546,31959,5.98,0.20939341,6.4,0,0,0,0,2.2,0,0,1,0,0,4542641.4,-360242.7094,407203.6018,-3063669.508,-844690.0026,-460359.04,14267.12577,-57043.96205,0,0,0,0,-51610.57074,0,0,-91112.60055,0,0,35383.73425,-180012.6898,1571927.2,0,1391914.51
1,1,2016,10,77539119.08,72589847.12,68745917.16,-3843929.96,71745899.75,-1011193.47,22252036.34,1.154169811,8576265.75,2.3205,32624.55,6.05,0.208105688,7,0,0,0,0,3.7,0,0,1,0,0,233780.5583,-243310.2492,473548.7335,-828674.9368,-360627.5812,52339.19486,-2531.514872,-174337.7479,0,0,0,0,-157744.2589,0,0,0,0,0,-1007557.802,-1008869.048,-2835060.912,0,-3843929.96
1,1,2017,10,77539119.08,68745917.16,67541836.53,-1204080.63,72480822.22,734922.4766,22331571.83,1.151307664,8770580.25,2.5092,32509.44,5.52,0.208735278,7.3,0,0,0,0,5.7,0,0,1,0,0,172601.2948,37563.10869,449087.842,643370.0658,58739.23152,-374140.6443,1172.192147,-82602.55082,0,0,0,0,-199115.8945,0,0,0,0,0,706674.6453,704192.4329,-1908273.063,0,-1204080.63
1,1,2018,10,77539119.08,67541836.53,65024527.64,-2517308.89,72899459.04,418636.8189,22301780.5,1.160116089,8942488.93,2.71,32703,5.16,0.208736631,7.675,0,0,0,0,9.3,0,0,1,0,1,-63338.22789,-113295.285,382105.1782,636364.9587,-96813.948,-249900.5934,2.474932019,-101429.474,0,0,0,0,-351723.0605,0,0,0,0,353647.3022,395619.3254,390110.0832,-2907418.973,0,-2517308.89
