GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018
310M400US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",118572,118594,118477,117797,117257,116541,115995,115536,115018,114664,114277
310M400US11540,11540,"Appleton, WI Metro Area",225666,225664,225944,227521,228643,229973,231642,233229,234355,236058,237524
310M400US11700,11700,"Asheville, NC Metro Area",424858,424859,425338,428073,430951,435823,439715,444673,450459,455255,459585
310M400US12020,12020,"Athens-Clarke County, GA Metro Area",192541,192564,193435,194349,195981,197592,198378,202533,205296,208997,211306
310M400US12060,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5286728,5286750,5302703,5366252,5444763,5511323,5594545,5688284,5790280,5874249,5949951
310M400US12100,12100,"Atlantic City-Hammonton, NJ Metro Area",274549,274521,274649,274606,274651,274369,272656,270471,267813,266328,265429
310M400US12220,12220,"Auburn-Opelika, AL Metro Area",140247,140300,140806,144130,148581,151831,154545,157009,159297,161641,163941
310M400US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",564873,564873,566492,570596,576021,579673,582953,589476,594894,600006,604167
310M400US12420,12420,"Austin-Round Rock, TX Metro Area",1716289,1716321,1727528,1780605,1834926,1883901,1943409,2002591,2062211,2115230,2168316
310M400US12540,12540,"Bakersfield, CA Metro Area",839631,839619,841072,848140,853963,862557,869957,877197,882361,888988,896764
310M400US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",2710489,2710602,2715726,2733547,2754611,2768374,2780300,2790285,2794294,2798587,2802789
310M400US12620,12620,"Bangor, ME Metro Area",153923,153932,153860,153749,153347,153235,153224,151949,151282,151190,151096
310M400US12700,12700,"Barnstable Town, MA Metro Area",215888,215875,215893,215333,214783,214520,214299,213811,213446,213482,213413
310M400US12940,12940,"Baton Rouge, LA Metro Area",802484,802504,804298,808240,813112,818814,823839,828211,833663,831182,831310
310M400US12980,12980,"Battle Creek, MI Metro Area",136146,136148,135952,135096,134733,134755,134812,134339,134370,134358,134487
310M400US13020,13020,"Bay City, MI Metro Area",107771,107773,107681,107409,106966,106801,106066,105281,104469,104189,103923
310M400US13140,13140,"Beaumont-Port Arthur, TX Metro Area",403190,403194,403707,405409,404035,405564,405964,409098,411263,412616,409526
310M400US13220,13220,"Beckley, WV Metro Area",124898,124914,124949,125253,125110,124360,123346,122077,120457,118639,117272
310M400US13380,13380,"Bellingham, WA Metro Area",201140,201146,201547,203480,204880,206107,208215,211940,216569,221650,225685
310M400US13460,13460,"Bend-Redmond, OR Metro Area",157733,157730,157743,159639,161345,165294,169506,174244,180649,186807,191996
310M400US13740,13740,"Billings, MT Metro Area",158934,158944,159330,160666,162590,164953,166554,167755,169198,170740,171677
310M400US13780,13780,"Binghamton, NY Metro Area",251725,251724,251489,250218,248939,248021,247084,245154,243167,241609,240219
310M400US13820,13820,"Birmingham-Hoover, AL Metro Area",1128047,1128058,1128714,1130493,1133591,1138638,1141436,1144734,1147616,1149685,1151801
310M400US13900,13900,"Bismarck, ND Metro Area",114778,114779,115259,117084,120002,123671,126613,129661,131621,132418,132678
310M400US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",178237,178254,178501,178821,179544,180727,181225,181345,182412,182692,184029
310M400US14010,14010,"Bloomington, IL Metro Area",186133,186135,186400,187439,189208,191418,190337,189341,189273,188754,188597
310M400US14020,14020,"Bloomington, IN Metro Area",159549,159536,160130,161699,162842,163223,164433,165050,166649,167513,167762
310M400US14100,14100,"Bloomsburg-Berwick, PA Metro Area",85562,85561,85662,85446,85474,85597,85544,84994,84410,83924,83696
310M400US14260,14260,"Boise City, ID Metro Area",616561,616566,617869,627640,637514,649411,662777,674874,691605,710080,730426
310M400US14460,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4552402,4552598,4566449,4609467,4656698,4703321,4747822,4779753,4811098,4844597,4875390
310M400US14500,14500,"Boulder, CO Metro Area",294567,294561,295774,300897,305565,310247,313298,319175,322527,324073,326078
310M400US14540,14540,"Bowling Green, KY Metro Area",158599,158608,159335,160984,162491,164697,166560,169488,171995,174962,177432
310M400US14740,14740,"Bremerton-Silverdale, WA Metro Area",251133,251143,251676,254281,254323,252403,253415,259320,263283,266550,269805
310M400US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",916829,916864,919330,927897,935097,939991,944355,945301,944802,943457,943823
310M400US15180,15180,"Brownsville-Harlingen, TX Metro Area",406220,406215,407654,413291,416098,417705,419467,420058,422137,423181,423908
310M400US15260,15260,"Brunswick, GA Metro Area",112370,112371,112516,112865,113253,113762,114591,115822,116675,117728,118456
310M400US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1135509,1135614,1135622,1135456,1134590,1134993,1135116,1132909,1130013,1129660,1130152
310M400US15500,15500,"Burlington, NC Metro Area",151131,151160,151440,152696,153282,154199,155425,157100,160392,163529,166436
310M400US15540,15540,"Burlington-South Burlington, VT Metro Area",211261,211262,211534,213210,213955,214826,215677,217137,217435,218881,221083
310M400US15680,15680,"California-Lexington Park, MD Metro Area",105151,105143,105762,107558,108805,109228,109926,110965,111689,112413,112664
310M400US15940,15940,"Canton-Massillon, OH Metro Area",404422,404425,404212,403295,403416,403367,403696,402428,401069,399418,398655
310M400US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",618754,618754,620454,631031,644243,659920,677361,699530,722386,739506,754610
310M400US16020,16020,"Cape Girardeau, MO-IL Metro Area",96275,96274,96449,96971,97208,97175,97408,97314,97108,96873,96982
310M400US16060,16060,"Carbondale-Marion, IL Metro Area",126575,126574,126808,127091,125837,127204,126769,126685,126256,125065,124475
310M400US16180,16180,"Carson City, NV Metro Area",55274,55274,54986,54679,54319,53736,54096,54069,54147,54608,55414
310M400US16220,16220,"Casper, WY Metro Area",75450,75448,75469,76391,78562,81101,81375,82123,80882,79556,79115
310M400US16300,16300,"Cedar Rapids, IA Metro Area",257940,257943,258432,260991,261884,262693,264289,266256,268138,270594,272295
310M400US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",149618,149619,149915,150910,151468,151938,152607,153074,153753,154487,154835
310M400US16580,16580,"Champaign-Urbana, IL Metro Area",231891,231887,232331,233729,235004,236534,237906,239109,239833,239877,239643
310M400US16620,16620,"Charleston, WV Metro Area",227078,227060,226891,225895,225793,224754,222943,220390,217792,214398,211037
310M400US16700,16700,"Charleston-North Charleston, SC Metro Area",664607,664639,667440,681174,696795,711266,726837,745188,761482,775089,787643
310M400US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2217012,2216997,2223238,2254513,2292168,2332687,2374668,2422408,2474478,2524863,2569213
310M400US16820,16820,"Charlottesville, VA Metro Area",218705,218701,218978,220810,222599,223913,226139,228622,230950,233586,235232
310M400US16860,16860,"Chattanooga, TN-GA Metro Area",528143,528150,529154,533601,538143,542202,544116,547295,551922,556081,560793
310M400US16940,16940,"Cheyenne, WY Metro Area",91738,91885,92235,92561,94690,95706,96038,97006,97978,98460,98976
310M400US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9461105,9461539,9470880,9500991,9529773,9553268,9564614,9557880,9540144,9520784,9498716
310M400US17020,17020,"Chico, CA Metro Area",220000,220002,219945,219952,220873,221664,223570,224812,226529,229207,231256
310M400US17140,17140,"Cincinnati, OH-KY-IN Metro Area",2114580,2114659,2117678,2122445,2128333,2137994,2148189,2157640,2168233,2179858,2190209
310M400US17300,17300,"Clarksville, TN-KY Metro Area",260625,260630,261609,264193,274048,272169,276473,279843,280702,285691,292264
310M400US17420,17420,"Cleveland, TN Metro Area",115788,115754,115901,116594,117683,118420,119481,120485,121024,122082,123625
310M400US17460,17460,"Cleveland-Elyria, OH Metro Area",2077240,2077278,2075481,2068801,2064716,2067127,2067459,2064284,2061527,2058549,2057009
310M400US17660,17660,"Coeur d'Alene, ID Metro Area",138494,138466,138852,140919,142078,143898,146536,149395,153103,157485,161505
310M400US17780,17780,"College Station-Bryan, TX Metro Area",228660,228668,229453,231396,234146,237840,242888,250765,254825,258825,262431
310M400US17820,17820,"Colorado Springs, CO Metro Area",645613,645609,650373,660486,669321,678674,686696,697533,712723,725438,738939
310M400US17860,17860,"Columbia, MO Metro Area",162642,162645,163194,166231,168789,170966,172795,174585,176667,178523,180005
310M400US17900,17900,"Columbia, SC Metro Area",767598,767476,769647,776106,783227,790890,798956,809244,817337,825110,832666
310M400US17980,17980,"Columbus, GA-AL Metro Area",294865,295523,296495,302346,309943,315704,312847,310293,306591,303436,305451
310M400US18020,18020,"Columbus, IN Metro Area",76794,76786,76820,77614,78999,79655,80499,81473,82313,82429,82753
310M400US18140,18140,"Columbus, OH Metro Area",1901974,1902007,1906361,1926157,1947157,1974121,2001776,2027559,2051957,2082475,2106541
310M400US18580,18580,"Corpus Christi, TX Metro Area",428185,428183,427864,430920,436682,443026,447982,452557,454299,453684,452950
310M400US18700,18700,"Corvallis, OR Metro Area",85579,85582,85574,86260,86675,86168,87221,88270,89743,91567,92101
310M400US18880,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",235865,235868,235926,238678,246947,251883,255816,260887,265670,271959,278644
310M400US19060,19060,"Cumberland, MD-WV Metro Area",103299,103245,103145,102590,101793,101229,100545,99846,99401,98566,97915
310M400US19100,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6426214,6426222,6452028,6570598,6706434,6817518,6955259,7109280,7262951,7407944,7539711
310M400US19140,19140,"Dalton, GA Metro Area",142227,142221,142274,142280,142280,141944,142369,143127,143683,143872,143983
310M400US19180,19180,"Danville, IL Metro Area",81625,81625,81639,81407,80864,80588,79786,79173,78494,77776,76806
310M400US19300,19300,"Daphne-Fairhope-Foley, AL Metro Area",182265,182264,183111,186540,190143,194886,199189,202995,207712,212619,218022
310M400US19340,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",379690,379688,379753,380675,382455,383890,384137,383599,382563,381854,381451
310M400US19380,19380,"Dayton, OH Metro Area",799232,799268,799664,800755,801539,801341,800998,800198,801765,803713,806548
310M400US19460,19460,"Decatur, AL Metro Area",153829,153825,153948,154062,153899,153151,152906,152419,152203,151888,152046
310M400US19500,19500,"Decatur, IL Metro Area",110768,110775,110784,110671,110130,109563,108520,107363,106430,105533,104712
310M400US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",590289,590299,590522,591886,594984,600290,608708,621338,636098,648117,659605
310M400US19740,19740,"Denver-Aurora-Lakewood, CO Metro Area",2543482,2543602,2554816,2602973,2650456,2700774,2754641,2813514,2857549,2892979,2932415
310M400US19780,19780,"Des Moines-West Des Moines, IA Metro Area",569633,569632,572125,581642,590200,601147,612847,622992,634659,645100,655409
310M400US19820,19820,"Detroit-Warren-Dearborn, MI Metro Area",4296250,4296290,4291593,4291406,4300902,4305860,4311699,4309845,4316198,4321704,4326442
310M400US20020,20020,"Dothan, AL Metro Area",145639,145641,145870,146606,147448,147452,147835,148010,147820,147923,148245
310M400US20100,20100,"Dover, DE Metro Area",162310,162349,162955,165097,167288,169029,171458,173129,174528,176445,178550
310M400US20220,20220,"Dubuque, IA Metro Area",93653,93643,93927,94580,95155,95942,96483,96884,96782,97009,96854
310M400US20260,20260,"Duluth, MN-WI Metro Area",279771,279776,279690,279784,279364,279465,279655,279166,278830,278659,278799
310M400US20500,20500,"Durham-Chapel Hill, NC Metro Area",504357,506660,508593,514980,524210,532654,541319,549596,559639,566491,575412
310M400US20700,20700,"East Stroudsburg, PA Metro Area",169842,169832,169843,169877,168629,167370,167313,166598,166421,168089,169507
310M400US20740,20740,"Eau Claire, WI Metro Area",161151,161385,161654,162868,163877,164818,165022,165535,166467,167436,168669
310M400US20940,20940,"El Centro, CA Metro Area",174528,174524,174730,175813,176678,176605,178233,179179,180268,181574,181827
310M400US21060,21060,"Elizabethtown-Fort Knox, KY Metro Area",148338,148340,149847,151338,151567,152291,151745,148184,149050,150531,153378
310M400US21140,21140,"Elkhart-Goshen, IN Metro Area",197559,197559,197444,198267,198980,200231,201476,203024,203652,204310,205560
310M400US21300,21300,"Elmira, NY Metro Area",88830,88849,88898,88893,89136,88192,87179,86718,85676,84874,84254
310M400US21340,21340,"El Paso, TX Metro Area",804123,804129,807127,823628,836273,835087,838300,837500,842260,845145,845553
310M400US21420,21420,"Enid, OK Metro Area",60580,60580,60736,60755,61410,62387,62814,63285,62446,61492,60913
310M400US21500,21500,"Erie, PA Metro Area",280566,280584,280797,281296,281523,280724,279437,278182,276289,273892,272061
310M400US21660,21660,"Eugene, OR Metro Area",351715,351704,351923,354005,355081,355506,358076,362047,369061,375617,379611
310M400US21780,21780,"Evansville, IN-KY Metro Area",311552,311548,311802,312676,313431,314360,314897,315001,315307,314960,314672
310M400US21820,21820,"Fairbanks, AK Metro Area",97581,97585,98260,98104,100305,100928,99256,99630,100683,99725,98971
310M400US22020,22020,"Fargo, ND-MN Metro Area",208777,208777,209450,213197,217592,223354,227791,232880,237254,241619,245471
310M400US22140,22140,"Farmington, NM Metro Area",130044,130045,130202,129694,129748,129468,129094,128261,127973,126902,125043
310M400US22180,22180,"Fayetteville, NC Metro Area",366383,366323,374691,379931,380443,384140,383971,384006,386273,385380,387094
310M400US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",463204,463202,465374,475749,485274,493819,503423,514579,526522,538412,549128
310M400US22380,22380,"Flagstaff, AZ Metro Area",134421,134431,134618,134269,136152,136713,137583,139024,140515,141107,142854
310M400US22420,22420,"Flint, MI Metro Area",425790,425789,424951,421976,418167,415634,412868,410470,408901,407673,406892
310M400US22500,22500,"Florence, SC Metro Area",205566,205571,205661,205790,206051,205995,206445,206259,205859,205546,204961
310M400US22520,22520,"Florence-Muscle Shoals, AL Metro Area",147137,147137,147261,147141,147236,147239,147481,146847,146824,147100,147149
310M400US22540,22540,"Fond du Lac, WI Metro Area",101633,101627,101581,101811,101785,101792,101986,101951,102201,102371,103066
310M400US22660,22660,"Fort Collins, CO Metro Area",299630,299615,300450,305237,310856,316258,324061,333309,338926,343993,350518
310M400US22900,22900,"Fort Smith, AR-OK Metro Area",280467,280532,280698,281349,281240,280349,280019,280496,281181,281990,282318
310M400US23060,23060,"Fort Wayne, IN Metro Area",416257,416262,416976,420011,421926,424386,426462,428843,431125,434001,437631
310M400US23420,23420,"Fresno, CA Metro Area",930450,930496,932063,939479,945349,952029,961311,970442,977956,986542,994400
310M400US23460,23460,"Gadsden, AL Metro Area",104430,104427,104455,104358,104273,103883,103407,103003,102849,102937,102501
310M400US23540,23540,"Gainesville, FL Metro Area",264275,264278,264612,266796,268405,269451,272486,276546,281885,284685,288212
310M400US23580,23580,"Gainesville, GA Metro Area",179684,179726,180040,182271,184127,186486,189239,192458,196523,199439,202148
310M400US23900,23900,"Gettysburg, PA Metro Area",101407,101424,101473,101457,101242,101132,101350,101776,101812,102367,102811
310M400US24020,24020,"Glens Falls, NY Metro Area",128923,128941,129013,128807,128398,127834,127334,126636,126195,125917,125462
310M400US24140,24140,"Goldsboro, NC Metro Area",122623,122673,122900,124040,124574,124622,124631,124428,124448,123257,123248
310M400US24220,24220,"Grand Forks, ND-MN Metro Area",98461,98464,98631,98179,99086,100737,101262,101881,102233,102277,102299
310M400US24260,24260,"Grand Island, NE Metro Area",81850,81850,82054,82612,83272,83775,84342,84472,84875,84862,85088
310M400US24300,24300,"Grand Junction, CO Metro Area",146723,146717,146361,147285,147437,147313,147312,148227,149838,151406,153207
310M400US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",988938,988940,989517,997545,1008798,1020647,1031438,1040441,1050591,1060326,1069405
310M400US24420,24420,"Grants Pass, OR Metro Area",82713,82718,82875,82690,82746,83119,83364,84508,85489,86653,87393
310M400US24500,24500,"Great Falls, MT Metro Area",81327,81323,81501,81694,81611,82189,82058,81887,81536,81604,81643
310M400US24540,24540,"Greeley, CO Metro Area",252825,252847,254198,258783,264058,270126,276037,285033,294965,305274,314305
310M400US24580,24580,"Green Bay, WI Metro Area",306241,306241,306758,308594,310602,311969,314044,315694,317394,319786,321591
310M400US24660,24660,"Greensboro-High Point, NC Metro Area",723801,723885,725233,730019,735443,740631,746585,751724,759546,763486,767711
310M400US24780,24780,"Greenville, NC Metro Area",168148,168167,168853,170761,172969,174384,174998,176098,177232,178617,179914
310M400US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",824112,824035,825629,833116,840824,848385,860295,872598,884320,895422,906626
310M400US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,370787,371397,375796,378721,381966,385756,388344,390780,394322,397261
310M400US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",251599,251602,252340,254484,255986,257483,259247,260799,263141,265295,268049
310M400US25220,25220,"Hammond, LA Metro Area",121097,121107,121482,122684,123639,125526,127022,128740,130657,132322,133777
310M400US25260,25260,"Hanford-Corcoran, CA Metro Area",152982,152982,152381,151886,151026,150416,149603,150199,149509,149696,151366
310M400US25420,25420,"Harrisburg-Carlisle, PA Metro Area",549475,549468,550102,552243,555060,558163,561206,564752,567640,571101,574659
310M400US25500,25500,"Harrisonburg, VA Metro Area",125228,125221,125398,126782,128451,128972,130443,131208,133024,134220,135277
310M400US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1212453,1214064,1215979,1215098,1214663,1213800,1211598,1208416,1206719,1206300
310M400US25620,25620,"Hattiesburg, MS Metro Area",142842,142845,143283,145306,146547,147766,148035,148655,149016,148719,149414
310M400US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",365497,365830,365597,364479,363685,363417,363085,363367,364818,367004,368416
310M400US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",187010,187010,187777,189307,193125,197284,201717,207253,211246,214890,217686
310M400US25980,25980,"Hinesville, GA Metro Area",77917,77919,77324,80243,80393,78819,81121,79286,79898,80518,80495
310M400US26140,26140,"Homosassa Springs, FL Metro Area",141236,141229,141171,139756,139175,138830,138833,140311,142850,145512,147929
310M400US26300,26300,"Hot Springs, AR Metro Area",96024,96000,96069,96852,96989,97653,97754,97816,98311,98444,99154
310M400US26380,26380,"Houma-Thibodaux, LA Metro Area",208178,208184,208246,208684,208866,209978,211376,212119,211479,209893,209136
310M400US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",5920416,5920487,5947409,6056366,6184861,6330657,6503618,6676565,6812260,6905695,6997384
310M400US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",364908,364884,364985,365024,364924,364027,362954,361050,358761,355582,352823
310M400US26620,26620,"Huntsville, AL Metro Area",417593,417593,419266,425069,430026,435543,440403,444560,449662,455741,462693
310M400US26820,26820,"Idaho Falls, ID Metro Area",133265,133329,133808,134950,136171,136850,137860,139620,142664,145792,148904
310M400US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1887877,1888085,1892647,1910646,1929653,1953149,1970816,1985844,2005404,2026723,2048703
310M400US26980,26980,"Iowa City, IA Metro Area",152586,152586,153030,155888,159001,162105,164777,167078,168995,171470,173401
310M400US27060,27060,"Ithaca, NY Metro Area",101564,101580,101725,101801,102719,103553,103385,103018,102938,102678,102793
310M400US27100,27100,"Jackson, MI Metro Area",160248,160245,160125,159656,159966,159637,159437,159292,158321,158690,158823
310M400US27140,27140,"Jackson, MS Metro Area",567122,567632,568869,574272,576649,577522,578856,579595,581230,581552,580166
310M400US27180,27180,"Jackson, TN Metro Area",130011,130022,130032,129735,130169,130421,129869,129276,129115,129186,129209
310M400US27260,27260,"Jacksonville, FL Metro Area",1345596,1345591,1348889,1361845,1377551,1393454,1416551,1444715,1476120,1504841,1534701
310M400US27340,27340,"Jacksonville, NC Metro Area",177772,177799,186889,184962,190669,192351,191820,193037,192184,194838,197683
310M400US27500,27500,"Janesville-Beloit, WI Metro Area",160331,160335,160272,159864,160065,160355,160950,161052,161394,162320,163129
310M400US27620,27620,"Jefferson City, MO Metro Area",149807,149797,149964,150368,150353,150638,150704,150902,151360,151298,151520
310M400US27740,27740,"Johnson City, TN Metro Area",198716,198757,199008,199531,200281,200362,199954,200281,201332,201844,202719
310M400US27780,27780,"Johnstown, PA Metro Area",143679,143681,143450,142551,141513,138806,137520,136029,134416,133054,131730
310M400US27860,27860,"Jonesboro, AR Metro Area",121026,121020,121258,122837,124282,125829,126813,128435,129837,131158,132532
310M400US27900,27900,"Joplin, MO Metro Area",175518,175509,175835,173828,174393,175139,175867,176699,177401,178330,178902
310M400US27980,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",154924,154930,155096,157001,158977,161105,163153,164130,165712,166491,167295
310M400US28020,28020,"Kalamazoo-Portage, MI Metro Area",326589,326591,326893,328503,330642,332636,334198,334780,336581,338347,340318
310M400US28100,28100,"Kankakee, IL Metro Area",113449,113450,113419,113513,112980,112752,111907,111758,111074,110544,110024
310M400US28140,28140,"Kansas City, MO-KS Metro Area",2009342,2009341,2013373,2025319,2038570,2053939,2069384,2085979,2106882,2127259,2143651
310M400US28420,28420,"Kennewick-Richland, WA Metro Area",253340,253332,255548,263494,268120,270856,274285,279095,283967,290570,296224
310M400US28660,28660,"Killeen-Temple, TX Metro Area",405300,405313,408276,412347,423508,423997,426499,432750,436744,443653,451679
310M400US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,309502,309483,308991,308545,307806,307197,306183,305721,306253,306616
310M400US28740,28740,"Kingston, NY Metro Area",182493,182512,182409,182430,181535,180701,180419,179692,179080,178723,178599
310M400US28940,28940,"Knoxville, TN Metro Area",837571,837677,838702,843119,847334,851594,855683,860324,867386,875797,883309
310M400US29020,29020,"Kokomo, IN Metro Area",82752,82752,82755,82791,82833,82735,82602,82340,82317,82311,82366
310M400US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",133665,133660,133902,134099,135305,135659,136145,136407,136427,136778,136808
310M400US29180,29180,"Lafayette, LA Metro Area",466750,466736,467620,470885,474186,479799,484902,489537,490941,490107,489364
310M400US29200,29200,"Lafayette-West Lafayette, IN Metro Area",201789,201794,202159,204749,208060,210833,213133,215355,219120,220337,221828
310M400US29340,29340,"Lake Charles, LA Metro Area",199607,199641,199943,200509,201089,202185,203287,205252,207375,209256,210080
310M400US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",200186,200182,200315,202801,203356,203158,203474,204661,205521,207114,209550
310M400US29460,29460,"Lakeland-Winter Haven, FL Metro Area",602095,602098,603128,609943,615486,622712,634520,648758,666236,685830,708009
310M400US29540,29540,"Lancaster, PA Metro Area",519445,519446,520322,523906,526869,530027,533320,535737,538069,541054,543557
310M400US29620,29620,"Lansing-East Lansing, MI Metro Area",464036,464021,464272,466566,467677,469209,471269,472839,476721,480353,481893
310M400US29700,29700,"Laredo, TX Metro Area",250304,250304,251391,255981,260722,264632,267732,270120,272520,273982,275910
310M400US29740,29740,"Las Cruces, NM Metro Area",209233,209202,210097,213127,214507,214394,214084,214151,214748,216186,217522
310M400US29820,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",1951269,1951271,1952644,1962010,1989693,2018003,2054263,2098105,2140547,2183310,2231647
310M400US29940,29940,"Lawrence, KS Metro Area",110826,110826,111195,112462,113309,114711,116448,118222,119858,120629,121436
310M400US30020,30020,"Lawton, OK Metro Area",130291,130288,131570,132263,132738,131154,130940,130038,127687,127589,126198
310M400US30140,30140,"Lebanon, PA Metro Area",133568,133577,133643,134490,135516,135782,136524,137491,138475,139566,141314
310M400US30300,30300,"Lewiston, ID-WA Metro Area",60888,60893,61040,61400,61406,61921,62024,62102,62435,62881,63018
310M400US30340,30340,"Lewiston-Auburn, ME Metro Area",107702,107710,107707,107426,107481,107275,107415,107155,107404,107569,107679
310M400US30460,30460,"Lexington-Fayette, KY Metro Area",472099,472103,473415,478989,485421,491110,495364,501668,507460,512732,516697
310M400US30620,30620,"Lima, OH Metro Area",106331,106315,106359,105976,105239,105047,104846,104069,103561,103069,102663
310M400US30700,30700,"Lincoln, NE Metro Area",302157,302157,302958,306587,310324,314111,319652,323131,327550,331179,334590
310M400US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",699757,699796,702307,710612,717646,723154,728182,730897,734333,737991,741104
310M400US30860,30860,"Logan, UT-ID Metro Area",125442,125442,126167,127583,128695,129833,130816,132728,135685,138052,140794
310M400US30980,30980,"Longview, TX Metro Area",214369,214367,214727,216084,216819,216369,216698,217260,217322,218594,219417
310M400US31020,31020,"Longview, WA Metro Area",102410,102408,102357,102299,101657,101483,101799,103050,104826,106900,108987
310M400US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",12828837,12828946,12838992,12927594,13018855,13106114,13178730,13250999,13291247,13298709,13291486
310M400US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",1235708,1235691,1237635,1244645,1253065,1265071,1272083,1278977,1285181,1292809,1297301
310M400US31180,31180,"Lubbock, TX Metro Area",290805,290889,292244,295323,297802,301196,306112,310029,313816,316588,319068
310M400US31340,31340,"Lynchburg, VA Metro Area",252634,252659,252981,254176,255731,256846,257974,259475,260583,261954,263353
310M400US31420,31420,"Macon-Bibb County, GA Metro Area",232293,232287,232227,232682,232771,231264,230482,229849,229231,229081,229737
310M400US31460,31460,"Madera, CA Metro Area",150865,150841,151006,151702,151594,151470,153590,153739,154160,155904,157672
310M400US31540,31540,"Madison, WI Metro Area",605435,605449,606603,613078,619693,626853,633417,640028,647958,654577,660422
310M400US31700,31700,"Manchester-Nashua, NH Metro Area",400721,400699,401049,402492,404106,405065,407071,408811,411150,413157,415247
310M400US31740,31740,"Manhattan, KS Metro Area",92719,92740,93281,95443,99827,99509,99223,100275,98775,97954,97980
