,UZA Name,RailBus,UZA,Year,UPT,VRM,VRH,FARE_TOTAL,FARE_per_UPT
3273,"Corvallis, OR",Bus,436,2017,1149976.0,429548.0,29299.0,0.0,0.0
3274,"Corvallis, OR",Bus,436,2018,1101849.0,431995.0,29384.0,0.0,0.0
3279,"Corvallis, OR",DemandResponse,436,2005,0.0,0.0,0.0,0.0,
3280,"Corvallis, OR",DemandResponse,436,2006,0.0,0.0,0.0,0.0,
3281,"Corvallis, OR",DemandResponse,436,2007,0.0,0.0,0.0,0.0,
3282,"Corvallis, OR",DemandResponse,436,2008,0.0,0.0,0.0,0.0,
3283,"Corvallis, OR",DemandResponse,436,2009,0.0,0.0,0.0,11052.0,inf
3284,"Corvallis, OR",DemandResponse,436,2010,6409.0,19227.0,1339.0,0.0,0.0
3285,"Corvallis, OR",DemandResponse,436,2011,5958.0,17874.0,1491.0,0.0,0.0
3286,"Corvallis, OR",DemandResponse,436,2012,5961.0,17883.0,1491.0,0.0,0.0
3287,"Corvallis, OR",DemandResponse,436,2013,3767.0,11301.0,913.0,0.0,0.0
3288,"Corvallis, OR",DemandResponse,436,2014,0.0,0.0,0.0,0.0,
3289,"Corvallis, OR",DemandResponse,436,2015,0.0,0.0,0.0,0.0,
3290,"Corvallis, OR",DemandResponse,436,2016,0.0,0.0,0.0,0.0,
3291,"Corvallis, OR",DemandResponse,436,2017,0.0,0.0,0.0,0.0,
3292,"Corvallis, OR",DemandResponse,436,2018,0.0,0.0,0.0,0.0,
3297,"Cumberland, MD-WV-PA",Bus,484,2005,0.0,0.0,0.0,0.0,
3298,"Cumberland, MD-WV-PA",Bus,484,2006,289658.0,228629.0,31177.0,39755.0,0.13724806495936587
3299,"Cumberland, MD-WV-PA",Bus,484,2007,113444.0,297340.0,18569.0,179595.0,1.5831158985931384
3300,"Cumberland, MD-WV-PA",Bus,484,2008,162690.0,264425.0,30028.0,45403.0,0.27907677177454054
3301,"Cumberland, MD-WV-PA",Bus,484,2009,170553.0,253912.0,17192.0,210838.0,1.2362022362550058
3302,"Cumberland, MD-WV-PA",Bus,484,2010,160520.0,207376.0,16106.0,182215.0,1.135154497881884
3303,"Cumberland, MD-WV-PA",Bus,484,2011,176482.0,211664.0,15468.0,219988.0,1.2465180584988838
3304,"Cumberland, MD-WV-PA",Bus,484,2012,0.0,0.0,0.0,255130.0,inf
3305,"Cumberland, MD-WV-PA",Bus,484,2013,0.0,0.0,0.0,249803.0,inf
3306,"Cumberland, MD-WV-PA",Bus,484,2014,0.0,0.0,0.0,250958.0,inf
3307,"Cumberland, MD-WV-PA",Bus,484,2015,0.0,0.0,0.0,264687.0,inf
3308,"Cumberland, MD-WV-PA",Bus,484,2016,0.0,0.0,0.0,146605.0,inf
3309,"Cumberland, MD-WV-PA",Bus,484,2017,0.0,0.0,0.0,159989.0,inf
3310,"Cumberland, MD-WV-PA",Bus,484,2018,0.0,0.0,0.0,140506.5,inf
3315,"Cumberland, MD-WV-PA",DemandResponse,484,2005,0.0,0.0,0.0,0.0,
3316,"Cumberland, MD-WV-PA",DemandResponse,484,2006,26957.0,433785.0,43840.0,153844.0,5.707014875542531
3317,"Cumberland, MD-WV-PA",DemandResponse,484,2007,21709.0,247057.0,22667.0,43951.0,2.0245520291123498
3318,"Cumberland, MD-WV-PA",DemandResponse,484,2008,18543.0,203865.0,16912.0,198262.0,10.692013158604325
3319,"Cumberland, MD-WV-PA",DemandResponse,484,2009,18470.0,163181.0,14302.0,47773.0,2.5865186789388197
3320,"Cumberland, MD-WV-PA",DemandResponse,484,2010,18286.0,151653.0,12111.0,46122.0,2.5222574647271134
3321,"Cumberland, MD-WV-PA",DemandResponse,484,2011,22158.0,151803.0,12197.0,42312.0,1.909558624424587
3322,"Cumberland, MD-WV-PA",DemandResponse,484,2012,0.0,0.0,0.0,38979.0,inf
3323,"Cumberland, MD-WV-PA",DemandResponse,484,2013,0.0,0.0,0.0,40209.0,inf
3324,"Cumberland, MD-WV-PA",DemandResponse,484,2014,0.0,0.0,0.0,42436.0,inf
3325,"Cumberland, MD-WV-PA",DemandResponse,484,2015,0.0,0.0,0.0,31479.0,inf
3326,"Cumberland, MD-WV-PA",DemandResponse,484,2016,0.0,0.0,0.0,9704.0,inf
3327,"Cumberland, MD-WV-PA",DemandResponse,484,2017,0.0,0.0,0.0,6397.0,inf
3328,"Cumberland, MD-WV-PA",DemandResponse,484,2018,0.0,0.0,0.0,-1527.0,-inf
3333,"Dallas-Fort Worth-Arlington, TX",Bus,6,2005,45802640.0,31736255.0,2293866.0,28556617.0,0.6234709833319652
3334,"Dallas-Fort Worth-Arlington, TX",Bus,6,2006,49722079.0,31263359.0,2290649.0,12521822.0,0.25183625165794055
3335,"Dallas-Fort Worth-Arlington, TX",Bus,6,2007,58076978.0,31468715.0,2328345.0,30850839.0,0.5312059969786995
3336,"Dallas-Fort Worth-Arlington, TX",Bus,6,2008,51701741.0,31365867.0,2343050.0,34761562.0,0.6723479969465632
3337,"Dallas-Fort Worth-Arlington, TX",Bus,6,2009,46959606.0,31267444.0,2351000.0,33100484.0,0.704871416510607
3338,"Dallas-Fort Worth-Arlington, TX",Bus,6,2010,44186624.0,31096910.0,2363068.0,32214233.0,0.7290494290760933
3339,"Dallas-Fort Worth-Arlington, TX",Bus,6,2011,43682336.0,28863780.0,2226838.0,35208365.0,0.8060092070167676
3340,"Dallas-Fort Worth-Arlington, TX",Bus,6,2012,46446189.0,29539719.0,2305086.0,36639087.0,0.7888502326853986
3341,"Dallas-Fort Worth-Arlington, TX",Bus,6,2013,44534823.0,31514514.0,2495128.0,41710761.0,0.9365875553159827
3342,"Dallas-Fort Worth-Arlington, TX",Bus,6,2014,45471091.0,31305360.0,2463784.0,37033485.0,0.8144402121339028
3343,"Dallas-Fort Worth-Arlington, TX",Bus,6,2015,43045954.0,31676801.0,2506715.0,35434298.0,0.823173718022372
3344,"Dallas-Fort Worth-Arlington, TX",Bus,6,2016,39854410.0,32183940.0,2527580.0,33826857.0,0.8487607017642465
3345,"Dallas-Fort Worth-Arlington, TX",Bus,6,2017,37683174.0,33017056.0,2587058.0,31311667.0,0.83091904625656
3346,"Dallas-Fort Worth-Arlington, TX",Bus,6,2018,37285362.0,33382686.0,2608432.0,29023414.25,0.7784131008302937
3351,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2005,2236374.0,18816694.0,832562.0,5390483.0,2.4103674072404706
3352,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2006,2713173.0,19987836.0,910587.0,6315002.0,2.3275338505874856
3353,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2007,2993266.0,21394517.0,946171.0,5089183.0,1.7002107397070625
3354,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2008,3015985.0,16780065.0,619188.0,5780866.0,1.9167422914901766
3355,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2009,3772511.0,24143410.0,1032349.0,6342642.0,1.6812785966694332
3356,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2010,3766235.0,24023352.0,1047805.0,6591155.0,1.7500647198063848
3357,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2011,3530069.0,22709986.0,1101436.0,8516532.0,2.412568139602937
3358,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2012,3410479.0,22364277.0,1061264.0,11111979.0,3.2581871930599777
3359,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2013,2972245.0,19985194.0,974007.0,8499727.0,2.859699318192141
3360,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2014,2909278.0,20075680.0,981429.0,7516222.0,2.5835351588950934
3361,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2015,2430322.0,18575528.0,946430.0,7576559.0,3.1175124119355377
3362,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2016,2336163.0,18606799.0,965041.0,6034337.0,2.583011973051538
3363,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2017,2301336.0,18186672.0,956843.0,7371393.0,3.2030928990812293
3364,"Dallas-Fort Worth-Arlington, TX",DemandResponse,6,2018,2380496.0,19234672.0,1048943.0,7988629.5,3.3558676427097547
3369,"Dallas-Fort Worth-Arlington, TX",Rail,6,2005,22688114.0,6239065.0,276809.0,10272281.0,0.45276046303363954
3370,"Dallas-Fort Worth-Arlington, TX",Rail,6,2006,23991261.0,6078795.0,290572.0,30347269.0,1.2649301343518375
3371,"Dallas-Fort Worth-Arlington, TX",Rail,6,2007,23401057.0,6408905.0,295733.0,11527777.0,0.4926177907262907
3372,"Dallas-Fort Worth-Arlington, TX",Rail,6,2008,25842404.0,6463165.0,299226.0,16930766.0,0.6551544508010942
3373,"Dallas-Fort Worth-Arlington, TX",Rail,6,2009,24588976.0,6588471.0,310760.0,16328520.0,0.6640585602263388
3374,"Dallas-Fort Worth-Arlington, TX",Rail,6,2010,24343315.0,6947296.0,330824.0,25229011.0,1.0363835410255342
3375,"Dallas-Fort Worth-Arlington, TX",Rail,6,2011,29360884.0,8516386.0,420692.0,27131311.0,0.9240631515045664
3376,"Dallas-Fort Worth-Arlington, TX",Rail,6,2012,30750463.0,9156233.0,454646.0,27973802.0,0.9097034408880282
3377,"Dallas-Fort Worth-Arlington, TX",Rail,6,2013,31572362.0,10328970.0,508413.0,31515212.0,0.9981898725220495
3378,"Dallas-Fort Worth-Arlington, TX",Rail,6,2014,32680210.0,10575119.0,518779.0,37382835.0,1.143898249123858
3379,"Dallas-Fort Worth-Arlington, TX",Rail,6,2015,32951730.0,11086115.0,539264.0,38053137.0,1.1548145423624192
3380,"Dallas-Fort Worth-Arlington, TX",Rail,6,2016,32280024.0,11343959.0,552678.0,38575570.0,1.1950291610687773
3381,"Dallas-Fort Worth-Arlington, TX",Rail,6,2017,32612836.0,12005768.0,582064.0,38985120.0,1.1953919002934918
3382,"Dallas-Fort Worth-Arlington, TX",Rail,6,2018,31425124.0,12025042.0,567371.0,39422890.75,1.2545023131810076
3387,"Danbury, CT-NY",Bus,201,2005,651599.0,530207.0,37819.0,633919.0,0.9728667478004109
3388,"Danbury, CT-NY",Bus,201,2006,816851.0,880284.0,56323.0,726209.0,0.8890348423396678
3389,"Danbury, CT-NY",Bus,201,2007,891051.0,925465.0,56723.0,706719.0,0.7931296861795789
3390,"Danbury, CT-NY",Bus,201,2008,943050.0,891181.0,57599.0,762106.0,0.8081289433221992
3391,"Danbury, CT-NY",Bus,201,2009,820816.0,926648.0,59747.0,786899.0,0.9586789243874388
3392,"Danbury, CT-NY",Bus,201,2010,814750.0,1027374.0,61932.0,736210.0,0.9036023320036821
3393,"Danbury, CT-NY",Bus,201,2011,882043.0,1042072.0,62903.0,752631.0,0.8532815293585461
3394,"Danbury, CT-NY",Bus,201,2012,910604.0,1019287.0,60945.0,828149.0,0.9094502110686973
3395,"Danbury, CT-NY",Bus,201,2013,860322.0,1002205.0,60622.0,781884.0,0.9088271600633251
3396,"Danbury, CT-NY",Bus,201,2014,834828.0,1051884.0,60855.0,864967.0,1.036102047367841
3397,"Danbury, CT-NY",Bus,201,2015,802165.0,1082918.0,60783.0,899791.0,1.121703140875007
3398,"Danbury, CT-NY",Bus,201,2016,762276.0,1052278.0,61528.0,882739.0,1.158030687047736
3399,"Danbury, CT-NY",Bus,201,2017,699705.0,1034642.0,60686.0,782303.0,1.1180468911898587
3400,"Danbury, CT-NY",Bus,201,2018,641060.0,1033006.0,61250.0,702713.0,1.0961735250990547
3405,"Danbury, CT-NY",DemandResponse,201,2005,62859.0,382358.0,27158.0,38784.0,0.6169999522741374
3406,"Danbury, CT-NY",DemandResponse,201,2006,66794.0,388916.0,28788.0,43154.0,0.6460759948498368
3407,"Danbury, CT-NY",DemandResponse,201,2007,71307.0,409976.0,30572.0,46762.0,0.6557841446141333
3408,"Danbury, CT-NY",DemandResponse,201,2008,73691.0,442926.0,31322.0,46838.0,0.6356000054280713
3409,"Danbury, CT-NY",DemandResponse,201,2009,67468.0,429839.0,31029.0,52393.0,0.776560739906326
3410,"Danbury, CT-NY",DemandResponse,201,2010,66713.0,426619.0,29880.0,54033.0,0.8099320971924513
3411,"Danbury, CT-NY",DemandResponse,201,2011,65287.0,423566.0,29282.0,50080.0,0.7670746090339577
3412,"Danbury, CT-NY",DemandResponse,201,2012,64481.0,416054.0,28109.0,73398.0,1.1382887982506475
3413,"Danbury, CT-NY",DemandResponse,201,2013,60670.0,410262.0,28101.0,75344.0,1.2418658315477171
3414,"Danbury, CT-NY",DemandResponse,201,2014,62798.0,416393.0,28931.0,73991.0,1.1782381604509697
3415,"Danbury, CT-NY",DemandResponse,201,2015,62334.0,403955.0,28904.0,77439.0,1.2423236115121763
3416,"Danbury, CT-NY",DemandResponse,201,2016,64362.0,392493.0,28191.0,78722.0,1.2231130169976072
3417,"Danbury, CT-NY",DemandResponse,201,2017,62282.0,386685.0,27866.0,77858.0,1.250088308018368
3418,"Danbury, CT-NY",DemandResponse,201,2018,59391.0,395069.0,28055.0,77530.75,1.305429273795693
3423,"Danville, IL-IN",Bus,492,2005,0.0,0.0,0.0,130275.0,inf
3424,"Danville, IL-IN",Bus,492,2006,433767.0,395458.0,20575.0,149525.0,0.3447127144296362
3425,"Danville, IL-IN",Bus,492,2007,455351.0,442868.0,22529.0,202003.0,0.4436204158989439
3426,"Danville, IL-IN",Bus,492,2008,521972.0,463182.0,25137.0,225781.0,0.4325538534634042
3427,"Danville, IL-IN",Bus,492,2009,518106.0,517017.0,28125.0,263957.0,0.5094652445638538
3428,"Danville, IL-IN",Bus,492,2010,552558.0,544904.0,29441.0,257170.0,0.46541720507168477
3429,"Danville, IL-IN",Bus,492,2011,618987.0,555264.0,29781.0,288541.0,0.46615033918321386
3430,"Danville, IL-IN",Bus,492,2012,639121.0,549724.0,26749.0,359704.0,0.5628104850255272
3431,"Danville, IL-IN",Bus,492,2013,308358.0,273912.0,12104.0,322868.0,1.0470556950038592
3432,"Danville, IL-IN",Bus,492,2014,0.0,0.0,0.0,316651.0,inf
3433,"Danville, IL-IN",Bus,492,2015,0.0,0.0,0.0,330439.0,inf
3434,"Danville, IL-IN",Bus,492,2016,0.0,0.0,0.0,332903.0,inf
3435,"Danville, IL-IN",Bus,492,2017,0.0,0.0,0.0,312806.0,inf
3436,"Danville, IL-IN",Bus,492,2018,0.0,0.0,0.0,298349.25,inf
3441,"Danville, IL-IN",DemandResponse,492,2005,0.0,0.0,0.0,9057.0,inf
3442,"Danville, IL-IN",DemandResponse,492,2006,7609.0,23669.0,1688.0,6450.0,0.8476803784991458
3443,"Danville, IL-IN",DemandResponse,492,2007,7418.0,24535.0,1803.0,9980.0,1.3453761121596117
3444,"Danville, IL-IN",DemandResponse,492,2008,8418.0,26567.0,1762.0,8904.0,1.0577334283677833
3445,"Danville, IL-IN",DemandResponse,492,2009,9195.0,26767.0,1853.0,16135.0,1.754758020663404
3446,"Danville, IL-IN",DemandResponse,492,2010,12070.0,31802.0,2234.0,16849.0,1.395940347970174
3447,"Danville, IL-IN",DemandResponse,492,2011,11980.0,36266.0,2386.0,19618.0,1.6375626043405676
3448,"Danville, IL-IN",DemandResponse,492,2012,12147.0,39355.0,2561.0,19221.0,1.582366016300321
3449,"Danville, IL-IN",DemandResponse,492,2013,7236.0,24612.0,1613.0,29740.0,4.110005527915976
3450,"Danville, IL-IN",DemandResponse,492,2014,0.0,0.0,0.0,30140.0,inf
3451,"Danville, IL-IN",DemandResponse,492,2015,0.0,0.0,0.0,23812.0,inf
3452,"Danville, IL-IN",DemandResponse,492,2016,0.0,0.0,0.0,22952.0,inf
3453,"Danville, IL-IN",DemandResponse,492,2017,0.0,0.0,0.0,20848.0,inf
3454,"Danville, IL-IN",DemandResponse,492,2018,0.0,0.0,0.0,19055.0,inf
3459,"Daphne-Fairhope, AL",Bus,458,2005,0.0,0.0,0.0,0.0,
3460,"Daphne-Fairhope, AL",Bus,458,2006,0.0,0.0,0.0,0.0,
3461,"Daphne-Fairhope, AL",Bus,458,2007,0.0,0.0,0.0,0.0,
3462,"Daphne-Fairhope, AL",Bus,458,2008,0.0,0.0,0.0,0.0,
3463,"Daphne-Fairhope, AL",Bus,458,2009,0.0,0.0,0.0,0.0,
3464,"Daphne-Fairhope, AL",Bus,458,2010,0.0,0.0,0.0,0.0,
3465,"Daphne-Fairhope, AL",Bus,458,2011,0.0,0.0,0.0,0.0,
3466,"Daphne-Fairhope, AL",Bus,458,2012,0.0,0.0,0.0,0.0,
3467,"Daphne-Fairhope, AL",Bus,458,2013,0.0,0.0,0.0,0.0,
3468,"Daphne-Fairhope, AL",Bus,458,2014,0.0,0.0,0.0,0.0,
3469,"Daphne-Fairhope, AL",Bus,458,2015,3519.0,17401.0,872.0,0.0,0.0
3470,"Daphne-Fairhope, AL",Bus,458,2016,9840.0,48675.0,2377.0,48695.0,4.9486788617886175
3471,"Daphne-Fairhope, AL",Bus,458,2017,0.0,0.0,0.0,0.0,
3472,"Daphne-Fairhope, AL",Bus,458,2018,0.0,0.0,0.0,-24347.5,-inf
3477,"Daphne-Fairhope, AL",DemandResponse,458,2005,0.0,0.0,0.0,0.0,
3478,"Daphne-Fairhope, AL",DemandResponse,458,2006,0.0,0.0,0.0,0.0,
3479,"Daphne-Fairhope, AL",DemandResponse,458,2007,0.0,0.0,0.0,0.0,
3480,"Daphne-Fairhope, AL",DemandResponse,458,2008,0.0,0.0,0.0,0.0,
3481,"Daphne-Fairhope, AL",DemandResponse,458,2009,0.0,0.0,0.0,0.0,
3482,"Daphne-Fairhope, AL",DemandResponse,458,2010,0.0,0.0,0.0,0.0,
3483,"Daphne-Fairhope, AL",DemandResponse,458,2011,0.0,0.0,0.0,0.0,
3484,"Daphne-Fairhope, AL",DemandResponse,458,2012,0.0,0.0,0.0,0.0,
3485,"Daphne-Fairhope, AL",DemandResponse,458,2013,0.0,0.0,0.0,0.0,
3486,"Daphne-Fairhope, AL",DemandResponse,458,2014,0.0,0.0,0.0,0.0,
3487,"Daphne-Fairhope, AL",DemandResponse,458,2015,132885.0,98521.0,4854.0,0.0,0.0
3488,"Daphne-Fairhope, AL",DemandResponse,458,2016,375225.0,611543.0,30479.0,461322.0,1.2294543274035579
3489,"Daphne-Fairhope, AL",DemandResponse,458,2017,366266.0,721385.0,37385.0,425967.0,1.1629990225682973
3490,"Daphne-Fairhope, AL",DemandResponse,458,2018,254916.0,706341.0,36970.0,514781.25,2.019415219131008
3495,"Davenport, IA-IL",Bus,134,2005,2377901.0,2247700.0,146596.0,1499429.0,0.63056830372669
3496,"Davenport, IA-IL",Bus,134,2006,3391742.0,2944203.0,193440.0,1439573.0,0.4244347005167256
3497,"Davenport, IA-IL",Bus,134,2007,3689401.0,3005781.0,220637.0,1232856.0,0.334161561727771
3498,"Davenport, IA-IL",Bus,134,2008,3932922.0,3269777.0,254879.0,1292751.0,0.32869988268264666
3499,"Davenport, IA-IL",Bus,134,2009,4321290.0,3247471.0,260458.0,1414674.0,0.32737307609533267
3500,"Davenport, IA-IL",Bus,134,2010,4674636.0,3287691.0,250775.0,1431143.0,0.3061506821065854
3501,"Davenport, IA-IL",Bus,134,2011,4993473.0,3348281.0,238549.0,1482773.0,0.29694222838493367
3502,"Davenport, IA-IL",Bus,134,2012,3450930.0,2998155.0,207078.0,1604988.0,0.4650885413497231
3503,"Davenport, IA-IL",Bus,134,2013,3501033.0,2230361.0,151879.0,1544175.0,0.44106268064311305
3504,"Davenport, IA-IL",Bus,134,2014,3423787.0,2251248.0,150259.0,1398808.0,0.40855578924740354
3505,"Davenport, IA-IL",Bus,134,2015,3422746.0,2231309.0,150935.0,1545320.0,0.4514854447277128
3506,"Davenport, IA-IL",Bus,134,2016,3186003.0,2243799.0,152754.0,1434505.0,0.450252243955828
3507,"Davenport, IA-IL",Bus,134,2017,3212968.0,2313852.0,155865.0,1212358.0,0.37733273409507967
3508,"Davenport, IA-IL",Bus,134,2018,3154955.0,2376537.0,156018.0,1018044.0,0.3226809891107797
3513,"Davenport, IA-IL",DemandResponse,134,2005,15182.0,114090.0,10687.0,74426.0,4.902252667632723
3514,"Davenport, IA-IL",DemandResponse,134,2006,40695.0,218937.0,154915.0,80754.0,1.984371544415776
3515,"Davenport, IA-IL",DemandResponse,134,2007,49972.0,255621.0,31496.0,196192.0,3.9260385816056993
3516,"Davenport, IA-IL",DemandResponse,134,2008,100146.0,456878.0,41531.0,217737.0,2.1741956743154995
3517,"Davenport, IA-IL",DemandResponse,134,2009,99190.0,424199.0,40994.0,246087.0,2.480965823167658
3518,"Davenport, IA-IL",DemandResponse,134,2010,112512.0,449360.0,44497.0,278236.0,2.4729451080773606
3519,"Davenport, IA-IL",DemandResponse,134,2011,115036.0,397348.0,36419.0,301868.0,2.6241176675127784
3520,"Davenport, IA-IL",DemandResponse,134,2012,247940.0,887548.0,78106.0,301986.0,1.2179801564894732
3521,"Davenport, IA-IL",DemandResponse,134,2013,255915.0,879517.0,62940.0,785644.0,3.069941191411211
3522,"Davenport, IA-IL",DemandResponse,134,2014,234542.0,849257.0,61021.0,666122.0,2.8400968696438165
3523,"Davenport, IA-IL",DemandResponse,134,2015,234797.0,863833.0,61953.0,804037.0,3.4243921344821273
3524,"Davenport, IA-IL",DemandResponse,134,2016,247987.0,940646.0,67129.0,1301298.0,5.247444422489888
3525,"Davenport, IA-IL",DemandResponse,134,2017,255728.0,1043884.0,73751.0,1017451.0,3.9786452793593194
3526,"Davenport, IA-IL",DemandResponse,134,2018,233531.0,984445.0,71759.0,928881.0,3.9775490191880305
3531,"Davenport, IA-IL",Other,134,2005,0.0,0.0,0.0,0.0,
3532,"Davenport, IA-IL",Other,134,2006,0.0,0.0,0.0,0.0,
3533,"Davenport, IA-IL",Other,134,2007,0.0,0.0,0.0,0.0,
3534,"Davenport, IA-IL",Other,134,2008,0.0,0.0,0.0,0.0,
3535,"Davenport, IA-IL",Other,134,2009,0.0,0.0,0.0,0.0,
3536,"Davenport, IA-IL",Other,134,2010,0.0,0.0,0.0,0.0,
3537,"Davenport, IA-IL",Other,134,2011,0.0,0.0,0.0,0.0,
3538,"Davenport, IA-IL",Other,134,2012,23465.0,6203.0,837.0,0.0,0.0
3539,"Davenport, IA-IL",Other,134,2013,29819.0,9742.0,1307.0,99236.0,3.3279452697944265
3540,"Davenport, IA-IL",Other,134,2014,30932.0,12228.0,1622.0,126190.0,4.079593948015001
3541,"Davenport, IA-IL",Other,134,2015,42358.0,15022.0,2003.0,110328.0,2.6046555550309267
3542,"Davenport, IA-IL",Other,134,2016,44232.0,13844.0,1847.0,169727.0,3.8371993127147768
3543,"Davenport, IA-IL",Other,134,2017,43758.0,14417.0,1899.0,198630.0,4.5392842451665985
3544,"Davenport, IA-IL",Other,134,2018,42319.0,14388.0,1891.0,235157.0,5.556771190245517
3549,"Davis, CA",Bus,382,2005,3349821.0,750077.0,71368.0,204003.0,0.06089967195262075
3550,"Davis, CA",Bus,382,2006,3251557.0,752194.0,71780.0,2206790.0,0.6786871643338868
3551,"Davis, CA",Bus,382,2007,3148567.0,720752.0,69490.0,1894698.0,0.6017651839709938
3552,"Davis, CA",Bus,382,2008,3275624.0,714652.0,68645.0,201557.0,0.061532398101857844
3553,"Davis, CA",Bus,382,2009,3400980.0,730254.0,69638.0,199174.0,0.058563708107663086
3554,"Davis, CA",Bus,382,2010,3534326.0,761297.0,74923.0,191183.0,0.05409319909934737
3555,"Davis, CA",Bus,382,2011,3667545.0,796904.0,78669.0,237058.0,0.06463669839088546
3556,"Davis, CA",Bus,382,2012,3789313.0,806585.0,79701.0,255180.0,0.06734202215546724
3557,"Davis, CA",Bus,382,2013,3898584.0,828832.0,82542.0,2136424.0,0.5479999917918916
3558,"Davis, CA",Bus,382,2014,3990691.0,858297.0,83418.0,2767881.0,0.6935843942815918
3559,"Davis, CA",Bus,382,2015,4006474.0,876268.0,86161.0,2718705.0,0.6785779715530414
3560,"Davis, CA",Bus,382,2016,3986149.0,861096.0,83228.0,2862710.0,0.7181643235112385
3561,"Davis, CA",Bus,382,2017,4013621.0,827523.0,78467.0,3118039.0,0.7768643327309679
3562,"Davis, CA",Bus,382,2018,3827710.0,816621.0,76982.0,3345537.0,0.8740309480080779
3567,"Dayton, OH",Bus,59,2005,12871132.0,7290088.0,517355.0,6836561.0,0.5311546024079312
3568,"Dayton, OH",Bus,59,2006,13211328.0,7586630.0,516838.0,7463833.0,0.5649570580641098
3569,"Dayton, OH",Bus,59,2007,12189698.0,6918916.0,460263.0,7749598.0,0.6357497946216552
3570,"Dayton, OH",Bus,59,2008,12533805.0,6783821.0,457375.0,9403693.0,0.7502664194951174
3571,"Dayton, OH",Bus,59,2009,10754507.0,6595604.0,441310.0,8161786.0,0.7589177263076773
3572,"Dayton, OH",Bus,59,2010,9677557.0,6051550.0,415241.0,8119560.0,0.839009266491533
3573,"Dayton, OH",Bus,59,2011,10168868.0,6072226.0,416615.0,8711097.0,0.8566437286824846
3574,"Dayton, OH",Bus,59,2012,9834732.0,6087541.0,417626.0,8861320.0,0.9010230273687173
3575,"Dayton, OH",Bus,59,2013,9525119.0,6096117.0,415617.0,9377328.0,0.9844840783616456
3576,"Dayton, OH",Bus,59,2014,10500201.0,6265812.0,423755.0,9359589.0,0.8913723651575812
3577,"Dayton, OH",Bus,59,2015,10136996.0,6546261.0,439619.0,8310903.0,0.8198585655947778
3578,"Dayton, OH",Bus,59,2016,9755088.0,6791501.0,455665.0,7717683.0,0.7911443751199374
3579,"Dayton, OH",Bus,59,2017,8877694.0,6636223.0,447413.0,6911641.0,0.7785401253974287
3580,"Dayton, OH",Bus,59,2018,8890015.0,6406305.0,436353.0,6158804.5,0.6927777399700675
3585,"Dayton, OH",DemandResponse,59,2005,414440.0,3852884.0,228442.0,2635615.0,6.3594609593668565
3586,"Dayton, OH",DemandResponse,59,2006,476770.0,4238534.0,250740.0,2979758.0,6.249885689116345
3587,"Dayton, OH",DemandResponse,59,2007,492782.0,4226931.0,261162.0,3119730.0,6.3308521821008075
3588,"Dayton, OH",DemandResponse,59,2008,490653.0,4025346.0,254699.0,2965106.0,6.04318326801222
3589,"Dayton, OH",DemandResponse,59,2009,448898.0,3776610.0,234070.0,2878404.0,6.412155990893254
3590,"Dayton, OH",DemandResponse,59,2010,438433.0,3455888.0,216251.0,2776789.0,6.333439773009787
3591,"Dayton, OH",DemandResponse,59,2011,451574.0,3623421.0,220344.0,2912330.0,6.449286274231909
3592,"Dayton, OH",DemandResponse,59,2012,456901.0,3385186.0,203114.0,2947886.0,6.451914090798663
3593,"Dayton, OH",DemandResponse,59,2013,434746.0,3338158.0,188439.0,2886391.0,6.639258325551012
3594,"Dayton, OH",DemandResponse,59,2014,437540.0,3344895.0,190367.0,2939876.0,6.71910225350825
3595,"Dayton, OH",DemandResponse,59,2015,432473.0,3213630.0,187645.0,3116494.0,7.206216341829432
3596,"Dayton, OH",DemandResponse,59,2016,450509.0,3265083.0,195225.0,2509984.0,5.571440304189261
3597,"Dayton, OH",DemandResponse,59,2017,424317.0,3362199.0,208423.0,2345975.0,5.528826325600907
3598,"Dayton, OH",DemandResponse,59,2018,463391.0,3550972.0,230645.0,2071340.75,4.469963270758388
3603,"DeKalb, IL",DemandResponse,404,2005,0.0,0.0,0.0,0.0,
3604,"DeKalb, IL",DemandResponse,404,2006,0.0,0.0,0.0,54122.0,inf
3605,"DeKalb, IL",DemandResponse,404,2007,124475.0,578907.0,38156.0,65850.0,0.5290218919461739
3606,"DeKalb, IL",DemandResponse,404,2008,124163.0,617281.0,40544.0,82289.0,0.6627497724765027
3607,"DeKalb, IL",DemandResponse,404,2009,128066.0,637807.0,42199.0,72589.0,0.5668093014539378
3608,"DeKalb, IL",DemandResponse,404,2010,143726.0,645598.0,45940.0,79097.0,0.5503318814967368
