,CBSA Title,CBSA Code,Area_acre,Year,POP_CENSUSTRACT,CBSA
2048,"Bismarck, ND",13900.0,3123.2000000000007,2011,22420.0,"Bismarck, ND Metro Area"
2049,"Blacksburg-Christiansburg, VA",13980.0,1670.4,2011,17567.0,"Blacksburg-Christiansburg, VA Metro Area"
2050,"Bloomington, IL",14010.0,5056.0,2011,42899.0,"Bloomington, IL Metro Area"
2051,"Bloomington, IN",14020.0,2892.8,2011,33092.0,"Bloomington, IN Metro Area"
2052,"Bloomsburg-Berwick, PA",14100.0,755.1999999999997,2011,6915.0,"Bloomsburg-Berwick, PA Metro Area"
2053,"Boise City, ID",14260.0,11059.2,2011,78156.0,"Boise City, ID Metro Area"
2054,"Boston-Cambridge-Newton, MA-NH",14460.0,1843.2,2011,12585.0,"Boston-Cambridge-Newton, MA-NH Metro Area"
2055,"Boulder, CO",14500.0,10444.8,2011,86041.0,"Boulder, CO Metro Area"
2056,"Bowling Green, KY",14540.0,460.8,2011,7260.0,"Bowling Green, KY Metro Area"
2057,"Bremerton-Silverdale-Port Orchard, WA",14740.0,1049.6,2011,9476.0,"Bremerton-Silverdale-Port Orchard, WA Metro Area"
2058,"Bridgeport-Stamford-Norwalk, CT",14860.0,25760.0,2011,321323.0,"Bridgeport-Stamford-Norwalk, CT Metro Area"
2059,"Brownsville-Harlingen, TX",15180.0,8678.399999999998,2011,79813.0,"Brownsville-Harlingen, TX Metro Area"
2060,"Buffalo-Cheektowaga, NY",15380.0,35052.8,2011,375782.0,"Buffalo-Cheektowaga, NY Metro Area"
2061,"Burlington-South Burlington, VT",15540.0,3424.0000000000005,2011,32910.0,"Burlington-South Burlington, VT Metro Area"
2062,"Canton-Massillon, OH",15940.0,3897.6,2011,33758.0,"Canton-Massillon, OH Metro Area"
2063,"Cape Coral-Fort Myers, FL",15980.0,3065.600000000001,2011,16429.0,"Cape Coral-Fort Myers, FL Metro Area"
2064,"Cape Girardeau, MO-IL",16020.0,390.4,2011,4078.0,"Cape Girardeau, MO-IL Metro Area"
2065,"Carbondale-Marion, IL",16060.0,217.6,2011,3500.0,"Carbondale-Marion, IL Metro Area"
2066,"Carson City, NV",16180.0,2144.0,2011,16772.0,"Carson City, NV Metro Area"
2067,"Casper, WY",16220.0,1952.0,2011,8523.0,"Casper, WY Metro Area"
2068,"Cedar Rapids, IA",16300.0,5337.6,2011,31766.0,"Cedar Rapids, IA Metro Area"
2069,"Champaign-Urbana, IL",16580.0,5145.6,2011,52505.0,"Champaign-Urbana, IL Metro Area"
2070,"Charleston, WV",16620.0,2681.6,2011,15613.0,"Charleston, WV Metro Area"
2071,"Charleston-North Charleston, SC",16700.0,3116.8,2011,29211.0,"Charleston-North Charleston, SC Metro Area"
2072,"Charlotte-Concord-Gastonia, NC-SC",16740.0,11552.0,2011,74034.0,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
2073,"Charlottesville, VA",16820.0,4825.5999999999985,2011,37375.0,"Charlottesville, VA Metro Area"
2074,"Chattanooga, TN-GA",16860.0,2758.4,2011,11999.0,"Chattanooga, TN-GA Metro Area"
2075,"Cheyenne, WY",16940.0,2656.0,2011,13227.0,"Cheyenne, WY Metro Area"
2076,"Chicago-Naperville-Elgin, IL-IN-WI",16980.0,334259.2000000002,2011,4612047.0,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
2077,"Chico, CA",17020.0,3872.0,2011,35663.0,"Chico, CA Metro Area"
2078,"Cincinnati, OH-KY-IN",17140.0,40128.000000000015,2011,316578.0,"Cincinnati, OH-KY-IN Metro Area"
2079,"Clarksville, TN-KY",17300.0,812.8,2011,6087.0,"Clarksville, TN-KY Metro Area"
2080,"Cleveland, TN",17420.0,556.8,2011,3405.0,"Cleveland, TN Metro Area"
2081,"Cleveland-Elyria, OH",17460.0,58924.799999999974,2011,584268.0,"Cleveland-Elyria, OH Metro Area"
2082,"Coeur d'Alene, ID",17660.0,1587.2,2011,5435.0,"Coeur d'Alene, ID Metro Area"
2083,"College Station-Bryan, TX",17780.0,8147.2,2011,61862.0,"College Station-Bryan, TX Metro Area"
2084,"Colorado Springs, CO",17820.0,14022.4,2011,113662.0,"Colorado Springs, CO Metro Area"
2085,"Columbia, MO",17860.0,1747.2,2011,19069.0,"Columbia, MO Metro Area"
2086,"Columbia, SC",17900.0,7654.399999999999,2011,40796.0,"Columbia, SC Metro Area"
2087,"Columbus, GA-AL",17980.0,2400.0,2011,9900.0,"Columbus, GA-AL Metro Area"
2088,"Columbus, IN",18020.0,1292.8,2011,4238.0,"Columbus, IN Metro Area"
2089,"Columbus, OH",18140.0,50803.19999999998,2011,417464.0,"Columbus, OH Metro Area"
2090,"Corpus Christi, TX",18580.0,15443.2,2011,131188.0,"Corpus Christi, TX Metro Area"
2091,"Corvallis, OR",18700.0,2425.600000000001,2011,20844.0,"Corvallis, OR Metro Area"
2092,"Crestview-Fort Walton Beach-Destin, FL",18880.0,2016.0,2011,12673.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2093,"Cumberland, MD-WV",19060.0,486.4,2011,4075.0,"Cumberland, MD-WV Metro Area"
2094,"Dallas-Fort Worth-Arlington, TX",19100.0,203865.60000000006,2011,1715174.0,"Dallas-Fort Worth-Arlington, TX Metro Area"
2095,"Danville, IL",19180.0,499.20000000000016,2011,1986.0,"Danville, IL Metro Area"
2096,"Davenport-Moline-Rock Island, IA-IL",19340.0,5676.8,2011,45317.0,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2097,"Dayton-Kettering, OH",19430.0,10534.4,2011,91009.0,"Dayton-Kettering, OH Metro Area"
2098,"Decatur, AL",19460.0,627.2,2011,2791.0,"Decatur, AL Metro Area"
2099,"Decatur, IL",19500.0,2700.8,2011,12927.0,"Decatur, IL Metro Area"
2100,"Deltona-Daytona Beach-Ormond Beach, FL",19660.0,2419.2,2011,10689.0,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2101,"Denver-Aurora-Lakewood, CO",19740.0,113683.19999999998,2011,1084741.0,"Denver-Aurora-Lakewood, CO Metro Area"
2102,"Des Moines-West Des Moines, IA",19780.0,10336.0,2011,74879.0,"Des Moines-West Des Moines, IA Metro Area"
2103,"Detroit-Warren-Dearborn, MI",19820.0,126572.80000000008,2011,1179709.0,"Detroit-Warren-Dearborn, MI Metro Area"
2104,"Dothan, AL",20020.0,652.8,2011,2403.0,"Dothan, AL Metro Area"
2105,"Dover, DE",20100.0,576.0,2011,2098.0,"Dover, DE Metro Area"
2106,"Dubuque, IA",20220.0,2611.2000000000007,2011,21307.0,"Dubuque, IA Metro Area"
2107,"Duluth, MN-WI",20260.0,2598.4,2011,20990.0,"Duluth, MN-WI Metro Area"
2108,"Durham-Chapel Hill, NC",20500.0,6188.8,2011,47669.0,"Durham-Chapel Hill, NC Metro Area"
2109,"East Stroudsburg, PA",20700.0,832.0,2011,5835.0,"East Stroudsburg, PA Metro Area"
2110,"Eau Claire, WI",20740.0,1619.2,2011,11198.0,"Eau Claire, WI Metro Area"
2111,"El Centro, CA",20940.0,3129.6,2011,38072.0,"El Centro, CA Metro Area"
2112,"El Paso, TX",21340.0,43193.6,2011,394191.0,"El Paso, TX Metro Area"
2113,"Elkhart-Goshen, IN",21140.0,1945.6,2011,14936.0,"Elkhart-Goshen, IN Metro Area"
2114,"Elmira, NY",21300.0,1888.0,2011,10896.0,"Elmira, NY Metro Area"
2115,"Erie, PA",21500.0,7136.000000000001,2011,75047.0,"Erie, PA Metro Area"
2116,"Eugene-Springfield, OR",21660.0,7673.600000000001,2011,63663.0,"Eugene-Springfield, OR Metro Area"
2117,"Evansville, IN-KY",21780.0,4985.5999999999985,2011,32642.0,"Evansville, IN-KY Metro Area"
2118,"Fairbanks, AK",21820.0,384.0,2011,1790.0,"Fairbanks, AK Metro Area"
2119,"Fargo, ND-MN",22020.0,5939.200000000002,2011,49930.0,"Fargo, ND-MN Metro Area"
2120,"Farmington, NM",22140.0,1580.8000000000006,2011,7288.0,"Farmington, NM Metro Area"
2121,"Fayetteville, NC",22180.0,1299.2,2011,4988.0,"Fayetteville, NC Metro Area"
2122,"Fayetteville-Springdale-Rogers, AR",22220.0,3289.6,2011,13628.0,"Fayetteville-Springdale-Rogers, AR Metro Area"
2123,"Flagstaff, AZ",22380.0,1369.6000000000004,2011,13561.0,"Flagstaff, AZ Metro Area"
2124,"Flint, MI",22420.0,3539.2,2011,20461.0,"Flint, MI Metro Area"
2125,"Florence, SC",22500.0,614.4,2011,1474.0,"Florence, SC Metro Area"
2126,"Fond du Lac, WI",22540.0,1228.8000000000004,2011,11628.0,"Fond du Lac, WI Metro Area"
2127,"Fort Collins, CO",22660.0,5465.6,2011,44269.0,"Fort Collins, CO Metro Area"
2128,"Fort Smith, AR-OK",22900.0,1401.6,2011,9123.0,"Fort Smith, AR-OK Metro Area"
2129,"Fort Wayne, IN",23060.0,5920.0,2011,44482.0,"Fort Wayne, IN Metro Area"
2130,"Fresno, CA",23420.0,36076.8,2011,378406.0,"Fresno, CA Metro Area"
2131,"Gadsden, AL",23460.0,608.0,2011,3073.0,"Gadsden, AL Metro Area"
2132,"Gainesville, FL",23540.0,5740.799999999998,2011,51525.0,"Gainesville, FL Metro Area"
2133,"Gainesville, GA",23580.0,2195.2,2011,8717.0,"Gainesville, GA Metro Area"
2134,"Gettysburg, PA",23900.0,1068.8,2011,7667.0,"Gettysburg, PA Metro Area"
2135,"Glens Falls, NY",24020.0,2508.8,2011,14733.0,"Glens Falls, NY Metro Area"
2136,"Grand Forks, ND-MN",24220.0,2227.2000000000007,2011,18132.0,"Grand Forks, ND-MN Metro Area"
2137,"Grand Island, NE",24260.0,1689.6,2011,10602.0,"Grand Island, NE Metro Area"
2138,"Grand Junction, CO",24300.0,2451.2,2011,14548.0,"Grand Junction, CO Metro Area"
2139,"Grand Rapids-Kentwood, MI",24340.0,18720.000000000004,2011,165330.0,"Grand Rapids-Kentwood, MI Metro Area"
2140,"Great Falls, MT",24500.0,1568.0,2011,9787.0,"Great Falls, MT Metro Area"
2141,"Greeley, CO",24540.0,2310.4,2011,24484.0,"Greeley, CO Metro Area"
2142,"Green Bay, WI",24580.0,6476.799999999998,2011,34256.0,"Green Bay, WI Metro Area"
2143,"Greensboro-High Point, NC",24660.0,3564.8,2011,20568.0,"Greensboro-High Point, NC Metro Area"
2144,"Greenville, NC",24780.0,1452.8000000000004,2011,8654.0,"Greenville, NC Metro Area"
2145,"Greenville-Anderson, SC",24860.0,5088.0,2011,23907.0,"Greenville-Anderson, SC Metro Area"
2146,"Gulfport-Biloxi, MS",25060.0,729.5999999999997,2011,3197.0,"Gulfport-Biloxi, MS Metro Area"
2147,"Hagerstown-Martinsburg, MD-WV",25180.0,3244.8,2011,26295.0,"Hagerstown-Martinsburg, MD-WV Metro Area"
2148,"Hanford-Corcoran, CA",25260.0,2752.0,2011,22163.0,"Hanford-Corcoran, CA Metro Area"
2149,"Harrisburg-Carlisle, PA",25420.0,6931.200000000002,2011,65860.0,"Harrisburg-Carlisle, PA Metro Area"
2150,"Harrisonburg, VA",25500.0,2048.0,2011,20211.0,"Harrisonburg, VA Metro Area"
2151,"Hartford-East Hartford-Middletown, CT",25540.0,20979.199999999993,2011,247785.0,"Hartford-East Hartford-Middletown, CT Metro Area"
2152,"Hot Springs, AR",26300.0,614.4,2011,3626.0,"Hot Springs, AR Metro Area"
2153,"Houma-Thibodaux, LA",26380.0,1023.9999999999997,2011,5407.0,"Houma-Thibodaux, LA Metro Area"
2154,"Houston-The Woodlands-Sugar Land, TX",26420.0,184691.19999999992,2011,1795573.0,"Houston-The Woodlands-Sugar Land, TX Metro Area"
2155,"Huntington-Ashland, WV-KY-OH",26580.0,3008.0,2011,23227.0,"Huntington-Ashland, WV-KY-OH Metro Area"
2156,"Huntsville, AL",26620.0,1651.1999999999996,2011,6916.0,"Huntsville, AL Metro Area"
2157,"Idaho Falls, ID",26820.0,2054.4,2011,14208.0,"Idaho Falls, ID Metro Area"
2158,"Indianapolis-Carmel-Anderson, IN",26900.0,27372.80000000001,2011,178588.0,"Indianapolis-Carmel-Anderson, IN Metro Area"
2159,"Iowa City, IA",26980.0,4953.5999999999985,2011,39876.0,"Iowa City, IA Metro Area"
2160,"Ithaca, NY",27060.0,1318.4,2011,17426.0,"Ithaca, NY Metro Area"
2161,"Jackson, MI",27100.0,3532.8,2011,25239.0,"Jackson, MI Metro Area"
2162,"Jackson, MS",27140.0,5766.4,2011,16785.0,"Jackson, MS Metro Area"
2163,"Jacksonville, FL",27260.0,17964.8,2011,76279.0,"Jacksonville, FL Metro Area"
2164,"Janesville-Beloit, WI",27500.0,1753.6,2011,12018.0,"Janesville-Beloit, WI Metro Area"
2165,"Jefferson City, MO",27620.0,953.6,2011,2687.0,"Jefferson City, MO Metro Area"
2166,"Johnson City, TN",27740.0,3001.6,2011,13320.0,"Johnson City, TN Metro Area"
2167,"Johnstown, PA",27780.0,1382.4,2011,11091.0,"Johnstown, PA Metro Area"
2168,"Jonesboro, AR",27860.0,736.0,2011,3840.0,"Jonesboro, AR Metro Area"
2169,"Kahului-Wailuku-Lahaina, HI",27980.0,1081.6,2011,11179.0,"Kahului-Wailuku-Lahaina, HI Metro Area"
2170,"Kalamazoo-Portage, MI",28020.0,3590.4,2011,27066.0,"Kalamazoo-Portage, MI Metro Area"
2171,"Kankakee, IL",28100.0,1516.8,2011,12296.0,"Kankakee, IL Metro Area"
2172,"Kansas City, MO-KS",28140.0,34751.999999999985,2011,226392.0,"Kansas City, MO-KS Metro Area"
2173,"Kennewick-Richland, WA",28420.0,5215.999999999999,2011,35509.0,"Kennewick-Richland, WA Metro Area"
2174,"Killeen-Temple, TX",28660.0,3001.6,2011,18838.0,"Killeen-Temple, TX Metro Area"
2175,"Kingston, NY",28740.0,1689.6,2011,11685.0,"Kingston, NY Metro Area"
2176,"Knoxville, TN",28940.0,3251.2,2011,21244.0,"Knoxville, TN Metro Area"
2177,"Kokomo, IN",29020.0,1030.4,2011,3601.0,"Kokomo, IN Metro Area"
2178,"La Crosse-Onalaska, WI-MN",29100.0,1478.4,2011,14950.0,"La Crosse-Onalaska, WI-MN Metro Area"
2179,"Lafayette, LA",29180.0,5465.5999999999985,2011,37225.0,"Lafayette, LA Metro Area"
2180,"Lafayette-West Lafayette, IN",29200.0,3724.8,2011,39582.0,"Lafayette-West Lafayette, IN Metro Area"
2181,"Lake Charles, LA",29340.0,1318.4,2011,5974.0,"Lake Charles, LA Metro Area"
2182,"Lakeland-Winter Haven, FL",29460.0,3590.4,2011,17766.0,"Lakeland-Winter Haven, FL Metro Area"
2183,"Lancaster, PA",29540.0,4179.2,2011,65650.0,"Lancaster, PA Metro Area"
2184,"Lansing-East Lansing, MI",29620.0,7833.6,2011,59297.0,"Lansing-East Lansing, MI Metro Area"
2185,"Laredo, TX",29700.0,9977.6,2011,119790.0,"Laredo, TX Metro Area"
2186,"Las Vegas-Henderson-Paradise, NV",29820.0,108985.6,2011,1175328.0,"Las Vegas-Henderson-Paradise, NV Metro Area"
2187,"Lawrence, KS",29940.0,2528.0,2011,22784.0,"Lawrence, KS Metro Area"
2188,"Lawton, OK",30020.0,992.0000000000003,2011,5430.0,"Lawton, OK Metro Area"
2189,"Lebanon, PA",30140.0,2182.4,2011,21985.0,"Lebanon, PA Metro Area"
2190,"Lewiston-Auburn, ME",30340.0,1753.6,2011,15929.0,"Lewiston-Auburn, ME Metro Area"
2191,"Lexington-Fayette, KY",30460.0,11865.6,2011,99810.0,"Lexington-Fayette, KY Metro Area"
2192,"Lima, OH",30620.0,902.4,2011,4090.0,"Lima, OH Metro Area"
2193,"Lincoln, NE",30700.0,11571.2,2011,94244.0,"Lincoln, NE Metro Area"
2194,"Little Rock-North Little Rock-Conway, AR",30780.0,7436.800000000001,2011,30868.0,"Little Rock-North Little Rock-Conway, AR Metro Area"
2195,"Logan, UT-ID",30860.0,2124.8,2011,19797.0,"Logan, UT-ID Metro Area"
2196,"Longview, TX",30980.0,569.6,2011,2602.0,"Longview, TX Metro Area"
2197,"Longview, WA",31020.0,2694.4000000000005,2011,20753.0,"Longview, WA Metro Area"
2198,"Los Angeles-Long Beach-Anaheim, CA",31080.0,711955.2000000009,2011,10614032.0,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
2199,"Louisville/Jefferson County, KY-IN",31140.0,27020.8,2011,196363.0,"Louisville/Jefferson County, KY-IN Metro Area"
2200,"Lubbock, TX",31180.0,11296.0,2011,73581.0,"Lubbock, TX Metro Area"
2201,"Lynchburg, VA",31340.0,345.6,2011,2121.0,"Lynchburg, VA Metro Area"
2202,"Macon-Bibb County, GA",31420.0,1504.0,2011,8705.0,"Macon-Bibb County, GA Metro Area"
2203,"Madera, CA",31460.0,2732.8,2011,31540.0,"Madera, CA Metro Area"
2204,"Madison, WI",31540.0,12774.399999999998,2011,118734.0,"Madison, WI Metro Area"
2205,"Manchester-Nashua, NH",31700.0,6892.799999999998,2011,76503.0,"Manchester-Nashua, NH Metro Area"
2206,"Manhattan, KS",31740.0,1587.2000000000005,2011,14691.0,"Manhattan, KS Metro Area"
2207,"Mankato, MN",31860.0,2220.8,2011,13396.0,"Mankato, MN Metro Area"
2208,"Mansfield, OH",31900.0,448.0,2011,4159.0,"Mansfield, OH Metro Area"
2209,"McAllen-Edinburg-Mission, TX",32580.0,10220.8,2011,75640.0,"McAllen-Edinburg-Mission, TX Metro Area"
2210,"Medford, OR",32780.0,5286.4,2011,41239.0,"Medford, OR Metro Area"
2211,"Memphis, TN-MS-AR",32820.0,14342.400000000005,2011,94862.0,"Memphis, TN-MS-AR Metro Area"
2212,"Merced, CA",32900.0,3705.6,2011,35679.0,"Merced, CA Metro Area"
2213,"Miami-Fort Lauderdale-Pompano Beach, FL",33100.0,277043.1999999999,2011,3125955.0,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
2214,"Michigan City-La Porte, IN",33140.0,998.4,2011,7854.0,"Michigan City-La Porte, IN Metro Area"
2215,"Midland, MI",33220.0,627.2,2011,3585.0,"Midland, MI Metro Area"
2216,"Midland, TX",33260.0,3385.5999999999995,2011,23254.0,"Midland, TX Metro Area"
2217,"Milwaukee-Waukesha, WI",33340.0,49958.4,2011,590263.0,"Milwaukee-Waukesha, WI Metro Area"
2218,"Minneapolis-St. Paul-Bloomington, MN-WI",33460.0,87001.59999999996,2011,764675.0,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2219,"Missoula, MT",33540.0,3014.4,2011,22164.0,"Missoula, MT Metro Area"
2220,"Mobile, AL",33660.0,6041.6,2011,29346.0,"Mobile, AL Metro Area"
2221,"Modesto, CA",33700.0,22873.60000000001,2011,222600.0,"Modesto, CA Metro Area"
2222,"Monroe, LA",33740.0,1414.4,2011,1364.0,"Monroe, LA Metro Area"
2223,"Monroe, MI",33780.0,1728.0,2011,10047.0,"Monroe, MI Metro Area"
2224,"Montgomery, AL",33860.0,2182.4,2011,9355.0,"Montgomery, AL Metro Area"
2225,"Morgantown, WV",34060.0,2880.0000000000005,2011,23107.0,"Morgantown, WV Metro Area"
2226,"Mount Vernon-Anacortes, WA",34580.0,1292.8,2011,8202.0,"Mount Vernon-Anacortes, WA Metro Area"
2227,"Muncie, IN",34620.0,1728.0,2011,16134.0,"Muncie, IN Metro Area"
2228,"Muskegon, MI",34740.0,1209.6,2011,8713.0,"Muskegon, MI Metro Area"
2229,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820.0,1472.0,2011,4292.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
2230,"Napa, CA",34900.0,4198.4,2011,47883.0,"Napa, CA Metro Area"
2231,"Naples-Marco Island, FL",34940.0,3379.2,2011,24209.0,"Naples-Marco Island, FL Metro Area"
2232,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980.0,20492.8,2011,111493.0,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2233,"New Haven-Milford, CT",35300.0,17996.8,2011,212542.0,"New Haven-Milford, CT Metro Area"
2234,"New Orleans-Metairie, LA",35380.0,42624.000000000015,2011,420363.0,"New Orleans-Metairie, LA Metro Area"
2235,"New York-Newark-Jersey City, NY-NJ-PA",35620.0,542944.0000000012,2011,13047554.0,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
2236,"North Port-Sarasota-Bradenton, FL",35840.0,6182.399999999999,2011,43105.0,"North Port-Sarasota-Bradenton, FL Metro Area"
2237,"Norwich-New London, CT",35980.0,1856.0,2011,17525.0,"Norwich-New London, CT Metro Area"
2238,"Ocala, FL",36100.0,1344.0,2011,2429.0,"Ocala, FL Metro Area"
2239,"Odessa, TX",36220.0,1427.1999999999996,2011,8897.0,"Odessa, TX Metro Area"
2240,"Ogden-Clearfield, UT",36260.0,11014.4,2011,85121.0,"Ogden-Clearfield, UT Metro Area"
2241,"Oklahoma City, OK",36420.0,26688.000000000004,2011,196025.0,"Oklahoma City, OK Metro Area"
2242,"Olympia-Lacey-Tumwater, WA",36500.0,3532.8,2011,14189.0,"Olympia-Lacey-Tumwater, WA Metro Area"
2243,"Omaha-Council Bluffs, NE-IA",36540.0,26406.400000000005,2011,208556.0,"Omaha-Council Bluffs, NE-IA Metro Area"
2244,"Orlando-Kissimmee-Sanford, FL",36740.0,34297.60000000001,2011,222967.0,"Orlando-Kissimmee-Sanford, FL Metro Area"
2245,"Oshkosh-Neenah, WI",36780.0,4371.2,2011,27562.0,"Oshkosh-Neenah, WI Metro Area"
2246,"Owensboro, KY",36980.0,953.6,2011,4114.0,"Owensboro, KY Metro Area"
2247,"Oxnard-Thousand Oaks-Ventura, CA",37100.0,33715.200000000004,2011,393228.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2248,"Parkersburg-Vienna, WV",37620.0,851.2,2011,7039.0,"Parkersburg-Vienna, WV Metro Area"
2249,"Pensacola-Ferry Pass-Brent, FL",37860.0,4972.8,2011,16393.0,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2250,"Peoria, IL",37900.0,4313.6,2011,36274.0,"Peoria, IL Metro Area"
2251,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980.0,166681.60000000006,2011,2471827.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2252,"Phoenix-Mesa-Chandler, AZ",38060.0,161420.80000000008,2011,1539293.0,"Phoenix-Mesa-Chandler, AZ Metro Area"
2253,"Pittsburgh, PA",38300.0,46719.99999999999,2011,477974.0,"Pittsburgh, PA Metro Area"
2254,"Pocatello, ID",38540.0,1548.8,2011,9044.0,"Pocatello, ID Metro Area"
2255,"Port St. Lucie, FL",38940.0,2035.2,2011,9510.0,"Port St. Lucie, FL Metro Area"
2256,"Portland-South Portland, ME",38860.0,4006.400000000001,2011,41050.0,"Portland-South Portland, ME Metro Area"
2257,"Portland-Vancouver-Hillsboro, OR-WA",38900.0,94400.0,2011,907000.0,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2258,"Poughkeepsie-Newburgh-Middletown, NY",39100.0,9580.8,2011,99785.0,"Poughkeepsie-Newburgh-Middletown, NY Metro Area"
2259,"Prescott Valley-Prescott, AZ",39150.0,1196.8000000000004,2011,4833.0,"Prescott Valley-Prescott, AZ Metro Area"
2260,"Providence-Warwick, RI-MA",39300.0,27270.4,2011,355888.0,"Providence-Warwick, RI-MA Metro Area"
2261,"Provo-Orem, UT",39340.0,13817.6,2011,155016.0,"Provo-Orem, UT Metro Area"
2262,"Pueblo, CO",39380.0,1728.0,2011,14945.0,"Pueblo, CO Metro Area"
2263,"Punta Gorda, FL",39460.0,672.0,2011,4492.0,"Punta Gorda, FL Metro Area"
2264,"Racine, WI",39540.0,3148.8,2011,33657.0,"Racine, WI Metro Area"
2265,"Raleigh-Cary, NC",39580.0,13849.6,2011,84037.0,"Raleigh-Cary, NC Metro Area"
2266,"Rapid City, SD",39660.0,1817.6,2011,9905.0,"Rapid City, SD Metro Area"
2267,"Reading, PA",39740.0,6630.4000000000015,2011,90608.0,"Reading, PA Metro Area"
2268,"Redding, CA",39820.0,339.2000000000001,2011,1297.0,"Redding, CA Metro Area"
2269,"Reno, NV",39900.0,13542.4,2011,137594.0,"Reno, NV Metro Area"
2270,"Richmond, VA",40060.0,17823.999999999996,2011,115488.0,"Richmond, VA Metro Area"
2271,"Riverside-San Bernardino-Ontario, CA",40140.0,146380.80000000005,2011,1541082.0,"Riverside-San Bernardino-Ontario, CA Metro Area"
2272,"Roanoke, VA",40220.0,819.1999999999998,2011,4514.0,"Roanoke, VA Metro Area"
2273,"Rochester, MN",40340.0,1625.6,2011,10214.0,"Rochester, MN Metro Area"
2274,"Rochester, NY",40380.0,18803.199999999993,2011,214889.0,"Rochester, NY Metro Area"
2275,"Rockford, IL",40420.0,4537.6,2011,36523.0,"Rockford, IL Metro Area"
2276,"Rome, GA",40660.0,966.4,2011,2943.0,"Rome, GA Metro Area"
2277,"Sacramento-Roseville-Folsom, CA",40900.0,89683.2,2011,920161.0,"Sacramento-Roseville-Folsom, CA Metro Area"
2278,"Saginaw, MI",40980.0,1024.0,2011,9943.0,"Saginaw, MI Metro Area"
2279,"Salem, OR",41420.0,8083.200000000002,2011,74176.0,"Salem, OR Metro Area"
2280,"Salinas, CA",41500.0,12799.999999999998,2011,188256.0,"Salinas, CA Metro Area"
2281,"Salisbury, MD-DE",41540.0,2380.8,2011,15898.0,"Salisbury, MD-DE Metro Area"
2282,"Salt Lake City, UT",41620.0,58784.0,2011,510556.0,"Salt Lake City, UT Metro Area"
2283,"San Antonio-New Braunfels, TX",41700.0,64755.2,2011,568535.0,"San Antonio-New Braunfels, TX Metro Area"
2284,"San Diego-Chula Vista-Carlsbad, CA",41740.0,142368.00000000006,2011,1664949.0,"San Diego-Chula Vista-Carlsbad, CA Metro Area"
2285,"San Francisco-Oakland-Berkeley, CA",41860.0,185139.2000000002,2011,2856975.0,"San Francisco-Oakland-Berkeley, CA Metro Area"
2286,"San Jose-Sunnyvale-Santa Clara, CA",41940.0,125171.20000000006,2011,1463188.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2287,"San Luis Obispo-Paso Robles, CA",42020.0,3872.0,2011,39956.0,"San Luis Obispo-Paso Robles, CA Metro Area"
2288,"Santa Cruz-Watsonville, CA",42100.0,8735.999999999998,2011,99348.0,"Santa Cruz-Watsonville, CA Metro Area"
2289,"Santa Fe, NM",42140.0,1990.4,2011,9178.0,"Santa Fe, NM Metro Area"
2290,"Santa Maria-Santa Barbara, CA",42200.0,14105.6,2011,176796.0,"Santa Maria-Santa Barbara, CA Metro Area"
2291,"Santa Rosa-Petaluma, CA",42220.0,12537.600000000002,2011,131813.0,"Santa Rosa-Petaluma, CA Metro Area"
2292,"Savannah, GA",42340.0,5056.0,2011,35545.0,"Savannah, GA Metro Area"
2293,"Scranton--Wilkes-Barre, PA",42540.0,11942.4,2011,133535.0,"Scranton--Wilkes-Barre, PA Metro Area"
2294,"Seattle-Tacoma-Bellevue, WA",42660.0,114067.19999999994,2011,1063363.0,"Seattle-Tacoma-Bellevue, WA Metro Area"
2295,"Sheboygan, WI",43100.0,518.4,2011,7220.0,"Sheboygan, WI Metro Area"
2296,"Shreveport-Bossier City, LA",43340.0,4665.6,2011,23862.0,"Shreveport-Bossier City, LA Metro Area"
2297,"Sioux City, IA-NE-SD",43580.0,2041.6,2011,20374.0,"Sioux City, IA-NE-SD Metro Area"
2298,"Sioux Falls, SD",43620.0,6707.200000000002,2011,43179.0,"Sioux Falls, SD Metro Area"
2299,"South Bend-Mishawaka, IN-MI",43780.0,4870.4000000000015,2011,31156.0,"South Bend-Mishawaka, IN-MI Metro Area"
2300,"Spartanburg, SC",43900.0,659.2,2011,2859.0,"Spartanburg, SC Metro Area"
