,CBSA Title,CBSA Code,Area_acre,Year,POP_CENSUSTRACT,CBSA
931,"Rockford, IL",40420.0,4537.6,2007,41407.0,"Rockford, IL Metro Area"
932,"Rome, GA",40660.0,966.4,2007,2299.0,"Rome, GA Metro Area"
933,"Sacramento-Roseville-Folsom, CA",40900.0,89683.2,2007,934633.0,"Sacramento-Roseville-Folsom, CA Metro Area"
934,"Saginaw, MI",40980.0,1024.0,2007,8287.0,"Saginaw, MI Metro Area"
935,"Salem, OR",41420.0,8083.200000000002,2007,82968.0,"Salem, OR Metro Area"
936,"Salinas, CA",41500.0,12799.999999999998,2007,207488.0,"Salinas, CA Metro Area"
937,"Salisbury, MD-DE",41540.0,2380.8,2007,10638.0,"Salisbury, MD-DE Metro Area"
938,"Salt Lake City, UT",41620.0,58784.0,2007,534644.0,"Salt Lake City, UT Metro Area"
939,"San Antonio-New Braunfels, TX",41700.0,64755.2,2007,596003.0,"San Antonio-New Braunfels, TX Metro Area"
940,"San Diego-Chula Vista-Carlsbad, CA",41740.0,142368.00000000006,2007,1747593.0,"San Diego-Chula Vista-Carlsbad, CA Metro Area"
941,"San Francisco-Oakland-Berkeley, CA",41860.0,185139.2000000002,2007,2944755.0,"San Francisco-Oakland-Berkeley, CA Metro Area"
942,"San Jose-Sunnyvale-Santa Clara, CA",41940.0,125171.20000000006,2007,1553456.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
943,"San Luis Obispo-Paso Robles, CA",42020.0,3872.0,2007,42024.0,"San Luis Obispo-Paso Robles, CA Metro Area"
944,"Santa Cruz-Watsonville, CA",42100.0,8735.999999999998,2007,107732.0,"Santa Cruz-Watsonville, CA Metro Area"
945,"Santa Fe, NM",42140.0,1990.4,2007,9886.0,"Santa Fe, NM Metro Area"
946,"Santa Maria-Santa Barbara, CA",42200.0,14105.6,2007,182832.0,"Santa Maria-Santa Barbara, CA Metro Area"
947,"Santa Rosa-Petaluma, CA",42220.0,12537.600000000002,2007,144377.0,"Santa Rosa-Petaluma, CA Metro Area"
948,"Savannah, GA",42340.0,5056.0,2007,37033.0,"Savannah, GA Metro Area"
949,"Scranton--Wilkes-Barre, PA",42540.0,11942.4,2007,130803.0,"Scranton--Wilkes-Barre, PA Metro Area"
950,"Seattle-Tacoma-Bellevue, WA",42660.0,114067.19999999994,2007,1134071.0,"Seattle-Tacoma-Bellevue, WA Metro Area"
951,"Sheboygan, WI",43100.0,518.4,2007,5580.0,"Sheboygan, WI Metro Area"
952,"Shreveport-Bossier City, LA",43340.0,4665.6,2007,29154.0,"Shreveport-Bossier City, LA Metro Area"
953,"Sioux City, IA-NE-SD",43580.0,2041.6,2007,23594.0,"Sioux City, IA-NE-SD Metro Area"
954,"Sioux Falls, SD",43620.0,6707.200000000002,2007,43575.0,"Sioux Falls, SD Metro Area"
955,"South Bend-Mishawaka, IN-MI",43780.0,4870.4000000000015,2007,30916.0,"South Bend-Mishawaka, IN-MI Metro Area"
956,"Spartanburg, SC",43900.0,659.2,2007,3043.0,"Spartanburg, SC Metro Area"
957,"Spokane-Spokane Valley, WA",44060.0,11552.000000000002,2007,108389.0,"Spokane-Spokane Valley, WA Metro Area"
958,"Springfield, IL",44100.0,3737.6,2007,27774.0,"Springfield, IL Metro Area"
959,"Springfield, MO",44180.0,4748.8,2007,26089.0,"Springfield, MO Metro Area"
960,"Springfield, OH",44220.0,1452.7999999999995,2007,10240.0,"Springfield, OH Metro Area"
961,"St. Cloud, MN",41060.0,2566.4,2007,12821.0,"St. Cloud, MN Metro Area"
962,"St. George, UT",41100.0,441.6,2007,4361.0,"St. George, UT Metro Area"
963,"St. Joseph, MO-KS",41140.0,671.9999999999999,2007,5564.0,"St. Joseph, MO-KS Metro Area"
964,"St. Louis, MO-IL",41180.0,52633.60000000001,2007,455638.0,"St. Louis, MO-IL Metro Area"
965,"State College, PA",44300.0,1888.0,2007,36818.0,"State College, PA Metro Area"
966,"Staunton, VA",44420.0,524.8,2007,1185.0,"Staunton, VA Metro Area"
967,"Stockton, CA",44700.0,29977.59999999999,2007,337215.0,"Stockton, CA Metro Area"
968,"Syracuse, NY",45060.0,11097.600000000002,2007,127909.0,"Syracuse, NY Metro Area"
969,"Tallahassee, FL",45220.0,9228.8,2007,56137.0,"Tallahassee, FL Metro Area"
970,"Tampa-St. Petersburg-Clearwater, FL",45300.0,61875.20000000002,2007,483808.0,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
971,"Terre Haute, IN",45460.0,1222.4,2007,9052.0,"Terre Haute, IN Metro Area"
972,"Toledo, OH",45780.0,12422.4,2007,118334.0,"Toledo, OH Metro Area"
973,"Topeka, KS",45820.0,3462.4000000000005,2007,22086.0,"Topeka, KS Metro Area"
974,"Trenton-Princeton, NJ",45940.0,7686.4,2007,114089.0,"Trenton-Princeton, NJ Metro Area"
975,"Tucson, AZ",46060.0,30016.000000000004,2007,269623.0,"Tucson, AZ Metro Area"
976,"Tulsa, OK",46140.0,14348.8,2007,104465.0,"Tulsa, OK Metro Area"
977,"Tuscaloosa, AL",46220.0,2508.8,2007,30565.0,"Tuscaloosa, AL Metro Area"
978,"Twin Falls, ID",46300.0,550.4,2007,2043.0,"Twin Falls, ID Metro Area"
979,"Tyler, TX",46340.0,2112.0,2007,11067.0,"Tyler, TX Metro Area"
980,"Urban Honolulu, HI",46520.0,30643.199999999993,2007,512205.0,"Urban Honolulu, HI Metro Area"
981,"Utica-Rome, NY",46540.0,5446.4000000000015,2007,55990.0,"Utica-Rome, NY Metro Area"
982,"Valdosta, GA",46660.0,2169.600000000001,2007,12525.0,"Valdosta, GA Metro Area"
983,"Vallejo, CA",46700.0,16543.999999999996,2007,190576.0,"Vallejo, CA Metro Area"
984,"Victoria, TX",47020.0,1587.2000000000005,2007,8949.0,"Victoria, TX Metro Area"
985,"Vineland-Bridgeton, NJ",47220.0,2278.4,2007,25602.0,"Vineland-Bridgeton, NJ Metro Area"
986,"Virginia Beach-Norfolk-Newport News, VA-NC",47260.0,50316.8,2007,479160.0,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
987,"Visalia, CA",47300.0,13862.4,2007,128487.0,"Visalia, CA Metro Area"
988,"Waco, TX",47380.0,4032.0,2007,22741.0,"Waco, TX Metro Area"
989,"Walla Walla, WA",47460.0,780.8,2007,6028.0,"Walla Walla, WA Metro Area"
990,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900.0,202470.40000000023,2007,2559825.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
991,"Waterloo-Cedar Falls, IA",47940.0,2009.6,2007,16168.0,"Waterloo-Cedar Falls, IA Metro Area"
992,"Watertown-Fort Drum, NY",48060.0,435.20000000000016,2007,4632.0,"Watertown-Fort Drum, NY Metro Area"
993,"Wausau-Weston, WI",48140.0,1158.4,2007,4205.0,"Wausau-Weston, WI Metro Area"
994,"Wenatchee, WA",48300.0,864.0,2007,8900.0,"Wenatchee, WA Metro Area"
995,"Wheeling, WV-OH",48540.0,1203.2,2007,4481.0,"Wheeling, WV-OH Metro Area"
996,"Wichita Falls, TX",48660.0,640.0,2007,2481.0,"Wichita Falls, TX Metro Area"
997,"Wichita, KS",48620.0,7199.999999999999,2007,53733.0,"Wichita, KS Metro Area"
998,"Williamsport, PA",48700.0,2188.8,2007,17923.0,"Williamsport, PA Metro Area"
999,"Wilmington, NC",48900.0,1484.8,2007,7192.0,"Wilmington, NC Metro Area"
1000,"Winchester, VA-WV",49020.0,793.6,2007,7947.0,"Winchester, VA-WV Metro Area"
1001,"Winston-Salem, NC",49180.0,2655.9999999999995,2007,16477.0,"Winston-Salem, NC Metro Area"
1002,"Worcester, MA-CT",49340.0,1478.4,2007,11868.0,"Worcester, MA-CT Metro Area"
1003,"Yakima, WA",49420.0,5472.0,2007,52852.0,"Yakima, WA Metro Area"
1004,"York-Hanover, PA",49620.0,6393.6,2007,67508.0,"York-Hanover, PA Metro Area"
1005,"Youngstown-Warren-Boardman, OH-PA",49660.0,2515.2,2007,15294.0,"Youngstown-Warren-Boardman, OH-PA Metro Area"
1006,"Yuba City, CA",49700.0,1926.4,2007,15200.0,"Yuba City, CA Metro Area"
1007,"Yuma, AZ",49740.0,4499.200000000002,2007,36481.0,"Yuma, AZ Metro Area"
1008,"Abilene, TX",10180.0,1216.0000000000002,2008,7046.0,"Abilene, TX Metro Area"
1009,"Akron, OH",10420.0,13644.8,2008,116264.0,"Akron, OH Metro Area"
1010,"Albany, GA",10500.0,691.2,2008,1857.0,"Albany, GA Metro Area"
1011,"Albany-Lebanon, OR",10540.0,2259.2,2008,13685.0,"Albany-Lebanon, OR Metro Area"
1012,"Albany-Schenectady-Troy, NY",10580.0,17900.800000000007,2008,189248.0,"Albany-Schenectady-Troy, NY Metro Area"
1013,"Albuquerque, NM",10740.0,28089.6,2008,253888.0,"Albuquerque, NM Metro Area"
1014,"Allentown-Bethlehem-Easton, PA-NJ",10900.0,16159.999999999995,2008,192135.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
1015,"Altoona, PA",11020.0,3225.600000000001,2008,30533.0,"Altoona, PA Metro Area"
1016,"Amarillo, TX",11100.0,5337.600000000001,2008,31719.0,"Amarillo, TX Metro Area"
1017,"Ames, IA",11180.0,2227.2000000000007,2008,15938.0,"Ames, IA Metro Area"
1018,"Anchorage, AK",11260.0,14124.8,2008,120088.0,"Anchorage, AK Metro Area"
1019,"Ann Arbor, MI",11460.0,8716.800000000001,2008,80140.0,"Ann Arbor, MI Metro Area"
1020,"Appleton, WI",11540.0,2252.8,2008,15221.0,"Appleton, WI Metro Area"
1021,"Asheville, NC",11700.0,1408.0,2008,6094.0,"Asheville, NC Metro Area"
1022,"Athens-Clarke County, GA",12020.0,2656.0,2008,17697.0,"Athens-Clarke County, GA Metro Area"
1023,"Atlanta-Sandy Springs-Alpharetta, GA",12060.0,70976.0,2008,543196.0,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area"
1024,"Atlantic City-Hammonton, NJ",12100.0,4441.6,2008,40934.0,"Atlantic City-Hammonton, NJ Metro Area"
1025,"Auburn-Opelika, AL",12220.0,198.4,2008,4200.0,"Auburn-Opelika, AL Metro Area"
1026,"Augusta-Richmond County, GA-SC",12260.0,2201.600000000001,2008,8849.0,"Augusta-Richmond County, GA-SC Metro Area"
1027,"Austin-Round Rock-Georgetown, TX",12420.0,44863.99999999999,2008,397196.0,"Austin-Round Rock-Georgetown, TX Metro Area"
1028,"Bakersfield, CA",12540.0,24128.0,2008,249738.0,"Bakersfield, CA Metro Area"
1029,"Baltimore-Columbia-Towson, MD",12580.0,89017.59999999996,2008,1012511.0,"Baltimore-Columbia-Towson, MD Metro Area"
1030,"Bangor, ME",12620.0,972.8,2008,6667.0,"Bangor, ME Metro Area"
1031,"Baton Rouge, LA",12940.0,15814.4,2008,80714.0,"Baton Rouge, LA Metro Area"
1032,"Battle Creek, MI",12980.0,838.4000000000003,2008,2497.0,"Battle Creek, MI Metro Area"
1033,"Bay City, MI",13020.0,672.0,2008,7178.0,"Bay City, MI Metro Area"
1034,"Beaumont-Port Arthur, TX",13140.0,2924.8,2008,7388.0,"Beaumont-Port Arthur, TX Metro Area"
1035,"Bellingham, WA",13380.0,4608.0,2008,36092.0,"Bellingham, WA Metro Area"
1036,"Bend, OR",13460.0,2419.2,2008,10954.0,"Bend, OR Metro Area"
1037,"Billings, MT",13740.0,2284.8,2008,15509.0,"Billings, MT Metro Area"
1038,"Binghamton, NY",13780.0,3436.8,2008,37865.0,"Binghamton, NY Metro Area"
1039,"Birmingham-Hoover, AL",13820.0,12441.599999999995,2008,78626.0,"Birmingham-Hoover, AL Metro Area"
1040,"Bismarck, ND",13900.0,3123.2000000000007,2008,20935.0,"Bismarck, ND Metro Area"
1041,"Blacksburg-Christiansburg, VA",13980.0,1670.4,2008,13643.0,"Blacksburg-Christiansburg, VA Metro Area"
1042,"Bloomington, IL",14010.0,5056.0,2008,46862.0,"Bloomington, IL Metro Area"
1043,"Bloomington, IN",14020.0,2892.8,2008,32147.0,"Bloomington, IN Metro Area"
1044,"Bloomsburg-Berwick, PA",14100.0,755.1999999999997,2008,10698.0,"Bloomsburg-Berwick, PA Metro Area"
1045,"Boise City, ID",14260.0,11059.2,2008,76485.0,"Boise City, ID Metro Area"
1046,"Boston-Cambridge-Newton, MA-NH",14460.0,1843.2,2008,11508.0,"Boston-Cambridge-Newton, MA-NH Metro Area"
1047,"Boulder, CO",14500.0,10444.8,2008,89812.0,"Boulder, CO Metro Area"
1048,"Bowling Green, KY",14540.0,460.8,2008,7062.0,"Bowling Green, KY Metro Area"
1049,"Bremerton-Silverdale-Port Orchard, WA",14740.0,1049.6,2008,8237.0,"Bremerton-Silverdale-Port Orchard, WA Metro Area"
1050,"Bridgeport-Stamford-Norwalk, CT",14860.0,25760.0,2008,327974.0,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1051,"Brownsville-Harlingen, TX",15180.0,8678.399999999998,2008,84823.0,"Brownsville-Harlingen, TX Metro Area"
1052,"Buffalo-Cheektowaga, NY",15380.0,35052.8,2008,362570.0,"Buffalo-Cheektowaga, NY Metro Area"
1053,"Burlington-South Burlington, VT",15540.0,3424.0000000000005,2008,35157.0,"Burlington-South Burlington, VT Metro Area"
1054,"Canton-Massillon, OH",15940.0,3897.6,2008,32027.0,"Canton-Massillon, OH Metro Area"
1055,"Cape Coral-Fort Myers, FL",15980.0,3065.600000000001,2008,26194.0,"Cape Coral-Fort Myers, FL Metro Area"
1056,"Cape Girardeau, MO-IL",16020.0,390.4,2008,5704.0,"Cape Girardeau, MO-IL Metro Area"
1057,"Carbondale-Marion, IL",16060.0,217.6,2008,2531.0,"Carbondale-Marion, IL Metro Area"
1058,"Carson City, NV",16180.0,2144.0,2008,16445.0,"Carson City, NV Metro Area"
1059,"Casper, WY",16220.0,1952.0,2008,7947.0,"Casper, WY Metro Area"
1060,"Cedar Rapids, IA",16300.0,5337.6,2008,26915.0,"Cedar Rapids, IA Metro Area"
1061,"Champaign-Urbana, IL",16580.0,5145.6,2008,55097.0,"Champaign-Urbana, IL Metro Area"
1062,"Charleston, WV",16620.0,2681.6,2008,18751.0,"Charleston, WV Metro Area"
1063,"Charleston-North Charleston, SC",16700.0,3116.8,2008,27771.0,"Charleston-North Charleston, SC Metro Area"
1064,"Charlotte-Concord-Gastonia, NC-SC",16740.0,11552.0,2008,89184.0,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
1065,"Charlottesville, VA",16820.0,4825.5999999999985,2008,37465.0,"Charlottesville, VA Metro Area"
1066,"Chattanooga, TN-GA",16860.0,2758.4,2008,16370.0,"Chattanooga, TN-GA Metro Area"
1067,"Cheyenne, WY",16940.0,2656.0,2008,13542.0,"Cheyenne, WY Metro Area"
1068,"Chicago-Naperville-Elgin, IL-IN-WI",16980.0,334259.2000000002,2008,4662711.0,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
1069,"Chico, CA",17020.0,3872.0,2008,33119.0,"Chico, CA Metro Area"
1070,"Cincinnati, OH-KY-IN",17140.0,40128.000000000015,2008,335034.0,"Cincinnati, OH-KY-IN Metro Area"
1071,"Clarksville, TN-KY",17300.0,812.8,2008,7680.0,"Clarksville, TN-KY Metro Area"
1072,"Cleveland, TN",17420.0,556.8,2008,4521.0,"Cleveland, TN Metro Area"
1073,"Cleveland-Elyria, OH",17460.0,58924.799999999974,2008,574068.0,"Cleveland-Elyria, OH Metro Area"
1074,"Coeur d'Alene, ID",17660.0,1587.2,2008,3476.0,"Coeur d'Alene, ID Metro Area"
1075,"College Station-Bryan, TX",17780.0,8147.2,2008,65705.0,"College Station-Bryan, TX Metro Area"
1076,"Colorado Springs, CO",17820.0,14022.4,2008,128074.0,"Colorado Springs, CO Metro Area"
1077,"Columbia, MO",17860.0,1747.2,2008,14083.0,"Columbia, MO Metro Area"
1078,"Columbia, SC",17900.0,7654.399999999999,2008,37235.0,"Columbia, SC Metro Area"
1079,"Columbus, GA-AL",17980.0,2400.0,2008,13947.0,"Columbus, GA-AL Metro Area"
1080,"Columbus, IN",18020.0,1292.8,2008,5183.0,"Columbus, IN Metro Area"
1081,"Columbus, OH",18140.0,50803.19999999998,2008,432413.0,"Columbus, OH Metro Area"
1082,"Corpus Christi, TX",18580.0,15443.2,2008,141604.0,"Corpus Christi, TX Metro Area"
1083,"Corvallis, OR",18700.0,2425.600000000001,2008,21927.0,"Corvallis, OR Metro Area"
1084,"Crestview-Fort Walton Beach-Destin, FL",18880.0,2016.0,2008,10636.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
1085,"Cumberland, MD-WV",19060.0,486.4,2008,3970.0,"Cumberland, MD-WV Metro Area"
1086,"Dallas-Fort Worth-Arlington, TX",19100.0,203865.60000000006,2008,1724804.0,"Dallas-Fort Worth-Arlington, TX Metro Area"
1087,"Danville, IL",19180.0,499.20000000000016,2008,1452.0,"Danville, IL Metro Area"
1088,"Davenport-Moline-Rock Island, IA-IL",19340.0,5676.8,2008,46442.0,"Davenport-Moline-Rock Island, IA-IL Metro Area"
1089,"Dayton-Kettering, OH",19430.0,10534.4,2008,84214.0,"Dayton-Kettering, OH Metro Area"
1090,"Decatur, AL",19460.0,627.2,2008,3781.0,"Decatur, AL Metro Area"
1091,"Decatur, IL",19500.0,2700.8,2008,17490.0,"Decatur, IL Metro Area"
1092,"Deltona-Daytona Beach-Ormond Beach, FL",19660.0,2419.2,2008,10179.0,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
1093,"Denver-Aurora-Lakewood, CO",19740.0,113683.19999999998,2008,1132216.0,"Denver-Aurora-Lakewood, CO Metro Area"
1094,"Des Moines-West Des Moines, IA",19780.0,10336.0,2008,78056.0,"Des Moines-West Des Moines, IA Metro Area"
1095,"Detroit-Warren-Dearborn, MI",19820.0,126572.80000000008,2008,1146382.0,"Detroit-Warren-Dearborn, MI Metro Area"
1096,"Dothan, AL",20020.0,652.8,2008,2607.0,"Dothan, AL Metro Area"
1097,"Dover, DE",20100.0,576.0,2008,2008.0,"Dover, DE Metro Area"
1098,"Dubuque, IA",20220.0,2611.2000000000007,2008,22246.0,"Dubuque, IA Metro Area"
1099,"Duluth, MN-WI",20260.0,2598.4,2008,22526.0,"Duluth, MN-WI Metro Area"
1100,"Durham-Chapel Hill, NC",20500.0,6188.8,2008,53021.0,"Durham-Chapel Hill, NC Metro Area"
1101,"East Stroudsburg, PA",20700.0,832.0,2008,4818.0,"East Stroudsburg, PA Metro Area"
1102,"Eau Claire, WI",20740.0,1619.2,2008,11804.0,"Eau Claire, WI Metro Area"
1103,"El Centro, CA",20940.0,3129.6,2008,39119.0,"El Centro, CA Metro Area"
1104,"El Paso, TX",21340.0,43193.6,2008,391023.0,"El Paso, TX Metro Area"
1105,"Elkhart-Goshen, IN",21140.0,1945.6,2008,13646.0,"Elkhart-Goshen, IN Metro Area"
1106,"Elmira, NY",21300.0,1888.0,2008,12111.0,"Elmira, NY Metro Area"
1107,"Erie, PA",21500.0,7136.000000000001,2008,78143.0,"Erie, PA Metro Area"
1108,"Eugene-Springfield, OR",21660.0,7673.600000000001,2008,63675.0,"Eugene-Springfield, OR Metro Area"
1109,"Evansville, IN-KY",21780.0,4985.5999999999985,2008,33629.0,"Evansville, IN-KY Metro Area"
1110,"Fairbanks, AK",21820.0,384.0,2008,1547.0,"Fairbanks, AK Metro Area"
1111,"Fargo, ND-MN",22020.0,5939.200000000002,2008,51541.0,"Fargo, ND-MN Metro Area"
1112,"Farmington, NM",22140.0,1580.8000000000006,2008,5518.0,"Farmington, NM Metro Area"
1113,"Fayetteville, NC",22180.0,1299.2,2008,4991.0,"Fayetteville, NC Metro Area"
1114,"Fayetteville-Springdale-Rogers, AR",22220.0,3289.6,2008,13106.0,"Fayetteville-Springdale-Rogers, AR Metro Area"
1115,"Flagstaff, AZ",22380.0,1369.6000000000004,2008,13465.0,"Flagstaff, AZ Metro Area"
1116,"Flint, MI",22420.0,3539.2,2008,18244.0,"Flint, MI Metro Area"
1117,"Florence, SC",22500.0,614.4,2008,2164.0,"Florence, SC Metro Area"
1118,"Fond du Lac, WI",22540.0,1228.8000000000004,2008,11871.0,"Fond du Lac, WI Metro Area"
1119,"Fort Collins, CO",22660.0,5465.6,2008,48034.0,"Fort Collins, CO Metro Area"
1120,"Fort Smith, AR-OK",22900.0,1401.6,2008,7953.0,"Fort Smith, AR-OK Metro Area"
1121,"Fort Wayne, IN",23060.0,5920.0,2008,42241.0,"Fort Wayne, IN Metro Area"
1122,"Fresno, CA",23420.0,36076.8,2008,377398.0,"Fresno, CA Metro Area"
1123,"Gadsden, AL",23460.0,608.0,2008,2656.0,"Gadsden, AL Metro Area"
1124,"Gainesville, FL",23540.0,5740.799999999998,2008,47301.0,"Gainesville, FL Metro Area"
1125,"Gainesville, GA",23580.0,2195.2,2008,8519.0,"Gainesville, GA Metro Area"
1126,"Gettysburg, PA",23900.0,1068.8,2008,7526.0,"Gettysburg, PA Metro Area"
1127,"Glens Falls, NY",24020.0,2508.8,2008,14634.0,"Glens Falls, NY Metro Area"
1128,"Grand Forks, ND-MN",24220.0,2227.2000000000007,2008,19179.0,"Grand Forks, ND-MN Metro Area"
1129,"Grand Island, NE",24260.0,1689.6,2008,11463.0,"Grand Island, NE Metro Area"
1130,"Grand Junction, CO",24300.0,2451.2,2008,14941.0,"Grand Junction, CO Metro Area"
1131,"Grand Rapids-Kentwood, MI",24340.0,18720.000000000004,2008,157035.0,"Grand Rapids-Kentwood, MI Metro Area"
1132,"Great Falls, MT",24500.0,1568.0,2008,10759.0,"Great Falls, MT Metro Area"
1133,"Greeley, CO",24540.0,2310.4,2008,23143.0,"Greeley, CO Metro Area"
1134,"Green Bay, WI",24580.0,6476.799999999998,2008,34490.0,"Green Bay, WI Metro Area"
1135,"Greensboro-High Point, NC",24660.0,3564.8,2008,24804.0,"Greensboro-High Point, NC Metro Area"
1136,"Greenville, NC",24780.0,1452.8000000000004,2008,9920.0,"Greenville, NC Metro Area"
1137,"Greenville-Anderson, SC",24860.0,5088.0,2008,24276.0,"Greenville-Anderson, SC Metro Area"
1138,"Gulfport-Biloxi, MS",25060.0,729.5999999999997,2008,4982.0,"Gulfport-Biloxi, MS Metro Area"
1139,"Hagerstown-Martinsburg, MD-WV",25180.0,3244.8,2008,26745.0,"Hagerstown-Martinsburg, MD-WV Metro Area"
1140,"Hanford-Corcoran, CA",25260.0,2752.0,2008,35468.0,"Hanford-Corcoran, CA Metro Area"
1141,"Harrisburg-Carlisle, PA",25420.0,6931.200000000002,2008,66943.0,"Harrisburg-Carlisle, PA Metro Area"
1142,"Harrisonburg, VA",25500.0,2048.0,2008,18129.0,"Harrisonburg, VA Metro Area"
1143,"Hartford-East Hartford-Middletown, CT",25540.0,20979.199999999993,2008,254430.0,"Hartford-East Hartford-Middletown, CT Metro Area"
1144,"Hot Springs, AR",26300.0,614.4,2008,3515.0,"Hot Springs, AR Metro Area"
1145,"Houma-Thibodaux, LA",26380.0,1023.9999999999997,2008,4984.0,"Houma-Thibodaux, LA Metro Area"
1146,"Houston-The Woodlands-Sugar Land, TX",26420.0,184691.19999999992,2008,1891765.0,"Houston-The Woodlands-Sugar Land, TX Metro Area"
1147,"Huntington-Ashland, WV-KY-OH",26580.0,3008.0,2008,22690.0,"Huntington-Ashland, WV-KY-OH Metro Area"
1148,"Huntsville, AL",26620.0,1651.1999999999996,2008,6718.0,"Huntsville, AL Metro Area"
1149,"Idaho Falls, ID",26820.0,2054.4,2008,16926.0,"Idaho Falls, ID Metro Area"
1150,"Indianapolis-Carmel-Anderson, IN",26900.0,27372.80000000001,2008,181330.0,"Indianapolis-Carmel-Anderson, IN Metro Area"
1151,"Iowa City, IA",26980.0,4953.5999999999985,2008,34227.0,"Iowa City, IA Metro Area"
1152,"Ithaca, NY",27060.0,1318.4,2008,15584.0,"Ithaca, NY Metro Area"
1153,"Jackson, MI",27100.0,3532.8,2008,33009.0,"Jackson, MI Metro Area"
1154,"Jackson, MS",27140.0,5766.4,2008,17541.0,"Jackson, MS Metro Area"
1155,"Jacksonville, FL",27260.0,17964.8,2008,84724.0,"Jacksonville, FL Metro Area"
1156,"Janesville-Beloit, WI",27500.0,1753.6,2008,12282.0,"Janesville-Beloit, WI Metro Area"
1157,"Jefferson City, MO",27620.0,953.6,2008,1343.0,"Jefferson City, MO Metro Area"
1158,"Johnson City, TN",27740.0,3001.6,2008,15366.0,"Johnson City, TN Metro Area"
1159,"Johnstown, PA",27780.0,1382.4,2008,10854.0,"Johnstown, PA Metro Area"
1160,"Jonesboro, AR",27860.0,736.0,2008,4431.0,"Jonesboro, AR Metro Area"
1161,"Kahului-Wailuku-Lahaina, HI",27980.0,1081.6,2008,11386.0,"Kahului-Wailuku-Lahaina, HI Metro Area"
1162,"Kalamazoo-Portage, MI",28020.0,3590.4,2008,30618.0,"Kalamazoo-Portage, MI Metro Area"
1163,"Kankakee, IL",28100.0,1516.8,2008,11630.0,"Kankakee, IL Metro Area"
1164,"Kansas City, MO-KS",28140.0,34751.999999999985,2008,235098.0,"Kansas City, MO-KS Metro Area"
1165,"Kennewick-Richland, WA",28420.0,5215.999999999999,2008,42268.0,"Kennewick-Richland, WA Metro Area"
1166,"Killeen-Temple, TX",28660.0,3001.6,2008,18481.0,"Killeen-Temple, TX Metro Area"
1167,"Kingston, NY",28740.0,1689.6,2008,12261.0,"Kingston, NY Metro Area"
1168,"Knoxville, TN",28940.0,3251.2,2008,21328.0,"Knoxville, TN Metro Area"
1169,"Kokomo, IN",29020.0,1030.4,2008,3811.0,"Kokomo, IN Metro Area"
1170,"La Crosse-Onalaska, WI-MN",29100.0,1478.4,2008,13504.0,"La Crosse-Onalaska, WI-MN Metro Area"
1171,"Lafayette, LA",29180.0,5465.5999999999985,2008,41803.0,"Lafayette, LA Metro Area"
