,UZA Name,UZA,RailBus,Year,FARE_TOTAL
5449,"El Paso, TX-NM",53,Bus,2008,7287779.0
6318,"El Paso, TX-NM",53,Bus,2009,8147525.0
7187,"El Paso, TX-NM",53,Bus,2010,7897873.0
8056,"El Paso, TX-NM",53,Bus,2011,8729324.0
8925,"El Paso, TX-NM",53,Bus,2012,9090275.0
9794,"El Paso, TX-NM",53,Bus,2013,9148195.0
10663,"El Paso, TX-NM",53,Bus,2014,9227493.0
11532,"El Paso, TX-NM",53,Bus,2015,8889145.0
12401,"El Paso, TX-NM",53,Bus,2016,8330246.0
13270,"El Paso, TX-NM",53,Bus,2017,7689310.0
14139,"El Paso, TX-NM",53,Bus,2018,7068883.25
236,"El Paso, TX-NM",53,DemandResponse,2002,273599.0
1105,"El Paso, TX-NM",53,DemandResponse,2003,315404.0
1974,"El Paso, TX-NM",53,DemandResponse,2004,286237.0
2843,"El Paso, TX-NM",53,DemandResponse,2005,290276.0
3712,"El Paso, TX-NM",53,DemandResponse,2006,327640.0
4581,"El Paso, TX-NM",53,DemandResponse,2007,386945.0
5450,"El Paso, TX-NM",53,DemandResponse,2008,398782.0
6319,"El Paso, TX-NM",53,DemandResponse,2009,547300.0
7188,"El Paso, TX-NM",53,DemandResponse,2010,553158.0
8057,"El Paso, TX-NM",53,DemandResponse,2011,494063.0
8926,"El Paso, TX-NM",53,DemandResponse,2012,1241233.0
9795,"El Paso, TX-NM",53,DemandResponse,2013,905726.0
10664,"El Paso, TX-NM",53,DemandResponse,2014,1748342.0
11533,"El Paso, TX-NM",53,DemandResponse,2015,598155.0
12402,"El Paso, TX-NM",53,DemandResponse,2016,620039.0
13271,"El Paso, TX-NM",53,DemandResponse,2017,627395.0
14140,"El Paso, TX-NM",53,DemandResponse,2018,638383.0
237,"Elizabethtown-Radcliff, KY",379,Bus,2002,0.0
1106,"Elizabethtown-Radcliff, KY",379,Bus,2003,0.0
1975,"Elizabethtown-Radcliff, KY",379,Bus,2004,0.0
2844,"Elizabethtown-Radcliff, KY",379,Bus,2005,0.0
3713,"Elizabethtown-Radcliff, KY",379,Bus,2006,0.0
4582,"Elizabethtown-Radcliff, KY",379,Bus,2007,0.0
5451,"Elizabethtown-Radcliff, KY",379,Bus,2008,0.0
6320,"Elizabethtown-Radcliff, KY",379,Bus,2009,0.0
7189,"Elizabethtown-Radcliff, KY",379,Bus,2010,0.0
8058,"Elizabethtown-Radcliff, KY",379,Bus,2011,57061.0
8927,"Elizabethtown-Radcliff, KY",379,Bus,2012,0.0
9796,"Elizabethtown-Radcliff, KY",379,Bus,2013,0.0
10665,"Elizabethtown-Radcliff, KY",379,Bus,2014,0.0
11534,"Elizabethtown-Radcliff, KY",379,Bus,2015,0.0
12403,"Elizabethtown-Radcliff, KY",379,Bus,2016,0.0
13272,"Elizabethtown-Radcliff, KY",379,Bus,2017,0.0
14141,"Elizabethtown-Radcliff, KY",379,Bus,2018,0.0
238,"Elizabethtown-Radcliff, KY",379,DemandResponse,2002,0.0
1107,"Elizabethtown-Radcliff, KY",379,DemandResponse,2003,0.0
1976,"Elizabethtown-Radcliff, KY",379,DemandResponse,2004,0.0
2845,"Elizabethtown-Radcliff, KY",379,DemandResponse,2005,0.0
3714,"Elizabethtown-Radcliff, KY",379,DemandResponse,2006,0.0
4583,"Elizabethtown-Radcliff, KY",379,DemandResponse,2007,0.0
5452,"Elizabethtown-Radcliff, KY",379,DemandResponse,2008,0.0
6321,"Elizabethtown-Radcliff, KY",379,DemandResponse,2009,0.0
7190,"Elizabethtown-Radcliff, KY",379,DemandResponse,2010,0.0
8059,"Elizabethtown-Radcliff, KY",379,DemandResponse,2011,678891.0
8928,"Elizabethtown-Radcliff, KY",379,DemandResponse,2012,0.0
9797,"Elizabethtown-Radcliff, KY",379,DemandResponse,2013,42774.0
10666,"Elizabethtown-Radcliff, KY",379,DemandResponse,2014,49081.0
11535,"Elizabethtown-Radcliff, KY",379,DemandResponse,2015,40941.0
12404,"Elizabethtown-Radcliff, KY",379,DemandResponse,2016,1843469.0
13273,"Elizabethtown-Radcliff, KY",379,DemandResponse,2017,2360526.0
14142,"Elizabethtown-Radcliff, KY",379,DemandResponse,2018,3198950.75
239,"Elkhart, IN-MI",227,Bus,2002,60256.0
1108,"Elkhart, IN-MI",227,Bus,2003,65303.0
1977,"Elkhart, IN-MI",227,Bus,2004,84764.0
2846,"Elkhart, IN-MI",227,Bus,2005,93202.0
3715,"Elkhart, IN-MI",227,Bus,2006,119940.0
4584,"Elkhart, IN-MI",227,Bus,2007,133810.0
5453,"Elkhart, IN-MI",227,Bus,2008,150902.0
6322,"Elkhart, IN-MI",227,Bus,2009,149350.0
7191,"Elkhart, IN-MI",227,Bus,2010,189510.0
8060,"Elkhart, IN-MI",227,Bus,2011,239850.0
8929,"Elkhart, IN-MI",227,Bus,2012,265414.0
9798,"Elkhart, IN-MI",227,Bus,2013,286884.0
10667,"Elkhart, IN-MI",227,Bus,2014,298953.0
11536,"Elkhart, IN-MI",227,Bus,2015,255434.0
12405,"Elkhart, IN-MI",227,Bus,2016,251860.0
13274,"Elkhart, IN-MI",227,Bus,2017,246771.0
14143,"Elkhart, IN-MI",227,Bus,2018,242060.75
240,"Elkhart, IN-MI",227,DemandResponse,2002,456079.0
1109,"Elkhart, IN-MI",227,DemandResponse,2003,439289.0
1978,"Elkhart, IN-MI",227,DemandResponse,2004,436501.0
2847,"Elkhart, IN-MI",227,DemandResponse,2005,480668.0
3716,"Elkhart, IN-MI",227,DemandResponse,2006,413026.0
4585,"Elkhart, IN-MI",227,DemandResponse,2007,439115.0
5454,"Elkhart, IN-MI",227,DemandResponse,2008,434291.0
6323,"Elkhart, IN-MI",227,DemandResponse,2009,347895.0
7192,"Elkhart, IN-MI",227,DemandResponse,2010,205657.0
8061,"Elkhart, IN-MI",227,DemandResponse,2011,245534.0
8930,"Elkhart, IN-MI",227,DemandResponse,2012,240169.0
9799,"Elkhart, IN-MI",227,DemandResponse,2013,120129.0
10668,"Elkhart, IN-MI",227,DemandResponse,2014,28558.0
11537,"Elkhart, IN-MI",227,DemandResponse,2015,40589.0
12406,"Elkhart, IN-MI",227,DemandResponse,2016,53908.0
13275,"Elkhart, IN-MI",227,DemandResponse,2017,59087.0
14144,"Elkhart, IN-MI",227,DemandResponse,2018,66301.0
241,"Elmira, NY",407,Bus,2002,1283347.0
1110,"Elmira, NY",407,Bus,2003,1649487.0
1979,"Elmira, NY",407,Bus,2004,1456664.0
2848,"Elmira, NY",407,Bus,2005,1736821.0
3717,"Elmira, NY",407,Bus,2006,1746479.0
4586,"Elmira, NY",407,Bus,2007,1819010.0
5455,"Elmira, NY",407,Bus,2008,1975577.0
6324,"Elmira, NY",407,Bus,2009,658795.0
7193,"Elmira, NY",407,Bus,2010,684175.0
8062,"Elmira, NY",407,Bus,2011,698519.0
8931,"Elmira, NY",407,Bus,2012,660090.0
9800,"Elmira, NY",407,Bus,2013,705715.0
10669,"Elmira, NY",407,Bus,2014,763138.0
11538,"Elmira, NY",407,Bus,2015,778411.0
12407,"Elmira, NY",407,Bus,2016,712216.0
13276,"Elmira, NY",407,Bus,2017,785413.0
14145,"Elmira, NY",407,Bus,2018,823762.0
242,"Elmira, NY",407,DemandResponse,2002,337040.0
1111,"Elmira, NY",407,DemandResponse,2003,454450.0
1980,"Elmira, NY",407,DemandResponse,2004,482486.0
2849,"Elmira, NY",407,DemandResponse,2005,518791.0
3718,"Elmira, NY",407,DemandResponse,2006,610443.0
4587,"Elmira, NY",407,DemandResponse,2007,672785.0
5456,"Elmira, NY",407,DemandResponse,2008,806926.0
6325,"Elmira, NY",407,DemandResponse,2009,301547.0
7194,"Elmira, NY",407,DemandResponse,2010,259515.0
8063,"Elmira, NY",407,DemandResponse,2011,285311.0
8932,"Elmira, NY",407,DemandResponse,2012,310630.0
9801,"Elmira, NY",407,DemandResponse,2013,266975.0
10670,"Elmira, NY",407,DemandResponse,2014,268130.0
11539,"Elmira, NY",407,DemandResponse,2015,262246.0
12408,"Elmira, NY",407,DemandResponse,2016,250759.0
13277,"Elmira, NY",407,DemandResponse,2017,230645.0
14146,"Elmira, NY",407,DemandResponse,2018,212687.75
243,"Erie, PA",183,Bus,2002,1989510.0
1112,"Erie, PA",183,Bus,2003,1956308.0
1981,"Erie, PA",183,Bus,2004,1970356.0
2850,"Erie, PA",183,Bus,2005,1993899.0
3719,"Erie, PA",183,Bus,2006,2110565.0
4588,"Erie, PA",183,Bus,2007,2156359.0
5457,"Erie, PA",183,Bus,2008,2152657.0
6326,"Erie, PA",183,Bus,2009,2234655.0
7195,"Erie, PA",183,Bus,2010,2185648.0
8064,"Erie, PA",183,Bus,2011,2286371.0
8933,"Erie, PA",183,Bus,2012,2356057.0
9802,"Erie, PA",183,Bus,2013,2616276.0
10671,"Erie, PA",183,Bus,2014,2792335.0
11540,"Erie, PA",183,Bus,2015,2885883.0
12409,"Erie, PA",183,Bus,2016,2899788.0
13278,"Erie, PA",183,Bus,2017,2947165.0
14147,"Erie, PA",183,Bus,2018,2986174.0
244,"Erie, PA",183,DemandResponse,2002,1706965.0
1113,"Erie, PA",183,DemandResponse,2003,1829598.0
1982,"Erie, PA",183,DemandResponse,2004,2995191.0
2851,"Erie, PA",183,DemandResponse,2005,3515976.0
3720,"Erie, PA",183,DemandResponse,2006,3548490.0
4589,"Erie, PA",183,DemandResponse,2007,3449733.0
5458,"Erie, PA",183,DemandResponse,2008,3611787.0
6327,"Erie, PA",183,DemandResponse,2009,3722955.0
7196,"Erie, PA",183,DemandResponse,2010,3649806.0
8065,"Erie, PA",183,DemandResponse,2011,3877257.0
8934,"Erie, PA",183,DemandResponse,2012,3960429.0
9803,"Erie, PA",183,DemandResponse,2013,3970537.0
10672,"Erie, PA",183,DemandResponse,2014,3738973.0
11541,"Erie, PA",183,DemandResponse,2015,3843121.0
12410,"Erie, PA",183,DemandResponse,2016,3569666.0
13279,"Erie, PA",183,DemandResponse,2017,3306632.0
14148,"Erie, PA",183,DemandResponse,2018,3040992.75
245,"Eugene, OR",151,Bus,2002,4006082.0
1114,"Eugene, OR",151,Bus,2003,4314671.0
1983,"Eugene, OR",151,Bus,2004,4435613.0
2852,"Eugene, OR",151,Bus,2005,4378336.0
3721,"Eugene, OR",151,Bus,2006,5078340.0
4590,"Eugene, OR",151,Bus,2007,5213706.0
5459,"Eugene, OR",151,Bus,2008,6122561.0
6328,"Eugene, OR",151,Bus,2009,6639924.0
7197,"Eugene, OR",151,Bus,2010,7064784.0
8066,"Eugene, OR",151,Bus,2011,7432593.0
8935,"Eugene, OR",151,Bus,2012,6774444.0
9804,"Eugene, OR",151,Bus,2013,6952902.0
10673,"Eugene, OR",151,Bus,2014,7108331.0
11542,"Eugene, OR",151,Bus,2015,7320181.0
12411,"Eugene, OR",151,Bus,2016,7148311.0
13280,"Eugene, OR",151,Bus,2017,7494017.0
14149,"Eugene, OR",151,Bus,2018,7710329.0
246,"Eugene, OR",151,DemandResponse,2002,392245.0
1115,"Eugene, OR",151,DemandResponse,2003,413201.0
1984,"Eugene, OR",151,DemandResponse,2004,68096.0
2853,"Eugene, OR",151,DemandResponse,2005,236023.0
3722,"Eugene, OR",151,DemandResponse,2006,280778.0
4591,"Eugene, OR",151,DemandResponse,2007,229066.0
5460,"Eugene, OR",151,DemandResponse,2008,241986.0
6329,"Eugene, OR",151,DemandResponse,2009,295215.0
7198,"Eugene, OR",151,DemandResponse,2010,326936.0
8067,"Eugene, OR",151,DemandResponse,2011,296877.0
8936,"Eugene, OR",151,DemandResponse,2012,351152.0
9805,"Eugene, OR",151,DemandResponse,2013,415778.0
10674,"Eugene, OR",151,DemandResponse,2014,552908.0
11543,"Eugene, OR",151,DemandResponse,2015,633057.0
12412,"Eugene, OR",151,DemandResponse,2016,528175.0
13281,"Eugene, OR",151,DemandResponse,2017,560451.0
14150,"Eugene, OR",151,DemandResponse,2018,558437.5
247,"Evansville, IN-KY",159,Bus,2002,174643.0
1116,"Evansville, IN-KY",159,Bus,2003,769943.0
1985,"Evansville, IN-KY",159,Bus,2004,695703.0
2854,"Evansville, IN-KY",159,Bus,2005,777818.0
3723,"Evansville, IN-KY",159,Bus,2006,919361.0
4592,"Evansville, IN-KY",159,Bus,2007,979950.0
5461,"Evansville, IN-KY",159,Bus,2008,996501.0
6330,"Evansville, IN-KY",159,Bus,2009,954227.0
7199,"Evansville, IN-KY",159,Bus,2010,1070791.0
8068,"Evansville, IN-KY",159,Bus,2011,1248324.0
8937,"Evansville, IN-KY",159,Bus,2012,1332088.0
9806,"Evansville, IN-KY",159,Bus,2013,1464324.0
10675,"Evansville, IN-KY",159,Bus,2014,1484838.0
11544,"Evansville, IN-KY",159,Bus,2015,1464493.0
12413,"Evansville, IN-KY",159,Bus,2016,1400321.0
13282,"Evansville, IN-KY",159,Bus,2017,1341736.0
14151,"Evansville, IN-KY",159,Bus,2018,1281754.25
248,"Evansville, IN-KY",159,DemandResponse,2002,727087.0
1117,"Evansville, IN-KY",159,DemandResponse,2003,102343.0
1986,"Evansville, IN-KY",159,DemandResponse,2004,109692.0
2855,"Evansville, IN-KY",159,DemandResponse,2005,105953.0
3724,"Evansville, IN-KY",159,DemandResponse,2006,125367.0
4593,"Evansville, IN-KY",159,DemandResponse,2007,115577.0
5462,"Evansville, IN-KY",159,DemandResponse,2008,128582.0
6331,"Evansville, IN-KY",159,DemandResponse,2009,360068.0
7200,"Evansville, IN-KY",159,DemandResponse,2010,263673.0
8069,"Evansville, IN-KY",159,DemandResponse,2011,311954.0
8938,"Evansville, IN-KY",159,DemandResponse,2012,308397.0
9807,"Evansville, IN-KY",159,DemandResponse,2013,276096.0
10676,"Evansville, IN-KY",159,DemandResponse,2014,116133.0
11545,"Evansville, IN-KY",159,DemandResponse,2015,410377.0
12414,"Evansville, IN-KY",159,DemandResponse,2016,386041.0
13283,"Evansville, IN-KY",159,DemandResponse,2017,405087.0
14152,"Evansville, IN-KY",159,DemandResponse,2018,413287.5
249,"Fairbanks, AK",425,Bus,2002,0.0
1118,"Fairbanks, AK",425,Bus,2003,0.0
1987,"Fairbanks, AK",425,Bus,2004,181426.0
2856,"Fairbanks, AK",425,Bus,2005,166352.0
3725,"Fairbanks, AK",425,Bus,2006,154779.0
4594,"Fairbanks, AK",425,Bus,2007,214900.0
5463,"Fairbanks, AK",425,Bus,2008,273294.0
6332,"Fairbanks, AK",425,Bus,2009,307754.0
7201,"Fairbanks, AK",425,Bus,2010,381079.0
8070,"Fairbanks, AK",425,Bus,2011,342376.0
8939,"Fairbanks, AK",425,Bus,2012,239388.0
9808,"Fairbanks, AK",425,Bus,2013,253234.0
10677,"Fairbanks, AK",425,Bus,2014,273528.0
11546,"Fairbanks, AK",425,Bus,2015,364483.0
12415,"Fairbanks, AK",425,Bus,2016,375443.0
13284,"Fairbanks, AK",425,Bus,2017,393536.0
14153,"Fairbanks, AK",425,Bus,2018,409845.75
250,"Fairbanks, AK",425,DemandResponse,2002,0.0
1119,"Fairbanks, AK",425,DemandResponse,2003,0.0
1988,"Fairbanks, AK",425,DemandResponse,2004,28650.0
2857,"Fairbanks, AK",425,DemandResponse,2005,26992.0
3726,"Fairbanks, AK",425,DemandResponse,2006,28312.0
4595,"Fairbanks, AK",425,DemandResponse,2007,27586.0
5464,"Fairbanks, AK",425,DemandResponse,2008,48935.0
6333,"Fairbanks, AK",425,DemandResponse,2009,51394.0
7202,"Fairbanks, AK",425,DemandResponse,2010,40597.0
8071,"Fairbanks, AK",425,DemandResponse,2011,38699.0
8940,"Fairbanks, AK",425,DemandResponse,2012,36227.0
9809,"Fairbanks, AK",425,DemandResponse,2013,36351.0
10678,"Fairbanks, AK",425,DemandResponse,2014,36923.0
11547,"Fairbanks, AK",425,DemandResponse,2015,40568.0
12416,"Fairbanks, AK",425,DemandResponse,2016,41590.0
13285,"Fairbanks, AK",425,DemandResponse,2017,36710.0
14154,"Fairbanks, AK",425,DemandResponse,2018,33305.5
251,"Fairfield, CA",240,Bus,2002,660786.0
1120,"Fairfield, CA",240,Bus,2003,661893.0
1989,"Fairfield, CA",240,Bus,2004,798297.0
2858,"Fairfield, CA",240,Bus,2005,861369.0
3727,"Fairfield, CA",240,Bus,2006,878235.0
4596,"Fairfield, CA",240,Bus,2007,1619957.0
5465,"Fairfield, CA",240,Bus,2008,1868716.0
6334,"Fairfield, CA",240,Bus,2009,2018979.0
7203,"Fairfield, CA",240,Bus,2010,1914965.0
8072,"Fairfield, CA",240,Bus,2011,2028003.0
8941,"Fairfield, CA",240,Bus,2012,2010583.0
9810,"Fairfield, CA",240,Bus,2013,2095877.0
10679,"Fairfield, CA",240,Bus,2014,2098578.0
11548,"Fairfield, CA",240,Bus,2015,2176185.0
12417,"Fairfield, CA",240,Bus,2016,2161730.0
13286,"Fairfield, CA",240,Bus,2017,2192450.0
14155,"Fairfield, CA",240,Bus,2018,2211876.25
252,"Fairfield, CA",240,DemandResponse,2002,33220.0
1121,"Fairfield, CA",240,DemandResponse,2003,31987.0
1990,"Fairfield, CA",240,DemandResponse,2004,43050.0
2859,"Fairfield, CA",240,DemandResponse,2005,70077.0
3728,"Fairfield, CA",240,DemandResponse,2006,75747.0
4597,"Fairfield, CA",240,DemandResponse,2007,98226.0
5466,"Fairfield, CA",240,DemandResponse,2008,101334.0
6335,"Fairfield, CA",240,DemandResponse,2009,86703.0
7204,"Fairfield, CA",240,DemandResponse,2010,80471.0
8073,"Fairfield, CA",240,DemandResponse,2011,64431.0
8942,"Fairfield, CA",240,DemandResponse,2012,73180.0
9811,"Fairfield, CA",240,DemandResponse,2013,85653.0
10680,"Fairfield, CA",240,DemandResponse,2014,88354.0
11549,"Fairfield, CA",240,DemandResponse,2015,105217.0
12418,"Fairfield, CA",240,DemandResponse,2016,111298.0
13287,"Fairfield, CA",240,DemandResponse,2017,125665.0
14156,"Fairfield, CA",240,DemandResponse,2018,137960.5
253,"Fargo, ND-MN",194,Bus,2002,366574.0
1122,"Fargo, ND-MN",194,Bus,2003,399443.0
1991,"Fargo, ND-MN",194,Bus,2004,412267.0
2860,"Fargo, ND-MN",194,Bus,2005,467812.0
3729,"Fargo, ND-MN",194,Bus,2006,581775.0
4598,"Fargo, ND-MN",194,Bus,2007,556521.0
5467,"Fargo, ND-MN",194,Bus,2008,0.0
6336,"Fargo, ND-MN",194,Bus,2009,903805.0
7205,"Fargo, ND-MN",194,Bus,2010,854444.0
8074,"Fargo, ND-MN",194,Bus,2011,844665.0
8943,"Fargo, ND-MN",194,Bus,2012,937388.0
9812,"Fargo, ND-MN",194,Bus,2013,970874.0
10681,"Fargo, ND-MN",194,Bus,2014,1015343.0
11550,"Fargo, ND-MN",194,Bus,2015,954089.0
12419,"Fargo, ND-MN",194,Bus,2016,914985.0
13288,"Fargo, ND-MN",194,Bus,2017,864714.0
14157,"Fargo, ND-MN",194,Bus,2018,817234.75
254,"Fargo, ND-MN",194,DemandResponse,2002,146019.0
1123,"Fargo, ND-MN",194,DemandResponse,2003,161477.0
1992,"Fargo, ND-MN",194,DemandResponse,2004,196226.0
2861,"Fargo, ND-MN",194,DemandResponse,2005,202235.0
3730,"Fargo, ND-MN",194,DemandResponse,2006,237475.0
4599,"Fargo, ND-MN",194,DemandResponse,2007,286069.0
5468,"Fargo, ND-MN",194,DemandResponse,2008,0.0
6337,"Fargo, ND-MN",194,DemandResponse,2009,451494.0
7206,"Fargo, ND-MN",194,DemandResponse,2010,352790.0
8075,"Fargo, ND-MN",194,DemandResponse,2011,341703.0
8944,"Fargo, ND-MN",194,DemandResponse,2012,357970.0
9813,"Fargo, ND-MN",194,DemandResponse,2013,218743.0
10682,"Fargo, ND-MN",194,DemandResponse,2014,211421.0
11551,"Fargo, ND-MN",194,DemandResponse,2015,207634.0
12420,"Fargo, ND-MN",194,DemandResponse,2016,215748.0
13289,"Fargo, ND-MN",194,DemandResponse,2017,217782.0
14158,"Fargo, ND-MN",194,DemandResponse,2018,221336.0
255,"Fayetteville, NC",122,Bus,2002,504129.0
1124,"Fayetteville, NC",122,Bus,2003,497106.0
1993,"Fayetteville, NC",122,Bus,2004,409870.0
2862,"Fayetteville, NC",122,Bus,2005,417289.0
3731,"Fayetteville, NC",122,Bus,2006,434099.0
4600,"Fayetteville, NC",122,Bus,2007,504815.0
5469,"Fayetteville, NC",122,Bus,2008,527174.0
6338,"Fayetteville, NC",122,Bus,2009,549029.0
7207,"Fayetteville, NC",122,Bus,2010,651112.0
8076,"Fayetteville, NC",122,Bus,2011,820254.0
8945,"Fayetteville, NC",122,Bus,2012,944078.0
9814,"Fayetteville, NC",122,Bus,2013,1031083.0
10683,"Fayetteville, NC",122,Bus,2014,1146253.0
11552,"Fayetteville, NC",122,Bus,2015,1226570.0
12421,"Fayetteville, NC",122,Bus,2016,1219215.0
13290,"Fayetteville, NC",122,Bus,2017,1175608.0
14159,"Fayetteville, NC",122,Bus,2018,1141064.0
256,"Fayetteville, NC",122,DemandResponse,2002,16933.0
1125,"Fayetteville, NC",122,DemandResponse,2003,25604.0
1994,"Fayetteville, NC",122,DemandResponse,2004,29995.0
2863,"Fayetteville, NC",122,DemandResponse,2005,37960.0
3732,"Fayetteville, NC",122,DemandResponse,2006,36088.0
4601,"Fayetteville, NC",122,DemandResponse,2007,41667.0
5470,"Fayetteville, NC",122,DemandResponse,2008,50002.0
6339,"Fayetteville, NC",122,DemandResponse,2009,53867.0
7208,"Fayetteville, NC",122,DemandResponse,2010,56760.0
8077,"Fayetteville, NC",122,DemandResponse,2011,58112.0
8946,"Fayetteville, NC",122,DemandResponse,2012,69253.0
9815,"Fayetteville, NC",122,DemandResponse,2013,72865.0
10684,"Fayetteville, NC",122,DemandResponse,2014,81909.0
11553,"Fayetteville, NC",122,DemandResponse,2015,100133.0
12422,"Fayetteville, NC",122,DemandResponse,2016,103371.0
13291,"Fayetteville, NC",122,DemandResponse,2017,103488.0
14160,"Fayetteville, NC",122,DemandResponse,2018,104385.25
257,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2002,0.0
1126,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2003,0.0
1995,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2004,1176.0
2864,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2005,1385.0
3733,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2006,1375.0
4602,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2007,781927.0
5471,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2008,745465.0
6340,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2009,645183.0
7209,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2010,964709.0
8078,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2011,815650.0
8947,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2012,979039.0
9816,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2013,1482384.0
10685,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2014,1397008.0
11554,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2015,1431228.0
12423,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2016,1324731.0
13292,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2017,1808990.0
14161,"Fayetteville-Springdale-Rogers, AR-MO",129,Bus,2018,2145560.0
258,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2002,40698.0
1127,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2003,41000.0
1996,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2004,57580.0
2865,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2005,67890.0
3734,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2006,67389.0
4603,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2007,238226.0
5472,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2008,228617.0
6341,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2009,144909.0
7210,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2010,255080.0
8079,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2011,222259.0
8948,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2012,225414.0
9817,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2013,44032.0
10686,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2014,78191.0
11555,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2015,83711.0
12424,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2016,84397.0
13293,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2017,82460.0
14162,"Fayetteville-Springdale-Rogers, AR-MO",129,DemandResponse,2018,81178.75
259,"Flagstaff, AZ",384,Bus,2002,0.0
261,"Flagstaff, AZ",403,Bus,2002,75118.0
1128,"Flagstaff, AZ",384,Bus,2003,0.0
1130,"Flagstaff, AZ",403,Bus,2003,98595.0
1997,"Flagstaff, AZ",384,Bus,2004,0.0
1999,"Flagstaff, AZ",403,Bus,2004,231913.0
2866,"Flagstaff, AZ",384,Bus,2005,0.0
2868,"Flagstaff, AZ",403,Bus,2005,265904.0
3735,"Flagstaff, AZ",384,Bus,2006,0.0
3737,"Flagstaff, AZ",403,Bus,2006,371748.0
4604,"Flagstaff, AZ",384,Bus,2007,0.0
4606,"Flagstaff, AZ",403,Bus,2007,453140.0
5473,"Flagstaff, AZ",384,Bus,2008,507919.0
5475,"Flagstaff, AZ",403,Bus,2008,0.0
6342,"Flagstaff, AZ",384,Bus,2009,492416.0
6344,"Flagstaff, AZ",403,Bus,2009,0.0
7211,"Flagstaff, AZ",384,Bus,2010,794327.0
7213,"Flagstaff, AZ",403,Bus,2010,0.0
8080,"Flagstaff, AZ",384,Bus,2011,771586.0
8082,"Flagstaff, AZ",403,Bus,2011,0.0
8949,"Flagstaff, AZ",384,Bus,2012,1339962.0
8951,"Flagstaff, AZ",403,Bus,2012,0.0
9818,"Flagstaff, AZ",384,Bus,2013,1354377.0
9820,"Flagstaff, AZ",403,Bus,2013,0.0
10687,"Flagstaff, AZ",384,Bus,2014,1330189.0
10689,"Flagstaff, AZ",403,Bus,2014,0.0
11556,"Flagstaff, AZ",384,Bus,2015,1309072.0
11558,"Flagstaff, AZ",403,Bus,2015,0.0
12425,"Flagstaff, AZ",384,Bus,2016,1252543.0
12427,"Flagstaff, AZ",403,Bus,2016,0.0
13294,"Flagstaff, AZ",384,Bus,2017,1307869.0
13296,"Flagstaff, AZ",403,Bus,2017,0.0
14163,"Flagstaff, AZ",384,Bus,2018,1335231.25
14165,"Flagstaff, AZ",403,Bus,2018,0.0
260,"Flagstaff, AZ",384,DemandResponse,2002,0.0
262,"Flagstaff, AZ",403,DemandResponse,2002,106679.0
1129,"Flagstaff, AZ",384,DemandResponse,2003,0.0
1131,"Flagstaff, AZ",403,DemandResponse,2003,28201.0
1998,"Flagstaff, AZ",384,DemandResponse,2004,0.0
2000,"Flagstaff, AZ",403,DemandResponse,2004,29236.0
2867,"Flagstaff, AZ",384,DemandResponse,2005,0.0
2869,"Flagstaff, AZ",403,DemandResponse,2005,29061.0
3736,"Flagstaff, AZ",384,DemandResponse,2006,0.0
3738,"Flagstaff, AZ",403,DemandResponse,2006,26670.0
4605,"Flagstaff, AZ",384,DemandResponse,2007,0.0
4607,"Flagstaff, AZ",403,DemandResponse,2007,31234.0
5474,"Flagstaff, AZ",384,DemandResponse,2008,34997.0
5476,"Flagstaff, AZ",403,DemandResponse,2008,0.0
6343,"Flagstaff, AZ",384,DemandResponse,2009,172276.0
6345,"Flagstaff, AZ",403,DemandResponse,2009,0.0
