,UZA Name,UZA,RailBus,Year,FARE_TOTAL
8370,"Oklahoma City, OK",51,Bus,2011,2345798.0
9239,"Oklahoma City, OK",51,Bus,2012,2422741.0
10108,"Oklahoma City, OK",51,Bus,2013,2413183.0
10977,"Oklahoma City, OK",51,Bus,2014,2416234.0
11846,"Oklahoma City, OK",51,Bus,2015,2608027.0
12715,"Oklahoma City, OK",51,Bus,2016,2569554.0
13584,"Oklahoma City, OK",51,Bus,2017,2470244.0
14453,"Oklahoma City, OK",51,Bus,2018,2386143.25
550,"Oklahoma City, OK",51,DemandResponse,2002,621521.0
1419,"Oklahoma City, OK",51,DemandResponse,2003,235787.0
2288,"Oklahoma City, OK",51,DemandResponse,2004,495231.0
3157,"Oklahoma City, OK",51,DemandResponse,2005,219367.0
4026,"Oklahoma City, OK",51,DemandResponse,2006,240567.0
4895,"Oklahoma City, OK",51,DemandResponse,2007,241010.0
5764,"Oklahoma City, OK",51,DemandResponse,2008,201378.0
6633,"Oklahoma City, OK",51,DemandResponse,2009,217966.0
7502,"Oklahoma City, OK",51,DemandResponse,2010,223388.0
8371,"Oklahoma City, OK",51,DemandResponse,2011,239818.0
9240,"Oklahoma City, OK",51,DemandResponse,2012,254763.0
10109,"Oklahoma City, OK",51,DemandResponse,2013,199391.0
10978,"Oklahoma City, OK",51,DemandResponse,2014,221819.0
11847,"Oklahoma City, OK",51,DemandResponse,2015,218891.0
12716,"Oklahoma City, OK",51,DemandResponse,2016,209825.0
13585,"Oklahoma City, OK",51,DemandResponse,2017,260856.0
14454,"Oklahoma City, OK",51,DemandResponse,2018,296862.75
551,"Oklahoma City, OK",51,Other,2002,0.0
1420,"Oklahoma City, OK",51,Other,2003,0.0
2289,"Oklahoma City, OK",51,Other,2004,0.0
3158,"Oklahoma City, OK",51,Other,2005,0.0
4027,"Oklahoma City, OK",51,Other,2006,0.0
4896,"Oklahoma City, OK",51,Other,2007,0.0
5765,"Oklahoma City, OK",51,Other,2008,0.0
6634,"Oklahoma City, OK",51,Other,2009,0.0
7503,"Oklahoma City, OK",51,Other,2010,0.0
8372,"Oklahoma City, OK",51,Other,2011,87300.0
9241,"Oklahoma City, OK",51,Other,2012,38676.0
10110,"Oklahoma City, OK",51,Other,2013,36178.0
10979,"Oklahoma City, OK",51,Other,2014,30376.0
11848,"Oklahoma City, OK",51,Other,2015,22963.0
12717,"Oklahoma City, OK",51,Other,2016,30188.0
13586,"Oklahoma City, OK",51,Other,2017,33975.0
14455,"Oklahoma City, OK",51,Other,2018,38621.5
552,"Olympia-Lacey, WA",195,Bus,2002,1320524.0
1421,"Olympia-Lacey, WA",195,Bus,2003,1371875.0
2290,"Olympia-Lacey, WA",195,Bus,2004,1361666.0
3159,"Olympia-Lacey, WA",195,Bus,2005,1390997.0
4028,"Olympia-Lacey, WA",195,Bus,2006,1482310.0
4897,"Olympia-Lacey, WA",195,Bus,2007,1628735.0
5766,"Olympia-Lacey, WA",195,Bus,2008,1850861.0
6635,"Olympia-Lacey, WA",195,Bus,2009,2306799.0
7504,"Olympia-Lacey, WA",195,Bus,2010,2414920.0
8373,"Olympia-Lacey, WA",195,Bus,2011,2381146.0
9242,"Olympia-Lacey, WA",195,Bus,2012,2541648.0
10111,"Olympia-Lacey, WA",195,Bus,2013,2863158.0
10980,"Olympia-Lacey, WA",195,Bus,2014,2965622.0
11849,"Olympia-Lacey, WA",195,Bus,2015,2802364.0
12718,"Olympia-Lacey, WA",195,Bus,2016,2877197.0
13587,"Olympia-Lacey, WA",195,Bus,2017,2567215.0
14456,"Olympia-Lacey, WA",195,Bus,2018,2353436.75
553,"Olympia-Lacey, WA",195,DemandResponse,2002,407557.0
1422,"Olympia-Lacey, WA",195,DemandResponse,2003,433908.0
2291,"Olympia-Lacey, WA",195,DemandResponse,2004,537765.0
3160,"Olympia-Lacey, WA",195,DemandResponse,2005,679127.0
4029,"Olympia-Lacey, WA",195,DemandResponse,2006,874279.0
4898,"Olympia-Lacey, WA",195,DemandResponse,2007,1065417.0
5767,"Olympia-Lacey, WA",195,DemandResponse,2008,1253072.0
6636,"Olympia-Lacey, WA",195,DemandResponse,2009,1634612.0
7505,"Olympia-Lacey, WA",195,DemandResponse,2010,1527836.0
8374,"Olympia-Lacey, WA",195,DemandResponse,2011,1661647.0
9243,"Olympia-Lacey, WA",195,DemandResponse,2012,1839336.0
10112,"Olympia-Lacey, WA",195,DemandResponse,2013,2056059.0
10981,"Olympia-Lacey, WA",195,DemandResponse,2014,2069502.0
11850,"Olympia-Lacey, WA",195,DemandResponse,2015,2030825.0
12719,"Olympia-Lacey, WA",195,DemandResponse,2016,1829821.0
13588,"Olympia-Lacey, WA",195,DemandResponse,2017,1708906.0
14457,"Olympia-Lacey, WA",195,DemandResponse,2018,1567968.75
554,"Omaha, NE-IA",58,Bus,2002,3576160.0
1423,"Omaha, NE-IA",58,Bus,2003,3988533.0
2292,"Omaha, NE-IA",58,Bus,2004,3740327.0
3161,"Omaha, NE-IA",58,Bus,2005,3876813.0
4030,"Omaha, NE-IA",58,Bus,2006,3962668.0
4899,"Omaha, NE-IA",58,Bus,2007,3933597.0
5768,"Omaha, NE-IA",58,Bus,2008,4524809.0
6637,"Omaha, NE-IA",58,Bus,2009,3983971.0
7506,"Omaha, NE-IA",58,Bus,2010,3989687.0
8375,"Omaha, NE-IA",58,Bus,2011,4020004.0
9244,"Omaha, NE-IA",58,Bus,2012,4636442.0
10113,"Omaha, NE-IA",58,Bus,2013,4396349.0
10982,"Omaha, NE-IA",58,Bus,2014,4336495.0
11851,"Omaha, NE-IA",58,Bus,2015,4325694.0
12720,"Omaha, NE-IA",58,Bus,2016,4035814.0
13589,"Omaha, NE-IA",58,Bus,2017,4146313.0
14458,"Omaha, NE-IA",58,Bus,2018,4156717.25
555,"Omaha, NE-IA",58,DemandResponse,2002,99073.0
1424,"Omaha, NE-IA",58,DemandResponse,2003,107972.0
2293,"Omaha, NE-IA",58,DemandResponse,2004,110786.0
3162,"Omaha, NE-IA",58,DemandResponse,2005,123870.0
4031,"Omaha, NE-IA",58,DemandResponse,2006,144860.0
4900,"Omaha, NE-IA",58,DemandResponse,2007,148422.0
5769,"Omaha, NE-IA",58,DemandResponse,2008,164863.0
6638,"Omaha, NE-IA",58,DemandResponse,2009,158222.0
7507,"Omaha, NE-IA",58,DemandResponse,2010,191662.0
8376,"Omaha, NE-IA",58,DemandResponse,2011,181978.0
9245,"Omaha, NE-IA",58,DemandResponse,2012,284904.0
10114,"Omaha, NE-IA",58,DemandResponse,2013,268848.0
10983,"Omaha, NE-IA",58,DemandResponse,2014,275735.0
11852,"Omaha, NE-IA",58,DemandResponse,2015,277222.0
12721,"Omaha, NE-IA",58,DemandResponse,2016,264023.0
13590,"Omaha, NE-IA",58,DemandResponse,2017,274034.0
14459,"Omaha, NE-IA",58,DemandResponse,2018,278242.5
556,"Orlando, FL",32,Bus,2002,11714699.0
1425,"Orlando, FL",32,Bus,2003,13227256.0
2294,"Orlando, FL",32,Bus,2004,14222230.0
3163,"Orlando, FL",32,Bus,2005,16493552.0
4032,"Orlando, FL",32,Bus,2006,18114107.0
4901,"Orlando, FL",32,Bus,2007,18171572.0
5770,"Orlando, FL",32,Bus,2008,20652395.0
6639,"Orlando, FL",32,Bus,2009,20147358.0
7508,"Orlando, FL",32,Bus,2010,20942118.0
8377,"Orlando, FL",32,Bus,2011,24539515.0
9246,"Orlando, FL",32,Bus,2012,26945766.0
10115,"Orlando, FL",32,Bus,2013,27821832.0
10984,"Orlando, FL",32,Bus,2014,27304504.0
11853,"Orlando, FL",32,Bus,2015,26524019.0
12722,"Orlando, FL",32,Bus,2016,24701637.0
13591,"Orlando, FL",32,Bus,2017,23169676.0
14460,"Orlando, FL",32,Bus,2018,21565109.75
557,"Orlando, FL",32,DemandResponse,2002,1173809.0
1426,"Orlando, FL",32,DemandResponse,2003,1049553.0
2295,"Orlando, FL",32,DemandResponse,2004,900642.0
3164,"Orlando, FL",32,DemandResponse,2005,962693.0
4033,"Orlando, FL",32,DemandResponse,2006,1084745.0
4902,"Orlando, FL",32,DemandResponse,2007,1310531.0
5771,"Orlando, FL",32,DemandResponse,2008,1422618.0
6640,"Orlando, FL",32,DemandResponse,2009,1652969.0
7509,"Orlando, FL",32,DemandResponse,2010,1803070.0
8378,"Orlando, FL",32,DemandResponse,2011,1925519.0
9247,"Orlando, FL",32,DemandResponse,2012,2082091.0
10116,"Orlando, FL",32,DemandResponse,2013,2132198.0
10985,"Orlando, FL",32,DemandResponse,2014,2228364.0
11854,"Orlando, FL",32,DemandResponse,2015,2009429.0
12723,"Orlando, FL",32,DemandResponse,2016,3436976.0
13592,"Orlando, FL",32,DemandResponse,2017,3590685.0
14461,"Orlando, FL",32,DemandResponse,2018,4062853.5
558,"Orlando, FL",32,Rail,2002,0.0
1427,"Orlando, FL",32,Rail,2003,0.0
2296,"Orlando, FL",32,Rail,2004,0.0
3165,"Orlando, FL",32,Rail,2005,0.0
4034,"Orlando, FL",32,Rail,2006,0.0
4903,"Orlando, FL",32,Rail,2007,0.0
5772,"Orlando, FL",32,Rail,2008,0.0
6641,"Orlando, FL",32,Rail,2009,0.0
7510,"Orlando, FL",32,Rail,2010,0.0
8379,"Orlando, FL",32,Rail,2011,0.0
9248,"Orlando, FL",32,Rail,2012,0.0
10117,"Orlando, FL",32,Rail,2013,0.0
10986,"Orlando, FL",32,Rail,2014,371360.0
11855,"Orlando, FL",32,Rail,2015,2116764.0
12724,"Orlando, FL",32,Rail,2016,1973864.0
13593,"Orlando, FL",32,Rail,2017,1983617.0
14462,"Orlando, FL",32,Rail,2018,1955206.75
559,"Oshkosh, WI",376,Bus,2002,280152.0
1428,"Oshkosh, WI",376,Bus,2003,257946.0
2297,"Oshkosh, WI",376,Bus,2004,270379.0
3166,"Oshkosh, WI",376,Bus,2005,302801.0
4035,"Oshkosh, WI",376,Bus,2006,360982.0
4904,"Oshkosh, WI",376,Bus,2007,383949.0
5773,"Oshkosh, WI",376,Bus,2008,410797.0
6642,"Oshkosh, WI",376,Bus,2009,476075.0
7511,"Oshkosh, WI",376,Bus,2010,578069.0
8380,"Oshkosh, WI",376,Bus,2011,683861.0
9249,"Oshkosh, WI",376,Bus,2012,537274.0
10118,"Oshkosh, WI",376,Bus,2013,489277.0
10987,"Oshkosh, WI",376,Bus,2014,484387.0
11856,"Oshkosh, WI",376,Bus,2015,460926.0
12725,"Oshkosh, WI",376,Bus,2016,462812.0
13594,"Oshkosh, WI",376,Bus,2017,476005.0
14463,"Oshkosh, WI",376,Bus,2018,486371.25
560,"Oshkosh, WI",376,DemandResponse,2002,187779.0
1429,"Oshkosh, WI",376,DemandResponse,2003,207305.0
2298,"Oshkosh, WI",376,DemandResponse,2004,196767.0
3167,"Oshkosh, WI",376,DemandResponse,2005,186147.0
4036,"Oshkosh, WI",376,DemandResponse,2006,169543.0
4905,"Oshkosh, WI",376,DemandResponse,2007,183744.0
5774,"Oshkosh, WI",376,DemandResponse,2008,218419.0
6643,"Oshkosh, WI",376,DemandResponse,2009,296450.0
7512,"Oshkosh, WI",376,DemandResponse,2010,329528.0
8381,"Oshkosh, WI",376,DemandResponse,2011,424419.0
9250,"Oshkosh, WI",376,DemandResponse,2012,489670.0
10119,"Oshkosh, WI",376,DemandResponse,2013,442481.0
10988,"Oshkosh, WI",376,DemandResponse,2014,465886.0
11857,"Oshkosh, WI",376,DemandResponse,2015,486637.0
12726,"Oshkosh, WI",376,DemandResponse,2016,433149.0
13595,"Oshkosh, WI",376,DemandResponse,2017,405159.0
14464,"Oshkosh, WI",376,DemandResponse,2018,370794.5
561,"Owensboro, KY",391,DemandResponse,2002,0.0
1430,"Owensboro, KY",391,DemandResponse,2003,0.0
2299,"Owensboro, KY",391,DemandResponse,2004,0.0
3168,"Owensboro, KY",391,DemandResponse,2005,0.0
4037,"Owensboro, KY",391,DemandResponse,2006,0.0
4906,"Owensboro, KY",391,DemandResponse,2007,0.0
5775,"Owensboro, KY",391,DemandResponse,2008,0.0
6644,"Owensboro, KY",391,DemandResponse,2009,0.0
7513,"Owensboro, KY",391,DemandResponse,2010,0.0
8382,"Owensboro, KY",391,DemandResponse,2011,0.0
9251,"Owensboro, KY",391,DemandResponse,2012,0.0
10120,"Owensboro, KY",391,DemandResponse,2013,0.0
10989,"Owensboro, KY",391,DemandResponse,2014,0.0
11858,"Owensboro, KY",391,DemandResponse,2015,0.0
12727,"Owensboro, KY",391,DemandResponse,2016,195041.0
13596,"Owensboro, KY",391,DemandResponse,2017,142054.0
14465,"Owensboro, KY",391,DemandResponse,2018,151074.0
562,"Oxnard, CA",103,Bus,2002,2333944.0
1431,"Oxnard, CA",103,Bus,2003,2401994.0
2300,"Oxnard, CA",103,Bus,2004,2969282.0
3169,"Oxnard, CA",103,Bus,2005,2750745.0
4038,"Oxnard, CA",103,Bus,2006,3062774.0
4907,"Oxnard, CA",103,Bus,2007,3247156.0
5776,"Oxnard, CA",103,Bus,2008,3354614.0
6645,"Oxnard, CA",103,Bus,2009,3615356.0
7514,"Oxnard, CA",103,Bus,2010,3600687.0
8383,"Oxnard, CA",103,Bus,2011,3804430.0
9252,"Oxnard, CA",103,Bus,2012,4026248.0
10121,"Oxnard, CA",103,Bus,2013,3925407.0
10990,"Oxnard, CA",103,Bus,2014,4208431.0
11859,"Oxnard, CA",103,Bus,2015,4417283.0
12728,"Oxnard, CA",103,Bus,2016,4384294.0
13597,"Oxnard, CA",103,Bus,2017,4154002.0
14466,"Oxnard, CA",103,Bus,2018,3973035.75
563,"Oxnard, CA",103,DemandResponse,2002,176998.0
1432,"Oxnard, CA",103,DemandResponse,2003,210726.0
2301,"Oxnard, CA",103,DemandResponse,2004,286888.0
3170,"Oxnard, CA",103,DemandResponse,2005,329586.0
4039,"Oxnard, CA",103,DemandResponse,2006,313412.0
4908,"Oxnard, CA",103,DemandResponse,2007,322471.0
5777,"Oxnard, CA",103,DemandResponse,2008,321799.0
6646,"Oxnard, CA",103,DemandResponse,2009,313115.0
7515,"Oxnard, CA",103,DemandResponse,2010,318191.0
8384,"Oxnard, CA",103,DemandResponse,2011,326270.0
9253,"Oxnard, CA",103,DemandResponse,2012,342355.0
10122,"Oxnard, CA",103,DemandResponse,2013,355122.0
10991,"Oxnard, CA",103,DemandResponse,2014,373342.0
11860,"Oxnard, CA",103,DemandResponse,2015,325597.0
12729,"Oxnard, CA",103,DemandResponse,2016,302475.0
13598,"Oxnard, CA",103,DemandResponse,2017,312624.0
14467,"Oxnard, CA",103,DemandResponse,2018,314455.25
564,"Palm Bay-Melbourne, FL",84,Bus,2002,159855.0
1433,"Palm Bay-Melbourne, FL",84,Bus,2003,227857.0
2302,"Palm Bay-Melbourne, FL",84,Bus,2004,273282.0
3171,"Palm Bay-Melbourne, FL",84,Bus,2005,324972.0
4040,"Palm Bay-Melbourne, FL",84,Bus,2006,260810.0
4909,"Palm Bay-Melbourne, FL",84,Bus,2007,456012.0
5778,"Palm Bay-Melbourne, FL",84,Bus,2008,535329.0
6647,"Palm Bay-Melbourne, FL",84,Bus,2009,582902.0
7516,"Palm Bay-Melbourne, FL",84,Bus,2010,608155.0
8385,"Palm Bay-Melbourne, FL",84,Bus,2011,773583.0
9254,"Palm Bay-Melbourne, FL",84,Bus,2012,895328.0
10123,"Palm Bay-Melbourne, FL",84,Bus,2013,969883.0
10992,"Palm Bay-Melbourne, FL",84,Bus,2014,1226770.0
11861,"Palm Bay-Melbourne, FL",84,Bus,2015,1236012.0
12730,"Palm Bay-Melbourne, FL",84,Bus,2016,788177.0
13599,"Palm Bay-Melbourne, FL",84,Bus,2017,834452.0
14468,"Palm Bay-Melbourne, FL",84,Bus,2018,757199.5
565,"Palm Bay-Melbourne, FL",84,DemandResponse,2002,2809142.0
1434,"Palm Bay-Melbourne, FL",84,DemandResponse,2003,2914710.0
2303,"Palm Bay-Melbourne, FL",84,DemandResponse,2004,1919982.0
3172,"Palm Bay-Melbourne, FL",84,DemandResponse,2005,1492020.0
4041,"Palm Bay-Melbourne, FL",84,DemandResponse,2006,1441746.0
4910,"Palm Bay-Melbourne, FL",84,DemandResponse,2007,1625354.0
5779,"Palm Bay-Melbourne, FL",84,DemandResponse,2008,1319387.0
6648,"Palm Bay-Melbourne, FL",84,DemandResponse,2009,1237363.0
7517,"Palm Bay-Melbourne, FL",84,DemandResponse,2010,1279187.0
8386,"Palm Bay-Melbourne, FL",84,DemandResponse,2011,1263949.0
9255,"Palm Bay-Melbourne, FL",84,DemandResponse,2012,815484.0
10124,"Palm Bay-Melbourne, FL",84,DemandResponse,2013,820993.0
10993,"Palm Bay-Melbourne, FL",84,DemandResponse,2014,833835.0
11862,"Palm Bay-Melbourne, FL",84,DemandResponse,2015,1137853.0
12731,"Palm Bay-Melbourne, FL",84,DemandResponse,2016,1292935.0
13600,"Palm Bay-Melbourne, FL",84,DemandResponse,2017,1546417.0
14469,"Palm Bay-Melbourne, FL",84,DemandResponse,2018,1775299.0
566,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2002,1326617.0
1435,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2003,1943776.0
2304,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2004,2033663.0
3173,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2005,1707715.0
4042,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2006,1822918.0
4911,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2007,2291036.0
5780,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2008,2195259.0
6649,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2009,2099858.0
7518,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2010,2323478.0
8387,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2011,2373263.0
9256,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2012,2308825.0
10125,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2013,2585454.0
10994,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2014,2728107.0
11863,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2015,2888608.0
12732,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2016,2721539.0
13601,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2017,2489250.0
14470,"Palm Coast-Daytona Beach-Port Orange, FL",109,Bus,2018,2273266.0
567,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2002,762237.0
1436,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2003,2541899.0
2305,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2004,2651432.0
3174,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2005,2844747.0
4043,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2006,2348483.0
4912,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2007,2856941.0
5781,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2008,1716023.0
6650,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2009,963458.0
7519,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2010,837078.0
8388,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2011,970510.0
9257,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2012,718940.0
10126,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2013,806905.0
10995,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2014,820739.0
11864,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2015,913700.0
12733,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2016,1099740.0
13602,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2017,1123441.0
14471,"Palm Coast-Daytona Beach-Port Orange, FL",109,DemandResponse,2018,1187726.75
568,"Panama City, FL",207,Bus,2002,37263.0
570,"Panama City, FL",229,Bus,2002,0.0
1437,"Panama City, FL",207,Bus,2003,54998.0
1439,"Panama City, FL",229,Bus,2003,0.0
2306,"Panama City, FL",207,Bus,2004,84861.0
2308,"Panama City, FL",229,Bus,2004,0.0
3175,"Panama City, FL",207,Bus,2005,140660.0
3177,"Panama City, FL",229,Bus,2005,0.0
4044,"Panama City, FL",207,Bus,2006,192658.0
4046,"Panama City, FL",229,Bus,2006,0.0
4913,"Panama City, FL",207,Bus,2007,226251.0
4915,"Panama City, FL",229,Bus,2007,0.0
5782,"Panama City, FL",207,Bus,2008,265721.0
5784,"Panama City, FL",229,Bus,2008,0.0
6651,"Panama City, FL",207,Bus,2009,0.0
6653,"Panama City, FL",229,Bus,2009,327192.0
7520,"Panama City, FL",207,Bus,2010,0.0
7522,"Panama City, FL",229,Bus,2010,451349.0
8389,"Panama City, FL",207,Bus,2011,0.0
8391,"Panama City, FL",229,Bus,2011,511778.0
9258,"Panama City, FL",207,Bus,2012,0.0
9260,"Panama City, FL",229,Bus,2012,538419.0
10127,"Panama City, FL",207,Bus,2013,0.0
10129,"Panama City, FL",229,Bus,2013,562733.0
10996,"Panama City, FL",207,Bus,2014,0.0
10998,"Panama City, FL",229,Bus,2014,568059.0
11865,"Panama City, FL",207,Bus,2015,0.0
11867,"Panama City, FL",229,Bus,2015,614404.0
