,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P
50,310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",345662,33817,123067,135796,38424,14558,2011,58617,73004,28.2,47.900000000000006,23.89999999999999
51,310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",342705,34704,124356,129954,38578,15113,2012,60625,75558,29.2,45.8,25.0
52,310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",347942,34985,125422,130336,42960,14239,2013,59626,76670,29.200000000000003,44.7,26.099999999999994
53,310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",347291,32412,126603,131455,41901,14920,2014,62265,79446,27.1,45.6,27.300000000000004
54,310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",342766,32804,126214,127685,41861,14202,2015,63080,81725,26.699999999999996,45.4,27.900000000000013
55,310M300US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",343069,34405,121295,129000,42191,16178,2016,65855,85684,26.9,42.7,30.39999999999999
56,310M300US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",348421,37135,116013,139591,40175,15507,2017,68681,89097,24.900000000000002,42.099999999999994,33.0
57,3100000US10740,10740,"Albuquerque, NM Metro Area",319677,18413,110293,125079,48207,17685,2005,43070,56791,40.3,46.0,13.700000000000003
58,3100000US10740,10740,"Albuquerque, NM Metro Area",318482,18459,108533,124096,46716,20678,2006,44799,58745,38.900000000000006,46.4,14.699999999999996
59,3100000US10740,10740,"Albuquerque, NM Metro Area",322464,17721,111727,124060,47833,21123,2007,45325,60427,38.4,46.0,15.600000000000001
60,3100000US10740,10740,"Albuquerque, NM Metro Area",331371,20772,113448,128920,47402,20829,2008,47198,63503,36.9,45.300000000000004,17.799999999999997
61,3100000US10740,10740,"Albuquerque, NM Metro Area",334647,17776,120045,127430,47757,21639,2009,46824,61059,36.7,46.599999999999994,16.700000000000003
62,310M100US10740,10740,"Albuquerque, NM Metro Area",344800,16484,120481,136269,48104,23462,2010,47383,63619,36.800000000000004,45.3,17.9
63,310M100US10740,10740,"Albuquerque, NM Metro Area",345157,23644,121901,126939,52444,20229,2011,45027,61912,40.199999999999996,41.9,17.900000000000006
64,310M100US10740,10740,"Albuquerque, NM Metro Area",344869,21014,120959,130200,48806,23890,2012,46725,62672,38.8,43.1,18.1
65,310M200US10740,10740,"Albuquerque, NM Metro Area",336614,18513,118331,125926,51657,22187,2013,48355,64625,37.7,43.900000000000006,18.39999999999999
66,310M200US10740,10740,"Albuquerque, NM Metro Area",342552,20456,115601,134762,50681,21052,2014,47581,65138,37.2,43.5,19.299999999999997
67,310M200US10740,10740,"Albuquerque, NM Metro Area",342590,22388,115775,129976,53221,21230,2015,48937,65938,37.3,43.300000000000004,19.4
68,310M300US10740,10740,"Albuquerque, NM Metro Area",343912,18043,115008,129239,57438,24184,2016,50954,68558,35.400000000000006,44.4,20.199999999999996
69,310M300US10740,10740,"Albuquerque, NM Metro Area",347357,18056,120934,130031,54844,23492,2017,50906,68453,34.9,43.5,21.599999999999994
70,3100000US10780,10780,"Alexandria, LA Metro Area",55401,4539,18939,22357,6914,2652,2005,34587,50908,50.4,38.400000000000006,11.199999999999996
71,3100000US10780,10780,"Alexandria, LA Metro Area",55546,4621,19825,22019,6278,2803,2006,34966,48846,50.0,40.5,9.5
72,3100000US10780,10780,"Alexandria, LA Metro Area",58013,4773,21377,21434,7790,2639,2007,37180,51560,47.3,41.2,11.5
73,3100000US10780,10780,"Alexandria, LA Metro Area",55444,4444,18815,21877,7624,2684,2008,42595,56104,42.7,44.2,13.099999999999994
74,3100000US10780,10780,"Alexandria, LA Metro Area",56272,3782,20388,22105,7523,2474,2009,39530,54111,42.9,45.300000000000004,11.799999999999997
75,310M100US10780,10780,"Alexandria, LA Metro Area",54774,4812,22064,20404,5894,1600,2010,40017,55139,43.7,44.800000000000004,11.499999999999993
76,310M100US10780,10780,"Alexandria, LA Metro Area",51981,3880,20241,20657,5477,1726,2011,35692,48177,48.9,41.0,10.100000000000001
77,310M100US10780,10780,"Alexandria, LA Metro Area",57277,4220,23839,21529,5580,2109,2012,40896,53016,43.7,44.3,12.0
78,310M200US10780,10780,"Alexandria, LA Metro Area",55320,4336,21038,20539,6635,2772,2013,39960,57562,44.4,39.800000000000004,15.799999999999997
79,310M200US10780,10780,"Alexandria, LA Metro Area",53802,5049,18486,20787,6987,2493,2014,40209,55290,44.400000000000006,40.5,15.099999999999994
80,310M200US10780,10780,"Alexandria, LA Metro Area",54406,5141,20390,21860,5244,1771,2015,42778,58070,42.4,42.800000000000004,14.799999999999997
81,310M300US10780,10780,"Alexandria, LA Metro Area",55246,5351,20790,20012,6860,2233,2016,42136,62594,42.4,41.0,16.6
82,310M300US10780,10780,"Alexandria, LA Metro Area",55634,4921,22235,20041,6561,1876,2017,40585,57088,43.599999999999994,40.400000000000006,16.0
83,3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",302968,23930,91510,122452,43760,21316,2005,51676,65102,33.5,49.7,16.799999999999997
84,3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",305792,22691,93638,121675,45284,22504,2006,51464,65491,33.0,47.8,19.200000000000003
85,3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",308726,23453,95567,124107,44426,21173,2007,55038,67604,30.8,49.1,20.1
86,3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",311209,23584,94044,126564,45930,21087,2008,58811,74190,28.599999999999998,48.7,22.700000000000003
87,3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",306116,22331,94971,119300,47651,21863,2009,56802,70284,30.0,48.89999999999999,21.10000000000001
88,310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",311470,28656,96780,120089,45712,20233,2010,55630,70379,31.5,46.6,21.9
89,310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",312237,29785,97080,120175,47008,18189,2011,54169,70738,32.4,45.7,21.89999999999999
90,310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",314173,27617,98559,121421,49501,17075,2012,55766,71171,29.4,49.199999999999996,21.4
91,310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",313226,28108,98558,122138,45743,18679,2013,56543,74355,30.3,46.1,23.6
92,310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",315376,25327,103539,116703,47845,21962,2014,60320,77183,28.200000000000003,46.699999999999996,25.1
93,310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",314985,24248,99590,121653,46589,22905,2015,60671,78853,27.200000000000003,47.0,25.799999999999997
94,310M300US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",317457,23111,98995,122164,49008,24179,2016,63022,82857,27.099999999999998,44.4,28.500000000000007
95,310M300US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",320990,24659,96838,124800,50173,24520,2017,63944,84133,26.800000000000004,44.7,28.499999999999986
96,3100000US11020,11020,"Altoona, PA Metro Area",52145,5684,18877,18730,6421,2433,2005,33730,44103,51.50000000000001,42.300000000000004,6.199999999999989
97,3100000US11020,11020,"Altoona, PA Metro Area",50528,5143,15870,19332,7586,2597,2006,40730,49084,44.699999999999996,47.2,8.100000000000001
98,3100000US11020,11020,"Altoona, PA Metro Area",51231,4313,17345,20106,6656,2811,2007,42509,51495,42.0,47.8,10.200000000000003
99,3100000US11020,11020,"Altoona, PA Metro Area",50854,4578,19073,18227,5900,3076,2008,40333,52558,45.8,44.3,9.900000000000006
100,3100000US11020,11020,"Altoona, PA Metro Area",53155,4730,19218,19109,6811,3287,2009,38455,54710,46.9,41.0,12.100000000000001
101,310M100US11020,11020,"Altoona, PA Metro Area",52111,4265,19237,18318,6993,3298,2010,42990,55750,42.099999999999994,47.099999999999994,10.800000000000011
102,310M100US11020,11020,"Altoona, PA Metro Area",50849,4453,17575,19487,7084,2250,2011,43136,53895,39.599999999999994,48.800000000000004,11.600000000000001
103,310M100US11020,11020,"Altoona, PA Metro Area",50098,4714,17409,19026,6041,2908,2012,41258,53745,41.4,46.50000000000001,12.099999999999994
104,310M200US11020,11020,"Altoona, PA Metro Area",51284,4444,17529,19505,6958,2848,2013,42164,56985,41.4,44.900000000000006,13.699999999999996
105,310M200US11020,11020,"Altoona, PA Metro Area",49678,5270,17627,16403,6940,3438,2014,44019,57033,41.099999999999994,46.7,12.200000000000003
106,310M200US11020,11020,"Altoona, PA Metro Area",52830,5885,18376,19024,6184,3361,2015,45432,58940,38.7,46.5,14.799999999999997
107,310M300US11020,11020,"Altoona, PA Metro Area",51154,4010,17887,20373,6614,2270,2016,43443,58867,39.1,47.900000000000006,12.999999999999993
108,310M300US11020,11020,"Altoona, PA Metro Area",51885,4666,17830,19646,6714,3029,2017,45957,59821,37.0,46.900000000000006,16.099999999999994
109,3100000US11100,11100,"Amarillo, TX Metro Area",88509,4338,32326,34565,11919,5361,2005,36603,53327,48.2,39.1,12.699999999999996
110,3100000US11100,11100,"Amarillo, TX Metro Area",87290,3760,31267,36271,12014,3978,2006,40969,54713,43.5,44.9,11.600000000000001
111,3100000US11100,11100,"Amarillo, TX Metro Area",86729,4644,31082,33063,12924,5016,2007,42065,58366,43.199999999999996,42.7,14.100000000000001
112,3100000US11100,11100,"Amarillo, TX Metro Area",88099,4822,30035,33590,14074,5578,2008,47822,61697,38.099999999999994,47.400000000000006,14.5
113,3100000US11100,11100,"Amarillo, TX Metro Area",88271,4643,28732,38165,11668,5063,2009,43373,57878,41.3,45.3,13.400000000000006
114,310M100US11100,11100,"Amarillo, TX Metro Area",94287,6647,34175,34274,14414,4777,2010,46390,59604,37.9,48.7,13.399999999999999
115,310M100US11100,11100,"Amarillo, TX Metro Area",94589,5524,31916,37576,14682,4891,2011,47350,62562,39.5,42.400000000000006,18.099999999999994
116,310M100US11100,11100,"Amarillo, TX Metro Area",94559,4520,32565,40231,11710,5533,2012,46434,58898,39.5,44.0,16.5
117,310M200US11100,11100,"Amarillo, TX Metro Area",96382,5139,29745,41292,13844,6362,2013,49207,68852,34.900000000000006,44.7,20.39999999999999
118,310M200US11100,11100,"Amarillo, TX Metro Area",95667,5392,32193,35424,16242,6416,2014,51280,70037,35.6,43.0,21.400000000000006
119,310M200US11100,11100,"Amarillo, TX Metro Area",95626,4997,33058,38273,13439,5859,2015,51734,70285,33.1,46.4,20.500000000000007
120,310M300US11100,11100,"Amarillo, TX Metro Area",95619,3511,31691,39051,14590,6776,2016,54478,75315,32.1,45.7,22.200000000000003
121,310M300US11100,11100,"Amarillo, TX Metro Area",97963,5323,29762,40111,15861,6906,2017,53922,73109,31.3,46.5,22.200000000000003
122,3100000US11180,11180,"Ames, IA Metro Area",31064,1178,10564,11591,5314,2417,2005,40471,56116,43.199999999999996,42.5,14.300000000000004
123,3100000US11180,11180,"Ames, IA Metro Area",31909,1492,9860,13202,5395,1960,2006,43326,54878,42.4,44.2,13.399999999999999
124,3100000US11180,11180,"Ames, IA Metro Area",32272,1793,9601,14845,3910,2123,2007,47827,63716,37.3,45.900000000000006,16.799999999999997
125,3100000US11180,11180,"Ames, IA Metro Area",32769,2247,9575,14688,4181,2078,2008,48076,60420,38.5,45.6,15.899999999999999
126,3100000US11180,11180,"Ames, IA Metro Area",32434,2071,9472,14005,4811,2075,2009,45516,61801,38.2,45.9,15.899999999999999
127,310M100US11180,11180,"Ames, IA Metro Area",35851,1626,12900,15020,4854,1451,2010,48034,61573,37.599999999999994,46.3,16.10000000000001
128,310M100US11180,11180,"Ames, IA Metro Area",34794,2488,11606,14034,4263,2403,2011,45866,59867,39.6,43.7,16.699999999999996
129,310M100US11180,11180,"Ames, IA Metro Area",35541,2102,10814,15719,4413,2493,2012,49489,60560,38.6,44.3,17.1
130,310M200US11180,11180,"Ames, IA Metro Area",36340,2234,13235,13590,4947,2334,2013,50279,63311,35.0,46.099999999999994,18.900000000000006
131,310M200US11180,11180,"Ames, IA Metro Area",35880,2538,11353,14940,4555,2494,2014,46091,64148,39.900000000000006,39.9,20.199999999999996
132,310M200US11180,11180,"Ames, IA Metro Area",37264,1117,12655,15030,5019,3443,2015,50811,69284,35.7,44.300000000000004,19.999999999999993
133,310M300US11180,11180,"Ames, IA Metro Area",37350,2819,12137,12915,6884,2595,2016,53371,70682,35.0,38.800000000000004,26.199999999999996
134,310M300US11180,11180,"Ames, IA Metro Area",37689,2449,12705,13729,6184,2622,2017,60351,78596,35.8,35.3,28.900000000000006
135,3100000US11260,11260,"Anchorage, AK Metro Area",124902,7835,39839,53795,16322,7111,2005,60180,76142,26.500000000000004,49.300000000000004,24.199999999999996
136,3100000US11260,11260,"Anchorage, AK Metro Area",123892,7604,39285,50776,19445,6782,2006,62513,79076,25.5,50.099999999999994,24.400000000000006
137,3100000US11260,11260,"Anchorage, AK Metro Area",125039,6167,39038,50740,18320,10774,2007,67995,84131,22.3,49.0,28.700000000000003
138,3100000US11260,11260,"Anchorage, AK Metro Area",126126,5825,39037,53901,19345,8018,2008,75035,91457,17.0,50.300000000000004,32.699999999999996
139,3100000US11260,11260,"Anchorage, AK Metro Area",126818,6408,38339,52667,21571,7833,2009,72712,86955,20.6,49.1,30.300000000000004
140,310M100US11260,11260,"Anchorage, AK Metro Area",135320,8852,42529,52958,20844,10137,2010,71490,89414,23.9,42.5,33.599999999999994
141,310M100US11260,11260,"Anchorage, AK Metro Area",139979,8125,42887,57343,21725,9899,2011,71700,89074,19.9,48.9,31.199999999999996
142,310M100US11260,11260,"Anchorage, AK Metro Area",137052,6794,46222,52132,21027,10877,2012,71494,90056,21.9,44.0,34.099999999999994
143,310M200US11260,11260,"Anchorage, AK Metro Area",133717,6852,39697,52730,22543,11895,2013,76831,96026,16.9,46.800000000000004,36.29999999999999
144,310M200US11260,11260,"Anchorage, AK Metro Area",135449,5874,41276,57123,21292,9884,2014,75682,94657,19.7,43.599999999999994,36.7
145,310M200US11260,11260,"Anchorage, AK Metro Area",135601,8277,39826,55515,21458,10525,2015,78238,101231,19.5,42.7,37.8
146,310M300US11260,11260,"Anchorage, AK Metro Area",135554,7407,38106,53299,24482,12260,2016,82203,102233,17.7,42.0,40.3
147,310M300US11260,11260,"Anchorage, AK Metro Area",136816,8331,39081,56771,22127,10506,2017,76871,97769,19.200000000000003,42.8,38.0
148,3100000US11300,11300,"Anderson, IN Metro Area",51244,2719,16311,21286,8401,2527,2005,40050,49414,43.2,48.400000000000006,8.399999999999991
149,3100000US11300,11300,"Anderson, IN Metro Area",51975,4453,18181,18278,7489,3574,2006,40990,49252,41.6,48.8,9.600000000000001
150,3100000US11300,11300,"Anderson, IN Metro Area",51598,3691,17128,20364,7418,2997,2007,42783,53502,39.8,50.1,10.100000000000001
151,3100000US11300,11300,"Anderson, IN Metro Area",51759,4367,17623,19975,7172,2622,2008,44133,54170,39.900000000000006,50.1,9.999999999999993
152,3100000US11300,11300,"Anderson, IN Metro Area",51043,3435,18130,19472,7419,2587,2009,41741,50753,40.5,50.8,8.700000000000003
153,310M100US11300,11300,"Anderson, IN Metro Area",50641,3958,17584,18587,6809,3703,2010,38772,50408,42.699999999999996,46.199999999999996,11.100000000000009
154,310M100US11300,11300,"Anderson, IN Metro Area",49713,4916,17003,19130,6446,2218,2011,42129,51405,42.9,47.5,9.600000000000001
155,310M100US11300,11300,"Anderson, IN Metro Area",49124,4061,18966,16666,6936,2495,2012,42933,52297,40.2,49.7,10.099999999999994
156,3100000US11340,11340,"Anderson, SC Metro Area",68919,4167,20937,28242,11110,4463,2005,37955,50117,46.800000000000004,43.2,9.999999999999993
157,3100000US11340,11340,"Anderson, SC Metro Area",69306,4976,19674,26434,12213,6009,2006,41015,49852,43.2,47.900000000000006,8.899999999999991
158,3100000US11340,11340,"Anderson, SC Metro Area",70116,3976,20623,27931,12621,4965,2007,40778,59338,43.8,44.9,11.300000000000004
159,3100000US11340,11340,"Anderson, SC Metro Area",71728,3750,22253,27041,12530,6154,2008,45178,56241,38.599999999999994,48.4,13.000000000000007
160,3100000US11340,11340,"Anderson, SC Metro Area",73101,4263,23495,28664,11314,5365,2009,41246,52840,45.4,42.7,11.899999999999999
161,310M100US11340,11340,"Anderson, SC Metro Area",73794,4771,23466,26734,13479,5344,2010,36770,51783,47.900000000000006,41.7,10.399999999999991
162,310M100US11340,11340,"Anderson, SC Metro Area",72551,4467,22172,28017,12218,5677,2011,40943,53843,41.400000000000006,44.5,14.099999999999994
163,310M100US11340,11340,"Anderson, SC Metro Area",72363,4304,25690,26716,11531,4122,2012,39232,54882,43.900000000000006,42.6,13.499999999999993
164,3100000US11460,11460,"Ann Arbor, MI Metro Area",131268,9669,44966,53893,14966,7774,2005,53495,71798,34.300000000000004,42.7,22.999999999999986
165,3100000US11460,11460,"Ann Arbor, MI Metro Area",134052,8482,48978,53823,16383,6386,2006,56817,75354,31.9,44.1,23.999999999999993
166,3100000US11460,11460,"Ann Arbor, MI Metro Area",133075,6971,47601,52765,17797,7941,2007,61049,80077,29.700000000000003,42.9,27.4
167,3100000US11460,11460,"Ann Arbor, MI Metro Area",134797,8686,49191,54318,15991,6611,2008,57848,78305,31.1,43.1,25.800000000000004
168,3100000US11460,11460,"Ann Arbor, MI Metro Area",134142,9415,47791,53860,16196,6880,2009,54603,73803,32.1,42.7,25.200000000000003
169,310M100US11460,11460,"Ann Arbor, MI Metro Area",132028,11857,48450,48685,15269,7767,2010,55880,76147,30.799999999999997,44.1,25.1
170,310M100US11460,11460,"Ann Arbor, MI Metro Area",134459,12231,49733,49097,15680,7718,2011,56612,79240,33.2,38.5,28.299999999999997
171,310M100US11460,11460,"Ann Arbor, MI Metro Area",137565,11542,51404,51531,16600,6488,2012,56330,79024,32.7,41.1,26.199999999999996
172,310M200US11460,11460,"Ann Arbor, MI Metro Area",137728,10900,50379,53561,15199,7689,2013,59660,83022,30.8,39.1,30.1
173,310M200US11460,11460,"Ann Arbor, MI Metro Area",137240,11893,48763,52215,16865,7504,2014,62845,87399,26.9,42.0,31.099999999999994
174,310M200US11460,11460,"Ann Arbor, MI Metro Area",138099,12428,47998,52941,17141,7591,2015,61977,86381,28.299999999999997,41.2,30.5
175,310M300US11460,11460,"Ann Arbor, MI Metro Area",140079,11563,50046,54233,17161,7076,2016,65601,94215,28.0,39.0,33.0
176,310M300US11460,11460,"Ann Arbor, MI Metro Area",140729,10065,49720,55194,17681,8069,2017,70286,97065,23.6,42.400000000000006,34.0
177,3100000US11500,11500,"Anniston-Oxford, AL Metro Area",46986,3076,12807,20093,7812,3198,2005,36243,47707,48.599999999999994,41.4,10.000000000000007
178,3100000US11500,11500,"Anniston-Oxford, AL Metro Area",46503,2378,15376,18016,8135,2598,2006,36241,48047,49.00000000000001,41.9,9.099999999999994
179,3100000US11500,11500,"Anniston-Oxford, AL Metro Area",46785,3606,14151,17222,8339,3467,2007,37074,49389,46.7,43.2,10.099999999999994
180,3100000US11500,11500,"Anniston-Oxford, AL Metro Area",46640,2651,13838,18729,7867,3555,2008,40056,49907,42.60000000000001,47.7,9.699999999999989
181,3100000US11500,11500,"Anniston-Oxford, AL Metro Area",46535,3675,16173,16539,6697,3451,2009,36527,48867,48.099999999999994,41.6,10.300000000000004
182,310M100US11500,11500,"Anniston-Oxford, AL Metro Area",45862,3206,15025,16026,7653,3952,2010,36675,48098,48.2,40.8,11.0
183,310M100US11500,11500,"Anniston-Oxford, AL Metro Area",44722,2147,14815,16461,7432,3867,2011,39037,49969,46.1,44.2,9.699999999999996
184,310M100US11500,11500,"Anniston-Oxford, AL Metro Area",45986,2654,15804,15383,7658,4487,2012,39169,51617,45.4,42.199999999999996,12.400000000000006
185,310M200US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",43851,2513,15448,14790,7659,3441,2013,36205,48969,48.8,41.3,9.900000000000006
186,310M200US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",46087,2504,15603,16008,7625,4347,2014,41428,52858,43.7,42.3,14.0
187,310M200US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",44323,3154,13714,16659,5443,5353,2015,42346,53327,42.0,44.6,13.399999999999999
188,310M300US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",43972,2786,13207,17603,7574,2802,2016,41687,58992,41.2,45.9,12.899999999999999
