,Trs_Id,mode_cd,service_cd,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MODE
20,16,MB,DO,20.0,30.0,6.0,12.0,4.0,3.0,9,23,19,29,21.0,16.0,17.0,4.0,6.0,10.0,12.0,Bus
21,18,DR,DO,2.0,3.0,,2.0,2.0,1.0,2,3,4,3,4.0,0.0,1.0,0.0,54.0,35.0,66.0,DemandResponse
22,18,MB,DO,12.0,13.0,,10.0,9.0,7.0,8,4,4,3,17.0,2.0,1.0,0.0,87.0,116.0,71.0,Bus
23,18,VP,DO,2.0,1.0,,1.0,2.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,7.0,4.0,DemandResponse
24,19,DR,DO,41.0,24.0,34.0,22.0,32.0,18.0,27,16,28,34,26.0,37.0,12.0,7.0,6.0,18.0,14.0,DemandResponse
25,19,MB,DO,257.0,216.0,385.0,404.0,373.0,298.0,278,175,160,213,235.0,144.0,93.0,19.0,18.0,59.0,53.0,Bus
26,19,VP,DO,3.0,3.0,2.0,1.0,3.0,4.0,9,3,4,4,9.0,8.0,12.0,3.0,2.0,15.0,12.0,DemandResponse
27,20,DR,DO,13.0,12.0,22.0,11.0,9.0,13.0,9,5,11,13,16.0,3.0,28.0,19.0,6.0,10.0,8.0,DemandResponse
28,20,MB,DO,53.0,26.0,32.0,28.0,41.0,25.0,20,21,30,48,34.0,2.0,57.0,17.0,14.0,23.0,28.0,Bus
29,20,VP,DO,4.0,1.0,10.0,1.0,1.0,2.0,4,0,2,1,1.0,0.0,2.0,2.0,4.0,1.0,4.0,DemandResponse
30,21,DR,DO,18.0,21.0,12.0,20.0,27.0,5.0,0,24,15,24,18.0,14.0,25.0,10.0,0.0,5.0,2.0,DemandResponse
31,21,MB,DO,133.0,176.0,292.0,254.0,214.0,48.0,9,43,41,32,28.0,72.0,55.0,48.0,51.0,12.0,16.0,Bus
32,22,DR,DO,37.0,40.0,44.0,52.0,55.0,111.0,108,104,89,,,,,,,,,DemandResponse
33,22,MB,DO,56.0,57.0,55.0,58.0,54.0,57.0,59,94,67,,,,,,,,,Bus
34,24,DR,DO,9.0,11.0,15.0,7.0,6.0,10.0,5,7,9,19,22.0,12.0,13.0,13.0,12.0,23.0,18.0,DemandResponse
35,24,MB,DO,,75.0,43.0,43.0,33.0,37.0,30,62,84,129,505.0,194.0,233.0,236.0,130.0,93.0,97.0,Bus
36,24,VP,DO,,0.0,0.0,,,,,0,0,3,8.0,2.0,0.0,0.0,0.0,0.0,0.0,DemandResponse
37,25,MB,DO,15.0,16.0,13.0,22.0,18.0,18.0,10,19,23,69,109.0,112.0,70.0,104.0,131.0,131.0,103.0,Bus
38,29,MB,DO,125.0,36.0,98.0,111.0,87.0,93.0,46,16,33,41,66.0,246.0,218.0,148.0,186.0,425.0,587.0,Bus
39,29,VP,DO,0.0,0.0,2.0,5.0,1.0,1.0,12,8,4,6,3.0,13.0,12.0,6.0,4.0,1.0,2.0,DemandResponse
40,33,DR,DO,355.0,178.0,103.0,87.0,89.0,,,,,,,,,,,,,DemandResponse
41,34,DR,DO,0.0,0.0,0.0,,,,,,,,,,,,,,,DemandResponse
42,34,MB,DO,2.0,7.0,0.0,3.0,3.0,3.0,10,29,25,59,64.0,113.0,84.0,171.0,60.0,79.0,54.0,Bus
43,35,FB,DO,0.0,0.0,0.0,0.0,0.0,0.0,                 ,1,                ,7,5.0,3.0,5.0,3.0,1.0,5.0,2.0,Other
44,41,AR,DO,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0,2,3.0,3.0,0.0,2.0,2.0,2.0,0.0,Other
45,42,MB,DO,0.0,,,,20.0,,,7,10,,,,,,,,,Bus
46,46,DR,DO,6.0,2.0,26.0,19.0,6.0,9.0,11,10,7,,,,,,,5.0,4.0,DemandResponse
47,46,MB,DO,31.0,30.0,110.0,78.0,34.0,36.0,41,16,28,,,,,,,18.0,11.0,Bus
48,1001,DR,DO,10.0,25.0,104.0,452.0,209.0,165.0,179,80,94,118,301.0,280.0,265.0,120.0,69.0,101.0,124.0,DemandResponse
49,1001,MB,DO,1745.0,1718.0,1710.0,1930.0,1897.0,1743.0,2024,1667,2021,1337,1085.0,866.0,1215.0,1126.0,1336.0,1450.0,1583.0,Bus
50,1002,DR,DO,1.0,1.0,5.0,0.0,1.0,3.0,3,0,1,0,2.0,,,,,,,DemandResponse
51,1002,MB,DO,4.0,12.0,4.0,19.0,10.0,4.0,20,14,10,9,7.0,,,,,,,Bus
52,1003,CR,DO,358.0,598.0,280.0,554.0,885.0,899.0,,,,,,,,,,,,Rail
53,1003,HR,DO,18.0,61.0,65.0,101.0,64.0,60.0,27,35,38,40,35.0,33.0,44.0,37.0,21.0,27.0,43.0,Rail
54,1003,LR,DO,9.0,265.0,472.0,349.0,236.0,47.0,32,51,98,177,135.0,87.0,67.0,129.0,93.0,80.0,58.0,Rail
55,1003,MB,DO,3501.0,3749.0,1686.0,242.0,324.0,342.0,332,368,415,946,529.0,409.0,375.0,415.0,410.0,532.0,284.0,Bus
56,1003,TB,DO,96.0,115.0,144.0,2.0,2.0,7.0,2,50,7,0,110.0,94.0,9.0,11.0,3.0,3.0,17.0,Bus
57,1005,MB,DO,18.0,20.0,23.0,21.0,23.0,67.0,45,56,,,,,,,,,,Bus
58,1014,DR,DO,0.0,3.0,38.0,37.0,18.0,31.0,42,40,44,48,73.0,0.0,0.0,0.0,0.0,0.0,0.0,DemandResponse
59,1014,MB,DO,247.0,276.0,644.0,387.0,267.0,560.0,613,367,351,390,664.0,573.0,788.0,632.0,771.0,833.0,855.0,Bus
60,1016,MB,DO,538.0,378.0,241.0,192.0,247.0,121.0,115,140,224,289,323.0,204.0,297.0,322.0,404.0,434.0,453.0,Bus
61,1040,MB,DO,182.0,149.0,126.0,127.0,137.0,118.0,133,134,205,,33.0,50.0,400.0,488.0,480.0,625.0,607.0,Bus
62,1042,DR,DO,2.0,0.0,0.0,,,0.0,8,4,4,,11.0,7.0,8.0,7.0,4.0,8.0,7.0,DemandResponse
63,1047,MB,DO,20.0,,124.0,,92.0,,235,99,73,,,,,,,,,Bus
64,1048,MB,DO,1018.0,1079.0,1270.0,2142.0,3020.0,2764.0,2147,2183,2143,2474,2475.0,2730.0,4459.0,4856.0,5129.0,3972.0,3338.0,Bus
65,1049,DR,DO,30.0,4.0,28.0,32.0,29.0,34.0,37,22,5,33,397.0,633.0,553.0,604.0,597.0,609.0,703.0,DemandResponse
66,1050,MB,DO,428.0,313.0,382.0,367.0,237.0,197.0,340,116,212,282,263.0,337.0,226.0,142.0,210.0,268.0,254.0,Bus
67,1051,DR,DO,17.0,23.0,16.0,20.0,18.0,13.0,15,20,11,15,17.0,14.0,30.0,8.0,17.0,12.0,14.0,DemandResponse
68,1051,MB,DO,28.0,42.0,41.0,35.0,50.0,22.0,18,36,27,26,33.0,28.0,26.0,25.0,20.0,21.0,28.0,Bus
69,1052,MB,DO,10.0,,12.0,,15.0,,,,,,,,,,,,,Bus
70,1055,MB,DO,689.0,850.0,705.0,1007.0,1314.0,1415.0,1296,1385,1525,1373,2431.0,1942.0,2349.0,2236.0,1709.0,1390.0,1331.0,Bus
71,1056,MB,DO,108.0,135.0,193.0,423.0,404.0,388.0,407,417,353,292,340.0,353.0,433.0,407.0,336.0,489.0,595.0,Bus
72,1057,DR,DO,82.0,101.0,7.0,3.0,10.0,6.0,11,18,18,1,4.0,9.0,18.0,15.0,16.0,29.0,25.0,DemandResponse
73,1057,MB,DO,193.0,205.0,171.0,219.0,136.0,126.0,112,147,93,75,64.0,129.0,166.0,144.0,220.0,256.0,205.0,Bus
74,1066,MB,DO,58.0,70.0,120.0,104.0,155.0,158.0,174,23,15,12,5.0,40.0,42.0,26.0,98.0,129.0,92.0,Bus
75,1069,DR,DO,58.0,54.0,93.0,40.0,24.0,17.0,7,11,6,4,8.0,14.0,,,,,,DemandResponse
76,1088,FB,DO,0.0,11.0,8.0,11.0,20.0,6.0,2,2,2,3,2.0,1.0,0.0,0.0,0.0,1.0,1.0,Other
77,1095,DR,DO,31.0,29.0,29.0,27.0,26.0,29.0,29,15,13,,,,,,,,,DemandResponse
78,1095,MB,DO,77.0,109.0,79.0,103.0,82.0,66.0,50,29,36,,,,,,,,,Bus
79,1096,MB,DO,2.0,8.0,0.0,0.0,2.0,0.0,0,0,10,,,,,,,,,Bus
80,1098,DR,DO,49.0,31.0,47.0,37.0,42.0,32.0,,,55,,,,,,309.0,21.0,19.0,DemandResponse
81,1098,MB,DO,61.0,17.0,18.0,112.0,55.0,36.0,,,6,,,,,,126.0,47.0,9.0,Bus
82,1107,DR,DO,0.0,20.0,21.0,16.0,18.0,15.0,18,17,22,26,21.0,15.0,16.0,12.0,12.0,10.0,12.0,DemandResponse
83,1107,MB,DO,0.0,23.0,24.0,22.0,31.0,28.0,30,27,24,21,26.0,22.0,24.0,28.0,22.0,19.0,17.0,Bus
84,1108,VP,DO,0.0,,0.0,,5.0,5.0,6,6,6,5,768.0,636.0,813.0,76.0,,,,DemandResponse
85,2002,DR,DO,2.0,45.0,45.0,45.0,6.0,4.0,5,6,0,3,129.0,26.0,0.0,158.0,136.0,79.0,51.0,DemandResponse
86,2002,MB,DO,2466.0,2247.0,18.0,18.0,139.0,293.0,165,178,184,194,437.0,106.0,13.0,1557.0,1234.0,1233.0,1155.0,Bus
87,2003,DR,DO,7.0,6.0,7.0,12.0,6.0,5.0,5,2,10,8,7.0,16.0,14.0,9.0,6.0,3.0,15.0,DemandResponse
88,2003,MB,DO,970.0,917.0,602.0,550.0,499.0,550.0,544,629,655,538,485.0,494.0,494.0,384.0,557.0,484.0,454.0,Bus
89,2004,DR,DO,16.0,50.0,70.0,126.0,106.0,108.0,154,381,37,50,54.0,32.0,73.0,73.0,14.0,36.0,23.0,DemandResponse
90,2004,LR,DO,6.0,3.0,4.0,11.0,28.0,33.0,36,42,45,47,47.0,49.0,64.0,44.0,51.0,41.0,9.0,Rail
91,2004,MB,DO,2128.0,2885.0,2771.0,2718.0,2877.0,2935.0,3272,2808,2761,2670,1947.0,1936.0,1986.0,1473.0,1533.0,1519.0,1329.0,Bus
92,2006,DR,DO,4.0,2.0,2.0,0.0,2.0,2.0,2,1,2,8,7.0,12.0,4.0,1.0,1.0,2.0,2.0,DemandResponse
93,2006,MB,DO,9.0,31.0,8.0,,5.0,6.0,6,173,125,117,76.0,92.0,6.0,4.0,2.0,5.0,4.0,Bus
94,2007,DR,DO,95.0,140.0,92.0,80.0,67.0,36.0,27,11,21,25,,,,,,,,DemandResponse
95,2007,MB,DO,492.0,649.0,629.0,705.0,788.0,944.0,747,404,261,437,,,,,,,,Bus
96,2008,HR,DO,6409.0,5585.0,5973.0,6065.0,7486.0,7971.0,8208,7536,7443,7329,7614.0,8346.0,10132.0,10058.0,10196.0,10898.0,12570.0,Rail
97,2008,MB,DO,5608.0,5028.0,4791.0,3955.0,3475.0,3562.0,3571,3456,4211,4650,3621.0,4455.0,4585.0,4192.0,3630.0,3728.0,3651.0,Bus
98,2009,MB,DO,68.0,18.0,21.0,0.0,0.0,12.0,,20,18,7,12.0,10.0,,,,,,Bus
99,2010,DR,DO,27.0,40.0,37.0,62.0,57.0,21.0,25,23,39,41,39.0,25.0,29.0,5.0,1.0,1.0,3.0,DemandResponse
100,2010,MB,DO,63.0,95.0,88.0,145.0,134.0,29.0,38,34,56,59,57.0,37.0,44.0,8.0,1.0,1.0,6.0,Bus
101,2018,DR,DO,52.0,32.0,51.0,48.0,21.0,28.0,23,37,37,39,45.0,51.0,18.0,7.0,10.0,82.0,67.0,DemandResponse
102,2018,MB,DO,345.0,385.0,386.0,476.0,192.0,212.0,189,314,355,379,395.0,402.0,202.0,1072.0,1320.0,1133.0,1010.0,Bus
103,2021,DR,DO,0.0,0.0,0.0,,,,,,,,,,,,,,,DemandResponse
104,2021,MB,DO,0.0,0.0,18.0,,,,,,,,,,,,,,,Bus
105,2040,MB,DO,36.0,51.0,41.0,18.0,,,,,,,,,,,,,,Bus
106,2071,DR,DO,1.0,3.0,1.0,1.0,3.0,8.0,1,1,0,1,,,,1.0,1.0,3.0,4.0,DemandResponse
107,2071,MB,DO,7.0,16.0,14.0,12.0,14.0,9.0,11,10,2,4,4.0,6.0,2.0,2.0,11.0,1.0,9.0,Bus
108,2075,HR,DO,14.0,8.0,16.0,30.0,51.0,62.0,55,51,31,45,37.0,83.0,136.0,191.0,224.0,279.0,240.0,Rail
109,2078,CR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,Rail
110,2079,MB,DO,99.0,109.0,157.0,,,,,,,,,,,,,,,Bus
111,2080,CR,DO,1489.0,304.0,190.0,175.0,176.0,208.0,251,302,322,272,254.0,237.0,320.0,300.0,0.0,80.0,90.0,Rail
112,2080,LR,DO,21.0,31.0,113.0,122.0,29.0,16.0,9,19,37,62,46.0,28.0,29.0,57.0,5.0,1.0,5.0,Rail
113,2080,MB,DO,10082.0,4519.0,4007.0,3799.0,3514.0,3069.0,3125,3128,2807,2580,2512.0,2382.0,2382.0,3293.0,3495.0,3751.0,3472.0,Bus
114,2082,FB,DO,0.0,0.0,0.0,0.0,0.0,0.0,6,3,4,26,5.0,14.0,20.0,12.0,24.0,25.0,7.0,Other
115,2085,MB,DO,17.0,19.0,13.0,7.0,5.0,6.0,5,6,13,,,,,,,,,Bus
116,2086,DR,DO,7.0,6.0,6.0,3.0,2.0,7.0,10,10,17,,,,,,,,,DemandResponse
117,2089,MB,DO,8.0,,12.0,18.0,25.0,25.0,2,5,9,,,,,,,,,Bus
118,2098,HR,DO,0.0,136.0,130.0,124.0,137.0,224.0,492,472,267,107,194.0,32.0,54.0,58.0,59.0,55.0,71.0,Rail
119,2099,HR,DO,4.0,9.0,6.0,0.0,0.0,0.0,                 ,                ,                ,3,1.0,0.0,,0.0,0.0,0.0,0.0,Rail
120,2100,CR,DO,0.0,0.0,0.0,0.0,0.0,0.0,                 ,                ,                ,                ,,,6.0,3.0,37.0,14.0,6.0,Rail
121,2113,DR,DO,102.0,105.0,0.0,16.0,31.0,34.0,46,45,30,43,30.0,21.0,19.0,27.0,31.0,29.0,47.0,DemandResponse
122,2113,MB,DO,73.0,132.0,1907.0,1806.0,1351.0,1040.0,705,817,707,569,458.0,535.0,509.0,108.0,86.0,77.0,71.0,Bus
123,2116,MB,DO,13.0,4.0,2.0,1.0,2.0,1.0,1,40,48,51,59.0,67.0,8.0,15.0,,,,Bus
124,2117,MB,DO,11.0,12.0,144.0,,,,,,,,,,,,,,,Bus
125,2120,DR,DO,3.0,0.0,1.0,2.0,2.0,1.0,2,2,2,,,,,,,,,DemandResponse
126,2120,MB,DO,9.0,6.0,3.0,4.0,6.0,4.0,5,6,6,,,,,,,,,Bus
127,2122,MB,DO,55.0,57.0,57.0,30.0,33.0,37.0,38,41,43,39,38.0,,,,,,,Bus
128,2126,MB,DO,299.0,296.0,240.0,236.0,254.0,238.0,241,216,210,258,432.0,,,,,,,Bus
129,2128,MB,DO,305.0,290.0,262.0,284.0,221.0,215.0,205,375,228,244,217.0,,,,,,,Bus
130,2132,MB,DO,43.0,4.0,5.0,11.0,10.0,13.0,21,15,19,23,26.0,29.0,83.0,,,,,Bus
131,2135,MB,DO,21.0,23.0,20.0,18.0,16.0,18.0,21,22,25,28,31.0,,,,,,,Bus
132,2136,MB,DO,650.0,788.0,975.0,183.0,,,,,,,,,,,,,,Bus
133,2145,MB,DO,112.0,376.0,179.0,300.0,307.0,451.0,240,305,391,323,186.0,169.0,204.0,168.0,369.0,253.0,324.0,Bus
134,2147,MB,DO,0.0,,,,,,,,,,,,,,,,,Bus
135,2148,DR,DO,0.0,0.0,0.0,0.0,1.0,1.0,2,2,3,4,,,,,,,,DemandResponse
136,2148,MB,DO,3.0,3.0,3.0,3.0,2.0,2.0,2,2,3,5,,,,,,,,Bus
137,2149,MB,DO,253.0,292.0,240.0,177.0,172.0,188.0,178,240,255,261,166.0,,,,,,,Bus
138,2155,DR,DO,44.0,32.0,23.0,25.0,26.0,40.0,,,,,,,,,,,,DemandResponse
139,2158,DR,DO,0.0,0.0,0.0,,,,,,,,,,,,,,,DemandResponse
140,2158,MB,DO,0.0,0.0,0.0,,,,,,,,,,,,,,,Bus
141,2159,DR,DO,130.0,141.0,99.0,119.0,125.0,95.0,110,,,,,,,,,,,DemandResponse
142,2160,MB,DO,23.0,40.0,58.0,67.0,72.0,62.0,53,68,61,56,69.0,,,,,,,Bus
143,2161,MB,DO,89.0,68.0,134.0,143.0,79.0,82.0,64,59,62,59,46.0,,,,,,,Bus
144,2162,MB,DO,104.0,20.0,,,,,,,,,,,,,,,,Bus
145,2163,MB,DO,98.0,73.0,96.0,22.0,20.0,36.0,20,59,75,106,122.0,,,,,,,Bus
146,2164,MB,DO,30.0,28.0,23.0,,,,,,,,,,,,,,,Bus
147,2165,MB,DO,480.0,262.0,207.0,202.0,218.0,222.0,201,134,115,89,69.0,,,,,,,Bus
148,2166,MB,DO,37.0,10.0,37.0,41.0,61.0,72.0,83,0,267,271,290.0,298.0,207.0,163.0,183.0,206.0,203.0,Bus
149,2167,MB,DO,14.0,,,,,,,,,,,,,,,,,Bus
150,2168,MB,DO,243.0,397.0,638.0,410.0,468.0,385.0,407,310,203,128,,,,,,,,Bus
151,2169,MB,DO,30.0,18.0,30.0,50.0,44.0,42.0,150,143,243,253,271.0,,,,,,,Bus
152,2172,MB,DO,0.0,39.0,46.0,26.0,22.0,50.0,42,93,71,93,98.0,113.0,99.0,55.0,,,,Bus
153,2173,DR,DO,94.0,62.0,34.0,61.0,51.0,,,,,,,,,,,,,DemandResponse
154,2175,MB,DO,4.0,,,,,,,,,,,,,,,,,Bus
155,2177,MB,DO,20.0,8.0,15.0,21.0,8.0,18.0,64,85,26,,,,,,,,,Bus
156,2178,MB,DO,51.0,21.0,18.0,25.0,11.0,23.0,12,16,43,48,45.0,48.0,49.0,67.0,90.0,59.0,56.0,Bus
157,2179,MB,DO,3.0,3.0,3.0,3.0,2.0,3.0,2,4,5,6,,,,,,,,Bus
158,3001,DR,DO,18.0,15.0,7.0,13.0,15.0,8.0,9,7,1,10,5.0,2.0,2.0,3.0,2.0,1.0,2.0,DemandResponse
159,3001,MB,DO,1160.0,1315.0,1257.0,1013.0,1019.0,1071.0,1113,846,807,734,667.0,649.0,548.0,793.0,764.0,753.0,850.0,Bus
160,3002,DR,DO,56.0,44.0,63.0,66.0,30.0,35.0,111,71,103,68,68.0,67.0,3.0,115.0,87.0,99.0,98.0,DemandResponse
161,3002,MB,DO,403.0,346.0,326.0,269.0,198.0,352.0,454,261,217,236,337.0,296.0,24.0,224.0,275.0,356.0,296.0,Bus
162,3003,DR,DO,0.0,0.0,,,,,,,3,,,,,,,,,DemandResponse
163,3003,MB,DO,4.0,10.0,,,,,,,13,,,,,,,,,Bus
164,3006,MB,DO,716.0,516.0,78.0,83.0,102.0,66.0,88,126,131,198,184.0,136.0,111.0,90.0,94.0,87.0,53.0,Bus
165,3007,MB,DO,251.0,284.0,272.0,251.0,246.0,241.0,189,241,237,253,223.0,218.0,275.0,283.0,291.0,306.0,240.0,Bus
166,3008,DR,DO,0.0,0.0,0.0,0.0,2.0,19.0,12,43,57,51,3.0,3.0,10.0,9.0,15.0,0.0,0.0,DemandResponse
167,3008,MB,DO,159.0,235.0,231.0,205.0,238.0,810.0,710,196,202,154,11.0,10.0,45.0,42.0,31.0,7.0,4.0,Bus
168,3009,MB,DO,39.0,47.0,160.0,176.0,228.0,235.0,218,122,176,,,,,,,,,Bus
169,3010,MB,DO,136.0,136.0,153.0,141.0,417.0,410.0,468,480,388,468,418.0,364.0,416.0,432.0,456.0,458.0,420.0,Bus
170,3011,DR,DO,0.0,0.0,0.0,0.0,0.0,2.0,0,3,0,0,,,0.0,0.0,1.0,0.0,3.0,DemandResponse
171,3011,MB,DO,62.0,62.0,77.0,98.0,103.0,71.0,77,94,67,80,78.0,36.0,41.0,32.0,30.0,36.0,47.0,Bus
172,3012,DR,DO,1.0,1.0,1.0,2.0,1.0,3.0,9,4,8,1,2.0,0.0,5.0,5.0,32.0,12.0,9.0,DemandResponse
173,3012,IP,DO,0.0,1.0,1.0,1.0,1.0,1.0,0,2,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Rail
174,3012,MB,DO,13.0,88.0,18.0,16.0,32.0,21.0,27,18,36,11,14.0,63.0,122.0,299.0,274.0,365.0,191.0,Bus
175,3013,DR,DO,39.0,40.0,218.0,11.0,27.0,15.0,13,20,11,13,35.0,45.0,33.0,29.0,27.0,32.0,33.0,DemandResponse
176,3013,MB,DO,101.0,152.0,22.0,296.0,272.0,285.0,263,252,148,167,268.0,326.0,222.0,321.0,263.0,108.0,111.0,Bus
177,3014,DR,DO,17.0,5.0,21.0,16.0,10.0,10.0,20,20,16,10,5.0,1.0,3.0,10.0,4.0,4.0,3.0,DemandResponse
178,3014,MB,DO,342.0,271.0,215.0,224.0,275.0,242.0,231,251,259,245,183.0,143.0,238.0,343.0,148.0,145.0,134.0,Bus
179,3015,MB,DO,107.0,146.0,187.0,120.0,319.0,322.0,430,444,600,662,646.0,655.0,346.0,255.0,217.0,173.0,250.0,Bus
180,3018,MB,DO,143.0,199.0,185.0,285.0,274.0,193.0,105,190,148,172,158.0,123.0,176.0,226.0,158.0,,,Bus
181,3019,CR,DO,836.0,602.0,90.0,48.0,77.0,94.0,106,103,123,135,92.0,59.0,108.0,90.0,96.0,128.0,80.0,Rail
182,3019,HR,DO,1031.0,159.0,38.0,790.0,1108.0,1701.0,1297,1478,2526,2688,2350.0,3387.0,3678.0,3724.0,3358.0,2695.0,2937.0,Rail
183,3019,LR,DO,203.0,463.0,207.0,213.0,616.0,430.0,275,438,2209,,,,,,,,,Rail
184,3019,MB,DO,2092.0,2180.0,3413.0,2876.0,3546.0,3524.0,3758,4176,3206,2908,2784.0,2629.0,3151.0,2996.0,2304.0,2529.0,2060.0,Bus
185,3019,TB,DO,109.0,138.0,,,,,29,60,35,29,48.0,36.0,36.0,26.0,43.0,40.0,37.0,Bus
186,3022,IP,DO,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Rail
187,3022,LR,DO,65.0,2.0,116.0,108.0,134.0,107.0,80,141,190,282,281.0,309.0,334.0,161.0,184.0,87.0,102.0,Rail
188,3022,MB,DO,27815.0,23334.0,1625.0,1155.0,422.0,653.0,444,144,181,240,318.0,332.0,344.0,317.0,289.0,325.0,333.0,Bus
189,3024,DR,DO,137.0,175.0,189.0,177.0,159.0,84.0,101,114,126,475,49.0,54.0,76.0,53.0,60.0,,,DemandResponse
190,3024,MB,DO,478.0,624.0,815.0,513.0,618.0,351.0,391,394,367,155,470.0,531.0,473.0,452.0,369.0,,,Bus
191,3025,MB,DO,66.0,64.0,56.0,72.0,84.0,172.0,186,204,387,422,425.0,1872.0,975.0,873.0,781.0,450.0,1.0,Bus
192,3026,MB,DO,107.0,158.0,157.0,246.0,239.0,301.0,339,296,296,459,518.0,379.0,393.0,404.0,392.0,111.0,123.0,Bus
193,3027,DR,DO,32.0,37.0,75.0,31.0,23.0,12.0,10,11,22,87,48.0,62.0,53.0,36.0,50.0,86.0,56.0,DemandResponse
194,3027,MB,DO,78.0,51.0,22.0,25.0,19.0,15.0,12,13,28,108,767.0,788.0,694.0,235.0,327.0,791.0,517.0,Bus
195,3030,HR,DO,3050.0,499.0,339.0,377.0,542.0,155.0,362,152,117,137,111.0,139.0,102.0,151.0,76.0,76.0,33.0,Rail
196,3030,MB,DO,3427.0,3366.0,3825.0,2164.0,2192.0,1732.0,1631,1890,2081,1523,1560.0,1471.0,1708.0,1690.0,1397.0,1630.0,1754.0,Bus
197,3034,DR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,                ,9,3,14.0,1.0,31.0,,,0.0,199.0,DemandResponse
198,3034,HR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,                ,0,                ,0.0,0.0,0.0,2505.0,2415.0,198.0,425.0,Rail
199,3034,LR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,                ,0,                ,0.0,0.0,0.0,788.0,710.0,1184.0,1129.0,Rail
200,3034,MB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,                ,0,                ,0.0,0.0,3712.0,3558.0,3501.0,4026.0,3928.0,Bus
201,3035,DR,DO,2.0,1.0,1.0,0.0,0.0,0.0,0,1,0,1,2.0,1.0,7.0,3.0,3.0,4.0,3.0,DemandResponse
