,Geography,Population_Estimate,DateTime,Year
404,"Huntington-Ashland, WV-KY-OH Metro Area",287090.0,2001-07-01,2001
405,"Huntsville, AL Metro Area",347907.0,2001-07-01,2001
406,"Idaho Falls, ID Metro Area",102916.0,2001-07-01,2001
407,"Iowa City, IA Metro Area",134878.0,2001-07-01,2001
408,"Ithaca, NY Metro Area",97575.0,2001-07-01,2001
409,"Jackson, MI Metro Area",159756.0,2001-07-01,2001
410,"Jackson, MS Metro Area",501182.0,2001-07-01,2001
411,"Jackson, TN Metro Area",108817.0,2001-07-01,2001
412,"Jacksonville, FL Metro Area",1148044.0,2001-07-01,2001
413,"Jacksonville, NC Metro Area",149659.0,2001-07-01,2001
414,"Jefferson City, MO Metro Area",140916.0,2001-07-01,2001
415,"Johnson City, TN Metro Area",182085.0,2001-07-01,2001
416,"Johnstown, PA Metro Area",150995.0,2001-07-01,2001
417,"Jonesboro, AR Metro Area",108785.0,2001-07-01,2001
418,"Joplin, MO Metro Area",158609.0,2001-07-01,2001
419,"Kalamazoo-Portage, MI Metro Area",316785.0,2001-07-01,2001
420,"Kansas City, MO-KS Metro Area",1865245.0,2001-07-01,2001
421,"Kingsport-Bristol-Bristol, TN-VA Metro Area",298222.0,2001-07-01,2001
422,"Kingston, NY Metro Area",178272.0,2001-07-01,2001
423,"Knoxville, TN Metro Area",625319.0,2001-07-01,2001
424,"Kokomo, IN Metro Area",101419.0,2001-07-01,2001
425,"Lafayette, LA Metro Area",239893.0,2001-07-01,2001
426,"Lake Charles, LA Metro Area",192809.0,2001-07-01,2001
427,"Lake Havasu City-Kingman, AZ Metro Area",159840.0,2001-07-01,2001
428,"Lakeland-Winter Haven, FL Metro Area",491393.0,2001-07-01,2001
429,"Lancaster, PA Metro Area",474420.0,2001-07-01,2001
430,"Lansing-East Lansing, MI Metro Area",450807.0,2001-07-01,2001
431,"Laredo, TX Metro Area",199914.0,2001-07-01,2001
432,"Las Cruces, NM Metro Area",176460.0,2001-07-01,2001
433,"Lawrence, KS Metro Area",102292.0,2001-07-01,2001
434,"Lawton, OK Metro Area",112236.0,2001-07-01,2001
435,"Lebanon, PA Metro Area",120825.0,2001-07-01,2001
436,"Lewiston, ID-WA Metro Area",57470.0,2001-07-01,2001
437,"Lewiston-Auburn, ME Metro Area",104148.0,2001-07-01,2001
438,"Lexington-Fayette, KY Metro Area",415000.0,2001-07-01,2001
439,"Lima, OH Metro Area",108193.0,2001-07-01,2001
440,"Lincoln, NE Metro Area",270981.0,2001-07-01,2001
441,"Little Rock-North Little Rock-Conway, AR Metro Area",617414.0,2001-07-01,2001
442,"Logan, UT-ID Metro Area",105248.0,2001-07-01,2001
443,"Longview, TX Metro Area",194657.0,2001-07-01,2001
444,"Longview, WA Metro Area",93623.0,2001-07-01,2001
445,"Louisville/Jefferson County, KY-IN Metro Area",1172461.0,2001-07-01,2001
446,"Lubbock, TX Metro Area",253407.0,2001-07-01,2001
447,"Lynchburg, VA Metro Area",229138.0,2001-07-01,2001
448,"Madison, WI Metro Area",511777.0,2001-07-01,2001
449,"Manchester-Nashua, NH Metro Area",388182.0,2001-07-01,2001
450,"Manhattan, KS Metro Area",109643.0,2001-07-01,2001
451,"Mankato-North Mankato, MN Metro Area",86695.0,2001-07-01,2001
452,"Mansfield, OH Metro Area",128009.0,2001-07-01,2001
453,"McAllen-Edinburg-Mission, TX Metro Area",588533.0,2001-07-01,2001
454,"Medford, OR Metro Area",183797.0,2001-07-01,2001
455,"Memphis, TN-MS-AR Metro Area",1216654.0,2001-07-01,2001
456,"Merced, CA Metro Area",217937.0,2001-07-01,2001
457,"Michigan City-La Porte, IN Metro Area",110061.0,2001-07-01,2001
458,"Midland, TX Metro Area",115779.0,2001-07-01,2001
459,"Milwaukee-Waukesha-West Allis, WI Metro Area",1511299.0,2001-07-01,2001
460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3024111.0,2001-07-01,2001
461,"Missoula, MT Metro Area",97400.0,2001-07-01,2001
462,"Mobile, AL Metro Area",400094.0,2001-07-01,2001
463,"Modesto, CA Metro Area",463783.0,2001-07-01,2001
464,"Monroe, LA Metro Area",169405.0,2001-07-01,2001
465,"Monroe, MI Metro Area",147645.0,2001-07-01,2001
466,"Montgomery, AL Metro Area",348352.0,2001-07-01,2001
467,"Morgantown, WV Metro Area",111942.0,2001-07-01,2001
468,"Morristown, TN Metro Area",124775.0,2001-07-01,2001
469,"Mount Vernon-Anacortes, WA Metro Area",104876.0,2001-07-01,2001
470,"Muncie, IN Metro Area",120005.0,2001-07-01,2001
471,"Napa, CA Metro Area",126731.0,2001-07-01,2001
472,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1343263.0,2001-07-01,2001
473,"New Haven-Milford, CT Metro Area",828610.0,2001-07-01,2001
474,"Niles-Benton Harbor, MI Metro Area",161683.0,2001-07-01,2001
475,"Norwich-New London, CT Metro Area",261007.0,2001-07-01,2001
476,"Ocala, FL Metro Area",264393.0,2001-07-01,2001
477,"Ocean City, NJ Metro Area",101864.0,2001-07-01,2001
478,"Odessa, TX Metro Area",120591.0,2001-07-01,2001
479,"Ogden-Clearfield, UT Metro Area",452750.0,2001-07-01,2001
480,"Oklahoma City, OK Metro Area",1107695.0,2001-07-01,2001
481,"Omaha-Council Bluffs, NE-IA Metro Area",775380.0,2001-07-01,2001
482,"Oshkosh-Neenah, WI Metro Area",157799.0,2001-07-01,2001
483,"Owensboro, KY Metro Area",109889.0,2001-07-01,2001
484,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",765278.0,2001-07-01,2001
485,"Palm Bay-Melbourne-Titusville, FL Metro Area",485810.0,2001-07-01,2001
486,"Pensacola-Ferry Pass-Brent, FL Metro Area",420362.0,2001-07-01,2001
487,"Peoria, IL Metro Area",365146.0,2001-07-01,2001
488,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5722541.0,2001-07-01,2001
489,"Phoenix-Mesa-Scottsdale, AZ Metro Area",3388445.0,2001-07-01,2001
490,"Pine Bluff, AR Metro Area",106496.0,2001-07-01,2001
491,"Pittsburgh, PA Metro Area",2418223.0,2001-07-01,2001
492,"Pittsfield, MA Metro Area",133723.0,2001-07-01,2001
493,"Pocatello, ID Metro Area",84191.0,2001-07-01,2001
494,"Port St. Lucie, FL Metro Area",326877.0,2001-07-01,2001
495,"Prescott, AZ Metro Area",173285.0,2001-07-01,2001
496,"Provo-Orem, UT Metro Area",396239.0,2001-07-01,2001
497,"Pueblo, CO Metro Area",144130.0,2001-07-01,2001
498,"Punta Gorda, FL Metro Area",146008.0,2001-07-01,2001
499,"Racine, WI Metro Area",190000.0,2001-07-01,2001
500,"Rapid City, SD Metro Area",114177.0,2001-07-01,2001
501,"Reading, PA Metro Area",377155.0,2001-07-01,2001
502,"Redding, CA Metro Area",166968.0,2001-07-01,2001
503,"Richmond, VA Metro Area",1111363.0,2001-07-01,2001
504,"Riverside-San Bernardino-Ontario, CA Metro Area",3376256.0,2001-07-01,2001
505,"Roanoke, VA Metro Area",288709.0,2001-07-01,2001
506,"Rochester, MN Metro Area",166678.0,2001-07-01,2001
507,"Rochester, NY Metro Area",1041069.0,2001-07-01,2001
508,"Rockford, IL Metro Area",323992.0,2001-07-01,2001
509,"Rocky Mount, NC Metro Area",143343.0,2001-07-01,2001
510,"Rome, GA Metro Area",91165.0,2001-07-01,2001
511,"St. Cloud, MN Metro Area",171693.0,2001-07-01,2001
512,"St. George, UT Metro Area",94624.0,2001-07-01,2001
513,"St. Joseph, MO-KS Metro Area",123968.0,2001-07-01,2001
514,"St. Louis, MO-IL Metro Area",2719279.0,2001-07-01,2001
515,"Salem, OR Metro Area",352544.0,2001-07-01,2001
516,"Salinas, CA Metro Area",407065.0,2001-07-01,2001
517,"Salt Lake City, UT Metro Area",988989.0,2001-07-01,2001
518,"San Angelo, TX Metro Area",105554.0,2001-07-01,2001
519,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1745147.0,2001-07-01,2001
520,"Santa Cruz-Watsonville, CA Metro Area",255644.0,2001-07-01,2001
521,"Santa Fe, NM Metro Area",131651.0,2001-07-01,2001
522,"Savannah, GA Metro Area",297013.0,2001-07-01,2001
523,"Seattle-Tacoma-Bellevue, WA Metro Area",3094380.0,2001-07-01,2001
524,"Sebastian-Vero Beach, FL Metro Area",115324.0,2001-07-01,2001
525,"Sheboygan, WI Metro Area",112878.0,2001-07-01,2001
526,"Sherman-Denison, TX Metro Area",112375.0,2001-07-01,2001
527,"Shreveport-Bossier City, LA Metro Area",375926.0,2001-07-01,2001
528,"Sioux City, IA-NE-SD Metro Area",142490.0,2001-07-01,2001
529,"Sioux Falls, SD Metro Area",193493.0,2001-07-01,2001
530,"South Bend-Mishawaka, IN-MI Metro Area",316657.0,2001-07-01,2001
531,"Spartanburg, SC Metro Area",256794.0,2001-07-01,2001
532,"Springfield, IL Metro Area",202785.0,2001-07-01,2001
533,"Springfield, MA Metro Area",681620.0,2001-07-01,2001
534,"Springfield, MO Metro Area",374733.0,2001-07-01,2001
535,"Springfield, OH Metro Area",143929.0,2001-07-01,2001
536,"State College, PA Metro Area",136874.0,2001-07-01,2001
537,"Sumter, SC Metro Area",104233.0,2001-07-01,2001
538,"Syracuse, NY Metro Area",648961.0,2001-07-01,2001
539,"Tallahassee, FL Metro Area",323975.0,2001-07-01,2001
540,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2442189.0,2001-07-01,2001
541,"Terre Haute, IN Metro Area",170199.0,2001-07-01,2001
542,"Toledo, OH Metro Area",663781.0,2001-07-01,2001
543,"Topeka, KS Metro Area",224906.0,2001-07-01,2001
544,"Tucson, AZ Metro Area",865694.0,2001-07-01,2001
545,"Tulsa, OK Metro Area",867707.0,2001-07-01,2001
546,"Tuscaloosa, AL Metro Area",194245.0,2001-07-01,2001
547,"Tyler, TX Metro Area",177511.0,2001-07-01,2001
548,"Utica-Rome, NY Metro Area",297652.0,2001-07-01,2001
549,"Valdosta, GA Metro Area",119755.0,2001-07-01,2001
550,"Vallejo-Fairfield, CA Metro Area",403862.0,2001-07-01,2001
551,"Victoria, TX Metro Area",112340.0,2001-07-01,2001
552,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1589404.0,2001-07-01,2001
553,"Visalia-Porterville, CA Metro Area",372592.0,2001-07-01,2001
554,"Waco, TX Metro Area",215561.0,2001-07-01,2001
555,"Warner Robins, GA Metro Area",113289.0,2001-07-01,2001
556,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",4927274.0,2001-07-01,2001
557,"Waterloo-Cedar Falls, IA Metro Area",163342.0,2001-07-01,2001
558,"Wausau, WI Metro Area",126127.0,2001-07-01,2001
559,"Weirton-Steubenville, WV-OH Metro Area",130231.0,2001-07-01,2001
560,"Wheeling, WV-OH Metro Area",151320.0,2001-07-01,2001
561,"Wichita, KS Metro Area",574528.0,2001-07-01,2001
562,"Wichita Falls, TX Metro Area",150142.0,2001-07-01,2001
563,"Williamsport, PA Metro Area",119115.0,2001-07-01,2001
564,"Wilmington, NC Metro Area",281734.0,2001-07-01,2001
565,"Winchester, VA-WV Metro Area",105884.0,2001-07-01,2001
566,"Winston-Salem, NC Metro Area",429861.0,2001-07-01,2001
567,"Yakima, WA Metro Area",222806.0,2001-07-01,2001
568,"York-Hanover, PA Metro Area",385397.0,2001-07-01,2001
569,"Youngstown-Warren-Boardman, OH-PA Metro Area",598499.0,2001-07-01,2001
570,"Yuba City, CA Metro Area",141280.0,2001-07-01,2001
571,"Yuma, AZ Metro Area",163167.0,2001-07-01,2001
572,"Abilene, TX Metro Area",158118.0,2002-07-01,2002
573,"Akron, OH Metro Area",699606.0,2002-07-01,2002
574,"Albany, GA Metro Area",160054.0,2002-07-01,2002
575,"Albany-Schenectady-Troy, NY Metro Area",833752.0,2002-07-01,2002
576,"Albuquerque, NM Metro Area",753670.0,2002-07-01,2002
577,"Alexandria, LA Metro Area",145137.0,2002-07-01,2002
578,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",756321.0,2002-07-01,2002
579,"Altoona, PA Metro Area",127346.0,2002-07-01,2002
580,"Amarillo, TX Metro Area",230227.0,2002-07-01,2002
581,"Ames, IA Metro Area",81612.0,2002-07-01,2002
582,"Anchorage, AK Metro Area",332703.0,2002-07-01,2002
583,"Ann Arbor, MI Metro Area",333619.0,2002-07-01,2002
584,"Appleton, WI Metro Area",208137.0,2002-07-01,2002
585,"Asheville, NC Metro Area",377810.0,2002-07-01,2002
586,"Athens-Clarke County, GA Metro Area",171010.0,2002-07-01,2002
587,"Atlantic City-Hammonton, NJ Metro Area",258169.0,2002-07-01,2002
588,"Auburn-Opelika, AL Metro Area",118197.0,2002-07-01,2002
589,"Augusta-Richmond County, GA-SC Metro Area",506413.0,2002-07-01,2002
590,"Austin-Round Rock, TX Metro Area",1353176.0,2002-07-01,2002
591,"Bakersfield, CA Metro Area",689204.0,2002-07-01,2002
592,"Bangor, ME Metro Area",146249.0,2002-07-01,2002
593,"Barnstable Town, MA Metro Area",226893.0,2002-07-01,2002
594,"Baton Rouge, LA Metro Area",713558.0,2002-07-01,2002
595,"Battle Creek, MI Metro Area",138343.0,2002-07-01,2002
596,"Bay City, MI Metro Area",109584.0,2002-07-01,2002
597,"Beaumont-Port Arthur, TX Metro Area",381019.0,2002-07-01,2002
598,"Bellingham, WA Metro Area",174980.0,2002-07-01,2002
599,"Billings, MT Metro Area",141428.0,2002-07-01,2002
600,"Binghamton, NY Metro Area",251290.0,2002-07-01,2002
601,"Birmingham-Hoover, AL Metro Area",1065089.0,2002-07-01,2002
602,"Bismarck, ND Metro Area",96084.0,2002-07-01,2002
603,"Blacksburg-Christiansburg-Radford, VA Metro Area",152608.0,2002-07-01,2002
604,"Bloomington, IN Metro Area",176552.0,2002-07-01,2002
605,"Bowling Green, KY Metro Area",106548.0,2002-07-01,2002
606,"Bremerton-Silverdale, WA Metro Area",235499.0,2002-07-01,2002
607,"Bridgeport-Stamford-Norwalk, CT Metro Area",890635.0,2002-07-01,2002
608,"Brownsville-Harlingen, TX Metro Area",349544.0,2002-07-01,2002
609,"Brunswick, GA Metro Area",95031.0,2002-07-01,2002
610,"Burlington, NC Metro Area",135314.0,2002-07-01,2002
611,"Burlington-South Burlington, VT Metro Area",202511.0,2002-07-01,2002
612,"Canton-Massillon, OH Metro Area",407872.0,2002-07-01,2002
613,"Cape Coral-Fort Myers, FL Metro Area",474109.0,2002-07-01,2002
614,"Carson City, NV Metro Area",54424.0,2002-07-01,2002
615,"Casper, WY Metro Area",67371.0,2002-07-01,2002
616,"Cedar Rapids, IA Metro Area",242059.0,2002-07-01,2002
617,"Champaign-Urbana, IL Metro Area",213351.0,2002-07-01,2002
618,"Charleston, WV Metro Area",306123.0,2002-07-01,2002
619,"Charlottesville, VA Metro Area",180592.0,2002-07-01,2002
620,"Chattanooga, TN-GA Metro Area",487718.0,2002-07-01,2002
621,"Cheyenne, WY Metro Area",83144.0,2002-07-01,2002
622,"Chico, CA Metro Area",209319.0,2002-07-01,2002
623,"Clarksville, TN-KY Metro Area",238210.0,2002-07-01,2002
624,"Cleveland, TN Metro Area",105564.0,2002-07-01,2002
625,"Coeur d'Alene, ID Metro Area",114000.0,2002-07-01,2002
626,"College Station-Bryan, TX Metro Area",189271.0,2002-07-01,2002
627,"Colorado Springs, CO Metro Area",566091.0,2002-07-01,2002
628,"Columbia, MO Metro Area",149760.0,2002-07-01,2002
629,"Columbia, SC Metro Area",663454.0,2002-07-01,2002
630,"Columbus, GA-AL Metro Area",286315.0,2002-07-01,2002
631,"Columbus, IN Metro Area",71712.0,2002-07-01,2002
632,"Columbus, OH Metro Area",1659344.0,2002-07-01,2002
633,"Corpus Christi, TX Metro Area",402858.0,2002-07-01,2002
634,"Corvallis, OR Metro Area",79622.0,2002-07-01,2002
635,"Cumberland, MD-WV Metro Area",100840.0,2002-07-01,2002
636,"Dallas-Fort Worth-Arlington, TX Metro Area",5476578.0,2002-07-01,2002
637,"Dalton, GA Metro Area",124743.0,2002-07-01,2002
638,"Danville, IL Metro Area",82909.0,2002-07-01,2002
639,"Davenport-Moline-Rock Island, IA-IL Metro Area",373855.0,2002-07-01,2002
640,"Dayton, OH Metro Area",845416.0,2002-07-01,2002
641,"Decatur, AL Metro Area",146040.0,2002-07-01,2002
642,"Decatur, IL Metro Area",111980.0,2002-07-01,2002
643,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",458400.0,2002-07-01,2002
644,"Des Moines-West Des Moines, IA Metro Area",496973.0,2002-07-01,2002
645,"Dothan, AL Metro Area",131633.0,2002-07-01,2002
646,"Dover, DE Metro Area",131301.0,2002-07-01,2002
647,"Dubuque, IA Metro Area",89218.0,2002-07-01,2002
648,"Duluth, MN-WI Metro Area",275792.0,2002-07-01,2002
649,"Durham-Chapel Hill, NC Metro Area",441951.0,2002-07-01,2002
650,"Eau Claire, WI Metro Area",150861.0,2002-07-01,2002
651,"El Centro, CA Metro Area",144579.0,2002-07-01,2002
652,"Elkhart-Goshen, IN Metro Area",185148.0,2002-07-01,2002
653,"Elmira, NY Metro Area",90409.0,2002-07-01,2002
654,"El Paso, TX Metro Area",688771.0,2002-07-01,2002
655,"Erie, PA Metro Area",281920.0,2002-07-01,2002
656,"Evansville, IN-KY Metro Area",343770.0,2002-07-01,2002
657,"Fairbanks, AK Metro Area",87329.0,2002-07-01,2002
658,"Fargo, ND-MN Metro Area",177537.0,2002-07-01,2002
659,"Farmington, NM Metro Area",118277.0,2002-07-01,2002
660,"Fayetteville, NC Metro Area",342404.0,2002-07-01,2002
661,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",369930.0,2002-07-01,2002
662,"Flagstaff, AZ Metro Area",120390.0,2002-07-01,2002
663,"Flint, MI Metro Area",438775.0,2002-07-01,2002
664,"Florence, SC Metro Area",194704.0,2002-07-01,2002
665,"Florence-Muscle Shoals, AL Metro Area",141466.0,2002-07-01,2002
666,"Fond du Lac, WI Metro Area",97821.0,2002-07-01,2002
667,"Fort Smith, AR-OK Metro Area",277093.0,2002-07-01,2002
668,"Fort Wayne, IN Metro Area",396060.0,2002-07-01,2002
669,"Fresno, CA Metro Area",828245.0,2002-07-01,2002
670,"Gadsden, AL Metro Area",102815.0,2002-07-01,2002
671,"Gainesville, FL Metro Area",238868.0,2002-07-01,2002
672,"Gainesville, GA Metro Area",151775.0,2002-07-01,2002
673,"Glens Falls, NY Metro Area",125001.0,2002-07-01,2002
674,"Goldsboro, NC Metro Area",112804.0,2002-07-01,2002
675,"Grand Forks, ND-MN Metro Area",96093.0,2002-07-01,2002
676,"Grand Junction, CO Metro Area",122131.0,2002-07-01,2002
677,"Grand Rapids-Wyoming, MI Metro Area",755875.0,2002-07-01,2002
678,"Great Falls, MT Metro Area",80600.0,2002-07-01,2002
679,"Green Bay, WI Metro Area",288747.0,2002-07-01,2002
680,"Greensboro-High Point, NC Metro Area",656811.0,2002-07-01,2002
681,"Greenville, NC Metro Area",157069.0,2002-07-01,2002
682,"Hagerstown-Martinsburg, MD-WV Metro Area",230900.0,2002-07-01,2002
683,"Hanford-Corcoran, CA Metro Area",134681.0,2002-07-01,2002
684,"Harrisburg-Carlisle, PA Metro Area",513711.0,2002-07-01,2002
685,"Harrisonburg, VA Metro Area",111243.0,2002-07-01,2002
686,"Hartford-West Hartford-East Hartford, CT Metro Area",1165667.0,2002-07-01,2002
687,"Hattiesburg, MS Metro Area",126694.0,2002-07-01,2002
688,"Hickory-Lenoir-Morganton, NC Metro Area",348183.0,2002-07-01,2002
689,"Hot Springs, AR Metro Area",90151.0,2002-07-01,2002
690,"Huntington-Ashland, WV-KY-OH Metro Area",286049.0,2002-07-01,2002
691,"Huntsville, AL Metro Area",353145.0,2002-07-01,2002
692,"Idaho Falls, ID Metro Area",104289.0,2002-07-01,2002
693,"Iowa City, IA Metro Area",136542.0,2002-07-01,2002
694,"Ithaca, NY Metro Area",98393.0,2002-07-01,2002
695,"Jackson, MI Metro Area",160791.0,2002-07-01,2002
696,"Jackson, MS Metro Area",504423.0,2002-07-01,2002
697,"Jackson, TN Metro Area",109340.0,2002-07-01,2002
698,"Jacksonville, FL Metro Area",1172801.0,2002-07-01,2002
699,"Jacksonville, NC Metro Area",153280.0,2002-07-01,2002
700,"Jefferson City, MO Metro Area",141968.0,2002-07-01,2002
701,"Johnson City, TN Metro Area",183736.0,2002-07-01,2002
702,"Johnstown, PA Metro Area",149851.0,2002-07-01,2002
703,"Jonesboro, AR Metro Area",109215.0,2002-07-01,2002
704,"Joplin, MO Metro Area",160099.0,2002-07-01,2002
705,"Kalamazoo-Portage, MI Metro Area",319048.0,2002-07-01,2002
706,"Kansas City, MO-KS Metro Area",1890419.0,2002-07-01,2002
707,"Kingsport-Bristol-Bristol, TN-VA Metro Area",298432.0,2002-07-01,2002
708,"Kingston, NY Metro Area",179721.0,2002-07-01,2002
709,"Knoxville, TN Metro Area",632944.0,2002-07-01,2002
710,"Kokomo, IN Metro Area",101055.0,2002-07-01,2002
711,"Lafayette, LA Metro Area",242115.0,2002-07-01,2002
712,"Lake Charles, LA Metro Area",192578.0,2002-07-01,2002
713,"Lake Havasu City-Kingman, AZ Metro Area",165177.0,2002-07-01,2002
714,"Lakeland-Winter Haven, FL Metro Area",498428.0,2002-07-01,2002
715,"Lancaster, PA Metro Area",478078.0,2002-07-01,2002
716,"Lansing-East Lansing, MI Metro Area",453042.0,2002-07-01,2002
717,"Laredo, TX Metro Area",205096.0,2002-07-01,2002
718,"Las Cruces, NM Metro Area",178473.0,2002-07-01,2002
719,"Lawrence, KS Metro Area",104408.0,2002-07-01,2002
720,"Lawton, OK Metro Area",112009.0,2002-07-01,2002
721,"Lebanon, PA Metro Area",121313.0,2002-07-01,2002
722,"Lewiston, ID-WA Metro Area",57635.0,2002-07-01,2002
723,"Lewiston-Auburn, ME Metro Area",104873.0,2002-07-01,2002
724,"Lexington-Fayette, KY Metro Area",419455.0,2002-07-01,2002
725,"Lima, OH Metro Area",107845.0,2002-07-01,2002
726,"Lincoln, NE Metro Area",274541.0,2002-07-01,2002
727,"Little Rock-North Little Rock-Conway, AR Metro Area",623045.0,2002-07-01,2002
728,"Logan, UT-ID Metro Area",108937.0,2002-07-01,2002
729,"Longview, TX Metro Area",196345.0,2002-07-01,2002
730,"Longview, WA Metro Area",94313.0,2002-07-01,2002
731,"Louisville/Jefferson County, KY-IN Metro Area",1180018.0,2002-07-01,2002
732,"Lubbock, TX Metro Area",255764.0,2002-07-01,2002
733,"Lynchburg, VA Metro Area",229459.0,2002-07-01,2002
734,"Madison, WI Metro Area",519570.0,2002-07-01,2002
735,"Manchester-Nashua, NH Metro Area",390921.0,2002-07-01,2002
736,"Manhattan, KS Metro Area",110253.0,2002-07-01,2002
737,"Mankato-North Mankato, MN Metro Area",87414.0,2002-07-01,2002
738,"Mansfield, OH Metro Area",128068.0,2002-07-01,2002
739,"McAllen-Edinburg-Mission, TX Metro Area",607449.0,2002-07-01,2002
740,"Medford, OR Metro Area",186567.0,2002-07-01,2002
741,"Memphis, TN-MS-AR Metro Area",1226669.0,2002-07-01,2002
742,"Merced, CA Metro Area",223666.0,2002-07-01,2002
743,"Michigan City-La Porte, IN Metro Area",109441.0,2002-07-01,2002
744,"Midland, TX Metro Area",116953.0,2002-07-01,2002
745,"Milwaukee-Waukesha-West Allis, WI Metro Area",1521102.0,2002-07-01,2002
746,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3053303.0,2002-07-01,2002
747,"Missoula, MT Metro Area",98918.0,2002-07-01,2002
748,"Mobile, AL Metro Area",398417.0,2002-07-01,2002
749,"Modesto, CA Metro Area",477197.0,2002-07-01,2002
750,"Monroe, LA Metro Area",169977.0,2002-07-01,2002
