,CBSA,MNAME,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,Year
1611,28660,"Killeen-Temple-Fort Hood, TX Metro Area",170476,81.1,10.8,0.2,3.5,0.1,1.3,3.0,2009
1976,28660,"Killeen-Temple-Fort Hood, TX Metro Area",183342,83.0,9.1,0.1,3.8,0.2,1.2,2.5,2010
2342,28660,"Killeen-Temple-Fort Hood, TX Metro Area",172436,80.3,11.2,0.3,3.8,0.3,1.5,2.6,2011
2708,28660,"Killeen-Temple-Fort Hood, TX Metro Area",180051,82.1,10.7,0.1,2.6,0.5,1.3,2.6,2012
169,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130053,85.6,10.0,0.2,0.7,0.0,0.7,2.8,2005
528,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",127702,84.0,10.7,0.2,1.7,0.1,0.7,2.6,2006
887,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",129919,85.7,9.0,0.2,1.8,0.0,0.8,2.5,2007
1249,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",131740,86.8,9.1,0.1,1.0,0.1,0.2,2.6,2008
1612,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",122929,85.4,9.9,0.1,1.0,0.0,0.4,3.1,2009
1977,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",121939,89.0,6.4,0.3,1.5,0.1,0.5,2.3,2010
2343,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",125949,86.6,8.4,0.1,1.0,0.1,1.1,2.6,2011
2709,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",125869,85.8,8.3,0.4,0.9,0.4,0.9,3.3,2012
3085,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",122842,86.0,8.4,0.3,0.6,0.1,1.6,2.9,2013
3466,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",124968,87.4,7.4,0.5,0.8,0.1,0.5,3.4,2014
3847,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",126230,86.8,8.5,0.2,0.7,0.1,1.0,2.7,2015
4229,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",122747,85.5,7.7,0.2,1.4,0.0,1.7,3.5,2016
4611,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",126162,83.5,8.9,0.3,1.0,0.2,1.7,4.4,2017
170,28740,"Kingston, NY Metro Area",86049,78.7,7.7,2.5,3.9,0.0,1.8,5.3,2005
529,28740,"Kingston, NY Metro Area",88834,76.8,8.4,1.3,5.5,0.3,0.5,7.1,2006
888,28740,"Kingston, NY Metro Area",87341,79.3,6.5,3.1,4.2,0.5,0.9,5.5,2007
1250,28740,"Kingston, NY Metro Area",91929,79.1,8.1,2.5,3.2,0.1,0.4,6.6,2008
1613,28740,"Kingston, NY Metro Area",85714,75.2,9.8,1.5,4.6,0.9,0.2,7.8,2009
1978,28740,"Kingston, NY Metro Area",81878,74.9,7.9,1.7,5.2,1.0,1.3,8.1,2010
2344,28740,"Kingston, NY Metro Area",82029,78.3,7.0,2.3,5.3,0.3,1.0,5.9,2011
2710,28740,"Kingston, NY Metro Area",81804,77.5,9.0,2.0,3.4,0.4,0.7,6.9,2012
3086,28740,"Kingston, NY Metro Area",83891,77.9,7.6,3.5,2.9,1.1,0.6,6.4,2013
3467,28740,"Kingston, NY Metro Area",81851,77.2,8.3,1.8,5.7,0.4,1.1,5.6,2014
3848,28740,"Kingston, NY Metro Area",84214,78.9,7.0,2.2,4.5,0.2,1.2,6.0,2015
4230,28740,"Kingston, NY Metro Area",84042,78.0,6.6,2.3,4.0,0.5,1.0,7.6,2016
4612,28740,"Kingston, NY Metro Area",85303,77.0,8.9,2.6,3.7,0.3,1.1,6.4,2017
171,28940,"Knoxville, TN Metro Area",295935,84.3,9.7,0.5,1.4,0.1,0.9,3.1,2005
530,28940,"Knoxville, TN Metro Area",310788,85.1,8.1,0.7,1.5,0.1,0.9,3.6,2006
889,28940,"Knoxville, TN Metro Area",321029,84.5,9.6,0.5,1.7,0.1,0.8,2.9,2007
1251,28940,"Knoxville, TN Metro Area",329519,84.0,9.4,0.4,1.2,0.2,1.2,3.5,2008
1614,28940,"Knoxville, TN Metro Area",320338,85.2,8.2,0.3,1.3,0.3,1.4,3.3,2009
1979,28940,"Knoxville, TN Metro Area",309832,85.7,8.2,0.5,1.3,0.1,0.6,3.5,2010
2345,28940,"Knoxville, TN Metro Area",321345,87.4,7.3,0.4,1.0,0.1,0.8,2.9,2011
2711,28940,"Knoxville, TN Metro Area",317310,84.9,8.2,0.6,1.1,0.1,0.7,4.4,2012
3087,28940,"Knoxville, TN Metro Area",368879,85.3,8.3,0.7,1.1,0.1,0.8,3.7,2013
3468,28940,"Knoxville, TN Metro Area",371868,83.2,9.8,0.6,1.4,0.3,0.7,4.0,2014
3849,28940,"Knoxville, TN Metro Area",388751,85.0,8.5,0.4,1.1,0.2,1.1,3.7,2015
4231,28940,"Knoxville, TN Metro Area",394503,84.7,7.6,0.3,1.3,0.1,0.6,5.3,2016
4613,28940,"Knoxville, TN Metro Area",405875,83.5,8.1,0.4,1.7,0.2,0.7,5.4,2017
172,29020,"Kokomo, IN Metro Area",43508,84.6,8.8,0.2,2.5,0.1,1.1,2.8,2005
531,29020,"Kokomo, IN Metro Area",41883,82.0,12.2,0.0,1.2,0.6,1.2,2.8,2006
890,29020,"Kokomo, IN Metro Area",42085,85.5,7.1,0.4,1.5,0.1,0.5,4.9,2007
1252,29020,"Kokomo, IN Metro Area",42579,84.7,8.2,0.2,2.5,0.5,0.9,3.1,2008
1615,29020,"Kokomo, IN Metro Area",36661,87.5,6.7,0.1,1.4,0.1,1.4,2.7,2009
1980,29020,"Kokomo, IN Metro Area",40760,84.4,10.0,0.0,2.2,0.4,0.5,2.5,2010
2346,29020,"Kokomo, IN Metro Area",42667,84.9,7.7,1.2,1.7,0.6,1.4,2.6,2011
2712,29020,"Kokomo, IN Metro Area",39517,82.6,8.6,0.5,2.7,0.6,2.1,2.9,2012
3088,29020,"Kokomo, IN Metro Area",N,N,N,N,N,N,N,N,2013
3469,29020,"Kokomo, IN Metro Area",N,N,N,N,N,N,N,N,2014
3850,29020,"Kokomo, IN Metro Area",35085,84.8,9.7,1.1,1.4,0.0,0.7,2.2,2015
4232,29020,"Kokomo, IN Metro Area",35910,82.9,10.3,0.0,1.6,0.0,1.6,3.6,2016
4614,29020,"Kokomo, IN Metro Area",N,N,N,N,N,N,N,N,2017
173,29100,"La Crosse, WI-MN Metro Area",65858,82.0,8.5,0.6,3.8,1.1,0.8,3.3,2005
532,29100,"La Crosse, WI-MN Metro Area",69310,77.7,8.6,0.9,5.9,1.8,0.7,4.3,2006
891,29100,"La Crosse, WI-MN Metro Area",67180,80.9,8.4,0.8,3.5,0.8,0.8,4.8,2007
1253,29100,"La Crosse, WI-MN Metro Area",72089,76.4,10.7,0.8,4.9,0.9,1.3,5.0,2008
1616,29100,"La Crosse, WI-MN Metro Area",71581,79.2,7.7,2.2,4.8,0.8,0.8,4.5,2009
1981,29100,"La Crosse, WI-MN Metro Area",69115,81.2,7.7,0.9,3.3,1.3,0.7,5.0,2010
2347,29100,"La Crosse, WI-MN Metro Area",70769,79.4,9.3,1.0,4.1,1.2,1.5,3.6,2011
2713,29100,"La Crosse, WI-MN Metro Area",70489,78.6,8.4,1.0,5.4,1.4,0.9,4.2,2012
3089,29100,"La Crosse-Onalaska, WI-MN Metro Area",71587,81.9,6.8,0.9,4.2,2.2,0.7,3.3,2013
3470,29100,"La Crosse-Onalaska, WI-MN Metro Area",71918,80.1,7.8,1.2,5.2,1.7,0.8,3.3,2014
3851,29100,"La Crosse-Onalaska, WI-MN Metro Area",72148,80.3,7.3,1.0,5.1,2.2,1.1,3.0,2015
4233,29100,"La Crosse-Onalaska, WI-MN Metro Area",71556,79.8,8.1,0.6,4.8,1.0,0.9,4.8,2016
4615,29100,"La Crosse-Onalaska, WI-MN Metro Area",72911,83.1,6.7,0.6,3.7,0.9,1.1,3.9,2017
174,29140,"Lafayette, IN Metro Area",80707,78.7,9.4,1.6,5.7,0.9,0.6,3.0,2005
533,29140,"Lafayette, IN Metro Area",85293,78.9,8.1,2.8,5.3,0.7,0.8,3.4,2006
892,29140,"Lafayette, IN Metro Area",88410,77.0,8.9,2.6,4.6,0.9,0.7,5.2,2007
1254,29140,"Lafayette, IN Metro Area",92728,76.9,11.6,2.4,3.6,1.0,1.1,3.4,2008
1617,29140,"Lafayette, IN Metro Area",88933,77.4,8.2,2.9,6.5,1.0,0.7,3.3,2009
1982,29140,"Lafayette, IN Metro Area",93839,78.4,10.3,3.2,4.9,0.5,0.3,2.4,2010
2348,29140,"Lafayette, IN Metro Area",95196,75.0,11.2,2.4,5.0,0.7,0.9,4.7,2011
2714,29140,"Lafayette, IN Metro Area",96480,78.3,8.2,3.0,4.5,1.9,1.3,2.8,2012
175,29180,"Lafayette, LA Metro Area",113972,84.5,10.3,0.5,1.2,0.1,1.0,2.5,2005
534,29180,"Lafayette, LA Metro Area",118000,84.5,9.3,1.2,1.4,0.1,0.8,2.7,2006
893,29180,"Lafayette, LA Metro Area",126216,84.4,9.6,0.8,2.1,0.3,0.9,2.0,2007
1255,29180,"Lafayette, LA Metro Area",124939,83.1,9.9,1.3,1.8,1.0,0.9,2.0,2008
1618,29180,"Lafayette, LA Metro Area",126815,85.8,8.5,0.6,2.0,0.4,1.0,1.8,2009
1983,29180,"Lafayette, LA Metro Area",126057,83.7,10.9,0.6,1.5,0.3,1.1,2.0,2010
2349,29180,"Lafayette, LA Metro Area",130137,84.9,9.6,1.0,1.2,0.4,1.1,1.8,2011
2715,29180,"Lafayette, LA Metro Area",134156,80.4,11.8,0.6,2.6,0.5,1.5,2.6,2012
3090,29180,"Lafayette, LA Metro Area",217364,83.7,9.6,0.4,1.8,0.5,1.7,2.2,2013
3471,29180,"Lafayette, LA Metro Area",225124,81.6,12.4,0.4,1.2,0.2,1.5,2.7,2014
3852,29180,"Lafayette, LA Metro Area",220527,84.3,8.2,0.4,2.8,0.6,1.5,2.2,2015
4234,29180,"Lafayette, LA Metro Area",215443,84.0,8.8,0.7,1.7,0.6,1.5,2.6,2016
4616,29180,"Lafayette, LA Metro Area",213031,84.9,8.0,0.6,1.7,0.4,0.7,3.6,2017
3091,29200,"Lafayette-West Lafayette, IN Metro Area",96494,73.8,10.1,3.0,6.2,1.1,1.5,4.3,2013
3472,29200,"Lafayette-West Lafayette, IN Metro Area",95528,74.4,10.9,2.6,6.6,1.0,1.0,3.4,2014
3853,29200,"Lafayette-West Lafayette, IN Metro Area",106719,74.6,11.3,2.3,6.7,1.0,1.0,3.0,2015
4235,29200,"Lafayette-West Lafayette, IN Metro Area",102495,77.9,10.1,3.1,4.9,1.1,0.5,2.5,2016
4617,29200,"Lafayette-West Lafayette, IN Metro Area",105538,74.9,10.1,1.8,6.4,2.0,0.9,3.8,2017
176,29340,"Lake Charles, LA Metro Area",78386,81.6,11.4,0.3,1.7,0.2,2.9,1.9,2005
535,29340,"Lake Charles, LA Metro Area",80069,83.3,10.1,0.3,2.3,0.8,1.1,2.1,2006
894,29340,"Lake Charles, LA Metro Area",85866,82.6,12.4,0.1,1.3,0.1,1.4,2.0,2007
1256,29340,"Lake Charles, LA Metro Area",85845,82.1,13.7,0.3,1.7,0.3,1.3,0.7,2008
1619,29340,"Lake Charles, LA Metro Area",86278,82.2,11.5,0.9,1.3,0.1,1.7,2.3,2009
1984,29340,"Lake Charles, LA Metro Area",83589,86.8,9.3,0.1,1.2,0.1,0.6,2.0,2010
2350,29340,"Lake Charles, LA Metro Area",83592,83.9,10.8,0.7,1.6,0.0,1.6,1.4,2011
2716,29340,"Lake Charles, LA Metro Area",85362,84.1,10.8,0.5,1.4,0.3,1.1,1.8,2012
3092,29340,"Lake Charles, LA Metro Area",88424,85.9,9.3,0.0,1.6,0.3,1.1,1.6,2013
3473,29340,"Lake Charles, LA Metro Area",85520,83.7,9.7,0.1,1.2,0.6,2.6,2.1,2014
3854,29340,"Lake Charles, LA Metro Area",91940,86.5,7.4,0.7,1.8,0.5,1.4,1.7,2015
4236,29340,"Lake Charles, LA Metro Area",87972,87.9,6.9,0.5,1.0,0.4,1.3,2.1,2016
4618,29340,"Lake Charles, LA Metro Area",99395,87.0,7.6,0.5,1.8,0.0,0.8,2.3,2017
895,29420,"Lake Havasu City-Kingman, AZ Metro Area",74872,75.5,17.1,0.9,2.5,0.2,0.7,3.1,2007
1257,29420,"Lake Havasu City-Kingman, AZ Metro Area",72180,77.3,16.1,0.2,1.3,0.2,2.0,3.0,2008
1620,29420,"Lake Havasu City-Kingman, AZ Metro Area",64653,74.5,16.2,1.0,2.4,0.0,2.4,3.5,2009
1985,29420,"Lake Havasu City-Kingman, AZ Metro Area",71666,80.8,11.9,0.3,1.6,0.3,1.8,3.3,2010
2351,29420,"Lake Havasu City-Kingman, AZ Metro Area",68519,73.4,19.5,0.1,1.5,0.2,1.7,3.8,2011
2717,29420,"Lake Havasu City-Kingman, AZ Metro Area",61063,75.9,13.8,0.4,3.0,0.3,2.6,3.9,2012
3093,29420,"Lake Havasu City-Kingman, AZ Metro Area",65107,79.0,12.4,0.4,2.2,0.0,3.2,2.7,2013
3474,29420,"Lake Havasu City-Kingman, AZ Metro Area",65453,80.4,12.7,0.8,2.3,0.5,1.2,2.1,2014
3855,29420,"Lake Havasu City-Kingman, AZ Metro Area",69109,83.8,10.1,0.5,0.8,0.0,2.4,2.4,2015
4237,29420,"Lake Havasu City-Kingman, AZ Metro Area",68236,81.2,11.7,0.8,1.3,0.1,1.3,3.5,2016
4619,29420,"Lake Havasu City-Kingman, AZ Metro Area",72271,75.6,14.8,1.6,0.7,0.5,1.4,5.3,2017
177,29460,"Lakeland, FL Metro Area",227493,81.6,12.3,0.3,1.5,0.3,1.2,2.7,2005
536,29460,"Lakeland, FL Metro Area",236898,78.8,13.8,0.4,1.6,0.2,2.6,2.7,2006
896,29460,"Lakeland, FL Metro Area",241689,82.3,11.3,0.7,1.0,0.2,2.6,2.0,2007
1258,29460,"Lakeland-Winter Haven, FL Metro Area",245181,80.5,10.6,0.4,1.1,0.5,3.8,3.1,2008
1621,29460,"Lakeland-Winter Haven, FL Metro Area",230607,79.7,12.9,0.2,0.7,0.1,2.5,4.0,2009
1986,29460,"Lakeland-Winter Haven, FL Metro Area",232749,81.6,11.8,0.8,1.2,0.1,1.2,3.3,2010
2352,29460,"Lakeland-Winter Haven, FL Metro Area",223190,81.2,10.8,0.4,1.5,0.2,2.4,3.5,2011
2718,29460,"Lakeland-Winter Haven, FL Metro Area",228002,83.0,10.0,0.6,1.4,0.4,1.5,3.2,2012
3094,29460,"Lakeland-Winter Haven, FL Metro Area",242739,80.9,11.1,0.3,1.0,0.4,1.9,4.3,2013
3475,29460,"Lakeland-Winter Haven, FL Metro Area",247528,81.1,10.9,0.2,1.3,0.2,2.1,4.1,2014
3856,29460,"Lakeland-Winter Haven, FL Metro Area",254968,83.1,8.6,1.0,1.0,0.5,1.5,4.3,2015
4238,29460,"Lakeland-Winter Haven, FL Metro Area",270813,82.5,10.6,0.6,0.8,0.5,0.8,4.2,2016
4620,29460,"Lakeland-Winter Haven, FL Metro Area",276669,84.1,8.8,0.4,1.2,0.2,0.9,4.4,2017
178,29540,"Lancaster, PA Metro Area",232569,78.3,10.4,1.3,3.5,0.7,1.1,4.6,2005
537,29540,"Lancaster, PA Metro Area",242615,78.6,10.3,1.1,3.5,0.5,1.0,5.0,2006
897,29540,"Lancaster, PA Metro Area",240687,79.5,8.3,1.2,3.3,0.6,1.4,5.6,2007
1259,29540,"Lancaster, PA Metro Area",249811,78.9,8.8,1.5,3.7,0.8,1.4,4.8,2008
1622,29540,"Lancaster, PA Metro Area",240487,78.9,9.7,0.9,4.0,0.5,1.2,4.9,2009
1987,29540,"Lancaster, PA Metro Area",244202,78.6,9.5,1.4,3.6,0.7,1.4,4.8,2010
2353,29540,"Lancaster, PA Metro Area",249185,79.7,9.1,1.4,3.4,0.7,1.4,4.4,2011
2719,29540,"Lancaster, PA Metro Area",245843,80.4,8.0,0.9,3.4,0.6,1.4,5.2,2012
3095,29540,"Lancaster, PA Metro Area",252727,79.2,8.2,1.2,4.2,0.5,1.2,5.4,2013
3476,29540,"Lancaster, PA Metro Area",262369,78.0,10.5,1.5,3.2,0.8,1.0,5.0,2014
3857,29540,"Lancaster, PA Metro Area",261001,78.7,8.7,1.3,4.2,0.7,1.1,5.2,2015
4239,29540,"Lancaster, PA Metro Area",265376,79.5,9.2,1.3,3.7,0.7,1.0,4.6,2016
4621,29540,"Lancaster, PA Metro Area",270113,77.9,10.3,1.2,3.6,0.8,1.3,5.0,2017
179,29620,"Lansing-East Lansing, MI Metro Area",206209,85.5,7.3,1.4,1.8,0.3,0.8,3.0,2005
538,29620,"Lansing-East Lansing, MI Metro Area",215716,80.1,9.2,2.4,3.9,0.4,0.4,3.5,2006
898,29620,"Lansing-East Lansing, MI Metro Area",218587,81.1,8.7,1.5,4.2,0.5,0.5,3.5,2007
1260,29620,"Lansing-East Lansing, MI Metro Area",221202,80.4,8.6,2.2,3.9,1.0,0.7,3.1,2008
1623,29620,"Lansing-East Lansing, MI Metro Area",208799,79.3,9.0,1.9,4.4,1.3,0.9,3.2,2009
1988,29620,"Lansing-East Lansing, MI Metro Area",207508,79.8,8.0,2.3,4.3,1.2,0.5,3.9,2010
2354,29620,"Lansing-East Lansing, MI Metro Area",208217,78.6,9.7,2.1,3.5,1.6,0.5,4.0,2011
2720,29620,"Lansing-East Lansing, MI Metro Area",210354,79.5,8.5,1.9,4.0,0.9,0.8,4.5,2012
3096,29620,"Lansing-East Lansing, MI Metro Area",214745,80.5,8.8,2.2,3.8,1.2,0.5,3.1,2013
3477,29620,"Lansing-East Lansing, MI Metro Area",220860,79.1,7.9,2.7,4.1,1.5,0.6,4.0,2014
3858,29620,"Lansing-East Lansing, MI Metro Area",222334,80.7,8.5,2.4,3.5,1.0,0.6,3.3,2015
4240,29620,"Lansing-East Lansing, MI Metro Area",226015,80.0,8.9,2.5,2.6,1.4,0.6,4.1,2016
4622,29620,"Lansing-East Lansing, MI Metro Area",226101,79.0,9.0,2.8,3.8,1.1,0.4,3.9,2017
180,29700,"Laredo, TX Metro Area",79556,80.6,11.4,2.6,1.9,0.0,1.3,2.2,2005
539,29700,"Laredo, TX Metro Area",83554,75.2,16.9,1.9,1.7,0.0,1.5,2.7,2006
899,29700,"Laredo, TX Metro Area",90594,72.9,15.9,1.9,2.9,0.2,0.9,5.3,2007
1261,29700,"Laredo, TX Metro Area",93247,78.9,12.7,2.3,2.5,0.0,2.2,1.4,2008
1624,29700,"Laredo, TX Metro Area",88313,81.0,12.0,1.8,1.4,0.1,1.1,2.7,2009
1989,29700,"Laredo, TX Metro Area",96246,76.9,14.7,1.7,1.6,0.0,0.8,4.2,2010
2355,29700,"Laredo, TX Metro Area",93912,75.2,16.7,0.9,1.3,0.0,0.5,5.4,2011
2721,29700,"Laredo, TX Metro Area",92704,78.8,15.0,1.0,1.2,0.0,0.7,3.4,2012
3097,29700,"Laredo, TX Metro Area",92096,81.5,11.8,1.1,2.0,0.1,0.7,2.8,2013
3478,29700,"Laredo, TX Metro Area",98182,77.5,15.6,1.4,2.1,0.0,1.1,2.4,2014
3859,29700,"Laredo, TX Metro Area",103994,83.1,11.7,1.3,1.3,0.0,0.6,2.0,2015
4241,29700,"Laredo, TX Metro Area",99093,82.3,10.1,1.0,1.9,0.1,1.9,2.7,2016
4623,29700,"Laredo, TX Metro Area",109312,82.6,10.4,0.6,1.4,0.1,2.3,2.6,2017
181,29740,"Las Cruces, NM Metro Area",74587,72.0,16.7,0.4,5.1,0.5,1.4,4.0,2005
540,29740,"Las Cruces, NM Metro Area",79845,77.0,13.7,0.7,3.4,1.0,0.6,3.5,2006
900,29740,"Las Cruces, NM Metro Area",85469,78.5,12.1,0.3,2.6,0.7,0.7,5.1,2007
1262,29740,"Las Cruces, NM Metro Area",86750,77.1,12.2,0.4,4.1,1.5,1.2,3.6,2008
1625,29740,"Las Cruces, NM Metro Area",84196,79.4,11.2,0.8,2.7,1.1,0.7,4.2,2009
1990,29740,"Las Cruces, NM Metro Area",84287,83.8,8.5,0.3,1.9,0.6,0.5,4.4,2010
2356,29740,"Las Cruces, NM Metro Area",85518,81.6,10.2,0.7,3.4,0.8,0.4,2.9,2011
2722,29740,"Las Cruces, NM Metro Area",88849,80.1,9.6,0.4,3.0,0.5,1.1,5.3,2012
3098,29740,"Las Cruces, NM Metro Area",89977,82.2,11.1,0.3,2.8,0.3,0.4,2.9,2013
3479,29740,"Las Cruces, NM Metro Area",89616,81.6,9.8,0.3,1.7,1.1,0.7,4.7,2014
3860,29740,"Las Cruces, NM Metro Area",89019,81.5,10.4,0.3,2.7,0.4,1.5,3.2,2015
4242,29740,"Las Cruces, NM Metro Area",88099,83.2,8.3,0.4,2.5,0.6,0.3,4.8,2016
4624,29740,"Las Cruces, NM Metro Area",83991,76.1,12.8,1.3,1.2,1.9,1.0,5.7,2017
3099,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",908318,79.3,10.2,3.5,1.7,0.4,1.7,3.2,2013
3480,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",936449,77.6,10.2,4.8,1.6,0.5,2.3,3.1,2014
3861,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",962647,78.7,9.5,4.2,1.8,0.3,1.8,3.6,2015
4243,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",994483,79.4,9.9,3.7,1.2,0.3,1.5,4.0,2016
4625,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",1028148,78.9,9.2,3.3,1.7,0.3,2.3,4.3,2017
182,29820,"Las Vegas-Paradise, NV Metro Area",810831,78.8,11.7,3.1,2.1,0.4,1.5,2.5,2005
541,29820,"Las Vegas-Paradise, NV Metro Area",856835,77.4,12.0,3.9,1.7,0.5,1.7,2.9,2006
901,29820,"Las Vegas-Paradise, NV Metro Area",876824,78.8,11.3,3.6,2.0,0.5,1.2,2.7,2007
1263,29820,"Las Vegas-Paradise, NV Metro Area",907212,77.7,11.9,3.7,2.0,0.4,1.6,2.8,2008
1626,29820,"Las Vegas-Paradise, NV Metro Area",874449,79.5,10.3,3.2,1.8,0.3,1.6,3.3,2009
1991,29820,"Las Vegas-Paradise, NV Metro Area",864245,78.9,10.5,3.8,1.6,0.6,1.3,3.3,2010
2357,29820,"Las Vegas-Paradise, NV Metro Area",860126,78.8,11.0,3.9,1.8,0.3,1.6,2.6,2011
2723,29820,"Las Vegas-Paradise, NV Metro Area",884123,78.5,10.7,3.8,2.0,0.3,1.6,2.9,2012
183,29940,"Lawrence, KS Metro Area",56806,78.7,7.2,0.6,7.1,1.0,0.9,4.6,2005
542,29940,"Lawrence, KS Metro Area",61199,79.1,9.5,2.3,4.3,1.0,0.4,3.4,2006
902,29940,"Lawrence, KS Metro Area",59937,74.8,10.6,1.2,7.1,1.8,0.6,3.8,2007
1264,29940,"Lawrence, KS Metro Area",64068,72.7,13.2,1.2,6.3,1.6,0.5,4.4,2008
1627,29940,"Lawrence, KS Metro Area",60859,75.3,10.5,1.7,5.0,1.9,0.7,4.9,2009
1992,29940,"Lawrence, KS Metro Area",57972,73.5,11.1,2.4,6.5,1.8,0.7,4.0,2010
2358,29940,"Lawrence, KS Metro Area",61087,73.7,12.9,2.0,5.8,1.5,0.5,3.7,2011
2724,29940,"Lawrence, KS Metro Area",60913,77.2,10.0,2.0,4.7,0.7,0.5,4.9,2012
3100,29940,"Lawrence, KS Metro Area",59190,79.4,8.2,2.1,5.1,0.8,0.9,3.6,2013
3481,29940,"Lawrence, KS Metro Area",58583,75.2,8.4,3.9,5.8,0.3,1.2,5.1,2014
3862,29940,"Lawrence, KS Metro Area",62891,77.6,8.9,2.8,4.2,1.1,1.0,4.5,2015
4244,29940,"Lawrence, KS Metro Area",68346,82.1,7.0,2.1,4.4,0.5,1.2,2.8,2016
4626,29940,"Lawrence, KS Metro Area",66244,76.2,9.6,1.9,5.7,1.1,1.3,4.2,2017
184,30020,"Lawton, OK Metro Area",44025,79.2,14.7,1.8,1.7,0.3,1.1,1.1,2005
543,30020,"Lawton, OK Metro Area",46731,72.1,11.9,0.9,5.9,0.0,3.1,6.1,2006
903,30020,"Lawton, OK Metro Area",49873,73.4,13.0,0.7,2.1,0.2,2.5,8.0,2007
1265,30020,"Lawton, OK Metro Area",50323,72.6,9.8,0.8,3.6,0.2,2.7,10.4,2008
1628,30020,"Lawton, OK Metro Area",51361,74.7,11.0,0.4,3.6,0.2,1.4,8.7,2009
1993,30020,"Lawton, OK Metro Area",57276,72.1,11.2,1.4,2.9,0.0,4.1,8.2,2010
2359,30020,"Lawton, OK Metro Area",58875,74.2,12.3,1.5,3.8,0.2,2.1,5.8,2011
2725,30020,"Lawton, OK Metro Area",55944,74.4,11.0,0.8,7.5,0.1,3.0,3.3,2012
3101,30020,"Lawton, OK Metro Area",58999,72.6,10.9,0.3,3.0,0.2,2.9,10.2,2013
3482,30020,"Lawton, OK Metro Area",57795,74.0,13.8,0.3,3.2,0.2,1.8,6.8,2014
3863,30020,"Lawton, OK Metro Area",62143,70.3,14.9,0.1,3.0,0.2,1.1,10.4,2015
4245,30020,"Lawton, OK Metro Area",57758,71.9,9.6,2.4,1.4,0.1,1.4,13.2,2016
4627,30020,"Lawton, OK Metro Area",57692,73.1,11.0,0.4,3.5,0.1,0.6,11.3,2017
185,30140,"Lebanon, PA Metro Area",61750,83.2,8.9,0.5,3.2,0.2,0.6,3.4,2005
544,30140,"Lebanon, PA Metro Area",65036,81.6,9.6,0.4,5.5,0.1,0.7,2.1,2006
904,30140,"Lebanon, PA Metro Area",60913,82.3,10.9,0.8,2.7,0.1,0.5,2.7,2007
1266,30140,"Lebanon, PA Metro Area",65219,82.2,9.4,1.0,3.7,0.0,1.0,2.6,2008
1629,30140,"Lebanon, PA Metro Area",63786,81.8,9.2,0.2,3.9,0.3,1.0,3.6,2009
1994,30140,"Lebanon, PA Metro Area",60886,85.0,9.7,0.3,1.8,0.2,0.3,2.8,2010
2360,30140,"Lebanon, PA Metro Area",62995,82.1,8.5,0.1,3.7,0.9,1.0,3.6,2011
2726,30140,"Lebanon, PA Metro Area",63836,77.3,12.6,0.8,4.2,0.1,0.9,4.1,2012
3102,30140,"Lebanon, PA Metro Area",62570,84.0,7.8,0.1,3.8,0.7,0.3,3.3,2013
3483,30140,"Lebanon, PA Metro Area",63495,77.2,10.9,0.2,5.8,0.8,0.7,4.4,2014
3864,30140,"Lebanon, PA Metro Area",65002,81.1,9.1,1.1,3.4,0.4,0.8,4.1,2015
4246,30140,"Lebanon, PA Metro Area",64597,83.9,6.4,0.8,5.2,0.3,0.2,3.2,2016
4628,30140,"Lebanon, PA Metro Area",66224,78.9,10.4,1.2,3.6,0.0,1.1,4.8,2017
1630,30300,"Lewiston, ID-WA Metro Area",26154,85.3,7.2,0.6,2.1,0.3,1.2,3.2,2009
1995,30300,"Lewiston, ID-WA Metro Area",27124,82.2,8.9,0.3,3.9,0.0,1.8,3.0,2010
2361,30300,"Lewiston, ID-WA Metro Area",27220,79.6,9.5,1.5,3.6,0.0,1.2,4.5,2011
2727,30300,"Lewiston, ID-WA Metro Area",27140,78.0,10.7,0.7,2.6,0.6,2.0,5.4,2012
3103,30300,"Lewiston, ID-WA Metro Area",27132,79.5,9.7,0.0,3.7,1.2,1.7,4.3,2013
3484,30300,"Lewiston, ID-WA Metro Area",N,N,N,N,N,N,N,N,2014
