,CBSA,MNAME,RailBus,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Id2_x,Geography,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,_merge,Id2_y,Geography_x,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,Geography_y,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,CBSA_ID,cbsa_name,year,unemployment,employment,labor_force,unemployment_rate,employment_rate,gasPrice
10,10180,"Abilene, TX Metro Area",Bus,2015,0,0,0.0,0.0,0.0,294009.0,inf,141756054,10180,"Abilene, TX Metro Area",168922.0,114679.0,42353.0,3164.0,23214.0,22370.0,25319.0,35224,155267.0,13.9,11.6,74.4,23.2,62.6,14.2,both,10180.0,"Abilene, TX Metro Area",59372.0,3004.0,20918.0,24663.0,7364.0,3423.0,47420.0,65183.0,37.1,45.3,17.6,"Abilene, TX Metro Area",64055,7888,235,15.6,10180.0,"Abilene, TX",2015.0,2872.833333333333,71817.0,74689.83333333331,3.846312008333333,96.15368783333332,2.250083333333333
11,10180,"Abilene, TX Metro Area",Bus,2016,0,0,0.0,0.0,0.0,166398.0,inf,141756054,10180,"Abilene, TX Metro Area",170860.0,121500.0,38241.0,2054.0,23641.0,22515.0,26728.0,21659,156642.0,17.2,10.7,72.1,23.5,61.2,15.3,both,10180.0,"Abilene, TX Metro Area",59263.0,4162.0,20643.0,24437.0,7454.0,2567.0,48016.0,62145.0,35.9,47.8,16.29999999999999,"Abilene, TX Metro Area",58181,7763,860,19.1,10180.0,"Abilene, TX",2016.0,2933.833333333333,71659.16666666669,74593.0,3.93299765,96.06700341666668,2.025416666666666
12,10180,"Abilene, TX Metro Area",Bus,2017,0,0,0.0,0.0,0.0,191017.0,inf,141756054,10180,"Abilene, TX Metro Area",169747.0,112306.0,42683.0,2935.0,25356.0,24420.0,30638.0,22134,156245.0,15.0,10.9,74.1,23.7,61.1,15.2,both,10180.0,"Abilene, TX Metro Area",61603.0,2935.0,20387.0,26759.0,7306.0,4216.0,51130.0,68263.0,34.90000000000001,42.6,22.499999999999996,"Abilene, TX Metro Area",62710,6675,0,18.3,10180.0,"Abilene, TX",2017.0,2781.416666666666,72746.41666666669,75527.83333333331,3.6840462916666654,96.31595358333334,2.2969999999999997
13,10180,"Abilene, TX Metro Area",Bus,2018,0,0,0.0,0.0,0.0,177578.5,inf,141756054,10180,"Abilene, TX Metro Area",,,,,,,,,,,,,,,,left_only,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10420,"Akron, OH Metro Area",Bus,2005,6661882,4489876,6013680.881,4053011.065,281367.9792,3022880.0,0.453757662,744634347,10420,"Akron, OH Metro Area",684459.0,521491.0,138184.0,2945.0,24612.0,24899.0,24755.0,16933,683742.0,11.3,8.1,80.7,23.7,63.2,13.1,both,10420.0,"Akron, OH Metro Area",276416.0,20661.0,85198.0,112380.0,40847.0,17330.0,44719.0,58676.0,38.7,46.8,14.5,"Akron, OH Metro Area",286375,22594,2492,22.4,10420.0,"Akron, OH",2005.0,22420.75,358105.91666666674,380526.66666666674,5.896614041666667,94.10338466666666,2.2466666666666666
15,10420,"Akron, OH Metro Area",Bus,2006,6725155,4425375,6070797.419,3994786.0130000003,281536.7841,3163036.0,0.470329085,744634347,10420,"Akron, OH Metro Area",700943.0,530777.0,139714.0,4695.0,23925.0,24129.0,23644.0,19423,684898.0,12.7,7.8,79.5,23.3,63.3,13.4,both,10420.0,"Akron, OH Metro Area",280837.0,19248.0,97567.0,109326.0,38795.0,15901.0,44507.0,58859.0,38.8,47.2,14.0,"Akron, OH Metro Area",291970,24769,4492,22.2,10420.0,"Akron, OH",2006.0,20348.08333333333,365133.33333333326,385481.41666666674,5.2823633,94.71763608333332,2.5442500000000003
16,10420,"Akron, OH Metro Area",Bus,2007,6501325,5064172,5868746.078,4571428.063999999,285205.3569,3445013.0,0.529893983,744634347,10420,"Akron, OH Metro Area",699356.0,536148.0,135625.0,3455.0,25217.0,25202.0,24776.0,25575,682807.0,13.4,7.6,79.0,23.3,63.4,13.3,both,10420.0,"Akron, OH Metro Area",281669.0,21066.0,94071.0,113232.0,36917.0,16383.0,47898.0,63454.0,37.2,46.1,16.699999999999996,"Akron, OH Metro Area",287237,23483,4350,23.1,10420.0,"Akron, OH",2007.0,20953.416666666668,368688.41666666674,389641.83333333326,5.379501516666667,94.62049791666668,2.8215833333333333
17,10420,"Akron, OH Metro Area",Bus,2008,6802292,4290843,6140428.988,3873343.9760000003,260212.302,3602006.0,0.529528283,744634347,10420,"Akron, OH Metro Area",698553.0,529519.0,137011.0,4452.0,25357.0,25559.0,25281.0,15247,681880.0,12.1,8.2,79.7,22.9,63.5,13.6,both,10420.0,"Akron, OH Metro Area",281731.0,19035.0,100229.0,108332.0,38548.0,15587.0,50036.0,65801.0,36.4,45.1,18.5,"Akron, OH Metro Area",292377,25902,5436,22.9,10420.0,"Akron, OH",2008.0,24154.58333333333,367016.58333333326,391171.16666666674,6.172643375000002,93.82735583333331,3.2295
18,10420,"Akron, OH Metro Area",Bus,2009,6160246,3801301,5560854.063999999,3431434.413,276561.1017,3387490.0,0.549895248,744634347,10420,"Akron, OH Metro Area",699935.0,537803.0,134499.0,2466.0,24856.0,24810.0,24817.0,29301,685405.0,14.7,7.2,78.1,22.4,63.6,14.0,both,10420.0,"Akron, OH Metro Area",281769.0,23447.0,97811.0,108215.0,36339.0,15957.0,47482.0,60668.0,36.8,48.1,15.1,"Akron, OH Metro Area",282744,19361,4581,23.2,10420.0,"Akron, OH",2009.0,38703.16666666666,346409.33333333326,385112.5,10.050484666666666,89.94951508333334,2.33225
19,10420,"Akron, OH Metro Area",Bus,2010,6221965,3845627,5616567.806,3471447.4930000002,299926.5885,3597828.0,0.578246261,744634347,10420,"Akron, OH Metro Area",702951.0,539313.0,132784.0,3944.0,24592.0,24348.0,25441.0,18974,687098.0,,,,22.3,63.4,14.3,both,10420.0,"Akron, OH Metro Area",281523.0,22621.0,92537.0,114311.0,35021.0,17033.0,46521.0,60782.0,38.0,45.6,16.4,"Akron, OH Metro Area",280287,18056,4649,22.6,10420.0,"Akron, OH",2010.0,39167.333333333336,333040.75,372208.08333333326,10.521930108333336,89.47807,2.778083333333333
20,10420,"Akron, OH Metro Area",Bus,2011,6490476,4340328,5858952.685,3918014.086,305079.2001,3802014.0,0.585783539,744634347,10420,"Akron, OH Metro Area",701456.0,541743.0,127206.0,5605.0,24744.0,24630.0,24718.0,19914,684916.0,,,,21.9,63.7,14.4,both,10420.0,"Akron, OH Metro Area",274696.0,22332.0,98938.0,101762.0,35249.0,16415.0,47032.0,62438.0,38.40000000000001,45.1,16.5,"Akron, OH Metro Area",276444,23293,4336,23.3,10420.0,"Akron, OH",2011.0,33038.333333333336,332935.08333333326,365973.41666666674,9.026856416666666,90.97314508333334,3.5318333333333336
21,10420,"Akron, OH Metro Area",Bus,2012,6642544,4279372,5996224.469,3862989.104,305728.2414,6462990.0,0.972969091,744634347,10420,"Akron, OH Metro Area",702262.0,541057.0,125650.0,5192.0,25564.0,25656.0,25880.0,25575,687031.0,,,,21.6,63.5,14.9,both,10420.0,"Akron, OH Metro Area",280887.0,24001.0,98798.0,110693.0,32826.0,14569.0,49731.0,65187.0,35.5,46.2,18.3,"Akron, OH Metro Area",280282,23756,4285,23.1,10420.0,"Akron, OH",2012.0,26723.25,333535.58333333326,360258.83333333326,7.418410091666668,92.58159058333332,3.613333333333333
22,10420,"Akron, OH Metro Area",Bus,2013,6620226,4615848,5976078.01,4166725.99,333046.6515,6704933.0,1.012795183,744634347,10420,"Akron, OH Metro Area",705686.0,541286.0,125313.0,4056.0,25830.0,25899.0,25802.0,28875,690331.0,15.4,8.5,76.0,21.3,63.5,15.2,both,10420.0,"Akron, OH Metro Area",281324.0,22696.0,97785.0,108261.0,37798.0,14784.0,49984.0,67507.0,35.2,45.7,19.099999999999994,"Akron, OH Metro Area",286548,21490,5807,23.1,10420.0,"Akron, OH",2013.0,27438.41666666667,331435.5,358873.91666666674,7.646055900000001,92.35394425,3.5184166666666665
23,10420,"Akron, OH Metro Area",Bus,2014,6625481,4797023,5980821.699,4330272.662,338313.0033,6894955.0,1.040672368,744634347,10420,"Akron, OH Metro Area",703825.0,537852.0,133036.0,4145.0,26124.0,26004.0,26942.0,22840,688629.0,13.3,9.0,77.7,21.1,63.0,15.9,both,10420.0,"Akron, OH Metro Area",283364.0,23065.0,96377.0,110920.0,37946.0,15056.0,50538.0,67821.0,35.1,44.90000000000001,20.0,"Akron, OH Metro Area",292974,23208,5845,22.9,10420.0,"Akron, OH",2014.0,21176.83333333333,337804.58333333326,358981.41666666674,5.9031493,94.09685066666668,3.3645
24,10420,"Akron, OH Metro Area",Bus,2015,6485294,5053384,5854274.893999999,4561689.737,343816.7652,6280588.0,0.968435355,744634347,10420,"Akron, OH Metro Area",704243.0,539841.0,125207.0,4050.0,26944.0,26599.0,29413.0,23802,689016.0,14.2,7.7,78.1,21.0,62.8,16.2,both,10420.0,"Akron, OH Metro Area",282456.0,23662.0,95766.0,109671.0,35513.0,17844.0,51580.0,70288.0,34.5,43.2,22.3,"Akron, OH Metro Area",287795,24669,6526,24.3,10420.0,"Akron, OH",2015.0,17723.75,340805.66666666674,358529.41666666674,4.943913816666666,95.0560855,2.40275
25,10420,"Akron, OH Metro Area",Bus,2016,6093879,4869437,5500944.573,4395640.78,342506.0448,5877868.0,0.964552791,744634347,10420,"Akron, OH Metro Area",702221.0,537399.0,123322.0,5468.0,27048.0,27611.0,27459.0,20468,684729.0,13.8,8.7,77.5,20.7,62.6,16.7,both,10420.0,"Akron, OH Metro Area",284670.0,23386.0,99761.0,106473.0,36824.0,18226.0,51598.0,70083.0,34.6,45.3,20.100000000000012,"Akron, OH Metro Area",288064,21086,3831,22.9,10420.0,"Akron, OH",2016.0,18246.83333333333,341757.25,360004.08333333326,5.070081025,94.92992025,2.1459166666666665
26,10420,"Akron, OH Metro Area",Bus,2017,6049974,4919521,5461311.53,4440851.607,345419.0577,5939656.0,0.981765541,744634347,10420,"Akron, OH Metro Area",703505.0,528663.0,132481.0,5747.0,29518.0,28993.0,31204.0,26950,686207.0,12.5,8.2,79.3,20.6,62.3,17.1,both,10420.0,"Akron, OH Metro Area",289282.0,22538.0,96678.0,111274.0,39726.0,19066.0,56106.0,75838.0,31.0,46.1,22.90000000000001,"Akron, OH Metro Area",293201,25442,3859,23.2,10420.0,"Akron, OH",2017.0,18304.75,343513.41666666674,361818.16666666674,5.061858725,94.9381415,2.407583333333333
27,10420,"Akron, OH Metro Area",Bus,2018,6012502,4915667,5427485.555,4437372.601,343533.3174,5885317.0,0.978846577,744634347,10420,"Akron, OH Metro Area",,,,,,,,,,,,,,,,left_only,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10500,"Albany, GA Metro Area",Bus,2005,653876,535683,653876.0,535683.0,31970.0,344119.0,0.526275624,183486824,10500,"Albany, GA Metro Area",158772.0,119720.0,35966.0,765.0,20941.0,18805.0,26530.0,41107,158046.0,17.2,11.9,70.9,28.9,61.1,10.0,both,10500.0,"Albany, GA Metro Area",59384.0,7093.0,18516.0,20546.0,9969.0,3260.0,41213.0,53167.0,42.90000000000001,46.40000000000001,10.699999999999989,"Albany, GA Metro Area",N,N,N,N,10500.0,"Albany, GA",2005.0,4227.5,70121.5,74349.0,5.685867233333332,94.31413274999998,2.3031666666666664
29,10500,"Albany, GA Metro Area",Bus,2006,762810,534219,762810.0,534219.0,31784.0,366673.0,0.480687196,183486824,10500,"Albany, GA Metro Area",165062.0,127633.0,34670.0,415.0,19690.0,18470.0,22270.0,38750,158981.0,22.8,10.9,66.2,27.7,60.8,11.5,both,10500.0,"Albany, GA Metro Area",61158.0,6536.0,20069.0,21296.0,8594.0,4663.0,35515.0,49529.0,49.3,38.7,12.000000000000007,"Albany, GA Metro Area",53586,8571,779,19.7,10500.0,"Albany, GA",2006.0,4001.083333333334,71425.0,75426.08333333331,5.304025841666666,94.69597308333331,2.58525
30,10500,"Albany, GA Metro Area",Bus,2007,767414,534985,767414.0,534985.0,32038.0,377696.0,0.4921672,183486824,10500,"Albany, GA Metro Area",162767.0,127992.0,30244.0,1265.0,20454.0,18686.0,26277.0,27889,159338.0,21.5,13.2,65.4,27.3,60.8,11.9,both,10500.0,"Albany, GA Metro Area",60777.0,6970.0,21026.0,19730.0,8575.0,4476.0,36402.0,51200.0,48.5,41.4,10.1,"Albany, GA Metro Area",52600,9104,460,N,10500.0,"Albany, GA",2007.0,3878.583333333334,72083.66666666669,75962.25,5.104653375,94.89534633333334,2.7944166666666668
31,10500,"Albany, GA Metro Area",Bus,2008,880864,532993,880864.0,532993.0,31573.0,373954.0,0.424530915,183486824,10500,"Albany, GA Metro Area",163074.0,129258.0,31879.0,588.0,20442.0,19131.0,28225.0,9172,156890.0,23.3,9.5,67.2,26.0,61.2,12.8,both,10500.0,"Albany, GA Metro Area",60893.0,6073.0,23282.0,18448.0,8971.0,4119.0,38989.0,55456.0,46.6,40.5,12.9,"Albany, GA Metro Area",53192,9252,305,18.6,10500.0,"Albany, GA",2008.0,4839.583333333333,71887.75,76727.33333333331,6.31081945,93.68918108333332,3.30325
32,10500,"Albany, GA Metro Area",Bus,2009,871177,529568,871177.0,529568.0,31522.0,431925.0,0.49579477,183486824,10500,"Albany, GA Metro Area",164238.0,126496.0,33282.0,849.0,18639.0,17139.0,24907.0,11250,159356.0,23.2,13.6,63.3,26.5,61.4,12.1,both,10500.0,"Albany, GA Metro Area",60101.0,4550.0,24625.0,20779.0,7191.0,2956.0,36218.0,47306.0,48.6,43.8,7.600000000000008,"Albany, GA Metro Area",50072,9207,519,20.5,10500.0,"Albany, GA",2009.0,7394.25,69179.66666666669,76573.91666666669,9.652048641666667,90.34795141666666,2.356333333333333
33,10500,"Albany, GA Metro Area",Bus,2010,900406,530982,900406.0,530982.0,31846.0,420551.0,0.467068189,183486824,10500,"Albany, GA Metro Area",162659.0,122527.0,34782.0,1358.0,19051.0,16806.0,26457.0,27395,154966.0,,,,25.7,61.8,12.5,both,10500.0,"Albany, GA Metro Area",60263.0,6743.0,20159.0,20799.0,8757.0,3805.0,34002.0,47826.0,50.8,38.8,10.4,"Albany, GA Metro Area",46102,9310,655,19.1,10500.0,"Albany, GA",2010.0,8318.5,62446.58333333334,70765.08333333331,11.754235666666668,88.2457645,2.7855000000000003
34,10500,"Albany, GA Metro Area",Bus,2011,985863,574538,985863.0,574538.0,33486.0,471112.0,0.477867614,183486824,10500,"Albany, GA Metro Area",161617.0,126789.0,31236.0,886.0,19093.0,17591.0,25005.0,52762,157802.0,,,,26.3,61.6,12.1,both,10500.0,"Albany, GA Metro Area",58438.0,6247.0,23102.0,19607.0,6805.0,2677.0,32775.0,45215.0,52.5,38.1,9.4,"Albany, GA Metro Area",45870,8565,569,20.9,10500.0,"Albany, GA",2011.0,7955.583333333332,62446.75,70402.33333333331,11.300645250000002,88.69935483333332,3.5344166666666674
35,10500,"Albany, GA Metro Area",Bus,2012,1017648,523493,1017648.0,523493.0,31940.0,523278.0,0.514203339,183486824,10500,"Albany, GA Metro Area",155019.0,116085.0,33853.0,1482.0,19997.0,18223.0,24992.0,25657,148869.0,,,,25.1,61.8,13.1,both,10500.0,"Albany, GA Metro Area",57699.0,5544.0,22517.0,20405.0,6850.0,2383.0,34469.0,54220.0,50.50000000000001,37.1,12.4,"Albany, GA Metro Area",46710,7444,571,20.7,10500.0,"Albany, GA",2012.0,7231.166666666668,62546.41666666666,69777.58333333331,10.360724633333332,89.63927533333332,3.623166666666666
36,10500,"Albany, GA Metro Area",Bus,2013,1017015,541805,1017015.0,541805.0,33101.0,525669.0,0.516874382,183486824,10500,"Albany, GA Metro Area",156277.0,121505.0,29335.0,787.0,20424.0,19361.0,25928.0,40112,150485.0,24.9,15.0,60.1,25.2,61.9,12.9,both,10500.0,"Albany, GA Metro Area",56505.0,6343.0,21035.0,19517.0,6953.0,2657.0,34756.0,49937.0,50.2,37.8,12.0,"Albany, GA Metro Area",47391,6098,535,N,10500.0,"Albany, GA",2013.0,6416.916666666668,61633.66666666666,68050.58333333331,9.425776908333333,90.57422391666668,3.533
37,10500,"Albany, GA Metro Area",Bus,2014,883094,588650,883094.0,588650.0,35168.0,535879.0,0.606819886,183486824,10500,"Albany, GA Metro Area",152596.0,118396.0,30033.0,1028.0,21803.0,19557.0,25863.0,55932,147236.0,25.3,12.2,62.5,25.2,60.7,14.1,both,10500.0,"Albany, GA Metro Area",57795.0,6344.0,20495.0,19943.0,8079.0,2934.0,39071.0,51306.0,46.1,42.6,11.299999999999995,"Albany, GA Metro Area",48470,5306,721,N,10500.0,"Albany, GA",2014.0,5518.75,60940.16666666666,66458.91666666669,8.303649158333334,91.69635075000002,3.407083333333333
38,10500,"Albany, GA Metro Area",Bus,2015,695011,595478,695011.0,595478.0,34802.0,542312.0,0.780292686,183486824,10500,"Albany, GA Metro Area",156997.0,122066.0,30295.0,1226.0,22262.0,20502.0,26635.0,30683,151625.0,24.6,9.3,66.2,25.1,60.5,14.4,both,10500.0,"Albany, GA Metro Area",57597.0,6411.0,21525.0,18435.0,7798.0,3428.0,40143.0,56072.0,44.0,41.1,14.900000000000004,"Albany, GA Metro Area",48719,7330,1171,20.8,10500.0,"Albany, GA",2015.0,4597.333333333333,61012.41666666666,65609.75,7.008728175000001,92.991272,2.41425
39,10500,"Albany, GA Metro Area",Bus,2016,655363,597007,655363.0,597007.0,34354.0,488610.0,0.745556279,183486824,10500,"Albany, GA Metro Area",152506.0,115953.0,33374.0,822.0,23281.0,22094.0,25505.0,36751,147606.0,25.0,11.1,63.9,24.8,60.4,14.8,both,10500.0,"Albany, GA Metro Area",57228.0,6357.0,19792.0,19908.0,7275.0,3896.0,40667.0,57901.0,44.3,40.6,15.1,"Albany, GA Metro Area",51327,7148,235,N,10500.0,"Albany, GA",2016.0,4148.416666666667,62600.0,66748.41666666669,6.217915416666667,93.78208466666668,2.207583333333333
40,10500,"Albany, GA Metro Area",Bus,2017,723013,602405,723013.0,602405.0,34690.0,466615.0,0.645375671,183486824,10500,"Albany, GA Metro Area",151754.0,120338.0,27005.0,1117.0,22543.0,20901.0,27217.0,23270,146085.0,24.7,10.6,64.8,24.1,60.5,15.4,both,10500.0,"Albany, GA Metro Area",57607.0,5627.0,20937.0,20474.0,7108.0,3461.0,43614.0,56185.0,41.9,44.0,14.1,"Albany, GA Metro Area",48520,7078,533,22.3,10500.0,"Albany, GA",2017.0,3784.75,64583.41666666666,68368.16666666669,5.5364370749999985,94.46356275,2.456916666666667
41,10500,"Albany, GA Metro Area",Bus,2018,739896,659043,739896.0,659043.0,37646.0,436693.25,0.590208962,183486824,10500,"Albany, GA Metro Area",,,,,,,,,,,,,,,,left_only,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,10580,"Albany-Schenectady-Troy, NY Metro Area",Bus,2005,12582861,7695147,12404857.22,7521258.431,599744.0,9623156.0,0.826553472,765942841,10580,"Albany-Schenectady-Troy, NY Metro Area",816044.0,643111.0,119725.0,7872.0,28558.0,28228.0,31577.0,24572,813649.0,10.5,6.6,82.9,22.8,64.0,13.2,both,10580.0,"Albany-Schenectady-Troy, NY Metro Area",337662.0,30104.0,122342.0,130417.0,41631.0,13168.0,50828.0,63227.0,34.3,48.89999999999999,16.800000000000008,"Albany-Schenectady-Troy, NY Metro Area",329898,34858,8590,22.3,10580.0,"Albany-Schenectady-Troy, NY",2005.0,18041.416666666668,436270.41666666674,454311.83333333326,3.9727482333333337,96.02725091666667,2.35025
43,10580,"Albany-Schenectady-Troy, NY Metro Area",Bus,2006,13048119,7072929,12786512.4,6827439.551,609215.815,9561427.0,0.691049807,765942841,10580,"Albany-Schenectady-Troy, NY Metro Area",850957.0,662383.0,127847.0,8050.0,27434.0,27388.0,29263.0,22627,821457.0,9.8,6.2,84.0,21.6,64.9,13.5,both,10580.0,"Albany-Schenectady-Troy, NY Metro Area",337905.0,30182.0,120392.0,132665.0,40789.0,13877.0,53202.0,64965.0,31.2,50.8,17.999999999999993,"Albany-Schenectady-Troy, NY Metro Area",335600,38041,11046,21.6,10580.0,"Albany-Schenectady-Troy, NY",2006.0,17582.833333333332,438094.41666666674,455677.25,3.858535358333333,96.14146416666668,2.676166666666667
