MNAME,RailBus,Year,Cluster_upt,UZA_upt,upt,UZA_vrm,VRM
"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2019,15,336.0,7867637.0,112.0,667450.0
"Sebastian-Vero Beach, FL Metro Area",Bus,2002,33,4840.0,144350.0,440.0,19052.727272727272
"Sebastian-Vero Beach, FL Metro Area",Bus,2003,36,5280.0,0.0,440.0,0.0
"Sebastian-Vero Beach, FL Metro Area",Bus,2004,36,5280.0,0.0,440.0,0.0
"Sebastian-Vero Beach, FL Metro Area",Bus,2005,36,5280.0,0.0,440.0,0.0
"Sebastian-Vero Beach, FL Metro Area",Bus,2006,36,5280.0,276258.0,440.0,27210.666666666668
"Sebastian-Vero Beach, FL Metro Area",Bus,2007,36,5280.0,321992.0,440.0,21754.916666666668
"Sebastian-Vero Beach, FL Metro Area",Bus,2008,36,5280.0,508195.0,440.0,22273.333333333332
"Sebastian-Vero Beach, FL Metro Area",Bus,2009,36,5280.0,643277.0,440.0,40264.666666666664
"Sebastian-Vero Beach, FL Metro Area",Bus,2010,36,5280.0,794128.0,440.0,56700.0
"Sebastian-Vero Beach, FL Metro Area",Bus,2011,36,5280.0,979466.0,440.0,62510.333333333336
"Sebastian-Vero Beach, FL Metro Area",Bus,2012,36,5280.0,1080917.0,440.0,67813.83333333333
"Sebastian-Vero Beach, FL Metro Area",Bus,2013,36,5280.0,1052784.0,440.0,70914.91666666667
"Sebastian-Vero Beach, FL Metro Area",Bus,2014,36,5280.0,1125245.0,440.0,86531.58333333333
"Sebastian-Vero Beach, FL Metro Area",Bus,2015,36,5280.0,1138737.0,440.0,87190.25
"Sebastian-Vero Beach, FL Metro Area",Bus,2016,36,5280.0,1153025.0,440.0,86866.41666666667
"Sebastian-Vero Beach, FL Metro Area",Bus,2017,36,5280.0,1230484.0,440.0,81130.75
"Sebastian-Vero Beach, FL Metro Area",Bus,2018,36,5280.0,1202779.0,440.0,81205.5
"Sebastian-Vero Beach, FL Metro Area",Bus,2019,9,1320.0,295624.0,440.0,78105.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2002,33,4840.0,49050.0,440.0,31186.363636363636
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2003,36,5280.0,0.0,440.0,0.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2004,36,5280.0,0.0,440.0,0.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2005,36,5280.0,0.0,440.0,0.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2006,36,5280.0,76323.0,440.0,40816.5
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2007,36,5280.0,93860.0,440.0,52745.083333333336
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2008,36,5280.0,87363.0,440.0,52307.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2009,36,5280.0,46913.0,440.0,40899.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2010,36,5280.0,46155.0,440.0,34589.916666666664
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2011,36,5280.0,53259.0,440.0,38746.916666666664
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2012,36,5280.0,40378.0,440.0,30281.916666666668
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2013,36,5280.0,33134.0,440.0,25149.5
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2014,36,5280.0,31406.0,440.0,24017.666666666668
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2015,36,5280.0,32741.0,440.0,26532.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2016,36,5280.0,42761.0,440.0,36628.416666666664
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2017,36,5280.0,47915.0,440.0,43455.0
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2018,36,5280.0,30334.0,440.0,29319.25
"Sebastian-Vero Beach, FL Metro Area",DemandResponse,2019,9,1320.0,8830.0,440.0,25232.666666666668
"Sheboygan, WI Metro Area",Bus,2002,33,4268.0,564122.0,388.0,59595.0
"Sheboygan, WI Metro Area",Bus,2003,36,4656.0,569784.0,388.0,58493.583333333336
"Sheboygan, WI Metro Area",Bus,2004,36,4656.0,499910.0,388.0,50402.666666666664
"Sheboygan, WI Metro Area",Bus,2005,36,4656.0,515168.0,388.0,50775.916666666664
"Sheboygan, WI Metro Area",Bus,2006,36,4656.0,551267.0,388.0,55802.083333333336
"Sheboygan, WI Metro Area",Bus,2007,36,4656.0,532835.0,388.0,54874.333333333336
"Sheboygan, WI Metro Area",Bus,2008,36,4656.0,531714.0,388.0,49106.333333333336
"Sheboygan, WI Metro Area",Bus,2009,36,4656.0,457183.0,388.0,45877.5
"Sheboygan, WI Metro Area",Bus,2010,36,4656.0,440780.0,388.0,47020.083333333336
"Sheboygan, WI Metro Area",Bus,2011,36,4656.0,468361.0,388.0,47526.416666666664
"Sheboygan, WI Metro Area",Bus,2012,36,4656.0,475173.0,388.0,47901.75
"Sheboygan, WI Metro Area",Bus,2013,36,4656.0,520860.0,388.0,48812.416666666664
"Sheboygan, WI Metro Area",Bus,2014,36,4656.0,538802.0,388.0,50174.916666666664
"Sheboygan, WI Metro Area",Bus,2015,36,4656.0,537765.0,388.0,49992.083333333336
"Sheboygan, WI Metro Area",Bus,2016,36,4656.0,527775.0,388.0,48152.0
"Sheboygan, WI Metro Area",Bus,2017,36,4656.0,0.0,388.0,0.0
"Sheboygan, WI Metro Area",Bus,2018,36,4656.0,0.0,388.0,0.0
"Sheboygan, WI Metro Area",Bus,2019,9,1164.0,0.0,388.0,0.0
"Sheboygan, WI Metro Area",DemandResponse,2002,33,8536.0,25953.0,776.0,17872.545454545456
"Sheboygan, WI Metro Area",DemandResponse,2003,36,9312.0,27366.0,776.0,18303.25
"Sheboygan, WI Metro Area",DemandResponse,2004,36,9312.0,29672.0,776.0,18425.333333333332
"Sheboygan, WI Metro Area",DemandResponse,2005,36,9312.0,29736.0,776.0,8962.0
"Sheboygan, WI Metro Area",DemandResponse,2006,36,9312.0,34182.0,776.0,10057.75
"Sheboygan, WI Metro Area",DemandResponse,2007,36,9312.0,67703.0,776.0,19788.25
"Sheboygan, WI Metro Area",DemandResponse,2008,36,9312.0,70284.0,776.0,20756.416666666668
"Sheboygan, WI Metro Area",DemandResponse,2009,36,9312.0,65653.0,776.0,19152.416666666668
"Sheboygan, WI Metro Area",DemandResponse,2010,36,9312.0,64259.0,776.0,19602.166666666668
"Sheboygan, WI Metro Area",DemandResponse,2011,36,9312.0,56737.0,776.0,18341.416666666668
"Sheboygan, WI Metro Area",DemandResponse,2012,36,9312.0,47565.0,776.0,16387.0
"Sheboygan, WI Metro Area",DemandResponse,2013,36,9312.0,41892.0,776.0,16029.75
"Sheboygan, WI Metro Area",DemandResponse,2014,36,9312.0,37062.0,776.0,15163.416666666666
"Sheboygan, WI Metro Area",DemandResponse,2015,36,9312.0,35492.0,776.0,12742.5
"Sheboygan, WI Metro Area",DemandResponse,2016,36,9312.0,34317.0,776.0,12637.916666666666
"Sheboygan, WI Metro Area",DemandResponse,2017,36,9312.0,0.0,776.0,0.0
"Sheboygan, WI Metro Area",DemandResponse,2018,36,9312.0,0.0,776.0,0.0
"Sheboygan, WI Metro Area",DemandResponse,2019,9,2328.0,0.0,776.0,0.0
"Shreveport-Bossier City, LA Metro Area",Bus,2002,33,1386.0,0.0,126.0,0.0
"Shreveport-Bossier City, LA Metro Area",Bus,2003,36,1512.0,0.0,126.0,0.0
"Shreveport-Bossier City, LA Metro Area",Bus,2004,36,1512.0,2827947.0,126.0,174193.08333333334
"Shreveport-Bossier City, LA Metro Area",Bus,2005,36,1512.0,2815341.0,126.0,177442.91666666666
"Shreveport-Bossier City, LA Metro Area",Bus,2006,36,1512.0,3145290.0,126.0,181640.0
"Shreveport-Bossier City, LA Metro Area",Bus,2007,36,1512.0,3382898.0,126.0,195673.0
"Shreveport-Bossier City, LA Metro Area",Bus,2008,36,1512.0,3483430.0,126.0,193434.25
"Shreveport-Bossier City, LA Metro Area",Bus,2009,36,1512.0,3069009.0,126.0,191104.5
"Shreveport-Bossier City, LA Metro Area",Bus,2010,36,1512.0,3180428.0,126.0,190410.75
"Shreveport-Bossier City, LA Metro Area",Bus,2011,36,1512.0,3316056.0,126.0,188909.66666666666
"Shreveport-Bossier City, LA Metro Area",Bus,2012,36,1512.0,3373943.0,126.0,189543.66666666666
"Shreveport-Bossier City, LA Metro Area",Bus,2013,36,1512.0,3268971.0,126.0,188686.91666666666
"Shreveport-Bossier City, LA Metro Area",Bus,2014,36,1512.0,3163433.0,126.0,186302.75
"Shreveport-Bossier City, LA Metro Area",Bus,2015,36,1512.0,2805337.0,126.0,186233.75
"Shreveport-Bossier City, LA Metro Area",Bus,2016,36,1512.0,2625029.0,126.0,187101.66666666666
"Shreveport-Bossier City, LA Metro Area",Bus,2017,36,1512.0,2462779.0,126.0,186650.0
"Shreveport-Bossier City, LA Metro Area",Bus,2018,36,1512.0,2523868.0,126.0,189771.58333333334
"Shreveport-Bossier City, LA Metro Area",Bus,2019,9,378.0,631936.0,126.0,189875.0
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2002,33,2772.0,0.0,252.0,0.0
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2003,36,3024.0,0.0,252.0,0.0
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2004,36,3024.0,30993.0,252.0,21044.666666666668
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2005,36,3024.0,32584.0,252.0,24698.583333333332
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2006,36,3024.0,35878.0,252.0,29332.166666666668
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2007,36,3024.0,39317.0,252.0,32713.416666666668
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2008,36,3024.0,39804.0,252.0,32028.166666666668
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2009,36,3024.0,39170.0,252.0,31308.083333333332
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2010,36,3024.0,36496.0,252.0,32556.833333333332
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2011,36,3024.0,37894.0,252.0,32940.5
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2012,36,3024.0,43342.0,252.0,32738.666666666668
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2013,36,3024.0,53003.0,252.0,44836.083333333336
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2014,36,3024.0,60439.0,252.0,50122.25
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2015,36,3024.0,56943.0,252.0,49430.0
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2016,36,3024.0,66089.0,252.0,53661.083333333336
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2017,36,3024.0,67813.0,252.0,53046.916666666664
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2018,36,3024.0,64750.0,252.0,54896.75
"Shreveport-Bossier City, LA Metro Area",DemandResponse,2019,9,756.0,17411.0,252.0,59377.666666666664
"Sioux Falls, SD Metro Area",Bus,2002,22,4664.0,520792.0,424.0,59017.818181818184
"Sioux Falls, SD Metro Area",Bus,2003,24,5088.0,657444.0,424.0,58127.666666666664
"Sioux Falls, SD Metro Area",Bus,2004,24,5088.0,684469.0,424.0,59730.5
"Sioux Falls, SD Metro Area",Bus,2005,24,5088.0,724271.0,424.0,59091.166666666664
"Sioux Falls, SD Metro Area",Bus,2006,24,5088.0,803450.0,424.0,58607.833333333336
"Sioux Falls, SD Metro Area",Bus,2007,24,5088.0,837299.0,424.0,58502.666666666664
"Sioux Falls, SD Metro Area",Bus,2008,24,5088.0,905870.0,424.0,60079.166666666664
"Sioux Falls, SD Metro Area",Bus,2009,24,5088.0,927112.0,424.0,59889.416666666664
"Sioux Falls, SD Metro Area",Bus,2010,24,5088.0,937258.0,424.0,60446.833333333336
"Sioux Falls, SD Metro Area",Bus,2011,24,5088.0,996316.0,424.0,60512.666666666664
"Sioux Falls, SD Metro Area",Bus,2012,24,5088.0,1026715.0,424.0,61273.166666666664
"Sioux Falls, SD Metro Area",Bus,2013,24,5088.0,1023089.0,424.0,60154.0
"Sioux Falls, SD Metro Area",Bus,2014,24,5088.0,955357.0,424.0,62410.666666666664
"Sioux Falls, SD Metro Area",Bus,2015,24,5088.0,885104.0,424.0,63835.666666666664
"Sioux Falls, SD Metro Area",Bus,2016,24,5088.0,837474.0,424.0,63650.75
"Sioux Falls, SD Metro Area",Bus,2017,24,5088.0,795026.0,424.0,62266.166666666664
"Sioux Falls, SD Metro Area",Bus,2018,24,5088.0,782129.0,424.0,61328.333333333336
"Sioux Falls, SD Metro Area",Bus,2019,6,1272.0,185499.0,424.0,60661.666666666664
"Sioux Falls, SD Metro Area",DemandResponse,2002,22,4664.0,99071.0,424.0,45649.181818181816
"Sioux Falls, SD Metro Area",DemandResponse,2003,24,5088.0,110184.0,424.0,46305.0
"Sioux Falls, SD Metro Area",DemandResponse,2004,24,5088.0,110421.0,424.0,45777.666666666664
"Sioux Falls, SD Metro Area",DemandResponse,2005,24,5088.0,112066.0,424.0,44987.333333333336
"Sioux Falls, SD Metro Area",DemandResponse,2006,24,5088.0,127118.0,424.0,48368.75
"Sioux Falls, SD Metro Area",DemandResponse,2007,24,5088.0,118386.0,424.0,46991.166666666664
"Sioux Falls, SD Metro Area",DemandResponse,2008,24,5088.0,120434.0,424.0,47986.083333333336
"Sioux Falls, SD Metro Area",DemandResponse,2009,24,5088.0,127075.0,424.0,50403.0
"Sioux Falls, SD Metro Area",DemandResponse,2010,24,5088.0,133736.0,424.0,53345.083333333336
"Sioux Falls, SD Metro Area",DemandResponse,2011,24,5088.0,141323.0,424.0,54250.583333333336
"Sioux Falls, SD Metro Area",DemandResponse,2012,24,5088.0,146290.0,424.0,54021.25
"Sioux Falls, SD Metro Area",DemandResponse,2013,24,5088.0,142672.0,424.0,53715.833333333336
"Sioux Falls, SD Metro Area",DemandResponse,2014,24,5088.0,132387.0,424.0,52085.5
"Sioux Falls, SD Metro Area",DemandResponse,2015,24,5088.0,121398.0,424.0,49570.333333333336
"Sioux Falls, SD Metro Area",DemandResponse,2016,24,5088.0,113377.0,424.0,46600.75
"Sioux Falls, SD Metro Area",DemandResponse,2017,24,5088.0,99810.0,424.0,43673.166666666664
"Sioux Falls, SD Metro Area",DemandResponse,2018,24,5088.0,91407.0,424.0,40529.75
"Sioux Falls, SD Metro Area",DemandResponse,2019,6,1272.0,20591.0,424.0,37908.333333333336
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2002,66,5489.0,1945322.0,249.5,82731.04545454546
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2003,72,5988.0,2612497.0,249.5,83067.75
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2004,72,5988.0,2740175.0,249.5,82961.95833333333
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2005,72,5988.0,3215085.0,249.5,93664.45833333333
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2006,72,5988.0,3559208.0,249.5,88742.0
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2007,72,5988.0,3666885.0,249.5,87852.25
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2008,72,5988.0,2993323.0,249.5,91321.45833333333
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2009,72,5988.0,2662984.0,249.5,91714.04166666667
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2010,72,5988.0,2348641.0,249.5,92180.95833333333
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2011,72,5988.0,2516111.0,249.5,93286.0
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2012,72,5988.0,2607537.0,249.5,81508.04166666667
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2013,72,5988.0,2688809.0,249.5,76731.16666666667
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2014,72,5988.0,2599249.0,249.5,76816.625
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2015,72,5988.0,2301792.0,249.5,77548.0
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2016,72,5988.0,2098958.0,249.5,77869.91666666667
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2017,72,5988.0,1966687.0,249.5,77373.91666666667
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2018,72,5988.0,1928149.0,249.5,80952.33333333333
"South Bend-Mishawaka, IN-MI Metro Area",Bus,2019,18,1497.0,466409.0,249.5,78965.66666666667
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2002,66,7986.0,158520.0,363.0,23868.636363636364
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2003,72,8712.0,196495.0,363.0,22483.875
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2004,72,8712.0,183375.0,363.0,22502.291666666668
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2005,72,8712.0,398998.0,363.0,34711.125
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2006,72,8712.0,248831.0,363.0,21750.458333333332
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2007,72,8712.0,246866.0,363.0,30037.833333333332
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2008,72,8712.0,241913.0,363.0,29286.458333333332
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2009,72,8712.0,199348.0,363.0,25341.291666666668
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2010,72,8712.0,113735.0,363.0,18462.291666666668
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2011,72,8712.0,127358.0,363.0,20194.083333333332
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2012,72,8712.0,129122.0,363.0,23074.666666666668
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2013,72,8712.0,97608.0,363.0,17137.541666666668
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2014,72,8712.0,78168.0,363.0,17705.583333333332
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2015,72,8712.0,91353.0,363.0,21324.875
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2016,72,8712.0,95808.0,363.0,22852.5
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2017,72,8712.0,100983.0,363.0,24342.833333333332
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2018,72,8712.0,113675.0,363.0,28810.916666666668
"South Bend-Mishawaka, IN-MI Metro Area",DemandResponse,2019,18,2178.0,30031.0,363.0,30715.833333333332
"Springfield, IL Metro Area",Bus,2002,33,2266.0,1207018.0,206.0,88610.81818181818
"Springfield, IL Metro Area",Bus,2003,36,2472.0,771959.0,206.0,67061.83333333333
"Springfield, IL Metro Area",Bus,2004,36,2472.0,987294.0,206.0,92141.33333333333
"Springfield, IL Metro Area",Bus,2005,36,2472.0,1332360.0,206.0,90401.25
"Springfield, IL Metro Area",Bus,2006,36,2472.0,1298959.0,206.0,89519.91666666667
"Springfield, IL Metro Area",Bus,2007,36,2472.0,1301857.0,206.0,98669.5
"Springfield, IL Metro Area",Bus,2008,36,2472.0,1527641.0,206.0,102503.33333333333
"Springfield, IL Metro Area",Bus,2009,36,2472.0,1603650.0,206.0,100235.0
"Springfield, IL Metro Area",Bus,2010,36,2472.0,1616601.0,206.0,107585.75
"Springfield, IL Metro Area",Bus,2011,36,2472.0,1785760.0,206.0,114279.16666666667
"Springfield, IL Metro Area",Bus,2012,36,2472.0,1836455.0,206.0,118629.5
"Springfield, IL Metro Area",Bus,2013,36,2472.0,1799575.0,206.0,119231.91666666667
"Springfield, IL Metro Area",Bus,2014,36,2472.0,1901435.0,206.0,121490.66666666667
"Springfield, IL Metro Area",Bus,2015,36,2472.0,1829728.0,206.0,118201.75
"Springfield, IL Metro Area",Bus,2016,36,2472.0,1709619.0,206.0,115548.75
"Springfield, IL Metro Area",Bus,2017,36,2472.0,1580704.0,206.0,112978.75
"Springfield, IL Metro Area",Bus,2018,36,2472.0,1527980.0,206.0,119854.91666666667
"Springfield, IL Metro Area",Bus,2019,9,618.0,356294.0,206.0,134268.66666666666
"Springfield, IL Metro Area",DemandResponse,2002,33,2266.0,51202.0,206.0,23285.636363636364
"Springfield, IL Metro Area",DemandResponse,2003,36,2472.0,39979.0,206.0,17911.666666666668
"Springfield, IL Metro Area",DemandResponse,2004,36,2472.0,55141.0,206.0,24924.25
"Springfield, IL Metro Area",DemandResponse,2005,36,2472.0,53470.0,206.0,1901.8333333333333
"Springfield, IL Metro Area",DemandResponse,2006,36,2472.0,49208.0,206.0,21037.25
"Springfield, IL Metro Area",DemandResponse,2007,36,2472.0,48945.0,206.0,23845.5
"Springfield, IL Metro Area",DemandResponse,2008,36,2472.0,50696.0,206.0,25746.416666666668
"Springfield, IL Metro Area",DemandResponse,2009,36,2472.0,55411.0,206.0,26522.166666666668
"Springfield, IL Metro Area",DemandResponse,2010,36,2472.0,57980.0,206.0,28740.416666666668
"Springfield, IL Metro Area",DemandResponse,2011,36,2472.0,59184.0,206.0,29095.583333333332
"Springfield, IL Metro Area",DemandResponse,2012,36,2472.0,61561.0,206.0,25652.416666666668
"Springfield, IL Metro Area",DemandResponse,2013,36,2472.0,65568.0,206.0,25248.5
"Springfield, IL Metro Area",DemandResponse,2014,36,2472.0,72467.0,206.0,27822.5
"Springfield, IL Metro Area",DemandResponse,2015,36,2472.0,77056.0,206.0,31227.416666666668
"Springfield, IL Metro Area",DemandResponse,2016,36,2472.0,81048.0,206.0,33323.25
"Springfield, IL Metro Area",DemandResponse,2017,36,2472.0,76318.0,206.0,31733.583333333332
"Springfield, IL Metro Area",DemandResponse,2018,36,2472.0,81626.0,206.0,34191.166666666664
"Springfield, IL Metro Area",DemandResponse,2019,9,618.0,22353.0,206.0,38565.0
"Springfield, MA Metro Area",Bus,2002,33,1342.0,17568996.0,122.0,752639.6363636364
"Springfield, MA Metro Area",Bus,2003,36,1464.0,9835666.0,122.0,407167.0833333333
"Springfield, MA Metro Area",Bus,2004,36,1464.0,9091120.0,122.0,388932.0833333333
"Springfield, MA Metro Area",Bus,2005,36,1464.0,8958209.0,122.0,363510.25
"Springfield, MA Metro Area",Bus,2006,36,1464.0,9263240.0,122.0,351031.4166666667
"Springfield, MA Metro Area",Bus,2007,36,1464.0,9500539.0,122.0,360130.4166666667
"Springfield, MA Metro Area",Bus,2008,36,1464.0,9849859.0,122.0,353729.5
"Springfield, MA Metro Area",Bus,2009,36,1464.0,9612532.0,122.0,362661.6666666667
"Springfield, MA Metro Area",Bus,2010,36,1464.0,9923725.0,122.0,358617.3333333333
"Springfield, MA Metro Area",Bus,2011,36,1464.0,10441636.0,122.0,356682.5833333333
"Springfield, MA Metro Area",Bus,2012,36,1464.0,11087715.0,122.0,363198.0833333333
"Springfield, MA Metro Area",Bus,2013,36,1464.0,11484435.0,122.0,368356.25
"Springfield, MA Metro Area",Bus,2014,36,1464.0,11884724.0,122.0,387738.1666666667
"Springfield, MA Metro Area",Bus,2015,36,1464.0,12688790.0,122.0,425548.1666666667
"Springfield, MA Metro Area",Bus,2016,36,1464.0,12257881.0,122.0,438087.5
"Springfield, MA Metro Area",Bus,2017,36,1464.0,11102259.0,122.0,430950.1666666667
"Springfield, MA Metro Area",Bus,2018,36,1464.0,10592822.0,122.0,406843.8333333333
"Springfield, MA Metro Area",Bus,2019,9,366.0,2567128.0,122.0,418549.3333333333
"Springfield, MA Metro Area",DemandResponse,2002,33,715.0,444430.0,65.0,296237.7272727273
"Springfield, MA Metro Area",DemandResponse,2003,36,780.0,450592.0,65.0,271228.0
"Springfield, MA Metro Area",DemandResponse,2004,36,780.0,377447.0,65.0,224124.25
"Springfield, MA Metro Area",DemandResponse,2005,36,780.0,361842.0,65.0,211902.58333333334
"Springfield, MA Metro Area",DemandResponse,2006,36,780.0,344892.0,65.0,256374.5
"Springfield, MA Metro Area",DemandResponse,2007,36,780.0,299990.0,65.0,303369.4166666667
"Springfield, MA Metro Area",DemandResponse,2008,36,780.0,311653.0,65.0,257083.41666666666
"Springfield, MA Metro Area",DemandResponse,2009,36,780.0,311960.0,65.0,238046.91666666666
"Springfield, MA Metro Area",DemandResponse,2010,36,780.0,324637.0,65.0,244749.83333333334
"Springfield, MA Metro Area",DemandResponse,2011,36,780.0,313148.0,65.0,232269.66666666666
"Springfield, MA Metro Area",DemandResponse,2012,36,780.0,314605.0,65.0,229431.91666666666
"Springfield, MA Metro Area",DemandResponse,2013,36,780.0,310714.0,65.0,229677.5
"Springfield, MA Metro Area",DemandResponse,2014,36,780.0,305208.0,65.0,244507.16666666666
"Springfield, MA Metro Area",DemandResponse,2015,36,780.0,322676.0,65.0,257521.91666666666
"Springfield, MA Metro Area",DemandResponse,2016,36,780.0,315728.0,65.0,248664.5
"Springfield, MA Metro Area",DemandResponse,2017,36,780.0,298654.0,65.0,251736.5
"Springfield, MA Metro Area",DemandResponse,2018,36,780.0,274385.0,65.0,230870.91666666666
"Springfield, MA Metro Area",DemandResponse,2019,9,195.0,61852.0,65.0,226987.0
"Springfield, MO Metro Area",Bus,2002,22,3058.0,1553124.0,278.0,98156.81818181818
"Springfield, MO Metro Area",Bus,2003,24,3336.0,1513344.0,278.0,87843.33333333333
"Springfield, MO Metro Area",Bus,2004,24,3336.0,1422244.0,278.0,85840.5
"Springfield, MO Metro Area",Bus,2005,24,3336.0,1553341.0,278.0,85130.33333333333
"Springfield, MO Metro Area",Bus,2006,24,3336.0,1821546.0,278.0,86730.66666666667
"Springfield, MO Metro Area",Bus,2007,24,3336.0,1790110.0,278.0,86961.0
"Springfield, MO Metro Area",Bus,2008,24,3336.0,1410184.0,278.0,88827.66666666667
"Springfield, MO Metro Area",Bus,2009,24,3336.0,1418617.0,278.0,91135.16666666667
"Springfield, MO Metro Area",Bus,2010,24,3336.0,1398363.0,278.0,92183.33333333333
"Springfield, MO Metro Area",Bus,2011,24,3336.0,1535739.0,278.0,91775.5
"Springfield, MO Metro Area",Bus,2012,24,3336.0,1583297.0,278.0,91349.16666666667
"Springfield, MO Metro Area",Bus,2013,24,3336.0,1501836.0,278.0,97051.75
"Springfield, MO Metro Area",Bus,2014,24,3336.0,1740509.0,278.0,89812.0
"Springfield, MO Metro Area",Bus,2015,24,3336.0,1501134.0,278.0,87641.75
"Springfield, MO Metro Area",Bus,2016,24,3336.0,1403004.0,278.0,90844.91666666667
"Springfield, MO Metro Area",Bus,2017,24,3336.0,1290019.0,278.0,91185.83333333333
"Springfield, MO Metro Area",Bus,2018,24,3336.0,1280717.0,278.0,89449.41666666667
"Springfield, MO Metro Area",Bus,2019,6,834.0,315692.0,278.0,88455.66666666667
"Springfield, MO Metro Area",DemandResponse,2002,22,1518.0,15204.0,138.0,9868.181818181818
"Springfield, MO Metro Area",DemandResponse,2003,24,1656.0,17362.0,138.0,10368.5
"Springfield, MO Metro Area",DemandResponse,2004,24,1656.0,17672.0,138.0,9682.75
"Springfield, MO Metro Area",DemandResponse,2005,24,1656.0,18929.0,138.0,10457.0
"Springfield, MO Metro Area",DemandResponse,2006,24,1656.0,17418.0,138.0,10599.5
"Springfield, MO Metro Area",DemandResponse,2007,24,1656.0,16682.0,138.0,10225.333333333334
"Springfield, MO Metro Area",DemandResponse,2008,24,1656.0,17232.0,138.0,9878.416666666666
"Springfield, MO Metro Area",DemandResponse,2009,24,1656.0,17159.0,138.0,9364.833333333334
"Springfield, MO Metro Area",DemandResponse,2010,24,1656.0,17102.0,138.0,10047.416666666666
"Springfield, MO Metro Area",DemandResponse,2011,24,1656.0,21094.0,138.0,12848.5
"Springfield, MO Metro Area",DemandResponse,2012,24,1656.0,19775.0,138.0,12165.916666666666
"Springfield, MO Metro Area",DemandResponse,2013,24,1656.0,19105.0,138.0,12132.166666666666
