,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year
2704,310M100US28020,28020,"Kalamazoo-Portage, MI Metro Area",128529,9739,46300,50752,15265,6473,2012
3080,310M200US28020,28020,"Kalamazoo-Portage, MI Metro Area",130076,8044,46589,51311,18033,6099,2013
3461,310M200US28020,28020,"Kalamazoo-Portage, MI Metro Area",128755,10555,43657,51931,15416,7196,2014
3842,310M200US28020,28020,"Kalamazoo-Portage, MI Metro Area",129792,9022,44115,50191,18178,8286,2015
4224,310M300US28020,28020,"Kalamazoo-Portage, MI Metro Area",131673,11062,44795,50642,17147,8027,2016
4606,310M300US28020,28020,"Kalamazoo-Portage, MI Metro Area",133112,9040,43490,52414,19367,8801,2017
3081,310M200US28100,28100,"Kankakee, IL Metro Area",41822,3144,14773,16142,5819,1944,2013
3462,310M200US28100,28100,"Kankakee, IL Metro Area",40732,2993,13046,15952,6253,2488,2014
3843,310M200US28100,28100,"Kankakee, IL Metro Area",38755,3736,12290,15716,4642,2371,2015
4225,310M300US28100,28100,"Kankakee, IL Metro Area",39314,2427,12370,17022,4917,2578,2016
4607,310M300US28100,28100,"Kankakee, IL Metro Area",39628,3706,12366,15307,5373,2876,2017
165,3100000US28100,28100,"Kankakee-Bradley, IL Metro Area",39761,2205,12910,16058,6584,2004,2005
524,3100000US28100,28100,"Kankakee-Bradley, IL Metro Area",40240,2527,13254,16217,5538,2704,2006
883,3100000US28100,28100,"Kankakee-Bradley, IL Metro Area",40522,3618,12490,16371,5975,2068,2007
1245,3100000US28100,28100,"Kankakee-Bradley, IL Metro Area",39938,3619,14360,14550,4879,2530,2008
1608,3100000US28100,28100,"Kankakee-Bradley, IL Metro Area",39005,2987,13678,15630,4872,1838,2009
1973,310M100US28100,28100,"Kankakee-Bradley, IL Metro Area",42046,3166,14268,16383,5788,2441,2010
2339,310M100US28100,28100,"Kankakee-Bradley, IL Metro Area",41149,2464,15077,16586,5853,1169,2011
2705,310M100US28100,28100,"Kankakee-Bradley, IL Metro Area",41267,2523,14996,15901,5866,1981,2012
166,3100000US28140,28140,"Kansas City, MO-KS Metro Area",755954,43576,242781,305272,116010,48315,2005
525,3100000US28140,28140,"Kansas City, MO-KS Metro Area",770828,44577,250508,310297,120228,45218,2006
884,3100000US28140,28140,"Kansas City, MO-KS Metro Area",771959,42777,248066,314055,117646,49415,2007
1246,3100000US28140,28140,"Kansas City, MO-KS Metro Area",785377,46367,254077,324741,112381,47811,2008
1609,3100000US28140,28140,"Kansas City, MO-KS Metro Area",789734,48500,260038,315871,118621,46704,2009
1974,310M100US28140,28140,"Kansas City, MO-KS Metro Area",785477,51929,259804,315319,116533,41892,2010
2340,310M100US28140,28140,"Kansas City, MO-KS Metro Area",794197,48343,264220,318151,116529,46954,2011
2706,310M100US28140,28140,"Kansas City, MO-KS Metro Area",801060,53865,265160,318353,117022,46660,2012
3082,310M200US28140,28140,"Kansas City, MO-KS Metro Area",798618,47127,265874,317274,118096,50247,2013
3463,310M200US28140,28140,"Kansas City, MO-KS Metro Area",800035,48897,271865,315158,114801,49314,2014
3844,310M200US28140,28140,"Kansas City, MO-KS Metro Area",814092,52656,265541,324534,118635,52726,2015
4226,310M300US28140,28140,"Kansas City, MO-KS Metro Area",816569,51423,264003,320020,127201,53922,2016
4608,310M300US28140,28140,"Kansas City, MO-KS Metro Area",829475,47499,271066,329530,124956,56424,2017
1247,3100000US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area",81014,4933,22552,28873,15634,9022,2008
1610,3100000US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area",82323,4552,20913,30988,16118,9752,2009
1975,310M100US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area",86626,3437,23651,32109,17798,9631,2010
2341,310M100US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area",88930,3952,23782,35042,18174,7980,2011
2707,310M100US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area",90215,5544,25428,33851,17631,7761,2012
3083,310M200US28420,28420,"Kennewick-Richland, WA Metro Area",92768,4524,23006,37290,16912,11036,2013
3464,310M200US28420,28420,"Kennewick-Richland, WA Metro Area",93357,4681,24129,35608,18447,10492,2014
3845,310M200US28420,28420,"Kennewick-Richland, WA Metro Area",94423,3552,24734,38680,18899,8558,2015
4227,310M300US28420,28420,"Kennewick-Richland, WA Metro Area",96337,4466,25412,37306,17530,11623,2016
4609,310M300US28420,28420,"Kennewick-Richland, WA Metro Area",98742,4439,23116,37115,21549,12523,2017
167,3100000US28420,28420,"Kennewick-Richland-Pasco, WA Metro Area",76266,2730,19454,29518,15580,8984,2005
526,3100000US28420,28420,"Kennewick-Richland-Pasco, WA Metro Area",76948,3900,18835,29420,15995,8798,2006
885,3100000US28420,28420,"Kennewick-Richland-Pasco, WA Metro Area",76441,4019,22058,27911,13461,8992,2007
3084,310M200US28660,28660,"Killeen-Temple, TX Metro Area",132578,7530,45187,54760,17385,7716,2013
3465,310M200US28660,28660,"Killeen-Temple, TX Metro Area",145055,7393,48602,62764,18893,7403,2014
3846,310M200US28660,28660,"Killeen-Temple, TX Metro Area",151623,9391,51644,61322,20570,8696,2015
4228,310M300US28660,28660,"Killeen-Temple, TX Metro Area",150422,7390,47983,64935,21032,9082,2016
4610,310M300US28660,28660,"Killeen-Temple, TX Metro Area",149197,8060,45329,64913,23158,7737,2017
168,3100000US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",121561,5259,44433,53386,12532,5951,2005
527,3100000US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",122444,5747,38490,56138,15186,6883,2006
886,3100000US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",122359,5488,41376,50716,18111,6668,2007
1248,3100000US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",128041,5809,40848,57976,16968,6440,2008
1611,3100000US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",124651,6206,44250,49777,18775,5643,2009
1976,310M100US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",131062,6017,44427,55265,18685,6668,2010
2342,310M100US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",128008,6970,43962,52352,18717,6007,2011
2708,310M100US28660,28660,"Killeen-Temple-Fort Hood, TX Metro Area",133995,6710,45003,54780,20661,6841,2012
169,3100000US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130026,8910,38171,48620,24893,9432,2005
528,3100000US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",127461,8916,36081,50698,23610,8156,2006
887,3100000US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",129966,8367,39005,52125,21074,9395,2007
1249,3100000US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",129705,7480,38685,49097,24016,10427,2008
1612,3100000US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130619,7580,39667,51482,21982,9908,2009
1977,310M100US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130117,9243,40079,49017,21507,10271,2010
2343,310M100US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130599,8948,40980,46577,24317,9777,2011
2709,310M100US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",127704,7437,40795,45111,24023,10338,2012
3085,310M200US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",126215,9386,40487,45622,20584,10136,2013
3466,310M200US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130044,9678,39821,47702,21898,10945,2014
3847,310M200US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",126840,8382,38946,47630,20604,11278,2015
4229,310M300US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",123757,7743,37592,43545,23998,10879,2016
4611,310M300US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",129285,7841,36464,50307,23188,11485,2017
170,3100000US28740,28740,"Kingston, NY Metro Area",68401,4555,21598,27921,10190,4137,2005
529,3100000US28740,28740,"Kingston, NY Metro Area",70693,4933,22326,27659,10347,5428,2006
888,3100000US28740,28740,"Kingston, NY Metro Area",69259,5461,21898,26854,9939,5107,2007
1250,3100000US28740,28740,"Kingston, NY Metro Area",70048,4747,23326,27108,10270,4597,2008
1613,3100000US28740,28740,"Kingston, NY Metro Area",70971,4803,23472,28477,9005,5214,2009
1978,310M100US28740,28740,"Kingston, NY Metro Area",68581,5898,22889,26872,8502,4420,2010
2344,310M100US28740,28740,"Kingston, NY Metro Area",69127,5213,24647,26873,8578,3816,2011
2710,310M100US28740,28740,"Kingston, NY Metro Area",70353,5527,24690,27672,8869,3595,2012
3086,310M200US28740,28740,"Kingston, NY Metro Area",68650,4625,23434,29000,8642,2949,2013
3467,310M200US28740,28740,"Kingston, NY Metro Area",69522,6537,23959,26122,8480,4424,2014
3848,310M200US28740,28740,"Kingston, NY Metro Area",69594,5331,22772,26834,10910,3747,2015
4230,310M300US28740,28740,"Kingston, NY Metro Area",68298,5162,24101,25940,9003,4092,2016
4612,310M300US28740,28740,"Kingston, NY Metro Area",68822,3840,23820,26640,10863,3659,2017
171,3100000US28940,28940,"Knoxville, TN Metro Area",269106,17346,82620,106467,45607,17066,2005
530,3100000US28940,28940,"Knoxville, TN Metro Area",274568,16659,86420,109703,42651,19135,2006
889,3100000US28940,28940,"Knoxville, TN Metro Area",282643,14354,95346,114182,40713,18048,2007
1251,3100000US28940,28940,"Knoxville, TN Metro Area",284784,15754,103226,106152,39771,19881,2008
1614,3100000US28940,28940,"Knoxville, TN Metro Area",286181,15105,101405,105965,43903,19803,2009
1979,310M100US28940,28940,"Knoxville, TN Metro Area",285762,17298,103339,107194,40815,17116,2010
2345,310M100US28940,28940,"Knoxville, TN Metro Area",288165,16659,102464,110672,40543,17827,2011
2711,310M100US28940,28940,"Knoxville, TN Metro Area",290393,16518,101554,109308,44885,18128,2012
3087,310M200US28940,28940,"Knoxville, TN Metro Area",340089,20222,107798,133039,53401,25629,2013
3468,310M200US28940,28940,"Knoxville, TN Metro Area",336174,22637,103987,130892,51610,27048,2014
3849,310M200US28940,28940,"Knoxville, TN Metro Area",343331,20813,107645,133539,54276,27058,2015
4231,310M300US28940,28940,"Knoxville, TN Metro Area",344803,19061,104898,133578,57606,29660,2016
4613,310M300US28940,28940,"Knoxville, TN Metro Area",347479,18049,104584,136529,58594,29723,2017
172,3100000US29020,29020,"Kokomo, IN Metro Area",40621,2382,12994,16505,6308,2432,2005
531,3100000US29020,29020,"Kokomo, IN Metro Area",41437,3439,12921,16161,6436,2480,2006
890,3100000US29020,29020,"Kokomo, IN Metro Area",42155,3073,12015,17554,6260,3253,2007
1252,3100000US29020,29020,"Kokomo, IN Metro Area",40091,2521,11467,17531,6218,2354,2008
1615,3100000US29020,29020,"Kokomo, IN Metro Area",40696,3101,12040,18271,5173,2111,2009
1980,310M100US29020,29020,"Kokomo, IN Metro Area",40775,2741,14955,15183,4974,2922,2010
2346,310M100US29020,29020,"Kokomo, IN Metro Area",41094,3800,12701,17639,5022,1932,2011
2712,310M100US29020,29020,"Kokomo, IN Metro Area",40571,3543,14573,14162,5615,2678,2012
3088,310M200US29020,29020,"Kokomo, IN Metro Area",34435,2215,11859,13662,4659,2040,2013
3469,310M200US29020,29020,"Kokomo, IN Metro Area",34026,2387,11689,12724,5144,2082,2014
3850,310M200US29020,29020,"Kokomo, IN Metro Area",34714,3448,11882,12814,4212,2358,2015
4232,310M300US29020,29020,"Kokomo, IN Metro Area",34195,2802,12427,12587,4940,1439,2016
4614,310M300US29020,29020,"Kokomo, IN Metro Area",34243,2086,12179,11854,5121,3003,2017
173,3100000US29100,29100,"La Crosse, WI-MN Metro Area",52410,2775,15615,23254,7210,3556,2005
532,3100000US29100,29100,"La Crosse, WI-MN Metro Area",51823,3079,16609,21007,7288,3840,2006
891,3100000US29100,29100,"La Crosse, WI-MN Metro Area",52709,4392,15282,22455,7945,2635,2007
1253,3100000US29100,29100,"La Crosse, WI-MN Metro Area",53911,3913,16307,23040,8517,2134,2008
1616,3100000US29100,29100,"La Crosse, WI-MN Metro Area",52806,3454,16824,21269,8125,3134,2009
1981,310M100US29100,29100,"La Crosse, WI-MN Metro Area",53627,4221,16236,22289,7321,3560,2010
2347,310M100US29100,29100,"La Crosse, WI-MN Metro Area",53426,3108,15957,23377,7633,3351,2011
2713,310M100US29100,29100,"La Crosse, WI-MN Metro Area",54799,3210,18596,23662,6502,2829,2012
3089,310M200US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",53723,2039,18321,22123,7472,3768,2013
3470,310M200US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",54762,2672,17358,23492,8327,2913,2014
3851,310M200US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",54008,2546,16843,22944,7909,3766,2015
4233,310M300US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",55390,4178,16780,23232,7457,3743,2016
4615,310M300US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",55940,3902,15839,22750,9153,4296,2017
174,3100000US29140,29140,"Lafayette, IN Metro Area",71892,5327,23080,29255,10261,3969,2005
533,3100000US29140,29140,"Lafayette, IN Metro Area",71598,4480,24564,29620,9418,3516,2006
892,3100000US29140,29140,"Lafayette, IN Metro Area",73019,6011,24635,28166,10992,3215,2007
1254,3100000US29140,29140,"Lafayette, IN Metro Area",72547,5384,24980,28537,9767,3879,2008
1617,3100000US29140,29140,"Lafayette, IN Metro Area",74429,4297,24772,28868,11333,5159,2009
1982,310M100US29140,29140,"Lafayette, IN Metro Area",76945,4433,27804,29452,10768,4488,2010
2348,310M100US29140,29140,"Lafayette, IN Metro Area",78249,5169,27453,31909,9911,3807,2011
2714,310M100US29140,29140,"Lafayette, IN Metro Area",79034,5926,25065,32307,11223,4513,2012
175,3100000US29180,29180,"Lafayette, LA Metro Area",95604,6484,31437,42744,12152,2787,2005
534,3100000US29180,29180,"Lafayette, LA Metro Area",101104,6045,37194,41608,11945,4312,2006
893,3100000US29180,29180,"Lafayette, LA Metro Area",101991,9454,32384,43672,12692,3789,2007
1255,3100000US29180,29180,"Lafayette, LA Metro Area",100710,9037,33929,41661,12408,3675,2008
1618,3100000US29180,29180,"Lafayette, LA Metro Area",100730,5892,36405,43369,11524,3540,2009
1983,310M100US29180,29180,"Lafayette, LA Metro Area",103181,8072,40468,41711,9786,3144,2010
2349,310M100US29180,29180,"Lafayette, LA Metro Area",105130,6381,39981,43373,12006,3389,2011
2715,310M100US29180,29180,"Lafayette, LA Metro Area",106842,7522,41438,41744,12566,3572,2012
3090,310M200US29180,29180,"Lafayette, LA Metro Area",178778,14708,63123,70974,23431,6542,2013
3471,310M200US29180,29180,"Lafayette, LA Metro Area",178319,12733,63454,74096,20210,7826,2014
3852,310M200US29180,29180,"Lafayette, LA Metro Area",180902,15003,60590,75328,21735,8246,2015
4234,310M300US29180,29180,"Lafayette, LA Metro Area",177425,12238,62808,73416,21483,7480,2016
4616,310M300US29180,29180,"Lafayette, LA Metro Area",179072,15427,64470,71402,21423,6350,2017
3091,310M200US29200,29200,"Lafayette-West Lafayette, IN Metro Area",79375,4770,26734,30141,12211,5519,2013
3472,310M200US29200,29200,"Lafayette-West Lafayette, IN Metro Area",77266,5659,27966,29300,9985,4356,2014
3853,310M200US29200,29200,"Lafayette-West Lafayette, IN Metro Area",81069,5525,29127,31479,10494,4444,2015
4235,310M300US29200,29200,"Lafayette-West Lafayette, IN Metro Area",80560,4692,28047,31569,10498,5754,2016
4617,310M300US29200,29200,"Lafayette-West Lafayette, IN Metro Area",80855,6243,24732,31763,13110,5007,2017
176,3100000US29340,29340,"Lake Charles, LA Metro Area",74868,5712,28753,28376,9269,2758,2005
535,3100000US29340,29340,"Lake Charles, LA Metro Area",73337,5531,27419,27570,9357,3460,2006
894,3100000US29340,29340,"Lake Charles, LA Metro Area",75750,5673,28118,27563,10633,3763,2007
1256,3100000US29340,29340,"Lake Charles, LA Metro Area",75081,5862,26296,31734,8626,2563,2008
1619,3100000US29340,29340,"Lake Charles, LA Metro Area",74256,5156,25953,31744,8758,2645,2009
1984,310M100US29340,29340,"Lake Charles, LA Metro Area",75197,4586,29502,28706,9568,2835,2010
2350,310M100US29340,29340,"Lake Charles, LA Metro Area",75308,4519,29572,28042,9486,3689,2011
2716,310M100US29340,29340,"Lake Charles, LA Metro Area",77201,5771,27418,30838,10987,2187,2012
3092,310M200US29340,29340,"Lake Charles, LA Metro Area",79392,5562,30978,29912,9813,3127,2013
3473,310M200US29340,29340,"Lake Charles, LA Metro Area",76395,5159,29160,27664,11036,3376,2014
3854,310M200US29340,29340,"Lake Charles, LA Metro Area",79853,4940,30694,29541,10942,3736,2015
4236,310M300US29340,29340,"Lake Charles, LA Metro Area",79226,5709,29874,29430,9024,5189,2016
4618,310M300US29340,29340,"Lake Charles, LA Metro Area",81266,4796,30212,30969,10169,5120,2017
895,3100000US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",73479,2325,25970,29779,11219,4186,2007
1257,3100000US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",73884,2541,26165,30465,10340,4373,2008
1620,3100000US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",73864,4448,26441,27819,10079,5077,2009
1985,310M100US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",82166,4106,31540,32211,10571,3738,2010
2351,310M100US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",78977,3916,31257,29161,9478,5165,2011
2717,310M100US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",79239,5428,28684,31158,10903,3066,2012
3093,310M200US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",81257,3938,31713,28707,11588,5311,2013
3474,310M200US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",81292,4549,29016,29335,12423,5969,2014
3855,310M200US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",83801,4236,33964,27557,11824,6220,2015
4237,310M300US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",84876,4606,30343,30392,13816,5719,2016
4619,310M300US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",87565,4750,30599,35175,11528,5513,2017
177,3100000US29460,29460,"Lakeland, FL Metro Area",214835,11737,89838,83415,22454,7391,2005
536,3100000US29460,29460,"Lakeland, FL Metro Area",224818,14170,91576,85902,25633,7537,2006
896,3100000US29460,29460,"Lakeland, FL Metro Area",225873,9856,90553,90849,25672,8943,2007
1258,3100000US29460,29460,"Lakeland-Winter Haven, FL Metro Area",223931,14349,89920,84520,25923,9219,2008
1621,3100000US29460,29460,"Lakeland-Winter Haven, FL Metro Area",222239,13326,92277,83995,24210,8431,2009
1986,310M100US29460,29460,"Lakeland-Winter Haven, FL Metro Area",221073,13742,94066,80464,25227,7574,2010
2352,310M100US29460,29460,"Lakeland-Winter Haven, FL Metro Area",217648,15376,93517,82941,18844,6970,2011
2718,310M100US29460,29460,"Lakeland-Winter Haven, FL Metro Area",223507,16445,97230,82354,22422,5056,2012
3094,310M200US29460,29460,"Lakeland-Winter Haven, FL Metro Area",214500,15078,93821,76547,21273,7781,2013
3475,310M200US29460,29460,"Lakeland-Winter Haven, FL Metro Area",218286,14788,91205,80018,25042,7233,2014
3856,310M200US29460,29460,"Lakeland-Winter Haven, FL Metro Area",227122,12941,95241,86142,24256,8542,2015
4238,310M300US29460,29460,"Lakeland-Winter Haven, FL Metro Area",226429,11525,95388,87403,23509,8604,2016
4620,310M300US29460,29460,"Lakeland-Winter Haven, FL Metro Area",233058,13358,94019,84989,29225,11467,2017
178,3100000US29540,29540,"Lancaster, PA Metro Area",184296,18019,52964,72207,29258,11848,2005
537,3100000US29540,29540,"Lancaster, PA Metro Area",184581,15667,54160,78007,24899,11848,2006
897,3100000US29540,29540,"Lancaster, PA Metro Area",186136,21197,53491,75409,25777,10262,2007
1259,3100000US29540,29540,"Lancaster, PA Metro Area",186441,17312,55351,76075,27326,10377,2008
1622,3100000US29540,29540,"Lancaster, PA Metro Area",188574,15970,57047,77019,28206,10332,2009
