UrbanArea,State,Year, TTI , TotalDelay_hrs , Delay_per_Auto_Commuter 
Laredo TX,TX,2000,1.09,"1,665",10
Laredo TX,TX,2001,1.09,"1,815",11
Laredo TX,TX,2002,1.1,"1,965",11
Laredo TX,TX,2003,1.1,"2,125",12
Laredo TX,TX,2004,1.11,"2,239",13
Laredo TX,TX,2005,1.11,"2,399",14
Laredo TX,TX,2006,1.12,"2,787",15
Laredo TX,TX,2007,1.15,"3,494",18
Laredo TX,TX,2008,1.16,"3,842",19
Laredo TX,TX,2009,1.16,"3,729",20
Laredo TX,TX,2010,1.16,"4,003",21
Laredo TX,TX,2011,1.16,"4,211",23
Laredo TX,TX,2012,1.16,"4,570",23
Laredo TX,TX,2013,1.16,"4,772",25
Laredo TX,TX,2014,1.17,"4,927",26
Laredo TX,TX,2015,1.17,"5,425",29
Laredo TX,TX,2016,1.17,"5,876",30
Laredo TX,TX,2017,1.17,"6,312",32
Las Vegas-Henderson NV,NV,1982,1.07,"2,900",12
Las Vegas-Henderson NV,NV,1983,1.09,"3,560",14
Las Vegas-Henderson NV,NV,1984,1.09,"3,682",14
Las Vegas-Henderson NV,NV,1985,1.1,"4,312",16
Las Vegas-Henderson NV,NV,1986,1.11,"5,347",19
Las Vegas-Henderson NV,NV,1987,1.13,"6,729",22
Las Vegas-Henderson NV,NV,1988,1.14,"7,926",24
Las Vegas-Henderson NV,NV,1989,1.15,"9,242",26
Las Vegas-Henderson NV,NV,1990,1.17,"11,104",28
Las Vegas-Henderson NV,NV,1991,1.18,"13,442",30
Las Vegas-Henderson NV,NV,1992,1.2,"15,864",32
Las Vegas-Henderson NV,NV,1993,1.21,"18,540",34
Las Vegas-Henderson NV,NV,1994,1.21,"21,064",35
Las Vegas-Henderson NV,NV,1995,1.22,"23,692",37
Las Vegas-Henderson NV,NV,1996,1.23,"26,603",37
Las Vegas-Henderson NV,NV,1997,1.23,"29,000",38
Las Vegas-Henderson NV,NV,1998,1.24,"30,773",39
Las Vegas-Henderson NV,NV,1999,1.24,"33,765",41
Las Vegas-Henderson NV,NV,2000,1.25,"35,896",41
Las Vegas-Henderson NV,NV,2001,1.25,"38,341",42
Las Vegas-Henderson NV,NV,2002,1.26,"41,594",43
Las Vegas-Henderson NV,NV,2003,1.27,"44,943",43
Las Vegas-Henderson NV,NV,2004,1.27,"47,599",44
Las Vegas-Henderson NV,NV,2005,1.28,"50,555",44
Las Vegas-Henderson NV,NV,2006,1.28,"51,984",44
Las Vegas-Henderson NV,NV,2007,1.29,"54,253",45
Las Vegas-Henderson NV,NV,2008,1.29,"55,504",45
Las Vegas-Henderson NV,NV,2009,1.27,"55,157",43
Las Vegas-Henderson NV,NV,2010,1.26,"55,487",44
Las Vegas-Henderson NV,NV,2011,1.25,"56,079",45
Las Vegas-Henderson NV,NV,2012,1.25,"57,732",46
Las Vegas-Henderson NV,NV,2013,1.25,"59,749",46
Las Vegas-Henderson NV,NV,2014,1.25,"61,537",47
Las Vegas-Henderson NV,NV,2015,1.25,"63,559",49
Las Vegas-Henderson NV,NV,2016,1.26,"64,585",50
Las Vegas-Henderson NV,NV,2017,1.26,"67,761",51
Little Rock AR,AR,1982,1.02,964,6
Little Rock AR,AR,1983,1.02,"1,068",6
Little Rock AR,AR,1984,1.03,"1,202",7
Little Rock AR,AR,1985,1.03,"1,365",8
Little Rock AR,AR,1986,1.03,"1,501",8
Little Rock AR,AR,1987,1.03,"1,626",9
Little Rock AR,AR,1988,1.03,"1,676",9
Little Rock AR,AR,1989,1.04,"2,015",11
Little Rock AR,AR,1990,1.04,"2,077",11
Little Rock AR,AR,1991,1.04,"2,311",12
Little Rock AR,AR,1992,1.04,"2,401",12
Little Rock AR,AR,1993,1.05,"2,675",14
Little Rock AR,AR,1994,1.06,"3,222",16
Little Rock AR,AR,1995,1.06,"3,407",17
Little Rock AR,AR,1996,1.07,"3,746",18
Little Rock AR,AR,1997,1.07,"4,169",20
Little Rock AR,AR,1998,1.08,"4,841",23
Little Rock AR,AR,1999,1.09,"5,442",25
Little Rock AR,AR,2000,1.1,"6,007",27
Little Rock AR,AR,2001,1.11,"6,914",30
Little Rock AR,AR,2002,1.11,"7,468",31
Little Rock AR,AR,2003,1.12,"7,765",31
Little Rock AR,AR,2004,1.12,"8,664",31
Little Rock AR,AR,2005,1.12,"9,307",31
Little Rock AR,AR,2006,1.12,"9,704",32
Little Rock AR,AR,2007,1.13,"10,648",32
Little Rock AR,AR,2008,1.14,"11,608",33
Little Rock AR,AR,2009,1.14,"12,351",35
Little Rock AR,AR,2010,1.14,"12,712",35
Little Rock AR,AR,2011,1.13,"13,089",35
Little Rock AR,AR,2012,1.13,"13,278",36
Little Rock AR,AR,2013,1.13,"13,531",37
Little Rock AR,AR,2014,1.13,"13,842",39
Little Rock AR,AR,2015,1.13,"14,073",40
Little Rock AR,AR,2016,1.13,"14,462",42
Little Rock AR,AR,2017,1.13,"14,823",43
Los Angeles-Long Beach-Anaheim CA,CA,1982,1.27,"304,098",60
Los Angeles-Long Beach-Anaheim CA,CA,1983,1.29,"333,077",60
Los Angeles-Long Beach-Anaheim CA,CA,1984,1.3,"347,093",61
Los Angeles-Long Beach-Anaheim CA,CA,1985,1.31,"381,781",62
Los Angeles-Long Beach-Anaheim CA,CA,1986,1.31,"391,238",64
Los Angeles-Long Beach-Anaheim CA,CA,1987,1.32,"410,461",66
Los Angeles-Long Beach-Anaheim CA,CA,1988,1.33,"440,236",68
Los Angeles-Long Beach-Anaheim CA,CA,1989,1.34,"461,897",69
Los Angeles-Long Beach-Anaheim CA,CA,1990,1.34,"472,274",70
Los Angeles-Long Beach-Anaheim CA,CA,1991,1.35,"503,255",71
Los Angeles-Long Beach-Anaheim CA,CA,1992,1.35,"510,543",72
Los Angeles-Long Beach-Anaheim CA,CA,1993,1.35,"530,549",73
Los Angeles-Long Beach-Anaheim CA,CA,1994,1.37,"561,021",75
Los Angeles-Long Beach-Anaheim CA,CA,1995,1.38,"582,565",77
Los Angeles-Long Beach-Anaheim CA,CA,1996,1.39,"613,756",79
Los Angeles-Long Beach-Anaheim CA,CA,1997,1.39,"626,452",81
Los Angeles-Long Beach-Anaheim CA,CA,1998,1.4,"644,617",82
Los Angeles-Long Beach-Anaheim CA,CA,1999,1.4,"656,518",82
Los Angeles-Long Beach-Anaheim CA,CA,2000,1.41,"673,878",84
Los Angeles-Long Beach-Anaheim CA,CA,2001,1.41,"690,442",86
Los Angeles-Long Beach-Anaheim CA,CA,2002,1.41,"706,816",88
Los Angeles-Long Beach-Anaheim CA,CA,2003,1.42,"730,833",90
Los Angeles-Long Beach-Anaheim CA,CA,2004,1.43,"757,034",91
Los Angeles-Long Beach-Anaheim CA,CA,2005,1.45,"770,842",91
Los Angeles-Long Beach-Anaheim CA,CA,2006,1.46,"794,710",92
Los Angeles-Long Beach-Anaheim CA,CA,2007,1.47,"783,254",92
Los Angeles-Long Beach-Anaheim CA,CA,2008,1.46,"794,371",93
Los Angeles-Long Beach-Anaheim CA,CA,2009,1.45,"793,559",96
Los Angeles-Long Beach-Anaheim CA,CA,2010,1.45,"812,204",97
Los Angeles-Long Beach-Anaheim CA,CA,2011,1.45,"834,758",101
Los Angeles-Long Beach-Anaheim CA,CA,2012,1.47,"859,180",103
Los Angeles-Long Beach-Anaheim CA,CA,2013,1.48,"874,694",105
Los Angeles-Long Beach-Anaheim CA,CA,2014,1.48,"897,650",108
Los Angeles-Long Beach-Anaheim CA,CA,2015,1.49,"924,196",113
Los Angeles-Long Beach-Anaheim CA,CA,2016,1.5,"942,350",116
Los Angeles-Long Beach-Anaheim CA,CA,2017,1.51,"971,478",119
Louisville-Jefferson County KY-IN,KY,1982,1.08,"5,501",17
Louisville-Jefferson County KY-IN,KY,1983,1.08,"5,695",17
Louisville-Jefferson County KY-IN,KY,1984,1.09,"6,057",18
Louisville-Jefferson County KY-IN,KY,1985,1.09,"6,523",19
Louisville-Jefferson County KY-IN,KY,1986,1.1,"7,064",21
Louisville-Jefferson County KY-IN,KY,1987,1.1,"7,688",23
Louisville-Jefferson County KY-IN,KY,1988,1.11,"7,952",23
Louisville-Jefferson County KY-IN,KY,1989,1.11,"8,504",24
Louisville-Jefferson County KY-IN,KY,1990,1.12,"9,136",26
Louisville-Jefferson County KY-IN,KY,1991,1.13,"10,338",29
Louisville-Jefferson County KY-IN,KY,1992,1.15,"11,479",31
Louisville-Jefferson County KY-IN,KY,1993,1.15,"11,929",31
Louisville-Jefferson County KY-IN,KY,1994,1.15,"12,623",31
Louisville-Jefferson County KY-IN,KY,1995,1.15,"13,295",32
Louisville-Jefferson County KY-IN,KY,1996,1.16,"13,916",32
Louisville-Jefferson County KY-IN,KY,1997,1.16,"14,646",32
Louisville-Jefferson County KY-IN,KY,1998,1.16,"15,334",32
Louisville-Jefferson County KY-IN,KY,1999,1.17,"16,236",32
Louisville-Jefferson County KY-IN,KY,2000,1.17,"17,140",32
Louisville-Jefferson County KY-IN,KY,2001,1.17,"18,045",33
Louisville-Jefferson County KY-IN,KY,2002,1.17,"18,950",33
Louisville-Jefferson County KY-IN,KY,2003,1.18,"19,829",33
Louisville-Jefferson County KY-IN,KY,2004,1.18,"20,488",33
Louisville-Jefferson County KY-IN,KY,2005,1.18,"21,034",34
Louisville-Jefferson County KY-IN,KY,2006,1.18,"21,304",34
Louisville-Jefferson County KY-IN,KY,2007,1.18,"21,572",33
Louisville-Jefferson County KY-IN,KY,2008,1.17,"22,787",33
Louisville-Jefferson County KY-IN,KY,2009,1.17,"22,495",34
Louisville-Jefferson County KY-IN,KY,2010,1.17,"24,266",37
Louisville-Jefferson County KY-IN,KY,2011,1.17,"25,115",39
Louisville-Jefferson County KY-IN,KY,2012,1.18,"25,811",40
Louisville-Jefferson County KY-IN,KY,2013,1.18,"26,611",41
Louisville-Jefferson County KY-IN,KY,2014,1.18,"27,237",42
Louisville-Jefferson County KY-IN,KY,2015,1.18,"28,088",43
Louisville-Jefferson County KY-IN,KY,2016,1.18,"28,889",44
Louisville-Jefferson County KY-IN,KY,2017,1.18,"29,392",46
Madison WI,WI,1982,1.07,"1,612",15
Madison WI,WI,1983,1.08,"1,842",16
Madison WI,WI,1984,1.08,"1,943",17
Madison WI,WI,1985,1.08,"1,975",17
Madison WI,WI,1986,1.08,"2,006",17
Madison WI,WI,1987,1.08,"2,014",16
Madison WI,WI,1988,1.08,"2,050",16
Madison WI,WI,1989,1.08,"2,100",16
Madison WI,WI,1990,1.08,"2,178",17
Madison WI,WI,1991,1.08,"2,237",17
Madison WI,WI,1992,1.08,"2,292",17
Madison WI,WI,1993,1.08,"2,458",17
Madison WI,WI,1994,1.09,"2,725",19
Madison WI,WI,1995,1.09,"2,846",19
Madison WI,WI,1996,1.09,"2,999",20
Madison WI,WI,1997,1.1,"3,322",21
Madison WI,WI,1998,1.1,"3,431",21
Madison WI,WI,1999,1.11,"3,752",23
Madison WI,WI,2000,1.11,"3,980",23
Madison WI,WI,2001,1.12,"4,345",25
Madison WI,WI,2002,1.13,"4,604",26
Madison WI,WI,2003,1.13,"4,916",28
Madison WI,WI,2004,1.14,"5,287",29
Madison WI,WI,2005,1.14,"5,669",30
Madison WI,WI,2006,1.15,"6,193",31
Madison WI,WI,2007,1.15,"6,608",32
Madison WI,WI,2008,1.15,"6,952",31
Madison WI,WI,2009,1.14,"7,203",33
Madison WI,WI,2010,1.14,"7,683",33
Madison WI,WI,2011,1.15,"8,011",34
Madison WI,WI,2012,1.15,"8,400",34
Madison WI,WI,2013,1.15,"8,762",35
Madison WI,WI,2014,1.15,"9,030",35
Madison WI,WI,2015,1.15,"9,282",37
Madison WI,WI,2016,1.15,"9,451",37
Madison WI,WI,2017,1.15,"9,664",38
McAllen TX,TX,1982,1.02,724,8
McAllen TX,TX,1983,1.02,851,8
McAllen TX,TX,1984,1.03,957,9
McAllen TX,TX,1985,1.03,"1,145",10
McAllen TX,TX,1986,1.03,"1,248",10
McAllen TX,TX,1987,1.03,"1,286",10
McAllen TX,TX,1988,1.04,"1,492",11
McAllen TX,TX,1989,1.05,"1,761",13
McAllen TX,TX,1990,1.05,"1,959",13
McAllen TX,TX,1991,1.07,"2,404",16
McAllen TX,TX,1992,1.07,"2,711",17
McAllen TX,TX,1993,1.08,"3,131",18
McAllen TX,TX,1994,1.09,"3,499",20
McAllen TX,TX,1995,1.09,"3,697",20
McAllen TX,TX,1996,1.09,"3,866",20
McAllen TX,TX,1997,1.11,"4,341",22
McAllen TX,TX,1998,1.12,"4,820",25
McAllen TX,TX,1999,1.14,"5,695",29
McAllen TX,TX,2000,1.15,"6,118",29
McAllen TX,TX,2001,1.15,"6,484",29
McAllen TX,TX,2002,1.15,"7,050",29
McAllen TX,TX,2003,1.15,"8,027",30
McAllen TX,TX,2004,1.15,"8,985",30
McAllen TX,TX,2005,1.16,"9,688",31
McAllen TX,TX,2006,1.16,"10,926",31
McAllen TX,TX,2007,1.16,"11,912",30
McAllen TX,TX,2008,1.15,"12,480",29
McAllen TX,TX,2009,1.14,"13,009",29
McAllen TX,TX,2010,1.14,"13,842",30
McAllen TX,TX,2011,1.15,"14,585",31
McAllen TX,TX,2012,1.15,"15,501",32
McAllen TX,TX,2013,1.15,"16,459",32
McAllen TX,TX,2014,1.15,"16,823",34
McAllen TX,TX,2015,1.16,"17,669",36
McAllen TX,TX,2016,1.16,"18,660",38
McAllen TX,TX,2017,1.16,"19,111",38
Memphis TN-MS-AR,TN,1982,1.04,"3,149",10
Memphis TN-MS-AR,TN,1983,1.05,"3,505",11
Memphis TN-MS-AR,TN,1984,1.05,"3,722",12
Memphis TN-MS-AR,TN,1985,1.05,"3,955",12
Memphis TN-MS-AR,TN,1986,1.06,"4,466",13
Memphis TN-MS-AR,TN,1987,1.07,"5,287",16
Memphis TN-MS-AR,TN,1988,1.08,"6,420",18
Memphis TN-MS-AR,TN,1989,1.09,"7,767",22
Memphis TN-MS-AR,TN,1990,1.11,"9,101",25
Memphis TN-MS-AR,TN,1991,1.11,"9,398",25
Memphis TN-MS-AR,TN,1992,1.12,"10,322",27
Memphis TN-MS-AR,TN,1993,1.12,"11,053",29
Memphis TN-MS-AR,TN,1994,1.13,"12,334",31
Memphis TN-MS-AR,TN,1995,1.14,"13,181",32
Memphis TN-MS-AR,TN,1996,1.14,"13,966",33
Memphis TN-MS-AR,TN,1997,1.15,"14,968",34
Memphis TN-MS-AR,TN,1998,1.15,"16,372",34
Memphis TN-MS-AR,TN,1999,1.16,"17,495",35
Memphis TN-MS-AR,TN,2000,1.16,"18,184",35
Memphis TN-MS-AR,TN,2001,1.16,"18,719",35
Memphis TN-MS-AR,TN,2002,1.17,"19,385",35
Memphis TN-MS-AR,TN,2003,1.17,"19,902",35
Memphis TN-MS-AR,TN,2004,1.17,"20,584",36
Memphis TN-MS-AR,TN,2005,1.17,"21,190",36
Memphis TN-MS-AR,TN,2006,1.17,"21,381",36
Memphis TN-MS-AR,TN,2007,1.17,"21,770",36
Memphis TN-MS-AR,TN,2008,1.18,"22,457",37
Memphis TN-MS-AR,TN,2009,1.17,"22,904",38
Memphis TN-MS-AR,TN,2010,1.17,"23,506",40
Memphis TN-MS-AR,TN,2011,1.17,"23,664",40
Memphis TN-MS-AR,TN,2012,1.17,"24,364",42
Memphis TN-MS-AR,TN,2013,1.17,"25,003",43
Memphis TN-MS-AR,TN,2014,1.18,"25,891",44
Memphis TN-MS-AR,TN,2015,1.18,"26,996",45
Memphis TN-MS-AR,TN,2016,1.18,"27,523",47
Memphis TN-MS-AR,TN,2017,1.18,"28,015",48
Miami FL,FL,1982,1.14,"51,639",26
Miami FL,FL,1983,1.15,"54,662",27
Miami FL,FL,1984,1.15,"58,252",28
Miami FL,FL,1985,1.16,"62,016",29
Miami FL,FL,1986,1.16,"64,583",29
Miami FL,FL,1987,1.17,"68,554",31
Miami FL,FL,1988,1.17,"71,352",31
Miami FL,FL,1989,1.17,"74,093",31
Miami FL,FL,1990,1.18,"78,430",32
Miami FL,FL,1991,1.18,"81,341",32
Miami FL,FL,1992,1.19,"88,902",34
Miami FL,FL,1993,1.2,"92,981",35
Miami FL,FL,1994,1.21,"99,483",37
Miami FL,FL,1995,1.21,"108,210",38
Miami FL,FL,1996,1.22,"117,516",39
Miami FL,FL,1997,1.24,"131,938",43
Miami FL,FL,1998,1.25,"145,867",45
Miami FL,FL,1999,1.26,"154,687",46
Miami FL,FL,2000,1.27,"171,159",49
Miami FL,FL,2001,1.28,"180,568",50
Miami FL,FL,2002,1.29,"191,999",52
Miami FL,FL,2003,1.29,"193,840",51
Miami FL,FL,2004,1.29,"200,271",52
Miami FL,FL,2005,1.29,"204,127",52
Miami FL,FL,2006,1.29,"205,855",52
Miami FL,FL,2007,1.29,"207,376",52
Miami FL,FL,2008,1.3,"210,847",53
Miami FL,FL,2009,1.28,"205,361",54
Miami FL,FL,2010,1.28,"210,529",55
Miami FL,FL,2011,1.29,"216,035",56
Miami FL,FL,2012,1.29,"224,594",58
Miami FL,FL,2013,1.29,"233,319",60
Miami FL,FL,2014,1.3,"241,385",63
Miami FL,FL,2015,1.31,"251,153",65
Miami FL,FL,2016,1.31,"257,800",67
Miami FL,FL,2017,1.31,"265,947",69
Milwaukee WI,WI,1982,1.06,"8,634",13
Milwaukee WI,WI,1983,1.06,"9,057",13
Milwaukee WI,WI,1984,1.06,"9,785",14
Milwaukee WI,WI,1985,1.08,"11,838",17
Milwaukee WI,WI,1986,1.09,"13,723",19
Milwaukee WI,WI,1987,1.1,"15,404",21
Milwaukee WI,WI,1988,1.1,"16,557",23
Milwaukee WI,WI,1989,1.11,"17,701",24
Milwaukee WI,WI,1990,1.12,"18,901",26
Milwaukee WI,WI,1991,1.12,"19,936",27
Milwaukee WI,WI,1992,1.13,"20,774",28
Milwaukee WI,WI,1993,1.13,"21,568",29
Milwaukee WI,WI,1994,1.13,"22,532",30
Milwaukee WI,WI,1995,1.14,"24,609",32
Milwaukee WI,WI,1996,1.15,"26,406",34
Milwaukee WI,WI,1997,1.15,"26,915",34
Milwaukee WI,WI,1998,1.15,"27,618",34
Milwaukee WI,WI,1999,1.15,"27,750",33
Milwaukee WI,WI,2000,1.15,"28,536",33
Milwaukee WI,WI,2001,1.15,"29,641",34
Milwaukee WI,WI,2002,1.15,"30,159",34
Milwaukee WI,WI,2003,1.16,"31,110",35
Milwaukee WI,WI,2004,1.16,"31,787",35
Milwaukee WI,WI,2005,1.16,"32,213",36
Milwaukee WI,WI,2006,1.16,"32,996",36
Milwaukee WI,WI,2007,1.16,"33,262",37
Milwaukee WI,WI,2008,1.17,"33,999",37
Milwaukee WI,WI,2009,1.16,"34,294",38
Milwaukee WI,WI,2010,1.16,"36,045",40
Milwaukee WI,WI,2011,1.16,"36,578",40
Milwaukee WI,WI,2012,1.17,"37,638",41
Milwaukee WI,WI,2013,1.17,"38,608",41
Milwaukee WI,WI,2014,1.17,"39,470",43
Milwaukee WI,WI,2015,1.17,"40,800",44
Milwaukee WI,WI,2016,1.17,"41,596",44
Milwaukee WI,WI,2017,1.17,"42,146",46
Minneapolis-St. Paul MN-WI,MN,1982,1.07,"11,029",12
Minneapolis-St. Paul MN-WI,MN,1983,1.08,"12,276",14
Minneapolis-St. Paul MN-WI,MN,1984,1.09,"14,449",16
Minneapolis-St. Paul MN-WI,MN,1985,1.1,"16,137",17
Minneapolis-St. Paul MN-WI,MN,1986,1.1,"17,711",18
Minneapolis-St. Paul MN-WI,MN,1987,1.11,"19,813",20
Minneapolis-St. Paul MN-WI,MN,1988,1.12,"22,148",22
Minneapolis-St. Paul MN-WI,MN,1989,1.13,"24,114",23
Minneapolis-St. Paul MN-WI,MN,1990,1.14,"26,330",24
Minneapolis-St. Paul MN-WI,MN,1991,1.15,"30,568",27
Minneapolis-St. Paul MN-WI,MN,1992,1.16,"34,442",30
Minneapolis-St. Paul MN-WI,MN,1993,1.18,"38,762",33
Minneapolis-St. Paul MN-WI,MN,1994,1.2,"43,807",36
Minneapolis-St. Paul MN-WI,MN,1995,1.21,"47,925",38
Minneapolis-St. Paul MN-WI,MN,1996,1.23,"52,848",41
Minneapolis-St. Paul MN-WI,MN,1997,1.24,"57,872",43
Minneapolis-St. Paul MN-WI,MN,1998,1.25,"61,255",45
Minneapolis-St. Paul MN-WI,MN,1999,1.26,"65,220",46
Minneapolis-St. Paul MN-WI,MN,2000,1.27,"68,767",47
Minneapolis-St. Paul MN-WI,MN,2001,1.27,"71,501",47
Minneapolis-St. Paul MN-WI,MN,2002,1.27,"73,265",48
Minneapolis-St. Paul MN-WI,MN,2003,1.27,"75,267",48
Minneapolis-St. Paul MN-WI,MN,2004,1.28,"77,143",49
Minneapolis-St. Paul MN-WI,MN,2005,1.28,"78,529",49
Minneapolis-St. Paul MN-WI,MN,2006,1.27,"79,924",48
Minneapolis-St. Paul MN-WI,MN,2007,1.27,"80,718",48
Minneapolis-St. Paul MN-WI,MN,2008,1.26,"80,770",47
Minneapolis-St. Paul MN-WI,MN,2009,1.25,"80,108",47
Minneapolis-St. Paul MN-WI,MN,2010,1.25,"84,317",47
Minneapolis-St. Paul MN-WI,MN,2011,1.25,"87,450",49
Minneapolis-St. Paul MN-WI,MN,2012,1.26,"90,573",50
Minneapolis-St. Paul MN-WI,MN,2013,1.26,"93,750",50
Minneapolis-St. Paul MN-WI,MN,2014,1.26,"96,726",52
Minneapolis-St. Paul MN-WI,MN,2015,1.25,"99,730",53
Minneapolis-St. Paul MN-WI,MN,2016,1.25,"101,370",54
Minneapolis-St. Paul MN-WI,MN,2017,1.25,"103,695",56
Nashville-Davidson TN,TN,1982,1.09,"6,250",19
Nashville-Davidson TN,TN,1983,1.09,"6,526",20
Nashville-Davidson TN,TN,1984,1.09,"6,920",21
Nashville-Davidson TN,TN,1985,1.1,"7,348",22
Nashville-Davidson TN,TN,1986,1.1,"7,664",22
Nashville-Davidson TN,TN,1987,1.11,"8,221",24
Nashville-Davidson TN,TN,1988,1.11,"8,649",25
Nashville-Davidson TN,TN,1989,1.12,"9,077",25
Nashville-Davidson TN,TN,1990,1.12,"9,768",26
Nashville-Davidson TN,TN,1991,1.13,"10,589",28
Nashville-Davidson TN,TN,1992,1.13,"11,377",29
Nashville-Davidson TN,TN,1993,1.14,"12,180",30
Nashville-Davidson TN,TN,1994,1.14,"13,043",31
Nashville-Davidson TN,TN,1995,1.15,"14,935",34
Nashville-Davidson TN,TN,1996,1.16,"16,696",36
Nashville-Davidson TN,TN,1997,1.17,"18,619",37
Nashville-Davidson TN,TN,1998,1.18,"21,046",40
Nashville-Davidson TN,TN,1999,1.19,"23,151",41
Nashville-Davidson TN,TN,2000,1.19,"25,497",43
Nashville-Davidson TN,TN,2001,1.2,"27,756",44
Nashville-Davidson TN,TN,2002,1.21,"30,475",45
Nashville-Davidson TN,TN,2003,1.21,"32,472",45
Nashville-Davidson TN,TN,2004,1.22,"35,022",48
Nashville-Davidson TN,TN,2005,1.22,"36,361",48
Nashville-Davidson TN,TN,2006,1.22,"37,070",48
Nashville-Davidson TN,TN,2007,1.22,"37,367",47
Nashville-Davidson TN,TN,2008,1.21,"37,688",46
Nashville-Davidson TN,TN,2009,1.2,"37,277",44
Nashville-Davidson TN,TN,2010,1.2,"39,786",46
Nashville-Davidson TN,TN,2011,1.21,"42,139",49
Nashville-Davidson TN,TN,2012,1.22,"45,483",51
Nashville-Davidson TN,TN,2013,1.21,"46,524",53
Nashville-Davidson TN,TN,2014,1.22,"48,192",55
Nashville-Davidson TN,TN,2015,1.22,"49,865",57
Nashville-Davidson TN,TN,2016,1.22,"51,038",57
Nashville-Davidson TN,TN,2017,1.22,"52,249",58
New Haven CT,CT,1982,1.04,"2,050",10
New Haven CT,CT,1983,1.04,"2,112",10
New Haven CT,CT,1984,1.05,"2,492",12
New Haven CT,CT,1985,1.06,"3,288",15
New Haven CT,CT,1986,1.07,"3,700",17
New Haven CT,CT,1987,1.08,"4,056",19
New Haven CT,CT,1988,1.08,"4,239",19
New Haven CT,CT,1989,1.08,"4,552",20
New Haven CT,CT,1990,1.09,"5,080",22
New Haven CT,CT,1991,1.1,"5,474",24
New Haven CT,CT,1992,1.1,"5,928",25
New Haven CT,CT,1993,1.11,"6,671",28
New Haven CT,CT,1994,1.12,"7,368",30
New Haven CT,CT,1995,1.13,"7,901",31
New Haven CT,CT,1996,1.13,"8,346",32
New Haven CT,CT,1997,1.14,"8,873",33
New Haven CT,CT,1998,1.15,"9,839",34
New Haven CT,CT,1999,1.15,"10,404",35
New Haven CT,CT,2000,1.16,"10,842",36
New Haven CT,CT,2001,1.16,"11,315",36
New Haven CT,CT,2002,1.16,"11,840",37
New Haven CT,CT,2003,1.16,"11,974",37
New Haven CT,CT,2004,1.17,"12,270",38
New Haven CT,CT,2005,1.17,"12,468",38
New Haven CT,CT,2006,1.17,"12,672",38
New Haven CT,CT,2007,1.17,"12,956",39
New Haven CT,CT,2008,1.17,"13,222",38
New Haven CT,CT,2009,1.16,"12,955",39
New Haven CT,CT,2010,1.16,"13,337",40
New Haven CT,CT,2011,1.16,"13,500",40
New Haven CT,CT,2012,1.16,"13,778",42
New Haven CT,CT,2013,1.16,"14,126",43
New Haven CT,CT,2014,1.16,"14,460",43
New Haven CT,CT,2015,1.16,"14,932",44
New Haven CT,CT,2016,1.16,"15,212",44
New Haven CT,CT,2017,1.16,"15,574",45
New Orleans LA,LA,1982,1.12,"16,022",16
New Orleans LA,LA,1983,1.14,"19,018",19
New Orleans LA,LA,1984,1.15,"21,094",20
New Orleans LA,LA,1985,1.14,"19,241",19
New Orleans LA,LA,1986,1.14,"20,132",19
New Orleans LA,LA,1987,1.15,"20,852",20
New Orleans LA,LA,1988,1.15,"20,918",20
New Orleans LA,LA,1989,1.15,"22,105",21
New Orleans LA,LA,1990,1.16,"23,513",22
New Orleans LA,LA,1991,1.17,"25,265",22
New Orleans LA,LA,1992,1.18,"26,555",23
New Orleans LA,LA,1993,1.18,"27,929",24
New Orleans LA,LA,1994,1.2,"30,350",26
New Orleans LA,LA,1995,1.2,"31,459",27
New Orleans LA,LA,1996,1.21,"32,436",28
New Orleans LA,LA,1997,1.21,"33,048",28
New Orleans LA,LA,1998,1.22,"33,852",29
New Orleans LA,LA,1999,1.22,"34,468",29
New Orleans LA,LA,2000,1.22,"35,168",30
New Orleans LA,LA,2001,1.23,"36,023",30
New Orleans LA,LA,2002,1.23,"36,593",32
New Orleans LA,LA,2003,1.24,"37,811",33
New Orleans LA,LA,2004,1.25,"38,817",34
New Orleans LA,LA,2005,1.23,"36,567",32
New Orleans LA,LA,2006,1.24,"32,503",33
New Orleans LA,LA,2007,1.27,"35,588",36
New Orleans LA,LA,2008,1.3,"41,177",38
New Orleans LA,LA,2009,1.31,"44,348",42
New Orleans LA,LA,2010,1.32,"47,211",45
New Orleans LA,LA,2011,1.32,"48,536",47
New Orleans LA,LA,2012,1.33,"49,530",49
New Orleans LA,LA,2013,1.32,"50,397",51
New Orleans LA,LA,2014,1.33,"51,201",54
New Orleans LA,LA,2015,1.34,"53,514",56
New Orleans LA,LA,2016,1.35,"54,196",57
New Orleans LA,LA,2017,1.36,"55,833",58
New York-Newark NY-NJ-CT,NY,1982,1.15,"190,419",32
New York-Newark NY-NJ-CT,NY,1983,1.16,"198,057",34
New York-Newark NY-NJ-CT,NY,1984,1.16,"204,850",35
New York-Newark NY-NJ-CT,NY,1985,1.16,"211,747",36
New York-Newark NY-NJ-CT,NY,1986,1.17,"219,934",36
New York-Newark NY-NJ-CT,NY,1987,1.18,"233,189",38
New York-Newark NY-NJ-CT,NY,1988,1.18,"247,757",40
New York-Newark NY-NJ-CT,NY,1989,1.19,"259,999",41
New York-Newark NY-NJ-CT,NY,1990,1.2,"275,610",43
