UrbanArea,State,Year, TTI , TotalDelay_hrs , Delay_per_Auto_Commuter 
El Paso TX-NM,TX,1996,1.14,"10,629",28
El Paso TX-NM,TX,1997,1.14,"11,283",29
El Paso TX-NM,TX,1998,1.15,"12,270",30
El Paso TX-NM,TX,1999,1.16,"13,283",32
El Paso TX-NM,TX,2000,1.16,"13,636",32
El Paso TX-NM,TX,2001,1.17,"14,477",33
El Paso TX-NM,TX,2002,1.17,"15,064",34
El Paso TX-NM,TX,2003,1.18,"16,352",37
El Paso TX-NM,TX,2004,1.18,"16,634",37
El Paso TX-NM,TX,2005,1.18,"16,655",37
El Paso TX-NM,TX,2006,1.18,"17,022",37
El Paso TX-NM,TX,2007,1.18,"17,441",37
El Paso TX-NM,TX,2008,1.18,"17,296",36
El Paso TX-NM,TX,2009,1.17,"18,140",37
El Paso TX-NM,TX,2010,1.17,"18,665",36
El Paso TX-NM,TX,2011,1.17,"19,262",36
El Paso TX-NM,TX,2012,1.17,"20,106",38
El Paso TX-NM,TX,2013,1.16,"20,459",37
El Paso TX-NM,TX,2014,1.16,"21,018",38
El Paso TX-NM,TX,2015,1.16,"21,604",39
El Paso TX-NM,TX,2016,1.16,"22,216",40
El Paso TX-NM,TX,2017,1.16,"22,711",41
Eugene OR,OR,1982,1.04,795,8
Eugene OR,OR,1983,1.04,849,8
Eugene OR,OR,1984,1.05,919,9
Eugene OR,OR,1985,1.05,"1,011",10
Eugene OR,OR,1986,1.06,"1,123",11
Eugene OR,OR,1987,1.06,"1,163",12
Eugene OR,OR,1988,1.08,"1,436",14
Eugene OR,OR,1989,1.08,"1,664",16
Eugene OR,OR,1990,1.1,"1,845",18
Eugene OR,OR,1991,1.11,"2,168",20
Eugene OR,OR,1992,1.12,"2,404",22
Eugene OR,OR,1993,1.12,"2,566",23
Eugene OR,OR,1994,1.12,"2,659",23
Eugene OR,OR,1995,1.13,"2,847",25
Eugene OR,OR,1996,1.13,"3,131",26
Eugene OR,OR,1997,1.14,"3,433",27
Eugene OR,OR,1998,1.15,"3,632",28
Eugene OR,OR,1999,1.16,"3,916",30
Eugene OR,OR,2000,1.16,"4,041",30
Eugene OR,OR,2001,1.16,"4,297",30
Eugene OR,OR,2002,1.16,"4,514",31
Eugene OR,OR,2003,1.16,"4,668",31
Eugene OR,OR,2004,1.17,"4,839",32
Eugene OR,OR,2005,1.17,"4,999",33
Eugene OR,OR,2006,1.17,"5,090",33
Eugene OR,OR,2007,1.18,"5,210",33
Eugene OR,OR,2008,1.18,"5,400",35
Eugene OR,OR,2009,1.17,"5,116",33
Eugene OR,OR,2010,1.17,"5,246",33
Eugene OR,OR,2011,1.17,"5,572",35
Eugene OR,OR,2012,1.16,"5,759",36
Eugene OR,OR,2013,1.16,"5,897",37
Eugene OR,OR,2014,1.17,"6,126",38
Eugene OR,OR,2015,1.17,"6,281",39
Eugene OR,OR,2016,1.17,"6,436",40
Eugene OR,OR,2017,1.17,"6,589",40
Fresno CA,CA,1982,1.04,"2,858",10
Fresno CA,CA,1983,1.05,"3,074",10
Fresno CA,CA,1984,1.05,"3,324",10
Fresno CA,CA,1985,1.05,"3,812",11
Fresno CA,CA,1986,1.06,"4,611",13
Fresno CA,CA,1987,1.06,"4,961",14
Fresno CA,CA,1988,1.06,"5,287",14
Fresno CA,CA,1989,1.06,"5,403",14
Fresno CA,CA,1990,1.07,"5,842",14
Fresno CA,CA,1991,1.07,"6,175",15
Fresno CA,CA,1992,1.07,"6,840",15
Fresno CA,CA,1993,1.07,"7,117",16
Fresno CA,CA,1994,1.07,"7,173",15
Fresno CA,CA,1995,1.07,"7,771",16
Fresno CA,CA,1996,1.08,"8,181",17
Fresno CA,CA,1997,1.08,"8,666",17
Fresno CA,CA,1998,1.08,"9,207",18
Fresno CA,CA,1999,1.09,"10,417",20
Fresno CA,CA,2000,1.09,"10,700",20
Fresno CA,CA,2001,1.1,"11,567",21
Fresno CA,CA,2002,1.1,"12,466",22
Fresno CA,CA,2003,1.1,"12,865",22
Fresno CA,CA,2004,1.1,"13,444",23
Fresno CA,CA,2005,1.1,"13,774",23
Fresno CA,CA,2006,1.1,"14,297",23
Fresno CA,CA,2007,1.11,"14,754",23
Fresno CA,CA,2008,1.12,"14,160",24
Fresno CA,CA,2009,1.12,"14,710",24
Fresno CA,CA,2010,1.13,"15,262",25
Fresno CA,CA,2011,1.14,"15,768",26
Fresno CA,CA,2012,1.14,"16,127",29
Fresno CA,CA,2013,1.15,"16,934",32
Fresno CA,CA,2014,1.15,"17,638",36
Fresno CA,CA,2015,1.15,"18,092",39
Fresno CA,CA,2016,1.16,"18,769",40
Fresno CA,CA,2017,1.16,"19,311",40
Grand Rapids MI,MI,1982,1.03,"1,467",8
Grand Rapids MI,MI,1983,1.03,"1,551",8
Grand Rapids MI,MI,1984,1.04,"2,075",10
Grand Rapids MI,MI,1985,1.05,"2,596",12
Grand Rapids MI,MI,1986,1.06,"3,098",14
Grand Rapids MI,MI,1987,1.07,"3,427",15
Grand Rapids MI,MI,1988,1.07,"3,532",16
Grand Rapids MI,MI,1989,1.07,"3,711",16
Grand Rapids MI,MI,1990,1.08,"4,471",19
Grand Rapids MI,MI,1991,1.1,"5,417",22
Grand Rapids MI,MI,1992,1.11,"6,052",24
Grand Rapids MI,MI,1993,1.12,"6,909",27
Grand Rapids MI,MI,1994,1.12,"7,309",27
Grand Rapids MI,MI,1995,1.12,"7,770",28
Grand Rapids MI,MI,1996,1.13,"8,308",29
Grand Rapids MI,MI,1997,1.14,"9,107",31
Grand Rapids MI,MI,1998,1.14,"9,872",33
Grand Rapids MI,MI,1999,1.14,"10,640",34
Grand Rapids MI,MI,2000,1.15,"11,349",35
Grand Rapids MI,MI,2001,1.14,"11,661",35
Grand Rapids MI,MI,2002,1.14,"11,749",34
Grand Rapids MI,MI,2003,1.14,"12,371",34
Grand Rapids MI,MI,2004,1.14,"12,516",34
Grand Rapids MI,MI,2005,1.15,"12,958",35
Grand Rapids MI,MI,2006,1.15,"13,292",35
Grand Rapids MI,MI,2007,1.15,"13,852",36
Grand Rapids MI,MI,2008,1.15,"14,317",36
Grand Rapids MI,MI,2009,1.14,"14,175",37
Grand Rapids MI,MI,2010,1.14,"14,998",37
Grand Rapids MI,MI,2011,1.14,"15,781",39
Grand Rapids MI,MI,2012,1.14,"16,557",40
Grand Rapids MI,MI,2013,1.13,"17,361",39
Grand Rapids MI,MI,2014,1.13,"17,811",40
Grand Rapids MI,MI,2015,1.13,"18,276",40
Grand Rapids MI,MI,2016,1.13,"18,775",41
Grand Rapids MI,MI,2017,1.13,"19,417",41
Greensboro NC,NC,1982,1.02,447,5
Greensboro NC,NC,1983,1.02,473,5
Greensboro NC,NC,1984,1.02,484,5
Greensboro NC,NC,1985,1.02,501,5
Greensboro NC,NC,1986,1.02,556,6
Greensboro NC,NC,1987,1.02,648,6
Greensboro NC,NC,1988,1.02,758,7
Greensboro NC,NC,1989,1.03,977,9
Greensboro NC,NC,1990,1.03,"1,248",11
Greensboro NC,NC,1991,1.04,"1,582",13
Greensboro NC,NC,1992,1.05,"1,972",16
Greensboro NC,NC,1993,1.06,"2,375",18
Greensboro NC,NC,1994,1.06,"2,773",21
Greensboro NC,NC,1995,1.07,"2,995",22
Greensboro NC,NC,1996,1.07,"3,195",22
Greensboro NC,NC,1997,1.07,"3,387",23
Greensboro NC,NC,1998,1.08,"3,781",25
Greensboro NC,NC,1999,1.08,"4,007",25
Greensboro NC,NC,2000,1.08,"4,218",26
Greensboro NC,NC,2001,1.09,"4,737",27
Greensboro NC,NC,2002,1.09,"5,055",29
Greensboro NC,NC,2003,1.09,"5,401",29
Greensboro NC,NC,2004,1.09,"5,626",30
Greensboro NC,NC,2005,1.09,"5,674",30
Greensboro NC,NC,2006,1.09,"5,719",30
Greensboro NC,NC,2007,1.1,"6,057",31
Greensboro NC,NC,2008,1.1,"6,144",31
Greensboro NC,NC,2009,1.09,"6,169",32
Greensboro NC,NC,2010,1.1,"6,517",32
Greensboro NC,NC,2011,1.1,"6,785",34
Greensboro NC,NC,2012,1.11,"6,969",34
Greensboro NC,NC,2013,1.11,"7,092",35
Greensboro NC,NC,2014,1.12,"7,385",35
Greensboro NC,NC,2015,1.12,"7,508",37
Greensboro NC,NC,2016,1.13,"7,758",37
Greensboro NC,NC,2017,1.13,"7,896",38
Hartford CT,CT,1982,1.04,"3,213",9
Hartford CT,CT,1983,1.04,"3,231",9
Hartford CT,CT,1984,1.05,"3,889",10
Hartford CT,CT,1985,1.05,"4,436",12
Hartford CT,CT,1986,1.06,"5,242",14
Hartford CT,CT,1987,1.06,"5,617",14
Hartford CT,CT,1988,1.07,"6,502",17
Hartford CT,CT,1989,1.08,"7,232",18
Hartford CT,CT,1990,1.09,"7,991",20
Hartford CT,CT,1991,1.1,"9,217",22
Hartford CT,CT,1992,1.11,"10,443",25
Hartford CT,CT,1993,1.11,"10,652",25
Hartford CT,CT,1994,1.12,"11,536",27
Hartford CT,CT,1995,1.13,"12,473",29
Hartford CT,CT,1996,1.13,"12,716",29
Hartford CT,CT,1997,1.13,"13,306",30
Hartford CT,CT,1998,1.14,"14,476",32
Hartford CT,CT,1999,1.14,"15,021",33
Hartford CT,CT,2000,1.15,"16,087",34
Hartford CT,CT,2001,1.16,"16,886",36
Hartford CT,CT,2002,1.16,"17,440",36
Hartford CT,CT,2003,1.16,"17,976",37
Hartford CT,CT,2004,1.17,"18,965",38
Hartford CT,CT,2005,1.18,"19,728",40
Hartford CT,CT,2006,1.18,"21,043",40
Hartford CT,CT,2007,1.18,"21,962",42
Hartford CT,CT,2008,1.19,"23,343",43
Hartford CT,CT,2009,1.19,"24,159",44
Hartford CT,CT,2010,1.18,"24,557",46
Hartford CT,CT,2011,1.17,"24,363",46
Hartford CT,CT,2012,1.17,"25,017",48
Hartford CT,CT,2013,1.18,"25,451",48
Hartford CT,CT,2014,1.18,"26,100",49
Hartford CT,CT,2015,1.17,"26,428",48
Hartford CT,CT,2016,1.17,"27,021",49
Hartford CT,CT,2017,1.17,"27,436",50
Honolulu HI,HI,1982,1.15,"6,337",21
Honolulu HI,HI,1983,1.15,"6,702",21
Honolulu HI,HI,1984,1.16,"7,317",23
Honolulu HI,HI,1985,1.18,"7,888",24
Honolulu HI,HI,1986,1.19,"8,630",26
Honolulu HI,HI,1987,1.2,"9,690",28
Honolulu HI,HI,1988,1.21,"10,620",29
Honolulu HI,HI,1989,1.21,"10,834",29
Honolulu HI,HI,1990,1.23,"11,789",31
Honolulu HI,HI,1991,1.23,"12,279",32
Honolulu HI,HI,1992,1.25,"13,566",34
Honolulu HI,HI,1993,1.25,"14,003",35
Honolulu HI,HI,1994,1.26,"14,527",35
Honolulu HI,HI,1995,1.28,"15,842",38
Honolulu HI,HI,1996,1.28,"16,532",39
Honolulu HI,HI,1997,1.3,"17,312",41
Honolulu HI,HI,1998,1.3,"17,621",41
Honolulu HI,HI,1999,1.31,"18,414",43
Honolulu HI,HI,2000,1.32,"18,787",44
Honolulu HI,HI,2001,1.32,"19,413",44
Honolulu HI,HI,2002,1.33,"19,830",45
Honolulu HI,HI,2003,1.33,"20,775",46
Honolulu HI,HI,2004,1.35,"21,764",48
Honolulu HI,HI,2005,1.37,"23,466",51
Honolulu HI,HI,2006,1.38,"24,256",52
Honolulu HI,HI,2007,1.38,"25,022",52
Honolulu HI,HI,2008,1.38,"25,391",52
Honolulu HI,HI,2009,1.37,"26,004",53
Honolulu HI,HI,2010,1.38,"27,593",55
Honolulu HI,HI,2011,1.38,"28,795",55
Honolulu HI,HI,2012,1.38,"29,888",56
Honolulu HI,HI,2013,1.39,"30,625",57
Honolulu HI,HI,2014,1.39,"31,546",59
Honolulu HI,HI,2015,1.4,"32,628",60
Honolulu HI,HI,2016,1.4,"34,660",62
Honolulu HI,HI,2017,1.4,"36,378",64
Houston TX,TX,1982,1.23,"62,747",42
Houston TX,TX,1983,1.24,"66,505",44
Houston TX,TX,1984,1.25,"72,573",47
Houston TX,TX,1985,1.25,"71,865",46
Houston TX,TX,1986,1.24,"70,188",43
Houston TX,TX,1987,1.22,"67,829",41
Houston TX,TX,1988,1.22,"66,999",40
Houston TX,TX,1989,1.22,"68,588",40
Houston TX,TX,1990,1.22,"70,147",40
Houston TX,TX,1991,1.22,"72,981",40
Houston TX,TX,1992,1.22,"74,455",40
Houston TX,TX,1993,1.22,"77,116",40
Houston TX,TX,1994,1.22,"80,649",40
Houston TX,TX,1995,1.22,"85,720",41
Houston TX,TX,1996,1.22,"90,012",41
Houston TX,TX,1997,1.23,"95,017",42
Houston TX,TX,1998,1.23,"99,325",42
Houston TX,TX,1999,1.23,"105,174",42
Houston TX,TX,2000,1.23,"111,210",43
Houston TX,TX,2001,1.25,"123,527",46
Houston TX,TX,2002,1.25,"131,719",47
Houston TX,TX,2003,1.27,"140,189",49
Houston TX,TX,2004,1.27,"144,616",49
Houston TX,TX,2005,1.28,"153,810",52
Houston TX,TX,2006,1.29,"160,717",53
Houston TX,TX,2007,1.29,"162,288",53
Houston TX,TX,2008,1.28,"163,876",52
Houston TX,TX,2009,1.28,"172,039",54
Houston TX,TX,2010,1.28,"176,796",55
Houston TX,TX,2011,1.29,"188,614",59
Houston TX,TX,2012,1.31,"209,742",64
Houston TX,TX,2013,1.33,"222,132",68
Houston TX,TX,2014,1.33,"231,617",70
Houston TX,TX,2015,1.33,"236,989",72
Houston TX,TX,2016,1.34,"242,869",73
Houston TX,TX,2017,1.34,"247,440",75
Indianapolis IN,IN,1982,1.08,"6,965",18
Indianapolis IN,IN,1983,1.08,"7,373",19
Indianapolis IN,IN,1984,1.08,"7,919",21
Indianapolis IN,IN,1985,1.09,"8,460",22
Indianapolis IN,IN,1986,1.1,"9,721",24
Indianapolis IN,IN,1987,1.1,"10,226",24
Indianapolis IN,IN,1988,1.11,"11,051",26
Indianapolis IN,IN,1989,1.11,"11,887",28
Indianapolis IN,IN,1990,1.11,"12,169",28
Indianapolis IN,IN,1991,1.12,"12,557",28
Indianapolis IN,IN,1992,1.12,"13,196",29
Indianapolis IN,IN,1993,1.13,"14,593",32
Indianapolis IN,IN,1994,1.14,"15,532",33
Indianapolis IN,IN,1995,1.14,"16,740",35
Indianapolis IN,IN,1996,1.15,"18,093",36
Indianapolis IN,IN,1997,1.15,"19,063",38
Indianapolis IN,IN,1998,1.16,"19,777",39
Indianapolis IN,IN,1999,1.16,"20,290",39
Indianapolis IN,IN,2000,1.17,"21,747",39
Indianapolis IN,IN,2001,1.17,"22,446",39
Indianapolis IN,IN,2002,1.17,"23,514",40
Indianapolis IN,IN,2003,1.17,"24,565",40
Indianapolis IN,IN,2004,1.17,"25,340",40
Indianapolis IN,IN,2005,1.17,"26,605",40
Indianapolis IN,IN,2006,1.18,"29,116",40
Indianapolis IN,IN,2007,1.18,"30,829",41
Indianapolis IN,IN,2008,1.18,"32,726",41
Indianapolis IN,IN,2009,1.17,"33,463",41
Indianapolis IN,IN,2010,1.17,"35,485",42
Indianapolis IN,IN,2011,1.18,"36,541",43
Indianapolis IN,IN,2012,1.18,"37,744",43
Indianapolis IN,IN,2013,1.18,"39,065",44
Indianapolis IN,IN,2014,1.18,"40,210",45
Indianapolis IN,IN,2015,1.18,"41,413",46
Indianapolis IN,IN,2016,1.18,"42,653",47
Indianapolis IN,IN,2017,1.18,"43,003",48
Indio-Cathedral City CA,CA,1982,1.05,408,6
Indio-Cathedral City CA,CA,1983,1.05,500,7
Indio-Cathedral City CA,CA,1984,1.05,601,7
Indio-Cathedral City CA,CA,1985,1.05,643,7
Indio-Cathedral City CA,CA,1986,1.06,762,8
Indio-Cathedral City CA,CA,1987,1.06,830,8
Indio-Cathedral City CA,CA,1988,1.05,831,7
Indio-Cathedral City CA,CA,1989,1.05,846,7
Indio-Cathedral City CA,CA,1990,1.06,987,8
Indio-Cathedral City CA,CA,1991,1.06,"1,024",7
Indio-Cathedral City CA,CA,1992,1.05,"1,016",7
Indio-Cathedral City CA,CA,1993,1.05,"1,061",7
Indio-Cathedral City CA,CA,1994,1.05,"1,059",6
Indio-Cathedral City CA,CA,1995,1.04,"1,038",6
Indio-Cathedral City CA,CA,1996,1.04,"1,087",6
Indio-Cathedral City CA,CA,1997,1.04,"1,184",6
Indio-Cathedral City CA,CA,1998,1.04,"1,157",5
Indio-Cathedral City CA,CA,1999,1.04,"1,180",5
Indio-Cathedral City CA,CA,2000,1.04,"1,166",5
Indio-Cathedral City CA,CA,2001,1.04,"1,194",5
Indio-Cathedral City CA,CA,2002,1.04,"1,191",5
Indio-Cathedral City CA,CA,2003,1.05,"1,576",6
Indio-Cathedral City CA,CA,2004,1.05,"1,760",7
Indio-Cathedral City CA,CA,2005,1.07,"2,219",9
Indio-Cathedral City CA,CA,2006,1.07,"2,512",10
Indio-Cathedral City CA,CA,2007,1.07,"2,299",10
Indio-Cathedral City CA,CA,2008,1.08,"2,347",10
Indio-Cathedral City CA,CA,2009,1.08,"3,012",11
Indio-Cathedral City CA,CA,2010,1.08,"3,516",10
Indio-Cathedral City CA,CA,2011,1.08,"3,931",11
Indio-Cathedral City CA,CA,2012,1.09,"4,326",11
Indio-Cathedral City CA,CA,2013,1.09,"4,852",12
Indio-Cathedral City CA,CA,2014,1.09,"5,043",13
Indio-Cathedral City CA,CA,2015,1.1,"5,426",14
Indio-Cathedral City CA,CA,2016,1.1,"5,612",14
Indio-Cathedral City CA,CA,2017,1.1,"5,795",14
Jackson MS,MS,1982,1.02,"1,040",7
Jackson MS,MS,1983,1.02,"1,058",7
Jackson MS,MS,1984,1.02,"1,115",7
Jackson MS,MS,1985,1.02,"1,166",7
Jackson MS,MS,1986,1.02,"1,189",7
Jackson MS,MS,1987,1.02,"1,251",7
Jackson MS,MS,1988,1.02,"1,301",7
Jackson MS,MS,1989,1.03,"1,342",7
Jackson MS,MS,1990,1.03,"1,517",8
Jackson MS,MS,1991,1.04,"2,099",11
Jackson MS,MS,1992,1.04,"2,302",12
Jackson MS,MS,1993,1.05,"2,639",14
Jackson MS,MS,1994,1.05,"2,895",15
Jackson MS,MS,1995,1.06,"3,270",17
Jackson MS,MS,1996,1.06,"3,505",18
Jackson MS,MS,1997,1.07,"4,142",21
Jackson MS,MS,1998,1.07,"4,172",21
Jackson MS,MS,1999,1.08,"4,683",23
Jackson MS,MS,2000,1.09,"5,368",26
Jackson MS,MS,2001,1.1,"6,108",29
Jackson MS,MS,2002,1.11,"6,716",30
Jackson MS,MS,2003,1.11,"7,228",32
Jackson MS,MS,2004,1.12,"7,685",33
Jackson MS,MS,2005,1.12,"8,023",34
Jackson MS,MS,2006,1.13,"8,193",35
Jackson MS,MS,2007,1.13,"8,214",35
Jackson MS,MS,2008,1.13,"8,285",35
Jackson MS,MS,2009,1.12,"8,389",35
Jackson MS,MS,2010,1.12,"8,971",36
Jackson MS,MS,2011,1.13,"9,284",37
Jackson MS,MS,2012,1.13,"9,575",38
Jackson MS,MS,2013,1.13,"9,782",39
Jackson MS,MS,2014,1.13,"10,121",40
Jackson MS,MS,2015,1.13,"10,437",41
Jackson MS,MS,2016,1.13,"10,651",41
Jackson MS,MS,2017,1.13,"10,999",42
Jacksonville FL,FL,1982,1.07,"5,022",14
Jacksonville FL,FL,1983,1.07,"5,633",16
Jacksonville FL,FL,1984,1.08,"6,079",17
Jacksonville FL,FL,1985,1.08,"6,622",18
Jacksonville FL,FL,1986,1.09,"7,374",20
Jacksonville FL,FL,1987,1.09,"7,765",20
Jacksonville FL,FL,1988,1.1,"9,058",22
Jacksonville FL,FL,1989,1.11,"9,840",23
Jacksonville FL,FL,1990,1.12,"10,620",25
Jacksonville FL,FL,1991,1.12,"11,716",26
Jacksonville FL,FL,1992,1.12,"12,305",27
Jacksonville FL,FL,1993,1.13,"13,038",28
Jacksonville FL,FL,1994,1.14,"14,137",29
Jacksonville FL,FL,1995,1.14,"15,199",30
Jacksonville FL,FL,1996,1.16,"17,362",33
Jacksonville FL,FL,1997,1.16,"18,132",34
Jacksonville FL,FL,1998,1.16,"19,203",35
Jacksonville FL,FL,1999,1.17,"20,531",37
Jacksonville FL,FL,2000,1.17,"21,108",37
Jacksonville FL,FL,2001,1.17,"22,288",38
Jacksonville FL,FL,2002,1.18,"23,556",39
Jacksonville FL,FL,2003,1.19,"25,500",40
Jacksonville FL,FL,2004,1.19,"27,058",41
Jacksonville FL,FL,2005,1.2,"28,990",43
Jacksonville FL,FL,2006,1.2,"30,072",43
Jacksonville FL,FL,2007,1.2,"30,699",43
Jacksonville FL,FL,2008,1.19,"29,017",40
Jacksonville FL,FL,2009,1.18,"29,058",40
Jacksonville FL,FL,2010,1.18,"29,864",41
Jacksonville FL,FL,2011,1.17,"29,576",39
Jacksonville FL,FL,2012,1.17,"31,106",41
Jacksonville FL,FL,2013,1.17,"31,630",41
Jacksonville FL,FL,2014,1.18,"32,579",43
Jacksonville FL,FL,2015,1.19,"33,457",44
Jacksonville FL,FL,2016,1.19,"33,935",46
Jacksonville FL,FL,2017,1.19,"34,792",46
Kansas City MO-KS,MO,1982,1.04,"6,319",11
Kansas City MO-KS,MO,1983,1.05,"6,943",12
Kansas City MO-KS,MO,1984,1.05,"7,387",13
Kansas City MO-KS,MO,1985,1.06,"8,675",14
Kansas City MO-KS,MO,1986,1.06,"10,168",17
Kansas City MO-KS,MO,1987,1.08,"12,199",20
Kansas City MO-KS,MO,1988,1.08,"13,668",22
Kansas City MO-KS,MO,1989,1.09,"14,987",24
Kansas City MO-KS,MO,1990,1.1,"16,432",26
Kansas City MO-KS,MO,1991,1.1,"17,392",27
Kansas City MO-KS,MO,1992,1.11,"18,760",28
Kansas City MO-KS,MO,1993,1.11,"20,821",28
Kansas City MO-KS,MO,1994,1.11,"22,191",29
Kansas City MO-KS,MO,1995,1.11,"22,980",30
Kansas City MO-KS,MO,1996,1.12,"23,786",30
Kansas City MO-KS,MO,1997,1.12,"25,244",31
Kansas City MO-KS,MO,1998,1.13,"26,905",33
Kansas City MO-KS,MO,1999,1.13,"28,949",34
Kansas City MO-KS,MO,2000,1.13,"29,273",34
Kansas City MO-KS,MO,2001,1.13,"30,630",35
Kansas City MO-KS,MO,2002,1.14,"32,336",35
Kansas City MO-KS,MO,2003,1.14,"33,238",35
Kansas City MO-KS,MO,2004,1.14,"35,157",37
Kansas City MO-KS,MO,2005,1.14,"35,580",37
Kansas City MO-KS,MO,2006,1.14,"35,925",37
Kansas City MO-KS,MO,2007,1.14,"36,391",37
Kansas City MO-KS,MO,2008,1.15,"37,760",38
Kansas City MO-KS,MO,2009,1.14,"38,500",39
Kansas City MO-KS,MO,2010,1.14,"40,503",40
Kansas City MO-KS,MO,2011,1.15,"42,088",41
Kansas City MO-KS,MO,2012,1.15,"43,434",42
Kansas City MO-KS,MO,2013,1.15,"44,406",43
Kansas City MO-KS,MO,2014,1.15,"45,800",44
Kansas City MO-KS,MO,2015,1.15,"47,011",45
Kansas City MO-KS,MO,2016,1.15,"47,659",47
Kansas City MO-KS,MO,2017,1.15,"48,328",47
Knoxville TN,TN,1982,1.05,"1,978",12
Knoxville TN,TN,1983,1.05,"1,936",11
Knoxville TN,TN,1984,1.05,"2,173",12
Knoxville TN,TN,1985,1.05,"2,352",13
Knoxville TN,TN,1986,1.06,"2,509",14
Knoxville TN,TN,1987,1.06,"2,879",16
Knoxville TN,TN,1988,1.07,"3,146",17
Knoxville TN,TN,1989,1.08,"3,521",19
Knoxville TN,TN,1990,1.09,"4,010",22
Knoxville TN,TN,1991,1.09,"4,452",23
Knoxville TN,TN,1992,1.1,"4,760",25
Knoxville TN,TN,1993,1.1,"5,140",26
Knoxville TN,TN,1994,1.11,"5,793",29
Knoxville TN,TN,1995,1.12,"6,391",31
Knoxville TN,TN,1996,1.13,"7,217",33
Knoxville TN,TN,1997,1.13,"7,932",34
Knoxville TN,TN,1998,1.14,"8,601",34
Knoxville TN,TN,1999,1.14,"9,466",36
Knoxville TN,TN,2000,1.14,"10,099",36
Knoxville TN,TN,2001,1.14,"10,557",35
Knoxville TN,TN,2002,1.14,"11,266",36
Knoxville TN,TN,2003,1.14,"11,765",36
Knoxville TN,TN,2004,1.14,"11,959",35
Knoxville TN,TN,2005,1.14,"12,230",35
Knoxville TN,TN,2006,1.14,"12,818",35
Knoxville TN,TN,2007,1.14,"13,332",36
Knoxville TN,TN,2008,1.14,"13,548",36
Knoxville TN,TN,2009,1.13,"13,804",35
Knoxville TN,TN,2010,1.13,"14,423",36
Knoxville TN,TN,2011,1.13,"14,880",37
Knoxville TN,TN,2012,1.14,"15,646",38
Knoxville TN,TN,2013,1.14,"15,857",38
Knoxville TN,TN,2014,1.14,"16,914",40
Knoxville TN,TN,2015,1.13,"17,448",42
Knoxville TN,TN,2016,1.13,"17,788",42
Knoxville TN,TN,2017,1.13,"18,020",44
Lancaster-Palmdale CA,CA,1982,1.05,887,8
Lancaster-Palmdale CA,CA,1983,1.05,922,8
Lancaster-Palmdale CA,CA,1984,1.05,966,8
Lancaster-Palmdale CA,CA,1985,1.05,"1,074",9
Lancaster-Palmdale CA,CA,1986,1.06,"1,142",9
Lancaster-Palmdale CA,CA,1987,1.05,"1,168",9
Lancaster-Palmdale CA,CA,1988,1.05,"1,197",9
Lancaster-Palmdale CA,CA,1989,1.06,"1,264",10
Lancaster-Palmdale CA,CA,1990,1.06,"1,315",10
Lancaster-Palmdale CA,CA,1991,1.06,"1,410",10
Lancaster-Palmdale CA,CA,1992,1.06,"1,540",10
Lancaster-Palmdale CA,CA,1993,1.06,"1,545",10
Lancaster-Palmdale CA,CA,1994,1.06,"1,667",10
Lancaster-Palmdale CA,CA,1995,1.06,"1,601",10
Lancaster-Palmdale CA,CA,1996,1.06,"1,902",11
Lancaster-Palmdale CA,CA,1997,1.06,"1,791",10
Lancaster-Palmdale CA,CA,1998,1.06,"1,846",10
Lancaster-Palmdale CA,CA,1999,1.06,"1,873",10
Lancaster-Palmdale CA,CA,2000,1.06,"2,080",10
Lancaster-Palmdale CA,CA,2001,1.07,"2,309",11
Lancaster-Palmdale CA,CA,2002,1.08,"2,751",13
Lancaster-Palmdale CA,CA,2003,1.09,"3,114",15
Lancaster-Palmdale CA,CA,2004,1.09,"3,216",15
Lancaster-Palmdale CA,CA,2005,1.09,"3,397",15
Lancaster-Palmdale CA,CA,2006,1.1,"3,740",17
Lancaster-Palmdale CA,CA,2007,1.09,"3,675",16
Lancaster-Palmdale CA,CA,2008,1.09,"3,496",15
Lancaster-Palmdale CA,CA,2009,1.09,"4,261",19
Lancaster-Palmdale CA,CA,2010,1.1,"4,109",17
Lancaster-Palmdale CA,CA,2011,1.1,"4,233",17
Lancaster-Palmdale CA,CA,2012,1.1,"4,346",18
Lancaster-Palmdale CA,CA,2013,1.1,"4,420",18
Lancaster-Palmdale CA,CA,2014,1.1,"4,766",19
Lancaster-Palmdale CA,CA,2015,1.1,"4,907",20
Lancaster-Palmdale CA,CA,2016,1.1,"5,016",21
Lancaster-Palmdale CA,CA,2017,1.1,"5,127",21
Laredo TX,TX,1982,1.02,135,2
Laredo TX,TX,1983,1.02,153,2
Laredo TX,TX,1984,1.02,168,2
Laredo TX,TX,1985,1.02,178,2
Laredo TX,TX,1986,1.02,190,2
Laredo TX,TX,1987,1.02,205,2
Laredo TX,TX,1988,1.02,237,2
Laredo TX,TX,1989,1.02,261,3
Laredo TX,TX,1990,1.03,274,3
Laredo TX,TX,1991,1.03,375,4
Laredo TX,TX,1992,1.04,422,4
Laredo TX,TX,1993,1.04,448,4
Laredo TX,TX,1994,1.04,550,5
Laredo TX,TX,1995,1.06,826,7
Laredo TX,TX,1996,1.07,"1,076",8
Laredo TX,TX,1997,1.08,"1,354",9
Laredo TX,TX,1998,1.08,"1,387",9
Laredo TX,TX,1999,1.09,"1,596",10
