,CBSAFP,YearPlaceI,City,State,CityState,Year,AsOfDate,dockCt,dockNm,docklessCt,docklessNm,scooterCt,scooterNm,Type,Lat,Lon,Unnamed: 16,NAME
91,27220,2019WY00231,Jackson,WY,"Jackson, WY",2019,201912,17,START,0,-,0,-,Docked only,43.475278,-110.769166999999,,"Jackson, WY-ID"
92,27220,2018WY00231,Jackson,WY,"Jackson, WY",2018,201812,17,START,0,-,0,-,Docked only,43.475278,-110.769166999999,,"Jackson, WY-ID"
93,20260,2019WI00230,Superior,WI,"Superior, WI",2019,201912,4,Superior,0,-,0,-,Docked only,46.706881,-92.085256,,"Duluth, MN-WI"
94,20260,2018WI00230,Superior,WI,"Superior, WI",2018,201812,4,Superior,0,-,0,-,Docked only,46.706881,-92.085256,,"Duluth, MN-WI"
95,29460,2017FL0054,Lakeland,FL,"Lakeland, FL",2017,201712,7,Swan City Cycle,0,-,0,-,Docked only,28.039465,-81.949804,,"Lakeland-Winter Haven, FL"
96,29460,2016FL0054,Lakeland,FL,"Lakeland, FL",2016,201612,7,Swan City Cycle,0,-,0,-,Docked only,28.039465,-81.949804,,"Lakeland-Winter Haven, FL"
97,29460,2015FL0054,Lakeland,FL,"Lakeland, FL",2015,201512,7,Swan City Cycle,0,-,0,-,Docked only,28.039465,-81.949804,,"Lakeland-Winter Haven, FL"
98,45780,2019OH00171,Toledo,OH,"Toledo, OH",2019,201912,17,ToleGo,0,-,0,-,Docked only,41.663938,-83.5552119999999,,"Toledo, OH"
99,45780,2018OH00171,Toledo,OH,"Toledo, OH",2018,201812,17,ToleGo,0,-,0,-,Docked only,41.663938,-83.5552119999999,,"Toledo, OH"
100,45820,2019KS0090,Topeka,KS,"Topeka, KS",2019,201912,204,Topeka Metro Bikes,0,-,0,-,Docked only,39.055824,-95.689019,,"Topeka, KS"
101,45820,2018KS0090,Topeka,KS,"Topeka, KS",2018,201812,204,Topeka Metro Bikes,0,-,0,-,Docked only,39.055824,-95.689019,,"Topeka, KS"
102,45820,2017KS0090,Topeka,KS,"Topeka, KS",2017,201712,155,Topeka Metro Bikes,0,-,0,-,Docked only,39.055824,-95.689019,,"Topeka, KS"
103,45820,2016KS0090,Topeka,KS,"Topeka, KS",2016,201612,142,Topeka Metro Bikes,0,-,0,-,Docked only,39.055824,-95.689019,,"Topeka, KS"
104,45820,2015KS0090,Topeka,KS,"Topeka, KS",2015,201512,105,Topeka Metro Bikes,0,-,0,-,Docked only,39.055824,-95.689019,,"Topeka, KS"
105,46140,2019OK00175,Tulsa,OK,"Tulsa, OK",2019,201912,3,Townies,0,-,1,Lime,Docked and scooters,36.1539819999999,-95.9927749999999,,"Tulsa, OK"
106,46140,2018OK00175,Tulsa,OK,"Tulsa, OK",2018,201812,3,Townies,0,-,2,"Bird, Lime",Docked and scooters,36.1539819999999,-95.9927749999999,,"Tulsa, OK"
107,46140,2017OK00175,Tulsa,OK,"Tulsa, OK",2017,201712,3,Townies,0,-,0,-,Docked only,36.1539819999999,-95.9927749999999,,"Tulsa, OK"
108,46140,2016OK00175,Tulsa,OK,"Tulsa, OK",2016,201612,3,Townies,0,-,0,-,Docked only,36.1539819999999,-95.9927749999999,,"Tulsa, OK"
109,46140,2015OK00175,Tulsa,OK,"Tulsa, OK",2015,201512,3,Townies,0,-,0,-,Docked only,36.1539819999999,-95.9927749999999,,"Tulsa, OK"
110,46060,2019AZ009,Tucson,AZ,"Tucson, AZ",2019,201912,36,tugo,0,-,0,-,Docked only,32.2217429999999,-110.926479,,"Tucson, AZ"
111,46060,2018AZ009,Tucson,AZ,"Tucson, AZ",2018,201812,36,tugo,0,-,0,-,Docked only,32.2217429999999,-110.926479,,"Tucson, AZ"
112,46060,2017AZ009,Tucson,AZ,"Tucson, AZ",2017,201712,36,tugo,0,-,0,-,Docked only,32.2217429999999,-110.926479,,"Tucson, AZ"
113,17460,2019OH00165,Cleveland,OH,"Cleveland, OH",2019,201912,36,UH Bikes,0,-,4,"Bird, Lime, Spin, Veoride",Docked and scooters,41.4993199999999,-81.694361,,"Cleveland-Elyria, OH"
114,17460,2018OH00165,Cleveland,OH,"Cleveland, OH",2018,201812,36,UH Bikes,0,-,0,-,Docked only,41.4993199999999,-81.694361,,"Cleveland-Elyria, OH"
115,24060,2017CO0038,Aspen,CO,"Aspen, CO",2017,201712,50,WE-cycle,0,-,0,-,Docked only,39.194951,-106.837001999999,,"Glenwood Springs, CO"
116,24060,2019CO0038,Aspen,CO,"Aspen, CO",2019,201912,43,WE-cycle,0,-,0,-,Docked only,39.194951,-106.837001999999,,"Glenwood Springs, CO"
117,24060,2018CO0038,Aspen,CO,"Aspen, CO",2018,201812,43,WE-cycle,0,-,0,-,Docked only,39.194951,-106.837001999999,,"Glenwood Springs, CO"
118,24060,2016CO0038,Aspen,CO,"Aspen, CO",2016,201612,43,WE-cycle,0,-,0,-,Docked only,39.194951,-106.837001999999,,"Glenwood Springs, CO"
119,24060,2015CO0038,Aspen,CO,"Aspen, CO",2015,201512,14,WE-cycle,0,-,0,-,Docked only,39.194951,-106.837001999999,,"Glenwood Springs, CO"
120,31080,2019CA0037,West Hollywood,CA,"West Hollywood, CA",2019,201912,23,WeHo Pedals,0,-,0,-,Docked only,34.0879809999999,-118.370969,,"Los Angeles-Long Beach-Anaheim, CA"
121,31080,2018CA0037,West Hollywood,CA,"West Hollywood, CA",2018,201812,23,WeHo Pedals,0,-,0,-,Docked only,34.0879809999999,-118.370969,,"Los Angeles-Long Beach-Anaheim, CA"
122,31080,2017CA0037,West Hollywood,CA,"West Hollywood, CA",2017,201712,23,WeHo Pedals,0,-,0,-,Docked only,34.0879809999999,-118.370969,,"Los Angeles-Long Beach-Anaheim, CA"
123,31080,2016CA0037,West Hollywood,CA,"West Hollywood, CA",2016,201612,18,WeHo Pedals,0,-,0,-,Docked only,34.0879809999999,-118.370969,,"Los Angeles-Long Beach-Anaheim, CA"
124,19740,2017CO0041,Broomfield,CO,"Broomfield, CO",2017,201712,7,Westminster,0,-,0,-,Docked only,39.920541,-105.08665,,"Denver-Aurora-Lakewood, CO"
125,19740,2016CO0041,Broomfield,CO,"Broomfield, CO",2016,201612,6,Westminster,0,-,0,-,Docked only,39.920541,-105.08665,,"Denver-Aurora-Lakewood, CO"
126,48620,2019KS0091,Wichita,KS,"Wichita, KS",2019,201912,42,Wichita,0,-,3,"Bolt, Spin, Veoride",Docked and scooters,37.688889,-97.336111,,"Wichita, KS"
127,48620,2018KS0091,Wichita,KS,"Wichita, KS",2018,201812,42,Wichita,0,-,0,-,Docked only,37.688889,-97.336111,,"Wichita, KS"
128,48620,2017KS0091,Wichita,KS,"Wichita, KS",2017,201712,20,Wichita,0,-,0,-,Docked only,37.688889,-97.336111,,"Wichita, KS"
129,49180,2019NC00143,Winston-Salem,NC,"Winston-Salem, NC",2019,201912,12,Winston-Salem,1,Slidr,2,"Veoride, Zagster",All micro,36.09986,-80.2442159999999,,"Winston-Salem, NC"
130,49180,2018NC00143,Winston-Salem,NC,"Winston-Salem, NC",2018,201812,12,Winston-Salem,0,-,0,-,Docked only,36.09986,-80.2442159999999,,"Winston-Salem, NC"
131,49180,2017NC00143,Winston-Salem,NC,"Winston-Salem, NC",2017,201712,8,Winston-Salem,0,-,0,-,Docked only,36.09986,-80.2442159999999,,"Winston-Salem, NC"
132,17460,2017OH00165,Cleveland,OH,"Cleveland, OH",2017,201712,5,Zagstar Cleveland,0,-,0,-,Docked only,41.4993199999999,-81.694361,,"Cleveland-Elyria, OH"
133,17460,2016OH00165,Cleveland,OH,"Cleveland, OH",2016,201612,5,Zagstar Cleveland,0,-,0,-,Docked only,41.4993199999999,-81.694361,,"Cleveland-Elyria, OH"
134,17460,2015OH00165,Cleveland,OH,"Cleveland, OH",2015,201512,5,Zagstar Cleveland,0,-,0,-,Docked only,41.4993199999999,-81.694361,,"Cleveland-Elyria, OH"
135,33460,2017MN00131,Hastings,MN,"Hastings, MN",2017,201712,1,Zagstar Hastings,0,-,0,-,Docked only,44.733333,-92.8499999999999,,"Minneapolis-St. Paul-Bloomington, MN-WI"
136,33460,2016MN00131,Hastings,MN,"Hastings, MN",2016,201612,1,Zagstar Hastings,0,-,0,-,Docked only,44.733333,-92.8499999999999,,"Minneapolis-St. Paul-Bloomington, MN-WI"
137,33460,2015MN00131,Hastings,MN,"Hastings, MN",2015,201512,1,Zagstar Hastings,0,-,0,-,Docked only,44.733333,-92.8499999999999,,"Minneapolis-St. Paul-Bloomington, MN-WI"
138,27540,2016IN0086,Huntingburg,IN,"Huntingburg, IN",2016,201612,1,Zagstar Huntingburg,0,-,0,-,Docked only,38.296944,-86.9544439999999,,"Jasper, IN"
139,27540,2015IN0086,Huntingburg,IN,"Huntingburg, IN",2015,201512,1,Zagstar Huntingburg,0,-,0,-,Docked only,38.296944,-86.9544439999999,,"Jasper, IN"
140,32780,2019OR00178,Medford,OR,"Medford, OR",2019,201912,11,Zagstar Jackson County,0,-,0,-,Docked only,42.326515,-122.875595,,"Medford, OR"
141,32780,2018OR00178,Medford,OR,"Medford, OR",2018,201812,11,Zagstar Jackson County,0,-,0,-,Docked only,42.326515,-122.875595,,"Medford, OR"
142,32780,2017OR00178,Medford,OR,"Medford, OR",2017,201712,10,Zagstar Jackson County,0,-,0,-,Docked only,42.326515,-122.875595,,"Medford, OR"
143,32780,2016OR00178,Medford,OR,"Medford, OR",2016,201612,6,Zagstar Jackson County,0,-,0,-,Docked only,42.326515,-122.875595,,"Medford, OR"
144,32780,2015OR00178,Medford,OR,"Medford, OR",2015,201512,6,Zagstar Jackson County,0,-,0,-,Docked only,42.326515,-122.875595,,"Medford, OR"
145,13820,2017AL001,Birmingham,AL,"Birmingham, AL",2017,201712,40,Zyp BikeShare,0,-,0,-,Docked only,33.5206609999999,-86.80249,,"Birmingham-Hoover, AL"
146,13820,2016AL001,Birmingham,AL,"Birmingham, AL",2016,201612,39,Zyp BikeShare,0,-,0,-,Docked only,33.5206609999999,-86.80249,,"Birmingham-Hoover, AL"
