,record,lma_title,Area_Code,Series ID,Month-Year,employment_Labor
10462,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000005,"May
2007",179070.0
10463,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000005,"May
2007",68032.0
10464,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000005,"May
2007",326010.0
10465,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000005,"May
2007",318787.0
10466,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000005,"May
2007",94180.0
10467,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000005,"May
2007",54422.0
10468,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000005,"May
2007",53776.0
10469,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000005,"May
2007",6136971.0
10470,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000005,"May
2007",90403.0
10471,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000005,"May
2007",205996.0
10472,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000005,"May
2007",70760.0
10473,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000005,"May
2007",405187.0
10474,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000005,"May
2007",76255.0
10475,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000005,"May
2007",197310.0
10476,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000005,"May
2007",2085056.0
10477,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000005,"May
2007",139247.0
10478,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000005,"May
2007",208337.0
10479,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000005,"May
2007",247048.0
10480,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000005,"May
2007",269395.0
10481,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000005,"May
2007",196562.0
10482,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000005,"May
2007",62789.0
10483,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000005,"May
2007",296489.0
10484,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000005,"May
2007",166725.0
10485,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000005,"May
2007",352288.0
10486,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000005,"May
2007",2812855.0
10487,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000005,"May
2007",2894648.0
10488,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000005,"May
2007",280019.0
10489,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000005,"May
2007",126870.0
10490,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000005,"May
2007",272178.0
10491,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000005,"May
2007",132909.0
10492,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000005,"May
2007",651132.0
10493,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000005,"May
2007",258458.0
10494,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000005,"May
2007",2754465.0
10495,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000005,"May
2007",147168.0
10496,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000005,"May
2007",308085.0
10497,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000005,"May
2007",131481.0
10498,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000005,"May
2007",1057832.0
10499,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000005,"May
2007",254292.0
10500,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000005,"May
2007",91132.0
10501,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000005,"May
2007",203332.0
10502,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000005,"May
2007",180233.0
10503,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000005,"May
2007",59743.0
10504,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000005,"May
2007",179816.0
10505,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000005,"May
2007",1248785.0
10506,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000005,"May
2007",100667.0
10507,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000005,"May
2007",247955.0
10508,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000005,"May
2007",253933.0
10509,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000005,"May
2007",47175.0
10510,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000005,"May
2007",172670.0
10511,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000005,"May
2007",76447.0
10512,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000005,"May
2007",287584.0
10513,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000005,"May
2007",95006.0
10514,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000005,"May
2007",4619343.0
10515,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000005,"May
2007",196373.0
10516,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000005,"May
2007",52024.0
10517,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000005,"May
2007",194297.0
10518,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000005,"May
2007",165517.0
10519,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000005,"May
2007",1368573.0
10520,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000005,"May
2007",109835.0
10521,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000005,"May
2007",73456.0
10522,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000005,"May
2007",1063931.0
10523,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000005,"May
2007",97775.0
10524,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000005,"May
2007",149798.0
10525,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000005,"May
2007",204744.0
10526,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000005,"May
2007",35811.0
10527,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000005,"May
2007",91667.0
10528,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000005,"May
2007",52693.0
10529,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000005,"May
2007",75244.0
10530,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000005,"May
2007",46271.0
10531,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000005,"May
2007",136608.0
10532,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000005,"May
2007",296975.0
10533,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000005,"May
2007",87643.0
10534,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000005,"May
2007",60723.0
10535,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000005,"May
2007",114035.0
10536,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000005,"May
2007",300553.0
10537,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000005,"May
2007",62543.0
10538,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000005,"May
2007",228263.0
10539,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000005,"May
2007",352990.0
10540,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000005,"May
2007",209756.0
10541,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000005,"May
2007",191512.0
10542,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000005,"May
2007",193182.0
10543,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000005,"May
2007",2357567.0
10544,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000005,"May
2007",51631.0
10545,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000005,"May
2007",488049.0
10546,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000005,"May
2007",72498.0
10547,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000005,"May
2007",165457.0
10548,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000005,"May
2007",237773.0
10549,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000005,"May
2007",74029.0
10550,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000005,"May
2007",136272.0
10551,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000005,"May
2007",115691.0
10552,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000005,"May
2007",72357.0
10553,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000005,"May
2007",109698.0
10554,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000005,"May
2007",153814.0
10555,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000005,"May
2007",255116.0
10556,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000005,"May
2007",84913.0
10557,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000005,"May
2007",211630.0
10558,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000005,"May
2007",85580.0
10559,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000005,"May
2007",38588.0
10560,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000005,"May
2007",58053.0
10561,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000005,"May
2007",161762.0
10562,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000005,"May
2007",109820.0
10563,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000005,"May
2007",387679.0
10564,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000005,"May
2007",74562.0
10565,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000005,"May
2007",1014145.0
10566,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000005,"May
2007",244660.0
10567,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000005,"May
2007",141253.0
10568,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000005,"May
2007",348687.0
10569,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000005,"May
2007",163473.0
10570,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000005,"May
2007",521809.0
10571,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000005,"May
2007",301529.0
10572,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000005,"May
2007",194536.0
10573,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000005,"May
2007",941846.0
10574,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000005,"May
2007",533527.0
10575,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000005,"May
2007",419885.0
10576,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000005,"May
2007",40854.0
10577,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000005,"May
2007",95399.0
10578,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000005,"May
2007",178550.0
10579,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000005,"May
2007",273149.0
10580,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000005,"May
2007",69770.0
10581,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000005,"May
2007",215867.0
10582,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000005,"May
2007",300493.0
10583,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000005,"May
2007",350666.0
10584,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000005,"May
2007",377331.0
10585,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000005,"May
2007",41354.0
10586,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000005,"May
2007",124156.0
10587,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000005,"May
2007",60680.0
10588,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000005,"May
2007",409212.0
10589,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000005,"May
2007",799805.0
10590,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000005,"May
2007",810897.0
10591,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000005,"May
2007",174887.0
10592,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000005,"May
2007",133301.0
10593,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000005,"May
2007",99470.0
10594,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000005,"May
2007",144102.0
10595,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000005,"May
2007",84657.0
10596,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000005,"May
2007",135571.0
10597,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000005,"May
2007",50738.0
10598,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000005,"May
2007",883611.0
10599,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000005,"May
2007",112327.0
10600,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000005,"May
2007",559665.0
10601,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000005,"May
2007",112872.0
10602,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000005,"May
2007",80803.0
10603,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000005,"May
2007",62040.0
10604,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000005,"May
2007",116712.0
10605,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000005,"May
2007",596019.0
10606,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000005,"May
2007",150250.0
10607,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000005,"May
2007",100950.0
10608,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000005,"May
2007",115703.0
10609,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000005,"May
2007",111849.0
10610,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000005,"May
2007",40612.0
10611,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000005,"May
2007",54409.0
10612,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000005,"May
2007",120895.0
10613,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000005,"May
2007",1749377.0
10614,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000005,"May
2007",243344.0
10615,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000005,"May
2007",54545.0
10616,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000005,"May
2007",109179.0
10617,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000005,"May
2007",116371.0
10618,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000005,"May
2007",86743.0
10619,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000005,"May
2007",161766.0
10620,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000005,"May
2007",341921.0
10621,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000005,"May
2007",88718.0
10622,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000005,"May
2007",93590.0
10623,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000005,"May
2007",62724.0
10624,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000005,"Jun
2007",515944.0
10625,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000005,"Jun
2007",195337.0
10626,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000005,"Jun
2007",176573.0
10627,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000005,"Jun
2007",164946.0
10628,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000005,"Jun
2007",180621.0
10629,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000005,"Jun
2007",69402.0
10630,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000005,"Jun
2007",332270.0
10631,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000005,"Jun
2007",318097.0
10632,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000005,"Jun
2007",94230.0
10633,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000005,"Jun
2007",54449.0
10634,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000005,"Jun
2007",53358.0
10635,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000005,"Jun
2007",6137825.0
10636,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000005,"Jun
2007",91426.0
10637,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000005,"Jun
2007",209997.0
10638,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000005,"Jun
2007",71514.0
10639,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000005,"Jun
2007",403409.0
10640,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000005,"Jun
2007",77213.0
10641,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000005,"Jun
2007",200487.0
10642,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000005,"Jun
2007",2088692.0
10643,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000005,"Jun
2007",142016.0
10644,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000005,"Jun
2007",207663.0
10645,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000005,"Jun
2007",248188.0
10646,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000005,"Jun
2007",269648.0
10647,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000005,"Jun
2007",196949.0
10648,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000005,"Jun
2007",62793.0
10649,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000005,"Jun
2007",299573.0
10650,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000005,"Jun
2007",167088.0
10651,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000005,"Jun
2007",349563.0
10652,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000005,"Jun
2007",2836622.0
10653,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000005,"Jun
2007",2917034.0
10654,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000005,"Jun
2007",277460.0
10655,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000005,"Jun
2007",129772.0
10656,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000005,"Jun
2007",270671.0
10657,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000005,"Jun
2007",129878.0
10658,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000005,"Jun
2007",653985.0
10659,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000005,"Jun
2007",257377.0
10660,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000005,"Jun
2007",2750306.0
10661,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000005,"Jun
2007",143775.0
10662,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000005,"Jun
2007",307717.0
10663,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000005,"Jun
2007",131163.0
10664,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000005,"Jun
2007",1058371.0
10665,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000005,"Jun
2007",256000.0
10666,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000005,"Jun
2007",92634.0
10667,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000005,"Jun
2007",204644.0
10668,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000005,"Jun
2007",178942.0
10669,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000005,"Jun
2007",59327.0
10670,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000005,"Jun
2007",179795.0
10671,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000005,"Jun
2007",1254904.0
10672,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000005,"Jun
2007",101111.0
10673,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000005,"Jun
2007",247846.0
10674,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000005,"Jun
2007",256366.0
10675,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000005,"Jun
2007",47463.0
10676,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000005,"Jun
2007",172767.0
