UZA Name,UZA,RailBus,NTD_ID,NTD_5_Digit,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Albuquerque, NM",56,Bus,264704,480704,2485844.0,2880009.0,2847866.0,3024632.0,3499539.0,3766172.0,3645357.0,4294880.0,3460174.0,4029381.0,4212025.0,4222610.0,4046527.0,3797960.0,3743024.0,3254264.0
"Albuquerque, NM",56,DemandResponse,198482,360482,368490.0,313313.0,312135.0,330744.0,335676.0,394574.0,385760.0,372041.0,388598.0,416904.0,393307.0,393634.0,393503.0,400288.0,420395.0,467675.0
"Albuquerque, NM",56,Rail,66222,120222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2669729.0,2846221.0,2856263.0,2616485.0,3002928.0,2841371.0,2587198.0,2300780.0,2153005.0
"Alexandria, LA",346,Bus,66050,120050,222738.0,222841.0,176353.0,278575.0,317996.0,352317.0,366425.0,335519.0,367090.0,367150.0,441783.0,434767.0,434899.0,440237.0,440564.0,398178.0
"Alexandria, LA",346,DemandResponse,66050,120050,1691.0,1930.0,5812.0,6478.0,6062.0,5671.0,6147.0,6152.0,7147.0,7281.0,9126.0,10021.0,10555.0,11229.0,12942.0,12841.0
"Allentown, PA-NJ",61,Bus,33020,60020,2469329.0,2603056.0,2691227.0,2796598.0,2959675.0,3207490.0,4779427.0,3646595.0,3782378.0,4357409.0,4279031.0,4345632.0,4591781.0,4763068.0,4843106.0,4502765.0
"Allentown, PA-NJ",61,DemandResponse,33020,60020,508825.0,501843.0,495583.0,543490.0,530698.0,493202.0,528166.0,532891.0,736972.0,657350.0,847791.0,829161.0,780097.0,657311.0,913399.0,1172903.0
"Altoona, PA",359,Bus,36033,90033,516107.0,530665.0,543095.0,542257.0,555215.0,564640.0,649497.0,656317.0,648620.0,711785.0,796748.0,748315.0,707688.0,694684.0,695284.0,684311.0
"Altoona, PA",359,DemandResponse,66044,120044,21120.0,19925.0,20560.0,21791.0,22973.0,25446.0,31109.0,33036.0,33189.0,34850.0,36270.0,37826.0,37358.0,40522.0,40571.0,38682.0
"Amarillo, TX",182,Bus,66002,120002,39801.0,142126.0,134535.0,137747.0,143286.0,143565.0,137138.0,127417.0,139295.0,147844.0,156046.0,149462.0,149997.0,127456.0,118206.0,113174.0
"Amarillo, TX",182,DemandResponse,66002,120002,129905.0,37239.0,40511.0,45003.0,52953.0,41569.0,43368.0,38659.0,45279.0,57523.0,57804.0,58029.0,61572.0,67269.0,70205.0,72373.0
"Ames, IA",445,Bus,154164,280164,662124.0,162393.0,185118.0,200539.0,220154.0,255530.0,283227.0,274937.0,307692.0,306813.0,3693392.0,4019718.0,4384130.0,4404193.0,4048652.0,4985477.0
"Ames, IA",445,DemandResponse,154164,280164,15352.0,18202.0,4985.0,11150.0,9926.0,10357.0,11634.0,9623.0,9899.0,8903.0,8945.0,4185.0,11100.0,14986.0,11496.0,14069.0
"Anchorage, AK",149,Bus,24,24,2173942.0,2248025.0,2663894.0,2867604.0,3461154.0,3331361.0,3770857.0,3762970.0,3774194.0,4115324.0,4353774.0,4265961.0,4243486.0,4191141.0,3904205.0,3235222.0
"Anchorage, AK",149,DemandResponse,73,73,887015.0,1056675.0,989280.0,1130682.0,1412618.0,2276045.0,1505974.0,2191854.0,2262841.0,3279501.0,3343678.0,2524081.0,3648943.0,3571196.0,2100660.0,1687190.0
"Anchorage, AK",149,Other,41,41,725212.0,814088.0,927822.0,1231778.0,1343905.0,1481165.0,1551649.0,1394379.0,1279438.0,1445703.0,14500525.0,15470981.0,16453864.0,19932525.0,21161796.0,23264241.0
"Anderson, IN",330,Bus,55082,100082,77874.0,0.0,91384.0,104733.0,110318.0,99209.0,114392.0,110768.0,106616.0,125955.0,129319.0,124627.0,149342.0,145524.0,117266.0,108663.0
"Anderson, IN",330,DemandResponse,55082,100082,35453.0,0.0,30461.0,50360.0,59536.0,48541.0,55605.0,50251.0,49917.0,52457.0,51983.0,47255.0,39983.0,50207.0,0.0,0.0
"Ann Arbor, MI",125,Bus,230754,500754,3328934.0,3857835.0,3899964.0,3782396.0,4234459.0,4532329.0,4377031.0,4601901.0,5352672.0,6137748.0,6912386.0,7165604.0,7376968.0,5285565.0,5537524.0,6011021.0
"Ann Arbor, MI",125,DemandResponse,220320,400320,363350.0,449217.0,473633.0,349483.0,420586.0,456867.0,481239.0,513201.0,546035.0,571361.0,684459.0,986245.0,669082.0,1062847.0,1070903.0,751474.0
"Antioch, CA",137,Bus,99324,180324,1428867.0,1711197.0,1821187.0,1884848.0,1905776.0,2136289.0,2286168.0,2224153.0,2409482.0,2444037.0,2533456.0,2957521.0,2905847.0,2782688.0,2811588.0,2612164.0
"Antioch, CA",137,DemandResponse,99324,180324,74078.0,136050.0,128576.0,183775.0,215701.0,278102.0,341588.0,311628.0,431533.0,510137.0,449819.0,482204.0,453129.0,464002.0,461843.0,411050.0
"Appleton, WI",165,Bus,110004,200004,435571.0,516637.0,530521.0,603582.0,677587.0,677421.0,723985.0,839303.0,775081.0,855377.0,847730.0,864964.0,841274.0,814025.0,847420.0,788481.0
"Appleton, WI",165,DemandResponse,55002,100002,240325.0,276621.0,287831.0,283601.0,347968.0,403065.0,467602.0,551471.0,531054.0,581101.0,563171.0,607893.0,654735.0,672891.0,672185.0,781655.0
"Asheville, NC",133,Bus,88458,160458,511871.0,585574.0,689046.0,658909.0,719587.0,553763.0,792678.0,751551.0,780103.0,881129.0,780902.0,816197.0,690292.0,684205.0,803967.0,663495.0
"Asheville, NC",133,DemandResponse,88458,160458,33072.0,29478.0,0.0,33930.0,34973.0,32152.0,50164.0,53792.0,48572.0,49804.0,48530.0,126799.0,81325.0,81304.0,1108298.0,969935.0
"Athens-Clarke County, GA",249,Bus,88454,160454,721799.0,845081.0,630008.0,640597.0,1406257.0,1454451.0,1446636.0,8261125.0,8729688.0,7275987.0,8107528.0,8159936.0,8735897.0,9249440.0,9275847.0,9317080.0
"Athens-Clarke County, GA",249,DemandResponse,88454,160454,22182.0,18847.0,18689.0,17900.0,23460.0,20586.0,18870.0,441581.0,471236.0,532288.0,40885.0,40116.0,39691.0,41180.0,34118.0,42337.0
"Atlanta, GA",9,Bus,362011,722011,55178330.0,58028008.0,56065039.0,58423235.0,59906520.0,60209427.0,64215276.0,68288987.0,62835878.0,64398403.0,76487639.0,79040381.0,77042802.0,78739795.0,74384097.0,70191945.0
"Atlanta, GA",9,DemandResponse,486478,882478,1264429.0,884258.0,807691.0,1154704.0,2030282.0,2201308.0,4074522.0,5707845.0,7309738.0,8360843.0,9764473.0,10594482.0,6364243.0,5930050.0,5696599.0,7506320.0
"Atlanta, GA",9,Rail,84274,120274,47988075.0,43286022.0,43614432.0,42744908.0,46073187.0,50462915.0,49242449.0,50298714.0,58775169.0,63563207.0,70440991.0,75606822.0,74914218.0,78182100.0,75900115.0,76573624.0
"Atlanta, GA",11,Bus,16598,160598,0.0,0.0,0.0,0.0,14817.0,1717546.0,2174339.0,2155526.0,1335102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Atlanta, GA",11,DemandResponse,8314,80314,0.0,0.0,0.0,0.0,0.0,63498.0,128702.0,112349.0,207369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Atlantic City, NJ",150,Bus,22400,40400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22728.0,31072.0,35048.0
"Atlantic City, NJ",150,DemandResponse,44798,80798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16616.0,0.0,0.0,0.0
"Auburn, AL",374,Bus,48219,120219,20892.0,60933.0,26817.0,23845.0,38882.0,14025.0,10982.0,0.0,0.0,0.0,0.0,0.0,17019.0,14426.0,15622.0,14049.0
"Auburn, AL",374,DemandResponse,48219,120219,15451.0,250215.0,260716.0,264499.0,337259.0,346258.0,349467.0,327411.0,314229.0,37779.0,23241.0,88834.0,168080.0,167428.0,123389.0,65407.0
"Augusta-Richmond County, GA-SC",98,Bus,48069,120069,626766.0,610126.0,703254.0,640042.0,580381.0,544398.0,656280.0,617983.0,647642.0,514648.0,621874.0,619363.0,733183.0,640724.0,615927.0,608380.0
"Augusta-Richmond County, GA-SC",98,DemandResponse,48069,120069,22940.0,0.0,32314.0,37667.0,43300.0,40248.0,35779.0,50986.0,51739.0,53005.0,50657.0,47269.0,52037.0,60107.0,68621.0,60831.0
"Austin, TX",37,Bus,144288,360288,3211768.0,3035673.0,3613815.0,4274901.0,4920868.0,11015534.0,12383385.0,13168501.0,13885353.0,15498247.0,16821805.0,17358518.0,18848902.0,19759548.0,19723038.0,19210197.0
"Austin, TX",37,DemandResponse,264384,480384,391013.0,733922.0,644541.0,531604.0,611214.0,682241.0,673849.0,980510.0,1202787.0,1232309.0,1258477.0,1142305.0,1127118.0,1721054.0,1693653.0,1852181.0
"Austin, TX",37,Other,66096,120096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954666.0,2265523.0,3358278.0,3136133.0,2487225.0,2135825.0,1974227.0
"Austin, TX",37,Rail,6048,60048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bakersfield, CA",79,Bus,99008,180008,3711430.0,3647555.0,3604412.0,3645708.0,3865138.0,4106382.0,4413165.0,4714667.0,4857638.0,5151986.0,5311836.0,4816882.0,4586294.0,4070003.0,4694269.0,4329747.0
"Bakersfield, CA",79,DemandResponse,99008,180008,75872.0,83542.0,81730.0,78902.0,94652.0,101131.0,97002.0,106174.0,124624.0,136119.0,131649.0,126693.0,128334.0,122459.0,158102.0,164644.0
"Baltimore, MD",19,Bus,165475,300475,57611962.0,56252358.0,69949064.0,69254125.0,70651557.0,73804364.0,73601002.0,71900173.0,74918149.0,73954348.0,76637359.0,75292400.0,73934699.0,72161965.0,79411899.0,73920675.0
"Baltimore, MD",19,DemandResponse,225557,360557,739335.0,851914.0,970754.0,1060536.0,1461529.0,1488719.0,1677746.0,1682315.0,1348431.0,2271541.0,2822802.0,3028927.0,1968863.0,2033344.0,3830585.0,4478877.0
"Baltimore, MD",19,Rail,99204,180204,36480036.0,37033226.0,43518361.0,46189234.0,46893270.0,49904006.0,51787154.0,53458449.0,58124332.0,63416938.0,60274301.0,63181130.0,62617076.0,63627505.0,72208820.0,71967223.0
"Bangor, ME",441,Bus,11192,20192,297188.0,333309.0,377385.0,429241.0,484810.0,536652.0,658533.0,700717.0,697571.0,798286.0,867126.0,852377.0,691025.0,742960.0,721971.0,671167.0
"Bangor, ME",441,DemandResponse,2192,20192,737.0,638.0,223.0,541.0,3596.0,12473.0,17549.0,22951.0,15984.0,22975.0,28141.0,0.0,0.0,0.0,0.0,0.0
"Barnstable Town, MA",152,Bus,22420,40420,741543.0,728802.0,433302.0,1565954.0,1579697.0,2223880.0,281458.0,224485.0,682851.0,836154.0,1307095.0,1375254.0,1368939.0,1283741.0,1414647.0,1034017.0
"Barnstable Town, MA",152,DemandResponse,22420,40420,488965.0,374749.0,377150.0,1475200.0,1561763.0,1313469.0,769154.0,602711.0,2969174.0,567310.0,6526981.0,7246355.0,7992107.0,9247228.0,11161058.0,11583397.0
"Baton Rouge, LA",68,Bus,72066,180066,3639266.0,3706698.0,3375102.0,3562007.0,4468804.0,4459170.0,4838843.0,3161052.0,2063349.0,1960152.0,1781193.0,1832474.0,1757495.0,1847943.0,1782187.0,1842507.0
"Baton Rouge, LA",68,DemandResponse,66044,120044,50631.0,50877.0,47631.0,58671.0,144118.0,66321.0,51849.0,65841.0,80926.0,117206.0,108980.0,127744.0,169189.0,100462.0,117578.0,101583.0
"Battle Creek, MI",363,Bus,55060,100060,273036.0,276766.0,286273.0,294929.0,295541.0,261050.0,290740.0,329832.0,315831.0,318463.0,345258.0,337071.0,345674.0,346259.0,331702.0,309144.0
"Battle Creek, MI",363,DemandResponse,55060,100060,32715.0,41348.0,39037.0,37948.0,38027.0,33589.0,37409.0,42439.0,40637.0,40976.0,44424.0,43370.0,44477.0,44553.0,42680.0,39777.0
"Bay City, MI",390,Bus,55058,100058,101932.0,97735.0,90905.0,568708.0,612597.0,612639.0,633094.0,638009.0,700249.0,647483.0,721946.0,765736.0,671508.0,616081.0,755664.0,638933.0
"Bay City, MI",390,DemandResponse,55058,100058,472193.0,529517.0,515320.0,55335.0,57796.0,56827.0,64308.0,70497.0,75939.0,77371.0,79314.0,78370.0,80721.0,78716.0,76204.0,77025.0
"Beaumont, TX",222,Bus,72048,180048,482418.0,480822.0,529214.0,519148.0,489985.0,517441.0,512088.0,497682.0,487606.0,455892.0,452412.0,470042.0,464498.0,489328.0,422140.0,398376.0
"Beaumont, TX",222,DemandResponse,72048,180048,35571.0,35858.0,66325.0,63518.0,61980.0,76480.0,73310.0,70327.0,63668.0,60735.0,62685.0,53260.0,51813.0,50798.0,49838.0,47150.0
"Bellingham, WA",275,Bus,21,21,822658.0,907963.0,913706.0,904048.0,1013928.0,1089636.0,1273068.0,1384476.0,1519401.0,1663823.0,1858288.0,1859314.0,1825001.0,1669332.0,2427484.0,2564870.0
"Bellingham, WA",275,DemandResponse,84,84,111878.0,123079.0,116352.0,105385.0,132890.0,142460.0,145018.0,345796.0,404404.0,307618.0,250928.0,293540.0,351086.0,313728.0,279248.0,269005.0
"Beloit, WI-IL",432,Bus,55218,100218,144336.0,153545.0,154170.0,151053.0,178614.0,207330.0,212088.0,198110.0,260801.0,184808.0,204981.0,204153.0,193684.0,176760.0,153860.0,136295.0
"Beloit, WI-IL",432,DemandResponse,55218,100218,1402.0,3154.0,4582.0,5098.0,6310.0,5426.0,5698.0,5750.0,8079.0,10064.0,14580.0,13369.0,15507.0,13982.0,12423.0,18351.0
"Bend, OR",344,Bus,221,221,0.0,0.0,0.0,0.0,0.0,99937.0,131679.0,151217.0,163009.0,210335.0,330540.0,375492.0,446537.0,483618.0,607493.0,603662.0
"Bend, OR",344,DemandResponse,164,164,0.0,0.0,0.0,0.0,0.0,57843.0,64221.0,54425.0,82725.0,72117.0,199155.0,141501.0,137895.0,164559.0,157379.0,135577.0
"Benton Harbor-St. Joseph-Fair Plain, MI",443,Bus,55264,100264,10778.0,10305.0,9188.0,6713.0,6826.0,7550.0,11619.0,16349.0,9439.0,23244.0,26347.0,30554.0,59198.0,63522.0,60171.0,55827.0
"Benton Harbor-St. Joseph-Fair Plain, MI",443,DemandResponse,55264,100264,110783.0,188365.0,178682.0,214855.0,284308.0,272861.0,288864.0,244052.0,339540.0,280658.0,264070.0,293632.0,239163.0,241635.0,208471.0,194229.0
"Billings, MT",273,Bus,88008,160008,171370.0,184197.0,180725.0,184610.0,207868.0,216927.0,225915.0,287234.0,322726.0,321660.0,345417.0,322383.0,325842.0,306906.0,292958.0,360464.0
"Billings, MT",273,DemandResponse,88008,160008,288589.0,284488.0,284068.0,281987.0,288863.0,264301.0,263120.0,248264.0,265288.0,238618.0,193176.0,197768.0,173341.0,160051.0,170866.0,205459.0
"Binghamton, NY-PA",210,Bus,46480,100480,2041681.0,2068890.0,1976852.0,2025075.0,2070160.0,2322730.0,2404183.0,2877268.0,2696544.0,2837863.0,2622952.0,2581035.0,2638853.0,1543406.0,2383675.0,2551381.0
"Binghamton, NY-PA",210,DemandResponse,68486,140486,299792.0,503643.0,391572.0,373646.0,384987.0,381682.0,418380.0,457641.0,407576.0,375804.0,373754.0,460975.0,371788.0,200905.0,215018.0,195937.0
"Birmingham, AL",55,Bus,48126,120126,1946886.0,1939184.0,2071666.0,2059845.0,2300507.0,2245640.0,2499582.0,2201289.0,1948282.0,2010122.0,2212502.0,2797212.0,2345625.0,2150759.0,2070265.0,1891873.0
"Birmingham, AL",55,DemandResponse,92464,200464,309835.0,133843.0,140080.0,150136.0,152667.0,136883.0,386762.0,356370.0,267808.0,302571.0,311265.0,503344.0,651788.0,485709.0,535193.0,507895.0
"Bismarck, ND",349,Bus,88038,160038,0.0,0.0,18870.0,40640.0,47479.0,53001.0,89615.0,69530.0,65986.0,70205.0,80849.0,80305.0,63352.0,70346.0,75321.0,66516.0
"Bismarck, ND",349,DemandResponse,168057,240057,314898.0,315349.0,366228.0,373242.0,402516.0,333526.0,358458.0,403464.0,409427.0,393706.0,379869.0,371660.0,377992.0,412473.0,422903.0,443872.0
"Blacksburg, VA",328,Bus,33182,60182,0.0,0.0,0.0,1763732.0,1898816.0,2075863.0,2245491.0,2259613.0,2279545.0,2510185.0,2884329.0,3167733.0,3433680.0,3304739.0,3265108.0,1928462.0
"Blacksburg, VA",328,DemandResponse,33182,60182,0.0,0.0,0.0,8862.0,11462.0,10003.0,12551.0,11055.0,12636.0,18889.0,17796.0,24204.0,26060.0,34792.0,27272.0,11089.0
"Bloomington, IN",286,Bus,55220,100220,835109.0,880359.0,917195.0,990883.0,1096676.0,1237344.0,1514682.0,1535865.0,1559494.0,1601564.0,1525951.0,1545187.0,1557842.0,1582589.0,1609834.0,1598610.0
"Bloomington, IN",286,DemandResponse,60330,150330,44725.0,43369.0,46078.0,52689.0,56485.0,53029.0,62892.0,54781.0,48444.0,48413.0,49447.0,53284.0,53050.0,62086.0,63902.0,70020.0
"Bloomington-Normal, IL",243,Bus,55094,100094,335023.0,330833.0,420937.0,660119.0,799804.0,875853.0,920628.0,911634.0,922362.0,944518.0,1079540.0,1248514.0,1252642.0,1303049.0,1280909.0,1127929.0
"Bloomington-Normal, IL",243,DemandResponse,55094,100094,11397.0,10800.0,10868.0,24990.0,32615.0,33035.0,62653.0,61838.0,53504.0,90314.0,106768.0,108070.0,118962.0,130418.0,132776.0,123656.0
"Boise City, ID",108,Bus,22,22,700482.0,688582.0,760738.0,688490.0,639037.0,698804.0,882927.0,895598.0,894691.0,893179.0,862227.0,906723.0,877868.0,931936.0,790719.0,841606.0
"Boise City, ID",108,DemandResponse,437,437,33709.0,25260.0,61866.0,65192.0,67289.0,77641.0,80360.0,73922.0,68022.0,79017.0,84318.0,86154.0,93103.0,88536.0,94984.0,1075854.0
"Bonita Springs, FL",121,Bus,44280,80280,0.0,0.0,0.0,484449.0,665391.0,993938.0,945354.0,964810.0,1020300.0,1119201.0,1195029.0,1193107.0,1215109.0,1142559.0,945971.0,888701.0
"Bonita Springs, FL",121,DemandResponse,44280,80280,0.0,0.0,0.0,170747.0,121460.0,158957.0,122815.0,110902.0,122677.0,141569.0,159241.0,240476.0,212950.0,249802.0,207159.0,221625.0
"Boston, MA-NH-RI",10,Bus,122789,230789,60820062.0,55813055.0,61996722.0,65392070.0,68529701.0,77591428.0,80396289.0,79208447.0,85251303.0,93406611.0,97443432.0,112818546.0,104305337.0,117297465.0,113555009.0,116825372.0
"Boston, MA-NH-RI",10,DemandResponse,87531,150531,2039381.0,2113075.0,2815295.0,2801065.0,2737072.0,2916887.0,2914822.0,4899138.0,5174847.0,5665763.0,6277078.0,8930676.0,8201816.0,8406666.0,7984874.0,7813427.0
"Boston, MA-NH-RI",10,Other,11006,20006,4510643.0,6055335.0,5462755.0,5766927.0,6025740.0,7459565.0,5960385.0,5393140.0,5711433.0,6008883.0,5989206.0,6386225.0,8281636.0,9032124.0,9882834.0,12133183.0
"Boston, MA-NH-RI",10,Rail,34021,70021,228057782.0,223607558.0,238472522.0,258891012.0,269928335.0,313523894.0,366693391.0,373267308.0,356301144.0,363559513.0,376148323.0,450754008.0,470476398.0,483293757.0,503073437.0,530252510.0
"Bowling Green, KY",364,Bus,44368,80368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52351.0,55710.0,61025.0,55257.0,54964.0,61796.0,90584.0,93618.0
"Bowling Green, KY",364,DemandResponse,44368,80368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11046.0,17144.0,22522.0,32453.0,33172.0,31485.0,25111.0,24192.0
"Bremerton, WA",180,Bus,20,20,1685603.0,1672997.0,1783391.0,1897753.0,2657745.0,2769629.0,3414453.0,4649636.0,5935508.0,5758992.0,5314319.0,5145340.0,5027829.0,4866090.0,4147052.0,4023907.0
"Bremerton, WA",180,DemandResponse,60,60,302879.0,337048.0,431257.0,525221.0,848052.0,906355.0,969749.0,1196150.0,1266119.0,1224669.0,1035927.0,887455.0,942215.0,969497.0,793239.0,772480.0
"Bremerton, WA",180,Other,40,40,0.0,36178.0,190212.0,195603.0,231064.0,238098.0,300442.0,548627.0,751773.0,939122.0,827536.0,779834.0,761800.0,834621.0,495647.0,999755.0
"Bridgeport-Stamford, CT-NY",41,DemandResponse,1110,10110,0.0,0.0,0.0,0.0,0.0,299659.0,262452.0,354085.0,270257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bridgeport-Stamford, CT-NY",48,Bus,55654,100654,8407661.0,8207502.0,8242311.0,8669283.0,9669477.0,9912907.0,10028152.0,10803298.0,10621635.0,11620278.0,12177307.0,12066986.0,13135954.0,12768670.0,12026769.0,11205255.0
"Bridgeport-Stamford, CT-NY",48,DemandResponse,55626,100626,1080293.0,1085313.0,1052747.0,785863.0,874164.0,1249295.0,1212558.0,1276509.0,1378626.0,938870.0,937988.0,990284.0,948247.0,882125.0,891686.0,849108.0
"Brownsville, TX",164,Bus,126042,180042,965699.0,1063994.0,1088560.0,1123639.0,1230133.0,1178232.0,1166596.0,1069971.0,945709.0,1033085.0,1102522.0,1126521.0,1103626.0,1017075.0,1117221.0,1267775.0
"Brownsville, TX",164,DemandResponse,66028,120028,52755.0,52656.0,55160.0,48529.0,57246.0,52433.0,51436.0,39517.0,46041.0,47468.0,34638.0,29466.0,29980.0,35047.0,33181.0,37122.0
"Buffalo, NY",46,Bus,22008,40008,17150514.0,16568666.0,18266749.0,18864974.0,19531119.0,20786828.0,22238494.0,23874838.0,25610638.0,26028582.0,27062196.0,30466540.0,30870144.0,31564813.0,31548267.0,30633416.0
"Buffalo, NY",46,DemandResponse,24012,60012,136815.0,166214.0,177531.0,210515.0,214933.0,207213.0,244349.0,364291.0,554200.0,531777.0,570537.0,596788.0,502971.0,559606.0,561635.0,606648.0
"Buffalo, NY",46,Rail,22008,40008,3155324.0,3178624.0,3925653.0,4188902.0,4749460.0,4410265.0,4243983.0,4519559.0,4496914.0,5090401.0,4891099.0,5425359.0,5340880.0,5273176.0,5395671.0,5625487.0
"Burlington, VT",285,Bus,22264,40264,960419.0,993514.0,1060777.0,1235450.0,1678981.0,1706774.0,1773844.0,2147192.0,2155343.0,2271228.0,2484660.0,2591160.0,2342176.0,2556350.0,2428368.0,2218442.0
"Burlington, VT",285,DemandResponse,12198,30198,46588.0,57950.0,72631.0,77054.0,101897.0,110507.0,111076.0,89928.0,101008.0,111618.0,108355.0,131258.0,121545.0,123335.0,111470.0,99511.0
"Canton, OH",135,Bus,55022,100022,801376.0,741774.0,746178.0,814558.0,889671.0,1164719.0,1391226.0,1283417.0,1319214.0,1495107.0,1385311.0,1524304.0,1723707.0,1721131.0,1541347.0,1483114.0
"Canton, OH",135,DemandResponse,55022,100022,166465.0,161267.0,186790.0,220836.0,226553.0,243393.0,273399.0,260817.0,261520.0,258828.0,278992.0,271478.0,449523.0,617523.0,683379.0,643743.0
"Cape Coral, FL",78,Bus,44056,80056,1412866.0,1410912.0,1554750.0,1630709.0,1816867.0,1781277.0,1763509.0,2178257.0,2215161.0,2352417.0,2754811.0,2974360.0,2869873.0,3109933.0,2863041.0,2738734.0
"Cape Coral, FL",78,DemandResponse,92140,200140,217536.0,268122.0,10308.0,247107.0,394988.0,332398.0,548375.0,548994.0,512216.0,467400.0,466406.0,469591.0,495442.0,535971.0,618539.0,641098.0
"Carbondale, IL",408,Bus,105626,150626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136491.0,340563.0,350331.0,326509.0,298607.0,318097.0
"Carbondale, IL",408,DemandResponse,55408,100408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33845.0,37075.0,42656.0,35265.0,28544.0,0.0
"Casper, WY",424,Bus,96039,240039,0.0,0.0,0.0,5147.0,30117.0,25736.0,40127.0,40127.0,279245.0,302708.0,285988.0,283995.0,61322.0,57268.0,69027.0,65166.0
"Casper, WY",424,DemandResponse,96039,240039,0.0,0.0,0.0,62291.0,87039.0,72142.0,71353.0,77373.0,72322.0,75669.0,83300.0,82351.0,63768.0,64542.0,56455.0,57101.0
"Cedar Rapids, IA",193,Bus,77016,140016,455887.0,465499.0,581920.0,623336.0,666469.0,651027.0,764346.0,423204.0,682339.0,757801.0,769297.0,806915.0,860277.0,960334.0,848339.0,820737.0
"Cedar Rapids, IA",193,DemandResponse,77016,140016,171205.0,210252.0,256568.0,253765.0,288520.0,353205.0,353976.0,283600.0,316407.0,345604.0,168005.0,189325.0,221289.0,277293.0,218151.0,365396.0
"Champaign, IL",224,Bus,55120,100120,3505198.0,3909736.0,4087670.0,3894135.0,4331933.0,4375727.0,4918350.0,5012314.0,5585194.0,5612513.0,6314443.0,6469045.0,6810469.0,7223714.0,7306149.0,7377733.0
"Champaign, IL",224,DemandResponse,110240,200240,192635.0,196743.0,205560.0,214265.0,233687.0,244807.0,262340.0,274281.0,274895.0,267601.0,260073.0,245431.0,250389.0,257044.0,265464.0,276810.0
"Charleston, WV",214,Bus,33002,60002,1251746.0,1315674.0,1282515.0,1510380.0,1513723.0,1687115.0,1778077.0,1955012.0,1845471.0,1926133.0,2037886.0,2036117.0,2004733.0,1935009.0,1965112.0,1845722.0
