,CBSA,Mode,Year,MNAME,UPT_ADJ,VRM_ADJ,FARE,NEW_REPORTER_FLAG,min_year,max_year,FARE_per_UPT,AVG_FARE,PROBLEM_FLAG_x,PROBLEM_FLAG_NOTE,PROBLEM_FLAG_y,NOTE,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,_merge
10,10420.0,Bus,2012,"Akron, OH Metro Area",5915253.1815,3702737.2869,6254873.0,0,2002,2019,1.057414248905214,1.057414248905214,0,,,,702262.0,541057.0,125650.0,5192.0,25564.0,25656.0,25880.0,25575,687031.0,,,,21.6,63.5,14.9,280887.0,24001.0,98798.0,110693.0,32826.0,14569.0,8.54,49731.0,65187.0,35.5,46.2,18.3,26723.25,333535.58,360258.83,7.42,92.58,3.61,13644.8,112988.0,12.64,1.09,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0.0,0.0,1.1525815313066834,27864.76,27965.04,28209.2,54206.79,71053.83,3.9349,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,H,24.0,,325710,86.1,7.3,1.3,1.6,0.2,0.6,3,,both
11,10420.0,Bus,2013,"Akron, OH Metro Area",5880208.562099999,3926184.4233,6493907.0,0,2002,2019,1.104366780772965,1.104366780772965,0,,,,705686.0,541286.0,125313.0,4056.0,25830.0,25899.0,25802.0,28875,690331.0,15.4,8.5,76.0,21.3,63.5,15.2,281324.0,22696.0,97785.0,108261.0,37798.0,14784.0,8.07,49984.0,67507.0,35.2,45.7,19.1,27438.42,331435.5,358873.92,7.65,92.35,3.52,13644.8,112430.0,12.51,1.08,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0.0,0.0,1.1927161232348023,27896.4,27970.92,27866.16,53982.72,72907.56,3.8016,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,H,24.0,,333414,85.9,6.4,1.7,1.8,0.1,0.5,3.5,,both
12,10420.0,Bus,2014,"Akron, OH Metro Area",5887436.481000001,4093965.6615,6677444.0,0,2002,2019,1.1341853150432315,1.1341853150432315,0,,,,703825.0,537852.0,133036.0,4145.0,26124.0,26004.0,26942.0,22840,688629.0,13.3,9.0,77.7,21.1,63.0,15.9,283364.0,23065.0,96377.0,110920.0,37946.0,15056.0,8.14,50538.0,67821.0,35.1,44.9,20.0,21176.83,337804.58,358981.42,5.9,94.1,3.36,13644.8,112358.0,12.8,1.06,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1.0,0.0,1.2022364339458254,27691.44,27564.24,28558.52,53570.28,71890.26,3.5616,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,H,24.0,,340491,86,6.8,1.7,1.6,0.1,0.4,3.2,,both
13,10420.0,Bus,2015,"Akron, OH Metro Area",5758329.6189,4315922.4402,6089466.0,0,2002,2019,1.057505631496527,1.057505631496527,0,,,,704243.0,539841.0,125207.0,4050.0,26944.0,26599.0,29413.0,23802,689016.0,14.2,7.7,78.1,21.0,62.8,16.2,282456.0,23662.0,95766.0,109671.0,35513.0,17844.0,8.38,51580.0,70288.0,34.5,43.2,22.3,17723.75,340805.67,358529.42,4.94,95.06,2.4,13644.8,112214.0,13.27,1.06,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1.0,1.0,1.1209559693863187,28560.64,28194.94,31177.78,54674.8,74505.28,2.544,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,H,24.0,,337334,85.3,7.3,1.9,1.7,0.1,0.5,3.1,,both
14,10420.0,Bus,2016,"Akron, OH Metro Area",5409971.37,4147934.4837,5704223.0,0,2002,2019,1.0543906076160992,1.0543906076160992,0,,,,702221.0,537399.0,123322.0,5468.0,27048.0,27611.0,27459.0,20468,684729.0,13.8,8.7,77.5,20.7,62.6,16.7,284670.0,23386.0,99761.0,106473.0,36824.0,18226.0,8.22,51598.0,70083.0,34.6,45.3,20.1,18246.83,341757.25,360004.08,5.07,94.93,2.15,13644.8,111747.0,12.83,1.05,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1.0,2.0,1.1071101379969042,28400.4,28991.55,28831.95,54177.9,73587.15,2.2575,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,H,24.0,,335302,85.9,6.3,1.1,2,0.1,0.4,4.2,,both
15,10420.0,Bus,2017,"Akron, OH Metro Area",5461311.529800001,4440851.606699999,5939656.0,0,2002,2019,1.0875878381209132,1.0875878381209132,0,,,,703505.0,528663.0,132481.0,5747.0,29518.0,28993.0,31204.0,26950,686207.0,12.5,8.2,79.3,20.6,62.3,17.1,289282.0,22538.0,96678.0,111274.0,39726.0,19066.0,7.79,56106.0,75838.0,31.0,46.1,22.9,18304.75,343513.42,361818.17,5.06,94.94,2.41,13644.8,111678.0,12.86,1.02,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1.0,3.0,1.1093395948833316,30108.36,29572.86,31828.08,57228.12,77354.76,2.4582,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,H,24.0,,345482,84.9,7.4,1.1,1,0.1,0.7,4.8,,both
16,10420.0,Bus,2018,"Akron, OH Metro Area",5427485.5554,4437372.6009,5864751.0,0,2002,2019,1.0805650130500943,1.0805650130500943,0,,,,703962.5,521500.5,138879.0,6310.75,31396.5,30282.5,33524.25,30978,686243.75,11.43,8.08,80.5,20.45,62.03,17.53,293294.5,21833.0,95364.5,114075.25,42230.25,19791.5,7.44,59491.5,80103.0,28.33,47.23,24.45,16322.64,346362.91,362685.55,4.5,95.5,2.72,,111509.5,12.92,1.0,2014.0,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1.0,4.0,1.0805650130500943,31396.5,30282.5,33524.25,59491.5,80103.0,2.72,0.0,0.0,0.0,,,0.0,,75.0,0.0,60.0,1.0,1.0,H,24.0,,352609,84.3,7.975,0.9,0.325,0.1,0.9,5.525,,both
17,10500.0,Bus,2002,"Albany, GA Metro Area",628324.0,532194.0,303082.0,0,2002,2019,0.4823657858047759,0.4823657858047759,0,,,,145401.7656,100820.2813,41859.15625,1046.25,23403.14063,19457.01563,34013.95313,53625.875,155611.28,4.82,12.79,82.5,31.99,61.81,6.2,55442.55,8129.14,14238.81,19779.69,13225.31,69.59,14.66,54088.48438,60679.92188,28.31,62.84,8.85,3934.33,67179.33,71113.67,5.53,94.47,1.33,,2757.0,16.48,1.4,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.6753121001266862,32764.39688,27239.82188,47619.53438000001,75723.87813,84951.89063,1.862,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,67809.95313,79.8,13.7,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,both
18,10500.0,Bus,2003,"Albany, GA Metro Area",670941.0,536264.0,287297.0,0,2002,2019,0.42820009509032836,0.42820009509032836,0,,,,149947.9375,107198.875,39927.375,940.0,22561.4375,19233.9375,31433.1875,49541.5,156428.88,9.02,12.46,78.59,30.95,61.57,7.48,56778.81,7773.44,15670.75,20059.25,12125.75,1149.63,13.69,49728.0625,58120.3125,33.25,57.25,9.5,3719.58,69788.67,73508.25,5.06,94.94,1.53,,2607.0,16.7,1.37,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.5866341302737499,30909.169380000007,26350.49438,43063.46688,68127.44563,79624.82813,2.0961,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,67185.1875,79.8,13.7,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,both
19,10500.0,Bus,2004,"Albany, GA Metro Area",666328.0,537714.0,346703.0,0,2002,2019,0.5203188219615564,0.5203188219615564,0,,,,154628.25,113695.5,38044.5,815.0,21688.25,19002.25,28723.25,45590,157255.5,13.33,12.08,74.63,29.9,61.33,8.78,58148.75,7402.25,17112.0,20375.0,11005.0,2254.5,12.73,45264.75,55477.75,38.3,51.5,10.2,3888.92,69640.83,73529.75,5.29,94.71,1.85,,2457.0,16.75,1.33,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.6920240332088701,28845.3725,25272.9925,38201.9225,60202.1175,73785.4075,2.4605,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,66561.25,80,13.5,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,both
20,10500.0,Bus,2005,"Albany, GA Metro Area",653876.0,535683.0,344119.0,0,2002,2019,0.5262756241244517,0.5262756241244517,0,,,,158772.0,119720.0,35966.0,765.0,20941.0,18805.0,26530.0,41107,158046.0,17.2,11.9,70.9,28.9,61.1,10.0,59384.0,7093.0,18516.0,20546.0,9969.0,3260.0,11.94,41213.0,53167.0,42.9,46.4,10.7,4227.5,70121.5,74349.0,5.69,94.31,2.3,691.2,2307.0,16.76,1.29,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.6788955551205428,27013.89,24258.45,34223.7,53164.77,68585.43,2.967,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,65934,79.7,13.7,0.4,1.5,0.6,1.1,2.9,,both
21,10500.0,Bus,2006,"Albany, GA Metro Area",762810.0,534219.0,366673.0,0,2002,2019,0.48068719602522253,0.48068719602522253,0,,,,165062.0,127633.0,34670.0,415.0,19690.0,18470.0,22270.0,38750,158981.0,22.8,10.9,66.2,27.7,60.8,11.5,61158.0,6536.0,20069.0,21296.0,8594.0,4663.0,10.69,35515.0,49529.0,49.3,38.7,12.0,4001.08,71425.0,75426.08,5.3,94.7,2.59,691.2,2157.0,16.81,1.25,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.6008589950315282,24612.5,23087.5,27837.5,44393.75,61911.25,3.2375,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,65320,82,13.1,1.2,1.5,0,0.5,1.7,,both
22,10500.0,Bus,2007,"Albany, GA Metro Area",767414.0,534985.0,377696.0,0,2002,2019,0.49216720049412704,0.49216720049412704,0,,,,162767.0,127992.0,30244.0,1265.0,20454.0,18686.0,26277.0,27889,159338.0,21.5,13.2,65.4,27.3,60.8,11.9,60777.0,6970.0,21026.0,19730.0,8575.0,4476.0,11.47,36402.0,51200.0,48.5,41.4,10.1,3878.58,72083.67,75962.25,5.1,94.9,2.79,691.2,2007.0,16.7,1.21,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.5955223125978937,24749.34,22610.06,31795.17,44046.42,61952.0,3.3759,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,64653,81.4,14.1,0.7,1.1,0.1,0.8,1.9,,both
23,10500.0,Bus,2008,"Albany, GA Metro Area",880864.0,532993.0,373954.0,0,2002,2019,0.4245309151015367,0.4245309151015367,0,,,,163074.0,129258.0,31879.0,588.0,20442.0,19131.0,28225.0,9172,156890.0,23.3,9.5,67.2,26.0,61.2,12.8,60893.0,6073.0,23282.0,18448.0,8971.0,4119.0,9.97,38989.0,55456.0,46.6,40.5,12.9,4839.58,71887.75,76727.33,6.31,93.69,3.3,691.2,1857.0,16.88,1.17,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.4967011706687979,23917.14,22383.27,33023.25,45617.13,64883.52,3.861,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,67604,78.7,13.7,0.5,2.9,0.4,0.6,3.2,,both
24,10500.0,Bus,2009,"Albany, GA Metro Area",871177.0,529568.0,431925.0,0,2002,2019,0.495794769604799,0.495794769604799,0,,,,164238.0,126496.0,33282.0,849.0,18639.0,17139.0,24907.0,11250,159356.0,23.2,13.6,63.3,26.5,61.4,12.1,60101.0,4550.0,24625.0,20779.0,7191.0,2956.0,7.57,36218.0,47306.0,48.6,43.8,7.6,7394.25,69179.67,76573.92,9.65,90.35,2.36,691.2,1707.0,16.8,1.17,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.5800798804376148,21807.63,20052.63,29141.19,42375.06,55348.02,2.7612,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,63259,79.2,14.6,0.8,3,0,0.7,1.8,,both
25,10500.0,Bus,2010,"Albany, GA Metro Area",900406.0,530982.0,420551.0,0,2002,2019,0.4670681892390766,0.4670681892390766,0,,,,162659.0,122527.0,34782.0,1358.0,19051.0,16806.0,26457.0,27395,154966.0,,0.0,0.0,25.7,61.8,12.5,60263.0,6743.0,20159.0,20799.0,8757.0,3805.0,11.19,34002.0,47826.0,50.8,38.8,10.4,8318.5,62446.58,70765.08,11.75,88.25,2.79,691.2,1557.0,16.67,1.15,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.537128417624938,21908.65,19326.9,30425.55,39102.3,54999.9,3.2085,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,59116,78,15.7,1.1,2.7,0.3,0.7,1.5,,both
26,10500.0,Bus,2011,"Albany, GA Metro Area",985863.0,574538.0,471112.0,0,2002,2019,0.47786761446570164,0.47786761446570164,0,,,,161617.0,126789.0,31236.0,886.0,19093.0,17591.0,25005.0,52762,157802.0,,0.0,0.0,26.3,61.6,12.1,58438.0,6247.0,23102.0,19607.0,6805.0,2677.0,10.69,32775.0,45215.0,52.5,38.1,9.4,7955.58,62446.75,70402.33,11.3,88.7,3.53,691.2,1407.0,17.16,1.12,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.5352117282015859,21384.16,19701.92,28005.6,36708.0,50640.8,3.9536,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,58211,78.8,14.7,1,1.5,0,1.1,2.8,,both
27,10500.0,Bus,2012,"Albany, GA Metro Area",1017648.0,523493.0,523278.0,0,2002,2019,0.5142033394651195,0.5142033394651195,0,,,,155019.0,116085.0,33853.0,1482.0,19997.0,18223.0,24992.0,25657,148869.0,,0.0,0.0,25.1,61.8,13.1,57699.0,5544.0,22517.0,20405.0,6850.0,2383.0,9.61,34469.0,54220.0,50.5,37.1,12.4,7231.17,62546.42,69777.58,10.36,89.64,3.62,691.2,1613.0,16.39,1.09,2017.0,https://www.walb.com/story/35150573/uber-drivers/,0.0,0.0,0.5604816400169803,21796.73,19863.07,27241.28,37571.21,59099.8,3.9458,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1.0,1.0,H,34.0,,58769,79.5,12.7,1,2.9,0.4,0.8,2.8,,both
