5 digit NTD ID,4 digit NTD ID,Agency,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population
90052,9052,City of Corona,Corona,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",41,"166,785"
90054,9054,"San Diego Trolley, Inc.",San Diego,CA,15,"San Diego, CA",,,,
90061,9061,Yuba-Sutter Transit Authority,Marysville,CA,270,"Yuba City, CA",39,"116,719",813,"141,986"
90062,9062,Monterey-Salinas Transit,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",294,"435,232"
90078,9078,Central Contra Costa Transit Authority,Concord,CA,66,"Concord, CA",204,"615,968",143,"540,067"
90079,9079,SunLine Transit Agency,Thousand Palms,CA,111,"Indio-Cathedral City, CA",144,"345,580","1,120","432,416"
90086,9086,City of Riverside Special Transportation,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",82,"313,041"
90087,9087,Santa Maria Area Transit,Santa Maria,CA,246,"Santa Maria, CA",29,"130,447",34,"120,097"
90088,9088,Napa Valley Transportation Authority,Napa,CA,342,"Napa, CA",26,"83,913",45,"138,000"
90089,9089,Sonoma County Transit,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",395,"500,225"
90090,9090,Yolo County Transportation District,Woodland,CA,28,"Sacramento, CA",471,"1,723,634",109,"528,880"
90091,9091,City of Visalia - Visalia City Coach,Visalia,CA,162,"Visalia, CA",63,"219,454",40,"133,151"
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Fairfield,CA,240,"Fairfield, CA",39,"133,683",129,"505,849"
90093,9093,Redding Area Bus Authority,Redding,CA,267,"Redding, CA",71,"117,731",100,"117,478"
90095,9095,San Diego Association of Governments,San Diego,CA,15,"San Diego, CA",732,"2,956,746","11,173","4,997,084"
90119,9119,Laguna Beach Municipal Transit,Laguna Beach,CA,69,"Mission Viejo-Lake Forest-San Clemente, CA",151,"583,681",9,"22,723"
90121,9121,Antelope Valley Transit Authority,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050"
90127,9127,Chico Area Transit System City of Chico,Chico,CA,296,"Chico, CA",35,"89,221",33,"87,581"
90129,9129,City of Mesa,Mesa,AZ,13,"Phoenix-Mesa, AZ",799,"2,907,049",120,"425,000"
90131,9131,City of Scottsdale - Scottsdale Trolley,Scottsdale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",48,"96,389"
90132,9132,Maricopa County Special Transportation Services,Phoenix,AZ,13,"Phoenix-Mesa, AZ",799,"2,907,049",416,"3,072,149"
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",425,"3,690,367"
90135,9135,"Sun Cities Area Transit System, Inc.",Sun City,AZ,13,"Phoenix-Mesa, AZ",799,"2,907,049",28,"65,500"
90136,9136,"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",495,"2,196,442"
90137,9137,Surprise Dial-A-Ride Transit System,Surprise,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",94,"125,000"
90140,9140,Peoria Transit,Peoria,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",175,"126,911"
90142,9142,Unitrans - City of Davis/ASUCD,Davis,CA,382,"Davis, CA",14,"72,794",13,"72,611"
90144,9144,Livermore / Amador Valley Transit Authority,Livermore,CA,66,"Concord, CA",204,"615,968",40,"225,250"
90146,9146,Foothill Transit,West Covina,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",327,"1,515,836"
90147,9147,City of Los Angeles Department of Transportation,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"4,849,476"
90148,9148,Victor Valley Transit Authority,Hesperia,CA,114,"Victorville-Hesperia, CA",167,"328,454",950,"429,481"
90149,9149,City of Lompoc - Lompoc Transit,Lompoc,CA,485,"Lompoc, CA",11,"51,509",40,"55,666"
90150,9150,City of Alameda Ferry Services,Alameda,CA,12,"San Francisco-Oakland, CA",527,"3,228,605",22,"72,500"
90151,9151,Southern California Regional Rail Authority dba: Metrolink,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","2,291","8,341,002"
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,419","8,360,358"
90155,9155,City of Vacaville,Vacaville,CA,314,"Vacaville, CA",27,"93,141",27,"93,141"
90156,9156,City of San Luis Obispo,San Luis Obispo,CA,447,"San Luis Obispo, CA",20,"59,219",22,"52,576"
90157,9157,Access Services,El Monte,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,621","11,638,106"
90159,9159,Western Contra Costa Transit Authority,Pinole,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",20,"64,925"
90161,9161,City of Union City Transit Division,Union City,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",18,"73,452"
90162,9162,The Eastern Contra Costa Transit Authority,Antioch,CA,137,"Antioch, CA",81,"277,634",225,"306,000"
90164,9164,Ventura Intercity Service Transit Authority,Ventura,CA,103,"Oxnard, CA",84,"367,260",28,"199,943"
90165,9165,Thousand Oaks Transit,Thousand Oaks,CA,168,"Thousand Oaks, CA",86,"214,811",138,"419,630"
90166,9166,LACMTA - Small Operators,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",565,"3,555,163"
90168,9168,Roseville Transit,Roseville,CA,28,"Sacramento, CA",471,"1,723,634",43,"135,888"
90169,9169,"vRide, Inc. - Valley Metro",Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",741,"2,700,000"
90170,9170,ATC / Vancom,San Francisco,CA,12,"San Francisco-Oakland, CA",,,,
90171,9171,Santa Clarita Transit,Santa Clarita,CA,146,"Santa Clarita, CA",77,"258,653",78,"252,271"
90172,9172,City of Tempe Transit Division - dba Valley Metro,Tempe,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",40,"161,719"
90173,9173,Transit Joint Powers Authority for Merced County,Merced,CA,235,"Merced, CA",48,"136,969",310,"136,957"
90174,9174,City of Benicia,Benicia,CA,203,"Vallejo, CA",42,"165,074",14,"27,916"
90175,9175,City of Lodi - Transit Division,Lodi,CA,403,"Lodi, CA",16,"68,738",16,"64,058"
90176,9176,"Honolulu - VPSI, Inc.",Honolulu,HI,54,"Urban Honolulu, HI",170,"802,459",139,"632,603"
90178,9178,Laidlaw Transit Services,El Monte,CA,2,"Los Angeles, CA","1,966","11,402,946",293,"1,344,166"
90179,9179,Ryder/ATE,West Covina,CA,2,"Los Angeles, CA","1,966","11,402,946",293,"1,344,166"
90180,9180,Coconino County Transportation Services,Flagstaff,AZ,403,"Flagstaff, AZ",,,,
90182,9182,Altamont Corridor Express,Stockton,CA,102,"Stockton, CA",93,"370,583",28,"4,094,704"
90185,9185,MTS Contract Services,San Diego,CA,15,"San Diego, CA",,,,
90186,9186,San Francisco Paratransit,San Francisco,CA,12,"San Francisco-Oakland, CA",527,"3,228,605",47,"744,041"
90188,9188,County of San Diego Transit System,San Diego,CA,15,"San Diego, CA",782,"2,674,436",570,"2,041,128"
90189,9189,National City Transit,National City,CA,15,"San Diego, CA",782,"2,674,436",16,"131,703"
90192,9192,Yuma Metropolitan Planning Organization,Yuma,AZ,238,"Yuma, AZ-CA",59,"135,267",78,"195,751"
90193,9193,Chula Vista Transit,Chula Vista,CA,15,"San Diego, CA",732,"2,956,746",41,"243,916"
90196,9196,Placer County Department of Public Works and Facilities,Auburn,CA,28,"Sacramento, CA",471,"1,723,634",471,"357,463"
90198,9198,City of Porterville,Porterville,CA,394,"Porterville, CA",21,"70,272",49,"75,691"
90200,9200,Kings County Area Public Transit Agency,Hanford,CA,333,"Hanford, CA",28,"87,941",13,"70,267"
90201,9201,City of Turlock,Turlock,CA,300,"Turlock, CA",26,"99,904",22,"87,867"
90205,9205,City of Elk Grove,Elk Grove,CA,28,"Sacramento, CA",471,"1,723,634",42,"171,059"
90206,9206,San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,447,"San Luis Obispo, CA",20,"59,219",130,"206,008"
90208,9208,Butte County Association of Governments,Chico,CA,306,"Chico, CA",34,"98,176",202,"185,545"
90209,9209,"Valley Metro Rail, Inc.",Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",40,"306,719"
90211,9211,Anaheim Transportation Network,Anaheim,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",50,"358,000"
90212,9212,Imperial Valley Transit,El Centro,CA,440,"El Centro, CA",17,"52,954","4,598","166,874"
90213,9213,City of Petaluma,Petaluma,CA,428,"Petaluma, CA",21,"64,078",12,"60,438"
90214,9214,City of Redondo Beach - Beach Cities Transit,Redondo Beach,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",13,"67,233"
90216,9R02-109,County of Sacramento Municipal Services Agency Department of Transportation,Sacramento,CA,0,Non-UZA,,0,53,"25,000"
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,384,"Flagstaff, AZ",35,"71,957",29,"65,760"
90220,9220,City of Folsom,Folsom,CA,28,"Sacramento, CA",471,"1,723,634",24,"77,271"
90222,9222,Pima Association of Governments,Tucson,AZ,52,"Tucson, AZ",353,"843,168","9,189","843,746"
90223,9223,"Paratransit, Inc.",Sacramento,CA,28,"Sacramento, CA",471,"1,723,634",231,"1,035,779"
90224,9224,"Paratransit, Inc. CTSA",Sacramento,CA,28,"Sacramento, CA",,,,
90225,9225,San Francisco Bay Area Water Emergency Transportation Authority,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",127,"281,832"
90226,9226,Imperial County Transportation Commission,El Centro,CA,289,"El Centro-Calexico, CA",30,"107,672",425,"174,610"
90228,9228,"vRide, Inc. - Tucson",Tucson,AZ,52,"Tucson, AZ",353,"843,168",353,"843,168"
90229,9229,El Dorado County Transit Authority,Diamond Springs,CA,28,"Sacramento, CA",471,"1,723,634","1,551","162,943"
90230,9230,California Vanpool Authority,Hanford,CA,333,"Hanford, CA",28,"87,941","1,636","5,893,986"
90232,9232,Solano County Transit,Vallejo,CA,203,"Vallejo, CA",42,"165,074",57,"234,127"
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,238,"Yuma, AZ-CA",59,"135,267",78,"195,751"
90234,9234,Marin County Transit District,San Rafael,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",520,"258,365"
90238,9238,City of Delano,Delano,CA,471,"Delano, CA",10,"54,372",50,"53,041"
90241,9241,County of Maui - Dept. of Transportation,Wailuku,HI,463,"Kahului, HI",17,"55,934",727,"78,110"
90242,9242,Las Vegas Monorail Company,Las Vegas,NV,23,"Las Vegas-Henderson, NV",417,"1,886,011",280,"1,785,303"
90244,9244,City of Tulare,Tulare,CA,162,"Visalia, CA",63,"219,454",21,"63,515"
90296,9296,Claremont Dial-a-Ride,La Verne,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",13,"36,700"
90299,,Sonoma-Marin Area Rail Transit District,Petaluma,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",,
91092,9R02-137,Tahoe Transportation District,Zephyr Cove,NV,601,"Lake Tahoe, CA-NV",37,"210,000",73,"83,925"
99423,,City of Glendale,Glendale,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",39,"214,813"
99425,,Pomona Valley Transportation Authority,La Verne,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",61,"252,880"
