,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency,MODE,SERVICE_ID,RailBus,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
13,5,5,5,Everett Transit,DR,DO,DemandResponse,19340.0,27199.0,31703.0,31865.0,33150.0,37626.0,41211.0,47157.0,104512.0,115440.0,106105.0,106263.0,110663.0,104641.0,103809.0,103668.0
14,5,5,5,Everett Transit,MB,DO,Bus,790711.0,991654.0,1058800.0,1042125.0,804398.0,1023457.0,1091474.0,1076498.0,1206313.0,1175587.0,1210870.0,1507463.0,1443345.0,1401252.0,1287776.0,1206043.0
15,6,6,6,Yakima Transit,DR,PT,DemandResponse,59492.0,60350.0,65909.0,69195.0,60806.0,77751.0,172055.0,110008.0,130944.0,124761.0,122115.0,118499.0,125862.0,152642.0,120722.0,122189.0
16,6,6,6,Yakima Transit,MB,DO,Bus,297686.0,295959.0,278134.0,272478.0,301019.0,331030.0,395355.0,495585.0,534590.0,598546.0,502570.0,873269.0,958667.0,812661.0,828202.0,828281.0
17,6,6,6,Yakima Transit,VP,DO,DemandResponse,42103.0,77925.0,108087.0,110275.0,112453.0,129404.0,208776.0,192486.0,225310.0,258569.0,233280.0,255610.0,238266.0,209074.0,162052.0,131634.0
18,7,7,7,Lane Transit District,DR,PT,DemandResponse,392245.0,413201.0,68096.0,223319.0,259345.0,200659.0,160407.0,249538.0,246257.0,232975.0,270481.0,288504.0,285891.0,308991.0,313677.0,271429.0
19,7,7,7,Lane Transit District,MB,DO,Bus,4006082.0,4314671.0,4435613.0,4378336.0,5078340.0,5213706.0,6122561.0,6602497.0,7032027.0,7236371.0,5177964.0,5254293.0,5296259.0,5385722.0,5205513.0,5528894.0
20,8,8,8,Tri-County Metropolitan Transportation District of Oregon,DR,PT,DemandResponse,165227.0,112357.0,112347.0,127756.0,3344843.0,3498416.0,3547874.0,5160538.0,4027942.0,4333877.0,4192994.0,3708623.0,5168822.0,6737573.0,7312066.0,7769411.0
21,8,8,8,Tri-County Metropolitan Transportation District of Oregon,LR,DO,Rail,17527140.0,36044941.0,19822219.0,23249374.0,26149543.0,29337862.0,31495353.0,33868269.0,36908552.0,40843683.0,43069976.0,46442818.0,46404323.0,46025815.0,49059712.0,49384596.0
22,8,8,8,Tri-County Metropolitan Transportation District of Oregon,MB,DO,Bus,37085849.0,18287542.0,37208055.0,37559384.0,40714948.0,44760793.0,47467995.0,54044751.0,54468361.0,53576580.0,56332405.0,63818606.0,65529184.0,68567921.0,66843094.0,65512900.0
23,11,11,11,Valley Regional Transit,DR,DO,DemandResponse,33709.0,25260.0,58345.0,60152.0,61028.0,73095.0,76404.0,69840.0,64402.0,79017.0,84318.0,86154.0,93103.0,88536.0,94984.0,95852.0
24,11,11,11,Valley Regional Transit,MB,DO,Bus,700482.0,688582.0,694582.0,577551.0,503501.0,560870.0,667818.0,727279.0,746074.0,893179.0,862227.0,906723.0,877868.0,931936.0,790719.0,841606.0
25,12,12,12,Municipality of Anchorage - Public Transportation Department,DR,PT,DemandResponse,675039.0,759715.0,669319.0,776647.0,851340.0,1053691.0,1302135.0,1570258.0,1538561.0,1736457.0,1676912.0,1237847.0,1245627.0,1220138.0,1168554.0,931437.0
26,12,12,12,Municipality of Anchorage - Public Transportation Department,MB,DO,Bus,2173942.0,2248025.0,2663894.0,2867604.0,3461154.0,3331361.0,3770857.0,3762970.0,3774194.0,4115324.0,4353774.0,4265961.0,4243486.0,4191141.0,3904205.0,3207156.0
27,12,12,12,Municipality of Anchorage - Public Transportation Department,VP,PT,DemandResponse,211976.0,296960.0,319961.0,354035.0,280639.0,611177.0,0.0,310798.0,345266.0,771522.0,833383.0,643117.0,1595871.0,1175529.0,932106.0,755753.0
28,16,16,16,RiverCities Transit,DR,PT,DemandResponse,5024.0,4749.0,5408.0,6526.0,7707.0,8821.0,11631.0,7265.0,13892.0,14572.0,14996.0,20288.0,0.0,14948.0,31743.0,35145.0
29,16,16,16,RiverCities Transit,MB,DO,Bus,93973.0,91239.0,95882.0,92209.0,93844.0,107533.0,119890.0,67993.0,127443.0,134864.0,131217.0,123942.0,121006.0,133339.0,160952.0,153470.0
30,18,18,18,Ben Franklin Transit,DR,DO,DemandResponse,119471.0,138097.0,0.0,139255.0,281220.0,189211.0,221035.0,270828.0,283732.0,294618.0,303952.0,261144.0,290085.0,288193.0,304891.0,317092.0
31,18,18,18,Ben Franklin Transit,DR,PT,DemandResponse,21000.0,25280.0,0.0,142014.0,53058.0,68030.0,170704.0,135465.0,10.0,200.0,1400.0,31275.0,30660.0,31742.0,32694.0,33505.0
32,18,18,18,Ben Franklin Transit,MB,DO,Bus,637622.0,607601.0,0.0,668095.0,708239.0,1013459.0,1125487.0,1194936.0,1303603.0,1374355.0,1376351.0,1277604.0,1461664.0,1285120.0,1316704.0,1483642.0
33,18,18,18,Ben Franklin Transit,VP,DO,DemandResponse,794553.0,806388.0,0.0,1204748.0,1172849.0,1538866.0,2005830.0,2367733.0,2253987.0,2492744.0,2317843.0,2156253.0,2282102.0,2209862.0,2122070.0,1877932.0
34,19,19,19,Intercity Transit,DR,DO,DemandResponse,45329.0,50600.0,54875.0,58810.0,103356.0,113448.0,124936.0,149473.0,160737.0,187415.0,197789.0,210126.0,236646.0,284661.0,285297.0,273955.0
35,19,19,19,Intercity Transit,MB,DO,Bus,1320524.0,1371875.0,1361666.0,1390997.0,1482310.0,1628735.0,1850861.0,2306799.0,2414920.0,2381146.0,2194800.0,2463042.0,2608098.0,2475078.0,2569963.0,2316371.0
36,19,19,19,Intercity Transit,VP,DO,DemandResponse,362228.0,383308.0,482890.0,620317.0,770923.0,951969.0,1128136.0,1485139.0,1367099.0,1474232.0,1641547.0,1845933.0,1832856.0,1746164.0,1544524.0,1434951.0
37,20,20,20,Kitsap Transit,DR,DO,DemandResponse,160952.0,173655.0,197441.0,201298.0,304433.0,319074.0,323069.0,349719.0,306714.0,298238.0,294996.0,298168.0,295423.0,372561.0,311177.0,266329.0
38,20,20,20,Kitsap Transit,FB,PT,Other,0.0,36178.0,190212.0,195603.0,231064.0,238098.0,300442.0,548627.0,751773.0,939122.0,827536.0,779834.0,761800.0,834621.0,495647.0,601182.0
39,20,20,20,Kitsap Transit,MB,DO,Bus,1685603.0,1672997.0,1783391.0,1897753.0,2657745.0,2769629.0,3414453.0,4649636.0,5935508.0,5758992.0,5314319.0,5145340.0,5027829.0,4866090.0,4147052.0,4023907.0
40,20,20,20,Kitsap Transit,VP,DO,DemandResponse,141927.0,163393.0,233816.0,323923.0,543619.0,587281.0,646680.0,846431.0,958583.0,924836.0,740109.0,589039.0,646508.0,596936.0,481700.0,505729.0
41,21,21,21,Whatcom Transportation Authority,DR,DO,DemandResponse,111716.0,122994.0,116255.0,105322.0,132825.0,142379.0,144926.0,159365.0,179176.0,170743.0,75953.0,76441.0,80929.0,80336.0,79745.0,91098.0
42,21,0,0,0,DR,PT,DemandResponse,162.0,85.0,97.0,63.0,65.0,81.0,92.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,21,21,21,Whatcom Transportation Authority,MB,DO,Bus,822658.0,907963.0,913706.0,904048.0,1013928.0,1089636.0,1273068.0,1384476.0,1519401.0,1663823.0,1858288.0,1859314.0,1825001.0,1669332.0,2427484.0,2564870.0
44,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,0.0,0.0,0.0
45,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,0.0,0.0,35700.0
46,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,0.0,40163.0,0.0
47,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,0.0,40163.0,35700.0
48,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,38546.0,0.0,0.0
49,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,38546.0,0.0,35700.0
50,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,38546.0,40163.0,0.0
51,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,0.0,38546.0,40163.0,35700.0
52,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,0.0,0.0,0.0
53,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,0.0,0.0,35700.0
54,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,0.0,40163.0,0.0
55,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,0.0,40163.0,35700.0
56,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,38546.0,0.0,0.0
57,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,38546.0,0.0,35700.0
58,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,38546.0,40163.0,0.0
59,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,195305.0,194121.0,142529.0,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,38546.0,40163.0,35700.0
60,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,0.0,0.0,0.0
61,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,0.0,0.0,96798.0
62,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,0.0,86224.0,0.0
63,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,0.0,86224.0,96798.0
64,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,93336.0,0.0,0.0
65,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,93336.0,0.0,96798.0
66,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,93336.0,86224.0,0.0
67,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,0.0,93336.0,86224.0,96798.0
68,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,0.0,0.0,0.0
69,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,0.0,0.0,96798.0
70,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,0.0,86224.0,0.0
71,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,0.0,86224.0,96798.0
72,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,93336.0,0.0,0.0
73,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,93336.0,0.0,96798.0
74,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,93336.0,86224.0,0.0
75,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,53789.0,54321.0,49921.0,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,93336.0,86224.0,96798.0
76,23,0,0,0,MO,PT,Rail,2462086.0,2761493.0,1010942.0,2153805.0,370558.0,2735891.0,2707888.0,2950195.0,3053436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,24,24,24,Clark County Public Transportation Benefit Area Authority,DR,DO,DemandResponse,81943.0,84458.0,74693.0,158469.0,241677.0,234627.0,266498.0,230340.0,336942.0,330428.0,340685.0,378198.0,400362.0,399531.0,398374.0,432468.0
78,24,24,24,Clark County Public Transportation Benefit Area Authority,MB,DO,Bus,3435815.0,3465502.0,3876010.0,4606865.0,4818489.0,5345781.0,6346589.0,6670570.0,6793511.0,7295061.0,7204993.0,3920025.0,3948890.0,4273160.0,3432785.0,2912059.0
79,24,24,24,Clark County Public Transportation Benefit Area Authority,VP,DO,DemandResponse,73295.0,68294.0,47194.0,1107.0,0.0,0.0,0.0,37348.0,46697.0,67246.0,158695.0,199799.0,221424.0,209957.0,221495.0,187394.0
80,25,25,25,Salem Area Mass Transit District,DR,PT,DemandResponse,0.0,56601.0,166936.0,343733.0,360920.0,372961.0,381634.0,316694.0,389909.0,311598.0,248961.0,198154.0,175101.0,226675.0,388919.0,376359.0
81,25,25,25,Salem Area Mass Transit District,MB,DO,Bus,1464637.0,1525901.0,1626984.0,1879173.0,2044104.0,2286289.0,2762266.0,3231769.0,2095166.0,2156084.0,2487342.0,2358925.0,2601415.0,2623816.0,2305504.0,2551972.0
82,28,28,28,Pierce County Ferry Operations,FB,PT,Other,1220552.0,1253823.0,1479438.0,1616163.0,1881778.0,2014782.0,1886133.0,2001360.0,1168672.0,1897368.0,1939609.0,2000989.0,2154764.0,2233060.0,2369795.0,2004543.0
83,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,DemandResponse,129492.0,134370.0,132087.0,140074.0,243329.0,235212.0,274305.0,229212.0,280741.0,290959.0,279449.0,318984.0,321724.0,353714.0,379461.0,385633.0
84,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Bus,5993181.0,5280713.0,6100751.0,6214017.0,6804775.0,8272257.0,9057871.0,9165487.0,9741508.0,9562218.0,9677372.0,7467102.0,7533895.0,7753747.0,7985564.0,8135402.0
85,29,0,0,0,MB,PT,Bus,5233123.0,5471651.0,6052420.0,7108255.0,7395331.0,8657310.0,9814194.0,9641865.0,11969219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,DemandResponse,1336713.0,1253852.0,1236379.0,1364342.0,1564549.0,1658155.0,2136079.0,2581320.0,2605099.0,2950728.0,2621213.0,2752805.0,2788850.0,2932352.0,2797527.0,2772180.0
87,33,0,0,0,DR,DO,DemandResponse,129492.0,134370.0,132087.0,140074.0,243329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,34,0,0,0,DR,DO,DemandResponse,5628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,34,34,34,Rogue Valley Transportation District,DR,PT,DemandResponse,138600.0,0.0,0.0,136839.0,112639.0,117108.0,110931.0,117420.0,111183.0,103746.0,174488.0,123970.0,133061.0,119981.0,147408.0,156086.0
90,34,34,34,Rogue Valley Transportation District,MB,DO,Bus,327827.0,636746.0,735846.0,750969.0,816634.0,1026636.0,1080447.0,1106141.0,1216994.0,1251472.0,1049229.0,1326362.0,1130203.0,1256420.0,1001600.0,1101858.0
91,35,35,35,Washington State Ferries,FB,DO,Other,26526214.0,50504731.0,56970403.0,58457439.0,32520094.0,34283767.0,35698924.0,35208864.0,36402916.0,35587378.0,36280648.0,37615750.0,38179089.0,39554501.0,40721339.0,41670964.0
92,40,40,40,Central Puget Sound Regional Transit Authority,CR,PT,Rail,1575929.0,1843301.0,2263014.0,3052863.0,5108179.0,6622730.0,8196172.0,7766691.0,7134458.0,8336093.0,9480587.0,9484285.0,10457882.0,11903668.0,13579238.0,15042598.0
93,40,0,0,0,LR,PT,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,0.0,0.0,0.0,0.0,0.0,0.0
94,40,0,0,0,MB,PT,Bus,7558980.0,9659890.0,10855995.0,13429855.0,12941435.0,15406024.0,3641733.0,3799016.0,5331173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,40,0,0,0,TB,PT,Bus,90478.0,121362.0,86526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,41,41,41,Alaska Railroad Corporation,AR,DO,Other,725212.0,814088.0,927822.0,1231778.0,1343905.0,1481165.0,1551649.0,1394379.0,1279438.0,1445703.0,14500525.0,15470981.0,16453864.0,19932525.0,21161796.0,23264241.0
97,42,0,0,0,DR,PT,DemandResponse,140592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,0.0,0.0,0.0
99,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,0.0,0.0,12693.0
100,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,0.0,14875.0,0.0
101,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,0.0,14875.0,12693.0
102,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,14080.0,0.0,0.0
103,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,14080.0,0.0,12693.0
104,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,14080.0,14875.0,0.0
105,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,0.0,14080.0,14875.0,12693.0
106,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,0.0,0.0,0.0
107,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,0.0,0.0,12693.0
108,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,0.0,14875.0,0.0
109,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,0.0,14875.0,12693.0
110,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,14080.0,0.0,0.0
111,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,14080.0,0.0,12693.0
112,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,14080.0,14875.0,0.0
113,42,42,42,Targhee Regional Public Transit Authority,MB,DO,Bus,369.0,0.0,0.0,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,14080.0,14875.0,12693.0
114,42,0,0,0,MB,PT,Bus,32909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,46,46,46,South Metro Area Regional Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,0.0,0.0,0.0,16735.0
116,46,46,46,South Metro Area Regional Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,0.0,0.0,7609.0,16735.0
117,46,46,46,South Metro Area Regional Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,0.0,9748.0,0.0,16735.0
118,46,46,46,South Metro Area Regional Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,0.0,9748.0,7609.0,16735.0
119,46,46,46,South Metro Area Regional Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,7545.0,0.0,0.0,16735.0
