,CBSA,Mode,Year,MNAME,MAINTENANCE,RESTRUCTURE,NOTES,LINKS
1219,19820,Rail,2010,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1220,19820,Rail,2011,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1221,19820,Rail,2012,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1222,19820,Rail,2013,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1223,19820,Rail,2014,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1224,19820,Rail,2015,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1225,19820,Rail,2016,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1226,19820,Rail,2017,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1227,19820,Rail,2018,"Detroit-Warren-Livonia, MI Metro Area",0,0,,
1228,20260,Bus,2004,"Duluth, MN-WI Metro Area",0,0,,
1229,20260,Bus,2005,"Duluth, MN-WI Metro Area",0,0,,
1230,20260,Bus,2006,"Duluth, MN-WI Metro Area",0,0,,
1231,20260,Bus,2007,"Duluth, MN-WI Metro Area",0,0,,
1232,20260,Bus,2008,"Duluth, MN-WI Metro Area",0,0,,
1233,20260,Bus,2009,"Duluth, MN-WI Metro Area",0,0,,
1234,20260,Bus,2010,"Duluth, MN-WI Metro Area",0,0,,
1235,20260,Bus,2011,"Duluth, MN-WI Metro Area",0,0,,
1236,20260,Bus,2012,"Duluth, MN-WI Metro Area",0,0,,
1237,20260,Bus,2013,"Duluth, MN-WI Metro Area",0,0,,
1238,20260,Bus,2014,"Duluth, MN-WI Metro Area",0,0,,
1239,20260,Bus,2015,"Duluth, MN-WI Metro Area",0,0,,
1240,20260,Bus,2016,"Duluth, MN-WI Metro Area",0,0,,
1241,20260,Bus,2017,"Duluth, MN-WI Metro Area",0,0,,
1242,20260,Bus,2018,"Duluth, MN-WI Metro Area",0,0,,
1243,20500,Bus,2002,"Durham-Chapel Hill, NC Metro Area",0,0,,
1244,20500,Bus,2003,"Durham-Chapel Hill, NC Metro Area",0,0,,
1245,20500,Bus,2004,"Durham-Chapel Hill, NC Metro Area",0,0,,
1246,20500,Bus,2005,"Durham-Chapel Hill, NC Metro Area",0,0,,
1247,20500,Bus,2006,"Durham-Chapel Hill, NC Metro Area",0,0,,
1248,20500,Bus,2007,"Durham-Chapel Hill, NC Metro Area",0,0,,
1249,20500,Bus,2008,"Durham-Chapel Hill, NC Metro Area",0,0,,
1250,20500,Bus,2009,"Durham-Chapel Hill, NC Metro Area",0,0,,
1251,20500,Bus,2010,"Durham-Chapel Hill, NC Metro Area",0,0,,
1252,20500,Bus,2011,"Durham-Chapel Hill, NC Metro Area",0,0,,
1253,20500,Bus,2012,"Durham-Chapel Hill, NC Metro Area",0,0,,
1254,20500,Bus,2013,"Durham-Chapel Hill, NC Metro Area",0,0,,
1255,20500,Bus,2014,"Durham-Chapel Hill, NC Metro Area",0,0,,
1256,20500,Bus,2015,"Durham-Chapel Hill, NC Metro Area",0,0,,
1257,20500,Bus,2016,"Durham-Chapel Hill, NC Metro Area",0,0,,
1258,20500,Bus,2017,"Durham-Chapel Hill, NC Metro Area",0,0,,
1259,20500,Bus,2018,"Durham-Chapel Hill, NC Metro Area",0,0,,
1260,20740,Bus,2002,"Eau Claire, WI Metro Area",0,0,,
1261,20740,Bus,2003,"Eau Claire, WI Metro Area",0,0,,
1262,20740,Bus,2004,"Eau Claire, WI Metro Area",0,0,,
1263,20740,Bus,2005,"Eau Claire, WI Metro Area",0,0,,
1264,20740,Bus,2006,"Eau Claire, WI Metro Area",0,0,,
1265,20740,Bus,2007,"Eau Claire, WI Metro Area",0,0,,
1266,20740,Bus,2008,"Eau Claire, WI Metro Area",0,0,,
1267,20740,Bus,2009,"Eau Claire, WI Metro Area",0,0,,
1268,20740,Bus,2010,"Eau Claire, WI Metro Area",0,0,,
1269,20740,Bus,2011,"Eau Claire, WI Metro Area",0,0,,
1270,20740,Bus,2012,"Eau Claire, WI Metro Area",0,0,,
1271,20740,Bus,2013,"Eau Claire, WI Metro Area",0,0,,
1272,20740,Bus,2014,"Eau Claire, WI Metro Area",0,0,,
1273,20740,Bus,2015,"Eau Claire, WI Metro Area",0,0,,
1274,20740,Bus,2016,"Eau Claire, WI Metro Area",0,0,,
1275,20740,Bus,2017,"Eau Claire, WI Metro Area",0,0,,
1276,20740,Bus,2018,"Eau Claire, WI Metro Area",0,0,,
1277,20940,Bus,2011,"El Centro, CA Metro Area",0,0,,
1278,20940,Bus,2012,"El Centro, CA Metro Area",0,0,,
1279,20940,Bus,2013,"El Centro, CA Metro Area",0,0,,
1280,20940,Bus,2014,"El Centro, CA Metro Area",0,0,,
1281,20940,Bus,2015,"El Centro, CA Metro Area",0,0,,
1282,20940,Bus,2016,"El Centro, CA Metro Area",0,0,,
1283,20940,Bus,2017,"El Centro, CA Metro Area",0,0,,
1284,20940,Bus,2018,"El Centro, CA Metro Area",0,0,,
1285,21340,Bus,2002,"El Paso, TX Metro Area",0,0,,
1286,21340,Bus,2003,"El Paso, TX Metro Area",0,0,,
1287,21340,Bus,2004,"El Paso, TX Metro Area",0,0,,
1288,21340,Bus,2005,"El Paso, TX Metro Area",0,0,,
1289,21340,Bus,2006,"El Paso, TX Metro Area",0,0,,
1290,21340,Bus,2007,"El Paso, TX Metro Area",0,0,,
1291,21340,Bus,2008,"El Paso, TX Metro Area",0,0,,
1292,21340,Bus,2009,"El Paso, TX Metro Area",0,0,,
1293,21340,Bus,2010,"El Paso, TX Metro Area",0,0,,
1294,21340,Bus,2011,"El Paso, TX Metro Area",0,0,,
1295,21340,Bus,2012,"El Paso, TX Metro Area",0,0,,
1296,21340,Bus,2013,"El Paso, TX Metro Area",0,0,,
1297,21340,Bus,2014,"El Paso, TX Metro Area",0,0,,
1298,21340,Bus,2015,"El Paso, TX Metro Area",0,0,,
1299,21340,Bus,2016,"El Paso, TX Metro Area",0,0,,
1300,21340,Bus,2017,"El Paso, TX Metro Area",0,0,,
1301,21340,Bus,2018,"El Paso, TX Metro Area",0,0,,
1302,21340,Rail,2018,"El Paso, TX Metro Area",0,0,,
1303,21060,Bus,2011,"Elizabethtown, KY Metro Area",0,0,,
1304,21060,Bus,2012,"Elizabethtown, KY Metro Area",0,0,,
1305,21060,Bus,2013,"Elizabethtown, KY Metro Area",0,0,,
1306,21060,Bus,2014,"Elizabethtown, KY Metro Area",0,0,,
1307,21060,Bus,2015,"Elizabethtown, KY Metro Area",0,0,,
1308,21060,Bus,2016,"Elizabethtown, KY Metro Area",0,0,,
1309,21060,Bus,2017,"Elizabethtown, KY Metro Area",0,0,,
1310,21060,Bus,2018,"Elizabethtown, KY Metro Area",0,0,,
1311,21140,Bus,2002,"Elkhart-Goshen, IN Metro Area",0,0,,
1312,21140,Bus,2003,"Elkhart-Goshen, IN Metro Area",0,0,,
1313,21140,Bus,2004,"Elkhart-Goshen, IN Metro Area",0,0,,
1314,21140,Bus,2005,"Elkhart-Goshen, IN Metro Area",0,0,,
1315,21140,Bus,2006,"Elkhart-Goshen, IN Metro Area",0,0,,
1316,21140,Bus,2007,"Elkhart-Goshen, IN Metro Area",0,0,,
1317,21140,Bus,2008,"Elkhart-Goshen, IN Metro Area",0,0,,
1318,21140,Bus,2009,"Elkhart-Goshen, IN Metro Area",0,0,,
1319,21140,Bus,2010,"Elkhart-Goshen, IN Metro Area",0,0,,
1320,21140,Bus,2011,"Elkhart-Goshen, IN Metro Area",0,0,,
1321,21140,Bus,2012,"Elkhart-Goshen, IN Metro Area",0,0,,
1322,21140,Bus,2013,"Elkhart-Goshen, IN Metro Area",0,0,,
1323,21140,Bus,2014,"Elkhart-Goshen, IN Metro Area",0,0,,
1324,21140,Bus,2015,"Elkhart-Goshen, IN Metro Area",0,0,,
1325,21140,Bus,2016,"Elkhart-Goshen, IN Metro Area",0,0,,
1326,21140,Bus,2017,"Elkhart-Goshen, IN Metro Area",0,0,,
1327,21140,Bus,2018,"Elkhart-Goshen, IN Metro Area",0,0,,
1328,21500,Bus,2002,"Erie, PA Metro Area",0,0,,
1329,21500,Bus,2003,"Erie, PA Metro Area",0,0,,
1330,21500,Bus,2004,"Erie, PA Metro Area",0,0,,
1331,21500,Bus,2005,"Erie, PA Metro Area",0,0,,
1332,21500,Bus,2006,"Erie, PA Metro Area",0,0,,
1333,21500,Bus,2007,"Erie, PA Metro Area",0,0,,
1334,21500,Bus,2008,"Erie, PA Metro Area",0,0,,
1335,21500,Bus,2009,"Erie, PA Metro Area",0,0,,
1336,21500,Bus,2010,"Erie, PA Metro Area",0,0,,
1337,21500,Bus,2011,"Erie, PA Metro Area",0,0,,
1338,21500,Bus,2012,"Erie, PA Metro Area",0,0,,
1339,21500,Bus,2013,"Erie, PA Metro Area",0,0,,
1340,21500,Bus,2014,"Erie, PA Metro Area",0,0,,
1341,21500,Bus,2015,"Erie, PA Metro Area",0,0,,
1342,21500,Bus,2016,"Erie, PA Metro Area",0,0,,
1343,21500,Bus,2017,"Erie, PA Metro Area",0,0,,
1344,21500,Bus,2018,"Erie, PA Metro Area",0,0,,
1345,21660,Bus,2002,"Eugene-Springfield, OR Metro Area",0,0,,
1346,21660,Bus,2003,"Eugene-Springfield, OR Metro Area",0,0,,
1347,21660,Bus,2004,"Eugene-Springfield, OR Metro Area",0,0,,
1348,21660,Bus,2005,"Eugene-Springfield, OR Metro Area",0,0,,
1349,21660,Bus,2006,"Eugene-Springfield, OR Metro Area",0,0,,
1350,21660,Bus,2007,"Eugene-Springfield, OR Metro Area",0,0,,
1351,21660,Bus,2008,"Eugene-Springfield, OR Metro Area",0,0,,
1352,21660,Bus,2009,"Eugene-Springfield, OR Metro Area",0,0,,
1353,21660,Bus,2010,"Eugene-Springfield, OR Metro Area",0,0,,
1354,21660,Bus,2011,"Eugene-Springfield, OR Metro Area",0,0,,
1355,21660,Bus,2012,"Eugene-Springfield, OR Metro Area",0,0,,
1356,21660,Bus,2013,"Eugene-Springfield, OR Metro Area",0,0,,
1357,21660,Bus,2014,"Eugene-Springfield, OR Metro Area",0,0,,
1358,21660,Bus,2015,"Eugene-Springfield, OR Metro Area",0,0,,
1359,21660,Bus,2016,"Eugene-Springfield, OR Metro Area",0,0,,
1360,21660,Bus,2017,"Eugene-Springfield, OR Metro Area",0,0,,
1361,21660,Bus,2018,"Eugene-Springfield, OR Metro Area",0,0,,
1362,21780,Bus,2002,"Evansville, IN-KY Metro Area",0,0,,
1363,21780,Bus,2003,"Evansville, IN-KY Metro Area",0,0,,
1364,21780,Bus,2004,"Evansville, IN-KY Metro Area",0,0,,
1365,21780,Bus,2005,"Evansville, IN-KY Metro Area",0,0,,
1366,21780,Bus,2006,"Evansville, IN-KY Metro Area",0,0,,
1367,21780,Bus,2007,"Evansville, IN-KY Metro Area",0,0,,
1368,21780,Bus,2008,"Evansville, IN-KY Metro Area",0,0,,
1369,21780,Bus,2009,"Evansville, IN-KY Metro Area",0,0,,
1370,21780,Bus,2010,"Evansville, IN-KY Metro Area",0,0,,
1371,21780,Bus,2011,"Evansville, IN-KY Metro Area",0,0,,
1372,21780,Bus,2012,"Evansville, IN-KY Metro Area",0,0,,
1373,21780,Bus,2013,"Evansville, IN-KY Metro Area",0,0,,
1374,21780,Bus,2014,"Evansville, IN-KY Metro Area",0,0,,
1375,21780,Bus,2015,"Evansville, IN-KY Metro Area",0,0,,
1376,21780,Bus,2016,"Evansville, IN-KY Metro Area",0,0,,
1377,21780,Bus,2017,"Evansville, IN-KY Metro Area",0,0,,
1378,21780,Bus,2018,"Evansville, IN-KY Metro Area",0,0,,
1379,22020,Bus,2002,"Fargo, ND-MN Metro Area",0,0,,
1380,22020,Bus,2003,"Fargo, ND-MN Metro Area",0,0,,
1381,22020,Bus,2004,"Fargo, ND-MN Metro Area",0,0,,
1382,22020,Bus,2005,"Fargo, ND-MN Metro Area",0,0,,
1383,22020,Bus,2006,"Fargo, ND-MN Metro Area",0,0,,
1384,22020,Bus,2007,"Fargo, ND-MN Metro Area",0,0,,
1385,22020,Bus,2008,"Fargo, ND-MN Metro Area",0,0,,
1386,22020,Bus,2009,"Fargo, ND-MN Metro Area",0,0,,
1387,22020,Bus,2010,"Fargo, ND-MN Metro Area",0,0,,
1388,22020,Bus,2011,"Fargo, ND-MN Metro Area",0,0,,
1389,22020,Bus,2012,"Fargo, ND-MN Metro Area",0,0,,
1390,22020,Bus,2013,"Fargo, ND-MN Metro Area",0,0,,
1391,22020,Bus,2014,"Fargo, ND-MN Metro Area",0,0,,
1392,22020,Bus,2015,"Fargo, ND-MN Metro Area",0,0,,
1393,22020,Bus,2016,"Fargo, ND-MN Metro Area",0,0,,
1394,22020,Bus,2017,"Fargo, ND-MN Metro Area",0,0,,
1395,22020,Bus,2018,"Fargo, ND-MN Metro Area",0,0,,
1396,22180,Bus,2003,"Fayetteville, NC Metro Area",0,0,,
1397,22180,Bus,2004,"Fayetteville, NC Metro Area",0,0,,
1398,22180,Bus,2005,"Fayetteville, NC Metro Area",0,0,,
1399,22180,Bus,2006,"Fayetteville, NC Metro Area",0,0,,
1400,22180,Bus,2007,"Fayetteville, NC Metro Area",0,0,,
1401,22180,Bus,2008,"Fayetteville, NC Metro Area",0,0,,
1402,22180,Bus,2009,"Fayetteville, NC Metro Area",0,0,,
1403,22180,Bus,2010,"Fayetteville, NC Metro Area",0,0,,
1404,22180,Bus,2011,"Fayetteville, NC Metro Area",0,0,,
1405,22180,Bus,2012,"Fayetteville, NC Metro Area",0,0,,
1406,22180,Bus,2013,"Fayetteville, NC Metro Area",0,0,,
1407,22180,Bus,2014,"Fayetteville, NC Metro Area",0,0,,
1408,22180,Bus,2015,"Fayetteville, NC Metro Area",0,0,,
1409,22180,Bus,2016,"Fayetteville, NC Metro Area",0,0,,
1410,22180,Bus,2017,"Fayetteville, NC Metro Area",0,0,,
1411,22180,Bus,2018,"Fayetteville, NC Metro Area",0,0,,
1412,22220,Bus,2002,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1413,22220,Bus,2003,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1414,22220,Bus,2004,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1415,22220,Bus,2005,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1416,22220,Bus,2006,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1417,22220,Bus,2007,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1418,22220,Bus,2008,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1419,22220,Bus,2009,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1420,22220,Bus,2010,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1421,22220,Bus,2011,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1422,22220,Bus,2012,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1423,22220,Bus,2013,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1424,22220,Bus,2014,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1425,22220,Bus,2015,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1426,22220,Bus,2016,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1427,22220,Bus,2017,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1428,22220,Bus,2018,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0,0,,
1429,22380,Bus,2002,"Flagstaff, AZ Metro Area",0,0,,
1430,22380,Bus,2003,"Flagstaff, AZ Metro Area",0,0,,
1431,22380,Bus,2004,"Flagstaff, AZ Metro Area",0,0,,
1432,22380,Bus,2005,"Flagstaff, AZ Metro Area",0,0,,
1433,22380,Bus,2006,"Flagstaff, AZ Metro Area",0,0,,
1434,22380,Bus,2007,"Flagstaff, AZ Metro Area",0,0,,
1435,22380,Bus,2008,"Flagstaff, AZ Metro Area",0,0,,
1436,22380,Bus,2009,"Flagstaff, AZ Metro Area",0,0,,
1437,22380,Bus,2010,"Flagstaff, AZ Metro Area",0,0,,
1438,22380,Bus,2011,"Flagstaff, AZ Metro Area",0,0,,
1439,22380,Bus,2012,"Flagstaff, AZ Metro Area",0,0,,
1440,22380,Bus,2013,"Flagstaff, AZ Metro Area",0,0,,
1441,22380,Bus,2014,"Flagstaff, AZ Metro Area",0,0,,
1442,22380,Bus,2015,"Flagstaff, AZ Metro Area",0,0,,
1443,22380,Bus,2016,"Flagstaff, AZ Metro Area",0,0,,
1444,22380,Bus,2017,"Flagstaff, AZ Metro Area",0,0,,
1445,22380,Bus,2018,"Flagstaff, AZ Metro Area",0,0,,
1446,22420,Bus,2002,"Flint, MI Metro Area",0,0,,
1447,22420,Bus,2003,"Flint, MI Metro Area",0,0,,
1448,22420,Bus,2004,"Flint, MI Metro Area",0,0,,
1449,22420,Bus,2005,"Flint, MI Metro Area",0,0,,
1450,22420,Bus,2006,"Flint, MI Metro Area",0,0,,
1451,22420,Bus,2007,"Flint, MI Metro Area",0,0,,
1452,22420,Bus,2008,"Flint, MI Metro Area",0,0,,
1453,22420,Bus,2009,"Flint, MI Metro Area",0,0,,
1454,22420,Bus,2010,"Flint, MI Metro Area",0,0,,
1455,22420,Bus,2011,"Flint, MI Metro Area",0,0,,
1456,22420,Bus,2012,"Flint, MI Metro Area",0,0,,
1457,22420,Bus,2013,"Flint, MI Metro Area",0,0,,
1458,22420,Bus,2014,"Flint, MI Metro Area",0,0,,
1459,22420,Bus,2015,"Flint, MI Metro Area",0,0,,
1460,22420,Bus,2016,"Flint, MI Metro Area",0,0,,
1461,22420,Bus,2017,"Flint, MI Metro Area",0,0,,
1462,22420,Bus,2018,"Flint, MI Metro Area",0,0,,
1463,22660,Bus,2002,"Fort Collins-Loveland, CO Metro Area",0,0,,
1464,22660,Bus,2003,"Fort Collins-Loveland, CO Metro Area",0,0,,
1465,22660,Bus,2004,"Fort Collins-Loveland, CO Metro Area",0,0,,
1466,22660,Bus,2005,"Fort Collins-Loveland, CO Metro Area",0,0,,
1467,22660,Bus,2006,"Fort Collins-Loveland, CO Metro Area",0,0,,
1468,22660,Bus,2007,"Fort Collins-Loveland, CO Metro Area",0,0,,
1469,22660,Bus,2008,"Fort Collins-Loveland, CO Metro Area",0,0,,
1470,22660,Bus,2009,"Fort Collins-Loveland, CO Metro Area",0,0,,
1471,22660,Bus,2010,"Fort Collins-Loveland, CO Metro Area",0,0,,
1472,22660,Bus,2011,"Fort Collins-Loveland, CO Metro Area",0,0,,
1473,22660,Bus,2012,"Fort Collins-Loveland, CO Metro Area",0,0,,
1474,22660,Bus,2013,"Fort Collins-Loveland, CO Metro Area",0,0,,
1475,22660,Bus,2014,"Fort Collins-Loveland, CO Metro Area",0,0,,
1476,22660,Bus,2015,"Fort Collins-Loveland, CO Metro Area",0,0,,
1477,22660,Bus,2016,"Fort Collins-Loveland, CO Metro Area",0,0,,
1478,22660,Bus,2017,"Fort Collins-Loveland, CO Metro Area",0,0,,
1479,22660,Bus,2018,"Fort Collins-Loveland, CO Metro Area",0,0,,
1480,23060,Bus,2002,"Fort Wayne, IN Metro Area",0,0,,
1481,23060,Bus,2003,"Fort Wayne, IN Metro Area",0,0,,
1482,23060,Bus,2004,"Fort Wayne, IN Metro Area",0,0,,
1483,23060,Bus,2005,"Fort Wayne, IN Metro Area",0,0,,
1484,23060,Bus,2006,"Fort Wayne, IN Metro Area",0,0,,
1485,23060,Bus,2007,"Fort Wayne, IN Metro Area",0,0,,
1486,23060,Bus,2008,"Fort Wayne, IN Metro Area",0,0,,
1487,23060,Bus,2009,"Fort Wayne, IN Metro Area",0,0,,
1488,23060,Bus,2010,"Fort Wayne, IN Metro Area",0,0,,
1489,23060,Bus,2011,"Fort Wayne, IN Metro Area",0,0,,
1490,23060,Bus,2012,"Fort Wayne, IN Metro Area",0,0,,
1491,23060,Bus,2013,"Fort Wayne, IN Metro Area",0,0,,
1492,23060,Bus,2014,"Fort Wayne, IN Metro Area",0,0,,
1493,23060,Bus,2015,"Fort Wayne, IN Metro Area",0,0,,
1494,23060,Bus,2016,"Fort Wayne, IN Metro Area",0,0,,
1495,23060,Bus,2017,"Fort Wayne, IN Metro Area",0,0,,
1496,23060,Bus,2018,"Fort Wayne, IN Metro Area",0,0,,
1497,23420,Bus,2002,"Fresno, CA Metro Area",0,0,,
1498,23420,Bus,2003,"Fresno, CA Metro Area",0,0,,
1499,23420,Bus,2004,"Fresno, CA Metro Area",0,0,,
1500,23420,Bus,2005,"Fresno, CA Metro Area",0,0,,
1501,23420,Bus,2006,"Fresno, CA Metro Area",0,0,,
1502,23420,Bus,2007,"Fresno, CA Metro Area",0,0,,
1503,23420,Bus,2008,"Fresno, CA Metro Area",0,0,,
1504,23420,Bus,2009,"Fresno, CA Metro Area",0,0,,
1505,23420,Bus,2010,"Fresno, CA Metro Area",0,0,,
1506,23420,Bus,2011,"Fresno, CA Metro Area",0,0,,
1507,23420,Bus,2012,"Fresno, CA Metro Area",0,0,,
1508,23420,Bus,2013,"Fresno, CA Metro Area",0,0,,
1509,23420,Bus,2014,"Fresno, CA Metro Area",0,0,,
1510,23420,Bus,2015,"Fresno, CA Metro Area",0,0,,
1511,23420,Bus,2016,"Fresno, CA Metro Area",0,0,,
1512,23420,Bus,2017,"Fresno, CA Metro Area",0,0,,
1513,23420,Bus,2018,"Fresno, CA Metro Area",0,0,,
1514,23540,Bus,2004,"Gainesville, FL Metro Area",0,0,,
1515,23540,Bus,2005,"Gainesville, FL Metro Area",0,0,,
1516,23540,Bus,2006,"Gainesville, FL Metro Area",0,0,,
1517,23540,Bus,2007,"Gainesville, FL Metro Area",0,0,,
1518,23540,Bus,2008,"Gainesville, FL Metro Area",0,0,,
1519,23540,Bus,2009,"Gainesville, FL Metro Area",0,0,,
1520,23540,Bus,2010,"Gainesville, FL Metro Area",0,0,,
1521,23540,Bus,2011,"Gainesville, FL Metro Area",0,0,,
1522,23540,Bus,2012,"Gainesville, FL Metro Area",0,0,,
1523,23540,Bus,2013,"Gainesville, FL Metro Area",0,0,,
1524,23540,Bus,2014,"Gainesville, FL Metro Area",0,0,,
1525,23540,Bus,2015,"Gainesville, FL Metro Area",0,0,,
1526,23540,Bus,2016,"Gainesville, FL Metro Area",0,0,,
1527,23540,Bus,2017,"Gainesville, FL Metro Area",0,0,,
1528,23540,Bus,2018,"Gainesville, FL Metro Area",0,0,,
1529,24340,Bus,2002,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1530,24340,Bus,2003,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1531,24340,Bus,2004,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1532,24340,Bus,2005,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1533,24340,Bus,2006,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1534,24340,Bus,2007,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1535,24340,Bus,2008,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1536,24340,Bus,2009,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1537,24340,Bus,2010,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1538,24340,Bus,2011,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1539,24340,Bus,2012,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1540,24340,Bus,2013,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1541,24340,Bus,2014,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1542,24340,Bus,2015,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1543,24340,Bus,2016,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1544,24340,Bus,2017,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1545,24340,Bus,2018,"Grand Rapids-Wyoming, MI Metro Area",0,0,,
1546,24500,Bus,2002,"Great Falls, MT Metro Area",0,0,,
1547,24500,Bus,2003,"Great Falls, MT Metro Area",0,0,,
1548,24500,Bus,2004,"Great Falls, MT Metro Area",0,0,,
1549,24500,Bus,2005,"Great Falls, MT Metro Area",0,0,,
1550,24500,Bus,2006,"Great Falls, MT Metro Area",0,0,,
1551,24500,Bus,2007,"Great Falls, MT Metro Area",0,0,,
1552,24500,Bus,2008,"Great Falls, MT Metro Area",0,0,,
1553,24500,Bus,2009,"Great Falls, MT Metro Area",0,0,,
1554,24500,Bus,2010,"Great Falls, MT Metro Area",0,0,,
1555,24500,Bus,2011,"Great Falls, MT Metro Area",0,0,,
1556,24500,Bus,2012,"Great Falls, MT Metro Area",0,0,,
1557,24500,Bus,2013,"Great Falls, MT Metro Area",0,0,,
1558,24500,Bus,2014,"Great Falls, MT Metro Area",0,0,,
1559,24500,Bus,2015,"Great Falls, MT Metro Area",0,0,,
1560,24500,Bus,2016,"Great Falls, MT Metro Area",0,0,,
1561,24500,Bus,2017,"Great Falls, MT Metro Area",0,0,,
1562,24500,Bus,2018,"Great Falls, MT Metro Area",0,0,,
1563,24580,Bus,2006,"Green Bay, WI Metro Area",0,0,,
1564,24580,Bus,2007,"Green Bay, WI Metro Area",0,0,,
1565,24580,Bus,2008,"Green Bay, WI Metro Area",0,0,,
1566,24580,Bus,2009,"Green Bay, WI Metro Area",0,0,,
1567,24580,Bus,2010,"Green Bay, WI Metro Area",0,0,,
1568,24580,Bus,2011,"Green Bay, WI Metro Area",0,0,,
1569,24580,Bus,2012,"Green Bay, WI Metro Area",0,0,,
1570,24580,Bus,2013,"Green Bay, WI Metro Area",0,0,,
1571,24580,Bus,2014,"Green Bay, WI Metro Area",0,0,,
1572,24580,Bus,2015,"Green Bay, WI Metro Area",0,0,,
1573,24580,Bus,2016,"Green Bay, WI Metro Area",0,0,,
1574,24580,Bus,2017,"Green Bay, WI Metro Area",0,0,,
1575,24580,Bus,2018,"Green Bay, WI Metro Area",0,0,,
1576,24660,Bus,2002,"Greensboro-High Point, NC Metro Area",0,0,,
1577,24660,Bus,2003,"Greensboro-High Point, NC Metro Area",0,0,,
1578,24660,Bus,2004,"Greensboro-High Point, NC Metro Area",0,0,,
1579,24660,Bus,2005,"Greensboro-High Point, NC Metro Area",0,0,,
1580,24660,Bus,2006,"Greensboro-High Point, NC Metro Area",0,0,,
1581,24660,Bus,2007,"Greensboro-High Point, NC Metro Area",0,0,,
1582,24660,Bus,2008,"Greensboro-High Point, NC Metro Area",0,0,,
1583,24660,Bus,2009,"Greensboro-High Point, NC Metro Area",0,0,,
1584,24660,Bus,2010,"Greensboro-High Point, NC Metro Area",0,0,,
1585,24660,Bus,2011,"Greensboro-High Point, NC Metro Area",0,0,,
1586,24660,Bus,2012,"Greensboro-High Point, NC Metro Area",0,0,,
1587,24660,Bus,2013,"Greensboro-High Point, NC Metro Area",0,0,,
1588,24660,Bus,2014,"Greensboro-High Point, NC Metro Area",0,0,,
1589,24660,Bus,2015,"Greensboro-High Point, NC Metro Area",0,0,,
1590,24660,Bus,2016,"Greensboro-High Point, NC Metro Area",0,0,,
1591,24660,Bus,2017,"Greensboro-High Point, NC Metro Area",0,0,,
1592,24660,Bus,2018,"Greensboro-High Point, NC Metro Area",0,0,,
1593,24860,Bus,2003,"Greenville-Mauldin-Easley, SC Metro Area",0,0,,
1594,24860,Bus,2004,"Greenville-Mauldin-Easley, SC Metro Area",0,0,,
1595,24860,Bus,2005,"Greenville-Mauldin-Easley, SC Metro Area",0,0,,
1596,24860,Bus,2006,"Greenville-Mauldin-Easley, SC Metro Area",0,0,,
1597,24860,Bus,2007,"Greenville-Mauldin-Easley, SC Metro Area",0,0,,
1598,24860,Bus,2008,"Greenville-Mauldin-Easley, SC Metro Area",0,0,,
