,Unnamed: 0,CLUSTER_APTA4,Mode,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_PCT_CHNGE
10,10,1.0,0,2012,190,1982005795.96,2038141150.56,2071410232.5,33269081.939999744,2040396863.422564,-43693992.00857724,48778969.13951679,1.0804657190646705,7937154.0910799075,4.087393873029546,34150.68817084565,10.314420342970774,40.878820848083755,4.946992501197449,1.3892425646395894,0.0,0.0,0.0,0.2507927661176384,0.0,-13607589.765833816,-22340810.70236275,10577677.354012603,2216451.6482137004,2904369.3381795767,-1396245.7504827948,-343883.12016487017,-645260.6230107889,-20082763.36168294,0.0,0.0,0.0,989105.417729978,0.0,-41728949.565402105,-41567977.71152586,74837059.6515256,0.0,33269081.939999744,5016279.839826481,-70318032.44576158,107587665.96935453,-119509202.55195174,190745869.2805417,109705293.8460078,787391.5695755159,-6271584.471579726,-36001250.58343375,0.0,0.0,0.0,7700607.603971058,0.0,-105190179.2037336,2066393952.6601734,2141728264.9457614,1963822566.5306454,2190919435.051952,1880664363.2194586,1961704938.6539922,2070622840.9304247,2077681816.97158,2107411483.0834336,2071410232.5,2071410232.5,2071410232.5,2063709624.896029,2071410232.5,2176600411.703733,1.632324725442058
11,11,1.0,0,2013,190,1982005795.96,2071410232.5,2072288372.99,878140.490000315,2020423212.8999746,-19973650.522590246,49610749.17525179,1.1104609294024512,8025235.15859302,3.9222313615073783,34445.96554906579,10.045860706089446,40.85231664346156,4.9509370327780005,2.2225746763552374,0.0,0.0,0.0,0.2507927661176384,0.0,30261105.473729376,-16125712.701229,9645146.68895739,-11868515.772431824,-4849996.333089038,-3593957.347118773,-295501.2665112632,-7457.638089970438,-22492412.65925564,0.0,0.0,0.0,0.0,0.0,-19327301.555038746,-19480106.729192648,20358247.219192967,0.0,878140.490000315,35277385.31355586,-86443745.14699058,117232812.65831192,-119804703.81846298,178877353.50810987,104855297.51291876,-2806565.777543257,-6279042.1096696975,-58493663.24268938,0.0,0.0,0.0,7700607.603971058,0.0,-84831931.98454064,2037010987.676444,2158732118.1369905,1955055560.331688,2192093076.808463,1893411019.4818907,1967433075.4770813,2075094938.7675433,2078567415.0996695,2130782036.2326891,2072288372.99,2072288372.99,2072288372.99,2064587765.386029,2072288372.99,2157120304.9745407,0.04239336449256559
12,12,1.0,0,2014,190,1982005795.96,2072288372.99,2061553202.9300003,-10735170.059999635,2000211236.7393136,-20211976.160660297,49617653.56596589,1.1085994785009323,8134601.025797738,3.7131944769069256,34754.33832760498,10.023007743929279,40.85250783156668,5.137971966807265,3.2225746763552374,0.0,0.0,0.0,0.5821586359545068,0.0,6998942.592536378,-129556.86213518598,11289444.20673783,-15741770.339253187,-4929091.357610782,-637248.0345678243,200984.94527902387,-1256949.7416146037,-26645891.12172653,0.0,0.0,0.0,10676855.22613176,0.0,-20174280.48622313,-20536394.546849187,9801224.486849546,0.0,-10735170.059999635,42276327.90609224,-86573302.00912577,128522256.86504972,-119603718.87318398,163135583.16885668,99926206.155308,-3443813.812111082,-7535991.8512843,-85139554.36441591,0.0,0.0,0.0,18377462.830102816,0.0,-75030707.4976911,2019276875.023908,2148126504.939126,1933030946.0649505,2181156921.8031845,1898417619.7611442,1961626996.7746925,2064997016.7421114,2069089194.7812848,2146692757.294416,2061553202.9300003,2061553202.9300003,2061553202.9300003,2043175740.0998974,2061553202.9300003,2136583910.4276915,-0.5180345650692697
13,13,1.0,0,2015,190,1982005795.96,2061553202.9300003,2028750453.35,-32802749.580000106,1918608067.5721602,-81603169.16715339,50426283.30296429,1.1220928005844006,8230440.190866084,2.7671527308313197,35929.96420406008,9.936043652927408,40.88390260618153,5.245409623728879,4.2225746763552365,0.0,0.0,0.0,0.9013235181155108,0.0,32676381.43955561,-9885858.792611623,10214784.090726614,-80372042.95203517,-18095714.29899884,-1061829.0654498448,434922.4434157232,-585177.1720429517,-26507856.19554527,0.0,0.0,0.0,9214414.466199748,0.0,-83967976.03678602,-84085794.38461894,51283044.80461885,0.0,-32802749.580000106,74952709.34564784,-96459160.8017374,138737040.95577633,-119168796.42976826,82763540.21682149,81830491.85630915,-4505642.877560927,-8121169.023327253,-111647410.55996118,0.0,0.0,0.0,27591877.296302564,0.0,-23747662.693072245,1953797744.0043519,2125209614.1517367,1890013412.394224,2147919249.779768,1945986913.1331785,1946919961.4936907,2033256096.227561,2036871622.3733273,2140397863.909961,2028750453.35,2028750453.35,2028750453.35,2001158576.0536973,2028750453.35,2052498116.043072,-1.591166773352204
14,14,1.0,0,2016,190,1982005795.96,2028750453.35,1944704725.5400004,-84045727.81000009,1870448351.2054448,-48159716.36671574,51170483.27455512,1.1410739225171806,8305487.431038737,2.4508103105144614,36739.20821596556,9.815779744290328,40.983856099556974,5.760343005731259,5.222574676355237,0.0,0.0,0.0,0.9780760622453412,0.0,21557904.316988297,-10670628.62127677,8134768.244128617,-30757229.820481304,-11936511.77563174,-1693219.2388686182,1028974.8868583824,-3100839.9903968656,-26086071.99543377,0.0,0.0,0.0,2197032.9831991917,0.0,-51325821.01091459,-51263135.67301336,-32782592.13698672,0.0,-84045727.81000009,96510613.66263612,-107129789.42301416,146871809.19990495,-118139821.54290988,52006310.39634021,69893980.08067739,-6198862.116429545,-11222009.013724117,-137733482.55539495,0.0,0.0,0.0,29788910.279501755,0.0,-56530254.83005896,1848194111.8773644,2051834514.9630144,1797832916.3400953,2062844547.0829105,1892698415.1436605,1874810745.459323,1950903587.65643,1955926734.5537245,2082438208.0953953,1944704725.5400004,1944704725.5400004,1944704725.5400004,1914915815.2604988,1944704725.5400004,2001234980.3700595,-4.1427336551529965
15,15,1.0,0,2017,190,1982005795.96,1944704725.5400004,1874629430.32,-70075295.22000012,1900043381.204348,29595029.99890316,51744850.10294669,1.1064619154751154,8399260.891499264,2.6703515488898084,37339.93041386851,9.662811572294876,41.021127979784715,5.9215337785000415,6.2225746763552365,0.0,0.0,0.0,0.9780760622453412,0.0,17103963.413601127,18645283.222558737,9267335.806292137,21229304.27307764,-9057946.953923374,-2134344.295119041,374237.5446872733,-948079.9785390293,-25005395.51157149,0.0,0.0,0.0,0.0,0.0,29474357.521063965,29408786.634903025,-99484081.85490316,0.0,-70075295.22000012,113614577.07623726,-88484506.20045543,156139145.0061971,-117765583.99822259,73235614.66941784,60836033.12675403,-8333206.4115485875,-12170088.992263148,-162738878.06696644,0.0,0.0,0.0,29788910.279501755,0.0,-156014336.68496212,1761014853.243763,1963113936.5204554,1718490285.3138027,1992395014.3182228,1801393815.650582,1813793397.1932461,1882962636.7315485,1886799519.3122628,2037368308.3869665,1874629430.32,1874629430.32,1874629430.32,1844840520.0404985,1874629430.32,2030643767.0049622,-3.603389979964289
16,16,1.0,0,2018,190,1982005795.96,1874629430.32,1830572626.3499987,-44056803.97000063,1858989004.6523945,-41054376.55195373,51942398.16813394,1.07675973884076,8481156.092641886,2.9560754566985343,38094.69688566875,9.523452402987694,41.07340347754275,6.171160203577224,7.222574676355236,0.0,0.0,0.0,1.0,0.6631395858877326,10304113.396397756,15350149.852120088,7689236.03801168,24787534.827645544,-10460284.383191187,-1888340.750921557,501951.30948506616,-1401352.3916339688,-24104353.595257085,0.0,0.0,0.0,425279.1740703125,-61224588.800484,-40020655.32375736,-41015388.75867526,-3041415.211325366,0.0,-44056803.97000063,123918690.47263502,-73134356.34833534,163828381.04420877,-117263632.68873754,98023149.49706338,50375748.74356285,-10221547.162470143,-13571441.383897115,-186843231.66222352,0.0,0.0,0.0,30214189.45357207,-61224588.800484,-159055751.8962875,1706653935.8773634,1903706982.698334,1666744245.30579,1947836259.0387363,1732549476.852935,1780196877.606436,1840794173.5124688,1844144067.733896,2017415858.0122228,1830572626.3499987,1830572626.3499987,1830572626.3499987,1800358436.8964267,1891797215.150483,1989628378.2462864,-2.3501606908241435
17,17,1.0,1,2002,160,1245156786.0349991,0.0,1245156786.0349991,0.0,1150981624.3336108,0.0,50790944.7855863,1.670469231295412,7791514.314548488,1.948545969233196,44145.03306341755,11.210088253714984,46.24872825306573,3.889085280776748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245156786.0349991,1245156786.0349991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,1245156786.0349991,0.0
18,18,1.0,1,2003,160,1245156786.0349991,1245156786.0349991,1240852436.5610006,-4304349.473999197,1241507951.8777072,90526327.54409674,54594815.69712661,1.6457468746112736,7930442.394063974,2.219793236987623,43133.034267847695,11.127693144137867,44.60403704098696,3.889085280776748,0.0,0.0,0.0,0.0,0.0,0.0,68432595.23698029,6253586.142413324,8775763.82711902,19341281.68263735,8109797.289840694,-704019.4312232948,-11112381.96799806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99096622.77976932,100187531.82969278,-104491881.303692,0.0,-4304349.473999197,68432595.23698029,6253586.142413324,8775763.82711902,-11112381.96799806,19341281.68263735,8109797.289840694,-704019.4312232948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104491881.303692,1172419841.3240206,1234598850.4185872,1232076672.7338815,1251964818.5289984,1221511154.8783634,1232742639.27116,1241556455.992224,1240852436.5610006,1240852436.5610006,1240852436.5610006,1240852436.5610006,1240852436.5610006,1240852436.5610006,1240852436.5610006,1345344317.8646927,-0.34568734815356716
19,19,1.0,1,2004,180,1255791480.0349991,1240852436.5610006,1282209441.9300005,30722311.369000304,1281210682.5165322,29441624.31645656,54346609.3167107,1.7005316999209985,8091078.104339102,2.5428787132314223,41713.96748193,11.013124731994463,42.983270353155795,3.8837514572021696,0.0,0.0,0.0,0.0,0.0,0.0,-3266369.940668445,-4363664.810056401,10502610.42375134,21224684.20076071,11101415.678304227,-699845.5389299468,-10636651.62283042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23862178.390331075,33470993.109504826,-2748681.740504519,10634694.000000007,41357005.3690003,65166225.29631184,1889921.3323569226,19278374.25087036,-21749033.59082848,40565965.883398056,19211212.96814492,-1403864.9701532417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107240563.04419652,1217043216.6336887,1280319520.5976436,1262931067.67913,1303958475.520829,1241643476.0466025,1262998228.9618554,1283613306.9001539,1282209441.9300005,1282209441.9300005,1282209441.9300005,1282209441.9300005,1282209441.9300005,1282209441.9300005,1282209441.9300005,1389450004.9741971,3.3329511350777663
