,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency_x,HQ City,HQ State,UZA Name,UZA,UZA Area SQ Miles,UZA Population,MODE,SERVICE_ID,RailBus,Service Area SQ Miles,Service Area Population,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
3021,40192,0,0,0,Stuart,FL,"Port St. Lucie, FL",101,208,"376,047",CB,PT,Bus,65,"150,870",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,8505.0
3024,40196,4196,4196,0,Louisville,KY,"Louisville/Jefferson County, KY-IN",43,477,"972,546",VP,DO,DemandResponse,"2,446","1,192,204",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724930.0,673070.0,553976.0,527116.0
3025,40200,4200,4200,0,Tampa,FL,"Tampa-St. Petersburg, FL",17,957,"2,441,770",VP,PT,DemandResponse,"2,554","2,975,230",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481614.0,871775.0,871800.0,660926.0
3026,40203,4203,4203,0,Atlanta,GA,"Atlanta, GA",9,"2,645","4,515,419",VP,DO,DemandResponse,132,"432,247",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773779.0,303617.0,287908.0,945706.0
3027,40204,4204,4204,0,Nashville,TN,"Murfreesboro, TN",241,77,"133,228",DR,DO,DemandResponse,"5,415","1,141,280",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272870.0,334271.0,320235.0,335500.0
3029,40204,4204,4204,0,Nashville,TN,"Murfreesboro, TN",241,77,"133,228",DR,PT,DemandResponse,"5,415","1,141,280",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,40208,4208,4208,0,Clemson,SC,"Greenville, SC",93,320,"400,492",MB,DO,Bus,17,"27,883",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,40213,4213,4213,0,Prattville,AL,"Montgomery, AL",142,154,"263,907",DR,DO,DemandResponse,139,"31,706",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32596.0,36000.0,38763.0,45014.0
3033,40224,4224,4224,0,Asheville ,NC,"Asheville, NC",133,265,"280,648",DR,PT,DemandResponse,657,"238,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81325.0,81304.0,1108298.0,969935.0
3035,40224,4224,4224,0,Asheville ,NC,"Asheville, NC",133,265,"280,648",MB,PT,Bus,657,"238,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14056.0,14180.0,13505.0,12006.0
3037,40228,4228,4228,0,Charlotte,NC,"Charlotte, NC-SC",38,741,"1,249,442",DR,DO,DemandResponse,31,"1,034,070",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132093.0,147549.0,27295.0,41796.0
3039,40228,0,4228,0,Charlotte,NC,"Charlotte, NC-SC",38,741,"1,249,442",DT,PT,DemandResponse,31,"1,034,070",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72192.0,48834.0,59503.0
3041,40232,4232,4232,0,Sanford,FL,"Orlando, FL",32,598,"1,510,516",CR,PT,Rail,110,"255,483",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371360.0,2116764.0,1973864.0,1983617.0
3042,44929,0,0,0,Fort Lauderdale,FL,"Miami, FL",4,"1,239","5,502,379",MB,PT,Bus,19,"87,887",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16960.0,140292.0,90820.0
3044,44929,0,0,0,Fort Lauderdale,FL,"Miami, FL",4,"1,239","5,502,379",FB,PT,Other,19,"87,887",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,50001,5001,5001,0,Appleton,WI,"Appleton, WI",165,104,"216,154",DR,PT,DemandResponse,117,"216,154",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654735.0,672891.0,672185.0,781655.0
3049,50001,5001,5001,0,Appleton,WI,"Appleton, WI",165,104,"216,154",MB,DO,Bus,117,"216,154",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841274.0,814025.0,847420.0,788481.0
3052,50001,5001,5001,0,Appleton,WI,"Appleton, WI",165,104,"216,154",MB,PT,Bus,117,"216,154",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,50002,5002,5002,0,Green Bay,WI,"Green Bay, WI",176,105,"206,520",DR,PT,DemandResponse,90,"175,748",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173487.0,148904.0,143924.0,130241.0
3057,50002,5002,5002,0,Green Bay,WI,"Green Bay, WI",176,105,"206,520",MB,DO,Bus,90,"175,748",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017708.0,899771.0,896921.0,709595.0
3059,50003,5003,5003,0,Kenosha,WI,"Kenosha, WI-IL",256,51,"124,064",DR,PT,DemandResponse,27,"99,894",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72814.0,76758.0,88054.0,98232.0
3063,50003,5003,5003,0,Kenosha,WI,"Kenosha, WI-IL",256,51,"124,064",MB,DO,Bus,27,"99,894",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721809.0,679172.0,632362.0,692799.0
3067,50003,5003,5003,0,Kenosha,WI,"Kenosha, WI-IL",256,51,"124,064",SR,DO,Rail,27,"99,894",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25432.0,24283.0,25315.0,25446.0
3071,50004,5004,5004,0,La Crosse,WI,"La Crosse, WI-MN",298,51,"100,868",DR,PT,DemandResponse,36,"71,201",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352457.0,311696.0,322115.0,294666.0
3074,50004,5004,5004,0,La Crosse,WI,"La Crosse, WI-MN",298,51,"100,868",MB,DO,Bus,36,"71,201",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633582.0,632438.0,645204.0,610973.0
3077,50005,5005,5005,0,Madison,WI,"Madison, WI",92,151,"401,661",DR,DO,DemandResponse,72,"256,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94637.0,95235.0,95139.0,93019.0
3080,50005,5005,5005,0,Madison,WI,"Madison, WI",92,151,"401,661",DR,PT,DemandResponse,72,"256,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212230.0,216478.0,214278.0,221071.0
3083,50005,5005,5005,0,Madison,WI,"Madison, WI",92,151,"401,661",MB,DO,Bus,72,"256,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13012124.0,12953527.0,12799840.0,12847443.0
3086,50006,5006,5006,0,Racine,WI,"Racine, WI",239,49,"133,700",CB,PT,Bus,27,"112,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225114.0,194365.0,170981.0,159478.0
3091,50006,5006,5006,0,Racine,WI,"Racine, WI",239,49,"133,700",DR,DO,DemandResponse,27,"112,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92921.0,105814.0,90350.0,94522.0
3096,50006,5006,5006,0,Racine,WI,"Racine, WI",239,49,"133,700",MB,DO,Bus,27,"112,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155259.0,1153093.0,1079727.0,1024246.0
3101,50008,5008,5008,0,Milwaukee,WI,"Milwaukee, WI",35,546,"1,376,476",CB,PT,Bus,237,"957,735",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253675.0,196308.0,235881.0,257864.0
3105,50008,5008,5008,0,Milwaukee,WI,"Milwaukee, WI",35,546,"1,376,476",DR,PT,DemandResponse,237,"957,735",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545304.0,1422352.0,1457145.0,1441150.0
3109,50008,5008,5008,0,Milwaukee,WI,"Milwaukee, WI",35,546,"1,376,476",MB,DO,Bus,237,"957,735",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39500567.0,35091772.0,31710797.0,32183979.0
3113,50008,5008,5008,0,Milwaukee,WI,"Milwaukee, WI",35,546,"1,376,476",MB,PT,Bus,237,"957,735",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344003.0,323200.0,324783.0,265238.0
3117,50009,5009,5009,0,Oshkosh,WI,"Oshkosh, WI",376,31,"74,495",DT,PT,DemandResponse,25,"66,083",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465886.0,486637.0,433149.0,405159.0
3121,50009,5009,5009,0,Oshkosh,WI,"Oshkosh, WI",376,31,"74,495",MB,DO,Bus,25,"66,083",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468910.0,448543.0,449810.0,462296.0
3125,50009,5009,5009,0,Oshkosh,WI,"Oshkosh, WI",376,31,"74,495",MB,PT,Bus,25,"66,083",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15477.0,12383.0,13002.0,13709.0
3129,50010,5010,5010,0,Akron,OH,"Akron, OH",71,325,"569,499",CB,DO,Bus,420,"541,968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217511.0,191122.0,173645.0,0.0
3134,50010,5010,5010,0,Akron,OH,"Akron, OH",71,325,"569,499",DR,DO,DemandResponse,420,"541,968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591458.0,605615.0,627658.0,605280.0
3139,50010,5010,5010,0,Akron,OH,"Akron, OH",71,325,"569,499",MB,DO,Bus,420,"541,968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4132714.0,3631317.0,3299256.0,3537154.0
3144,50011,5011,5011,0,Canton,OH,"Canton, OH",135,166,"279,245",DR,DO,DemandResponse,581,"375,586",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449523.0,617523.0,683379.0,643743.0
3146,50011,5011,5011,0,Canton,OH,"Canton, OH",135,166,"279,245",MB,DO,Bus,581,"375,586",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723707.0,1721131.0,1541347.0,1483114.0
3148,50012,5012,5012,0,Cincinnati,OH,"Cincinnati, OH-KY-IN",30,788,"1,624,827",DR,PT,DemandResponse,262,"845,303",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817445.0,871465.0,921265.0,981780.0
3151,50012,5012,5012,0,Cincinnati,OH,"Cincinnati, OH-KY-IN",30,788,"1,624,827",MB,DO,Bus,262,"845,303",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29521729.0,28301195.0,27642909.0,26621620.0
3154,50012,0,0,0,Cincinnati,OH,"Cincinnati, OH-KY-IN",30,788,"1,624,827",SR,PT,Rail,262,"845,303",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289619.0,455323.0
3157,50015,5015,5015,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",DR,DO,DemandResponse,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407735.0,361857.0,313452.0,1119889.0
3164,50015,5015,5015,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",DR,PT,DemandResponse,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330198.0,339661.0,372655.0,417338.0
3171,50015,5015,5015,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",HR,DO,Rail,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6380158.0,6513486.0,6828158.0,7313086.0
3178,50015,5015,5015,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",LR,DO,Rail,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858145.0,2639255.0,2626241.0,2967087.0
3185,50015,5015,5015,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",MB,DO,Bus,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35405303.0,33193944.0,32085925.0,30403791.0
3192,50015,5015,5015,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",RB,DO,Bus,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5229022.0,4513567.0,4904326.0,4510518.0
3199,50015,0,0,0,Cleveland,OH,"Cleveland, OH",25,772,"1,780,673",VP,PT,DemandResponse,458,"1,412,140",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62451.0
3206,50016,5016,5016,0,Columbus,OH,"Columbus, OH",36,510,"1,368,035",DR,PT,DemandResponse,323,"1,059,314",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893585.0,868254.0,861896.0,871821.0
3208,50016,5016,5016,0,Columbus,OH,"Columbus, OH",36,510,"1,368,035",MB,DO,Bus,323,"1,059,314",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20158510.0,19165487.0,18663499.0,18816434.0
3210,50017,5017,5017,0,Dayton,OH,"Dayton, OH",59,351,"724,091",DR,DO,DemandResponse,274,"559,062",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664491.0,689900.0,802779.0,791268.0
3215,50017,5017,5017,0,Dayton,OH,"Dayton, OH",59,351,"724,091",MB,DO,Bus,274,"559,062",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8021251.0,7171101.0,6688474.0,5994070.0
3220,50017,5017,5017,0,Dayton,OH,"Dayton, OH",59,351,"724,091",TB,DO,Bus,274,"559,062",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338338.0,1139802.0,1029209.0,917571.0
3225,50019,5019,5019,0,Middletown,OH,"Middletown, OH",308,56,"97,503",DR,DO,DemandResponse,20,"49,490",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.0,11312.0,7557.0,8946.0
3227,50019,5019,5019,0,Middletown,OH,"Middletown, OH",308,56,"97,503",MB,DO,Bus,20,"49,490",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115767.0,114986.0,112423.0,111977.0
3229,50020,5020,5020,0,Springfield,OH,"Springfield, OH",337,49,"85,256",DR,PT,DemandResponse,25,"59,680",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20849.0,22118.0
3233,50020,5020,5020,0,Springfield,OH,"Springfield, OH",337,49,"85,256",MB,PT,Bus,25,"59,680",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155658.0,159259.0,147946.0,142938.0
3237,50021,5021,5021,0,Kent,OH,"Akron, OH",71,325,"569,499",DR,DO,DemandResponse,492,"161,494",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384637.0,398064.0,387902.0,282197.0
3239,50021,5021,5021,0,Kent,OH,"Akron, OH",71,325,"569,499",MB,DO,Bus,492,"161,494",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544730.0,2458149.0,2404967.0,2402502.0
3241,50022,5022,5022,0,Toledo,OH,"Toledo, OH-MI",80,240,"507,643",DR,DO,DemandResponse,140,"366,314",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467391.0,1486955.0,831158.0,647535.0
3244,50022,5022,5022,0,Toledo,OH,"Toledo, OH-MI",80,240,"507,643",MB,DO,Bus,140,"366,314",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417997.0,4966684.0,5311335.0,4611934.0
3247,50022,0,5022,0,Toledo,OH,"Toledo, OH-MI",80,240,"507,643",DR,PT,DemandResponse,140,"366,314",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44120.0,92230.0,115199.0
3250,50024,5024,5024,0,Youngstown,OH,"Youngstown, OH-PA",97,241,"387,550",DR,DO,DemandResponse,216,"238,823",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100970.0,96391.0,94471.0,92644.0
3252,50024,5024,5024,0,Youngstown,OH,"Youngstown, OH-PA",97,241,"387,550",MB,DO,Bus,216,"238,823",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945011.0,921156.0,901341.0,893034.0
3254,50025,5025,5025,0,Duluth,MN,"Duluth, MN-WI",260,70,"120,378",DR,PT,DemandResponse,72,"116,566",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55793.0,62195.0,65692.0,66927.0
3256,50025,5025,5025,0,Duluth,MN,"Duluth, MN-WI",260,70,"120,378",MB,DO,Bus,72,"116,566",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614086.0,2752477.0,2479687.0,2433944.0
3258,50026,5026,5026,0,Moorhead,MN,"Fargo, ND-MN",194,70,"176,676",DR,PT,DemandResponse,26,"46,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52435.0,55276.0,60895.0,61242.0
3260,50026,5026,5026,0,Moorhead,MN,"Fargo, ND-MN",194,70,"176,676",MB,PT,Bus,26,"46,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310456.0,302441.0,300455.0,312938.0
3262,50027,5027,5027,0,Minneapolis,MN,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",CR,PT,Rail,653,"1,837,223",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349875.0,2475861.0,2258760.0,2516900.0
3265,50027,5027,5027,0,Minneapolis,MN,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",LR,DO,Rail,653,"1,837,223",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15405531.0,22378852.0,23077300.0,24144349.0
3268,50027,5027,5027,0,Minneapolis,MN,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",MB,DO,Bus,653,"1,837,223",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75845786.0,70110929.0,68557282.0,66307058.0
3271,50028,5028,5028,0,St. Cloud,MN,"St. Cloud, MN",281,50,"110,621",CB,DO,Bus,29,"103,018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102008.0,98442.0,87149.0,83563.0
3274,50028,5028,5028,0,St. Cloud,MN,"St. Cloud, MN",281,50,"110,621",DR,DO,DemandResponse,29,"103,018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348386.0,381763.0,398157.0,380355.0
3277,50028,5028,5028,0,St. Cloud,MN,"St. Cloud, MN",281,50,"110,621",MB,DO,Bus,29,"103,018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349267.0,1277156.0,1222451.0,1076494.0
3280,50029,5029,5029,0,Bay City,MI,"Bay City, MI",390,40,"70,585",DR,DO,DemandResponse,442,"106,832",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80721.0,78716.0,76204.0,77025.0
3282,50029,5029,5029,0,Bay City,MI,"Bay City, MI",390,40,"70,585",MB,DO,Bus,442,"106,832",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671508.0,616081.0,755664.0,638933.0
3284,50030,5030,5030,0,Battle Creek,MI,"Battle Creek, MI",363,53,"78,393",DR,DO,DemandResponse,73,"87,735",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44477.0,44553.0,42680.0,39777.0
3286,50030,5030,5030,0,Battle Creek,MI,"Battle Creek, MI",363,53,"78,393",MB,DO,Bus,73,"87,735",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345674.0,346259.0,331702.0,309144.0
3288,50031,5031,5031,0,Detroit,MI,"Detroit, MI",11,"1,337","3,734,090",DR,DO,DemandResponse,"1,074","3,424,477",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593780.0,546882.0,570826.0,541707.0
3292,50031,5031,5031,0,Detroit,MI,"Detroit, MI",11,"1,337","3,734,090",DR,PT,DemandResponse,"1,074","3,424,477",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388687.0,402116.0,374415.0,330535.0
3296,50031,5031,5031,0,Detroit,MI,"Detroit, MI",11,"1,337","3,734,090",MB,DO,Bus,"1,074","3,424,477",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11942799.0,12107768.0,11565210.0,11148687.0
3300,50031,5031,5031,0,Detroit,MI,"Detroit, MI",11,"1,337","3,734,090",MB,PT,Bus,"1,074","3,424,477",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146083.0,143412.0,133117.0,189949.0
3304,50032,5032,5032,0,Flint,MI,"Flint, MI",106,236,"356,218",DR,DO,DemandResponse,640,"418,408",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634075.0,608811.0,689075.0,805127.0
3307,50032,5032,5032,0,Flint,MI,"Flint, MI",106,236,"356,218",DR,PT,DemandResponse,640,"418,408",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4758.0,9274.0,7433.0,8562.0
3310,50032,5032,5032,0,Flint,MI,"Flint, MI",106,236,"356,218",MB,DO,Bus,640,"418,408",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5016395.0,5074828.0,5013379.0,5151778.0
3313,50033,5033,5033,0,Grand Rapids,MI,"Grand Rapids, MI",70,281,"569,935",DR,PT,DemandResponse,155,"417,978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814594.0,1017576.0,963107.0,1037657.0
3318,50033,5033,5033,0,Grand Rapids,MI,"Grand Rapids, MI",70,281,"569,935",MB,DO,Bus,155,"417,978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9050678.0,8260827.0,8600521.0,8403906.0
3323,50033,5033,5033,0,Grand Rapids,MI,"Grand Rapids, MI",70,281,"569,935",RB,DO,Bus,155,"417,978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20516.0,537385.0,812208.0,856900.0
3328,50033,5033,5033,0,Grand Rapids,MI,"Grand Rapids, MI",70,281,"569,935",VP,DO,DemandResponse,155,"417,978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227012.0,221927.0,157566.0,147301.0
3333,50034,5034,5034,0,Jackson,MI,"Jackson, MI",324,58,"90,057",DR,DO,DemandResponse,724,"160,248",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77361.0,44640.0,57101.0,74450.0
3336,50034,5034,5034,0,Jackson,MI,"Jackson, MI",324,58,"90,057",DT,PT,DemandResponse,724,"160,248",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22025.0,26568.0,0.0,0.0
3339,50034,5034,5034,0,Jackson,MI,"Jackson, MI",324,58,"90,057",MB,DO,Bus,724,"160,248",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375922.0,397615.0,370738.0,348274.0
3342,50035,5035,5035,0,Kalamazoo,MI,"Kalamazoo, MI",173,132,"209,703",DR,PT,DemandResponse,69,"209,555",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520979.0,562732.0,444968.0,581514.0
3346,50035,5035,5035,0,Kalamazoo,MI,"Kalamazoo, MI",173,132,"209,703",MB,DO,Bus,69,"209,555",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469103.0,2431551.0,1958209.0,2630545.0
3350,50036,5036,5036,0,Lansing,MI,"Lansing, MI",118,158,"313,532",DR,DO,DemandResponse,136,"289,629",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828322.0,912465.0,818019.0,867290.0
3353,50036,5036,5036,0,Lansing,MI,"Lansing, MI",118,158,"313,532",DR,PT,DemandResponse,136,"289,629",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605352.0,216770.0,165400.0,239112.0
3356,50036,5036,5036,0,Lansing,MI,"Lansing, MI",118,158,"313,532",MB,DO,Bus,136,"289,629",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7552704.0,6729165.0,6280800.0,5802218.0
3359,50037,5037,5037,0,Muskegon Heights,MI,"Muskegon, MI",207,112,"161,280",DR,DO,DemandResponse,499,"172,188",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74435.0,76086.0,70326.0,66902.0
3363,50037,5037,5037,0,Muskegon Heights,MI,"Muskegon, MI",207,112,"161,280",MB,DO,Bus,499,"172,188",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434856.0,418932.0,362673.0,328255.0
3367,50038,5038,5038,0,Niles,MI,"South Bend, IN-MI",136,161,"278,165",DR,DO,DemandResponse,120,"237,932",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58903.0,0.0,0.0
3369,50038,5038,5038,0,Niles,MI,"South Bend, IN-MI",136,161,"278,165",MB,DO,Bus,120,"237,932",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14360.0,0.0,0.0
3371,50039,5039,5039,0,Saginaw,MI,"Saginaw, MI",253,71,"126,265",DR,DO,DemandResponse,63,"200,169",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99322.0,98160.0,79552.0,88983.0
3373,50039,5039,5039,0,Saginaw,MI,"Saginaw, MI",253,71,"126,265",MB,DO,Bus,63,"200,169",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798526.0,702215.0,496536.0,630342.0
3375,50040,5040,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",CB,DO,Bus,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159670.0,150059.0,119249.0,115970.0
3383,50040,5040,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",CB,PT,Bus,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901806.0,998231.0,1048721.0,1015255.0
3391,50040,5040,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",DR,PT,DemandResponse,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231466.0,311585.0,496442.0,622419.0
3399,50040,5040,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",DT,PT,DemandResponse,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437616.0,330105.0,126868.0,129055.0
3407,50040,5040,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",MB,DO,Bus,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4189296.0,4137275.0,4369554.0,4879796.0
3415,50040,5040,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",VP,PT,DemandResponse,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398133.0,421261.0,0.0
3423,50040,0,5040,0,Ann Arbor,MI,"Ann Arbor, MI",125,160,"306,022",DR,DO,DemandResponse,110,"224,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23024.0,26332.0,0.0
3431,50041,5041,5041,0,Anderson,IN,"Anderson, IN",330,66,"88,133",DR,DO,DemandResponse,45,"55,305",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39983.0,50207.0,0.0,0.0
