,Unnamed: 0,CBSA,MNAME,Modes,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,Area_acre,POP_CENSUSTRACT,AVG_SPEED,GasPrice
3816,4355,40380,"Rochester, NY Metro Area",Bus,2014,17035545,5144340,17035545,5144340,456276,24224560,1.422000881,840370707,1083393,836076,154297,21043,26926,27450,29470,17153,1046338,14.1,8,77.9,21.2,62.8,16,428750,44083,162256,159930,45118,17363,10.28174927,51086,68915,34.8,45,20.2,420473,35196,12871,20.8,30022,484905.5833,514927.5833,5.827559708,94.1724395,18803.2,214954,11.27462325,3.53875
3817,4356,40380,"Rochester, NY Metro Area",Bus,2015,16841704,5057350,16841704,5057350,461461,24345068,1.445522852,840370707,1081954,829699,150724,23854,28556,29109,30064,17504,1043745,13.8,8.4,77.8,21.1,62.5,16.4,427520,45874,150903,161654,50315,18774,10.73025823,53667,72186,31.9,45.4,22.7,412358,41680,12886,21.5,26366.75,490475.3333,516842.0833,5.10179695,94.89820233,18803.2,214823,10.95943102,2.553916667
3818,4357,40380,"Rochester, NY Metro Area",Bus,2016,15788241,5140633,15788241,5140633,460813,23729551,1.502988902,840370707,1078879,821501,152103,28501,28612,29148,30853,15748,1037751,13.9,7.5,78.7,20.8,62.3,16.9,430873,44809,151918,165605,48249,20292,10.3995841,55134,73324,31.1,45.7,23.2,414792,40080,13331,21.6,24324.25,490188.5833,514512.8333,4.726944442,95.27305608,18803.2,213456,11.15557287,2.314583333
3819,4358,40380,"Rochester, NY Metro Area",Bus,2017,15125019,5201129,15125019,5201129,460085,22806839,1.507888288,840370707,1077948,823027,152137,24739,29700,30213,30840,14792,1037694,13.9,7.8,78.3,20.7,62,17.3,433400,43297,149597,165607,50772,24127,9.990078449,56969,75771,31.4,44.5,24.1,424125,40541,9095,21.6,25557.16667,486901.4167,512458.5833,4.987636708,95.01236283,18803.2,213299,11.30471326,2.640666667
3820,4359,40380,"Rochester, NY Metro Area",Bus,2018,14626707,5094272,14626707,5094272,451254,21960925.75,1.501426517,840370707,1079593.667,822122,152507.25,23079.25,30530,31021.5,31027.5,13636,1036152.75,13.925,7.8,78.225,20.55,61.725,17.725,436133.5,41896.75,148110,166596.25,52147.75,27382.75,9.60640492,58712,77890.75,31.425,43.675,24.9,431733.25,40486.75,6029.25,21.625,25971.22917,484364.3543,510335.5833,5.089442781,94.91055633,18803.2,212839.5,11.28914536,2.922363636
3821,4360,40420,"Rockford, IL Metro Area",Bus,2005,1589585,1585992,1397753.547,1346658.988,98035.8407,894019,0.639611326,396304044,333729,219587,85026,1190,24017,23674,26506,16533,332610,11.5,8.6,79.9,26.2,62,11.8,126138,9513,41267,51213,17697,6448,7.541739999,44809,55119,38.7,49.5,11.8,131813,14137,1165,22.8,10543.08333,154466.4167,165009.5,6.392021258,93.60797875,4537.6,43849,13.73639455,2.246666667
3822,4361,40420,"Rockford, IL Metro Area",Bus,2006,1749147,1575447,1534165.279,1343311.644,97968.1708,1021345,0.665733356,396304044,348252,235363,81307,1708,22626,22030,25097,16936,343149,14.3,8.6,77.2,25.2,62.7,12.1,125340,8909,41032,50327,17740,7332,7.107866603,45473,56978,38.2,47.6,14.2,135641,17188,825,22.2,8970.416667,161633,170603.4167,5.270458975,94.72953917,4537.6,42628,13.71171507,2.54425
3823,4362,40420,"Rockford, IL Metro Area",Bus,2007,1849385,1572380,1640959.776,1340403.696,98024.2911,1111279,0.677212822,396304044,352290,232122,86954,1679,24623,24025,27201,15896,346499,14.5,7.1,78.4,25.7,62.1,12.2,129361,9144,43040,49098,20363,7716,7.068590997,49691,62179,36.7,47.5,15.8,132581,15406,1361,23.6,10617.16667,165347.6667,175964.8333,6.027906658,93.97209358,4537.6,41407,13.67419933,2.821583333
3824,4363,40420,"Rockford, IL Metro Area",Bus,2008,2100890,1610242,1880289.838,1382003.783,99688.9473,1183656,0.629507205,396304044,354394,237760,86733,3475,25079,25266,25929,20260,348869,12.8,9.8,77.4,25.2,62.2,12.6,127576,8565,41263,52810,19367,5571,6.7136452,49754,63144,34.3,50.4,15.3,139716,15913,1500,23.9,14921.25,159565.8333,174487.0833,8.555169617,91.4448305,4537.6,40186,13.86315956,3.2295
3825,4364,40420,"Rockford, IL Metro Area",Bus,2009,1869240,1610561,1667729.672,1379271.803,99606.4991,1198375,0.718566696,396304044,353722,233245,91673,1877,23845,24119,25235,25225,346891,17.1,9.1,73.9,25.5,61.4,13.1,132323,10804,44588,51303,18216,7412,8.164869297,45728,60614,37.8,47,15.2,127959,12839,1167,24.1,25842.08333,145260,171102.0833,15.09894667,84.90105375,4537.6,38965,13.84720691,2.33225
3826,4365,40420,"Rockford, IL Metro Area",Bus,2010,1871824,1624419,1676270.719,1390049.133,100336.0314,1380509,0.823559694,396304044,349287,238285,79533,1925,23272,23775,23280,24137,342772,,,,25.5,60.8,13.7,129937,9912,45064,49396,17265,8300,7.628312182,45457,57629,39.3,45.7,15,124306,13269,1756,23.3,24853.16667,152670.1667,177523.3333,13.99364358,86.0063565,4537.6,37744,13.85393775,2.778083333
3827,4366,40420,"Rockford, IL Metro Area",Bus,2011,1944126,1593378,1773616.065,1385016.397,100273.1362,1368293,0.771470797,396304044,348360,244311,73336,1420,23746,23358,25786,40276,343388,,,,25,60.9,14.1,129301,9830,42702,54155,16991,5623,7.602416068,45191,60496,40.3,45.4,14.3,127505,14200,732,22.8,20685.58333,153938.8333,174624.4167,11.844251,88.15574767,4537.6,36523,13.8124372,3.531833333
3828,4367,40420,"Rockford, IL Metro Area",Bus,2012,1817660,1350792,1817660,1350792,97127,1425754,0.78438982,396304044,346009,233181,80954,3412,25729,25698,26352,19035,340208,,,,24.8,60.8,14.4,130401,10110,43375,52502,17836,6578,7.753008029,50647,63063,34.3,48.9,16.8,128913,13453,1500,22.8,18179.16667,154977.9167,173157.0833,10.49888321,89.501117,4537.6,36888,13.90748196,3.613333333
3829,4368,40420,"Rockford, IL Metro Area",Bus,2013,1804937,1340203,1804937,1340203,96935,1477650,0.818671233,396304044,344623,237066,75978,2848,25234,25257,26393,35319,339554,15.5,10.9,73.6,24.6,60.4,15,131292,9678,44507,50649,18363,8095,7.371355452,48027,63922,35.7,47.9,16.4,131565,11288,1411,21.7,17704,151994.75,169698.75,10.42980405,89.57019417,4537.6,36788,13.82579048,3.518416667
3830,4369,40420,"Rockford, IL Metro Area",Bus,2014,1761303,1284904,1761303,1284904,97724,1476415,0.838251567,396304044,342411,229579,80881,2849,25012,25067,26848,21370,336294,16.3,10.9,72.8,24.2,60.3,15.5,133136,11036,47587,47091,19241,8181,8.289268117,48385,63554,36.5,45.6,17.9,127402,13974,2102,23,13818.66667,154566.25,168384.9167,8.200533592,91.79946592,4537.6,35705,13.1482952,3.3645
3831,4370,40420,"Rockford, IL Metro Area",Bus,2015,1708638,1273725,1708638,1273725,98309,1327426,0.776891302,396304044,340663,237188,71874,1660,26262,26742,26984,39469,335316,14.3,9.3,76.4,24.3,59.9,15.8,132190,10393,47887,48469,17814,7627,7.862168091,51036,64934,32.8,48.8,18.4,131804,13994,1045,22.8,11672.25,156797.9167,168470.1667,6.928300808,93.071698,4537.6,34967,12.95634174,2.40275
3832,4371,40420,"Rockford, IL Metro Area",Bus,2016,1633818,1226015,1633818,1226015,97875,1267929,0.776052779,396304044,339376,231396,75719,3734,25685,24886,30351,21435,334816,14.8,10.7,74.6,23.8,59.7,16.5,133670,10630,45207,53633,18237,5963,7.952420139,50324,67840,35.3,45.5,19.2,125397,16604,1830,23.2,10956.33333,156644.4167,167600.75,6.535457175,93.46454317,4537.6,35016,12.52633461,2.145916667
3833,4372,40420,"Rockford, IL Metro Area",Bus,2017,1559308,1210819,1559308,1210819,94934,1174226,0.753043017,396304044,338291,226119,77796,3458,28463,28181,31342,33097,332823,13.1,8.5,78.4,23.7,59.3,17,132479,10636,42572,51982,17812,9477,8.028442244,55484,71888,30.3,47.8,21.9,127834,15278,2050,24.2,10468.83333,154112.4167,164581.25,6.359502608,93.64049775,4537.6,34361,12.75432406,2.407583333
3834,4373,40420,"Rockford, IL Metro Area",Bus,2018,1561371,1215133,1561371,1215133,93834,1089074.5,0.697511674,396304044,339443.3333,220713.25,80315,3769.5,30402.25,30188.25,32927,37335,331203.25,11.95,7.2,80.8,23.5,58.95,17.55,131955.75,10699.75,39925.75,52034.75,17599,11696.5,8.108589432,59176,75650.5,27.175,48.7,24.125,128060,14936,2411.25,25.05,9924.229163,152175.0417,162099.2708,6.129325775,93.87067498,4537.6,33882,12.94981563,2.716363636
3835,4374,40660,"Rome, GA Metro Area",Bus,2005,0,0,0,0,0,847257,0,123454432,90124,66979,16842,618,19534,18125,22805,32827,90079,21.3,10,68.7,26,60.5,13.5,35445,3459,10602,14040,5554,1790,9.75878121,35980,47749,49.3,40.7,10,N,N,N,N,2598.333333,47541.41667,50139.75,5.182595308,94.81740558,966.4,1977,0,2.303166667
3836,4375,40660,"Rome, GA Metro Area",Bus,2006,858018,468551,858018,468551,30023,465066,0.542023594,123454432,95322,65591,23322,400,19887,19905,19696,50823,89067,17.4,10.2,72.4,24.7,61.4,13.9,34763,3098,10320,13810,4159,3376,8.911774013,37882,49919,46.8,41.7,11.5,33637,4099,79,N,2211.333333,47104.25,49315.58333,4.484889658,95.51510992,966.4,2138,15.60640176,2.58525
3837,4376,40660,"Rome, GA Metro Area",Bus,2007,870656,477124,870656,477124,29414,459793,0.528099502,123454432,95618,67954,21291,509,20884,18491,23049,7853,89894,16.6,9.5,73.9,25,60.7,14.3,33472,2460,10509,13106,5024,2373,7.349426386,42972,52365,42,47.6,10.4,32194,4878,317,N,2341.083333,47449.83333,49790.91667,4.70016185,95.2998385,966.4,2299,16.22098321,2.794416667
3838,4377,40660,"Rome, GA Metro Area",Bus,2008,942357,472359,942357,472359,29715,502283,0.53300713,123454432,95980,68472,20826,117,21926,22684,22418,42147,92851,18.9,10.7,70.3,25.1,60.7,14.2,35247,2840,11966,12670,4982,2789,8.057423327,41618,56303,41.6,45.1,13.3,33210,6238,521,22.2,3250.833333,47077.08333,50327.91667,6.463839533,93.53616142,966.4,2460,15.89631499,3.30325
3839,4378,40660,"Rome, GA Metro Area",Bus,2009,934802,499423,934802,499423,30730,498423,0.533185637,123454432,96250,65633,24232,515,20468,20001,24322,34653,93657,20,13.4,66.6,25.5,60.2,14.3,34566,2599,11070,12958,5320,2619,7.518949256,38957,54240,46.9,42.7,10.4,28172,6050,262,N,5224.416667,44301.66667,49526.08333,10.54844257,89.45155717,966.4,2621,16.25196876,2.356333333
3840,4379,40660,"Rome, GA Metro Area",Bus,2010,939082,461504,939082,461504,29052,502464,0.535058706,123454432,96274,68552,22109,450,18221,16956,20514,14895,92531,,,,24.2,62.1,13.7,35634,2735,11139,13112,6417,2231,7.675253971,36934,50789,47.4,43.3,9.3,30665,4145,229,N,5336.916667,39749.91667,45086.83333,11.83605733,88.16394225,966.4,2782,15.88544679,2.7855
3841,4380,40660,"Rome, GA Metro Area",Bus,2011,989108,460506,989108,460506,28875,512017,0.517655302,123454432,95989,67369,21279,891,20663,20733,21925,9394,91389,,,,23.7,61.1,15.2,34919,2790,11607,13124,5689,1709,7.989919528,40963,52451,43.6,43.1,13.3,30170,4362,128,N,5411.5,39439.5,44851,12.06352858,87.93647183,966.4,2943,15.94825974,3.534416667
3842,4381,40660,"Rome, GA Metro Area",Bus,2012,1029272,438984,1029272,438984,29093,576130,0.55974514,123454432,96177,69517,20106,131,20854,19681,25390,51335,92236,,,,24,61.5,14.5,34373,2919,11442,12379,5530,2103,8.492130451,37841,49560,46.5,39.6,13.9,30456,3811,239,N,4894.75,39912.91667,44807.66667,10.92177213,89.0782285,966.4,2917,15.08899048,3.623166667
3843,4382,40660,"Rome, GA Metro Area",Bus,2013,1054484,454104,1054484,454104,29425,520862,0.493949647,123454432,95821,67370,20457,1765,20008,18714,21194,29460,91478,22.3,13.7,64,23.6,61.7,14.7,33099,2470,12112,10895,4989,2633,7.462461102,37296,49345,47.1,40.7,12.2,33073,1989,53,N,4155.25,39614.25,43769.5,9.488915308,90.51108483,966.4,2889,15.43259133,3.533
3844,4383,40660,"Rome, GA Metro Area",Bus,2014,1042210,467087,1042210,467087,29122,625326,0.6,123454432,96063,68641,22016,511,19529,18156,21802,38159,92155,20.8,11,68.2,23.5,61.2,15.3,36177,3316,11634,12785,5177,3265,9.166044725,41752,59934,42.3,44,13.7,34349,2720,230,N,3406.083333,39868,43274.08333,7.868283275,92.13171767,966.4,2912,16.03897397,3.407083333
3845,4384,40660,"Rome, GA Metro Area",Bus,2015,1084712,492515,1084712,492515,32357,743746,0.685662185,123454432,96504,68347,21149,773,21280,21420,21484,22739,92324,18.9,14.4,66.8,23.4,60.7,15.9,34931,2290,12966,11979,5270,2426,6.555781398,40510,56790,43.7,41,15.3,31936,3077,26,N,2867.333333,40115,42982.33333,6.6711352,93.32886517,966.4,2741,15.22128133,2.41425
3846,4385,40660,"Rome, GA Metro Area",Bus,2016,1138769,499985,1138769,499985,33319,685678,0.602122116,123454432,96560,67509,20495,534,25221,26076,26565,13587,92504,12.7,10.5,76.8,23.3,60.6,16.1,35411,3131,10685,12891,5696,3008,8.84188529,49865,66817,35.7,48.7,15.6,34800,3876,405,N,2608.833333,40936.75,43545.58333,5.990552583,94.00944842,966.4,3016,15.00600258,2.207583333
3847,4386,40660,"Rome, GA Metro Area",Bus,2017,1094830,497970,1094830,497970,31538,667277,0.609480011,123454432,97613,70072,20580,407,23136,21977,30416,8169,93757,19.8,9.5,70.6,23.2,60.6,16.2,36927,3522,11122,13223,5880,3180,9.537736615,45854,62691,40.8,42.4,16.8,31252,5054,83,N,2310.333333,41986,44296.33333,5.215192467,94.78480725,966.4,2568,15.78952375,2.456916667
3848,4387,40660,"Rome, GA Metro Area",Bus,2018,1067020,509719,1067020,509719,28839,638959.25,0.598825936,123454432,96892.33333,71784.75,20480.25,252,22557.5,20066.75,34574.5,1817.5,94741.75,23.575,7.775,68.45,23.1,60.575,16.325,38184,4025.5,10879.5,13700,6124.5,3454.5,10.54237377,45184.5,62103.25,42.625,39.6,17.775,29307,6137.25,-63.75,#VALUE!,2021.833333,42978.375,45000.20833,4.463526726,95.53647219,966.4,2300.75,17.67464198,2.711545455
3849,4388,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2005,22499855,10233372,22499855,10233372,871144,14912178,0.662767738,1219827292,2004476,1170843,456307,23734,27410,29527,31988,29361,1995262,12,7.7,80.3,26.4,62.5,11.1,745740,44914,242156,293894,113655,51121,6.022742511,53890,68674,30.9,48.3,20.8,681638,115337,19562,25.2,49364.41667,962618.1667,1011982.583,4.878699533,95.12130167,89683.2,941869,11.74704986,2.477333333
3850,4389,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2006,23796267,12831059,23796267,12831059,992596,19581882,0.822897222,1219827292,2067117,1219846,460423,26676,27494,28081,31771,32053,2034065,11.1,8.7,80.2,25,63.4,11.6,753246,47769,228526,306443,119619,50889,6.341752893,56953,73408,30,46.6,23.4,707514,114886,23617,25.3,47895.25,974939,1022834.25,4.682711125,95.31728867,89683.2,938251,12.9267688,2.800166667
3851,4390,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2007,23655951,13004079,23655951,13004079,1022827,22547145,0.95312782,1219827292,2091120,1238573,464001,27315,29735,30047,34900,34381,2053467,11.1,8,80.8,24.9,63.7,11.4,766216,43751,253137,295223,123075,51030,5.710008666,59694,75743,27.7,47.8,24.5,722820,122988,23845,26.4,55221.91667,980957.1667,1036179.083,5.328590525,94.67140892,89683.2,934633,12.71385972,3.0535
3852,4391,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2008,26066718,13002090,26066718,13002090,982179,21069199,0.8082797,1219827292,2109832,1266803,451445,29655,29701,30480,34397,31094,2069490,12,8.2,79.8,24.7,63.6,11.7,764628,47135,237163,309723,114730,55877,6.164435516,61029,76571,27.1,47.3,25.6,727828,116595,27868,25.6,74230.66667,971038,1045268.667,7.098609133,92.90139117,89683.2,931015,13.23800448,3.506
3853,4392,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2009,25248556,13025259,25248556,13025259,984006,22461300,0.889607311,1219827292,2127355,1301881,438111,25767,27944,27920,35141,33469,2090906,13.4,8.8,77.8,25.1,63,11.9,766713,49871,251379,294273,119939,51251,6.504519944,57361,74089,30.2,45.5,24.3,694827,105932,24632,25.6,114160.3333,937063.1667,1051223.5,10.86100198,89.138998,89683.2,927397,13.23697112,2.653916667
3854,4393,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2010,22515921,11723895,22515921,11723895,888234,21919659,0.973518205,1219827292,2154391,1319139,441040,27661,27034,26994,32418,27328,2104149,,,,24.9,63.1,12,781425,50544,267539,293365,118629,51348,6.468183127,56233,72785,30.9,45.3,23.8,674167,100217,25501,26.2,129716.5,920064.0833,1049780.583,12.35620708,87.64379442,89683.2,923779,13.19910632,3.081166667
3855,4394,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2011,21580120,11129734,21580120,11129734,836915,20842117,0.965801719,1219827292,2176235,1325709,430618,29556,26535,26327,35029,27159,2140541,,,,24.5,63.2,12.3,782019,55586,265253,295451,113759,51970,7.108011442,55151,72781,32.3,44,23.7,676761,100895,24588,25.9,123623.25,921611.5833,1045234.833,11.827728,88.17227167,89683.2,920161,13.29852374,3.794333333
3856,4395,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2012,20778702,11022802,20778702,11022802,821591,21200466,1.020297899,1219827292,2196482,1334150,443788,26702,26874,27481,32829,31585,2164537,,,,24.2,62.8,13,786864,53513,262443,297391,120510,53007,6.800794038,56813,74839,31.5,43.4,25.1,695816,103132,20831,25.4,107978.3333,939882.5833,1047860.917,10.30390662,89.69609325,89683.2,926882,13.41641036,3.993583333
3857,4396,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2013,20974152,11073525,20974152,11073525,844675,24115084,1.149752514,1219827292,2215770,1349090,433033,29369,27290,27040,33272,30473,2182441,16.6,9.4,74,23.9,62.6,13.5,792639,57286,263514,297938,120373,53528,7.227249732,57027,76775,31.2,43.1,25.7,695514,103425,24504,26,90684.83333,955821.4167,1046506.25,8.6622187,91.33778042,89683.2,934332,13.10980555,3.831583333
3858,4397,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2014,21371602,10993181,21371602,10993181,848042,24986424,1.169141368,1219827292,2244397,1379989,428126,32307,28273,28288,35295,31173,2207698,16.4,9.3,74.3,23.6,62.6,13.8,797624,54637,260628,308835,117904,55620,6.849969409,60015,81519,30.2,41.9,27.9,736029,98609,26044,26.2,74576.66667,972574.9167,1047151.583,7.122040158,92.87795942,89683.2,944678,12.9630148,3.711916667
3859,4398,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2015,20424523,11511524,20424523,11511524,873987,24728150,1.210708813,1219827292,2274194,1396450,430199,33655,29950,29085,36126,32974,2241728,15,8.5,76.5,23.3,62.2,14.5,809295,54405,266157,307724,124293,56716,6.722517747,62813,82648,29,41.5,29.5,765508,91355,25612,26.9,61816.5,994082.8333,1055899.333,5.854455083,94.14554408,89683.2,950454,13.171276,3.031583333
3860,4400,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2016,18456273,12224842,18456273,12224842,905321,24039521,1.302512214,1219827292,2296418,1402216,441536,33902,31359,31053,38164,34611,2263776,14.6,8.3,77.1,23.2,62,14.8,816902,50950,261448,315917,128358,60229,6.236978242,64052,88802,26.9,41.9,31.2,784725,96450,21712,27.1,56583.75,1014325.333,1070909.083,5.283075775,94.71692342,89683.2,956185,13.50332313,2.650083333
3861,4402,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2017,17388658,12229170,17388658,12229170,901035,25249486,1.452066399,1219827292,2324884,1428918,419209,33554,31843,31711,39599,32214,2291340,13.1,8.3,78.7,22.9,62,15.1,829772,50427,253659,320357,138932,66397,6.077211571,67902,90806,25.3,41.9,32.8,804070,98746,25126,27.6,48905.75,1032973.333,1081879.083,4.521426208,95.47857342,89683.2,967308,13.57235845,2.952083333
3862,4404,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2018,17025233,12276148,17025233,12276148,901797,25984802.5,1.526252387,1219827292,2298498.667,1435593.5,413627.25,33467,31964,31875.5,39957.75,31614.75,2298231,12.725,8.3,79.1,22.825,62,15.175,832989.5,50296.25,251711.75,321467,141575.5,67939,6.038041296,68864.5,91307,24.9,41.9,33.2,808906.25,99320,25979.5,27.725,46986.25,1037635.333,1084621.583,4.331013816,95.66898592,89683.2,970088.75,13.61298385,3.395818182
3863,4406,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2005,13480863,3615860,13480863,3615860,200212,8656091,0.642102141,1219827292,2004476,1170843,456307,23734,27410,29527,31988,29361,1995262,12,7.7,80.3,26.4,62.5,11.1,745740,44914,242156,293894,113655,51121,6.022742511,53890,68674,30.9,48.3,20.8,681638,115337,19562,25.2,49364.41667,962618.1667,1011982.583,4.878699533,95.12130167,89683.2,941869,18.06015623,2.477333333
3864,4407,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2006,13769137,3906211,13769137,3906211,207442,11299474,0.820637779,1219827292,2067117,1219846,460423,26676,27494,28081,31771,32053,2034065,11.1,8.7,80.2,25,63.4,11.6,753246,47769,228526,306443,119619,50889,6.341752893,56953,73408,30,46.6,23.4,707514,114886,23617,25.3,47895.25,974939,1022834.25,4.682711125,95.31728867,89683.2,938251,18.83037668,2.800166667
3865,4408,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2007,14850000,3953657,14850000,3953657,209569,12290279,0.827628215,1219827292,2091120,1238573,464001,27315,29735,30047,34900,34381,2053467,11.1,8,80.8,24.9,63.7,11.4,766216,43751,253137,295223,123075,51030,5.710008666,59694,75743,27.7,47.8,24.5,722820,122988,23845,26.4,55221.91667,980957.1667,1036179.083,5.328590525,94.67140892,89683.2,934633,18.86565761,3.0535
3866,4409,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2008,16868200,4192982,16868200,4192982,216819,14032316,0.831879869,1219827292,2109832,1266803,451445,29655,29701,30480,34397,31094,2069490,12,8.2,79.8,24.7,63.6,11.7,764628,47135,237163,309723,114730,55877,6.164435516,61029,76571,27.1,47.3,25.6,727828,116595,27868,25.6,74230.66667,971038,1045268.667,7.098609133,92.90139117,89683.2,931015,19.33862807,3.506
3867,4410,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2009,16769900,4189573,16769900,4189573,216580,16090405,0.959481273,1219827292,2127355,1301881,438111,25767,27944,27920,35141,33469,2090906,13.4,8.8,77.8,25.1,63,11.9,766713,49871,251379,294273,119939,51251,6.504519944,57361,74089,30.2,45.5,24.3,694827,105932,24632,25.6,114160.3333,937063.1667,1051223.5,10.86100198,89.138998,89683.2,927397,19.34422846,2.653916667
3868,4411,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2010,14012476,3958935,14012476,3958935,204635,14452250,1.031384461,1219827292,2154391,1319139,441040,27661,27034,26994,32418,27328,2104149,,,,24.9,63.1,12,781425,50544,267539,293365,118629,51348,6.468183127,56233,72785,30.9,45.3,23.8,674167,100217,25501,26.2,129716.5,920064.0833,1049780.583,12.35620708,87.64379442,89683.2,923779,19.34632394,3.081166667
3869,4412,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2011,12816310,3830834,12816310,3830834,194297,13889243,1.083716218,1219827292,2176235,1325709,430618,29556,26535,26327,35029,27159,2140541,,,,24.5,63.2,12.3,782019,55586,265253,295451,113759,51970,7.108011442,55151,72781,32.3,44,23.7,676761,100895,24588,25.9,123623.25,921611.5833,1045234.833,11.827728,88.17227167,89683.2,920161,19.71638265,3.794333333
3870,4413,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2012,13586505,3886336,13586505,3886336,210412,14507772,1.067807505,1219827292,2196482,1334150,443788,26702,26874,27481,32829,31585,2164537,,,,24.2,62.8,13,786864,53513,262443,297391,120510,53007,6.800794038,56813,74839,31.5,43.4,25.1,695816,103132,20831,25.4,107978.3333,939882.5833,1047860.917,10.30390662,89.69609325,89683.2,926882,18.47012528,3.993583333
3871,4414,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2013,13364617,3948380,13364617,3948380,218787,14729637,1.102136859,1219827292,2215770,1349090,433033,29369,27290,27040,33272,30473,2182441,16.6,9.4,74,23.9,62.6,13.5,792639,57286,263514,297938,120373,53528,7.227249732,57027,76775,31.2,43.1,25.7,695514,103425,24504,26,90684.83333,955821.4167,1046506.25,8.6622187,91.33778042,89683.2,934332,18.04668468,3.831583333
3872,4415,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2014,12701588,3952472,12701588,3952472,218933,14050569,1.106205696,1219827292,2244397,1379989,428126,32307,28273,28288,35295,31173,2207698,16.4,9.3,74.3,23.6,62.6,13.8,797624,54637,260628,308835,117904,55620,6.849969409,60015,81519,30.2,41.9,27.9,736029,98609,26044,26.2,74576.66667,972574.9167,1047151.583,7.122040158,92.87795942,89683.2,944678,18.05334052,3.711916667
3873,4416,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2015,11953072,4115808,11953072,4115808,229115,13291685,1.111989035,1219827292,2274194,1396450,430199,33655,29950,29085,36126,32974,2241728,15,8.5,76.5,23.3,62.2,14.5,809295,54405,266157,307724,124293,56716,6.722517747,62813,82648,29,41.5,29.5,765508,91355,25612,26.9,61816.5,994082.8333,1055899.333,5.854455083,94.14554408,89683.2,950454,17.96393951,3.031583333
3874,4418,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2016,11805176,4422456,11805176,4422456,249061,13403337,1.13537799,1219827292,2296418,1402216,441536,33902,31359,31053,38164,34611,2263776,14.6,8.3,77.1,23.2,62,14.8,816902,50950,261448,315917,128358,60229,6.236978242,64052,88802,26.9,41.9,31.2,784725,96450,21712,27.1,56583.75,1014325.333,1070909.083,5.283075775,94.71692342,89683.2,956185,17.75651748,2.650083333
3875,4420,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2017,11150668,4405848,11150668,4405848,248021,14802798,1.327525669,1219827292,2324884,1428918,419209,33554,31843,31711,39599,32214,2291340,13.1,8.3,78.7,22.9,62,15.1,829772,50427,253659,320357,138932,66397,6.077211571,67902,90806,25.3,41.9,32.8,804070,98746,25126,27.6,48905.75,1032973.333,1081879.083,4.521426208,95.47857342,89683.2,967308,17.76401192,2.952083333
