UZA Name,RailBus,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,NTD_ID,UZA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"San Francisco-Oakland, CA",DemandResponse,524,"3,281,212",97,"737,100",198036,52.0,534356.0,391789.0,362155.0,424035.0,428433.0,492796.0,786518.0,806471.0,841952.0,838608.0,805579.0,778811.0,915803.0
"San Francisco-Oakland, CA",DemandResponse,527,"3,228,605",47,"744,041",9186,12.0,1374728.0,1411424.0,1474884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"San Francisco-Oakland, CA",Other,524,"3,281,212",127,"281,832",99450,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3530142.0,3351696.0,10013166.0,12620930.0,13442468.0,16430364.0,18453395.0
"San Francisco-Oakland, CA",Other,524,"3,281,212",145,"887,386",99032,26.0,7569980.0,8341748.0,9165546.0,9863284.0,10066831.0,10696982.0,11979271.0,13711761.0,15226480.0,17167680.0,18391914.0,19694939.0,20320630.0
"San Francisco-Oakland, CA",Other,527,"3,228,605",22,"72,500",9150,12.0,2040974.0,2414757.0,2631381.0,2730373.0,2752464.0,2894424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"San Francisco-Oakland, CA",Rail,524,"3,281,212",425,"3,690,367",99268,26.0,21968325.0,28844742.0,33058402.0,38398608.0,41263557.0,40114524.0,45676967.0,55079355.0,62351542.0,67565855.0,83351480.0,89104140.0,92428889.0
"San Francisco-Oakland, CA",Rail,524,"3,281,212",49,"874,228",297090,78.0,39408466.0,43967914.0,47300145.0,50554471.0,53929706.0,63680629.0,65721478.0,70641012.0,74495490.0,74880163.0,77976120.0,75496908.0,71982862.0
"San Francisco-Oakland, CA",Rail,524,"3,281,212",93,"833,762",189009,39.0,233110124.0,255649599.0,281494352.0,308852291.0,317485269.0,331361008.0,342688620.0,366474018.0,406055540.0,415742134.0,462774335.0,488716452.0,484813126.0
"San Jose, CA",Bus,286,"1,664,496",346,"1,938,180",198052,116.0,26197933.0,27085779.0,26561146.0,27232556.0,27586870.0,28246309.0,28890490.0,28515676.0,28793974.0,28694233.0,29054218.0,28254567.0,25655427.0
"San Jose, CA",DemandResponse,286,"1,664,496",346,"1,938,180",189039,87.0,2514064.0,2848392.0,2931178.0,2867398.0,2874472.0,2772448.0,2714638.0,2888492.0,2989905.0,2938827.0,3246240.0,2766591.0,1806160.0
"San Jose, CA",Rail,286,"1,664,496",346,"1,938,180",99026,58.0,5863120.0,7248843.0,8681398.0,8597620.0,8596879.0,8610634.0,9215568.0,9228070.0,9537182.0,9677654.0,10053619.0,9408722.0,8062916.0
"San Juan, PR",Bus,867,"2,148,346",149,"701,366",44188,42.0,2426159.0,2323234.0,2118018.0,1045791.0,996501.0,934313.0,524119.0,640874.0,880775.0,786634.0,1148195.0,809776.0,401106.0
"San Juan, PR",Bus,867,"2,148,346",198,"1,176,968",44172,42.0,6445612.0,8795023.0,9281982.0,7483424.0,9996428.0,5529744.0,5676483.0,4937697.0,4790058.0,3823661.0,3224281.0,2488757.0,1737711.0
"San Juan, PR",Bus,867,"2,148,346",4,"176,762",44250,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"San Juan, PR",DemandResponse,867,"2,148,346",198,"1,176,968",44172,42.0,132635.0,124206.0,120636.0,116071.0,124186.0,116555.0,99534.0,85100.0,99851.0,115020.0,92110.0,82641.0,79536.0
"San Juan, PR",DemandResponse,867,"2,148,346",4,"176,762",48375,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"San Juan, PR",DemandResponse,867,"2,148,346",892,"2,478,905",44210,42.0,42230866.0,39018296.0,28174497.0,29474999.0,53053352.0,58164670.0,55238018.0,44904968.0,38030208.0,39354370.0,37748495.0,30564583.0,29217225.0
"San Juan, PR",Other,867,"2,148,346",198,"772,332",4070,21.0,2040521.0,2080861.0,1582822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"San Juan, PR",Other,867,"2,148,346",77,"2,398,238",44350,42.0,0.0,0.0,0.0,1789043.0,4028056.0,2078443.0,1927214.0,1978711.0,2070888.0,1935421.0,1891467.0,1776603.0,0.0
"San Juan, PR",Rail,867,"2,148,346",149,"701,366",44188,42.0,599051.0,8981317.0,9874375.0,10465988.0,10967866.0,10240202.0,7085005.0,8119493.0,8041930.0,8020030.0,10399180.0,10731482.0,9824066.0
"San Luis Obispo, CA",Bus,20,"59,219",130,"206,008",208030,2235.0,0.0,0.0,426637.0,524221.0,731524.0,815411.0,1009892.0,1578786.0,1557027.0,1586611.0,1529293.0,1388607.0,1465699.0
"San Luis Obispo, CA",Bus,20,"59,219",22,"52,576",99312,894.0,436174.0,453002.0,510954.0,516397.0,593769.0,567747.0,630248.0,661407.0,654900.0,650800.0,656115.0,721541.0,702644.0
"San Luis Obispo, CA",DemandResponse,20,"59,219",130,"206,008",108618,1341.0,0.0,0.0,80385.0,79503.0,73096.0,63818.0,97394.0,129648.0,123096.0,137190.0,153749.0,168797.0,171790.0
"Santa Barbara, CA",Bus,56,"195,861",52,"199,668",207100,920.0,6652665.0,7044782.0,7332296.0,7939980.0,8501146.0,8259939.0,8149358.0,8168270.0,8082232.0,8127765.0,8275150.0,7562307.0,7205297.0
"Santa Barbara, CA",DemandResponse,56,"195,861",52,"199,668",9020,184.0,47512.0,76634.0,82774.0,97460.0,119686.0,142177.0,147827.0,158064.0,169690.0,0.0,0.0,0.0,0.0
"Santa Clarita, CA",Bus,77,"258,653",78,"252,271",198684,584.0,2860481.0,2808134.0,3172660.0,3382038.0,3262725.0,3287701.0,3897950.0,4000673.0,3988560.0,3952494.0,3787999.0,3676013.0,3332306.0
"Santa Clarita, CA",DemandResponse,77,"258,653",78,"252,271",99342,292.0,36150.0,35620.0,39404.0,33654.0,36538.0,60839.0,60465.0,74987.0,99435.0,101202.0,111027.0,114236.0,115905.0
"Santa Cruz, CA",Bus,58,"163,703",446,"274,146",198024,816.0,6463791.0,5640617.0,7062917.0,7556173.0,8010509.0,7761583.0,8002031.0,8226376.0,8569261.0,8686561.0,8955245.0,9184252.0,8918400.0
"Santa Cruz, CA",DemandResponse,58,"163,703",446,"274,146",207030,1020.0,243712.0,223860.0,229100.0,229769.0,335759.0,238603.0,243559.0,296345.0,304536.0,327498.0,329050.0,327768.0,298506.0
"Santa Fe, NM",Bus,53,"89,284",41,"67,947",66154,652.0,233834.0,216651.0,440278.0,265738.0,520624.0,346621.0,245260.0,339686.0,350857.0,350737.0,318192.0,308075.0,300834.0
"Santa Fe, NM",DemandResponse,53,"89,284",41,"67,947",72231,978.0,138956.0,125344.0,103591.0,73966.0,72617.0,74312.0,72671.0,75415.0,70497.0,74736.0,78193.0,70170.0,76061.0
"Santa Maria, CA",Bus,29,"130,447",34,"120,097",99174,492.0,334635.0,550859.0,523502.0,599633.0,841101.0,884442.0,1882982.0,1820444.0,1193619.0,768891.0,810752.0,729562.0,715976.0
"Santa Maria, CA",DemandResponse,29,"130,447",34,"120,097",99174,492.0,9872.0,8204.0,12803.0,10297.0,18879.0,15569.0,15753.0,17649.0,18227.0,15505.0,13696.0,11612.0,12113.0
"Santa Rosa, CA",Bus,98,"308,231",395,"500,225",198356,492.0,1587277.0,1615118.0,1740058.0,1863801.0,1992031.0,1950939.0,2041459.0,2015572.0,2046435.0,1993994.0,1803061.0,1831861.0,1583350.0
"Santa Rosa, CA",Bus,98,"308,231",51,"174,972",198068,492.0,1481720.0,1493045.0,1541376.0,1602176.0,1859110.0,1829020.0,1826399.0,1823426.0,2028093.0,1991523.0,1938128.0,1800211.0,1610014.0
"Santa Rosa, CA",DemandResponse,98,"308,231",395,"500,225",99178,246.0,100309.0,112007.0,118557.0,124364.0,131689.0,121744.0,126798.0,141689.0,147050.0,170907.0,179828.0,186278.0,218786.0
"Santa Rosa, CA",DemandResponse,98,"308,231",51,"174,972",99034,246.0,69228.0,95122.0,95426.0,76735.0,80448.0,68502.0,98858.0,102177.0,130516.0,125431.0,144263.0,145898.0,136952.0
"Sarasota-Bradenton, FL",Bus,327,"643,260",227,"404,312",128230,320.0,607804.0,765658.0,793182.0,1037002.0,936600.0,1070010.0,1291923.0,1911018.0,1887585.0,1845055.0,1795934.0,1601434.0,1690079.0
"Sarasota-Bradenton, FL",Bus,327,"643,260",743,"322,833",44052,128.0,492031.0,521203.0,490154.0,603160.0,657766.0,741079.0,826170.0,892121.0,914061.0,926244.0,1001463.0,940294.0,864415.0
"Sarasota-Bradenton, FL",DemandResponse,327,"643,260",227,"404,312",92230,320.0,193084.0,242420.0,177565.0,487377.0,534727.0,590431.0,420073.0,412243.0,535403.0,478796.0,431904.0,430808.0,477235.0
"Sarasota-Bradenton, FL",DemandResponse,327,"643,260",743,"322,833",48078,192.0,104337.0,54844.0,108632.0,113945.0,122239.0,124426.0,114757.0,239939.0,227210.0,244568.0,302276.0,309796.0,310224.0
"Savannah, GA",Bus,165,"260,677",438,"265,128",48075,432.0,3186967.0,3283784.0,3491529.0,3425839.0,3019355.0,3176236.0,3225759.0,3324852.0,3342225.0,2791127.0,2848235.0,2532820.0,3435675.0
"Savannah, GA",DemandResponse,165,"260,677",438,"265,128",88100,576.0,51840.0,53395.0,68538.0,16112.0,17816.0,96951.0,127784.0,133614.0,125140.0,142676.0,114536.0,172803.0,185865.0
"Savannah, GA",Other,165,"260,677",438,"265,128",48075,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Scranton, PA",Bus,171,"381,502",170,"260,348",66100,396.0,773260.0,790653.0,833575.0,880561.0,934891.0,901030.0,927561.0,1041777.0,1158459.0,1288492.0,1225083.0,1206729.0,1196413.0
"Scranton, PA",Bus,171,"381,502",56,"295,020",33030,198.0,691310.0,757402.0,912641.0,967126.0,976114.0,955747.0,1023969.0,1095523.0,1088483.0,1122807.0,1099203.0,1157080.0,1189256.0
"Scranton, PA",DemandResponse,171,"381,502",170,"260,348",66100,396.0,17139.0,13108.0,23063.0,28040.0,10800.0,10748.0,26613.0,23604.0,38548.0,44486.0,35298.0,54076.0,57636.0
"Scranton, PA",DemandResponse,171,"381,502",56,"295,020",36045,297.0,50946.0,48020.0,55464.0,60366.0,62199.0,62940.0,64083.0,144973.0,173203.0,166397.0,768939.0,685359.0,735731.0
"Seaside-Monterey, CA",Bus,39,"114,237",294,"435,232",288310,1380.0,4704581.0,5660573.0,6289281.0,6524001.0,6973761.0,5224535.0,7816486.0,7688226.0,7105987.0,6757028.0,7355850.0,8799404.0,9890197.0
"Seaside-Monterey, CA",DemandResponse,39,"114,237",294,"435,232",99124,552.0,81992.0,156394.0,159095.0,220918.0,453188.0,311348.0,111772.0,171166.0,184728.0,163921.0,234522.0,222961.0,480304.0
"Seattle, WA",Bus,"1,010","3,059,393","1,087","2,988,000",160,56.0,13429855.0,12941435.0,15406024.0,3641733.0,18909561.0,20845809.0,25741924.0,30651595.0,32614113.0,33830474.0,35318171.0,36194291.0,37264585.0
"Seattle, WA",Bus,"1,010","3,059,393","2,134","2,117,125",5,70.0,83016182.0,76779268.0,89300249.0,112668444.0,123068565.0,130826400.0,141141185.0,155167416.0,160562870.0,170815299.0,175346062.0,179465400.0,180492586.0
"Seattle, WA",Bus,"1,010","3,059,393",261,"737,745",116,56.0,13322272.0,14200106.0,16929567.0,18872065.0,18807352.0,21710727.0,21899523.0,22665497.0,24762491.0,25455710.0,26342582.0,27418185.0,27680121.0
"Seattle, WA",Bus,"1,010","3,059,393",292,"547,975",9,42.0,10316861.0,9133510.0,12906182.0,15165373.0,16868890.0,16220955.0,17395102.0,18095492.0,18467360.0,19115887.0,19808915.0,19642227.0,19901683.0
"Seattle, WA",Bus,"1,010","3,059,393",34,"106,736",5,14.0,1042125.0,804398.0,1023457.0,1091474.0,1076498.0,1206313.0,1175587.0,1210870.0,1507463.0,1443345.0,1401252.0,1287776.0,1206043.0
"Seattle, WA",DemandResponse,"1,010","3,059,393","1,087","2,988,000",40,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seattle, WA",DemandResponse,"1,010","3,059,393","2,134","2,117,125",3,42.0,6227828.0,6898061.0,7630432.0,8880331.0,10487508.0,9359714.0,10636003.0,11653940.0,12748070.0,13071391.0,8535495.0,8690998.0,8898310.0
"Seattle, WA",DemandResponse,"1,010","3,059,393",261,"737,745",58,28.0,1504416.0,1807878.0,1893367.0,2410384.0,2810532.0,2885840.0,3241687.0,2900662.0,3071789.0,3110574.0,3286066.0,3176988.0,3157813.0
"Seattle, WA",DemandResponse,"1,010","3,059,393",292,"547,975",9,42.0,1892557.0,2381497.0,2388706.0,2567212.0,2944555.0,2885062.0,3005441.0,2894513.0,3313552.0,3353815.0,3261611.0,3336086.0,3401567.0
"Seattle, WA",DemandResponse,"1,010","3,059,393",34,"106,736",5,14.0,31865.0,33150.0,37626.0,41211.0,47157.0,104512.0,115440.0,106105.0,106263.0,110663.0,104641.0,103809.0,103668.0
"Seattle, WA",Other,"1,010","3,059,393","1,945","3,919,300",35,14.0,58457439.0,32520094.0,34283767.0,35698924.0,35208864.0,36402916.0,35587378.0,36280648.0,37615750.0,38179089.0,39554501.0,40721339.0,41670964.0
"Seattle, WA",Other,"1,010","3,059,393","2,116","1,931,249",54,14.0,0.0,0.0,0.0,0.0,153584.0,444807.0,1100484.0,1420638.0,1625208.0,1764299.0,1982612.0,0.0,0.0
"Seattle, WA",Other,"1,010","3,059,393","2,134","2,117,125",1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477371.0,2620614.0
"Seattle, WA",Other,"1,010","3,059,393",233,"844,490",28,14.0,1616163.0,1881778.0,2014782.0,1886133.0,2001360.0,1168672.0,1897368.0,1939609.0,2000989.0,2154764.0,2233060.0,2369795.0,2004543.0
"Seattle, WA",Rail,"1,010","3,059,393","1,087","2,988,000",160,56.0,3052863.0,5110109.0,6622730.0,8196172.0,10138659.0,16743198.0,20374669.0,23493889.0,24330237.0,26325805.0,30107469.0,44366023.0,53061600.0
"Seattle, WA",Rail,"1,010","3,059,393","2,134","2,117,125",3,42.0,211571.0,0.0,0.0,275185.0,2714803.0,9897210.0,12440918.0,14494047.0,15607562.0,16291263.0,18669499.0,32036865.0,39387137.0
"Seattle, WA",Rail,"1,010","3,059,393",83,"495,500",46,28.0,2153805.0,370558.0,2735891.0,2707888.0,2950195.0,3053436.0,3307997.0,4074219.0,3991266.0,4110232.0,4334884.0,4212142.0,4050470.0
"Sebastian-Vero Beach South-Florida Ridge, FL",Bus,97,"149,422",216,"143,696",44208,440.0,0.0,7245.0,28724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sebastian-Vero Beach South-Florida Ridge, FL",DemandResponse,97,"149,422",216,"143,696",48312,660.0,0.0,43670.0,5406.0,40229.0,44472.0,69051.0,60412.0,55177.0,42278.0,32691.0,33971.0,18409.0,11222.0
"Sheboygan, WI",Bus,33,"71,313",23,"59,490",55176,776.0,401729.0,508743.0,504687.0,445618.0,448612.0,413409.0,436763.0,418497.0,425240.0,449551.0,451950.0,436301.0,463324.0
"Sheboygan, WI",DemandResponse,33,"71,313",23,"59,490",60264,1164.0,88306.0,87091.0,104570.0,163597.0,133630.0,296779.0,241334.0,408306.0,332455.0,278450.0,278675.0,262952.0,276786.0
"Sherman, TX",Bus,36,"61,900","5,754","285,394",204749,3066.0,0.0,0.0,264797.0,187039.0,181628.0,109147.0,123754.0,136486.0,130424.0,414667.0,0.0,0.0,0.0
"Sherman, TX",DemandResponse,36,"61,900","5,754","285,394",126321,1314.0,0.0,0.0,562801.0,259546.0,170753.0,159489.0,180715.0,328490.0,446727.0,609899.0,0.0,21265.0,46921.0
"Shreveport, LA",Bus,185,"298,317",61,"275,213",66048,252.0,1916252.0,2075181.0,2232805.0,2408400.0,2451371.0,2491465.0,2574989.0,2589759.0,2496920.0,2401286.0,2211958.0,2095086.0,1906520.0
"Shreveport, LA",DemandResponse,185,"298,317",61,"275,213",72072,378.0,67363.0,73574.0,80768.0,83493.0,98538.0,87957.0,96051.0,106682.0,110836.0,131405.0,137523.0,148761.0,154858.0
"Simi Valley, CA",Bus,31,"125,206",47,"126,788",99100,508.0,313133.0,395624.0,440166.0,427063.0,444826.0,428509.0,378820.0,380796.0,318317.0,333139.0,336539.0,345042.0,311471.0
"Simi Valley, CA",DemandResponse,31,"125,206",47,"126,788",99100,508.0,86996.0,83802.0,106354.0,111744.0,97368.0,89212.0,83770.0,84541.0,81524.0,82338.0,65199.0,85762.0,115158.0
"Sioux City, IA-NE-SD",Bus,54,"106,494",53,"122,128",77024,584.0,426806.0,557368.0,655121.0,667479.0,817995.0,789190.0,0.0,735055.0,744037.0,758980.0,786950.0,789093.0,724877.0
"Sioux City, IA-NE-SD",DemandResponse,54,"106,494",53,"122,128",77024,584.0,126009.0,134584.0,127216.0,101648.0,121063.0,121536.0,142839.0,130184.0,99936.0,63333.0,69469.0,63320.0,64084.0
"Sioux Falls, SD",Bus,64,"156,777",51,"130,390",96006,636.0,377470.0,402537.0,408851.0,466359.0,489185.0,550031.0,567017.0,569425.0,579216.0,573128.0,527297.0,497250.0,435163.0
"Sioux Falls, SD",DemandResponse,64,"156,777",51,"130,390",96006,636.0,227693.0,279827.0,218735.0,213100.0,240717.0,245854.0,258577.0,268339.0,264956.0,224100.0,225119.0,258249.0,256099.0
"South Bend, IN-MI",Bus,161,"278,165",120,"237,932",50038,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14360.0,0.0,0.0
"South Bend, IN-MI",Bus,161,"278,165",68,"154,346",55104,272.0,1145681.0,1314757.0,1297009.0,1460185.0,1143827.0,1299165.0,1301173.0,1328171.0,1320662.0,1293001.0,1279177.0,1231064.0,1206516.0
"South Bend, IN-MI",DemandResponse,161,"278,165",120,"237,932",60114,408.0,118783.0,96250.0,89053.0,0.0,0.0,0.0,61095.0,60336.0,0.0,0.0,58903.0,0.0,0.0
"South Bend, IN-MI",DemandResponse,161,"278,165",68,"154,346",55104,272.0,50518.0,50096.0,50737.0,61018.0,66193.0,91187.0,100484.0,99569.0,111574.0,125048.0,129590.0,130032.0,134758.0
"South Lyon-Howell, MI",DemandResponse,103,"119,509",568,"188,806",55360,524.0,0.0,0.0,230532.0,219709.0,238641.0,272633.0,312319.0,328837.0,324654.0,305783.0,331266.0,332426.0,313045.0
"Spartanburg, SC",Bus,190,"180,786",40,"37,013",44202,384.0,232436.0,192823.0,195694.0,229567.0,222132.0,223206.0,211165.0,229474.0,234260.0,250258.0,225873.0,209782.0,191077.0
"Spartanburg, SC",DemandResponse,190,"180,786",811,"284,307",44176,384.0,739445.0,875034.0,869291.0,989322.0,1048537.0,1074416.0,1372299.0,1281261.0,423560.0,418205.0,0.0,0.0,0.0
"Spokane, WA",Bus,164,"387,847",248,"409,271",2,96.0,5411522.0,5801631.0,6082747.0,7112748.0,7127521.0,8382949.0,8988852.0,8922422.0,9019785.0,8475543.0,7988366.0,7517135.0,8314345.0
"Spokane, WA",DemandResponse,164,"387,847",248,"409,271",6,288.0,435981.0,536133.0,583776.0,749435.0,740080.0,960577.0,1162897.0,1392221.0,1344596.0,1375072.0,1233679.0,1218130.0,1238684.0
"Spring Hill, FL",Bus,115,"148,220",89,"115,715",44292,442.0,35794.0,41638.0,54999.0,72014.0,81664.0,51883.0,52481.0,51590.0,59337.0,68133.0,64396.0,79544.0,93820.0
"Spring Hill, FL",DemandResponse,115,"148,220",89,"115,715",44292,442.0,1490.0,11098.0,23185.0,35103.0,40303.0,38573.0,37213.0,40296.0,34197.0,34943.0,36059.0,34944.0,31376.0
"Springfield, IL",Bus,92,"161,316",65,"123,682",55118,412.0,585401.0,605302.0,715683.0,820879.0,831862.0,759728.0,780719.0,938793.0,993325.0,1053208.0,1098714.0,1004011.0,916647.0
"Springfield, IL",DemandResponse,92,"161,316",65,"123,682",55118,412.0,84865.0,91407.0,95441.0,102069.0,111383.0,120057.0,117090.0,140051.0,144008.0,184351.0,199762.0,230244.0,228586.0
"Springfield, MA-CT",Bus,349,"621,300",302,"551,543",11016,130.0,4661553.0,4805888.0,4893142.0,4982049.0,5859449.0,5815840.0,6077931.0,6684087.0,6738204.0,6807031.0,7057617.0,7146956.0,6559719.0
"Springfield, MA-CT",DemandResponse,349,"621,300",302,"551,543",11016,130.0,573085.0,538550.0,480803.0,491739.0,649734.0,654084.0,661034.0,670666.0,668227.0,678258.0,722680.0,803792.0,734611.0
"Springfield, MO",Bus,114,"215,004",8,"18,732",7036,140.0,0.0,924695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Springfield, MO",Bus,142,"273,724",95,"189,257",77006,276.0,513434.0,591992.0,636054.0,861545.0,858264.0,871039.0,920167.0,983573.0,1013846.0,997155.0,1008130.0,951454.0,909198.0
"Springfield, MO",DemandResponse,142,"273,724",95,"189,257",77006,276.0,23966.0,22988.0,23754.0,24960.0,30704.0,27791.0,38755.0,36657.0,35734.0,28104.0,30413.0,28653.0,31157.0
"Springfield, OH",Bus,49,"85,256",25,"59,680",60060,1011.0,137609.0,136320.0,134076.0,136776.0,208501.0,182379.0,158907.0,161470.0,145985.0,155658.0,159259.0,147946.0,142938.0
"Springfield, OH",DemandResponse,49,"85,256",25,"59,680",60060,1011.0,42295.0,38251.0,49989.0,72984.0,42705.0,31451.0,13138.0,39423.0,39656.0,0.0,0.0,20849.0,22118.0
"St. Augustine, FL",Bus,43,"69,173",600,"195,823",44310,798.0,0.0,0.0,44950.0,74834.0,76705.0,90620.0,92956.0,98017.0,100327.0,97766.0,114454.0,107132.0,99671.0
"St. Augustine, FL",DemandResponse,43,"69,173",600,"195,823",44310,798.0,0.0,0.0,57032.0,49001.0,55025.0,41419.0,48899.0,109988.0,149528.0,50606.0,33359.0,40836.0,31427.0
"St. Cloud, MN",Bus,50,"110,621",29,"103,018",110112,1124.0,705255.0,779168.0,886881.0,981026.0,1105332.0,1172405.0,1270257.0,1373679.0,1445476.0,1451275.0,1375598.0,1309600.0,1160057.0
"St. Cloud, MN",DemandResponse,50,"110,621",29,"103,018",55056,562.0,222141.0,232754.0,253854.0,262042.0,274198.0,286726.0,316402.0,316068.0,316968.0,348386.0,381763.0,398157.0,380355.0
"St. Joseph, MO-KS",Bus,42,"81,176",39,"78,004",77064,708.0,98458.0,118891.0,145895.0,231936.0,269785.0,265698.0,274496.0,286006.0,284650.0,287279.0,278642.0,264658.0,283382.0
"St. Louis, MO-IL",Bus,924,"2,150,706",189,"232,298",55292,40.0,968281.0,1173858.0,0.0,979023.0,1022744.0,1062423.0,1071168.0,2163798.0,2194373.0,2366276.0,2344126.0,2565308.0,2466018.0
"St. Louis, MO-IL",Bus,924,"2,150,706",558,"1,566,004",77012,40.0,24053728.0,24794182.0,24732618.0,27524777.0,28654122.0,26789588.0,27976107.0,30269137.0,31694954.0,31987414.0,31971384.0,29570940.0,26689957.0
"St. Louis, MO-IL",DemandResponse,924,"2,150,706",189,"232,298",115730,100.0,921149.0,825536.0,642153.0,883370.0,745774.0,696181.0,682253.0,683340.0,581377.0,484943.0,393625.0,352689.0,366246.0
"St. Louis, MO-IL",DemandResponse,924,"2,150,706",558,"1,566,004",77012,40.0,913976.0,951612.0,994497.0,981179.0,958208.0,820937.0,888397.0,990042.0,2478903.0,2500963.0,2616039.0,2610086.0,2620035.0
"St. Louis, MO-IL",Rail,924,"2,150,706",558,"1,566,004",77012,40.0,10955146.0,12644186.0,17049269.0,16983630.0,17661058.0,17020608.0,17250918.0,17633173.0,18608919.0,18547260.0,18068404.0,16782155.0,15373086.0
"State College, PA",Bus,29,"87,454",89,"104,360",33108,670.0,3289363.0,3479128.0,3755666.0,4137507.0,4579383.0,4922442.0,5380378.0,5772014.0,5841552.0,6385340.0,7434346.0,7172893.0,7077015.0
"State College, PA",DemandResponse,29,"87,454",89,"104,360",69270,1675.0,96461.0,94272.0,78566.0,137764.0,207171.0,210086.0,241586.0,332244.0,458208.0,513767.0,531684.0,481616.0,426416.0
"Stockton, CA",Bus,93,"370,583","1,426","729,753",315096,816.0,4207403.0,4086660.0,3927128.0,4591642.0,5379349.0,4802806.0,4788321.0,4575643.0,4196828.0,4456061.0,4230321.0,3853180.0,3502138.0
"Stockton, CA",DemandResponse,93,"370,583","1,426","729,753",207060,510.0,130435.0,195633.0,182970.0,172908.0,158343.0,94169.0,103420.0,87406.0,135769.0,171667.0,181382.0,200596.0,185824.0
"Stockton, CA",Rail,93,"370,583",28,"4,094,704",99364,204.0,2992847.0,3438642.0,3988042.0,4349494.0,4557146.0,3936354.0,4292757.0,4196216.0,5753406.0,6885353.0,7990764.0,8557783.0,8899220.0
"Sumter, SC",Bus,66,"73,107","5,944","301,395",88400,1520.0,114902.0,222172.0,258986.0,233669.0,186577.0,160844.0,159095.0,168662.0,486272.0,143443.0,28396.0,99144.0,65987.0
"Sumter, SC",DemandResponse,66,"73,107","5,944","301,395",48300,1140.0,25199.0,99189.0,82381.0,72997.0,97319.0,65034.0,630854.0,607648.0,691675.0,467130.0,15631.0,193230.0,198792.0
"Syracuse, NY",Bus,195,"412,317",510,"641,357",22036,180.0,7078983.0,194180.0,8412594.0,9633430.0,8981473.0,9762234.0,10078566.0,11973480.0,12930443.0,12736783.0,12965455.0,14767461.0,14346172.0
"Syracuse, NY",Bus,195,"412,317",74,"57,608",22232,180.0,322188.0,347323.0,358849.0,362087.0,376390.0,382907.0,391862.0,480313.0,434916.0,414433.0,415198.0,0.0,0.0
"Syracuse, NY",Bus,195,"412,317",92,"89,591",22344,180.0,406701.0,431284.0,415737.0,438685.0,486437.0,503415.0,483141.0,523555.0,518388.0,568636.0,756679.0,0.0,0.0
"Syracuse, NY",DemandResponse,195,"412,317",510,"641,357",66108,540.0,197938.0,7620280.0,240941.0,231005.0,251623.0,299169.0,289813.0,397722.0,450111.0,452118.0,406371.0,501978.0,509846.0
"Tallahassee, FL",Bus,127,"240,223",102,"162,310",44072,306.0,2974741.0,2797683.0,3075151.0,3791186.0,3793365.0,4052471.0,4203180.0,4120962.0,4388041.0,4413423.0,5269801.0,5237959.0,4502276.0
"Tallahassee, FL",DemandResponse,127,"240,223",102,"162,310",48108,459.0,112533.0,130822.0,143140.0,120380.0,154030.0,154623.0,167165.0,180759.0,185777.0,183603.0,179377.0,195622.0,211233.0
"Tampa-St. Petersburg, FL",Bus,957,"2,441,770",255,"875,598",44082,34.0,8453598.0,9616978.0,9893828.0,11196947.0,11269784.0,11540266.0,12445522.0,13230433.0,14517591.0,15394078.0,15484564.0,13984171.0,13633263.0
"Tampa-St. Petersburg, FL",Bus,957,"2,441,770",333,"985,625",132162,102.0,8299385.0,8236788.0,10840175.0,11315431.0,11517978.0,11006440.0,12833035.0,14408708.0,14166392.0,14000067.0,12625230.0,11147559.0,9535246.0
"Tampa-St. Petersburg, FL",Bus,957,"2,441,770",745,"475,502",44148,34.0,308765.0,360338.0,407217.0,588091.0,655968.0,814021.0,947437.0,1099739.0,1079224.0,1038121.0,865640.0,737417.0,732736.0
"Tampa-St. Petersburg, FL",DemandResponse,957,"2,441,770","2,554","2,975,230",44400,34.0,0.0,0.0,0.0,0.0,0.0,0.0,327667.0,482678.0,474203.0,481614.0,871775.0,871800.0,660926.0
"Tampa-St. Petersburg, FL",DemandResponse,957,"2,441,770",255,"875,598",48123,51.0,274380.0,384914.0,486909.0,612276.0,577200.0,558659.0,314275.0,392903.0,530893.0,562748.0,545456.0,604772.0,617985.0
