,record,lma_title,Area_Code,Series ID,Month-Year,Unemployment_Labor
3254,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000004,"Sep
2003",2695.0
3255,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000004,"Sep
2003",1547.0
3256,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000004,"Sep
2003",2106.0
3257,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000004,"Sep
2003",5636.0
3258,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000004,"Sep
2003",4410.0
3259,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000004,"Sep
2003",20805.0
3260,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000004,"Sep
2003",3322.0
3261,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000004,"Sep
2003",64411.0
3262,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000004,"Sep
2003",11651.0
3263,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000004,"Sep
2003",8020.0
3264,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000004,"Sep
2003",21923.0
3265,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000004,"Sep
2003",13689.0
3266,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000004,"Sep
2003",23347.0
3267,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000004,"Sep
2003",17630.0
3268,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000004,"Sep
2003",13375.0
3269,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000004,"Sep
2003",50147.0
3270,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000004,"Sep
2003",27079.0
3271,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000004,"Sep
2003",25306.0
3272,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000004,"Sep
2003",2322.0
3273,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000004,"Sep
2003",6600.0
3274,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000004,"Sep
2003",12800.0
3275,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000004,"Sep
2003",11511.0
3276,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000004,"Sep
2003",2578.0
3277,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000004,"Sep
2003",9297.0
3278,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000004,"Sep
2003",15243.0
3279,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000004,"Sep
2003",19588.0
3280,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000004,"Sep
2003",24190.0
3281,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000004,"Sep
2003",3470.0
3282,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000004,"Sep
2003",3416.0
3283,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000004,"Sep
2003",3723.0
3284,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000004,"Sep
2003",17681.0
3285,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000004,"Sep
2003",35661.0
3286,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000004,"Sep
2003",45933.0
3287,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000004,"Sep
2003",16233.0
3288,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000004,"Sep
2003",13007.0
3289,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000004,"Sep
2003",5214.0
3290,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000004,"Sep
2003",9195.0
3291,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000004,"Sep
2003",5626.0
3292,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000004,"Sep
2003",6926.0
3293,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000004,"Sep
2003",2773.0
3294,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000004,"Sep
2003",53921.0
3295,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000004,"Sep
2003",7211.0
3296,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000004,"Sep
2003",28126.0
3297,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000004,"Sep
2003",5052.0
3298,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000004,"Sep
2003",3327.0
3299,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000004,"Sep
2003",1913.0
3300,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000004,"Sep
2003",5506.0
3301,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000004,"Sep
2003",23602.0
3302,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000004,"Sep
2003",5907.0
3303,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000004,"Sep
2003",5904.0
3304,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000004,"Sep
2003",6970.0
3305,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000004,"Sep
2003",6910.0
3306,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000004,"Sep
2003",3833.0
3307,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000004,"Sep
2003",3912.0
3308,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000004,"Sep
2003",7127.0
3309,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000004,"Sep
2003",111232.0
3310,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000004,"Sep
2003",16336.0
3311,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000004,"Sep
2003",3602.0
3312,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000004,"Sep
2003",8170.0
3313,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000004,"Sep
2003",5680.0
3314,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000004,"Sep
2003",3693.0
3315,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000004,"Sep
2003",8142.0
3316,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000004,"Sep
2003",12103.0
3317,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000004,"Sep
2003",4379.0
3318,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000004,"Sep
2003",6431.0
3319,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000004,"Sep
2003",2859.0
3320,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000004,"Oct
2003",28013.0
3321,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000004,"Oct
2003",9504.0
3322,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000004,"Oct
2003",12629.0
3323,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000004,"Oct
2003",9758.0
3324,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000004,"Oct
2003",11009.0
3325,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000004,"Oct
2003",3398.0
3326,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000004,"Oct
2003",15321.0
3327,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000004,"Oct
2003",29036.0
3328,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000004,"Oct
2003",6348.0
3329,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000004,"Oct
2003",10327.0
3330,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000004,"Oct
2003",5473.0
3331,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000004,"Oct
2003",402748.0
3332,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000004,"Oct
2003",8859.0
3333,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000004,"Oct
2003",19284.0
3334,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000004,"Oct
2003",3148.0
3335,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000004,"Oct
2003",24069.0
3336,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000004,"Oct
2003",5566.0
3337,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000004,"Oct
2003",13163.0
3338,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000004,"Oct
2003",131463.0
3339,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000004,"Oct
2003",8975.0
3340,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000004,"Oct
2003",10260.0
3341,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000004,"Oct
2003",12870.0
3342,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000004,"Oct
2003",22972.0
3343,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000004,"Oct
2003",12137.0
3344,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000004,"Oct
2003",5775.0
3345,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000004,"Oct
2003",16752.0
3346,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000004,"Oct
2003",7498.0
3347,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000004,"Oct
2003",19229.0
3348,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000004,"Oct
2003",146554.0
3349,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000004,"Oct
2003",99232.0
3350,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000004,"Oct
2003",10517.0
3351,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000004,"Oct
2003",3781.0
3352,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000004,"Oct
2003",12812.0
3353,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000004,"Oct
2003",4544.0
3354,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000004,"Oct
2003",29589.0
3355,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000004,"Oct
2003",13320.0
3356,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000004,"Oct
2003",128029.0
3357,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000004,"Oct
2003",6803.0
3358,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000004,"Oct
2003",13574.0
3359,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000004,"Oct
2003",5833.0
3360,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000004,"Oct
2003",46616.0
3361,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000004,"Oct
2003",11921.0
3362,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000004,"Oct
2003",3952.0
3363,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000004,"Oct
2003",8561.0
3364,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000004,"Oct
2003",9986.0
3365,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000004,"Oct
2003",3770.0
3366,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000004,"Oct
2003",6945.0
3367,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000004,"Oct
2003",62220.0
3368,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000004,"Oct
2003",3212.0
3369,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000004,"Oct
2003",11954.0
3370,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000004,"Oct
2003",11089.0
3371,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000004,"Oct
2003",1928.0
3372,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000004,"Oct
2003",5654.0
3373,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000004,"Oct
2003",2905.0
3374,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000004,"Oct
2003",12677.0
3375,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000004,"Oct
2003",3711.0
3376,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000004,"Oct
2003",290960.0
3377,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000004,"Oct
2003",10790.0
3378,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000004,"Oct
2003",3651.0
3379,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000004,"Oct
2003",10356.0
3380,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000004,"Oct
2003",12686.0
3381,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000004,"Oct
2003",79397.0
3382,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000004,"Oct
2003",5688.0
3383,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000004,"Oct
2003",3005.0
3384,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000004,"Oct
2003",52954.0
3385,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000004,"Oct
2003",4094.0
3386,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000004,"Oct
2003",6784.0
3387,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000004,"Oct
2003",10604.0
3388,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000004,"Oct
2003",2403.0
3389,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000004,"Oct
2003",4206.0
3390,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000004,"Oct
2003",3181.0
3391,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000004,"Oct
2003",4497.0
3392,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000004,"Oct
2003",1138.0
3393,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000004,"Oct
2003",5883.0
3394,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000004,"Oct
2003",10125.0
3395,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000004,"Oct
2003",2378.0
3396,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000004,"Oct
2003",2326.0
3397,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000004,"Oct
2003",6981.0
3398,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000004,"Oct
2003",19725.0
3399,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000004,"Oct
2003",3249.0
3400,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000004,"Oct
2003",9387.0
3401,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000004,"Oct
2003",19965.0
3402,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000004,"Oct
2003",10063.0
3403,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000004,"Oct
2003",11827.0
3404,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000004,"Oct
2003",6833.0
3405,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000004,"Oct
2003",128009.0
3406,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000004,"Oct
2003",3578.0
3407,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000004,"Oct
2003",30041.0
3408,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000004,"Oct
2003",5429.0
3409,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000004,"Oct
2003",8843.0
3410,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000004,"Oct
2003",14664.0
3411,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000004,"Oct
2003",5090.0
3412,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000004,"Oct
2003",7953.0
3413,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000004,"Oct
2003",2596.0
3414,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000004,"Oct
2003",2849.0
3415,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000004,"Oct
2003",4411.0
3416,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000004,"Oct
2003",8877.0
3417,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000004,"Oct
2003",12956.0
3418,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000004,"Oct
2003",2731.0
3419,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000004,"Oct
2003",9051.0
3420,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000004,"Oct
2003",2836.0
3421,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000004,"Oct
2003",1596.0
3422,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000004,"Oct
2003",2024.0
3423,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000004,"Oct
2003",5573.0
3424,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000004,"Oct
2003",4041.0
3425,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000004,"Oct
2003",20606.0
3426,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000004,"Oct
2003",3201.0
3427,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000004,"Oct
2003",63185.0
3428,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000004,"Oct
2003",11521.0
3429,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000004,"Oct
2003",7803.0
3430,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000004,"Oct
2003",22577.0
3431,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000004,"Oct
2003",13436.0
3432,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000004,"Oct
2003",22952.0
3433,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000004,"Oct
2003",17563.0
3434,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000004,"Oct
2003",12963.0
3435,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000004,"Oct
2003",46701.0
3436,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000004,"Oct
2003",27544.0
3437,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000004,"Oct
2003",25082.0
3438,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000004,"Oct
2003",2223.0
3439,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000004,"Oct
2003",6341.0
3440,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000004,"Oct
2003",12925.0
3441,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000004,"Oct
2003",11448.0
3442,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000004,"Oct
2003",2515.0
3443,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000004,"Oct
2003",9161.0
3444,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000004,"Oct
2003",15446.0
3445,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000004,"Oct
2003",19600.0
3446,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000004,"Oct
2003",24062.0
3447,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000004,"Oct
2003",3466.0
3448,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000004,"Oct
2003",3290.0
3449,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000004,"Oct
2003",3687.0
3450,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000004,"Oct
2003",18264.0
3451,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000004,"Oct
2003",36629.0
3452,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000004,"Oct
2003",42954.0
3453,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000004,"Oct
2003",15482.0
3454,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000004,"Oct
2003",12894.0
3455,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000004,"Oct
2003",4848.0
3456,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000004,"Oct
2003",8754.0
3457,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000004,"Oct
2003",5363.0
3458,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000004,"Oct
2003",6436.0
3459,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000004,"Oct
2003",2610.0
3460,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000004,"Oct
2003",51114.0
3461,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000004,"Oct
2003",6757.0
3462,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000004,"Oct
2003",27494.0
3463,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000004,"Oct
2003",3777.0
3464,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000004,"Oct
2003",3431.0
